TER,Date
1.1241008043289185,1973-02-21
1.1168482303619385,1973-02-22
1.080587387084961,1973-02-23
1.0588304996490479,1973-02-26
0.8920286893844604,1973-02-27
0.8920286893844604,1973-02-28
0.9572986364364624,1973-03-01
1.0008116960525513,1973-03-02
0.9935597777366638,1973-03-05
0.9935597777366638,1973-03-06
1.0225694179534912,1973-03-07
1.0153166055679321,1973-03-08
1.0153166055679321,1973-03-09
1.0080645084381104,1973-03-12
0.9863072037696838,1973-03-13
0.9863072037696838,1973-03-14
0.9863072037696838,1973-03-15
0.9863072037696838,1973-03-16
0.9863072037696838,1973-03-19
1.0008116960525513,1973-03-20
0.9935597777366638,1973-03-21
0.884775698184967,1973-03-22
0.8702711462974548,1973-03-23
0.8485149145126343,1973-03-26
0.8702711462974548,1973-03-27
0.8702711462974548,1973-03-28
0.8702711462974548,1973-03-29
0.8630192875862122,1973-03-30
0.768739640712738,1973-04-02
0.8557665944099426,1973-04-03
0.8702711462974548,1973-04-04
0.8412621021270752,1973-04-05
0.8412621021270752,1973-04-06
0.8485149145126343,1973-04-09
0.8485149145126343,1973-04-10
0.8630192875862122,1973-04-11
0.8702711462974548,1973-04-12
0.8702711462974548,1973-04-13
0.8630192875862122,1973-04-16
0.8775239586830139,1973-04-17
0.8702711462974548,1973-04-18
0.8630192875862122,1973-04-19
0.899280309677124,1973-04-23
0.899280309677124,1973-04-24
0.9137850403785706,1973-04-25
0.9355420470237732,1973-04-26
0.9282892942428589,1973-04-27
0.9355420470237732,1973-04-30
0.9355420470237732,1973-05-01
0.9500465989112854,1973-05-02
0.9572986364364624,1973-05-03
1.0588304996490479,1973-05-04
1.0298205614089966,1973-05-07
1.0298205614089966,1973-05-08
1.0153166055679321,1973-05-09
1.0225694179534912,1973-05-10
1.0008116960525513,1973-05-11
1.0008116960525513,1973-05-14
0.9863072037696838,1973-05-15
0.9790557026863098,1973-05-16
0.9572986364364624,1973-05-17
0.9210376143455505,1973-05-18
0.884775698184967,1973-05-21
0.884775698184967,1973-05-22
0.8775239586830139,1973-05-23
0.9137850403785706,1973-05-24
0.9500465989112854,1973-05-25
0.9645509123802185,1973-05-29
0.9500465989112854,1973-05-30
0.8702711462974548,1973-05-31
0.8412621021270752,1973-06-01
0.8702711462974548,1973-06-04
0.884775698184967,1973-06-05
0.8775239586830139,1973-06-06
0.8702711462974548,1973-06-07
0.8702711462974548,1973-06-08
0.8630192875862122,1973-06-11
0.8557665944099426,1973-06-12
0.8702711462974548,1973-06-13
0.8920286893844604,1973-06-14
0.8775239586830139,1973-06-15
0.8485149145126343,1973-06-18
0.8485149145126343,1973-06-19
0.8702711462974548,1973-06-20
0.8702711462974548,1973-06-21
0.8630192875862122,1973-06-22
0.8702711462974548,1973-06-25
0.8557665944099426,1973-06-26
0.8702711462974548,1973-06-27
0.8702711462974548,1973-06-28
0.8702711462974548,1973-06-29
0.8775239586830139,1973-07-02
0.8702711462974548,1973-07-03
0.8702711462974548,1973-07-05
0.8702711462974548,1973-07-06
0.8702711462974548,1973-07-09
0.8702711462974548,1973-07-10
0.8775239586830139,1973-07-11
0.8485149145126343,1973-07-12
0.8630192875862122,1973-07-13
0.8630192875862122,1973-07-16
0.8702711462974548,1973-07-17
0.8702711462974548,1973-07-18
1.0080645084381104,1973-07-19
0.9645509123802185,1973-07-20
1.044325828552246,1973-07-23
1.0370732545852661,1973-07-24
1.044325828552246,1973-07-25
1.0298205614089966,1973-07-26
1.0588304996490479,1973-07-27
1.044325828552246,1973-07-30
1.0298205614089966,1973-07-31
1.0298205614089966,1973-08-01
1.0153166055679321,1973-08-02
1.0153166055679321,1973-08-03
1.0225694179534912,1973-08-06
1.0225694179534912,1973-08-07
1.0153166055679321,1973-08-08
1.0370732545852661,1973-08-09
1.0950919389724731,1973-08-10
1.0660828351974487,1973-08-13
1.0588304996490479,1973-08-14
1.0370732545852661,1973-08-15
0.9863072037696838,1973-08-16
0.9863072037696838,1973-08-17
0.9718031287193298,1973-08-20
0.9718031287193298,1973-08-21
0.9572986364364624,1973-08-22
0.9572986364364624,1973-08-23
0.9863072037696838,1973-08-24
0.9427938461303711,1973-08-27
0.9427938461303711,1973-08-28
0.9645509123802185,1973-08-29
1.0588304996490479,1973-08-30
1.1313529014587402,1973-08-31
1.160361409187317,1973-09-04
1.1386051177978516,1973-09-05
1.1313529014587402,1973-09-06
1.087838888168335,1973-09-07
1.080587387084961,1973-09-10
1.080587387084961,1973-09-11
1.0588304996490479,1973-09-12
1.1023433208465576,1973-09-13
1.1821187734603882,1973-09-14
1.1893705129623413,1973-09-17
1.2183793783187866,1973-09-18
1.2111279964447021,1973-09-19
1.160361409187317,1973-09-20
1.2401372194290161,1973-09-21
1.2183793783187866,1973-09-24
1.2038753032684326,1973-09-25
1.2618931531906128,1973-09-26
1.3271641731262207,1973-09-27
1.4069386720657349,1973-09-28
1.421442985534668,1973-10-01
1.55198335647583,1973-10-02
1.501218318939209,1973-10-03
1.4794611930847168,1973-10-04
1.5157232284545898,1973-10-05
1.5664883852005005,1973-10-08
1.4867137670516968,1973-10-09
1.421442985534668,1973-10-10
1.493965744972229,1973-10-11
1.457704782485962,1973-10-12
1.421442985534668,1973-10-15
1.435947299003601,1973-10-16
1.4069386720657349,1973-10-17
1.3851821422576904,1973-10-18
1.421442985534668,1973-10-19
1.435947299003601,1973-10-22
1.4069386720657349,1973-10-23
1.4504519701004028,1973-10-24
1.4794611930847168,1973-10-25
1.530227541923523,1973-10-26
1.4794611930847168,1973-10-29
1.421442985534668,1973-10-30
1.421442985534668,1973-10-31
1.392434000968933,1973-11-01
1.4141911268234253,1973-11-02
1.377929449081421,1973-11-05
1.2473887205123901,1973-11-06
1.2909024953842163,1973-11-07
1.3634251356124878,1973-11-08
1.3344157934188843,1973-11-09
1.3054070472717285,1973-11-12
1.3054070472717285,1973-11-13
1.2546412944793701,1973-11-14
1.2618931531906128,1973-11-15
1.3054070472717285,1973-11-16
1.1893705129623413,1973-11-19
1.1458568572998047,1973-11-20
1.1893705129623413,1973-11-21
1.1748663187026978,1973-11-23
1.044325828552246,1973-11-26
1.044325828552246,1973-11-27
1.0588304996490479,1973-11-28
1.1023433208465576,1973-11-29
1.044325828552246,1973-11-30
1.0370732545852661,1973-12-03
0.9863072037696838,1973-12-04
0.9572986364364624,1973-12-05
0.9790557026863098,1973-12-06
0.9863072037696838,1973-12-07
0.9863072037696838,1973-12-10
0.899280309677124,1973-12-11
0.812252938747406,1973-12-12
0.8050013780593872,1973-12-13
0.7977485656738281,1973-12-14
0.7977485656738281,1973-12-17
0.7977485656738281,1973-12-18
0.7904970645904541,1973-12-19
0.8920286893844604,1973-12-20
1.0153166055679321,1973-12-21
0.9935597777366638,1973-12-24
1.0515779256820679,1973-12-26
1.1095964908599854,1973-12-27
1.1313529014587402,1973-12-28
1.1168482303619385,1973-12-31
1.0515779256820679,1974-01-02
1.0515779256820679,1974-01-03
1.0008116960525513,1974-01-04
1.0225694179534912,1974-01-07
0.9863072037696838,1974-01-08
1.0153166055679321,1974-01-09
0.9718031287193298,1974-01-10
0.9572986364364624,1974-01-11
1.0080645084381104,1974-01-14
1.044325828552246,1974-01-15
1.044325828552246,1974-01-16
1.0515779256820679,1974-01-17
1.0588304996490479,1974-01-18
1.0153166055679321,1974-01-21
1.0588304996490479,1974-01-22
1.044325828552246,1974-01-23
1.1168482303619385,1974-01-24
1.1386051177978516,1974-01-25
1.1168482303619385,1974-01-28
1.087838888168335,1974-01-29
1.087838888168335,1974-01-30
1.0950919389724731,1974-01-31
1.0660828351974487,1974-02-01
1.0008116960525513,1974-02-04
0.9863072037696838,1974-02-05
0.9863072037696838,1974-02-06
1.0153166055679321,1974-02-07
1.044325828552246,1974-02-08
1.044325828552246,1974-02-11
1.044325828552246,1974-02-12
1.0733343362808228,1974-02-13
1.0733343362808228,1974-02-14
1.0515779256820679,1974-02-15
1.0515779256820679,1974-02-19
1.0515779256820679,1974-02-20
1.087838888168335,1974-02-21
1.1023433208465576,1974-02-22
1.1023433208465576,1974-02-25
1.2183793783187866,1974-02-26
1.2111279964447021,1974-02-27
1.2328842878341675,1974-02-28
1.2111279964447021,1974-03-01
1.1821187734603882,1974-03-04
1.2546412944793701,1974-03-05
1.276397943496704,1974-03-06
1.160361409187317,1974-03-07
1.2183793783187866,1974-03-08
1.2256321907043457,1974-03-11
1.2183793783187866,1974-03-12
1.1966235637664795,1974-03-13
1.1966235637664795,1974-03-14
1.1676143407821655,1974-03-15
1.1821187734603882,1974-03-18
1.1966235637664795,1974-03-19
1.2256321907043457,1974-03-20
1.2038753032684326,1974-03-21
1.1821187734603882,1974-03-22
1.1748663187026978,1974-03-25
1.1676143407821655,1974-03-26
1.160361409187317,1974-03-27
1.1023433208465576,1974-03-28
1.1023433208465576,1974-03-29
1.080587387084961,1974-04-01
1.080587387084961,1974-04-02
1.0733343362808228,1974-04-03
1.087838888168335,1974-04-04
1.1095964908599854,1974-04-05
1.0950919389724731,1974-04-08
1.0950919389724731,1974-04-09
1.0733343362808228,1974-04-10
1.0733343362808228,1974-04-11
1.0588304996490479,1974-04-15
1.0733343362808228,1974-04-16
1.0950919389724731,1974-04-17
1.1168482303619385,1974-04-18
1.087838888168335,1974-04-19
1.1313529014587402,1974-04-22
1.0733343362808228,1974-04-23
1.0588304996490479,1974-04-24
1.0298205614089966,1974-04-25
1.0225694179534912,1974-04-26
1.0588304996490479,1974-04-29
1.1023433208465576,1974-04-30
1.2401372194290161,1974-05-01
1.2038753032684326,1974-05-02
1.1966235637664795,1974-05-03
1.2038753032684326,1974-05-06
1.2473887205123901,1974-05-07
1.2328842878341675,1974-05-08
1.2546412944793701,1974-05-09
1.2328842878341675,1974-05-10
1.2183793783187866,1974-05-13
1.2038753032684326,1974-05-14
1.2328842878341675,1974-05-15
1.2546412944793701,1974-05-16
1.2691459655761719,1974-05-17
1.2691459655761719,1974-05-20
1.2691459655761719,1974-05-21
1.2909024953842163,1974-05-22
1.276397943496704,1974-05-23
1.283650517463684,1974-05-24
1.2909024953842163,1974-05-28
1.276397943496704,1974-05-29
1.276397943496704,1974-05-30
1.276397943496704,1974-05-31
1.276397943496704,1974-06-03
1.276397943496704,1974-06-04
1.2546412944793701,1974-06-05
1.2256321907043457,1974-06-06
1.2328842878341675,1974-06-07
1.1893705129623413,1974-06-10
1.1966235637664795,1974-06-11
1.2183793783187866,1974-06-12
1.2183793783187866,1974-06-13
1.2183793783187866,1974-06-14
1.3054070472717285,1974-06-17
1.3199113607406616,1974-06-18
1.3054070472717285,1974-06-19
1.2691459655761719,1974-06-20
1.2473887205123901,1974-06-21
1.2183793783187866,1974-06-24
1.2328842878341675,1974-06-25
1.2546412944793701,1974-06-26
1.2546412944793701,1974-06-27
1.2183793783187866,1974-06-28
1.1893705129623413,1974-07-01
1.1458568572998047,1974-07-02
1.1095964908599854,1974-07-03
1.0660828351974487,1974-07-05
0.9863072037696838,1974-07-08
0.9863072037696838,1974-07-09
0.9282892942428589,1974-07-10
0.9427938461303711,1974-07-11
1.044325828552246,1974-07-12
1.044325828552246,1974-07-15
