MCK,Date
175.38417053222656,2020-11-25
175.8727264404297,2020-11-27
176.19590759277344,2020-11-30
175.3046875,2020-12-01
177.1165008544922,2020-12-02
175.46136474609375,2020-12-03
177.0283203125,2020-12-04
174.57997131347656,2020-12-07
176.69537353515625,2020-12-08
174.99130249023438,2020-12-09
174.0119171142578,2020-12-10
171.05426025390625,2020-12-11
168.77236938476562,2020-12-14
169.5068817138672,2020-12-15
168.79197692871094,2020-12-16
169.3404083251953,2020-12-17
169.96717834472656,2020-12-18
167.88116455078125,2020-12-21
166.50025939941406,2020-12-22
166.55905151367188,2020-12-23
167.25437927246094,2020-12-24
170.7213134765625,2020-12-28
170.5841827392578,2020-12-29
169.83987426757812,2020-12-30
170.32955932617188,2020-12-31
170.8290252685547,2021-01-04
171.97486877441406,2021-01-05
175.23609924316406,2021-01-06
179.24169921875,2021-01-07
179.76077270507812,2021-01-08
179.6138458251953,2021-01-11
179.486572265625,2021-01-12
179.6138458251953,2021-01-13
179.04580688476562,2021-01-14
180.61276245117188,2021-01-15
178.70306396484375,2021-01-19
180.358154296875,2021-01-20
179.01641845703125,2021-01-21
181.19061279296875,2021-01-22
179.36900329589844,2021-01-25
180.61276245117188,2021-01-26
174.5113983154297,2021-01-27
176.4113311767578,2021-01-28
170.86819458007812,2021-01-29
176.0196075439453,2021-02-01
176.8227081298828,2021-02-02
177.76287841796875,2021-02-03
182.22877502441406,2021-02-04
179.28086853027344,2021-02-05
180.00558471679688,2021-02-08
181.16122436523438,2021-02-09
180.24063110351562,2021-02-10
178.01751708984375,2021-02-11
178.477783203125,2021-02-12
177.06753540039062,2021-02-16
177.54739379882812,2021-02-17
174.05108642578125,2021-02-18
173.9531707763672,2021-02-19
174.3155517578125,2021-02-22
176.85206604003906,2021-02-23
177.54739379882812,2021-02-24
170.51565551757812,2021-02-25
166.02041625976562,2021-02-26
170.58572387695312,2021-03-01
170.55624389648438,2021-03-02
169.07376098632812,2021-03-03
169.17193603515625,2021-03-04
171.92091369628906,2021-03-05
172.88307189941406,2021-03-08
175.46517944335938,2021-03-09
180.16796875,2021-03-10
