VRSK,Date
46.3487434387207,2012-09-17
46.3004264831543,2012-09-18
45.99117660522461,2012-09-19
45.71091842651367,2012-09-20
45.604610443115234,2012-09-21
45.6722526550293,2012-09-24
45.23737716674805,2012-09-25
45.65293884277344,2012-09-26
46.20377731323242,2012-09-27
46.01050567626953,2012-09-28
45.80756759643555,2012-10-01
45.440338134765625,2012-10-02
46.02983093261719,2012-10-03
46.27143478393555,2012-10-04
46.54201889038086,2012-10-05
46.715972900390625,2012-10-08
46.11681365966797,2012-10-09
45.74958419799805,2012-10-10
45.35335159301758,2012-10-11
45.449981689453125,2012-10-12
45.41134262084961,2012-10-15
45.788230895996094,2012-10-16
45.826881408691406,2012-10-17
45.38233947753906,2012-10-18
44.93778991699219,2012-10-19
44.4062614440918,2012-10-22
44.7445182800293,2012-10-23
44.93778991699219,2012-10-24
44.7348518371582,2012-10-25
45.102088928222656,2012-10-26
49.402584075927734,2012-10-31
49.62484359741211,2012-11-01
47.92397689819336,2012-11-02
48.10761260986328,2012-11-05
48.71643829345703,2012-11-06
47.87566375732422,2012-11-07
47.672725677490234,2012-11-08
47.42145919799805,2012-11-09
47.460105895996094,2012-11-12
47.39246368408203,2012-11-13
46.86093521118164,2012-11-14
46.35841369628906,2012-11-15
46.47438049316406,2012-11-16
46.4163818359375,2012-11-19
46.17478942871094,2012-11-20
46.735321044921875,2012-11-21
46.47438049316406,2012-11-23
46.88993453979492,2012-11-26
46.72564697265625,2012-11-27
47.26682662963867,2012-11-28
47.86599349975586,2012-11-29
48.16558074951172,2012-11-30
48.00129699707031,2012-12-03
46.967247009277344,2012-12-04
47.35380554199219,2012-12-05
47.42145919799805,2012-12-06
47.84666061401367,2012-12-07
47.7886848449707,2012-12-10
48.06895065307617,2012-12-11
48.10761260986328,2012-12-12
47.5567512512207,2012-12-13
47.199180603027344,2012-12-14
48.6004638671875,2012-12-17
48.542484283447266,2012-12-18
49.392913818359375,2012-12-19
49.41225051879883,2012-12-20
49.24795150756836,2012-12-21
48.99669647216797,2012-12-24
48.426517486572266,2012-12-26
48.426517486572266,2012-12-27
48.426517486572266,2012-12-28
49.25762176513672,2012-12-31
51.20009231567383,2013-01-02
51.78960037231445,2013-01-03
51.70262145996094,2013-01-04
51.47067642211914,2013-01-07
52.08918380737305,2013-01-08
52.13751220703125,2013-01-09
52.06019592285156,2013-01-10
52.08918380737305,2013-01-11
52.59171676635742,2013-01-14
53.18122100830078,2013-01-15
52.07951736450195,2013-01-16
52.03118896484375,2013-01-17
52.746341705322266,2013-01-18
52.70768737792969,2013-01-22
52.6883544921875,2013-01-23
53.326175689697266,2013-01-24
53.1425666809082,2013-01-25
53.12324142456055,2013-01-28
53.45181655883789,2013-01-29
53.4421501159668,2013-01-30
53.30685806274414,2013-01-31
53.83837890625,2013-02-01
52.96862030029297,2013-02-04
53.24885940551758,2013-02-05
52.66902542114258,2013-02-06
52.466087341308594,2013-02-07
53.05558395385742,2013-02-08
52.78498840332031,2013-02-11
52.4080924987793,2013-02-12
52.73667907714844,2013-02-13
52.446754455566406,2013-02-14
53.03626251220703,2013-02-15
53.15223693847656,2013-02-19
52.48541259765625,2013-02-20
51.92489242553711,2013-02-21
52.61104202270508,2013-02-22
51.895904541015625,2013-02-25
52.08918380737305,2013-02-26
56.09975814819336,2013-02-27
56.50565719604492,2013-02-28
57.017845153808594,2013-03-01
57.37541580200195,2013-03-04
57.32709884643555,2013-03-05
57.34642028808594,2013-03-06
57.37541580200195,2013-03-07
57.70399475097656,2013-03-08
57.829627990722656,2013-03-11
56.727928161621094,2013-03-12
57.20146179199219,2013-03-13
57.55903625488281,2013-03-14
58.032569885253906,2013-03-15
57.723323822021484,2013-03-18
57.81995391845703,2013-03-19
58.051902770996094,2013-03-20
58.00357437133789,2013-03-21
59.17293167114258,2013-03-22
59.04729080200195,2013-03-25
59.31789779663086,2013-03-26
59.48217010498047,2013-03-27
59.54981994628906,2013-03-28
59.0859489440918,2013-04-01
59.02796936035156,2013-04-02
58.43846893310547,2013-04-03
57.96491622924805,2013-04-04
56.92121124267578,2013-04-05
57.916603088378906,2013-04-08
57.771636962890625,2013-04-09
59.17293167114258,2013-04-10
58.97964859008789,2013-04-11
59.09562301635742,2013-04-12
57.916603088378906,2013-04-15
57.74264907836914,2013-04-16
57.66532897949219,2013-04-17
57.153141021728516,2013-04-18
57.04684829711914,2013-04-19
57.191802978515625,2013-04-22
57.858619689941406,2013-04-23
57.626686096191406,2013-04-24
58.09056091308594,2013-04-25
57.810298919677734,2013-04-26
58.457794189453125,2013-04-29
59.23091506958008,2013-04-30
58.58340835571289,2013-05-01
58.61241149902344,2013-05-02
58.544761657714844,2013-05-03
58.428802490234375,2013-05-06
58.80569076538086,2013-05-07
58.96998977661133,2013-05-08
58.76704025268555,2013-05-09
58.554439544677734,2013-05-10
58.370819091796875,2013-05-13
58.66073989868164,2013-05-14
58.75737380981445,2013-05-15
58.370819091796875,2013-05-16
58.68006134033203,2013-05-17
58.303165435791016,2013-05-20
58.3804817199707,2013-05-21
57.88761901855469,2013-05-22
57.974586486816406,2013-05-23
57.34642028808594,2013-05-24
57.50105285644531,2013-05-28
57.307762145996094,2013-05-29
57.191802978515625,2013-05-30
56.84389114379883,2013-05-31
57.414066314697266,2013-06-03
56.87288284301758,2013-06-04
55.80984115600586,2013-06-05
56.63128662109375,2013-06-06
57.191802978515625,2013-06-07
57.269107818603516,2013-06-10
57.37541580200195,2013-06-11
56.67960739135742,2013-06-12
56.776241302490234,2013-06-13
56.83423614501953,2013-06-14
57.65567398071289,2013-06-17
58.09056091308594,2013-06-18
57.29810333251953,2013-06-19
55.76152038574219,2013-06-20
55.83883285522461,2013-06-21
