FLT,Date
28.0,2011-10-11
28.219999313354492,2011-10-12
28.110000610351562,2011-10-13
28.079999923706055,2011-10-14
27.260000228881836,2011-10-17
27.719999313354492,2011-10-18
27.899999618530273,2011-10-19
27.729999542236328,2011-10-20
27.75,2011-10-21
28.049999237060547,2011-10-24
27.940000534057617,2011-10-25
28.0,2011-10-26
28.219999313354492,2011-10-27
28.190000534057617,2011-10-28
27.959999084472656,2011-10-31
27.299999237060547,2011-11-01
27.829999923706055,2011-11-02
28.270000457763672,2011-11-03
27.969999313354492,2011-11-04
28.049999237060547,2011-11-07
27.850000381469727,2011-11-08
26.90999984741211,2011-11-09
28.43000030517578,2011-11-10
29.549999237060547,2011-11-11
28.739999771118164,2011-11-14
28.969999313354492,2011-11-15
28.809999465942383,2011-11-16
28.15999984741211,2011-11-17
28.229999542236328,2011-11-18
27.899999618530273,2011-11-21
27.75,2011-11-22
27.190000534057617,2011-11-23
26.979999542236328,2011-11-25
27.3700008392334,2011-11-28
27.729999542236328,2011-11-29
28.399999618530273,2011-11-30
28.40999984741211,2011-12-01
28.68000030517578,2011-12-02
28.950000762939453,2011-12-05
28.940000534057617,2011-12-06
28.90999984741211,2011-12-07
28.739999771118164,2011-12-08
29.260000228881836,2011-12-09
28.93000030517578,2011-12-12
29.40999984741211,2011-12-13
29.959999084472656,2011-12-14
28.440000534057617,2011-12-15
29.15999984741211,2011-12-16
28.520000457763672,2011-12-19
29.5,2011-12-20
29.479999542236328,2011-12-21
29.520000457763672,2011-12-22
29.489999771118164,2011-12-23
29.6299991607666,2011-12-27
29.440000534057617,2011-12-28
29.68000030517578,2011-12-29
29.8700008392334,2011-12-30
30.559999465942383,2012-01-03
30.549999237060547,2012-01-04
31.149999618530273,2012-01-05
31.18000030517578,2012-01-06
31.56999969482422,2012-01-09
32.02000045776367,2012-01-10
32.400001525878906,2012-01-11
32.529998779296875,2012-01-12
32.31999969482422,2012-01-13
32.54999923706055,2012-01-17
32.77000045776367,2012-01-18
33.2400016784668,2012-01-19
33.20000076293945,2012-01-20
33.52000045776367,2012-01-23
33.65999984741211,2012-01-24
33.970001220703125,2012-01-25
33.7599983215332,2012-01-26
34.11000061035156,2012-01-27
33.81999969482422,2012-01-30
33.9900016784668,2012-01-31
34.349998474121094,2012-02-01
34.470001220703125,2012-02-02
34.7400016784668,2012-02-03
35.22999954223633,2012-02-06
35.209999084472656,2012-02-07
35.7400016784668,2012-02-08
36.75,2012-02-09
36.4900016784668,2012-02-10
35.400001525878906,2012-02-13
36.13999938964844,2012-02-14
36.13999938964844,2012-02-15
36.41999816894531,2012-02-16
36.65999984741211,2012-02-17
36.20000076293945,2012-02-21
36.56999969482422,2012-02-22
37.16999816894531,2012-02-23
37.400001525878906,2012-02-24
36.97999954223633,2012-02-27
36.9900016784668,2012-02-28
37.029998779296875,2012-02-29
37.5,2012-03-01
36.95000076293945,2012-03-02
37.119998931884766,2012-03-05
35.88999938964844,2012-03-06
36.470001220703125,2012-03-07
36.869998931884766,2012-03-08
37.2400016784668,2012-03-09
37.20000076293945,2012-03-12
37.70000076293945,2012-03-13
37.0,2012-03-14
38.59000015258789,2012-03-15
38.61000061035156,2012-03-16
38.630001068115234,2012-03-19
38.7400016784668,2012-03-20
38.959999084472656,2012-03-21
39.029998779296875,2012-03-22
39.40999984741211,2012-03-23
39.72999954223633,2012-03-26
39.900001525878906,2012-03-27
39.630001068115234,2012-03-28
39.529998779296875,2012-03-29
38.77000045776367,2012-03-30
38.959999084472656,2012-04-02
39.220001220703125,2012-04-03
39.18000030517578,2012-04-04
39.25,2012-04-05
38.709999084472656,2012-04-09
37.86000061035156,2012-04-10
38.349998474121094,2012-04-11
38.70000076293945,2012-04-12
38.54999923706055,2012-04-13
38.08000183105469,2012-04-16
39.119998931884766,2012-04-17
38.66999816894531,2012-04-18
38.4900016784668,2012-04-19
38.619998931884766,2012-04-20
38.630001068115234,2012-04-23
39.06999969482422,2012-04-24
40.06999969482422,2012-04-25
40.0,2012-04-26
40.08000183105469,2012-04-27
39.54999923706055,2012-04-30
40.790000915527344,2012-05-01
40.470001220703125,2012-05-02
40.650001525878906,2012-05-03
40.27000045776367,2012-05-04
40.2599983215332,2012-05-07
40.54999923706055,2012-05-08
40.869998931884766,2012-05-09
39.529998779296875,2012-05-10
39.68000030517578,2012-05-11
39.34000015258789,2012-05-14
39.209999084472656,2012-05-15
39.0099983215332,2012-05-16
38.9900016784668,2012-05-17
37.7400016784668,2012-05-18
38.0,2012-05-21
37.63999938964844,2012-05-22
37.849998474121094,2012-05-23
38.540000915527344,2012-05-24
38.459999084472656,2012-05-25
38.689998626708984,2012-05-29
38.20000076293945,2012-05-30
37.900001525878906,2012-05-31
36.209999084472656,2012-06-01
36.68000030517578,2012-06-04
37.029998779296875,2012-06-05
38.540000915527344,2012-06-06
38.599998474121094,2012-06-07
36.66999816894531,2012-06-08
36.58000183105469,2012-06-11
36.9900016784668,2012-06-12
37.22999954223633,2012-06-13
37.279998779296875,2012-06-14
37.45000076293945,2012-06-15
37.93000030517578,2012-06-18
38.22999954223633,2012-06-19
37.59000015258789,2012-06-20
36.459999084472656,2012-06-21
35.0,2012-06-22
34.43000030517578,2012-06-25
34.38999938964844,2012-06-26
34.09000015258789,2012-06-27
34.0099983215332,2012-06-28
35.040000915527344,2012-06-29
34.95000076293945,2012-07-02
35.599998474121094,2012-07-03
35.290000915527344,2012-07-05
34.84000015258789,2012-07-06
35.369998931884766,2012-07-09
35.290000915527344,2012-07-10
35.68000030517578,2012-07-11
36.13999938964844,2012-07-12
36.470001220703125,2012-07-13
35.959999084472656,2012-07-16
36.439998626708984,2012-07-17
36.279998779296875,2012-07-18
36.34000015258789,2012-07-19
36.0099983215332,2012-07-20
35.47999954223633,2012-07-23
35.470001220703125,2012-07-24
35.77000045776367,2012-07-25
36.52000045776367,2012-07-26
37.27000045776367,2012-07-27
36.97999954223633,2012-07-30
36.91999816894531,2012-07-31
36.38999938964844,2012-08-01
35.779998779296875,2012-08-02
36.06999969482422,2012-08-03
35.9900016784668,2012-08-06
36.560001373291016,2012-08-07
36.70000076293945,2012-08-08
40.08000183105469,2012-08-09
40.650001525878906,2012-08-10
39.9900016784668,2012-08-13
40.709999084472656,2012-08-14
41.959999084472656,2012-08-15
42.779998779296875,2012-08-16
42.540000915527344,2012-08-17
43.439998626708984,2012-08-20
43.38999938964844,2012-08-21
43.16999816894531,2012-08-22
42.77000045776367,2012-08-23
42.77000045776367,2012-08-24
43.099998474121094,2012-08-27
42.9900016784668,2012-08-28
43.34000015258789,2012-08-29
42.869998931884766,2012-08-30
43.18000030517578,2012-08-31
43.060001373291016,2012-09-04
42.9900016784668,2012-09-05
44.459999084472656,2012-09-06
44.119998931884766,2012-09-07
44.02000045776367,2012-09-10
43.79999923706055,2012-09-11
43.970001220703125,2012-09-12
44.25,2012-09-13
44.630001068115234,2012-09-14
43.79999923706055,2012-09-17
43.959999084472656,2012-09-18
44.61000061035156,2012-09-19
43.959999084472656,2012-09-20
45.599998474121094,2012-09-21
45.220001220703125,2012-09-24
43.970001220703125,2012-09-25
43.97999954223633,2012-09-26
44.38999938964844,2012-09-27
44.79999923706055,2012-09-28
44.380001068115234,2012-10-01
44.79999923706055,2012-10-02
45.2400016784668,2012-10-03
45.540000915527344,2012-10-04
45.650001525878906,2012-10-05
45.310001373291016,2012-10-08
45.63999938964844,2012-10-09
45.65999984741211,2012-10-10
46.0,2012-10-11
45.599998474121094,2012-10-12
45.84000015258789,2012-10-15
45.81999969482422,2012-10-16
46.31999969482422,2012-10-17
47.20000076293945,2012-10-18
47.06999969482422,2012-10-19
47.52000045776367,2012-10-22
46.70000076293945,2012-10-23
46.599998474121094,2012-10-24
46.31999969482422,2012-10-25
46.63999938964844,2012-10-26
47.40999984741211,2012-10-31
47.630001068115234,2012-11-01
47.41999816894531,2012-11-02
47.209999084472656,2012-11-05
47.529998779296875,2012-11-06
46.220001220703125,2012-11-07
46.13999938964844,2012-11-08
47.880001068115234,2012-11-09
48.63999938964844,2012-11-12
48.52000045776367,2012-11-13
48.310001373291016,2012-11-14
48.470001220703125,2012-11-15
48.650001525878906,2012-11-16
49.470001220703125,2012-11-19
50.54999923706055,2012-11-20
51.119998931884766,2012-11-21
51.709999084472656,2012-11-23
51.20000076293945,2012-11-26
52.70000076293945,2012-11-27
52.189998626708984,2012-11-28
51.59000015258789,2012-11-29
52.189998626708984,2012-11-30
51.93000030517578,2012-12-03
51.66999816894531,2012-12-04
52.45000076293945,2012-12-05
52.45000076293945,2012-12-06
52.7400016784668,2012-12-07
51.70000076293945,2012-12-10
51.290000915527344,2012-12-11
51.349998474121094,2012-12-12
50.529998779296875,2012-12-13
50.41999816894531,2012-12-14
50.7400016784668,2012-12-17
51.52000045776367,2012-12-18
51.900001525878906,2012-12-19
52.52000045776367,2012-12-20
53.099998474121094,2012-12-21
53.4900016784668,2012-12-24
53.279998779296875,2012-12-26
53.130001068115234,2012-12-27
52.849998474121094,2012-12-28
53.650001525878906,2012-12-31
55.18000030517578,2013-01-02
54.88999938964844,2013-01-03
55.0,2013-01-04
55.810001373291016,2013-01-07
55.7400016784668,2013-01-08
55.97999954223633,2013-01-09
56.709999084472656,2013-01-10
56.56999969482422,2013-01-11
56.93000030517578,2013-01-14
57.20000076293945,2013-01-15
57.16999816894531,2013-01-16
58.189998626708984,2013-01-17
59.08000183105469,2013-01-18
58.72999954223633,2013-01-22
58.02000045776367,2013-01-23
59.36000061035156,2013-01-24
60.2599983215332,2013-01-25
59.34000015258789,2013-01-28
59.08000183105469,2013-01-29
59.5099983215332,2013-01-30
59.84000015258789,2013-01-31
60.029998779296875,2013-02-01
59.779998779296875,2013-02-04
59.88999938964844,2013-02-05
59.900001525878906,2013-02-06
59.54999923706055,2013-02-07
66.01000213623047,2013-02-08
66.1500015258789,2013-02-11
66.02999877929688,2013-02-12
66.04000091552734,2013-02-13
66.52999877929688,2013-02-14
68.47000122070312,2013-02-15
69.55000305175781,2013-02-19
68.6500015258789,2013-02-20
67.69999694824219,2013-02-21
67.97000122070312,2013-02-22
67.27999877929688,2013-02-25
67.44999694824219,2013-02-26
68.2300033569336,2013-02-27
69.80999755859375,2013-02-28
70.33999633789062,2013-03-01
71.18000030517578,2013-03-04
72.06999969482422,2013-03-05
72.25,2013-03-06
69.87999725341797,2013-03-07
70.5199966430664,2013-03-08
70.41000366210938,2013-03-11
70.4000015258789,2013-03-12
70.5,2013-03-13
70.55999755859375,2013-03-14
69.5199966430664,2013-03-15
69.45999908447266,2013-03-18
68.83000183105469,2013-03-19
69.73999786376953,2013-03-20
72.37999725341797,2013-03-21
75.81999969482422,2013-03-22
75.45999908447266,2013-03-25
76.69000244140625,2013-03-26
76.05000305175781,2013-03-27
76.66999816894531,2013-03-28
77.23999786376953,2013-04-01
77.83000183105469,2013-04-02
77.2699966430664,2013-04-03
77.26000213623047,2013-04-04
75.25,2013-04-05
76.44000244140625,2013-04-08
77.08000183105469,2013-04-09
78.36000061035156,2013-04-10
77.56999969482422,2013-04-11
77.02999877929688,2013-04-12
73.80999755859375,2013-04-15
75.05000305175781,2013-04-16
74.0999984741211,2013-04-17
72.41999816894531,2013-04-18
73.44000244140625,2013-04-19
75.30000305175781,2013-04-22
77.22000122070312,2013-04-23
75.93000030517578,2013-04-24
74.98999786376953,2013-04-25
75.4800033569336,2013-04-26
75.44000244140625,2013-04-29
76.9000015258789,2013-04-30
74.9000015258789,2013-05-01
77.19999694824219,2013-05-02
80.33999633789062,2013-05-03
81.97000122070312,2013-05-06
82.16999816894531,2013-05-07
82.83999633789062,2013-05-08
81.58000183105469,2013-05-09
81.25,2013-05-10
82.3499984741211,2013-05-13
84.20999908447266,2013-05-14
81.9000015258789,2013-05-15
81.22000122070312,2013-05-16
82.05000305175781,2013-05-17
83.43000030517578,2013-05-20
84.01000213623047,2013-05-21
81.83999633789062,2013-05-22
82.05999755859375,2013-05-23
82.54000091552734,2013-05-24
84.3499984741211,2013-05-28
85.91000366210938,2013-05-29
87.38999938964844,2013-05-30
87.08000183105469,2013-05-31
86.13999938964844,2013-06-03
85.33000183105469,2013-06-04
84.12999725341797,2013-06-05
85.41999816894531,2013-06-06
87.11000061035156,2013-06-07
88.0999984741211,2013-06-10
87.58000183105469,2013-06-11
87.54000091552734,2013-06-12
87.79000091552734,2013-06-13
87.6500015258789,2013-06-14
88.06999969482422,2013-06-17
89.12000274658203,2013-06-18
88.1500015258789,2013-06-19
83.94000244140625,2013-06-20
83.80000305175781,2013-06-21
82.37999725341797,2013-06-24
83.4000015258789,2013-06-25
84.91000366210938,2013-06-26
83.16999816894531,2013-06-27
81.30000305175781,2013-06-28
82.87999725341797,2013-07-01
82.41000366210938,2013-07-02
83.23999786376953,2013-07-03
84.33999633789062,2013-07-05
84.26000213623047,2013-07-08
85.80000305175781,2013-07-09
85.66999816894531,2013-07-10
86.6500015258789,2013-07-11
85.97000122070312,2013-07-12
86.12999725341797,2013-07-15
84.94000244140625,2013-07-16
85.56999969482422,2013-07-17
87.0,2013-07-18
86.87000274658203,2013-07-19
87.61000061035156,2013-07-22
87.08000183105469,2013-07-23
87.73999786376953,2013-07-24
87.61000061035156,2013-07-25
90.45999908447266,2013-07-26
89.12000274658203,2013-07-29
89.56999969482422,2013-07-30
89.7699966430664,2013-07-31
91.8499984741211,2013-08-01
98.44000244140625,2013-08-02
98.77999877929688,2013-08-05
98.19000244140625,2013-08-06
97.94000244140625,2013-08-07
98.9000015258789,2013-08-08
98.66999816894531,2013-08-09
97.25,2013-08-12
97.44999694824219,2013-08-13
99.43000030517578,2013-08-14
97.5199966430664,2013-08-15
97.66999816894531,2013-08-16
97.51000213623047,2013-08-19
97.80000305175781,2013-08-20
96.95999908447266,2013-08-21
103.12000274658203,2013-08-22
102.81999969482422,2013-08-23
104.69999694824219,2013-08-26
103.16999816894531,2013-08-27
103.08999633789062,2013-08-28
104.4800033569336,2013-08-29
103.11000061035156,2013-08-30
105.80000305175781,2013-09-03
103.98999786376953,2013-09-04
104.01000213623047,2013-09-05
103.33000183105469,2013-09-06
103.20999908447266,2013-09-09
106.08999633789062,2013-09-10
107.41000366210938,2013-09-11
107.23999786376953,2013-09-12
107.2300033569336,2013-09-13
108.47000122070312,2013-09-16
109.56999969482422,2013-09-17
110.9800033569336,2013-09-18
110.7300033569336,2013-09-19
110.68000030517578,2013-09-20
109.87000274658203,2013-09-23
110.41999816894531,2013-09-24
110.93000030517578,2013-09-25
110.0999984741211,2013-09-26
111.16999816894531,2013-09-27
110.16000366210938,2013-09-30
111.37000274658203,2013-10-01
113.5999984741211,2013-10-02
111.1500015258789,2013-10-03
112.04000091552734,2013-10-04
111.80999755859375,2013-10-07
104.56999969482422,2013-10-08
103.08999633789062,2013-10-09
107.08000183105469,2013-10-10
106.58999633789062,2013-10-11
106.0999984741211,2013-10-14
106.79000091552734,2013-10-15
110.41000366210938,2013-10-16
111.30000305175781,2013-10-17
112.48999786376953,2013-10-18
112.31999969482422,2013-10-21
113.36000061035156,2013-10-22
111.08999633789062,2013-10-23
110.41000366210938,2013-10-24
109.58000183105469,2013-10-25
108.47000122070312,2013-10-28
111.23999786376953,2013-10-29
107.16000366210938,2013-10-30
115.3499984741211,2013-10-31
114.16000366210938,2013-11-01
114.4000015258789,2013-11-04
116.2699966430664,2013-11-05
114.70999908447266,2013-11-06
111.18000030517578,2013-11-07
113.5999984741211,2013-11-08
114.86000061035156,2013-11-11
114.81999969482422,2013-11-12
116.98999786376953,2013-11-13
117.48999786376953,2013-11-14
118.19999694824219,2013-11-15
118.02999877929688,2013-11-18
116.08000183105469,2013-11-19
116.9800033569336,2013-11-20
119.36000061035156,2013-11-21
120.93000030517578,2013-11-22
120.72000122070312,2013-11-25
120.5199966430664,2013-11-26
121.19999694824219,2013-11-27
121.77999877929688,2013-11-29
122.69999694824219,2013-12-02
122.05000305175781,2013-12-03
121.98999786376953,2013-12-04
122.19000244140625,2013-12-05
118.7300033569336,2013-12-06
118.30999755859375,2013-12-09
118.4800033569336,2013-12-10
116.77999877929688,2013-12-11
116.58999633789062,2013-12-12
118.12000274658203,2013-12-13
118.5999984741211,2013-12-16
118.1500015258789,2013-12-17
119.12000274658203,2013-12-18
117.05999755859375,2013-12-19
117.87000274658203,2013-12-20
118.62000274658203,2013-12-23
118.08999633789062,2013-12-24
118.52999877929688,2013-12-26
115.94999694824219,2013-12-27
114.2699966430664,2013-12-30
117.16999816894531,2013-12-31
118.37999725341797,2014-01-02
116.62000274658203,2014-01-03
116.11000061035156,2014-01-06
116.55000305175781,2014-01-07
117.80000305175781,2014-01-08
115.87000274658203,2014-01-09
116.26000213623047,2014-01-10
113.5,2014-01-13
113.37999725341797,2014-01-14
110.20999908447266,2014-01-15
110.01000213623047,2014-01-16
107.70999908447266,2014-01-17
104.55999755859375,2014-01-21
106.27999877929688,2014-01-22
106.83000183105469,2014-01-23
105.19000244140625,2014-01-24
101.69000244140625,2014-01-27
106.19000244140625,2014-01-28
106.36000061035156,2014-01-29
110.12000274658203,2014-01-30
106.31999969482422,2014-01-31
104.4800033569336,2014-02-03
107.4800033569336,2014-02-04
107.80000305175781,2014-02-05
114.94000244140625,2014-02-06
116.4800033569336,2014-02-07
113.55000305175781,2014-02-10
115.05999755859375,2014-02-11
116.1500015258789,2014-02-12
116.52999877929688,2014-02-13
116.75,2014-02-14
119.36000061035156,2014-02-18
118.73999786376953,2014-02-19
119.31999969482422,2014-02-20
120.88999938964844,2014-02-21
124.44000244140625,2014-02-24
127.27999877929688,2014-02-25
127.33000183105469,2014-02-26
130.57000732421875,2014-02-27
129.92999267578125,2014-02-28
127.37000274658203,2014-03-03
129.9600067138672,2014-03-04
125.8499984741211,2014-03-05
126.52999877929688,2014-03-06
125.87999725341797,2014-03-07
124.06999969482422,2014-03-10
122.91999816894531,2014-03-11
120.88999938964844,2014-03-12
117.91999816894531,2014-03-13
118.05000305175781,2014-03-14
118.69000244140625,2014-03-17
120.4800033569336,2014-03-18
118.31999969482422,2014-03-19
119.79000091552734,2014-03-20
120.47000122070312,2014-03-21
117.58999633789062,2014-03-24
115.37999725341797,2014-03-25
114.2699966430664,2014-03-26
113.12999725341797,2014-03-27
113.36000061035156,2014-03-28
115.0999984741211,2014-03-31
117.68000030517578,2014-04-01
117.19000244140625,2014-04-02
114.83000183105469,2014-04-03
113.0199966430664,2014-04-04
109.9000015258789,2014-04-07
112.25,2014-04-08
115.56999969482422,2014-04-09
113.38999938964844,2014-04-10
109.56999969482422,2014-04-11
110.06999969482422,2014-04-14
110.22000122070312,2014-04-15
112.58999633789062,2014-04-16
114.95999908447266,2014-04-17
113.41999816894531,2014-04-21
115.44999694824219,2014-04-22
113.36000061035156,2014-04-23
113.55999755859375,2014-04-24
110.30000305175781,2014-04-25
108.75,2014-04-28
111.91000366210938,2014-04-29
114.12999725341797,2014-04-30
114.94000244140625,2014-05-01
120.44999694824219,2014-05-02
122.80000305175781,2014-05-05
122.19999694824219,2014-05-06
120.12000274658203,2014-05-07
120.5999984741211,2014-05-08
122.01000213623047,2014-05-09
124.29000091552734,2014-05-12
124.25,2014-05-13
122.45999908447266,2014-05-14
120.19999694824219,2014-05-15
121.33000183105469,2014-05-16
121.66999816894531,2014-05-19
119.94999694824219,2014-05-20
122.12000274658203,2014-05-21
123.58999633789062,2014-05-22
125.33999633789062,2014-05-23
126.6500015258789,2014-05-27
127.66000366210938,2014-05-28
127.45999908447266,2014-05-29
126.41000366210938,2014-05-30
126.77999877929688,2014-06-02
126.5999984741211,2014-06-03
127.13999938964844,2014-06-04
127.66999816894531,2014-06-05
130.97000122070312,2014-06-06
130.99000549316406,2014-06-09
130.60000610351562,2014-06-10
131.24000549316406,2014-06-11
131.77000427246094,2014-06-12
132.35000610351562,2014-06-13
133.1199951171875,2014-06-16
133.57000732421875,2014-06-17
133.72999572753906,2014-06-18
131.52999877929688,2014-06-19
131.3000030517578,2014-06-20
132.5500030517578,2014-06-23
131.10000610351562,2014-06-24
132.67999267578125,2014-06-25
131.57000732421875,2014-06-26
133.66000366210938,2014-06-27
131.8000030517578,2014-06-30
132.85000610351562,2014-07-01
130.99000549316406,2014-07-02
132.69000244140625,2014-07-03
131.02000427246094,2014-07-07
129.7100067138672,2014-07-08
129.75,2014-07-09
128.83999633789062,2014-07-10
129.67999267578125,2014-07-11
132.47000122070312,2014-07-14
132.24000549316406,2014-07-15
131.9499969482422,2014-07-16
128.63999938964844,2014-07-17
129.5500030517578,2014-07-18
130.27000427246094,2014-07-21
132.63999938964844,2014-07-22
132.77000427246094,2014-07-23
132.47999572753906,2014-07-24
131.72000122070312,2014-07-25
132.1199951171875,2014-07-28
134.24000549316406,2014-07-29
136.52000427246094,2014-07-30
132.7899932861328,2014-07-31
130.8699951171875,2014-08-01
133.33999633789062,2014-08-04
132.19000244140625,2014-08-05
130.0500030517578,2014-08-06
129.92999267578125,2014-08-07
131.0800018310547,2014-08-08
131.5399932861328,2014-08-11
129.44000244140625,2014-08-12
142.10000610351562,2014-08-13
142.38999938964844,2014-08-14
144.4600067138672,2014-08-15
147.14999389648438,2014-08-18
148.60000610351562,2014-08-19
148.5399932861328,2014-08-20
148.0800018310547,2014-08-21
148.11000061035156,2014-08-22
147.86000061035156,2014-08-25
147.13999938964844,2014-08-26
145.0,2014-08-27
142.77000427246094,2014-08-28
143.69000244140625,2014-08-29
144.17999267578125,2014-09-02
141.83999633789062,2014-09-03
141.55999755859375,2014-09-04
142.24000549316406,2014-09-05
140.85000610351562,2014-09-08
139.67999267578125,2014-09-09
143.4199981689453,2014-09-10
141.61000061035156,2014-09-11
141.7100067138672,2014-09-12
141.25,2014-09-15
143.08999633789062,2014-09-16
144.6999969482422,2014-09-17
144.5399932861328,2014-09-18
142.0500030517578,2014-09-19
