BATRK,Date
17.170000076293945,2016-09-08
16.799999237060547,2016-09-09
17.040000915527344,2016-09-12
16.8700008392334,2016-09-13
16.84000015258789,2016-09-14
17.25,2016-09-15
17.059999465942383,2016-09-16
17.06999969482422,2016-09-19
17.100000381469727,2016-09-20
17.350000381469727,2016-09-21
17.399999618530273,2016-09-22
17.229999542236328,2016-09-23
16.93000030517578,2016-09-26
17.209999084472656,2016-09-27
17.190000534057617,2016-09-28
16.8700008392334,2016-09-29
17.3799991607666,2016-09-30
17.43000030517578,2016-10-03
17.34000015258789,2016-10-04
17.40999984741211,2016-10-05
17.3700008392334,2016-10-06
17.5,2016-10-07
17.540000915527344,2016-10-10
17.229999542236328,2016-10-11
16.889999389648438,2016-10-12
16.760000228881836,2016-10-13
16.690000534057617,2016-10-14
16.729999542236328,2016-10-17
16.739999771118164,2016-10-18
16.950000762939453,2016-10-19
17.0,2016-10-20
17.219999313354492,2016-10-21
17.280000686645508,2016-10-24
16.989999771118164,2016-10-25
16.93000030517578,2016-10-26
16.690000534057617,2016-10-27
16.6299991607666,2016-10-28
16.670000076293945,2016-10-31
16.3799991607666,2016-11-01
16.190000534057617,2016-11-02
16.40999984741211,2016-11-03
16.299999237060547,2016-11-04
16.700000762939453,2016-11-07
16.989999771118164,2016-11-08
16.860000610351562,2016-11-09
18.889999389648438,2016-11-10
19.979999542236328,2016-11-11
18.93000030517578,2016-11-14
18.850000381469727,2016-11-15
19.18000030517578,2016-11-16
18.989999771118164,2016-11-17
18.8700008392334,2016-11-18
19.399999618530273,2016-11-21
19.75,2016-11-22
20.59000015258789,2016-11-23
20.3700008392334,2016-11-25
19.90999984741211,2016-11-28
19.899999618530273,2016-11-29
19.8700008392334,2016-11-30
19.600000381469727,2016-12-01
19.5,2016-12-02
19.780000686645508,2016-12-05
19.799999237060547,2016-12-06
19.959999084472656,2016-12-07
20.3700008392334,2016-12-08
20.56999969482422,2016-12-09
20.1299991607666,2016-12-12
20.260000228881836,2016-12-13
20.459999084472656,2016-12-14
19.90999984741211,2016-12-15
20.0,2016-12-16
20.739999771118164,2016-12-19
20.760000228881836,2016-12-20
20.579999923706055,2016-12-21
20.549999237060547,2016-12-22
21.010000228881836,2016-12-23
20.6299991607666,2016-12-27
20.639999389648438,2016-12-28
20.729999542236328,2016-12-29
20.59000015258789,2016-12-30
20.639999389648438,2017-01-03
20.899999618530273,2017-01-04
20.770000457763672,2017-01-05
20.649999618530273,2017-01-06
20.489999771118164,2017-01-09
20.469999313354492,2017-01-10
20.270000457763672,2017-01-11
19.860000610351562,2017-01-12
19.860000610351562,2017-01-13
19.540000915527344,2017-01-17
20.360000610351562,2017-01-18
20.709999084472656,2017-01-19
21.170000076293945,2017-01-20
21.700000762939453,2017-01-23
21.280000686645508,2017-01-24
21.1200008392334,2017-01-25
20.8799991607666,2017-01-26
20.829999923706055,2017-01-27
20.31999969482422,2017-01-30
19.979999542236328,2017-01-31
19.979999542236328,2017-02-01
19.780000686645508,2017-02-02
19.780000686645508,2017-02-03
19.6299991607666,2017-02-06
19.559999465942383,2017-02-07
19.450000762939453,2017-02-08
19.969999313354492,2017-02-09
21.709999084472656,2017-02-10
21.459999084472656,2017-02-13
21.209999084472656,2017-02-14
21.239999771118164,2017-02-15
21.040000915527344,2017-02-16
21.190000534057617,2017-02-17
21.3700008392334,2017-02-21
22.219999313354492,2017-02-22
21.5,2017-02-23
21.260000228881836,2017-02-24
21.34000015258789,2017-02-27
21.989999771118164,2017-02-28
22.700000762939453,2017-03-01
22.469999313354492,2017-03-02
21.850000381469727,2017-03-03
21.68000030517578,2017-03-06
21.860000610351562,2017-03-07
21.520000457763672,2017-03-08
21.420000076293945,2017-03-09
21.809999465942383,2017-03-10
22.93000030517578,2017-03-13
22.639999389648438,2017-03-14
22.489999771118164,2017-03-15
22.540000915527344,2017-03-16
22.700000762939453,2017-03-17
22.959999084472656,2017-03-20
22.309999465942383,2017-03-21
22.3799991607666,2017-03-22
22.360000610351562,2017-03-23
22.3700008392334,2017-03-24
22.3799991607666,2017-03-27
22.899999618530273,2017-03-28
23.56999969482422,2017-03-29
23.510000228881836,2017-03-30
23.649999618530273,2017-03-31
23.31999969482422,2017-04-03
23.649999618530273,2017-04-04
23.280000686645508,2017-04-05
23.170000076293945,2017-04-06
23.1299991607666,2017-04-07
22.940000534057617,2017-04-10
23.31999969482422,2017-04-11
23.469999313354492,2017-04-12
23.93000030517578,2017-04-13
23.760000228881836,2017-04-17
24.0,2017-04-18
23.989999771118164,2017-04-19
24.6200008392334,2017-04-20
24.280000686645508,2017-04-21
24.479999542236328,2017-04-24
24.610000610351562,2017-04-25
24.979999542236328,2017-04-26
24.739999771118164,2017-04-27
24.520000457763672,2017-04-28
24.670000076293945,2017-05-01
24.6200008392334,2017-05-02
23.75,2017-05-03
23.719999313354492,2017-05-04
24.479999542236328,2017-05-05
24.059999465942383,2017-05-08
24.040000915527344,2017-05-09
24.0,2017-05-10
24.079999923706055,2017-05-11
23.8700008392334,2017-05-12
24.020000457763672,2017-05-15
24.040000915527344,2017-05-16
23.440000534057617,2017-05-17
23.459999084472656,2017-05-18
23.6299991607666,2017-05-19
24.040000915527344,2017-05-22
23.889999389648438,2017-05-23
23.81999969482422,2017-05-24
23.790000915527344,2017-05-25
24.079999923706055,2017-05-26
23.639999389648438,2017-05-30
23.31999969482422,2017-05-31
24.229999542236328,2017-06-01
24.239999771118164,2017-06-02
24.079999923706055,2017-06-05
24.05500030517578,2017-06-06
23.989999771118164,2017-06-07
24.18000030517578,2017-06-08
23.979999542236328,2017-06-09
23.8700008392334,2017-06-12
23.850000381469727,2017-06-13
24.020000457763672,2017-06-14
24.049999237060547,2017-06-15
23.90999984741211,2017-06-16
23.920000076293945,2017-06-19
23.18000030517578,2017-06-20
22.90999984741211,2017-06-21
23.030000686645508,2017-06-22
23.059999465942383,2017-06-23
23.8799991607666,2017-06-26
23.889999389648438,2017-06-27
24.1299991607666,2017-06-28
23.889999389648438,2017-06-29
23.969999313354492,2017-06-30
23.829999923706055,2017-07-03
23.56999969482422,2017-07-05
23.25,2017-07-06
23.8700008392334,2017-07-07
23.559999465942383,2017-07-10
23.670000076293945,2017-07-11
23.260000228881836,2017-07-12
23.579999923706055,2017-07-13
23.8799991607666,2017-07-14
23.600000381469727,2017-07-17
23.920000076293945,2017-07-18
24.239999771118164,2017-07-19
25.18000030517578,2017-07-20
25.229999542236328,2017-07-21
24.979999542236328,2017-07-24
24.920000076293945,2017-07-25
25.239999771118164,2017-07-26
25.139999389648438,2017-07-27
25.700000762939453,2017-07-28
25.229999542236328,2017-07-31
25.5,2017-08-01
25.030000686645508,2017-08-02
25.1299991607666,2017-08-03
25.31999969482422,2017-08-04
24.8799991607666,2017-08-07
24.809999465942383,2017-08-08
24.770000457763672,2017-08-09
24.75,2017-08-10
24.520000457763672,2017-08-11
25.139999389648438,2017-08-14
25.0,2017-08-15
24.829999923706055,2017-08-16
24.3799991607666,2017-08-17
24.350000381469727,2017-08-18
24.020000457763672,2017-08-21
24.149999618530273,2017-08-22
23.559999465942383,2017-08-23
23.8799991607666,2017-08-24
23.68000030517578,2017-08-25
23.969999313354492,2017-08-28
23.729999542236328,2017-08-29
23.860000610351562,2017-08-30
24.469999313354492,2017-08-31
24.770000457763672,2017-09-01
24.770000457763672,2017-09-05
25.25,2017-09-06
25.110000610351562,2017-09-07
25.229999542236328,2017-09-08
25.450000762939453,2017-09-11
25.290000915527344,2017-09-12
25.299999237060547,2017-09-13
24.899999618530273,2017-09-14
24.93000030517578,2017-09-15
25.030000686645508,2017-09-18
24.899999618530273,2017-09-19
25.200000762939453,2017-09-20
25.809999465942383,2017-09-21
26.049999237060547,2017-09-22
25.68000030517578,2017-09-25
25.299999237060547,2017-09-26
25.979999542236328,2017-09-27
25.420000076293945,2017-09-28
25.270000457763672,2017-09-29
26.0,2017-10-02
26.079999923706055,2017-10-03
25.65999984741211,2017-10-04
25.6200008392334,2017-10-05
25.510000228881836,2017-10-06
25.3700008392334,2017-10-09
25.200000762939453,2017-10-10
25.040000915527344,2017-10-11
24.610000610351562,2017-10-12
25.010000228881836,2017-10-13
24.739999771118164,2017-10-16
24.68000030517578,2017-10-17
24.860000610351562,2017-10-18
24.760000228881836,2017-10-19
24.829999923706055,2017-10-20
24.6299991607666,2017-10-23
24.520000457763672,2017-10-24
24.639999389648438,2017-10-25
24.399999618530273,2017-10-26
24.520000457763672,2017-10-27
23.969999313354492,2017-10-30
23.610000610351562,2017-10-31
23.270000457763672,2017-11-01
23.0,2017-11-02
22.719999313354492,2017-11-03
22.81999969482422,2017-11-06
22.719999313354492,2017-11-07
22.84000015258789,2017-11-08
22.59000015258789,2017-11-09
22.600000381469727,2017-11-10
22.290000915527344,2017-11-13
21.760000228881836,2017-11-14
21.690000534057617,2017-11-15
22.360000610351562,2017-11-16
22.350000381469727,2017-11-17
22.729999542236328,2017-11-20
23.1200008392334,2017-11-21
22.760000228881836,2017-11-22
22.68000030517578,2017-11-24
22.350000381469727,2017-11-27
22.510000228881836,2017-11-28
22.59000015258789,2017-11-29
22.639999389648438,2017-11-30
22.389999389648438,2017-12-01
22.549999237060547,2017-12-04
22.020000457763672,2017-12-05
21.889999389648438,2017-12-06
22.0,2017-12-07
21.770000457763672,2017-12-08
22.059999465942383,2017-12-11
22.559999465942383,2017-12-12
22.739999771118164,2017-12-13
23.139999389648438,2017-12-14
23.3700008392334,2017-12-15
23.649999618530273,2017-12-18
23.540000915527344,2017-12-19
23.229999542236328,2017-12-20
22.799999237060547,2017-12-21
22.739999771118164,2017-12-22
22.739999771118164,2017-12-26
22.940000534057617,2017-12-27
22.34000015258789,2017-12-28
22.219999313354492,2017-12-29
22.260000228881836,2018-01-02
22.559999465942383,2018-01-03
22.280000686645508,2018-01-04
22.420000076293945,2018-01-05
22.15999984741211,2018-01-08
21.809999465942383,2018-01-09
21.899999618530273,2018-01-10
22.889999389648438,2018-01-11
23.309999465942383,2018-01-12
22.799999237060547,2018-01-16
23.059999465942383,2018-01-17
23.049999237060547,2018-01-18
23.43000030517578,2018-01-19
23.969999313354492,2018-01-22
24.110000610351562,2018-01-23
23.540000915527344,2018-01-24
23.889999389648438,2018-01-25
24.049999237060547,2018-01-26
24.06999969482422,2018-01-29
23.90999984741211,2018-01-30
23.510000228881836,2018-01-31
23.690000534057617,2018-02-01
23.719999313354492,2018-02-02
23.0,2018-02-05
23.139999389648438,2018-02-06
22.8799991607666,2018-02-07
22.65999984741211,2018-02-08
22.760000228881836,2018-02-09
22.56999969482422,2018-02-12
22.639999389648438,2018-02-13
22.719999313354492,2018-02-14
22.860000610351562,2018-02-15
22.850000381469727,2018-02-16
22.760000228881836,2018-02-20
23.1200008392334,2018-02-21
22.93000030517578,2018-02-22
23.489999771118164,2018-02-23
23.989999771118164,2018-02-26
23.610000610351562,2018-02-27
22.959999084472656,2018-02-28
23.389999389648438,2018-03-01
23.790000915527344,2018-03-02
23.34000015258789,2018-03-05
23.65999984741211,2018-03-06
23.829999923706055,2018-03-07
23.200000762939453,2018-03-08
23.700000762939453,2018-03-09
23.84000015258789,2018-03-12
23.540000915527344,2018-03-13
23.360000610351562,2018-03-14
23.110000610351562,2018-03-15
23.43000030517578,2018-03-16
23.3700008392334,2018-03-19
23.18000030517578,2018-03-20
23.270000457763672,2018-03-21
23.290000915527344,2018-03-22
23.1200008392334,2018-03-23
23.579999923706055,2018-03-26
23.270000457763672,2018-03-27
22.790000915527344,2018-03-28
22.81999969482422,2018-03-29
22.760000228881836,2018-04-02
22.739999771118164,2018-04-03
22.84000015258789,2018-04-04
23.229999542236328,2018-04-05
22.770000457763672,2018-04-06
22.399999618530273,2018-04-09
22.399999618530273,2018-04-10
22.399999618530273,2018-04-11
22.559999465942383,2018-04-12
22.600000381469727,2018-04-13
23.219999313354492,2018-04-16
23.020000457763672,2018-04-17
22.8700008392334,2018-04-18
22.780000686645508,2018-04-19
22.610000610351562,2018-04-20
22.690000534057617,2018-04-23
22.540000915527344,2018-04-24
22.559999465942383,2018-04-25
22.190000534057617,2018-04-26
21.989999771118164,2018-04-27
22.040000915527344,2018-04-30
22.030000686645508,2018-05-01
22.81999969482422,2018-05-02
22.770000457763672,2018-05-03
22.790000915527344,2018-05-04
23.469999313354492,2018-05-07
23.399999618530273,2018-05-08
23.520000457763672,2018-05-09
23.610000610351562,2018-05-10
23.84000015258789,2018-05-11
24.5,2018-05-14
24.510000228881836,2018-05-15
24.700000762939453,2018-05-16
24.950000762939453,2018-05-17
25.25,2018-05-18
25.75,2018-05-21
25.290000915527344,2018-05-22
25.139999389648438,2018-05-23
25.239999771118164,2018-05-24
24.950000762939453,2018-05-25
25.34000015258789,2018-05-29
25.290000915527344,2018-05-30
24.979999542236328,2018-05-31
25.079999923706055,2018-06-01
24.899999618530273,2018-06-04
24.84000015258789,2018-06-05
25.209999084472656,2018-06-06
25.719999313354492,2018-06-07
25.489999771118164,2018-06-08
25.709999084472656,2018-06-11
25.8799991607666,2018-06-12
25.8700008392334,2018-06-13
25.889999389648438,2018-06-14
25.8700008392334,2018-06-15
25.829999923706055,2018-06-18
25.93000030517578,2018-06-19
25.670000076293945,2018-06-20
25.40999984741211,2018-06-21
25.420000076293945,2018-06-22
25.09000015258789,2018-06-25
25.510000228881836,2018-06-26
25.209999084472656,2018-06-27
25.729999542236328,2018-06-28
25.860000610351562,2018-06-29
25.920000076293945,2018-07-02
26.010000228881836,2018-07-03
26.56999969482422,2018-07-05
26.18000030517578,2018-07-06
26.239999771118164,2018-07-09
25.959999084472656,2018-07-10
25.65999984741211,2018-07-11
25.780000686645508,2018-07-12
26.200000762939453,2018-07-13
26.06999969482422,2018-07-16
26.020000457763672,2018-07-17
25.56999969482422,2018-07-18
25.450000762939453,2018-07-19
25.600000381469727,2018-07-20
25.219999313354492,2018-07-23
25.149999618530273,2018-07-24
25.270000457763672,2018-07-25
25.520000457763672,2018-07-26
25.5,2018-07-27
25.43000030517578,2018-07-30
25.770000457763672,2018-07-31
25.3799991607666,2018-08-01
25.479999542236328,2018-08-02
25.31999969482422,2018-08-03
25.280000686645508,2018-08-06
25.139999389648438,2018-08-07
26.239999771118164,2018-08-08
26.020000457763672,2018-08-09
26.260000228881836,2018-08-10
26.079999923706055,2018-08-13
26.790000915527344,2018-08-14
26.790000915527344,2018-08-15
26.860000610351562,2018-08-16
26.260000228881836,2018-08-17
26.079999923706055,2018-08-20
26.290000915527344,2018-08-21
26.639999389648438,2018-08-22
26.520000457763672,2018-08-23
26.700000762939453,2018-08-24
26.43000030517578,2018-08-27
26.43000030517578,2018-08-28
26.479999542236328,2018-08-29
26.65999984741211,2018-08-30
26.56999969482422,2018-08-31
26.540000915527344,2018-09-04
25.81999969482422,2018-09-05
25.760000228881836,2018-09-06
25.760000228881836,2018-09-07
25.56999969482422,2018-09-10
25.350000381469727,2018-09-11
25.920000076293945,2018-09-12
26.190000534057617,2018-09-13
26.010000228881836,2018-09-14
25.489999771118164,2018-09-17
25.780000686645508,2018-09-18
26.329999923706055,2018-09-19
26.360000610351562,2018-09-20
26.3799991607666,2018-09-21
26.219999313354492,2018-09-24
26.3700008392334,2018-09-25
27.15999984741211,2018-09-26
26.75,2018-09-27
27.25,2018-09-28
27.079999923706055,2018-10-01
26.579999923706055,2018-10-02
27.030000686645508,2018-10-03
26.450000762939453,2018-10-04
26.360000610351562,2018-10-05
26.350000381469727,2018-10-08
25.81999969482422,2018-10-09
24.93000030517578,2018-10-10
24.860000610351562,2018-10-11
24.790000915527344,2018-10-12
25.139999389648438,2018-10-15
25.760000228881836,2018-10-16
26.09000015258789,2018-10-17
25.790000915527344,2018-10-18
25.75,2018-10-19
26.309999465942383,2018-10-22
26.170000076293945,2018-10-23
25.309999465942383,2018-10-24
25.489999771118164,2018-10-25
25.40999984741211,2018-10-26
25.139999389648438,2018-10-29
25.34000015258789,2018-10-30
25.899999618530273,2018-10-31
25.84000015258789,2018-11-01
26.0,2018-11-02
25.56999969482422,2018-11-05
25.760000228881836,2018-11-06
26.020000457763672,2018-11-07
25.969999313354492,2018-11-08
25.280000686645508,2018-11-09
24.790000915527344,2018-11-12
24.8700008392334,2018-11-13
24.770000457763672,2018-11-14
24.899999618530273,2018-11-15
24.68000030517578,2018-11-16
23.950000762939453,2018-11-19
23.760000228881836,2018-11-20
24.559999465942383,2018-11-21
24.530000686645508,2018-11-23
24.40999984741211,2018-11-26
24.520000457763672,2018-11-27
25.1299991607666,2018-11-28
25.229999542236328,2018-11-29
25.0,2018-11-30
25.010000228881836,2018-12-03
25.030000686645508,2018-12-04
25.459999084472656,2018-12-06
25.260000228881836,2018-12-07
25.610000610351562,2018-12-10
25.829999923706055,2018-12-11
25.770000457763672,2018-12-12
25.65999984741211,2018-12-13
25.549999237060547,2018-12-14
24.989999771118164,2018-12-17
24.8700008392334,2018-12-18
24.5,2018-12-19
24.780000686645508,2018-12-20
24.239999771118164,2018-12-21
23.670000076293945,2018-12-24
24.700000762939453,2018-12-26
24.549999237060547,2018-12-27
24.690000534057617,2018-12-28
24.889999389648438,2018-12-31
24.969999313354492,2019-01-02
24.950000762939453,2019-01-03
24.90999984741211,2019-01-04
24.850000381469727,2019-01-07
25.450000762939453,2019-01-08
25.309999465942383,2019-01-09
25.43000030517578,2019-01-10
25.3799991607666,2019-01-11
25.3799991607666,2019-01-14
25.450000762939453,2019-01-15
25.43000030517578,2019-01-16
25.770000457763672,2019-01-17
25.989999771118164,2019-01-18
25.860000610351562,2019-01-22
26.309999465942383,2019-01-23
26.6299991607666,2019-01-24
26.75,2019-01-25
26.739999771118164,2019-01-28
26.719999313354492,2019-01-29
26.8700008392334,2019-01-30
26.959999084472656,2019-01-31
27.059999465942383,2019-02-01
27.559999465942383,2019-02-04
28.139999389648438,2019-02-05
28.56999969482422,2019-02-06
28.229999542236328,2019-02-07
28.68000030517578,2019-02-08
28.950000762939453,2019-02-11
29.049999237060547,2019-02-12
29.010000228881836,2019-02-13
28.920000076293945,2019-02-14
28.959999084472656,2019-02-15
28.920000076293945,2019-02-19
28.899999618530273,2019-02-20
29.209999084472656,2019-02-21
29.59000015258789,2019-02-22
29.3799991607666,2019-02-25
28.729999542236328,2019-02-26
28.579999923706055,2019-02-27
27.84000015258789,2019-02-28
28.280000686645508,2019-03-01
28.079999923706055,2019-03-04
27.829999923706055,2019-03-05
27.729999542236328,2019-03-06
27.809999465942383,2019-03-07
28.1200008392334,2019-03-08
28.110000610351562,2019-03-11
28.34000015258789,2019-03-12
28.209999084472656,2019-03-13
28.079999923706055,2019-03-14
28.440000534057617,2019-03-15
28.450000762939453,2019-03-18
28.56999969482422,2019-03-19
28.40999984741211,2019-03-20
28.510000228881836,2019-03-21
27.979999542236328,2019-03-22
28.139999389648438,2019-03-25
28.100000381469727,2019-03-26
27.899999618530273,2019-03-27
28.030000686645508,2019-03-28
27.770000457763672,2019-03-29
27.579999923706055,2019-04-01
27.270000457763672,2019-04-02
27.420000076293945,2019-04-03
27.139999389648438,2019-04-04
27.700000762939453,2019-04-05
27.59000015258789,2019-04-08
27.530000686645508,2019-04-09
28.09000015258789,2019-04-10
27.969999313354492,2019-04-11
28.459999084472656,2019-04-12
28.420000076293945,2019-04-15
28.3799991607666,2019-04-16
28.350000381469727,2019-04-17
28.450000762939453,2019-04-18
28.219999313354492,2019-04-22
28.270000457763672,2019-04-23
28.290000915527344,2019-04-24
28.0,2019-04-25
28.25,2019-04-26
28.09000015258789,2019-04-29
28.149999618530273,2019-04-30
27.950000762939453,2019-05-01
27.940000534057617,2019-05-02
28.079999923706055,2019-05-03
28.149999618530273,2019-05-06
27.68000030517578,2019-05-07
27.420000076293945,2019-05-08
27.309999465942383,2019-05-09
27.290000915527344,2019-05-10
26.8799991607666,2019-05-13
26.850000381469727,2019-05-14
27.06999969482422,2019-05-15
27.469999313354492,2019-05-16
27.6299991607666,2019-05-17
27.639999389648438,2019-05-20
27.6200008392334,2019-05-21
27.290000915527344,2019-05-22
26.5,2019-05-23
26.799999237060547,2019-05-24
27.09000015258789,2019-05-28
26.989999771118164,2019-05-29
26.760000228881836,2019-05-30
26.610000610351562,2019-05-31
26.549999237060547,2019-06-03
26.719999313354492,2019-06-04
27.200000762939453,2019-06-05
26.81999969482422,2019-06-06
26.969999313354492,2019-06-07
26.799999237060547,2019-06-10
26.489999771118164,2019-06-11
26.739999771118164,2019-06-12
27.040000915527344,2019-06-13
26.899999618530273,2019-06-14
27.139999389648438,2019-06-17
27.25,2019-06-18
27.209999084472656,2019-06-19
27.079999923706055,2019-06-20
26.899999618530273,2019-06-21
26.75,2019-06-24
26.959999084472656,2019-06-25
26.739999771118164,2019-06-26
27.440000534057617,2019-06-27
27.969999313354492,2019-06-28
28.040000915527344,2019-07-01
27.399999618530273,2019-07-02
27.75,2019-07-03
28.06999969482422,2019-07-05
28.010000228881836,2019-07-08
28.06999969482422,2019-07-09
28.139999389648438,2019-07-10
27.850000381469727,2019-07-11
27.809999465942383,2019-07-12
28.0,2019-07-15
27.969999313354492,2019-07-16
27.860000610351562,2019-07-17
27.93000030517578,2019-07-18
28.229999542236328,2019-07-19
28.15999984741211,2019-07-22
28.25,2019-07-23
28.489999771118164,2019-07-24
28.40999984741211,2019-07-25
28.56999969482422,2019-07-26
28.770000457763672,2019-07-29
28.8799991607666,2019-07-30
28.770000457763672,2019-07-31
28.65999984741211,2019-08-01
28.399999618530273,2019-08-02
28.100000381469727,2019-08-05
28.329999923706055,2019-08-06
28.389999389648438,2019-08-07
28.540000915527344,2019-08-08
28.530000686645508,2019-08-09
28.049999237060547,2019-08-12
28.139999389648438,2019-08-13
27.59000015258789,2019-08-14
27.809999465942383,2019-08-15
28.229999542236328,2019-08-16
28.360000610351562,2019-08-19
28.15999984741211,2019-08-20
28.200000762939453,2019-08-21
27.780000686645508,2019-08-22
27.239999771118164,2019-08-23
27.700000762939453,2019-08-26
27.1299991607666,2019-08-27
27.34000015258789,2019-08-28
27.760000228881836,2019-08-29
27.459999084472656,2019-08-30
27.65999984741211,2019-09-03
27.860000610351562,2019-09-04
28.09000015258789,2019-09-05
27.860000610351562,2019-09-06
27.760000228881836,2019-09-09
27.84000015258789,2019-09-10
28.610000610351562,2019-09-11
29.280000686645508,2019-09-12
29.34000015258789,2019-09-13
29.65999984741211,2019-09-16
29.899999618530273,2019-09-17
29.540000915527344,2019-09-18
29.200000762939453,2019-09-19
28.760000228881836,2019-09-20
28.6200008392334,2019-09-23
28.200000762939453,2019-09-24
28.219999313354492,2019-09-25
28.06999969482422,2019-09-26
27.860000610351562,2019-09-27
27.75,2019-09-30
27.829999923706055,2019-10-01
27.719999313354492,2019-10-02
27.709999084472656,2019-10-03
27.75,2019-10-04
27.799999237060547,2019-10-07
27.399999618530273,2019-10-08
27.469999313354492,2019-10-09
27.34000015258789,2019-10-10
27.510000228881836,2019-10-11
27.25,2019-10-14
27.350000381469727,2019-10-15
27.31999969482422,2019-10-16
27.770000457763672,2019-10-17
27.670000076293945,2019-10-18
28.049999237060547,2019-10-21
27.75,2019-10-22
27.690000534057617,2019-10-23
27.950000762939453,2019-10-24
28.360000610351562,2019-10-25
29.049999237060547,2019-10-28
29.079999923706055,2019-10-29
29.40999984741211,2019-10-30
29.40999984741211,2019-10-31
29.579999923706055,2019-11-01
29.53499984741211,2019-11-04
29.809999465942383,2019-11-05
29.6299991607666,2019-11-06
29.65999984741211,2019-11-07
29.34000015258789,2019-11-08
28.950000762939453,2019-11-11
28.579999923706055,2019-11-12
27.729999542236328,2019-11-13
28.09000015258789,2019-11-14
27.78499984741211,2019-11-15
27.8799991607666,2019-11-18
27.889999389648438,2019-11-19
27.674999237060547,2019-11-20
27.290000915527344,2019-11-21
27.149999618530273,2019-11-22
27.604999542236328,2019-11-25
27.530000686645508,2019-11-26
28.020000457763672,2019-11-27
28.299999237060547,2019-11-29
27.579999923706055,2019-12-02
27.200000762939453,2019-12-03
27.59000015258789,2019-12-04
28.1299991607666,2019-12-05
28.65999984741211,2019-12-06
28.719999313354492,2019-12-09
28.860000610351562,2019-12-10
29.1200008392334,2019-12-11
29.040000915527344,2019-12-12
29.100000381469727,2019-12-13
29.40999984741211,2019-12-16
29.760000228881836,2019-12-17
29.719999313354492,2019-12-18
29.899999618530273,2019-12-19
29.700000762939453,2019-12-20
29.719999313354492,2019-12-23
29.56999969482422,2019-12-24
29.739999771118164,2019-12-26
29.639999389648438,2019-12-27
29.59000015258789,2019-12-30
29.540000915527344,2019-12-31
29.469999313354492,2020-01-02
29.690000534057617,2020-01-03
29.510000228881836,2020-01-06
29.579999923706055,2020-01-07
29.170000076293945,2020-01-08
28.90999984741211,2020-01-09
28.6200008392334,2020-01-10
29.6200008392334,2020-01-13
29.450000762939453,2020-01-14
29.450000762939453,2020-01-15
29.59000015258789,2020-01-16
