COST,Date
4.721466541290283,1994-05-16
4.594998359680176,1994-05-17
4.5528411865234375,1994-05-18
4.510687351226807,1994-05-19
4.7425456047058105,1994-05-20
4.637155055999756,1994-05-23
4.637155055999756,1994-05-24
4.5528411865234375,1994-05-25
4.5528411865234375,1994-05-26
4.658232688903809,1994-05-27
4.468531131744385,1994-05-31
4.426375865936279,1994-06-01
4.594998359680176,1994-06-02
4.721466541290283,1994-06-03
4.637155055999756,1994-06-06
4.6160759925842285,1994-06-07
4.721466541290283,1994-06-08
4.869012355804443,1994-06-09
5.079793453216553,1994-06-10
4.974402904510498,1994-06-13
5.311650276184082,1994-06-14
5.2273383140563965,1994-06-15
5.269493579864502,1994-06-16
5.079793453216553,1994-06-17
5.037636756896973,1994-06-20
4.890089988708496,1994-06-21
5.058714389801025,1994-06-22
4.847934722900391,1994-06-23
4.679311275482178,1994-06-24
4.805777072906494,1994-06-27
4.847934722900391,1994-06-28
4.932246685028076,1994-06-29
5.037636756896973,1994-06-30
5.058714389801025,1994-07-01
5.058714389801025,1994-07-05
5.016558647155762,1994-07-06
4.721466541290283,1994-07-07
4.847934722900391,1994-07-08
4.763621807098389,1994-07-11
4.869012355804443,1994-07-12
5.058714389801025,1994-07-13
4.974402904510498,1994-07-14
4.9533257484436035,1994-07-15
5.269493579864502,1994-07-18
5.185183525085449,1994-07-19
5.079793453216553,1994-07-20
5.100870609283447,1994-07-21
5.058714389801025,1994-07-22
5.269493579864502,1994-07-25
5.100870609283447,1994-07-26
5.100870609283447,1994-07-27
5.2273383140563965,1994-07-28
5.058714389801025,1994-07-29
5.269493579864502,1994-08-01
5.1430277824401855,1994-08-02
5.016558647155762,1994-08-03
4.974402904510498,1994-08-04
5.037636756896973,1994-08-05
5.1430277824401855,1994-08-08
5.100870609283447,1994-08-09
5.121947288513184,1994-08-10
4.974402904510498,1994-08-11
5.037636756896973,1994-08-12
5.016558647155762,1994-08-15
5.016558647155762,1994-08-16
4.995481491088867,1994-08-17
4.932246685028076,1994-08-18
4.847934722900391,1994-08-19
4.847934722900391,1994-08-22
4.890089988708496,1994-08-23
4.974402904510498,1994-08-24
5.058714389801025,1994-08-25
5.016558647155762,1994-08-26
5.058714389801025,1994-08-29
5.2273383140563965,1994-08-30
5.290574073791504,1994-08-31
5.185183525085449,1994-09-01
5.185183525085449,1994-09-02
5.1430277824401855,1994-09-06
5.248416900634766,1994-09-07
5.269493579864502,1994-09-08
5.16410493850708,1994-09-09
5.269493579864502,1994-09-12
5.100870609283447,1994-09-13
5.269493579864502,1994-09-14
5.353806018829346,1994-09-15
5.311650276184082,1994-09-16
5.311650276184082,1994-09-19
5.290574073791504,1994-09-20
5.1430277824401855,1994-09-21
5.100870609283447,1994-09-22
4.974402904510498,1994-09-23
4.890089988708496,1994-09-26
5.1430277824401855,1994-09-27
5.269493579864502,1994-09-28
5.395963191986084,1994-09-29
5.41703987121582,1994-09-30
5.353806018829346,1994-10-03
5.2273383140563965,1994-10-04
5.395963191986084,1994-10-05
5.353806018829346,1994-10-06
5.480273723602295,1994-10-07
5.480273723602295,1994-10-10
5.606741428375244,1994-10-11
5.522430419921875,1994-10-12
5.522430419921875,1994-10-13
5.564586639404297,1994-10-14
5.522430419921875,1994-10-17
5.353806018829346,1994-10-18
5.438119411468506,1994-10-19
5.353806018829346,1994-10-20
5.353806018829346,1994-10-21
5.1430277824401855,1994-10-24
5.290574073791504,1994-10-25
5.185183525085449,1994-10-26
5.1430277824401855,1994-10-27
5.2273383140563965,1994-10-28
5.311650276184082,1994-10-31
5.353806018829346,1994-11-01
5.2273383140563965,1994-11-02
5.522430419921875,1994-11-03
5.395963191986084,1994-11-04
5.332726955413818,1994-11-07
5.480273723602295,1994-11-08
5.311650276184082,1994-11-09
5.2273383140563965,1994-11-10
5.185183525085449,1994-11-11
5.2273383140563965,1994-11-14
5.185183525085449,1994-11-15
5.100870609283447,1994-11-16
5.016558647155762,1994-11-17
5.016558647155762,1994-11-18
4.932246685028076,1994-11-21
5.016558647155762,1994-11-22
4.974402904510498,1994-11-23
4.974402904510498,1994-11-25
4.974402904510498,1994-11-28
5.058714389801025,1994-11-29
5.185183525085449,1994-11-30
5.016558647155762,1994-12-01
5.058714389801025,1994-12-02
5.016558647155762,1994-12-05
4.932246685028076,1994-12-06
4.805777072906494,1994-12-07
4.679311275482178,1994-12-08
4.573921203613281,1994-12-09
4.510687351226807,1994-12-12
4.468531131744385,1994-12-13
4.426375865936279,1994-12-14
4.637155055999756,1994-12-15
4.510687351226807,1994-12-16
4.510687351226807,1994-12-19
4.384217739105225,1994-12-20
4.36314058303833,1994-12-21
4.426375865936279,1994-12-22
4.36314058303833,1994-12-23
4.342063903808594,1994-12-27
4.25775146484375,1994-12-28
4.426375865936279,1994-12-29
4.342063903808594,1994-12-30
4.342063903808594,1995-01-03
4.426375865936279,1995-01-04
4.215597152709961,1995-01-05
4.215597152709961,1995-01-06
4.215597152709961,1995-01-09
4.215597152709961,1995-01-10
4.131281852722168,1995-01-11
4.131281852722168,1995-01-12
4.131281852722168,1995-01-13
4.194515705108643,1995-01-16
4.468531131744385,1995-01-17
4.637155055999756,1995-01-18
4.637155055999756,1995-01-19
4.5528411865234375,1995-01-20
4.679311275482178,1995-01-23
4.763621807098389,1995-01-24
4.721466541290283,1995-01-25
4.7425456047058105,1995-01-26
4.805777072906494,1995-01-27
4.594998359680176,1995-01-30
4.637155055999756,1995-01-31
4.763621807098389,1995-02-01
4.658232688903809,1995-02-02
4.637155055999756,1995-02-03
4.637155055999756,1995-02-06
4.637155055999756,1995-02-07
4.637155055999756,1995-02-08
4.594998359680176,1995-02-09
4.721466541290283,1995-02-10
4.637155055999756,1995-02-13
4.637155055999756,1995-02-14
4.637155055999756,1995-02-15
4.679311275482178,1995-02-16
4.594998359680176,1995-02-17
4.6160759925842285,1995-02-21
4.573921203613281,1995-02-22
4.447452545166016,1995-02-23
4.510687351226807,1995-02-24
4.426375865936279,1995-02-27
4.594998359680176,1995-02-28
4.468531131744385,1995-03-01
4.489607334136963,1995-03-02
4.489607334136963,1995-03-03
4.510687351226807,1995-03-06
4.25775146484375,1995-03-07
4.215597152709961,1995-03-08
4.215597152709961,1995-03-09
4.384217739105225,1995-03-10
4.25775146484375,1995-03-13
4.426375865936279,1995-03-14
4.25775146484375,1995-03-15
4.468531131744385,1995-03-16
4.468531131744385,1995-03-17
4.510687351226807,1995-03-20
4.531764030456543,1995-03-21
4.510687351226807,1995-03-22
4.6160759925842285,1995-03-23
4.890089988708496,1995-03-24
4.890089988708496,1995-03-27
5.058714389801025,1995-03-28
5.037636756896973,1995-03-29
5.016558647155762,1995-03-30
4.974402904510498,1995-03-31
5.058714389801025,1995-04-03
4.932246685028076,1995-04-04
5.016558647155762,1995-04-05
4.932246685028076,1995-04-06
4.974402904510498,1995-04-07
4.932246685028076,1995-04-10
4.9533257484436035,1995-04-11
5.1430277824401855,1995-04-12
5.100870609283447,1995-04-13
4.932246685028076,1995-04-17
4.890089988708496,1995-04-18
4.890089988708496,1995-04-19
5.058714389801025,1995-04-20
5.100870609283447,1995-04-21
4.974402904510498,1995-04-24
4.932246685028076,1995-04-25
4.932246685028076,1995-04-26
4.847934722900391,1995-04-27
4.932246685028076,1995-04-28
4.805777072906494,1995-05-01
4.932246685028076,1995-05-02
4.911170959472656,1995-05-03
4.805777072906494,1995-05-04
4.721466541290283,1995-05-05
4.847934722900391,1995-05-08
4.7425456047058105,1995-05-09
4.679311275482178,1995-05-10
4.763621807098389,1995-05-11
4.890089988708496,1995-05-12
4.805777072906494,1995-05-15
4.784701347351074,1995-05-16
4.637155055999756,1995-05-17
4.721466541290283,1995-05-18
4.679311275482178,1995-05-19
4.763621807098389,1995-05-22
4.637155055999756,1995-05-23
4.637155055999756,1995-05-24
4.594998359680176,1995-05-25
4.489607334136963,1995-05-26
4.6160759925842285,1995-05-30
4.763621807098389,1995-05-31
4.721466541290283,1995-06-01
4.679311275482178,1995-06-02
4.721466541290283,1995-06-05
4.805777072906494,1995-06-06
4.805777072906494,1995-06-07
4.890089988708496,1995-06-08
4.847934722900391,1995-06-09
5.058714389801025,1995-06-12
5.058714389801025,1995-06-13
5.058714389801025,1995-06-14
5.016558647155762,1995-06-15
5.100870609283447,1995-06-16
5.2273383140563965,1995-06-19
5.206258773803711,1995-06-20
5.248416900634766,1995-06-21
5.311650276184082,1995-06-22
5.2273383140563965,1995-06-23
5.185183525085449,1995-06-26
5.311650276184082,1995-06-27
5.395963191986084,1995-06-28
5.269493579864502,1995-06-29
5.480273723602295,1995-06-30
5.480273723602295,1995-07-03
5.606741428375244,1995-07-05
5.901834011077881,1995-07-06
5.817521572113037,1995-07-07
5.775367736816406,1995-07-10
5.775367736816406,1995-07-11
5.6910552978515625,1995-07-12
5.796445369720459,1995-07-13
5.986142158508301,1995-07-14
5.986142158508301,1995-07-17
6.0072245597839355,1995-07-18
5.92291259765625,1995-07-19
6.23907995223999,1995-07-20
6.112613201141357,1995-07-21
6.049381256103516,1995-07-24
6.07045841217041,1995-07-25
5.965066432952881,1995-07-26
6.091536045074463,1995-07-27
6.0072245597839355,1995-07-28
6.049381256103516,1995-07-31
6.23907995223999,1995-08-01
6.112613201141357,1995-08-02
5.965066432952881,1995-08-03
5.8386006355285645,1995-08-04
5.88075590133667,1995-08-07
5.775367736816406,1995-08-08
5.817521572113037,1995-08-09
5.901834011077881,1995-08-10
5.901834011077881,1995-08-11
5.986142158508301,1995-08-14
6.028300762176514,1995-08-15
5.901834011077881,1995-08-16
5.8386006355285645,1995-08-17
5.817521572113037,1995-08-18
5.796445369720459,1995-08-21
5.8386006355285645,1995-08-22
5.817521572113037,1995-08-23
5.817521572113037,1995-08-24
5.859678268432617,1995-08-25
5.712131977081299,1995-08-28
5.6910552978515625,1995-08-29
5.775367736816406,1995-08-30
5.6910552978515625,1995-08-31
5.88075590133667,1995-09-01
6.049381256103516,1995-09-05
6.028300762176514,1995-09-06
6.028300762176514,1995-09-07
6.112613201141357,1995-09-08
6.07045841217041,1995-09-11
6.091536045074463,1995-09-12
6.091536045074463,1995-09-13
6.154769420623779,1995-09-14
6.154769420623779,1995-09-15
6.175846576690674,1995-09-18
6.133691310882568,1995-09-19
6.049381256103516,1995-09-20
6.0072245597839355,1995-09-21
5.859678268432617,1995-09-22
5.6910552978515625,1995-09-25
5.522430419921875,1995-09-26
5.6910552978515625,1995-09-27
5.859678268432617,1995-09-28
5.775367736816406,1995-09-29
5.775367736816406,1995-10-02
5.775367736816406,1995-10-03
5.6910552978515625,1995-10-04
5.859678268432617,1995-10-05
5.88075590133667,1995-10-06
5.775367736816406,1995-10-09
5.775367736816406,1995-10-10
5.901834011077881,1995-10-11
5.859678268432617,1995-10-12
5.817521572113037,1995-10-13
5.859678268432617,1995-10-16
5.94398832321167,1995-10-17
5.859678268432617,1995-10-18
5.986142158508301,1995-10-19
5.986142158508301,1995-10-20
5.859678268432617,1995-10-23
5.775367736816406,1995-10-24
5.6910552978515625,1995-10-25
5.564586639404297,1995-10-26
5.73321008682251,1995-10-27
5.817521572113037,1995-10-30
5.73321008682251,1995-10-31
5.775367736816406,1995-11-01
5.754286289215088,1995-11-02
5.73321008682251,1995-11-03
5.606741428375244,1995-11-06
5.648898601531982,1995-11-07
5.648898601531982,1995-11-08
5.6910552978515625,1995-11-09
5.775367736816406,1995-11-10
5.712131977081299,1995-11-13
5.522430419921875,1995-11-14
5.438119411468506,1995-11-15
5.395963191986084,1995-11-16
5.438119411468506,1995-11-17
5.311650276184082,1995-11-20
5.395963191986084,1995-11-21
5.395963191986084,1995-11-22
5.564586639404297,1995-11-24
5.480273723602295,1995-11-27
5.564586639404297,1995-11-28
5.606741428375244,1995-11-29
5.606741428375244,1995-11-30
5.648898601531982,1995-12-01
5.775367736816406,1995-12-04
5.6910552978515625,1995-12-05
5.754286289215088,1995-12-06
5.669976711273193,1995-12-07
5.6910552978515625,1995-12-08
5.648898601531982,1995-12-11
5.73321008682251,1995-12-12
5.6910552978515625,1995-12-13
5.480273723602295,1995-12-14
5.438119411468506,1995-12-15
5.480273723602295,1995-12-18
4.932246685028076,1995-12-19
4.847934722900391,1995-12-20
5.016558647155762,1995-12-21
5.100870609283447,1995-12-22
5.058714389801025,1995-12-26
4.932246685028076,1995-12-27
4.974402904510498,1995-12-28
5.1430277824401855,1995-12-29
5.185183525085449,1996-01-02
5.1430277824401855,1996-01-03
5.395963191986084,1996-01-04
5.501352310180664,1996-01-05
5.522430419921875,1996-01-08
5.438119411468506,1996-01-09
5.438119411468506,1996-01-10
5.480273723602295,1996-01-11
5.395963191986084,1996-01-12
5.332726955413818,1996-01-15
5.395963191986084,1996-01-16
5.100870609283447,1996-01-17
5.058714389801025,1996-01-18
4.974402904510498,1996-01-19
5.016558647155762,1996-01-22
5.100870609283447,1996-01-23
5.100870609283447,1996-01-24
5.016558647155762,1996-01-25
5.100870609283447,1996-01-26
5.100870609283447,1996-01-29
5.206258773803711,1996-01-30
5.269493579864502,1996-01-31
5.438119411468506,1996-02-01
5.395963191986084,1996-02-02
5.480273723602295,1996-02-05
5.438119411468506,1996-02-06
5.438119411468506,1996-02-07
5.564586639404297,1996-02-08
5.522430419921875,1996-02-09
5.754286289215088,1996-02-12
5.817521572113037,1996-02-13
5.901834011077881,1996-02-14
6.028300762176514,1996-02-15
5.986142158508301,1996-02-16
6.07045841217041,1996-02-20
6.028300762176514,1996-02-21
6.07045841217041,1996-02-22
6.0072245597839355,1996-02-23
5.859678268432617,1996-02-26
5.73321008682251,1996-02-27
5.775367736816406,1996-02-28
5.817521572113037,1996-02-29
5.94398832321167,1996-03-01
6.07045841217041,1996-03-04
6.07045841217041,1996-03-05
6.154769420623779,1996-03-06
6.07045841217041,1996-03-07
5.901834011077881,1996-03-08
5.859678268432617,1996-03-11
5.986142158508301,1996-03-12
6.23907995223999,1996-03-13
6.365549087524414,1996-03-14
6.365549087524414,1996-03-15
6.576328754425049,1996-03-18
6.534172534942627,1996-03-19
6.323391437530518,1996-03-20
6.365549087524414,1996-03-21
6.323391437530518,1996-03-22
6.196927070617676,1996-03-25
6.196927070617676,1996-03-26
6.323391437530518,1996-03-27
6.281238079071045,1996-03-28
6.323391437530518,1996-03-29
6.260159015655518,1996-04-01
6.112613201141357,1996-04-02
6.154769420623779,1996-04-03
6.154769420623779,1996-04-04
5.986142158508301,1996-04-08
5.94398832321167,1996-04-09
5.901834011077881,1996-04-10
6.112613201141357,1996-04-11
6.281238079071045,1996-04-12
6.365549087524414,1996-04-15
6.281238079071045,1996-04-16
6.281238079071045,1996-04-17
6.323391437530518,1996-04-18
6.323391437530518,1996-04-19
6.365549087524414,1996-04-22
6.4498610496521,1996-04-23
6.365549087524414,1996-04-24
6.407708168029785,1996-04-25
6.365549087524414,1996-04-26
6.323391437530518,1996-04-29
6.407708168029785,1996-04-30
6.534172534942627,1996-05-01
6.23907995223999,1996-05-02
6.407708168029785,1996-05-03
6.386628150939941,1996-05-06
6.154769420623779,1996-05-07
6.23907995223999,1996-05-08
6.492018222808838,1996-05-09
6.702796936035156,1996-05-10
6.997886657714844,1996-05-13
7.018967151641846,1996-05-14
6.787106990814209,1996-05-15
6.871419429779053,1996-05-16
6.829263687133789,1996-05-17
6.829263687133789,1996-05-20
6.871419429779053,1996-05-21
7.040045261383057,1996-05-22
6.702796936035156,1996-05-23
6.660639762878418,1996-05-24
6.660639762878418,1996-05-28
6.660639762878418,1996-05-29
6.702796936035156,1996-05-30
6.74495267868042,1996-05-31
6.871419429779053,1996-06-03
6.829263687133789,1996-06-04
7.061121940612793,1996-06-05
6.997886657714844,1996-06-06
6.9557318687438965,1996-06-07
6.829263687133789,1996-06-10
6.913572788238525,1996-06-11
6.913572788238525,1996-06-12
6.829263687133789,1996-06-13
6.829263687133789,1996-06-14
6.660639762878418,1996-06-17
6.702796936035156,1996-06-18
6.871419429779053,1996-06-19
6.997886657714844,1996-06-20
6.997886657714844,1996-06-21
6.976812362670898,1996-06-24
6.997886657714844,1996-06-25
6.850343704223633,1996-06-26
7.124358654022217,1996-06-27
7.2929792404174805,1996-06-28
7.082197666168213,1996-07-01
7.124358654022217,1996-07-02
7.1665143966674805,1996-07-03
6.913572788238525,1996-07-05
6.829263687133789,1996-07-08
6.829263687133789,1996-07-09
6.74495267868042,1996-07-10
6.787106990814209,1996-07-11
6.997886657714844,1996-07-12
6.871419429779053,1996-07-15
6.702796936035156,1996-07-16
7.082197666168213,1996-07-17
7.040045261383057,1996-07-18
6.9557318687438965,1996-07-19
7.082197666168213,1996-07-22
6.9557318687438965,1996-07-23
6.871419429779053,1996-07-24
6.787106990814209,1996-07-25
6.787106990814209,1996-07-26
6.660639762878418,1996-07-29
6.829263687133789,1996-07-30
6.913572788238525,1996-07-31
7.040045261383057,1996-08-01
7.124358654022217,1996-08-02
7.208669662475586,1996-08-05
7.124358654022217,1996-08-06
7.124358654022217,1996-08-07
7.040045261383057,1996-08-08
7.082197666168213,1996-08-09
7.124358654022217,1996-08-12
7.124358654022217,1996-08-13
6.9557318687438965,1996-08-14
6.871419429779053,1996-08-15
6.9557318687438965,1996-08-16
6.997886657714844,1996-08-19
6.9557318687438965,1996-08-20
6.913572788238525,1996-08-21
6.9557318687438965,1996-08-22
6.913572788238525,1996-08-23
6.9557318687438965,1996-08-26
7.040045261383057,1996-08-27
7.040045261383057,1996-08-28
6.829263687133789,1996-08-29
6.702796936035156,1996-08-30
6.9557318687438965,1996-09-03
7.124358654022217,1996-09-04
7.124358654022217,1996-09-05
7.208669662475586,1996-09-06
7.461606025695801,1996-09-09
7.25082540512085,1996-09-10
7.1665143966674805,1996-09-11
7.082197666168213,1996-09-12
7.208669662475586,1996-09-13
6.9557318687438965,1996-09-16
6.829263687133789,1996-09-17
6.702796936035156,1996-09-18
6.787106990814209,1996-09-19
6.74495267868042,1996-09-20
6.702796936035156,1996-09-23
6.787106990814209,1996-09-24
6.702796936035156,1996-09-25
6.702796936035156,1996-09-26
6.871419429779053,1996-09-27
6.913572788238525,1996-09-30
6.9557318687438965,1996-10-01
6.871419429779053,1996-10-02
6.787106990814209,1996-10-03
6.787106990814209,1996-10-04
6.913572788238525,1996-10-07
7.018967151641846,1996-10-08
6.997886657714844,1996-10-09
7.124358654022217,1996-10-10
7.377292156219482,1996-10-11
7.4194488525390625,1996-10-14
7.2929792404174805,1996-10-15
7.208669662475586,1996-10-16
7.082197666168213,1996-10-17
6.913572788238525,1996-10-18
6.913572788238525,1996-10-21
6.787106990814209,1996-10-22
6.787106990814209,1996-10-23
6.871419429779053,1996-10-24
6.829263687133789,1996-10-25
6.850343704223633,1996-10-28
6.787106990814209,1996-10-29
6.4498610496521,1996-10-30
6.702796936035156,1996-10-31
6.702796936035156,1996-11-01
6.787106990814209,1996-11-04
6.9557318687438965,1996-11-05
7.208669662475586,1996-11-06
7.2929792404174805,1996-11-07
7.503759860992432,1996-11-08
7.377292156219482,1996-11-11
7.4194488525390625,1996-11-12
7.25082540512085,1996-11-13
7.208669662475586,1996-11-14
6.997886657714844,1996-11-15
6.9557318687438965,1996-11-18
7.124358654022217,1996-11-19
7.4194488525390625,1996-11-20
7.377292156219482,1996-11-21
7.503759860992432,1996-11-22
7.71453857421875,1996-11-25
7.883166790008545,1996-11-26
7.841006278991699,1996-11-27
7.841006278991699,1996-11-29
7.967477798461914,1996-12-02
7.925321102142334,1996-12-03
7.841006278991699,1996-12-04
7.7566962242126465,1996-12-05
7.798851013183594,1996-12-06
7.925321102142334,1996-12-09
7.925321102142334,1996-12-10
7.925321102142334,1996-12-11
7.883166790008545,1996-12-12
7.925321102142334,1996-12-13
7.798851013183594,1996-12-16
8.136099815368652,1996-12-17
8.17824935913086,1996-12-18
8.389031410217285,1996-12-19
8.30472183227539,1996-12-20
8.30472183227539,1996-12-23
8.557658195495605,1996-12-24
8.641971588134766,1996-12-26
8.557658195495605,1996-12-27
8.5155029296875,1996-12-30
8.473345756530762,1996-12-31
8.220406532287598,1997-01-02
8.136099815368652,1997-01-03
8.325801849365234,1997-01-06
8.5155029296875,1997-01-07
8.599814414978027,1997-01-08
8.979214668273926,1997-01-09
8.894905090332031,1997-01-10
8.684127807617188,1997-01-13
8.93706226348877,1997-01-14
9.021374702453613,1997-01-15
9.08460521697998,1997-01-16
9.000295639038086,1997-01-17
9.063528060913086,1997-01-20
9.316465377807617,1997-01-21
9.316465377807617,1997-01-22
8.557658195495605,1997-01-23
8.894905090332031,1997-01-24
9.063528060913086,1997-01-27
8.810592651367188,1997-01-28
8.431194305419922,1997-01-29
8.557658195495605,1997-01-30
8.979214668273926,1997-01-31
8.66304874420166,1997-02-03
8.684127807617188,1997-02-04
8.93706226348877,1997-02-05
8.810592651367188,1997-02-06
8.852751731872559,1997-02-07
8.641971588134766,1997-02-10
8.93706226348877,1997-02-11
8.894905090332031,1997-02-12
9.189996719360352,1997-02-13
9.063528060913086,1997-02-14
9.105682373046875,1997-02-18
8.979214668273926,1997-02-19
8.705204963684082,1997-02-20
8.599814414978027,1997-02-21
8.431194305419922,1997-02-24
8.473345756530762,1997-02-25
8.684127807617188,1997-02-26
8.76843547821045,1997-02-27
8.641971588134766,1997-02-28
8.76843547821045,1997-03-03
8.810592651367188,1997-03-04
9.021374702453613,1997-03-05
8.915987014770508,1997-03-06
9.042452812194824,1997-03-07
9.295391082763672,1997-03-10
9.948805809020996,1997-03-11
9.906651496887207,1997-03-12
9.738024711608887,1997-03-13
9.906651496887207,1997-03-14
10.11742877960205,1997-03-17
9.990962982177734,1997-03-18
9.906651496887207,1997-03-19
10.075273513793945,1997-03-20
10.075273513793945,1997-03-21
9.822341918945312,1997-03-24
9.822341918945312,1997-03-25
9.822341918945312,1997-03-26
9.400777816772461,1997-03-27
9.316465377807617,1997-03-31
9.485091209411621,1997-04-01
9.063528060913086,1997-04-02
9.695869445800781,1997-04-03
9.864493370056152,1997-04-04
9.822341918945312,1997-04-07
9.948805809020996,1997-04-08
9.948805809020996,1997-04-09
9.864493370056152,1997-04-10
9.442933082580566,1997-04-11
9.189996719360352,1997-04-14
9.232151985168457,1997-04-15
9.653715133666992,1997-04-16
9.485091209411621,1997-04-17
9.442933082580566,1997-04-18
9.611554145812988,1997-04-21
9.906651496887207,1997-04-22
9.864493370056152,1997-04-23
9.906651496887207,1997-04-24
9.990962982177734,1997-04-25
9.864493370056152,1997-04-28
9.695869445800781,1997-04-29
9.738024711608887,1997-04-30
9.400777816772461,1997-05-01
9.527243614196777,1997-05-02
10.11742877960205,1997-05-05
9.822341918945312,1997-05-06
9.948805809020996,1997-05-07
10.74976634979248,1997-05-08
10.791926383972168,1997-05-09
10.74976634979248,1997-05-12
10.412517547607422,1997-05-13
10.39144229888916,1997-05-14
10.707612037658691,1997-05-15
10.83407974243164,1997-05-16
11.255634307861328,1997-05-19
11.592890739440918,1997-05-20
11.129173278808594,1997-05-21
10.897311210632324,1997-05-22
10.74976634979248,1997-05-23
10.74976634979248,1997-05-27
10.623300552368164,1997-05-28
11.171327590942383,1997-05-29
11.382110595703125,1997-05-30
11.10809326171875,1997-06-02
11.129173278808594,1997-06-03
11.382110595703125,1997-06-04
11.150248527526855,1997-06-05
11.213482856750488,1997-06-06
11.276714324951172,1997-06-09
11.382110595703125,1997-06-10
11.487495422363281,1997-06-11
11.64558219909668,1997-06-12
11.719356536865234,1997-06-13
11.740433692932129,1997-06-16
11.613965034484863,1997-06-17
11.529656410217285,1997-06-18
11.866903305053711,1997-06-19
11.339953422546387,1997-06-20
11.129173278808594,1997-06-23
11.04486083984375,1997-06-24
10.9183931350708,1997-06-25
11.339953422546387,1997-06-26
11.46642017364502,1997-06-27
11.087016105651855,1997-06-30
10.96054744720459,1997-07-01
10.602221488952637,1997-07-02
10.74976634979248,1997-07-03
10.813004493713379,1997-07-07
11.023782730102539,1997-07-08
10.74976634979248,1997-07-09
10.813004493713379,1997-07-10
11.297797203063965,1997-07-11
11.065937042236328,1997-07-14
11.150248527526855,1997-07-15
11.424263954162598,1997-07-16
11.297797203063965,1997-07-17
11.150248527526855,1997-07-18
10.897311210632324,1997-07-21
10.9183931350708,1997-07-22
10.791926383972168,1997-07-23
10.791926383972168,1997-07-24
11.403183937072754,1997-07-25
11.487495422363281,1997-07-28
12.204145431518555,1997-07-29
12.47815990447998,1997-07-30
12.773256301879883,1997-07-31
12.604632377624512,1997-08-01
12.436001777648926,1997-08-04
12.499245643615723,1997-08-05
12.499245643615723,1997-08-06
12.962957382202148,1997-08-07
12.688944816589355,1997-08-08
12.351693153381348,1997-08-11
12.309538841247559,1997-08-12
11.866903305053711,1997-08-13
11.866903305053711,1997-08-14
11.592890739440918,1997-08-15
11.656120300292969,1997-08-18
11.972284317016602,1997-08-19
12.309538841247559,1997-08-20
12.204145431518555,1997-08-21
11.866903305053711,1997-08-22
12.14091682434082,1997-08-25
12.056601524353027,1997-08-26
12.225226402282715,1997-08-27
12.14091682434082,1997-08-28
12.161993026733398,1997-08-29
12.81541633605957,1997-09-02
12.183072090148926,1997-09-03
12.47815990447998,1997-09-04
12.267382621765137,1997-09-05
12.436001777648926,1997-09-08
12.309538841247559,1997-09-09
12.33061408996582,1997-09-10
12.436001777648926,1997-09-11
12.583552360534668,1997-09-12
12.794333457946777,1997-09-15
13.194812774658203,1997-09-16
13.089423179626465,1997-09-17
13.068345069885254,1997-09-18
13.194812774658203,1997-09-19
13.157923698425293,1997-09-22
12.8997220993042,1997-09-23
12.857564926147461,1997-09-24
12.773256301879883,1997-09-25
12.81541633605957,1997-09-26
12.731098175048828,1997-09-29
12.688944816589355,1997-09-30
13.247509956359863,1997-10-01
12.962957382202148,1997-10-02
13.005108833312988,1997-10-03
12.95241928100586,1997-10-06
12.836488723754883,1997-10-07
13.026193618774414,1997-10-08
13.152657508850098,1997-10-09
13.173734664916992,1997-10-10
13.363434791564941,1997-10-13
13.342355728149414,1997-10-14
13.152657508850098,1997-10-15
12.857564926147461,1997-10-16
12.81541633605957,1997-10-17
12.941882133483887,1997-10-20
12.962957382202148,1997-10-21
12.81541633605957,1997-10-22
12.81541633605957,1997-10-23
12.520318031311035,1997-10-24
11.8458251953125,1997-10-27
12.288458824157715,1997-10-28
12.520318031311035,1997-10-29
12.47815990447998,1997-10-30
12.984036445617676,1997-10-31
13.405593872070312,1997-11-03
13.215896606445312,1997-11-04
13.110507011413574,1997-11-05
13.848228454589844,1997-11-06
13.447747230529785,1997-11-07
13.700687408447266,1997-11-10
14.185477256774902,1997-11-11
13.879844665527344,1997-11-12
13.869307518005371,1997-11-13
13.953624725341797,1997-11-14
13.995773315429688,1997-11-17
13.721762657165527,1997-11-18
14.101174354553223,1997-11-19
14.080090522766113,1997-11-20
14.775659561157227,1997-11-21
14.754584312438965,1997-11-24
14.5016508102417,1997-11-25
15.049674987792969,1997-11-26
14.944283485412598,1997-11-28
15.155070304870605,1997-12-01
14.628122329711914,1997-12-02
14.628122329711914,1997-12-03
14.417339324951172,1997-12-04
14.396256446838379,1997-12-05
14.459491729736328,1997-12-08
14.354109764099121,1997-12-09
14.406794548034668,1997-12-10
14.164395332336426,1997-12-11
13.67960262298584,1997-12-12
14.248717308044434,1997-12-15
14.459491729736328,1997-12-16
14.153861045837402,1997-12-17
13.869307518005371,1997-12-18
14.333028793334961,1997-12-19
13.890393257141113,1997-12-22
14.259258270263672,1997-12-23
13.911463737487793,1997-12-24
14.080090522766113,1997-12-26
14.354109764099121,1997-12-29
14.628122329711914,1997-12-30
15.049674987792969,1997-12-31
14.838897705078125,1998-01-02
15.13398265838623,1998-01-05
14.796740531921387,1998-01-06
14.64919376373291,1998-01-07
15.11291217803955,1998-01-08
14.670269966125488,1998-01-09
14.754584312438965,1998-01-12
14.691349983215332,1998-01-13
14.607035636901855,1998-01-14
