SY,Date
1.7699999809265137,2023-01-10
1.6299999952316284,2023-01-11
1.659999966621399,2023-01-12
1.7899999618530273,2023-01-13
1.7999999523162842,2023-01-17
1.7300000190734863,2023-01-18
2.0999999046325684,2023-01-19
2.4200000762939453,2023-01-20
2.450000047683716,2023-01-23
2.5199999809265137,2023-01-24
2.6600000858306885,2023-01-25
2.680000066757202,2023-01-26
2.819999933242798,2023-01-27
2.799999952316284,2023-01-30
2.819999933242798,2023-01-31
2.990000009536743,2023-02-01
2.930000066757202,2023-02-02
2.309999942779541,2023-02-03
2.359999895095825,2023-02-06
2.4200000762939453,2023-02-07
2.5,2023-02-08
2.5799999237060547,2023-02-09
2.4200000762939453,2023-02-10
2.609999895095825,2023-02-13
2.859999895095825,2023-02-14
2.8299999237060547,2023-02-15
2.799999952316284,2023-02-16
2.619999885559082,2023-02-17
2.5899999141693115,2023-02-21
2.7200000286102295,2023-02-22
2.7899999618530273,2023-02-23
2.5899999141693115,2023-02-24
2.7300000190734863,2023-02-27
2.869999885559082,2023-02-28
2.630000114440918,2023-03-01
2.7699999809265137,2023-03-02
2.8399999141693115,2023-03-03
2.8299999237060547,2023-03-06
2.549999952316284,2023-03-07
2.490000009536743,2023-03-08
2.25,2023-03-09
2.1600000858306885,2023-03-10
2.0299999713897705,2023-03-13
2.0999999046325684,2023-03-14
1.6799999475479126,2023-03-15
1.7400000095367432,2023-03-16
1.809999942779541,2023-03-17
1.649999976158142,2023-03-20
2.109999895095825,2023-03-21
2.0399999618530273,2023-03-22
2.140000104904175,2023-03-23
2.1700000762939453,2023-03-24
2.200000047683716,2023-03-27
2.130000114440918,2023-03-28
2.2799999713897705,2023-03-29
2.390000104904175,2023-03-30
2.1500000953674316,2023-03-31
2.25,2023-04-03
2.4600000381469727,2023-04-04
2.4700000286102295,2023-04-05
2.5899999141693115,2023-04-06
2.549999952316284,2023-04-10
2.819999933242798,2023-04-11
2.759999990463257,2023-04-12
2.759999990463257,2023-04-13
2.9000000953674316,2023-04-14
2.869999885559082,2023-04-17
2.8299999237060547,2023-04-18
2.8499999046325684,2023-04-19
2.7149999141693115,2023-04-20
2.7899999618530273,2023-04-21
2.7100000381469727,2023-04-24
2.3499999046325684,2023-04-25
2.430000066757202,2023-04-26
2.4100000858306885,2023-04-27
2.690000057220459,2023-04-28
2.7200000286102295,2023-05-01
2.5899999141693115,2023-05-02
2.759999990463257,2023-05-03
2.7699999809265137,2023-05-04
2.7799999713897705,2023-05-05
2.7899999618530273,2023-05-08
2.75,2023-05-09
2.509999990463257,2023-05-10
2.630000114440918,2023-05-11
2.700000047683716,2023-05-12
2.630000114440918,2023-05-15
2.765000104904175,2023-05-16
2.7950000762939453,2023-05-17
2.5399999618530273,2023-05-18
2.4800000190734863,2023-05-19
2.3399999141693115,2023-05-22
2.25,2023-05-23
2.0999999046325684,2023-05-24
2.0899999141693115,2023-05-25
2.2100000381469727,2023-05-26
2.1500000953674316,2023-05-30
2.0899999141693115,2023-05-31
2.1600000858306885,2023-06-01
2.200000047683716,2023-06-02
2.200000047683716,2023-06-05
2.299999952316284,2023-06-06
2.130000114440918,2023-06-07
2.0899999141693115,2023-06-08
2.059999942779541,2023-06-09
2.0799999237060547,2023-06-12
2.0799999237060547,2023-06-13
2.0899999141693115,2023-06-14
2.069999933242798,2023-06-15
2.119999885559082,2023-06-16
2.0399999618530273,2023-06-20
1.9800000190734863,2023-06-21
1.9500000476837158,2023-06-22
1.9900000095367432,2023-06-23
1.8600000143051147,2023-06-26
1.8799999952316284,2023-06-27
1.8799999952316284,2023-06-28
1.8799999952316284,2023-06-29
1.840000033378601,2023-06-30
1.8799999952316284,2023-07-03
1.7999999523162842,2023-07-05
1.6699999570846558,2023-07-06
1.7599999904632568,2023-07-07
1.7300000190734863,2023-07-10
1.659999966621399,2023-07-11
1.559999942779541,2023-07-12
1.590000033378601,2023-07-13
1.5800000429153442,2023-07-14
1.600000023841858,2023-07-17
1.559999942779541,2023-07-18
1.559999942779541,2023-07-19
1.6399999856948853,2023-07-20
1.600000023841858,2023-07-21
1.6399999856948853,2023-07-24
1.6299999952316284,2023-07-25
1.5800000429153442,2023-07-26
1.559999942779541,2023-07-27
1.659999966621399,2023-07-28
1.6799999475479126,2023-07-31
1.690000057220459,2023-08-01
1.649999976158142,2023-08-02
1.590000033378601,2023-08-03
1.6100000143051147,2023-08-04
1.5499999523162842,2023-08-07
1.4800000190734863,2023-08-08
1.4299999475479126,2023-08-09
1.4500000476837158,2023-08-10
1.3899999856948853,2023-08-11
1.3799999952316284,2023-08-14
1.340000033378601,2023-08-15
1.2300000190734863,2023-08-16
1.2100000381469727,2023-08-17
1.2100000381469727,2023-08-18
1.309999942779541,2023-08-21
1.340000033378601,2023-08-22
1.399999976158142,2023-08-23
1.2899999618530273,2023-08-24
1.3300000429153442,2023-08-25
1.2899999618530273,2023-08-28
1.340000033378601,2023-08-29
1.340000033378601,2023-08-30
1.440000057220459,2023-08-31
1.440000057220459,2023-09-01
1.3300000429153442,2023-09-05
1.2799999713897705,2023-09-06
1.2799999713897705,2023-09-07
1.25,2023-09-08
1.2100000381469727,2023-09-11
1.2000000476837158,2023-09-12
1.1699999570846558,2023-09-13
1.1699999570846558,2023-09-14
1.1749999523162842,2023-09-15
1.100000023841858,2023-09-18
1.0499999523162842,2023-09-19
1.1299999952316284,2023-09-20
1.0130000114440918,2023-09-21
1.0800000429153442,2023-09-22
1.1100000143051147,2023-09-25
1.1399999856948853,2023-09-26
1.1299999952316284,2023-09-27
1.0950000286102295,2023-09-28
1.0449999570846558,2023-09-29
0.9729999899864197,2023-10-02
0.9800000190734863,2023-10-03
0.9800000190734863,2023-10-04
1.0,2023-10-05
0.9900000095367432,2023-10-06
1.0299999713897705,2023-10-09
1.0700000524520874,2023-10-10
1.0800000429153442,2023-10-11
1.100000023841858,2023-10-12
1.1299999952316284,2023-10-13
1.0360000133514404,2023-10-16
1.0199999809265137,2023-10-17
0.9020000100135803,2023-10-18
0.8999999761581421,2023-10-19
0.8970000147819519,2023-10-20
0.8999999761581421,2023-10-23
0.8899999856948853,2023-10-24
0.9700000286102295,2023-10-25
0.9200000166893005,2023-10-26
0.9300000071525574,2023-10-27
0.9300000071525574,2023-10-30
0.9200000166893005,2023-10-31
0.9089999794960022,2023-11-01
0.9100000262260437,2023-11-02
0.9399999976158142,2023-11-03
0.9399999976158142,2023-11-06
0.9300000071525574,2023-11-07
1.0,2023-11-08
1.0199999809265137,2023-11-09
1.0700000524520874,2023-11-10
1.0700000524520874,2023-11-13
1.0299999713897705,2023-11-14
1.1399999856948853,2023-11-15
1.149999976158142,2023-11-16
1.1699999570846558,2023-11-17
1.2799999713897705,2023-11-20
1.2400000095367432,2023-11-21
1.2300000190734863,2023-11-22
1.1799999475479126,2023-11-24
1.1799999475479126,2023-11-27
1.1799999475479126,2023-11-28
1.1649999618530273,2023-11-29
1.125,2023-11-30
1.149999976158142,2023-12-01
1.1799999475479126,2023-12-04
1.190000057220459,2023-12-05
1.25,2023-12-06
1.2599999904632568,2023-12-07
1.2300000190734863,2023-12-08
1.2100000381469727,2023-12-11
1.2300000190734863,2023-12-12
1.4500000476837158,2023-12-13
1.3799999952316284,2023-12-14
1.2100000381469727,2023-12-15
1.2699999809265137,2023-12-18
1.2999999523162842,2023-12-19
1.25,2023-12-20
1.3200000524520874,2023-12-21
1.2899999618530273,2023-12-22
1.2699999809265137,2023-12-26
1.25,2023-12-27
1.2400000095367432,2023-12-28
1.2899999618530273,2023-12-29
1.25,2024-01-02
1.2200000286102295,2024-01-03
1.1699999570846558,2024-01-04
1.1299999952316284,2024-01-05
1.1399999856948853,2024-01-08
1.090000033378601,2024-01-09
1.0499999523162842,2024-01-10
1.0099999904632568,2024-01-11
0.9900000095367432,2024-01-12
0.9399999976158142,2024-01-16
0.9800000190734863,2024-01-17
0.949999988079071,2024-01-18
1.0099999904632568,2024-01-19
0.9959999918937683,2024-01-22
1.0499999523162842,2024-01-23
1.024999976158142,2024-01-24
1.0700000524520874,2024-01-25
0.9900000095367432,2024-01-26
1.0299999713897705,2024-01-29
1.0,2024-01-30
1.0099999904632568,2024-01-31
1.0299999713897705,2024-02-01
0.9800000190734863,2024-02-02
0.9900000095367432,2024-02-05
1.0,2024-02-06
1.0199999809265137,2024-02-07
1.0299999713897705,2024-02-08
1.0299999713897705,2024-02-09
1.0099999904632568,2024-02-12
1.0,2024-02-13
1.0099999904632568,2024-02-14
1.0299999713897705,2024-02-15
1.1299999952316284,2024-02-16
1.0850000381469727,2024-02-20
1.1399999856948853,2024-02-21
1.1200000047683716,2024-02-22
1.1699999570846558,2024-02-23
1.1399999856948853,2024-02-26
1.159999966621399,2024-02-27
1.1100000143051147,2024-02-28
1.149999976158142,2024-02-29
1.1100000143051147,2024-03-01
1.0700000524520874,2024-03-04
1.0399999618530273,2024-03-05
1.0399999618530273,2024-03-06
1.0399999618530273,2024-03-07
1.059999942779541,2024-03-08
1.0499999523162842,2024-03-11
1.0499999523162842,2024-03-12
1.0499999523162842,2024-03-13
1.0,2024-03-14
1.0,2024-03-15
1.0099999904632568,2024-03-18
1.0399999618530273,2024-03-19
1.0499999523162842,2024-03-20
1.0399999618530273,2024-03-21
1.059999942779541,2024-03-22
1.0499999523162842,2024-03-25
1.0700000524520874,2024-03-26
1.0800000429153442,2024-03-27
1.090000033378601,2024-03-28
1.1399999856948853,2024-04-01
1.1399999856948853,2024-04-02
1.159999966621399,2024-04-03
1.159999966621399,2024-04-04
1.159999966621399,2024-04-05
1.1699999570846558,2024-04-08
1.2000000476837158,2024-04-09
