STLD,Date
2.9239909648895264,1998-03-10
2.934143304824829,1998-03-11
2.934143304824829,1998-03-12
2.934143304824829,1998-03-13
2.9442968368530273,1998-03-16
3.0762813091278076,1998-03-17
3.1168923377990723,1998-03-18
3.2894883155822754,1998-03-19
3.2285735607147217,1998-03-20
3.177809000015259,1998-03-23
3.3301010131835938,1998-03-24
3.4316279888153076,1998-03-25
3.4316279888153076,1998-03-26
3.4722375869750977,1998-03-27
3.451934337615967,1998-03-30
3.451934337615967,1998-03-31
3.5534613132476807,1998-04-01
3.63468599319458,1998-04-02
3.6955995559692383,1998-04-03
3.6854465007781982,1998-04-06
3.492544651031494,1998-04-07
3.5534613132476807,1998-04-08
3.401169776916504,1998-04-09
3.594074010848999,1998-04-13
3.654989719390869,1998-04-14
3.7971270084381104,1998-04-15
3.705751657485962,1998-04-16
3.654989719390869,1998-04-17
3.756516218185425,1998-04-20
3.7362115383148193,1998-04-21
3.7362115383148193,1998-04-22
3.7209830284118652,1998-04-23
3.66513991355896,1998-04-24
3.6448347568511963,1998-04-27
3.675295114517212,1998-04-28
3.6955995559692383,1998-04-29
3.71590518951416,1998-04-30
3.675295114517212,1998-05-01
3.6955995559692383,1998-05-04
3.6955995559692383,1998-05-05
3.675295114517212,1998-05-06
3.675295114517212,1998-05-07
3.71590518951416,1998-05-08
3.71590518951416,1998-05-11
3.594074010848999,1998-05-12
3.5737674236297607,1998-05-13
3.5534613132476807,1998-05-14
3.533156394958496,1998-05-15
3.2996411323547363,1998-05-18
3.391016721725464,1998-05-19
3.370713472366333,1998-05-20
3.391016721725464,1998-05-21
3.4316279888153076,1998-05-22
3.370713472366333,1998-05-26
3.167656421661377,1998-05-27
3.2488784790039062,1998-05-28
3.1473522186279297,1998-05-29
3.1270458698272705,1998-06-01
3.1270458698272705,1998-06-02
3.086433172225952,1998-06-03
3.045823574066162,1998-06-04
3.0052120685577393,1998-06-05
3.0153658390045166,1998-06-08
2.9239909648895264,1998-06-09
2.8833789825439453,1998-06-10
2.6397135257720947,1998-06-11
2.5584917068481445,1998-06-12
2.6194090843200684,1998-06-15
2.6752495765686035,1998-06-16
2.761547327041626,1998-06-17
2.741241455078125,1998-06-18
2.751394271850586,1998-06-19
2.6803247928619385,1998-06-22
2.670173168182373,1998-06-23
2.5178797245025635,1998-06-24
2.3554375171661377,1998-06-25
2.335131883621216,1998-06-26
2.2336041927337646,1998-06-29
2.2539095878601074,1998-06-30
2.314826488494873,1998-07-01
2.294520378112793,1998-07-02
2.2742154598236084,1998-07-06
2.2539095878601074,1998-07-07
2.2742154598236084,1998-07-08
2.3960492610931396,1998-07-09
2.3757429122924805,1998-07-10
2.3554375171661377,1998-07-13
2.324979782104492,1998-07-14
2.314826488494873,1998-07-15
2.3960492610931396,1998-07-16
2.3757429122924805,1998-07-17
2.4569642543792725,1998-07-20
2.436659812927246,1998-07-21
2.426506280899048,1998-07-22
2.3655898571014404,1998-07-23
2.2539095878601074,1998-07-24
2.294520378112793,1998-07-27
2.335131883621216,1998-07-28
2.3655898571014404,1998-07-29
2.4569642543792725,1998-07-30
2.3554375171661377,1998-07-31
2.294520378112793,1998-08-03
2.2031450271606445,1998-08-04
2.2234511375427246,1998-08-05
2.243757724761963,1998-08-06
2.2336041927337646,1998-08-07
2.2336041927337646,1998-08-10
2.11177134513855,1998-08-11
2.1422295570373535,1998-08-12
2.0610079765319824,1998-08-13
2.1219241619110107,1998-08-14
2.091465711593628,1998-08-17
2.091465711593628,1998-08-18
2.1320769786834717,1998-08-19
2.11177134513855,1998-08-20
2.0610079765319824,1998-08-21
2.11177134513855,1998-08-24
2.1320769786834717,1998-08-25
2.081313133239746,1998-08-26
1.9087165594100952,1998-08-27
1.9391746520996094,1998-08-28
1.8071883916854858,1998-08-31
1.8477997779846191,1998-09-01
2.0000908374786377,1998-09-02
1.8274948596954346,1998-09-03
1.9087165594100952,1998-09-04
1.9594814777374268,1998-09-08
1.8071883916854858,1998-09-09
1.7868837118148804,1998-09-10
1.9899386167526245,1998-09-11
2.030548572540283,1998-09-14
2.0000908374786377,1998-09-15
1.9899386167526245,1998-09-16
1.9290223121643066,1998-09-17
1.9493272304534912,1998-09-18
1.8985635042190552,1998-09-21
1.9391746520996094,1998-09-22
1.9899386167526245,1998-09-23
2.071159839630127,1998-09-24
2.11177134513855,1998-09-25
2.192992687225342,1998-09-28
2.11177134513855,1998-09-29
2.11177134513855,1998-09-30
1.8782581090927124,1998-10-01
1.8884100914001465,1998-10-02
1.8477997779846191,1998-10-05
1.6853567361831665,1998-10-06
1.6447441577911377,1998-10-07
1.7056607007980347,1998-10-08
1.7868837118148804,1998-10-09
1.8884100914001465,1998-10-12
1.9290223121643066,1998-10-13
1.766578197479248,1998-10-14
1.8274948596954346,1998-10-15
1.9899386167526245,1998-10-16
2.091465711593628,1998-10-19
2.2742154598236084,1998-10-20
2.2742154598236084,1998-10-21
2.2336041927337646,1998-10-22
2.1726880073547363,1998-10-23
2.192992687225342,1998-10-26
2.2031450271606445,1998-10-27
2.213299036026001,1998-10-28
2.1726880073547363,1998-10-29
2.213299036026001,1998-10-30
2.2742154598236084,1998-11-02
2.3960492610931396,1998-11-03
2.2539095878601074,1998-11-04
2.335131883621216,1998-11-05
2.294520378112793,1998-11-06
2.2539095878601074,1998-11-09
2.071159839630127,1998-11-10
2.071159839630127,1998-11-11
2.091465711593628,1998-11-12
2.11177134513855,1998-11-13
2.101618766784668,1998-11-16
2.101618766784668,1998-11-17
2.11177134513855,1998-11-18
2.1726880073547363,1998-11-19
2.192992687225342,1998-11-20
2.2742154598236084,1998-11-23
2.284367322921753,1998-11-24
2.2336041927337646,1998-11-25
2.243757724761963,1998-11-27
2.213299036026001,1998-11-30
2.1523823738098145,1998-12-01
2.030548572540283,1998-12-02
1.9899386167526245,1998-12-03
1.9594814777374268,1998-12-04
2.020397663116455,1998-12-07
1.9391746520996094,1998-12-08
1.8681057691574097,1998-12-09
1.7158139944076538,1998-12-10
1.7767306566238403,1998-12-11
1.7158139944076538,1998-12-14
1.7259671688079834,1998-12-15
1.7259671688079834,1998-12-16
1.7970370054244995,1998-12-17
1.8681057691574097,1998-12-18
1.8884100914001465,1998-12-21
1.9087165594100952,1998-12-22
1.9493272304534912,1998-12-23
1.9493272304534912,1998-12-24
1.9493272304534912,1998-12-28
1.9290223121643066,1998-12-29
1.7868837118148804,1998-12-30
1.9087165594100952,1998-12-31
2.050854444503784,1999-01-04
2.1523823738098145,1999-01-05
2.284367322921753,1999-01-06
2.1726880073547363,1999-01-07
2.2640626430511475,1999-01-08
2.3554375171661377,1999-01-11
2.314826488494873,1999-01-12
2.243757724761963,1999-01-13
2.213299036026001,1999-01-14
2.243757724761963,1999-01-15
2.2234511375427246,1999-01-19
2.1523823738098145,1999-01-20
2.081313133239746,1999-01-21
2.1320769786834717,1999-01-22
2.11177134513855,1999-01-25
2.2336041927337646,1999-01-26
2.2336041927337646,1999-01-27
2.436659812927246,1999-01-28
2.7006304264068604,1999-01-29
2.7107832431793213,1999-02-01
2.5787973403930664,1999-02-02
2.6194090843200684,1999-02-03
2.5889503955841064,1999-02-04
2.5991034507751465,1999-02-05
2.7006304264068604,1999-02-08
2.6397135257720947,1999-02-09
2.5991034507751465,1999-02-10
2.5889503955841064,1999-02-11
2.5991034507751465,1999-02-12
2.6194090843200684,1999-02-16
2.5787973403930664,1999-02-17
2.5787973403930664,1999-02-18
2.548339605331421,1999-02-19
2.5584917068481445,1999-02-22
2.6194090843200684,1999-02-23
2.5584917068481445,1999-02-24
2.538186550140381,1999-02-25
2.5584917068481445,1999-02-26
2.4620423316955566,1999-03-01
2.436659812927246,1999-03-02
2.426506280899048,1999-03-03
2.3960492610931396,1999-03-04
2.4772698879241943,1999-03-05
2.4874231815338135,1999-03-08
2.497575521469116,1999-03-09
2.3960492610931396,1999-03-10
2.3960492610931396,1999-03-11
2.4569642543792725,1999-03-12
2.3960492610931396,1999-03-15
2.416353702545166,1999-03-16
2.3960492610931396,1999-03-17
2.3757429122924805,1999-03-18
2.436659812927246,1999-03-19
2.4112775325775146,1999-03-22
2.416353702545166,1999-03-23
2.4011242389678955,1999-03-24
2.5889503955841064,1999-03-25
2.5991034507751465,1999-03-26
2.670173168182373,1999-03-29
2.6397135257720947,1999-03-30
2.6904783248901367,1999-03-31
2.741241455078125,1999-04-01
2.609255313873291,1999-04-05
2.5991034507751465,1999-04-06
2.5991034507751465,1999-04-07
2.5991034507751465,1999-04-08
2.720935821533203,1999-04-09
2.7818515300750732,1999-04-12
2.822463035583496,1999-04-13
2.8427696228027344,1999-04-14
3.2082669734954834,1999-04-15
3.238725185394287,1999-04-16
3.3808650970458984,1999-04-19
3.1473522186279297,1999-04-20
3.045823574066162,1999-04-21
2.8326165676116943,1999-04-22
2.822463035583496,1999-04-23
2.761547327041626,1999-04-26
2.7818515300750732,1999-04-27
2.903686285018921,1999-04-28
2.822463035583496,1999-04-29
2.741241455078125,1999-04-30
2.609255313873291,1999-05-03
2.4772698879241943,1999-05-04
2.528034210205078,1999-05-05
2.751394271850586,1999-05-06
2.761547327041626,1999-05-07
2.8732268810272217,1999-05-10
2.9442968368530273,1999-05-11
2.913837432861328,1999-05-12
2.964601993560791,1999-05-13
2.8427696228027344,1999-05-14
2.7920050621032715,1999-05-17
2.6600186824798584,1999-05-18
2.8123106956481934,1999-05-19
2.8630752563476562,1999-05-20
2.8326165676116943,1999-05-21
2.741241455078125,1999-05-24
2.761547327041626,1999-05-25
2.741241455078125,1999-05-26
2.6397135257720947,1999-05-27
2.7716996669769287,1999-05-28
2.802157402038574,1999-06-01
2.802157402038574,1999-06-02
2.802157402038574,1999-06-03
2.802157402038574,1999-06-04
2.7920050621032715,1999-06-07
2.7006304264068604,1999-06-08
2.6803247928619385,1999-06-09
2.6498663425445557,1999-06-10
2.6498663425445557,1999-06-11
2.548339605331421,1999-06-14
2.5584917068481445,1999-06-15
2.5787973403930664,1999-06-16
2.4874231815338135,1999-06-17
2.538186550140381,1999-06-18
2.5178797245025635,1999-06-21
2.4874231815338135,1999-06-22
2.446812391281128,1999-06-23
2.426506280899048,1999-06-24
2.4569642543792725,1999-06-25
2.436659812927246,1999-06-28
2.436659812927246,1999-06-29
2.512805461883545,1999-06-30
2.5178797245025635,1999-07-01
2.538186550140381,1999-07-02
2.538186550140381,1999-07-06
2.5178797245025635,1999-07-07
2.548339605331421,1999-07-08
2.5787973403930664,1999-07-09
2.6194090843200684,1999-07-12
2.6904783248901367,1999-07-13
2.6803247928619385,1999-07-14
2.761547327041626,1999-07-15
2.761547327041626,1999-07-16
2.802157402038574,1999-07-19
2.7920050621032715,1999-07-20
2.913837432861328,1999-07-21
2.903686285018921,1999-07-22
2.8427696228027344,1999-07-23
2.8123106956481934,1999-07-26
2.8326165676116943,1999-07-27
2.8630752563476562,1999-07-28
2.7818515300750732,1999-07-29
2.8833789825439453,1999-07-30
2.8833789825439453,1999-08-02
2.8935329914093018,1999-08-03
2.903686285018921,1999-08-04
2.8732268810272217,1999-08-05
2.913837432861328,1999-08-06
2.8630752563476562,1999-08-09
2.8630752563476562,1999-08-10
2.934143304824829,1999-08-11
2.9239909648895264,1999-08-12
2.8630752563476562,1999-08-13
2.802157402038574,1999-08-16
2.8123106956481934,1999-08-17
2.7818515300750732,1999-08-18
2.761547327041626,1999-08-19
2.8123106956481934,1999-08-20
2.8123106956481934,1999-08-23
2.8935329914093018,1999-08-24
2.8833789825439453,1999-08-25
2.8732268810272217,1999-08-26
2.903686285018921,1999-08-27
2.8833789825439453,1999-08-30
2.9239909648895264,1999-08-31
2.8732268810272217,1999-09-01
2.8630752563476562,1999-09-02
2.913837432861328,1999-09-03
2.913837432861328,1999-09-07
2.8935329914093018,1999-09-08
2.903686285018921,1999-09-09
2.8833789825439453,1999-09-10
2.8630752563476562,1999-09-13
2.7818515300750732,1999-09-14
2.802157402038574,1999-09-15
2.761547327041626,1999-09-16
2.741241455078125,1999-09-17
2.6498663425445557,1999-09-20
2.6194090843200684,1999-09-21
2.5178797245025635,1999-09-22
2.4671177864074707,1999-09-23
2.4772698879241943,1999-09-24
2.4569642543792725,1999-09-27
2.426506280899048,1999-09-28
2.4062001705169678,1999-09-29
2.548339605331421,1999-09-30
2.5991034507751465,1999-10-01
2.6600186824798584,1999-10-04
2.6803247928619385,1999-10-05
2.6904783248901367,1999-10-06
2.6194090843200684,1999-10-07
2.6194090843200684,1999-10-08
2.5584917068481445,1999-10-11
2.5077288150787354,1999-10-12
2.5584917068481445,1999-10-13
2.497575521469116,1999-10-14
2.416353702545166,1999-10-15
2.416353702545166,1999-10-18
2.3554375171661377,1999-10-19
2.2742154598236084,1999-10-20
2.1625354290008545,1999-10-21
2.2234511375427246,1999-10-22
2.3655898571014404,1999-10-25
2.314826488494873,1999-10-26
2.2336041927337646,1999-10-27
2.2234511375427246,1999-10-28
2.2234511375427246,1999-10-29
2.1422295570373535,1999-11-01
2.2031450271606445,1999-11-02
2.314826488494873,1999-11-03
2.335131883621216,1999-11-04
2.2640626430511475,1999-11-05
2.192992687225342,1999-11-08
2.1726880073547363,1999-11-09
2.1625354290008545,1999-11-10
2.192992687225342,1999-11-11
2.1523823738098145,1999-11-12
2.1828408241271973,1999-11-15
2.213299036026001,1999-11-16
2.192992687225342,1999-11-17
2.2336041927337646,1999-11-18
2.2539095878601074,1999-11-19
2.213299036026001,1999-11-22
2.314826488494873,1999-11-23
2.385896682739258,1999-11-24
2.324979782104492,1999-11-26
2.2742154598236084,1999-11-29
2.2336041927337646,1999-11-30
2.2742154598236084,1999-12-01
2.324979782104492,1999-12-02
2.548339605331421,1999-12-03
2.8732268810272217,1999-12-06
2.761547327041626,1999-12-07
2.6803247928619385,1999-12-08
2.6803247928619385,1999-12-09
2.6397135257720947,1999-12-10
2.6194090843200684,1999-12-13
2.6904783248901367,1999-12-14
2.5787973403930664,1999-12-15
2.609255313873291,1999-12-16
2.6498663425445557,1999-12-17
2.6600186824798584,1999-12-20
2.6549434661865234,1999-12-21
2.5787973403930664,1999-12-22
2.548339605331421,1999-12-23
2.5889503955841064,1999-12-27
2.629560947418213,1999-12-28
2.6194090843200684,1999-12-29
2.6397135257720947,1999-12-30
2.5889503955841064,1999-12-31
2.5889503955841064,2000-01-03
2.446812391281128,2000-01-04
2.629560947418213,2000-01-05
2.6600186824798584,2000-01-06
2.751394271850586,2000-01-07
2.8427696228027344,2000-01-10
2.720935821533203,2000-01-11
2.8630752563476562,2000-01-12
2.8935329914093018,2000-01-13
2.903686285018921,2000-01-14
2.913837432861328,2000-01-18
2.8072335720062256,2000-01-19
2.8326165676116943,2000-01-20
2.8326165676116943,2000-01-21
2.761547327041626,2000-01-24
2.629560947418213,2000-01-25
2.7006304264068604,2000-01-26
2.6803247928619385,2000-01-27
2.670173168182373,2000-01-28
2.528034210205078,2000-01-31
2.7920050621032715,2000-02-01
2.822463035583496,2000-02-02
2.7006304264068604,2000-02-03
2.7006304264068604,2000-02-04
2.741241455078125,2000-02-07
2.670173168182373,2000-02-08
2.629560947418213,2000-02-09
2.6803247928619385,2000-02-10
2.528034210205078,2000-02-11
2.446812391281128,2000-02-14
2.538186550140381,2000-02-15
2.720935821533203,2000-02-16
2.741241455078125,2000-02-17
2.670173168182373,2000-02-18
2.6904783248901367,2000-02-22
2.7006304264068604,2000-02-23
2.670173168182373,2000-02-24
2.609255313873291,2000-02-25
2.5787973403930664,2000-02-28
2.497575521469116,2000-02-29
2.538186550140381,2000-03-01
2.528034210205078,2000-03-02
2.5077288150787354,2000-03-03
2.294520378112793,2000-03-06
2.1726880073547363,2000-03-07
2.192992687225342,2000-03-08
2.1523823738098145,2000-03-09
2.1219241619110107,2000-03-10
2.071159839630127,2000-03-13
1.9594814777374268,2000-03-14
1.8985635042190552,2000-03-15
2.2336041927337646,2000-03-16
2.11177134513855,2000-03-17
2.1320769786834717,2000-03-20
2.2031450271606445,2000-03-21
2.2742154598236084,2000-03-22
2.2336041927337646,2000-03-23
2.1726880073547363,2000-03-24
2.091465711593628,2000-03-27
1.979785442352295,2000-03-28
1.8884100914001465,2000-03-29
1.8884100914001465,2000-03-30
1.8782581090927124,2000-03-31
1.8274948596954346,2000-04-03
1.9239449501037598,2000-04-04
1.8477997779846191,2000-04-05
1.8681057691574097,2000-04-06
1.9493272304534912,2000-04-07
1.8681057691574097,2000-04-10
1.8782581090927124,2000-04-11
2.050854444503784,2000-04-12
2.0610079765319824,2000-04-13
2.071159839630127,2000-04-14
2.0102438926696777,2000-04-17
1.9290223121643066,2000-04-18
1.8985635042190552,2000-04-19
1.8884100914001465,2000-04-20
1.7868837118148804,2000-04-24
1.9087165594100952,2000-04-25
1.8681057691574097,2000-04-26
1.8681057691574097,2000-04-27
1.8477997779846191,2000-04-28
1.8681057691574097,2000-05-01
1.837647557258606,2000-05-02
1.7767306566238403,2000-05-03
1.746272325515747,2000-05-04
1.8884100914001465,2000-05-05
1.8477997779846191,2000-05-08
1.7767306566238403,2000-05-09
1.6904327869415283,2000-05-10
1.7868837118148804,2000-05-11
1.7564256191253662,2000-05-12
1.746272325515747,2000-05-15
1.7056607007980347,2000-05-16
1.6244392395019531,2000-05-17
1.6345915794372559,2000-05-18
1.6244392395019531,2000-05-19
1.5026060342788696,2000-05-22
1.5939812660217285,2000-05-23
1.6650505065917969,2000-05-24
1.6041334867477417,2000-05-25
1.6244392395019531,2000-05-26
1.6345915794372559,2000-05-30
1.5127588510513306,2000-05-31
1.6244392395019531,2000-06-01
1.6244392395019531,2000-06-02
1.5838282108306885,2000-06-05
1.5356025695800781,2000-06-06
1.5482945442199707,2000-06-07
1.4823009967803955,2000-06-08
1.4823009967803955,2000-06-09
1.4518431425094604,2000-06-12
1.5635229349136353,2000-06-13
1.5736761093139648,2000-06-14
1.5838282108306885,2000-06-15
