DE,Date
0.6720884442329407,1972-06-01
0.6851639151573181,1972-06-02
0.682549238204956,1972-06-05
0.6760112643241882,1972-06-06
0.6681658029556274,1972-06-07
0.6747039556503296,1972-06-08
0.6707808971405029,1972-06-09
0.6590129137039185,1972-06-12
0.6511679291725159,1972-06-13
0.6616279482841492,1972-06-14
0.6642434000968933,1972-06-15
0.6668584942817688,1972-06-16
0.6668584942817688,1972-06-19
0.6668584942817688,1972-06-20
0.6616279482841492,1972-06-21
0.6537827849388123,1972-06-22
0.6393994688987732,1972-06-23
0.6224009394645691,1972-06-26
0.6276310682296753,1972-06-27
0.6263239979743958,1972-06-28
0.6197861433029175,1972-06-29
0.6197861433029175,1972-06-30
0.6197861433029175,1972-07-03
0.625015914440155,1972-07-05
0.6302463412284851,1972-07-06
0.6485521793365479,1972-07-07
0.6459376811981201,1972-07-10
0.6485521793365479,1972-07-11
0.6485521793365479,1972-07-12
0.647244930267334,1972-07-13
0.647244930267334,1972-07-14
0.6485521793365479,1972-07-17
0.6498598456382751,1972-07-18
0.6537827849388123,1972-07-19
0.6498598456382751,1972-07-20
0.6485521793365479,1972-07-21
0.6433221101760864,1972-07-24
0.6407066583633423,1972-07-25
0.6511679291725159,1972-07-26
0.6407066583633423,1972-07-27
0.63547682762146,1972-07-28
0.6341691613197327,1972-07-31
0.6302463412284851,1972-08-01
0.6302463412284851,1972-08-02
0.63547682762146,1972-08-03
0.6393994688987732,1972-08-04
0.6590129137039185,1972-08-07
0.6694736480712891,1972-08-08
0.6733962893486023,1972-08-09
0.6838565468788147,1972-08-10
0.7060853838920593,1972-08-11
0.7165459990501404,1972-08-14
0.730928361415863,1972-08-15
0.7270058393478394,1972-08-16
0.7570800185203552,1972-08-17
0.7740785479545593,1972-08-18
0.7766938209533691,1972-08-21
0.8054602146148682,1972-08-22
0.8106904625892639,1972-08-23
0.8067675828933716,1972-08-24
0.8128812313079834,1972-08-25
0.7997062802314758,1972-08-28
0.7931182384490967,1972-08-29
0.8141981959342957,1972-08-30
0.8247378468513489,1972-08-31
0.8247378468513489,1972-09-01
0.8207859992980957,1972-09-05
0.8207859992980957,1972-09-06
0.8181509375572205,1972-09-07
0.8221030235290527,1972-09-08
0.8155162930488586,1972-09-11
0.7825796008110046,1972-09-12
0.7891671061515808,1972-09-13
0.7944359183311462,1972-09-14
0.7891671061515808,1972-09-15
0.7799441814422607,1972-09-18
0.7852144837379456,1972-09-19
0.7852144837379456,1972-09-20
0.7786263823509216,1972-09-21
0.7588644623756409,1972-09-22
0.7641343474388123,1972-09-25
0.7904840111732483,1972-09-26
0.8221030235290527,1972-09-27
0.8431826233863831,1972-09-28
0.8563575148582458,1972-09-29
0.8326428532600403,1972-10-02
0.8431826233863831,1972-10-03
0.8510878086090088,1972-10-04
0.827373206615448,1972-10-05
0.8352785706520081,1972-10-06
0.8537228107452393,1972-10-09
0.8589930534362793,1972-10-10
0.8510878086090088,1972-10-11
0.8484521508216858,1972-10-12
0.8379132151603699,1972-10-13
0.827373206615448,1972-10-16
0.8379132151603699,1972-10-17
0.827373206615448,1972-10-18
0.8168342113494873,1972-10-19
0.8379132151603699,1972-10-20
0.8510878086090088,1972-10-23
0.8431826233863831,1972-10-24
0.8537228107452393,1972-10-25
0.8431826233863831,1972-10-26
0.7983890771865845,1972-10-27
0.8221030235290527,1972-10-30
0.8695323467254639,1972-10-31
0.8853422999382019,1972-11-01
0.9222309589385986,1972-11-02
0.9116908311843872,1972-11-03
0.9248655438423157,1972-11-06
0.9222309589385986,1972-11-08
0.945945680141449,1972-11-09
0.9327712059020996,1972-11-10
0.9248655438423157,1972-11-13
0.9301357865333557,1972-11-14
0.9248655438423157,1972-11-15
0.9248655438423157,1972-11-16
0.9485806822776794,1972-11-17
0.95912104845047,1972-11-20
0.9907400608062744,1972-11-21
0.9854692816734314,1972-11-22
0.9670251607894897,1972-11-24
0.9674494862556458,1972-11-27
0.9886536002159119,1972-11-28
0.9966055750846863,1972-11-29
1.0072070360183716,1972-11-30
1.0098580121994019,1972-12-01
0.9992562532424927,1972-12-04
0.983352541923523,1972-12-05
0.9886536002159119,1972-12-06
0.9860035181045532,1972-12-07
0.9621483683586121,1972-12-08
0.9674494862556458,1972-12-11
0.9780513048171997,1972-12-12
0.9727503657341003,1972-12-13
0.9701002836227417,1972-12-14
0.9701002836227417,1972-12-15
0.9541966319084167,1972-12-18
0.9807019233703613,1972-12-19
0.9913037419319153,1972-12-20
0.9727503657341003,1972-12-21
0.9541966319084167,1972-12-22
0.9488956332206726,1972-12-26
0.9435944557189941,1972-12-27
0.9701002836227417,1972-12-29
0.9488956332206726,1973-01-02
0.9488956332206726,1973-01-03
0.9488956332206726,1973-01-04
0.935642659664154,1973-01-05
0.91973876953125,1973-01-08
0.9621483683586121,1973-01-09
0.9621483683586121,1973-01-10
0.9488956332206726,1973-01-11
0.9409438967704773,1973-01-12
0.9170883893966675,1973-01-15
0.9011862874031067,1973-01-16
0.9011862874031067,1973-01-17
0.8985350728034973,1973-01-18
0.8879334330558777,1973-01-19
0.8826318383216858,1973-01-22
0.9276909828186035,1973-01-23
0.91973876953125,1973-01-24
0.9276909828186035,1973-01-26
0.9303411245346069,1973-01-29
0.9382936358451843,1973-01-30
0.9568474292755127,1973-01-31
0.9568474292755127,1973-02-01
0.9435944557189941,1973-02-02
0.935642659664154,1973-02-05
0.9382936358451843,1973-02-06
0.935642659664154,1973-02-07
0.9462450742721558,1973-02-08
0.9541966319084167,1973-02-09
0.983352541923523,1973-02-12
1.0072070360183716,1973-02-13
0.9886536002159119,1973-02-14
1.0098580121994019,1973-02-15
1.015159010887146,1973-02-16
1.0310620069503784,1973-02-20
1.0178104639053345,1973-02-21
0.9992562532424927,1973-02-22
0.9756900668144226,1973-02-23
0.96502685546875,1973-02-26
0.9410340785980225,1973-02-27
0.9943507313728333,1973-02-28
0.9890192747116089,1973-03-01
1.0210084915161133,1973-03-02
1.0316721200942993,1973-03-05
1.050333023071289,1973-03-06
1.0423359870910645,1973-03-07
1.0130112171173096,1973-03-08
1.0050138235092163,1973-03-09
1.0103453397750854,1973-03-12
0.9916844367980957,1973-03-13
0.9916844367980957,1973-03-14
0.967692494392395,1973-03-15
0.9703581929206848,1973-03-16
0.9410340785980225,1973-03-19
0.9570288062095642,1973-03-20
0.9516974687576294,1973-03-21
0.9490319490432739,1973-03-22
0.9570288062095642,1973-03-23
0.9437001943588257,1973-03-26
0.9596952795982361,1973-03-27
0.9570288062095642,1973-03-28
0.9596952795982361,1973-03-29
0.9410340785980225,1973-03-30
0.9437001943588257,1973-04-02
0.8957153558731079,1973-04-03
0.8930493593215942,1973-04-04
0.8770549297332764,1973-04-05
0.8930493593215942,1973-04-06
0.9197077751159668,1973-04-09
0.9383684396743774,1973-04-10
0.9357025027275085,1973-04-11
0.9277061223983765,1973-04-12
0.9250393509864807,1973-04-13
0.9010470509529114,1973-04-16
0.9037132263183594,1973-04-17
0.9170418381690979,1973-04-18
0.9330366253852844,1973-04-19
0.8877183794975281,1973-04-23
0.8797203302383423,1973-04-24
0.8423991799354553,1973-04-25
0.8237380981445312,1973-04-26
0.797080397605896,1973-04-27
0.7997459173202515,1973-04-30
0.8077438473701477,1973-05-01
0.8290699124336243,1973-05-02
0.9117105007171631,1973-05-03
0.8850522041320801,1973-05-04
