NVR,Date
35.909420013427734,1986-11-17
35.71687316894531,1986-11-18
34.65788650512695,1986-11-19
35.42805862426758,1986-11-20
35.42805862426758,1986-11-21
35.42805862426758,1986-11-24
35.139244079589844,1986-11-25
35.62059783935547,1986-11-26
35.71687316894531,1986-11-28
35.71687316894531,1986-12-01
35.81314468383789,1986-12-02
35.71687316894531,1986-12-03
35.42805862426758,1986-12-04
35.139244079589844,1986-12-05
35.139244079589844,1986-12-08
35.139244079589844,1986-12-09
35.235511779785156,1986-12-10
35.042964935302734,1986-12-11
34.94669723510742,1986-12-12
35.042964935302734,1986-12-15
34.754150390625,1986-12-16
35.139244079589844,1986-12-17
34.94669723510742,1986-12-18
34.94669723510742,1986-12-19
35.042964935302734,1986-12-22
34.94669723510742,1986-12-23
35.042964935302734,1986-12-24
35.235511779785156,1986-12-26
35.235511779785156,1986-12-29
35.042964935302734,1986-12-30
35.139244079589844,1986-12-31
35.331787109375,1987-01-02
35.52433395385742,1987-01-05
35.62059783935547,1987-01-06
35.62059783935547,1987-01-07
35.71687316894531,1987-01-08
35.62059783935547,1987-01-09
35.62059783935547,1987-01-12
35.62059783935547,1987-01-13
35.71687316894531,1987-01-14
35.71687316894531,1987-01-15
35.71687316894531,1987-01-16
35.71687316894531,1987-01-19
35.81314468383789,1987-01-20
35.81314468383789,1987-01-21
35.81314468383789,1987-01-22
35.81314468383789,1987-01-23
35.81314468383789,1987-01-26
35.81314468383789,1987-01-27
35.81314468383789,1987-01-28
35.909420013427734,1987-01-29
35.909420013427734,1987-01-30
36.101959228515625,1987-02-02
36.00569152832031,1987-02-03
36.00569152832031,1987-02-04
36.101959228515625,1987-02-05
36.101959228515625,1987-02-06
36.101959228515625,1987-02-09
36.1982307434082,1987-02-10
36.1982307434082,1987-02-11
36.101959228515625,1987-02-12
36.101959228515625,1987-02-13
36.101959228515625,1987-02-17
36.101959228515625,1987-02-18
36.00569152832031,1987-02-19
36.101959228515625,1987-02-20
36.00569152832031,1987-02-23
36.00569152832031,1987-02-24
36.1982307434082,1987-02-25
36.1982307434082,1987-02-26
36.1982307434082,1987-02-27
36.29450225830078,1987-03-02
36.39077377319336,1987-03-03
36.39077377319336,1987-03-04
36.29450225830078,1987-03-05
36.1982307434082,1987-03-06
36.1982307434082,1987-03-09
36.1982307434082,1987-03-10
36.29450225830078,1987-03-11
36.1982307434082,1987-03-12
36.1982307434082,1987-03-13
36.39077377319336,1987-03-16
36.48705291748047,1987-03-17
36.39077377319336,1987-03-18
36.29450225830078,1987-03-19
36.39077377319336,1987-03-20
36.29450225830078,1987-03-23
36.29450225830078,1987-03-24
36.29450225830078,1987-03-25
36.1982307434082,1987-03-26
36.29450225830078,1987-03-27
36.29450225830078,1987-03-30
36.29450225830078,1987-03-31
36.29450225830078,1987-04-01
36.29450225830078,1987-04-02
36.39077377319336,1987-04-03
36.48705291748047,1987-04-06
36.39077377319336,1987-04-07
36.29450225830078,1987-04-08
36.39077377319336,1987-04-09
36.29450225830078,1987-04-10
36.29450225830078,1987-04-13
36.29450225830078,1987-04-14
36.39077377319336,1987-04-15
36.29450225830078,1987-04-16
36.29450225830078,1987-04-20
36.29450225830078,1987-04-21
36.39077377319336,1987-04-22
36.29450225830078,1987-04-23
36.29450225830078,1987-04-24
36.39077377319336,1987-04-27
36.39077377319336,1987-04-28
36.39077377319336,1987-04-29
36.29450225830078,1987-04-30
36.39077377319336,1987-05-01
36.39077377319336,1987-05-04
36.48705291748047,1987-05-05
36.48705291748047,1987-05-06
36.48705291748047,1987-05-07
36.39077377319336,1987-05-08
36.58332061767578,1987-05-11
36.39077377319336,1987-05-12
36.39077377319336,1987-05-13
36.39077377319336,1987-05-14
36.39077377319336,1987-05-15
36.39077377319336,1987-05-18
36.39077377319336,1987-05-19
36.39077377319336,1987-05-20
36.39077377319336,1987-05-21
36.29450225830078,1987-05-22
36.58332061767578,1987-05-26
36.679595947265625,1987-05-27
36.679595947265625,1987-05-28
36.58332061767578,1987-05-29
36.679595947265625,1987-06-01
36.58332061767578,1987-06-02
36.48705291748047,1987-06-03
36.39077377319336,1987-06-04
36.29450225830078,1987-06-05
36.29450225830078,1987-06-08
36.39077377319336,1987-06-09
36.29450225830078,1987-06-10
36.39077377319336,1987-06-11
36.39077377319336,1987-06-12
36.29450225830078,1987-06-15
36.39077377319336,1987-06-16
36.29450225830078,1987-06-17
36.39077377319336,1987-06-18
36.39077377319336,1987-06-19
36.29450225830078,1987-06-22
7.894297122955322,1987-06-23
7.894297122955322,1987-06-24
7.701751708984375,1987-06-25
7.701751708984375,1987-06-26
7.605480670928955,1987-06-29
7.412937164306641,1987-06-30
7.220392227172852,1987-07-01
7.124120235443115,1987-07-02
6.931576728820801,1987-07-06
7.027848720550537,1987-07-07
6.8353047370910645,1987-07-08
7.124120235443115,1987-07-09
6.931576728820801,1987-07-10
6.739032745361328,1987-07-13
6.642760276794434,1987-07-14
6.8353047370910645,1987-07-15
6.8353047370910645,1987-07-16
6.642760276794434,1987-07-17
6.8353047370910645,1987-07-20
6.5464887619018555,1987-07-21
6.257673740386963,1987-07-22
6.5464887619018555,1987-07-23
6.450217247009277,1987-07-24
6.257673740386963,1987-07-27
6.161401271820068,1987-07-28
6.065129280090332,1987-07-29
6.450217247009277,1987-07-30
6.8353047370910645,1987-07-31
6.931576728820801,1987-08-03
6.931576728820801,1987-08-04
6.739032745361328,1987-08-05
6.642760276794434,1987-08-06
6.5464887619018555,1987-08-07
6.450217247009277,1987-08-10
6.257673740386963,1987-08-11
6.257673740386963,1987-08-12
6.353944778442383,1987-08-13
6.353944778442383,1987-08-14
6.257673740386963,1987-08-17
6.353944778442383,1987-08-18
6.257673740386963,1987-08-19
6.353944778442383,1987-08-20
6.450217247009277,1987-08-21
6.450217247009277,1987-08-24
6.353944778442383,1987-08-25
6.257673740386963,1987-08-26
6.257673740386963,1987-08-27
6.353944778442383,1987-08-28
6.257673740386963,1987-08-31
6.161401271820068,1987-09-01
6.257673740386963,1987-09-02
6.161401271820068,1987-09-03
5.872585296630859,1987-09-04
5.391226291656494,1987-09-08
5.19868278503418,1987-09-09
5.19868278503418,1987-09-10
5.2949538230896,1987-09-11
5.006138324737549,1987-09-14
4.813595294952393,1987-09-15
4.524778842926025,1987-09-16
4.909866809844971,1987-09-17
5.391226291656494,1987-09-18
5.006138324737549,1987-09-21
5.006138324737549,1987-09-22
5.102410316467285,1987-09-23
4.909866809844971,1987-09-24
4.78031063079834,1987-09-25
4.78031063079834,1987-09-28
4.78031063079834,1987-09-29
4.87786865234375,1987-09-30
5.072981834411621,1987-10-01
5.268097400665283,1987-10-02
5.170539379119873,1987-10-05
5.268097400665283,1987-10-06
5.3656535148620605,1987-10-07
5.268097400665283,1987-10-08
5.268097400665283,1987-10-09
5.072981834411621,1987-10-12
5.072981834411621,1987-10-13
4.78031063079834,1987-10-14
4.682753086090088,1987-10-15
4.4876389503479,1987-10-16
3.5120649337768555,1987-10-19
3.4145076274871826,1987-10-20
4.097408771514893,1987-10-21
3.8047373294830322,1987-10-22
3.4145076274871826,1987-10-23
3.2193925380706787,1987-10-26
3.121835470199585,1987-10-27
3.024277925491333,1987-10-28
3.3169500827789307,1987-10-29
3.5120649337768555,1987-10-30
3.5120649337768555,1987-11-02
3.2193925380706787,1987-11-03
3.2193925380706787,1987-11-04
3.2193925380706787,1987-11-05
3.3169500827789307,1987-11-06
3.3169500827789307,1987-11-09
3.3169500827789307,1987-11-10
3.5120649337768555,1987-11-11
3.707179546356201,1987-11-12
3.8047373294830322,1987-11-13
3.8047373294830322,1987-11-16
3.609622001647949,1987-11-17
3.5120649337768555,1987-11-18
3.2193925380706787,1987-11-19
3.2193925380706787,1987-11-20
3.121835470199585,1987-11-23
3.2193925380706787,1987-11-24
3.4145076274871826,1987-11-25
3.3169500827789307,1987-11-27
3.121835470199585,1987-11-30
3.121835470199585,1987-12-01
3.2193925380706787,1987-12-02
3.2193925380706787,1987-12-03
3.121835470199585,1987-12-04
3.024277925491333,1987-12-07
3.121835470199585,1987-12-08
3.121835470199585,1987-12-09
3.024277925491333,1987-12-10
3.024277925491333,1987-12-11
2.8291633129119873,1987-12-14
2.926720142364502,1987-12-15
2.8291633129119873,1987-12-16
3.2193925380706787,1987-12-17
3.2193925380706787,1987-12-18
3.3169500827789307,1987-12-21
3.121835470199585,1987-12-22
3.2193925380706787,1987-12-23
3.239640712738037,1987-12-24
3.239640712738037,1987-12-28
3.0371627807617188,1987-12-29
3.0371627807617188,1987-12-30
3.0371627807617188,1987-12-31
3.5433568954467773,1988-01-04
3.5433568954467773,1988-01-05
3.948312520980835,1988-01-06
4.049550533294678,1988-01-07
3.6445956230163574,1988-01-08
3.6445956230163574,1988-01-11
3.7458345890045166,1988-01-12
3.948312520980835,1988-01-13
4.150789260864258,1988-01-14
4.150789260864258,1988-01-15
4.150789260864258,1988-01-18
4.150789260864258,1988-01-19
4.150789260864258,1988-01-20
4.049550533294678,1988-01-21
4.049550533294678,1988-01-22
4.049550533294678,1988-01-25
4.150789260864258,1988-01-26
4.252028465270996,1988-01-27
4.252028465270996,1988-01-28
4.656983852386475,1988-01-29
5.163177013397217,1988-02-01
5.669371128082275,1988-02-02
5.466893672943115,1988-02-03
5.264416217803955,1988-02-04
5.568131923675537,1988-02-05
5.365653991699219,1988-02-08
5.264416217803955,1988-02-09
5.365653991699219,1988-02-10
5.365653991699219,1988-02-11
5.568131923675537,1988-02-12
5.365653991699219,1988-02-16
5.365653991699219,1988-02-17
5.163177013397217,1988-02-18
4.758221626281738,1988-02-19
4.555744647979736,1988-02-22
4.656983852386475,1988-02-23
4.656983852386475,1988-02-24
4.656983852386475,1988-02-25
4.656983852386475,1988-02-26
4.656983852386475,1988-02-29
4.656983852386475,1988-03-01
4.454505443572998,1988-03-02
4.656983852386475,1988-03-03
4.555744647979736,1988-03-04
4.252028465270996,1988-03-07
4.454505443572998,1988-03-08
4.353266716003418,1988-03-09
4.252028465270996,1988-03-10
4.150789260864258,1988-03-11
4.049550533294678,1988-03-14
4.252028465270996,1988-03-15
4.555744647979736,1988-03-16
4.454505443572998,1988-03-17
4.454505443572998,1988-03-18
4.454505443572998,1988-03-21
4.353266716003418,1988-03-22
4.454505443572998,1988-03-23
4.252028465270996,1988-03-24
4.215018272399902,1988-03-25
4.112212657928467,1988-03-28
4.317823886871338,1988-03-29
4.317823886871338,1988-03-30
4.215018272399902,1988-03-31
4.215018272399902,1988-04-04
4.112212657928467,1988-04-05
4.112212657928467,1988-04-06
4.112212657928467,1988-04-07
4.112212657928467,1988-04-08
4.215018272399902,1988-04-11
4.112212657928467,1988-04-12
4.009407997131348,1988-04-13
3.8037972450256348,1988-04-14
4.009407997131348,1988-04-15
3.906602621078491,1988-04-18
4.009407997131348,1988-04-19
4.215018272399902,1988-04-20
4.317823886871338,1988-04-21
4.317823886871338,1988-04-22
4.112212657928467,1988-04-25
4.215018272399902,1988-04-26
4.317823886871338,1988-04-27
4.215018272399902,1988-04-28
4.420629024505615,1988-04-29
4.523434162139893,1988-05-02
4.729045391082764,1988-05-03
4.934655666351318,1988-05-04
4.934655666351318,1988-05-05
4.934655666351318,1988-05-06
4.729045391082764,1988-05-09
4.729045391082764,1988-05-10
4.729045391082764,1988-05-11
4.831850051879883,1988-05-12
4.934655666351318,1988-05-13
5.243071556091309,1988-05-16
5.037461280822754,1988-05-17
5.243071556091309,1988-05-18
5.1402668952941895,1988-05-19
5.1402668952941895,1988-05-20
5.1402668952941895,1988-05-23
5.1402668952941895,1988-05-24
5.037461280822754,1988-05-25
5.037461280822754,1988-05-26
5.037461280822754,1988-05-27
5.1402668952941895,1988-05-31
5.243071556091309,1988-06-01
5.243071556091309,1988-06-02
5.345877170562744,1988-06-03
5.448681831359863,1988-06-06
5.448681831359863,1988-06-07
5.448681831359863,1988-06-08
5.448681831359863,1988-06-09
5.345877170562744,1988-06-10
5.345877170562744,1988-06-13
5.551487922668457,1988-06-14
5.448681831359863,1988-06-15
5.345877170562744,1988-06-16
5.345877170562744,1988-06-17
5.448681831359863,1988-06-20
5.448681831359863,1988-06-21
5.654292583465576,1988-06-22
5.757098197937012,1988-06-23
5.859903812408447,1988-06-24
5.962709426879883,1988-06-27
6.06551456451416,1988-06-28
5.962709426879883,1988-06-29
5.962709426879883,1988-06-30
5.859903812408447,1988-07-01
5.757098197937012,1988-07-05
5.654292583465576,1988-07-06
5.448681831359863,1988-07-07
5.345877170562744,1988-07-08
5.551487922668457,1988-07-11
5.448681831359863,1988-07-12
5.448681831359863,1988-07-13
5.551487922668457,1988-07-14
5.345877170562744,1988-07-15
5.243071556091309,1988-07-18
5.243071556091309,1988-07-19
5.243071556091309,1988-07-20
5.1402668952941895,1988-07-21
5.345877170562744,1988-07-22
5.448681831359863,1988-07-25
5.553465366363525,1988-07-26
5.448681831359863,1988-07-27
5.553465366363525,1988-07-28
5.6582465171813965,1988-07-29
5.553465366363525,1988-08-01
5.553465366363525,1988-08-02
5.553465366363525,1988-08-03
5.553465366363525,1988-08-04
5.553465366363525,1988-08-05
5.553465366363525,1988-08-08
5.448681831359863,1988-08-09
5.343900203704834,1988-08-10
5.134335517883301,1988-08-11
5.134335517883301,1988-08-12
5.134335517883301,1988-08-15
5.029552936553955,1988-08-16
5.134335517883301,1988-08-17
5.134335517883301,1988-08-18
5.239117622375488,1988-08-19
5.134335517883301,1988-08-22
5.029552936553955,1988-08-23
5.134335517883301,1988-08-24
5.029552936553955,1988-08-25
5.029552936553955,1988-08-26
5.134335517883301,1988-08-29
5.239117622375488,1988-08-30
5.239117622375488,1988-08-31
5.134335517883301,1988-09-01
5.029552936553955,1988-09-02
5.029552936553955,1988-09-06
4.924769878387451,1988-09-07
5.029552936553955,1988-09-08
5.029552936553955,1988-09-09
4.924769878387451,1988-09-12
4.924769878387451,1988-09-13
5.029552936553955,1988-09-14
4.924769878387451,1988-09-15
5.029552936553955,1988-09-16
5.029552936553955,1988-09-19
4.924769878387451,1988-09-20
4.81998872756958,1988-09-21
4.81998872756958,1988-09-22
4.81998872756958,1988-09-23
4.715206146240234,1988-09-26
4.81998872756958,1988-09-27
4.81998872756958,1988-09-28
4.6104230880737305,1988-09-29
4.81998872756958,1988-09-30
4.81998872756958,1988-10-03
4.81998872756958,1988-10-04
4.924769878387451,1988-10-05
5.029552936553955,1988-10-06
5.029552936553955,1988-10-07
5.239117622375488,1988-10-10
5.029552936553955,1988-10-11
5.134335517883301,1988-10-12
5.029552936553955,1988-10-13
5.134335517883301,1988-10-14
5.134335517883301,1988-10-17
4.924769878387451,1988-10-18
4.924769878387451,1988-10-19
5.029552936553955,1988-10-20
5.029552936553955,1988-10-21
4.924769878387451,1988-10-24
4.81998872756958,1988-10-25
4.924769878387451,1988-10-26
4.924769878387451,1988-10-27
5.029552936553955,1988-10-28
5.029552936553955,1988-10-31
5.239117622375488,1988-11-01
5.343900203704834,1988-11-02
5.239117622375488,1988-11-03
5.239117622375488,1988-11-04
5.343900203704834,1988-11-07
5.348177909851074,1988-11-08
5.455142498016357,1988-11-09
5.348177909851074,1988-11-10
5.348177909851074,1988-11-11
5.241215229034424,1988-11-14
5.241215229034424,1988-11-15
4.920324325561523,1988-11-16
4.920324325561523,1988-11-17
4.920324325561523,1988-11-18
4.813360691070557,1988-11-21
4.70639705657959,1988-11-22
4.813360691070557,1988-11-23
4.920324325561523,1988-11-25
4.920324325561523,1988-11-28
4.920324325561523,1988-11-29
4.813360691070557,1988-11-30
4.920324325561523,1988-12-01
4.920324325561523,1988-12-02
5.02728796005249,1988-12-05
5.02728796005249,1988-12-06
5.02728796005249,1988-12-07
5.02728796005249,1988-12-08
4.920324325561523,1988-12-09
5.02728796005249,1988-12-12
5.02728796005249,1988-12-13
4.920324325561523,1988-12-14
5.02728796005249,1988-12-15
5.134251117706299,1988-12-16
5.134251117706299,1988-12-19
5.134251117706299,1988-12-20
5.134251117706299,1988-12-21
5.02728796005249,1988-12-22
5.02728796005249,1988-12-23
5.134251117706299,1988-12-27
5.02728796005249,1988-12-28
5.134251117706299,1988-12-29
5.02728796005249,1988-12-30
5.134251117706299,1989-01-03
5.562105655670166,1989-01-04
5.348177909851074,1989-01-05
5.348177909851074,1989-01-06
5.455142498016357,1989-01-09
5.348177909851074,1989-01-10
5.455142498016357,1989-01-11
5.455142498016357,1989-01-12
5.348177909851074,1989-01-13
5.348177909851074,1989-01-16
5.455142498016357,1989-01-17
5.776032447814941,1989-01-18
5.776032447814941,1989-01-19
5.776032447814941,1989-01-20
5.776032447814941,1989-01-23
5.776032447814941,1989-01-24
5.776032447814941,1989-01-25
5.882996082305908,1989-01-26
5.882996082305908,1989-01-27
6.310850620269775,1989-01-30
6.4178147315979,1989-01-31
6.203886985778809,1989-02-01
6.310850620269775,1989-02-02
6.524777889251709,1989-02-03
6.4178147315979,1989-02-06
6.4178147315979,1989-02-07
6.4178147315979,1989-02-08
6.310850620269775,1989-02-09
6.203886985778809,1989-02-10
6.096923351287842,1989-02-13
6.4178147315979,1989-02-14
6.631741046905518,1989-02-15
6.690530300140381,1989-02-16
6.580850124359131,1989-02-17
6.690530300140381,1989-02-21
6.471168518066406,1989-02-22
6.690530300140381,1989-02-23
6.471168518066406,1989-02-24
6.142126560211182,1989-02-27
6.142126560211182,1989-02-28
6.142126560211182,1989-03-01
6.361487865447998,1989-03-02
6.361487865447998,1989-03-03
6.580850124359131,1989-03-06
6.361487865447998,1989-03-07
6.361487865447998,1989-03-08
6.361487865447998,1989-03-09
6.471168518066406,1989-03-10
6.361487865447998,1989-03-13
6.361487865447998,1989-03-14
6.580850124359131,1989-03-15
6.580850124359131,1989-03-16
6.361487865447998,1989-03-17
6.251806735992432,1989-03-20
6.142126560211182,1989-03-21
6.251806735992432,1989-03-22
