ALLY,Date
23.074541091918945,2017-11-27
23.320858001708984,2017-11-28
23.452816009521484,2017-11-29
23.628751754760742,2017-11-30
23.971834182739258,2017-12-01
24.244544982910156,2017-12-04
24.587627410888672,2017-12-05
24.53484344482422,2017-12-06
24.957103729248047,2017-12-07
25.203414916992188,2017-12-08
25.308982849121094,2017-12-11
25.652063369750977,2017-12-12
25.229808807373047,2017-12-13
25.062664031982422,2017-12-14
25.247400283813477,2017-12-15
25.335371017456055,2017-12-18
25.37936019897461,2017-12-19
25.537708282470703,2017-12-20
25.660858154296875,2017-12-21
25.731237411499023,2017-12-22
25.74883270263672,2017-12-26
25.704849243164062,2017-12-27
25.871990203857422,2017-12-28
25.652063369750977,2017-12-29
25.889583587646484,2018-01-02
25.766427993774414,2018-01-03
26.14469337463379,2018-01-04
26.58454704284668,2018-01-05
26.24146270751953,2018-01-08
26.72530174255371,2018-01-09
26.44379425048828,2018-01-10
26.830862045288086,2018-01-11
26.857254028320312,2018-01-12
26.663719177246094,2018-01-16
26.936429977416992,2018-01-17
26.716503143310547,2018-01-18
26.786880493164062,2018-01-19
26.962820053100586,2018-01-22
26.698909759521484,2018-01-23
26.602144241333008,2018-01-24
26.470184326171875,2018-01-25
26.716503143310547,2018-01-26
26.64612579345703,2018-01-29
27.12116813659668,2018-01-30
26.299585342407227,2018-01-31
26.62644386291504,2018-02-01
25.522165298461914,2018-02-02
24.532724380493164,2018-02-05
24.921432495117188,2018-02-06
25.08928680419922,2018-02-07
24.038005828857422,2018-02-08
24.35603904724121,2018-02-09
24.79775619506836,2018-02-12
25.009777069091797,2018-02-13
25.16879653930664,2018-02-14
25.380817413330078,2018-02-15
25.327810287475586,2018-02-16
25.354310989379883,2018-02-20
25.09811782836914,2018-02-21
24.638736724853516,2018-02-22
24.788921356201172,2018-02-23
