CDAY,Date
34.38999938964844,2019-01-04
35.90999984741211,2019-01-07
35.95000076293945,2019-01-08
35.619998931884766,2019-01-09
36.18000030517578,2019-01-10
35.95000076293945,2019-01-11
35.599998474121094,2019-01-14
36.63999938964844,2019-01-15
36.869998931884766,2019-01-16
37.38999938964844,2019-01-17
38.22999954223633,2019-01-18
37.599998474121094,2019-01-22
37.61000061035156,2019-01-23
38.88999938964844,2019-01-24
39.400001525878906,2019-01-25
39.619998931884766,2019-01-28
39.27000045776367,2019-01-29
40.61000061035156,2019-01-30
41.209999084472656,2019-01-31
41.369998931884766,2019-02-01
42.15999984741211,2019-02-04
43.54999923706055,2019-02-05
46.040000915527344,2019-02-06
43.439998626708984,2019-02-07
44.90999984741211,2019-02-08
45.130001068115234,2019-02-11
45.459999084472656,2019-02-12
45.36000061035156,2019-02-13
45.599998474121094,2019-02-14
45.7599983215332,2019-02-15
46.59000015258789,2019-02-19
47.529998779296875,2019-02-20
47.619998931884766,2019-02-21
48.400001525878906,2019-02-22
48.70000076293945,2019-02-25
48.970001220703125,2019-02-26
49.5099983215332,2019-02-27
49.02000045776367,2019-02-28
49.380001068115234,2019-03-01
47.68000030517578,2019-03-04
47.66999816894531,2019-03-05
48.16999816894531,2019-03-06
48.27000045776367,2019-03-07
48.900001525878906,2019-03-08
49.27000045776367,2019-03-11
49.650001525878906,2019-03-12
49.66999816894531,2019-03-13
50.290000915527344,2019-03-14
51.380001068115234,2019-03-15
49.84000015258789,2019-03-18
50.810001373291016,2019-03-19
49.93000030517578,2019-03-20
50.33000183105469,2019-03-21
49.599998474121094,2019-03-22
49.720001220703125,2019-03-25
50.13999938964844,2019-03-26
49.75,2019-03-27
50.150001525878906,2019-03-28
51.29999923706055,2019-03-29
51.43000030517578,2019-04-01
51.47999954223633,2019-04-02
51.779998779296875,2019-04-03
51.560001373291016,2019-04-04
51.869998931884766,2019-04-05
51.31999969482422,2019-04-08
51.02000045776367,2019-04-09
51.290000915527344,2019-04-10
51.59000015258789,2019-04-11
51.47999954223633,2019-04-12
51.849998474121094,2019-04-15
50.95000076293945,2019-04-16
50.099998474121094,2019-04-17
49.900001525878906,2019-04-18
50.709999084472656,2019-04-22
51.91999816894531,2019-04-23
51.869998931884766,2019-04-24
52.29999923706055,2019-04-25
52.47999954223633,2019-04-26
52.849998474121094,2019-04-29
53.150001525878906,2019-04-30
51.7599983215332,2019-05-01
49.4900016784668,2019-05-02
49.70000076293945,2019-05-03
50.150001525878906,2019-05-06
49.400001525878906,2019-05-07
49.83000183105469,2019-05-08
49.86000061035156,2019-05-09
50.36000061035156,2019-05-10
47.61000061035156,2019-05-13
49.04999923706055,2019-05-14
50.15999984741211,2019-05-15
51.97999954223633,2019-05-16
50.9900016784668,2019-05-17
50.04999923706055,2019-05-20
51.20000076293945,2019-05-21
51.04999923706055,2019-05-22
49.75,2019-05-23
50.849998474121094,2019-05-24
51.66999816894531,2019-05-28
50.0,2019-05-29
50.56999969482422,2019-05-30
49.18000030517578,2019-05-31
47.0,2019-06-03
47.86000061035156,2019-06-04
47.88999938964844,2019-06-05
48.86000061035156,2019-06-06
49.22999954223633,2019-06-07
50.9900016784668,2019-06-10
49.40999984741211,2019-06-11
50.119998931884766,2019-06-12
51.209999084472656,2019-06-13
50.7599983215332,2019-06-14
51.15999984741211,2019-06-17
52.13999938964844,2019-06-18
52.75,2019-06-19
52.77000045776367,2019-06-20
51.58000183105469,2019-06-21
50.61000061035156,2019-06-24
48.220001220703125,2019-06-25
47.880001068115234,2019-06-26
49.630001068115234,2019-06-27
50.20000076293945,2019-06-28
51.31999969482422,2019-07-01
51.95000076293945,2019-07-02
51.86000061035156,2019-07-03
51.86000061035156,2019-07-05
50.779998779296875,2019-07-08
50.15999984741211,2019-07-09
49.5,2019-07-10
49.52000045776367,2019-07-11
50.150001525878906,2019-07-12
49.93000030517578,2019-07-15
49.22999954223633,2019-07-16
49.91999816894531,2019-07-17
49.779998779296875,2019-07-18
48.2599983215332,2019-07-19
49.29999923706055,2019-07-22
49.56999969482422,2019-07-23
51.41999816894531,2019-07-24
51.43000030517578,2019-07-25
52.97999954223633,2019-07-26
52.130001068115234,2019-07-29
51.7400016784668,2019-07-30
53.310001373291016,2019-07-31
52.04999923706055,2019-08-01
52.65999984741211,2019-08-02
50.72999954223633,2019-08-05
50.279998779296875,2019-08-06
50.41999816894531,2019-08-07
51.59000015258789,2019-08-08
52.349998474121094,2019-08-09
52.709999084472656,2019-08-12
53.47999954223633,2019-08-13
50.41999816894531,2019-08-14
50.41999816894531,2019-08-15
50.63999938964844,2019-08-16
52.40999984741211,2019-08-19
54.08000183105469,2019-08-20
56.709999084472656,2019-08-21
58.060001373291016,2019-08-22
57.060001373291016,2019-08-23
57.310001373291016,2019-08-26
56.970001220703125,2019-08-27
57.220001220703125,2019-08-28
58.310001373291016,2019-08-29
57.77000045776367,2019-08-30
56.099998474121094,2019-09-03
57.45000076293945,2019-09-04
55.20000076293945,2019-09-05
54.27000045776367,2019-09-06
52.70000076293945,2019-09-09
51.720001220703125,2019-09-10
51.790000915527344,2019-09-11
52.369998931884766,2019-09-12
51.790000915527344,2019-09-13
51.88999938964844,2019-09-16
52.40999984741211,2019-09-17
52.349998474121094,2019-09-18
51.790000915527344,2019-09-19
51.88999938964844,2019-09-20
51.66999816894531,2019-09-23
49.58000183105469,2019-09-24
50.29999923706055,2019-09-25
50.310001373291016,2019-09-26
49.0099983215332,2019-09-27
49.369998931884766,2019-09-30
49.33000183105469,2019-10-01
47.630001068115234,2019-10-02
47.70000076293945,2019-10-03
48.29999923706055,2019-10-04
49.15999984741211,2019-10-07
48.2599983215332,2019-10-08
49.08000183105469,2019-10-09
48.83000183105469,2019-10-10
49.41999816894531,2019-10-11
49.16999816894531,2019-10-14
49.75,2019-10-15
46.20000076293945,2019-10-16
45.630001068115234,2019-10-17
44.7400016784668,2019-10-18
45.380001068115234,2019-10-21
42.66999816894531,2019-10-22
43.13999938964844,2019-10-23
45.119998931884766,2019-10-24
46.189998626708984,2019-10-25
46.20000076293945,2019-10-28
45.02000045776367,2019-10-29
45.43000030517578,2019-10-30
48.25,2019-10-31
49.5099983215332,2019-11-01
49.779998779296875,2019-11-04
50.0,2019-11-05
50.31999969482422,2019-11-06
50.029998779296875,2019-11-07
55.13999938964844,2019-11-08
54.0,2019-11-11
55.119998931884766,2019-11-12
53.650001525878906,2019-11-13
55.08000183105469,2019-11-14
56.540000915527344,2019-11-15
57.689998626708984,2019-11-18
58.65999984741211,2019-11-19
58.93000030517578,2019-11-20
57.56999969482422,2019-11-21
58.369998931884766,2019-11-22
59.63999938964844,2019-11-25
60.04999923706055,2019-11-26
60.529998779296875,2019-11-27
60.36000061035156,2019-11-29
60.369998931884766,2019-12-02
61.56999969482422,2019-12-03
61.59000015258789,2019-12-04
61.939998626708984,2019-12-05
62.470001220703125,2019-12-06
61.75,2019-12-09
61.97999954223633,2019-12-10
62.040000915527344,2019-12-11
61.56999969482422,2019-12-12
62.5099983215332,2019-12-13
63.20000076293945,2019-12-16
63.16999816894531,2019-12-17
64.4000015258789,2019-12-18
65.02999877929688,2019-12-19
65.72000122070312,2019-12-20
66.47000122070312,2019-12-23
66.7300033569336,2019-12-24
67.83000183105469,2019-12-26
67.8499984741211,2019-12-27
68.01000213623047,2019-12-30
67.87999725341797,2019-12-31
70.0199966430664,2020-01-02
69.51000213623047,2020-01-03
69.41000366210938,2020-01-06
70.11000061035156,2020-01-07
70.37999725341797,2020-01-08
71.4800033569336,2020-01-09
71.48999786376953,2020-01-10
72.5999984741211,2020-01-13
72.44999694824219,2020-01-14
73.3499984741211,2020-01-15
72.81999969482422,2020-01-16
72.7300033569336,2020-01-17
72.22000122070312,2020-01-21
72.5,2020-01-22
72.58000183105469,2020-01-23
71.58000183105469,2020-01-24
71.4800033569336,2020-01-27
72.87000274658203,2020-01-28
72.69000244140625,2020-01-29
74.83000183105469,2020-01-30
73.29000091552734,2020-01-31
75.05000305175781,2020-02-03
77.88999938964844,2020-02-04
73.43000030517578,2020-02-05
65.87999725341797,2020-02-06
66.91000366210938,2020-02-07
69.08999633789062,2020-02-10
68.52999877929688,2020-02-11
69.81999969482422,2020-02-12
72.37000274658203,2020-02-13
73.68000030517578,2020-02-14
74.12000274658203,2020-02-18
75.5,2020-02-19
75.19999694824219,2020-02-20
74.94999694824219,2020-02-21
74.05000305175781,2020-02-24
73.08999633789062,2020-02-25
73.83999633789062,2020-02-26
72.44000244140625,2020-02-27
70.7300033569336,2020-02-28
74.20999908447266,2020-03-02
69.47000122070312,2020-03-03
71.94000244140625,2020-03-04
68.41000366210938,2020-03-05
66.31999969482422,2020-03-06
61.90999984741211,2020-03-09
62.83000183105469,2020-03-10
56.630001068115234,2020-03-11
48.619998931884766,2020-03-12
55.04999923706055,2020-03-13
47.560001373291016,2020-03-16
49.04999923706055,2020-03-17
44.150001525878906,2020-03-18
45.900001525878906,2020-03-19
47.7599983215332,2020-03-20
46.720001220703125,2020-03-23
49.83000183105469,2020-03-24
50.290000915527344,2020-03-25
52.2400016784668,2020-03-26
48.650001525878906,2020-03-27
51.40999984741211,2020-03-30
50.06999969482422,2020-03-31
46.0,2020-04-01
43.279998779296875,2020-04-02
39.209999084472656,2020-04-03
44.470001220703125,2020-04-06
45.470001220703125,2020-04-07
49.52000045776367,2020-04-08
53.900001525878906,2020-04-09
53.0,2020-04-13
54.7400016784668,2020-04-14
52.5,2020-04-15
50.150001525878906,2020-04-16
53.58000183105469,2020-04-17
53.369998931884766,2020-04-20
50.36000061035156,2020-04-21
51.689998626708984,2020-04-22
51.5,2020-04-23
51.619998931884766,2020-04-24
54.439998626708984,2020-04-27
53.91999816894531,2020-04-28
59.83000183105469,2020-04-29
58.970001220703125,2020-04-30
56.70000076293945,2020-05-01
58.619998931884766,2020-05-04
60.060001373291016,2020-05-05
61.869998931884766,2020-05-06
64.48999786376953,2020-05-07
65.26000213623047,2020-05-08
66.1500015258789,2020-05-11
64.8499984741211,2020-05-12
60.84000015258789,2020-05-13
61.619998931884766,2020-05-14
63.279998779296875,2020-05-15
64.87999725341797,2020-05-18
64.4000015258789,2020-05-19
65.22000122070312,2020-05-20
64.20999908447266,2020-05-21
63.41999816894531,2020-05-22
65.27999877929688,2020-05-26
67.43000030517578,2020-05-27
67.91999816894531,2020-05-28
68.87000274658203,2020-05-29
71.80999755859375,2020-06-01
72.01000213623047,2020-06-02
75.51000213623047,2020-06-03
74.41000366210938,2020-06-04
81.93000030517578,2020-06-05
83.87000274658203,2020-06-08
76.02999877929688,2020-06-09
77.37000274658203,2020-06-10
70.4800033569336,2020-06-11
72.61000061035156,2020-06-12
76.13999938964844,2020-06-15
76.55999755859375,2020-06-16
76.73999786376953,2020-06-17
78.38999938964844,2020-06-18
77.52999877929688,2020-06-19
78.7300033569336,2020-06-22
80.66000366210938,2020-06-23
78.4000015258789,2020-06-24
79.75,2020-06-25
79.91000366210938,2020-06-26
78.27999877929688,2020-06-29
79.2699966430664,2020-06-30
84.13999938964844,2020-07-01
84.66999816894531,2020-07-02
84.4000015258789,2020-07-06
83.75,2020-07-07
84.98999786376953,2020-07-08
85.33999633789062,2020-07-09
83.1500015258789,2020-07-10
78.81999969482422,2020-07-13
79.41000366210938,2020-07-14
81.75,2020-07-15
80.8499984741211,2020-07-16
82.29000091552734,2020-07-17
82.5,2020-07-20
80.56999969482422,2020-07-21
80.70999908447266,2020-07-22
77.70999908447266,2020-07-23
77.33999633789062,2020-07-24
79.5999984741211,2020-07-27
79.48999786376953,2020-07-28
81.69000244140625,2020-07-29
78.95999908447266,2020-07-30
78.29000091552734,2020-07-31
82.2699966430664,2020-08-03
82.44000244140625,2020-08-04
84.2699966430664,2020-08-05
74.5,2020-08-06
70.41000366210938,2020-08-07
69.25,2020-08-10
70.19999694824219,2020-08-11
69.9000015258789,2020-08-12
72.8499984741211,2020-08-13
72.83999633789062,2020-08-14
74.41000366210938,2020-08-17
74.23999786376953,2020-08-18
74.41999816894531,2020-08-19
75.97000122070312,2020-08-20
74.19999694824219,2020-08-21
74.2300033569336,2020-08-24
75.0199966430664,2020-08-25
76.61000061035156,2020-08-26
76.95999908447266,2020-08-27
78.8499984741211,2020-08-28
79.5199966430664,2020-08-31
83.68000030517578,2020-09-01
82.8499984741211,2020-09-02
73.94000244140625,2020-09-03
72.66000366210938,2020-09-04
76.5,2020-09-08
77.73999786376953,2020-09-09
76.2300033569336,2020-09-10
73.52999877929688,2020-09-11
75.27999877929688,2020-09-14
76.80000305175781,2020-09-15
78.01000213623047,2020-09-16
75.58999633789062,2020-09-17
75.02999877929688,2020-09-18
76.25,2020-09-21
78.37999725341797,2020-09-22
76.33999633789062,2020-09-23
76.06999969482422,2020-09-24
79.61000061035156,2020-09-25
82.20999908447266,2020-09-28
82.44999694824219,2020-09-29
82.6500015258789,2020-09-30
83.4800033569336,2020-10-01
84.30000305175781,2020-10-02
88.25,2020-10-05
85.37999725341797,2020-10-06
88.0,2020-10-07
87.88999938964844,2020-10-08
89.22000122070312,2020-10-09
88.81999969482422,2020-10-12
90.02999877929688,2020-10-13
89.44999694824219,2020-10-14
89.94000244140625,2020-10-15
89.98999786376953,2020-10-16
89.08000183105469,2020-10-19
88.5,2020-10-20
89.0,2020-10-21
89.55999755859375,2020-10-22
92.20999908447266,2020-10-23
88.80000305175781,2020-10-26
88.83999633789062,2020-10-27
88.62000274658203,2020-10-28
88.2300033569336,2020-10-29
86.22000122070312,2020-10-30
84.08999633789062,2020-11-02
87.19999694824219,2020-11-03
91.91999816894531,2020-11-04
91.04000091552734,2020-11-05
94.0199966430664,2020-11-06
94.2699966430664,2020-11-09
94.6500015258789,2020-11-10
97.0,2020-11-11
96.37000274658203,2020-11-12
95.86000061035156,2020-11-13
94.91999816894531,2020-11-16
97.12999725341797,2020-11-17
96.69000244140625,2020-11-18
97.3499984741211,2020-11-19
96.18000030517578,2020-11-20
96.44000244140625,2020-11-23
94.91000366210938,2020-11-24
96.06999969482422,2020-11-25
99.38999938964844,2020-11-27
96.41999816894531,2020-11-30
95.04000091552734,2020-12-01
93.9000015258789,2020-12-02
94.7300033569336,2020-12-03
97.41999816894531,2020-12-04
96.52999877929688,2020-12-07
99.33000183105469,2020-12-08
96.87000274658203,2020-12-09
96.9800033569336,2020-12-10
97.87000274658203,2020-12-11
98.75,2020-12-14
98.20999908447266,2020-12-15
97.11000061035156,2020-12-16
97.38999938964844,2020-12-17
97.6500015258789,2020-12-18
98.81999969482422,2020-12-21
108.41999816894531,2020-12-22
110.16000366210938,2020-12-23
110.05999755859375,2020-12-24
106.66999816894531,2020-12-28
107.05999755859375,2020-12-29
105.4000015258789,2020-12-30
106.55999755859375,2020-12-31
102.52999877929688,2021-01-04
101.12000274658203,2021-01-05
99.3499984741211,2021-01-06
103.72000122070312,2021-01-07
105.72000122070312,2021-01-08
102.16000366210938,2021-01-11
101.7699966430664,2021-01-12
99.4000015258789,2021-01-13
100.9000015258789,2021-01-14
101.23999786376953,2021-01-15
101.95999908447266,2021-01-19
106.5999984741211,2021-01-20
103.5999984741211,2021-01-21
105.13999938964844,2021-01-22
101.20999908447266,2021-01-25
97.41000366210938,2021-01-26
94.3499984741211,2021-01-27
95.63999938964844,2021-01-28
92.91000366210938,2021-01-29
96.12000274658203,2021-02-01
98.5999984741211,2021-02-02
98.91000366210938,2021-02-03
102.0,2021-02-04
101.83999633789062,2021-02-05
102.0,2021-02-08
104.7300033569336,2021-02-09
91.01000213623047,2021-02-10
95.7699966430664,2021-02-11
97.70999908447266,2021-02-12
97.37000274658203,2021-02-16
95.9000015258789,2021-02-17
96.19000244140625,2021-02-18
96.2300033569336,2021-02-19
93.30000305175781,2021-02-22
92.27999877929688,2021-02-23
90.16999816894531,2021-02-24
86.77999877929688,2021-02-25
89.66000366210938,2021-02-26
92.91999816894531,2021-03-01
89.62999725341797,2021-03-02
85.5199966430664,2021-03-03
82.81999969482422,2021-03-04
84.27999877929688,2021-03-05
80.94999694824219,2021-03-08
85.37000274658203,2021-03-09
85.29000091552734,2021-03-10
88.05999755859375,2021-03-11
87.1500015258789,2021-03-12
90.25,2021-03-15
88.20999908447266,2021-03-16
89.01000213623047,2021-03-17
82.70999908447266,2021-03-18
82.9800033569336,2021-03-19
84.23999786376953,2021-03-22
83.77999877929688,2021-03-23
80.80000305175781,2021-03-24
80.95999908447266,2021-03-25
83.58999633789062,2021-03-26
81.66000366210938,2021-03-29
81.91000366210938,2021-03-30
84.2699966430664,2021-03-31
84.58000183105469,2021-04-01
87.0,2021-04-05
86.55999755859375,2021-04-06
86.51000213623047,2021-04-07
89.4000015258789,2021-04-08
89.66000366210938,2021-04-09
90.83000183105469,2021-04-12
92.62999725341797,2021-04-13
91.75,2021-04-14
95.02999877929688,2021-04-15
93.94000244140625,2021-04-16
92.13999938964844,2021-04-19
91.05000305175781,2021-04-20
92.9800033569336,2021-04-21
93.55000305175781,2021-04-22
94.22000122070312,2021-04-23
94.62999725341797,2021-04-26
96.1500015258789,2021-04-27
98.2300033569336,2021-04-28
97.13999938964844,2021-04-29
94.4800033569336,2021-04-30
93.06999969482422,2021-05-03
89.7699966430664,2021-05-04
89.0999984741211,2021-05-05
88.80999755859375,2021-05-06
87.4000015258789,2021-05-07
83.93000030517578,2021-05-10
86.80999755859375,2021-05-11
83.9000015258789,2021-05-12
85.0999984741211,2021-05-13
88.30999755859375,2021-05-14
87.83999633789062,2021-05-17
88.19999694824219,2021-05-18
87.08999633789062,2021-05-19
89.13999938964844,2021-05-20
87.83000183105469,2021-05-21
89.30000305175781,2021-05-24
88.37000274658203,2021-05-25
89.62999725341797,2021-05-26
89.58000183105469,2021-05-27
89.45999908447266,2021-05-28
88.54000091552734,2021-06-01
87.02999877929688,2021-06-02
84.73999786376953,2021-06-03
86.43000030517578,2021-06-04
86.11000061035156,2021-06-07
86.08000183105469,2021-06-08
86.20999908447266,2021-06-09
87.70999908447266,2021-06-10
88.80999755859375,2021-06-11
89.12999725341797,2021-06-14
84.54000091552734,2021-06-15
85.70999908447266,2021-06-16
89.05000305175781,2021-06-17
91.30000305175781,2021-06-18
92.41000366210938,2021-06-21
94.0,2021-06-22
96.04000091552734,2021-06-23
97.0,2021-06-24
98.05000305175781,2021-06-25
99.0999984741211,2021-06-28
99.97000122070312,2021-06-29
95.91999816894531,2021-06-30
96.11000061035156,2021-07-01
97.87999725341797,2021-07-02
99.2300033569336,2021-07-06
98.83000183105469,2021-07-07
98.11000061035156,2021-07-08
99.22000122070312,2021-07-09
96.16000366210938,2021-07-12
95.83999633789062,2021-07-13
96.01000213623047,2021-07-14
95.4000015258789,2021-07-15
95.30999755859375,2021-07-16
95.6500015258789,2021-07-19
97.5999984741211,2021-07-20
97.41000366210938,2021-07-21
98.80000305175781,2021-07-22
100.3499984741211,2021-07-23
99.58999633789062,2021-07-26
98.41999816894531,2021-07-27
98.58999633789062,2021-07-28
98.12000274658203,2021-07-29
98.4000015258789,2021-07-30
98.5199966430664,2021-08-02
97.56999969482422,2021-08-03
100.0,2021-08-04
98.73999786376953,2021-08-05
102.5,2021-08-06
106.4000015258789,2021-08-09
105.7300033569336,2021-08-10
105.4000015258789,2021-08-11
107.2300033569336,2021-08-12
106.37999725341797,2021-08-13
106.41999816894531,2021-08-16
105.61000061035156,2021-08-17
105.43000030517578,2021-08-18
105.22000122070312,2021-08-19
106.19999694824219,2021-08-20
108.27999877929688,2021-08-23
109.29000091552734,2021-08-24
109.75,2021-08-25
109.30999755859375,2021-08-26
110.75,2021-08-27
111.44999694824219,2021-08-30
112.3499984741211,2021-08-31
113.22000122070312,2021-09-01
114.06999969482422,2021-09-02
115.95999908447266,2021-09-03
116.11000061035156,2021-09-07
113.20999908447266,2021-09-08
112.3499984741211,2021-09-09
109.8499984741211,2021-09-10
109.75,2021-09-13
106.95999908447266,2021-09-14
107.61000061035156,2021-09-15
109.16999816894531,2021-09-16
109.16000366210938,2021-09-17
106.1500015258789,2021-09-20
105.9000015258789,2021-09-21
108.58999633789062,2021-09-22
112.94000244140625,2021-09-23
114.91999816894531,2021-09-24
115.91000366210938,2021-09-27
113.0,2021-09-28
112.9800033569336,2021-09-29
112.62000274658203,2021-09-30
114.56999969482422,2021-10-01
112.01000213623047,2021-10-04
113.30999755859375,2021-10-05
116.11000061035156,2021-10-06
118.52999877929688,2021-10-07
118.9000015258789,2021-10-08
116.9800033569336,2021-10-11
119.93000030517578,2021-10-12
122.83999633789062,2021-10-13
122.66000366210938,2021-10-14
122.41999816894531,2021-10-15
123.43000030517578,2021-10-18
124.70999908447266,2021-10-19
124.11000061035156,2021-10-20
127.88999938964844,2021-10-21
128.07000732421875,2021-10-22
128.99000549316406,2021-10-25
127.41000366210938,2021-10-26
125.0,2021-10-27
125.66000366210938,2021-10-28
125.25,2021-10-29
127.0199966430664,2021-11-01
130.32000732421875,2021-11-02
128.2100067138672,2021-11-03
121.6500015258789,2021-11-04
123.47000122070312,2021-11-05
123.9800033569336,2021-11-08
121.47000122070312,2021-11-09
119.0199966430664,2021-11-10
119.94999694824219,2021-11-11
119.4000015258789,2021-11-12
120.3499984741211,2021-11-15
120.69000244140625,2021-11-16
117.9800033569336,2021-11-17
115.87999725341797,2021-11-18
114.87999725341797,2021-11-19
111.51000213623047,2021-11-22
110.33000183105469,2021-11-23
112.62999725341797,2021-11-24
111.3499984741211,2021-11-26
112.97000122070312,2021-11-29
109.4000015258789,2021-11-30
104.87999725341797,2021-12-01
108.16000366210938,2021-12-02
105.06999969482422,2021-12-03
103.77999877929688,2021-12-06
106.86000061035156,2021-12-07
108.56999969482422,2021-12-08
104.1500015258789,2021-12-09
103.86000061035156,2021-12-10
103.06999969482422,2021-12-13
102.55999755859375,2021-12-14
103.51000213623047,2021-12-15
100.2699966430664,2021-12-16
101.8499984741211,2021-12-17
98.16999816894531,2021-12-20
102.0,2021-12-21
102.4800033569336,2021-12-22
103.88999938964844,2021-12-23
106.2699966430664,2021-12-27
105.26000213623047,2021-12-28
105.16999816894531,2021-12-29
104.68000030517578,2021-12-30
104.45999908447266,2021-12-31
104.94000244140625,2022-01-03
100.56999969482422,2022-01-04
92.94999694824219,2022-01-05
90.25,2022-01-06
89.56999969482422,2022-01-07
89.69999694824219,2022-01-10
92.5,2022-01-11
89.97000122070312,2022-01-12
85.27999877929688,2022-01-13
82.83000183105469,2022-01-14
79.9800033569336,2022-01-18
79.4000015258789,2022-01-19
78.80999755859375,2022-01-20
76.33000183105469,2022-01-21
77.6500015258789,2022-01-24
72.55000305175781,2022-01-25
69.23999786376953,2022-01-26
68.55000305175781,2022-01-27
71.87000274658203,2022-01-28
75.81999969482422,2022-01-31
