PSA,Date
2.412672519683838,1982-11-08
2.412672519683838,1982-11-09
2.4980764389038086,1982-11-10
2.4553732872009277,1982-11-11
2.4553732872009277,1982-11-12
2.4767255783081055,1982-11-15
2.4767255783081055,1982-11-16
2.4767255783081055,1982-11-17
2.4767255783081055,1982-11-18
2.4340224266052246,1982-11-19
2.412672519683838,1982-11-22
2.412672519683838,1982-11-23
2.4553732872009277,1982-11-24
2.4553732872009277,1982-11-26
2.4980764389038086,1982-11-29
2.4767255783081055,1982-11-30
2.4553732872009277,1982-12-01
2.4767255783081055,1982-12-02
2.4767255783081055,1982-12-03
2.4767255783081055,1982-12-06
2.4767255783081055,1982-12-07
2.4340224266052246,1982-12-08
2.4767255783081055,1982-12-09
2.4767255783081055,1982-12-10
2.4980764389038086,1982-12-13
2.4980764389038086,1982-12-14
2.4553732872009277,1982-12-15
2.4767255783081055,1982-12-16
2.5194265842437744,1982-12-17
2.4767255783081055,1982-12-20
2.4767255783081055,1982-12-21
2.4980764389038086,1982-12-22
2.604830265045166,1982-12-23
2.5834810733795166,1982-12-27
2.604830265045166,1982-12-28
2.7115864753723145,1982-12-29
2.754289150238037,1982-12-30
2.8183419704437256,1982-12-31
2.7115864753723145,1983-01-03
2.604830265045166,1983-01-04
2.754289150238037,1983-01-05
2.6902358531951904,1983-01-06
2.6261842250823975,1983-01-07
2.6902358531951904,1983-01-10
2.7115864753723145,1983-01-11
2.732938289642334,1983-01-12
2.7969894409179688,1983-01-13
2.861044406890869,1983-01-14
2.8183419704437256,1983-01-17
2.8396925926208496,1983-01-18
2.8183419704437256,1983-01-19
2.9464468955993652,1983-01-20
2.8396925926208496,1983-01-21
2.8183419704437256,1983-01-24
2.7969894409179688,1983-01-25
2.732938289642334,1983-01-26
2.754289150238037,1983-01-27
2.8183419704437256,1983-01-28
2.8183419704437256,1983-01-31
2.8183419704437256,1983-02-01
2.8183419704437256,1983-02-02
2.8183419704437256,1983-02-03
2.7756404876708984,1983-02-04
2.8183419704437256,1983-02-07
2.8396925926208496,1983-02-08
2.754289150238037,1983-02-09
2.7756404876708984,1983-02-10
2.7969894409179688,1983-02-11
2.7756404876708984,1983-02-14
2.7756404876708984,1983-02-15
2.7115864753723145,1983-02-16
2.754289150238037,1983-02-17
2.732938289642334,1983-02-18
2.7115864753723145,1983-02-22
2.754289150238037,1983-02-23
2.6902358531951904,1983-02-24
2.6475319862365723,1983-02-25
2.6261842250823975,1983-02-28
2.6902358531951904,1983-03-01
2.7115864753723145,1983-03-02
2.6475319862365723,1983-03-03
2.754289150238037,1983-03-04
2.754289150238037,1983-03-07
2.7115864753723145,1983-03-08
2.6261842250823975,1983-03-09
2.6261842250823975,1983-03-10
2.5834810733795166,1983-03-11
2.562129020690918,1983-03-14
2.604830265045166,1983-03-15
2.5834810733795166,1983-03-16
2.604830265045166,1983-03-17
2.6261842250823975,1983-03-18
2.668881893157959,1983-03-21
2.6475319862365723,1983-03-22
2.7115864753723145,1983-03-23
2.7115864753723145,1983-03-24
2.7115864753723145,1983-03-25
2.7115864753723145,1983-03-28
2.7115864753723145,1983-03-29
2.732938289642334,1983-03-30
2.7969894409179688,1983-03-31
2.925096273422241,1983-04-04
2.754289150238037,1983-04-05
2.6475319862365723,1983-04-06
2.732938289642334,1983-04-07
2.732938289642334,1983-04-08
2.6475319862365723,1983-04-11
2.604830265045166,1983-04-12
2.6902358531951904,1983-04-13
2.7969894409179688,1983-04-14
2.8396925926208496,1983-04-15
2.732938289642334,1983-04-18
2.7969894409179688,1983-04-19
2.7756404876708984,1983-04-20
2.7969894409179688,1983-04-21
2.7969894409179688,1983-04-22
2.732938289642334,1983-04-25
2.754289150238037,1983-04-26
2.754289150238037,1983-04-27
2.8183419704437256,1983-04-28
2.8396925926208496,1983-04-29
2.7756404876708984,1983-05-02
2.8183419704437256,1983-05-03
2.861044406890869,1983-05-04
2.925096273422241,1983-05-05
2.9464468955993652,1983-05-06
3.074554204940796,1983-05-09
3.0532023906707764,1983-05-10
2.989149570465088,1983-05-11
2.989149570465088,1983-05-12
3.2453627586364746,1983-05-13
3.1599597930908203,1983-05-16
3.1172568798065186,1983-05-17
3.095905065536499,1983-05-18
2.989149570465088,1983-05-19
3.0318527221679688,1983-05-20
3.0318527221679688,1983-05-23
3.138608455657959,1983-05-24
3.266711950302124,1983-05-25
3.266711950302124,1983-05-26
3.2026615142822266,1983-05-27
3.1172568798065186,1983-05-31
3.138608455657959,1983-06-01
3.2453627586364746,1983-06-02
3.266711950302124,1983-06-03
3.330766439437866,1983-06-06
3.3094170093536377,1983-06-07
3.3094170093536377,1983-06-08
3.2026615142822266,1983-06-09
3.2453627586364746,1983-06-10
3.2880659103393555,1983-06-13
3.1813101768493652,1983-06-14
3.266711950302124,1983-06-15
3.2026615142822266,1983-06-16
3.1599597930908203,1983-06-17
3.1599597930908203,1983-06-20
3.138608455657959,1983-06-21
3.1599597930908203,1983-06-22
3.1813101768493652,1983-06-23
3.1599597930908203,1983-06-24
3.1599597930908203,1983-06-27
3.138608455657959,1983-06-28
3.095905065536499,1983-06-29
3.1172568798065186,1983-06-30
3.1599597930908203,1983-07-01
3.1172568798065186,1983-07-05
3.1172568798065186,1983-07-06
3.138608455657959,1983-07-07
2.9464468955993652,1983-07-08
2.861044406890869,1983-07-11
2.903747320175171,1983-07-12
2.8396925926208496,1983-07-13
2.8183419704437256,1983-07-14
2.8396925926208496,1983-07-15
2.903747320175171,1983-07-18
2.9677984714508057,1983-07-19
2.903747320175171,1983-07-20
2.8396925926208496,1983-07-21
2.861044406890869,1983-07-22
2.7756404876708984,1983-07-25
2.7969894409179688,1983-07-26
2.8183419704437256,1983-07-27
2.8396925926208496,1983-07-28
2.7756404876708984,1983-07-29
2.754289150238037,1983-08-01
2.7756404876708984,1983-08-02
2.732938289642334,1983-08-03
2.6475319862365723,1983-08-04
2.7756404876708984,1983-08-05
2.7756404876708984,1983-08-08
2.7969894409179688,1983-08-09
2.7756404876708984,1983-08-10
2.7756404876708984,1983-08-11
2.7756404876708984,1983-08-12
2.8396925926208496,1983-08-15
2.7969894409179688,1983-08-16
2.8183419704437256,1983-08-17
2.7756404876708984,1983-08-18
2.732938289642334,1983-08-19
2.6902358531951904,1983-08-22
2.6902358531951904,1983-08-23
2.6475319862365723,1983-08-24
2.6261842250823975,1983-08-25
2.7115864753723145,1983-08-26
2.6261842250823975,1983-08-29
2.6475319862365723,1983-08-30
2.668881893157959,1983-08-31
2.732938289642334,1983-09-01
2.7969894409179688,1983-09-02
2.6902358531951904,1983-09-06
2.7115864753723145,1983-09-07
2.754289150238037,1983-09-08
2.754289150238037,1983-09-09
2.7756404876708984,1983-09-12
2.7969894409179688,1983-09-13
2.732938289642334,1983-09-14
2.7756404876708984,1983-09-15
2.8396925926208496,1983-09-16
2.8396925926208496,1983-09-19
2.8396925926208496,1983-09-20
2.7756404876708984,1983-09-21
2.754289150238037,1983-09-22
2.7756404876708984,1983-09-23
2.8396925926208496,1983-09-26
2.8396925926208496,1983-09-27
2.861044406890869,1983-09-28
2.8396925926208496,1983-09-29
2.8396925926208496,1983-09-30
2.9464468955993652,1983-10-03
2.9677984714508057,1983-10-04
3.010500431060791,1983-10-05
2.925096273422241,1983-10-06
2.8823952674865723,1983-10-07
2.903747320175171,1983-10-10
2.903747320175171,1983-10-11
2.8823952674865723,1983-10-12
2.8823952674865723,1983-10-13
2.9677984714508057,1983-10-14
2.925096273422241,1983-10-17
2.903747320175171,1983-10-18
2.903747320175171,1983-10-19
2.9677984714508057,1983-10-20
2.9464468955993652,1983-10-21
2.9677984714508057,1983-10-24
2.925096273422241,1983-10-25
2.861044406890869,1983-10-26
2.903747320175171,1983-10-27
2.903747320175171,1983-10-28
2.8183419704437256,1983-10-31
2.903747320175171,1983-11-01
2.8396925926208496,1983-11-02
2.8183419704437256,1983-11-03
2.8396925926208496,1983-11-04
2.861044406890869,1983-11-07
2.8396925926208496,1983-11-08
2.903747320175171,1983-11-09
2.925096273422241,1983-11-10
2.903747320175171,1983-11-11
2.8396925926208496,1983-11-14
2.8823952674865723,1983-11-15
2.8183419704437256,1983-11-16
2.8823952674865723,1983-11-17
2.861044406890869,1983-11-18
2.8823952674865723,1983-11-21
2.903747320175171,1983-11-22
2.9464468955993652,1983-11-23
2.9464468955993652,1983-11-25
2.903747320175171,1983-11-28
2.9464468955993652,1983-11-29
2.903747320175171,1983-11-30
2.925096273422241,1983-12-01
2.9464468955993652,1983-12-02
2.925096273422241,1983-12-05
2.9464468955993652,1983-12-06
2.9464468955993652,1983-12-07
2.8823952674865723,1983-12-08
2.8823952674865723,1983-12-09
2.7969894409179688,1983-12-12
2.8823952674865723,1983-12-13
2.8396925926208496,1983-12-14
2.7969894409179688,1983-12-15
2.8183419704437256,1983-12-16
2.8396925926208496,1983-12-19
2.861044406890869,1983-12-20
2.8823952674865723,1983-12-21
2.8823952674865723,1983-12-22
2.7756404876708984,1983-12-23
2.754289150238037,1983-12-27
2.7756404876708984,1983-12-28
2.861044406890869,1983-12-29
2.8823952674865723,1983-12-30
2.8183419704437256,1984-01-03
2.903747320175171,1984-01-04
2.925096273422241,1984-01-05
2.9464468955993652,1984-01-06
2.925096273422241,1984-01-09
2.9677984714508057,1984-01-10
2.925096273422241,1984-01-11
2.925096273422241,1984-01-12
2.9464468955993652,1984-01-13
2.9464468955993652,1984-01-16
2.903747320175171,1984-01-17
2.925096273422241,1984-01-18
2.903747320175171,1984-01-19
2.903747320175171,1984-01-20
2.903747320175171,1984-01-23
2.9464468955993652,1984-01-24
2.925096273422241,1984-01-25
2.9464468955993652,1984-01-26
2.903747320175171,1984-01-27
2.8823952674865723,1984-01-30
2.8823952674865723,1984-01-31
2.8183419704437256,1984-02-01
2.861044406890869,1984-02-02
2.903747320175171,1984-02-03
2.861044406890869,1984-02-06
2.8823952674865723,1984-02-07
2.7756404876708984,1984-02-08
2.732938289642334,1984-02-09
2.8183419704437256,1984-02-10
2.7756404876708984,1984-02-13
2.7969894409179688,1984-02-14
2.861044406890869,1984-02-15
2.7969894409179688,1984-02-16
2.861044406890869,1984-02-17
2.7756404876708984,1984-02-21
2.8183419704437256,1984-02-22
2.7969894409179688,1984-02-23
2.8396925926208496,1984-02-24
2.861044406890869,1984-02-27
2.8396925926208496,1984-02-28
2.8183419704437256,1984-02-29
2.8823952674865723,1984-03-01
2.8823952674865723,1984-03-02
2.903747320175171,1984-03-05
2.861044406890869,1984-03-06
2.861044406890869,1984-03-07
2.861044406890869,1984-03-08
2.861044406890869,1984-03-09
2.8396925926208496,1984-03-12
2.8823952674865723,1984-03-13
2.903747320175171,1984-03-14
2.9464468955993652,1984-03-15
2.989149570465088,1984-03-16
2.9677984714508057,1984-03-19
2.903747320175171,1984-03-20
2.9464468955993652,1984-03-21
2.9464468955993652,1984-03-22
2.9677984714508057,1984-03-23
2.9464468955993652,1984-03-26
2.9677984714508057,1984-03-27
2.9464468955993652,1984-03-28
2.925096273422241,1984-03-29
2.925096273422241,1984-03-30
2.925096273422241,1984-04-02
2.903747320175171,1984-04-03
2.8823952674865723,1984-04-04
2.8823952674865723,1984-04-05
2.8823952674865723,1984-04-06
2.861044406890869,1984-04-09
2.903747320175171,1984-04-10
2.925096273422241,1984-04-11
3.0318527221679688,1984-04-12
2.989149570465088,1984-04-13
2.9677984714508057,1984-04-16
2.925096273422241,1984-04-17
2.861044406890869,1984-04-18
2.861044406890869,1984-04-19
2.903747320175171,1984-04-23
2.903747320175171,1984-04-24
2.9464468955993652,1984-04-25
2.9677984714508057,1984-04-26
2.9677984714508057,1984-04-27
2.925096273422241,1984-04-30
2.903747320175171,1984-05-01
2.903747320175171,1984-05-02
2.861044406890869,1984-05-03
2.8823952674865723,1984-05-04
2.8823952674865723,1984-05-07
2.8396925926208496,1984-05-08
2.8183419704437256,1984-05-09
2.8396925926208496,1984-05-10
2.8396925926208496,1984-05-11
2.754289150238037,1984-05-14
2.7115864753723145,1984-05-15
2.754289150238037,1984-05-16
2.7115864753723145,1984-05-17
2.732938289642334,1984-05-18
2.6475319862365723,1984-05-21
2.7115864753723145,1984-05-22
2.732938289642334,1984-05-23
2.6902358531951904,1984-05-24
