PSA,Date
2.412672519683838,1980-11-18
2.4340224266052246,1980-11-19
2.412672519683838,1980-11-20
2.4980764389038086,1980-11-21
2.412672519683838,1980-11-24
2.3059170246124268,1980-11-25
2.412672519683838,1980-11-26
2.4553732872009277,1980-11-28
2.3913192749023438,1980-12-01
2.220513105392456,1980-12-02
2.2418620586395264,1980-12-03
2.1778106689453125,1980-12-04
2.1778106689453125,1980-12-05
2.00700044631958,1980-12-08
2.00700044631958,1980-12-09
2.1778106689453125,1980-12-10
2.1351077556610107,1980-12-11
2.1778106689453125,1980-12-12
2.0497031211853027,1980-12-15
2.0497031211853027,1980-12-16
2.0497031211853027,1980-12-17
2.00700044631958,1980-12-18
2.0497031211853027,1980-12-19
2.0924055576324463,1980-12-22
2.0924055576324463,1980-12-23
2.0924055576324463,1980-12-24
2.1351077556610107,1980-12-26
2.1351077556610107,1980-12-29
2.1351077556610107,1980-12-30
2.0924055576324463,1980-12-31
2.1778106689453125,1981-01-02
2.220513105392456,1981-01-05
2.220513105392456,1981-01-06
2.0924055576324463,1981-01-07
2.1351077556610107,1981-01-08
2.220513105392456,1981-01-09
2.220513105392456,1981-01-12
2.3059170246124268,1981-01-13
2.3486173152923584,1981-01-14
2.3486173152923584,1981-01-15
2.3486173152923584,1981-01-16
2.3486173152923584,1981-01-19
2.3059170246124268,1981-01-20
2.3486173152923584,1981-01-21
2.3059170246124268,1981-01-22
2.3486173152923584,1981-01-23
2.3059170246124268,1981-01-26
2.3486173152923584,1981-01-27
2.3059170246124268,1981-01-28
2.3059170246124268,1981-01-29
2.3059170246124268,1981-01-30
2.263213872909546,1981-02-02
2.263213872909546,1981-02-03
2.3059170246124268,1981-02-04
2.3059170246124268,1981-02-05
2.3059170246124268,1981-02-06
2.3059170246124268,1981-02-09
2.3059170246124268,1981-02-10
2.3059170246124268,1981-02-11
2.3059170246124268,1981-02-12
2.3059170246124268,1981-02-13
2.263213872909546,1981-02-17
2.3059170246124268,1981-02-18
2.3059170246124268,1981-02-19
2.3059170246124268,1981-02-20
2.3059170246124268,1981-02-23
2.263213872909546,1981-02-24
2.220513105392456,1981-02-25
2.220513105392456,1981-02-26
2.220513105392456,1981-02-27
2.220513105392456,1981-03-02
2.1778106689453125,1981-03-03
2.1778106689453125,1981-03-04
2.1778106689453125,1981-03-05
2.0497031211853027,1981-03-06
2.1351077556610107,1981-03-09
2.0924055576324463,1981-03-10
2.0924055576324463,1981-03-11
2.0924055576324463,1981-03-12
2.0924055576324463,1981-03-13
2.1351077556610107,1981-03-16
2.1351077556610107,1981-03-17
2.1351077556610107,1981-03-18
2.1778106689453125,1981-03-19
2.1351077556610107,1981-03-20
2.1778106689453125,1981-03-23
2.220513105392456,1981-03-24
2.220513105392456,1981-03-25
2.263213872909546,1981-03-26
2.3486173152923584,1981-03-27
2.3486173152923584,1981-03-30
2.3486173152923584,1981-03-31
2.3272652626037598,1981-04-01
2.3486173152923584,1981-04-02
2.3486173152923584,1981-04-03
2.3486173152923584,1981-04-06
2.3272652626037598,1981-04-07
2.3272652626037598,1981-04-08
2.3272652626037598,1981-04-09
2.3913192749023438,1981-04-10
2.3913192749023438,1981-04-13
2.3486173152923584,1981-04-14
2.3913192749023438,1981-04-15
2.3486173152923584,1981-04-16
2.1778106689453125,1981-04-20
2.220513105392456,1981-04-21
2.263213872909546,1981-04-22
2.263213872909546,1981-04-23
2.263213872909546,1981-04-24
2.220513105392456,1981-04-27
2.220513105392456,1981-04-28
2.220513105392456,1981-04-29
2.1778106689453125,1981-04-30
2.0924055576324463,1981-05-01
2.00700044631958,1981-05-04
1.9642987251281738,1981-05-05
1.9642987251281738,1981-05-06
2.00700044631958,1981-05-07
2.00700044631958,1981-05-08
2.00700044631958,1981-05-11
2.00700044631958,1981-05-12
2.00700044631958,1981-05-13
2.00700044631958,1981-05-14
1.9642987251281738,1981-05-15
1.9642987251281738,1981-05-18
1.9642987251281738,1981-05-19
1.9215961694717407,1981-05-20
1.9642987251281738,1981-05-21
1.9215961694717407,1981-05-22
1.9215961694717407,1981-05-26
1.9215961694717407,1981-05-27
1.9642987251281738,1981-05-28
1.9642987251281738,1981-05-29
1.9642987251281738,1981-06-01
1.9642987251281738,1981-06-02
1.9215961694717407,1981-06-03
1.9215961694717407,1981-06-04
1.9642987251281738,1981-06-05
1.9642987251281738,1981-06-08
1.9642987251281738,1981-06-09
1.9215961694717407,1981-06-10
1.9215961694717407,1981-06-11
1.9215961694717407,1981-06-12
1.9215961694717407,1981-06-15
1.8788946866989136,1981-06-16
1.9215961694717407,1981-06-17
1.8788946866989136,1981-06-18
1.9429470300674438,1981-06-19
1.9215961694717407,1981-06-22
1.9215961694717407,1981-06-23
1.9642987251281738,1981-06-24
1.9642987251281738,1981-06-25
1.9215961694717407,1981-06-26
1.9215961694717407,1981-06-29
1.9215961694717407,1981-06-30
1.9215961694717407,1981-07-01
1.8788946866989136,1981-07-02
1.8788946866989136,1981-07-06
1.8788946866989136,1981-07-07
1.8788946866989136,1981-07-08
1.8788946866989136,1981-07-09
1.8788946866989136,1981-07-10
1.8788946866989136,1981-07-13
1.8788946866989136,1981-07-14
1.8788946866989136,1981-07-15
1.9215961694717407,1981-07-16
1.9215961694717407,1981-07-17
1.9215961694717407,1981-07-20
1.9215961694717407,1981-07-21
1.9215961694717407,1981-07-22
1.8361927270889282,1981-07-23
1.7934901714324951,1981-07-24
1.8361927270889282,1981-07-27
1.8788946866989136,1981-07-28
1.9215961694717407,1981-07-29
1.9215961694717407,1981-07-30
1.9642987251281738,1981-07-31
2.00700044631958,1981-08-03
2.00700044631958,1981-08-04
2.0497031211853027,1981-08-05
2.0924055576324463,1981-08-06
2.0497031211853027,1981-08-07
2.0497031211853027,1981-08-10
2.00700044631958,1981-08-11
2.00700044631958,1981-08-12
2.00700044631958,1981-08-13
2.00700044631958,1981-08-14
2.00700044631958,1981-08-17
2.00700044631958,1981-08-18
2.00700044631958,1981-08-19
2.0924055576324463,1981-08-20
2.0924055576324463,1981-08-21
1.9642987251281738,1981-08-24
1.8788946866989136,1981-08-25
1.9215961694717407,1981-08-26
1.8361927270889282,1981-08-27
1.8361927270889282,1981-08-28
1.8361927270889282,1981-08-31
1.8361927270889282,1981-09-01
1.8361927270889282,1981-09-02
1.7934901714324951,1981-09-03
1.8361927270889282,1981-09-04
1.8361927270889282,1981-09-08
1.8361927270889282,1981-09-09
1.8361927270889282,1981-09-10
1.8361927270889282,1981-09-11
1.8361927270889282,1981-09-14
1.8361927270889282,1981-09-15
1.7934901714324951,1981-09-16
1.7507888078689575,1981-09-17
1.8361927270889282,1981-09-18
1.9215961694717407,1981-09-21
1.9215961694717407,1981-09-22
1.9642987251281738,1981-09-23
2.0497031211853027,1981-09-24
2.0924055576324463,1981-09-25
2.0497031211853027,1981-09-28
1.9215961694717407,1981-09-29
1.9642987251281738,1981-09-30
1.9642987251281738,1981-10-01
2.00700044631958,1981-10-02
2.00700044631958,1981-10-05
2.0497031211853027,1981-10-06
2.0497031211853027,1981-10-07
2.0497031211853027,1981-10-08
2.1351077556610107,1981-10-09
2.1351077556610107,1981-10-12
2.0924055576324463,1981-10-13
2.0924055576324463,1981-10-14
2.0924055576324463,1981-10-15
2.1351077556610107,1981-10-16
2.0924055576324463,1981-10-19
2.0924055576324463,1981-10-20
2.0924055576324463,1981-10-21
2.0497031211853027,1981-10-22
2.0497031211853027,1981-10-23
2.0497031211853027,1981-10-26
2.00700044631958,1981-10-27
2.0497031211853027,1981-10-28
2.0497031211853027,1981-10-29
2.0497031211853027,1981-10-30
2.00700044631958,1981-11-02
2.00700044631958,1981-11-03
2.0497031211853027,1981-11-04
2.0497031211853027,1981-11-05
2.00700044631958,1981-11-06
2.00700044631958,1981-11-09
2.00700044631958,1981-11-10
2.00700044631958,1981-11-11
2.00700044631958,1981-11-12
2.00700044631958,1981-11-13
1.9642987251281738,1981-11-16
1.9642987251281738,1981-11-17
1.9215961694717407,1981-11-18
1.9642987251281738,1981-11-19
2.00700044631958,1981-11-20
2.0497031211853027,1981-11-23
2.0497031211853027,1981-11-24
2.00700044631958,1981-11-25
2.00700044631958,1981-11-27
2.00700044631958,1981-11-30
2.00700044631958,1981-12-01
2.00700044631958,1981-12-02
2.00700044631958,1981-12-03
2.0924055576324463,1981-12-04
2.0924055576324463,1981-12-07
2.00700044631958,1981-12-08
2.00700044631958,1981-12-09
2.00700044631958,1981-12-10
2.00700044631958,1981-12-11
2.00700044631958,1981-12-14
2.00700044631958,1981-12-15
2.00700044631958,1981-12-16
2.0497031211853027,1981-12-17
2.00700044631958,1981-12-18
2.00700044631958,1981-12-21
2.00700044631958,1981-12-22
1.9642987251281738,1981-12-23
1.9642987251281738,1981-12-24
1.9642987251281738,1981-12-28
2.00700044631958,1981-12-29
2.00700044631958,1981-12-30
2.00700044631958,1981-12-31
2.00700044631958,1982-01-04
2.00700044631958,1982-01-05
2.00700044631958,1982-01-06
2.00700044631958,1982-01-07
1.9642987251281738,1982-01-08
1.9642987251281738,1982-01-11
1.9642987251281738,1982-01-12
1.9215961694717407,1982-01-13
1.9215961694717407,1982-01-14
1.9642987251281738,1982-01-15
2.00700044631958,1982-01-18
2.0497031211853027,1982-01-19
2.1351077556610107,1982-01-20
2.1351077556610107,1982-01-21
2.220513105392456,1982-01-22
2.220513105392456,1982-01-25
2.0924055576324463,1982-01-26
2.1351077556610107,1982-01-27
2.1778106689453125,1982-01-28
2.1778106689453125,1982-01-29
2.1351077556610107,1982-02-01
2.0924055576324463,1982-02-02
2.00700044631958,1982-02-03
2.00700044631958,1982-02-04
2.0497031211853027,1982-02-05
2.00700044631958,1982-02-08
2.00700044631958,1982-02-09
2.0924055576324463,1982-02-10
2.0924055576324463,1982-02-11
2.0924055576324463,1982-02-12
1.9642987251281738,1982-02-16
1.9642987251281738,1982-02-17
1.9642987251281738,1982-02-18
2.0497031211853027,1982-02-19
2.00700044631958,1982-02-22
2.00700044631958,1982-02-23
2.00700044631958,1982-02-24
2.00700044631958,1982-02-25
2.00700044631958,1982-02-26
2.00700044631958,1982-03-01
2.00700044631958,1982-03-02
2.00700044631958,1982-03-03
2.00700044631958,1982-03-04
1.9642987251281738,1982-03-05
1.9215961694717407,1982-03-08
1.9215961694717407,1982-03-09
1.9215961694717407,1982-03-10
1.9215961694717407,1982-03-11
1.9215961694717407,1982-03-12
1.9215961694717407,1982-03-15
1.9215961694717407,1982-03-16
1.9215961694717407,1982-03-17
1.9215961694717407,1982-03-18
1.9642987251281738,1982-03-19
2.00700044631958,1982-03-22
2.00700044631958,1982-03-23
2.0497031211853027,1982-03-24
2.1351077556610107,1982-03-25
2.1778106689453125,1982-03-26
2.1351077556610107,1982-03-29
2.1351077556610107,1982-03-30
2.1351077556610107,1982-03-31
2.1778106689453125,1982-04-01
2.1351077556610107,1982-04-02
2.1351077556610107,1982-04-05
2.1778106689453125,1982-04-06
2.1351077556610107,1982-04-07
2.1351077556610107,1982-04-08
2.1351077556610107,1982-04-12
2.1351077556610107,1982-04-13
2.0924055576324463,1982-04-14
2.0924055576324463,1982-04-15
2.1351077556610107,1982-04-16
2.1351077556610107,1982-04-19
2.1778106689453125,1982-04-20
2.1778106689453125,1982-04-21
2.1778106689453125,1982-04-22
2.1778106689453125,1982-04-23
2.1351077556610107,1982-04-26
2.1351077556610107,1982-04-27
2.1351077556610107,1982-04-28
2.0924055576324463,1982-04-29
2.0924055576324463,1982-04-30
2.0924055576324463,1982-05-03
2.0924055576324463,1982-05-04
2.0924055576324463,1982-05-05
2.0924055576324463,1982-05-06
2.0924055576324463,1982-05-07
2.1351077556610107,1982-05-10
2.1351077556610107,1982-05-11
2.1351077556610107,1982-05-12
2.1778106689453125,1982-05-13
2.1778106689453125,1982-05-14
2.1778106689453125,1982-05-17
2.1778106689453125,1982-05-18
2.1351077556610107,1982-05-19
2.1351077556610107,1982-05-20
2.1351077556610107,1982-05-21
2.1351077556610107,1982-05-24
2.1351077556610107,1982-05-25
2.1351077556610107,1982-05-26
2.1778106689453125,1982-05-27
2.1351077556610107,1982-05-28
2.1351077556610107,1982-06-01
2.1351077556610107,1982-06-02
2.1351077556610107,1982-06-03
2.0924055576324463,1982-06-04
2.0924055576324463,1982-06-07
2.0924055576324463,1982-06-08
2.0924055576324463,1982-06-09
2.0924055576324463,1982-06-10
2.1351077556610107,1982-06-11
2.1351077556610107,1982-06-14
2.1778106689453125,1982-06-15
2.1778106689453125,1982-06-16
2.1778106689453125,1982-06-17
2.1778106689453125,1982-06-18
2.1778106689453125,1982-06-21
2.1778106689453125,1982-06-22
2.1778106689453125,1982-06-23
2.1778106689453125,1982-06-24
2.1778106689453125,1982-06-25
2.1778106689453125,1982-06-28
2.220513105392456,1982-06-29
2.1778106689453125,1982-06-30
2.1778106689453125,1982-07-01
2.1778106689453125,1982-07-02
2.1778106689453125,1982-07-06
2.1778106689453125,1982-07-07
2.1778106689453125,1982-07-08
2.1778106689453125,1982-07-09
2.1778106689453125,1982-07-12
2.1778106689453125,1982-07-13
2.1778106689453125,1982-07-14
2.1778106689453125,1982-07-15
2.1351077556610107,1982-07-16
2.1351077556610107,1982-07-19
2.1351077556610107,1982-07-20
2.1351077556610107,1982-07-21
2.220513105392456,1982-07-22
2.263213872909546,1982-07-23
2.263213872909546,1982-07-26
2.220513105392456,1982-07-27
2.220513105392456,1982-07-28
2.220513105392456,1982-07-29
2.220513105392456,1982-07-30
2.1778106689453125,1982-08-02
2.1778106689453125,1982-08-03
2.1778106689453125,1982-08-04
2.1564581394195557,1982-08-05
2.1351077556610107,1982-08-06
2.1351077556610107,1982-08-09
2.1351077556610107,1982-08-10
2.0924055576324463,1982-08-11
2.0924055576324463,1982-08-12
2.0924055576324463,1982-08-13
2.0924055576324463,1982-08-16
2.0924055576324463,1982-08-17
2.1351077556610107,1982-08-18
2.220513105392456,1982-08-19
2.220513105392456,1982-08-20
2.263213872909546,1982-08-23
2.1778106689453125,1982-08-24
2.220513105392456,1982-08-25
2.263213872909546,1982-08-26
2.3059170246124268,1982-08-27
2.263213872909546,1982-08-30
2.263213872909546,1982-08-31
2.263213872909546,1982-09-01
2.3059170246124268,1982-09-02
2.3059170246124268,1982-09-03
2.3059170246124268,1982-09-07
2.3059170246124268,1982-09-08
2.3059170246124268,1982-09-09
2.3059170246124268,1982-09-10
2.3913192749023438,1982-09-13
2.4767255783081055,1982-09-14
2.4767255783081055,1982-09-15
2.4767255783081055,1982-09-16
2.5194265842437744,1982-09-17
2.5194265842437744,1982-09-20
2.5194265842437744,1982-09-21
2.5194265842437744,1982-09-22
2.5194265842437744,1982-09-23
2.5194265842437744,1982-09-24
2.5194265842437744,1982-09-27
2.5194265842437744,1982-09-28
2.5194265842437744,1982-09-29
2.5194265842437744,1982-09-30
2.4980764389038086,1982-10-01
2.4980764389038086,1982-10-04
2.4980764389038086,1982-10-05
2.562129020690918,1982-10-06
2.562129020690918,1982-10-07
2.562129020690918,1982-10-08
2.5407779216766357,1982-10-11
2.5834810733795166,1982-10-12
2.562129020690918,1982-10-13
2.5407779216766357,1982-10-14
2.562129020690918,1982-10-15
2.562129020690918,1982-10-18
2.5407779216766357,1982-10-19
2.6261842250823975,1982-10-20
2.562129020690918,1982-10-21
2.4980764389038086,1982-10-22
2.4980764389038086,1982-10-25
2.3913192749023438,1982-10-26
2.3913192749023438,1982-10-27
2.3699676990509033,1982-10-28
2.3699676990509033,1982-10-29
2.3699676990509033,1982-11-01
2.3699676990509033,1982-11-02
2.3913192749023438,1982-11-03
2.3913192749023438,1982-11-04
2.4767255783081055,1982-11-05
