STZ,Date
1.5609543323516846,1992-06-24
1.5423716306686401,1992-06-25
1.5423716306686401,1992-06-26
1.6352850198745728,1992-06-29
1.6352850198745728,1992-06-30
1.598120093345642,1992-07-01
1.588828206062317,1992-07-02
1.5423716306686401,1992-07-06
1.5237884521484375,1992-07-07
1.5423716306686401,1992-07-08
1.5330803394317627,1992-07-09
1.5237884521484375,1992-07-10
1.5237884521484375,1992-07-13
1.5144975185394287,1992-07-14
1.5144975185394287,1992-07-15
1.5237884521484375,1992-07-16
1.5052063465118408,1992-07-17
1.5423716306686401,1992-07-20
1.630639672279358,1992-07-21
1.6027657985687256,1992-07-22
1.6167027950286865,1992-07-23
1.588828206062317,1992-07-24
1.588828206062317,1992-07-27
1.588828206062317,1992-07-28
1.6167027950286865,1992-07-29
1.588828206062317,1992-07-30
1.6167027950286865,1992-07-31
1.6167027950286865,1992-08-03
1.6167027950286865,1992-08-04
1.672451138496399,1992-08-05
1.6445773839950562,1992-08-06
1.630639672279358,1992-08-07
1.6167027950286865,1992-08-10
1.5330803394317627,1992-08-11
1.5330803394317627,1992-08-12
1.5330803394317627,1992-08-13
1.5609543323516846,1992-08-14
1.5052063465118408,1992-08-17
1.5330803394317627,1992-08-18
1.5330803394317627,1992-08-19
1.5330803394317627,1992-08-20
1.5052063465118408,1992-08-21
1.5052063465118408,1992-08-24
1.5330803394317627,1992-08-25
1.4773316383361816,1992-08-26
1.4773316383361816,1992-08-27
1.5052063465118408,1992-08-28
1.5052063465118408,1992-08-31
1.4773316383361816,1992-09-01
1.4494577646255493,1992-09-02
1.4494577646255493,1992-09-03
1.4494577646255493,1992-09-04
1.4494577646255493,1992-09-08
1.4494577646255493,1992-09-09
1.5330803394317627,1992-09-10
1.4912686347961426,1992-09-11
1.5330803394317627,1992-09-14
1.5330803394317627,1992-09-15
1.4773316383361816,1992-09-16
1.4773316383361816,1992-09-17
1.4355205297470093,1992-09-18
1.4494577646255493,1992-09-21
1.3937093019485474,1992-09-22
1.4494577646255493,1992-09-23
1.4494577646255493,1992-09-24
1.4494577646255493,1992-09-25
1.4215831756591797,1992-09-28
1.3937093019485474,1992-09-29
1.3658348321914673,1992-09-30
1.3797721862792969,1992-10-01
1.3658348321914673,1992-10-02
1.2543385028839111,1992-10-05
1.282212495803833,1992-10-06
1.3379606008529663,1992-10-07
1.3937093019485474,1992-10-08
1.4215831756591797,1992-10-09
1.4494577646255493,1992-10-12
1.4494577646255493,1992-10-13
1.4215831756591797,1992-10-14
1.3658348321914673,1992-10-15
1.3658348321914673,1992-10-16
1.4773316383361816,1992-10-19
1.4494577646255493,1992-10-20
1.4494577646255493,1992-10-21
1.4773316383361816,1992-10-22
1.4494577646255493,1992-10-23
1.5052063465118408,1992-10-26
1.5052063465118408,1992-10-27
1.588828206062317,1992-10-28
1.588828206062317,1992-10-29
1.588828206062317,1992-10-30
1.6027657985687256,1992-11-02
1.588828206062317,1992-11-03
1.588828206062317,1992-11-04
1.6445773839950562,1992-11-05
1.6585140228271484,1992-11-06
1.6167027950286865,1992-11-09
1.6167027950286865,1992-11-10
1.5609543323516846,1992-11-11
1.6167027950286865,1992-11-12
1.6167027950286865,1992-11-13
1.588828206062317,1992-11-16
1.588828206062317,1992-11-17
1.5748913288116455,1992-11-18
1.7003251314163208,1992-11-19
1.7421362400054932,1992-11-20
1.72819983959198,1992-11-23
1.7560738325119019,1992-11-24
1.72819983959198,1992-11-25
1.7560738325119019,1992-11-27
1.7560738325119019,1992-11-30
1.72819983959198,1992-12-01
1.72819983959198,1992-12-02
1.7003251314163208,1992-12-03
1.7003251314163208,1992-12-04
1.7003251314163208,1992-12-07
1.7003251314163208,1992-12-08
1.672451138496399,1992-12-09
1.6445773839950562,1992-12-10
1.672451138496399,1992-12-11
1.672451138496399,1992-12-14
1.672451138496399,1992-12-15
1.672451138496399,1992-12-16
1.672451138496399,1992-12-17
1.630639672279358,1992-12-18
1.6585140228271484,1992-12-21
1.6585140228271484,1992-12-22
1.72819983959198,1992-12-23
1.7839479446411133,1992-12-24
1.7560738325119019,1992-12-28
1.8396960496902466,1992-12-29
1.8396960496902466,1992-12-30
1.8954445123672485,1992-12-31
1.8954445123672485,1993-01-04
1.867570400238037,1993-01-05
1.8815078735351562,1993-01-06
1.867570400238037,1993-01-07
1.867570400238037,1993-01-08
1.8815078735351562,1993-01-11
1.8536332845687866,1993-01-12
1.8954445123672485,1993-01-13
1.8954445123672485,1993-01-14
1.867570400238037,1993-01-15
1.9233185052871704,1993-01-18
1.9233185052871704,1993-01-19
1.9233185052871704,1993-01-20
2.0348148345947266,1993-01-21
2.0348148345947266,1993-01-22
2.0626893043518066,1993-01-25
2.0905637741088867,1993-01-26
2.020878791809082,1993-01-27
2.006941556930542,1993-01-28
1.9790669679641724,1993-01-29
1.9790669679641724,1993-02-01
1.9790669679641724,1993-02-02
2.0626893043518066,1993-02-03
2.0626893043518066,1993-02-04
2.0626893043518066,1993-02-05
2.0626893043518066,1993-02-08
2.048752546310425,1993-02-09
2.006941556930542,1993-02-10
2.006941556930542,1993-02-11
2.0348148345947266,1993-02-12
1.9511926174163818,1993-02-16
1.9233185052871704,1993-02-17
1.9651297330856323,1993-02-18
1.8954445123672485,1993-02-19
1.8954445123672485,1993-02-22
1.7421362400054932,1993-02-23
1.72819983959198,1993-02-24
1.7839479446411133,1993-02-25
1.7839479446411133,1993-02-26
1.672451138496399,1993-03-01
1.7560738325119019,1993-03-02
1.7560738325119019,1993-03-03
1.7560738325119019,1993-03-04
1.7560738325119019,1993-03-05
1.8396960496902466,1993-03-08
1.8396960496902466,1993-03-09
1.8396960496902466,1993-03-10
1.8118221759796143,1993-03-11
1.72819983959198,1993-03-12
1.7560738325119019,1993-03-15
1.72819983959198,1993-03-16
1.72819983959198,1993-03-17
1.72819983959198,1993-03-18
1.72819983959198,1993-03-19
1.72819983959198,1993-03-22
1.7142624855041504,1993-03-23
1.72819983959198,1993-03-24
1.72819983959198,1993-03-25
1.72819983959198,1993-03-26
1.7560738325119019,1993-03-29
1.7978850603103638,1993-03-30
1.8118221759796143,1993-03-31
1.7839479446411133,1993-04-01
1.72819983959198,1993-04-02
1.7560738325119019,1993-04-05
1.7560738325119019,1993-04-06
1.7560738325119019,1993-04-07
1.7560738325119019,1993-04-08
1.7560738325119019,1993-04-12
1.7560738325119019,1993-04-13
1.6445773839950562,1993-04-14
1.6167027950286865,1993-04-15
1.588828206062317,1993-04-16
1.5609543323516846,1993-04-19
1.5609543323516846,1993-04-20
1.588828206062317,1993-04-21
1.588828206062317,1993-04-22
1.5748913288116455,1993-04-23
1.5609543323516846,1993-04-26
1.8954445123672485,1993-04-27
1.9233185052871704,1993-04-28
1.9093821048736572,1993-04-29
1.9930040836334229,1993-04-30
1.9790669679641724,1993-05-03
2.076626777648926,1993-05-04
2.0626893043518066,1993-05-05
2.076626777648926,1993-05-06
2.0905637741088867,1993-05-07
2.0905637741088867,1993-05-10
2.1463119983673096,1993-05-11
2.1463119983673096,1993-05-12
2.0626893043518066,1993-05-13
2.1463119983673096,1993-05-14
2.1184377670288086,1993-05-17
2.1463119983673096,1993-05-18
2.1184377670288086,1993-05-19
2.1184377670288086,1993-05-20
2.1184377670288086,1993-05-21
2.1184377670288086,1993-05-24
2.1184377670288086,1993-05-25
2.1184377670288086,1993-05-26
2.006941556930542,1993-05-27
2.0626893043518066,1993-05-28
2.0626893043518066,1993-06-01
2.0626893043518066,1993-06-02
2.0905637741088867,1993-06-03
2.0905637741088867,1993-06-04
2.1602489948272705,1993-06-07
2.1184377670288086,1993-06-08
2.1184377670288086,1993-06-09
2.0626893043518066,1993-06-10
2.1184377670288086,1993-06-11
2.1184377670288086,1993-06-14
2.0905637741088867,1993-06-15
2.048752546310425,1993-06-16
2.0626893043518066,1993-06-17
2.0905637741088867,1993-06-18
2.076626777648926,1993-06-21
2.0905637741088867,1993-06-22
2.0626893043518066,1993-06-23
2.0348148345947266,1993-06-24
2.006941556930542,1993-06-25
2.0348148345947266,1993-06-28
2.020878791809082,1993-06-29
2.0626893043518066,1993-06-30
2.048752546310425,1993-07-01
2.2996206283569336,1993-07-02
2.3971800804138184,1993-07-06
2.3693056106567383,1993-07-07
2.4250543117523193,1993-07-08
2.4529285430908203,1993-07-09
2.480802059173584,1993-07-12
2.564424991607666,1993-07-13
2.438990831375122,1993-07-14
2.4250543117523193,1993-07-15
2.4250543117523193,1993-07-16
2.4250543117523193,1993-07-19
2.4250543117523193,1993-07-20
2.3693056106567383,1993-07-21
2.3553683757781982,1993-07-22
2.3693056106567383,1993-07-23
2.4250543117523193,1993-07-26
2.4529285430908203,1993-07-27
2.4250543117523193,1993-07-28
2.4529285430908203,1993-07-29
2.438990831375122,1993-07-30
2.5922999382019043,1993-08-02
2.564424991607666,1993-08-03
2.564424991607666,1993-08-04
2.536550760269165,1993-08-05
2.5086770057678223,1993-08-06
2.5086770057678223,1993-08-09
2.5086770057678223,1993-08-10
2.5086770057678223,1993-08-11
2.5086770057678223,1993-08-12
2.5922999382019043,1993-08-13
2.6201729774475098,1993-08-16
2.648047924041748,1993-08-17
2.6201729774475098,1993-08-18
2.5922999382019043,1993-08-19
2.564424991607666,1993-08-20
2.564424991607666,1993-08-23
2.564424991607666,1993-08-24
2.564424991607666,1993-08-25
2.536550760269165,1993-08-26
2.536550760269165,1993-08-27
2.480802059173584,1993-08-30
2.480802059173584,1993-08-31
2.480802059173584,1993-09-01
2.4250543117523193,1993-09-02
2.480802059173584,1993-09-03
2.480802059173584,1993-09-07
2.3971800804138184,1993-09-08
2.3971800804138184,1993-09-09
2.4529285430908203,1993-09-10
2.480802059173584,1993-09-13
2.480802059173584,1993-09-14
2.480802059173584,1993-09-15
2.578361988067627,1993-09-16
2.564424991607666,1993-09-17
2.522613525390625,1993-09-20
2.4529285430908203,1993-09-21
2.480802059173584,1993-09-22
2.480802059173584,1993-09-23
2.4529285430908203,1993-09-24
2.4529285430908203,1993-09-27
2.4529285430908203,1993-09-28
2.494739532470703,1993-09-29
2.536550760269165,1993-09-30
2.564424991607666,1993-10-01
2.536550760269165,1993-10-04
2.5504872798919678,1993-10-05
2.5504872798919678,1993-10-06
2.5504872798919678,1993-10-07
2.5504872798919678,1993-10-08
2.5504872798919678,1993-10-11
2.5504872798919678,1993-10-12
2.648047924041748,1993-10-13
2.648047924041748,1993-10-14
2.7874186038970947,1993-10-15
2.7874186038970947,1993-10-18
2.5922999382019043,1993-10-19
2.536550760269165,1993-10-20
2.536550760269165,1993-10-21
2.536550760269165,1993-10-22
2.564424991607666,1993-10-25
2.578361988067627,1993-10-26
2.648047924041748,1993-10-27
2.648047924041748,1993-10-28
2.5922999382019043,1993-10-29
2.5922999382019043,1993-11-01
2.5922999382019043,1993-11-02
2.564424991607666,1993-11-03
2.564424991607666,1993-11-04
2.480802059173584,1993-11-05
2.6062357425689697,1993-11-08
2.648047924041748,1993-11-09
2.648047924041748,1993-11-10
2.634110927581787,1993-11-11
2.7316696643829346,1993-11-12
2.6759212017059326,1993-11-15
2.703796148300171,1993-11-16
2.7177317142486572,1993-11-17
2.8152925968170166,1993-11-18
2.7874186038970947,1993-11-19
2.7316696643829346,1993-11-22
2.7595443725585938,1993-11-23
2.703796148300171,1993-11-24
2.7874186038970947,1993-11-26
2.7874186038970947,1993-11-29
2.8431663513183594,1993-11-30
2.982537269592285,1993-12-01
3.052222728729248,1993-12-02
3.052222728729248,1993-12-03
3.0940346717834473,1993-12-06
3.0661606788635254,1993-12-07
3.135845899581909,1993-12-08
3.233405590057373,1993-12-09
3.0940346717834473,1993-12-10
3.163719654083252,1993-12-13
3.177656412124634,1993-12-14
3.177656412124634,1993-12-15
3.177656412124634,1993-12-16
3.205531597137451,1993-12-17
3.205531597137451,1993-12-20
3.261279344558716,1993-12-21
3.344902276992798,1993-12-22
3.4006502628326416,1993-12-23
3.4842724800109863,1993-12-27
3.4842724800109863,1993-12-28
3.5400209426879883,1993-12-29
3.4842724800109863,1993-12-30
3.5121476650238037,1993-12-31
3.3727762699127197,1994-01-03
3.317028045654297,1994-01-04
3.344902276992798,1994-01-05
3.344902276992798,1994-01-06
3.3727762699127197,1994-01-07
3.3727762699127197,1994-01-10
3.3727762699127197,1994-01-11
3.3727762699127197,1994-01-12
3.261279344558716,1994-01-13
3.163719654083252,1994-01-14
3.038285493850708,1994-01-17
3.121908664703369,1994-01-18
3.0940346717834473,1994-01-19
3.135845899581909,1994-01-20
3.149782657623291,1994-01-21
3.135845899581909,1994-01-24
3.205531597137451,1994-01-25
3.233405590057373,1994-01-26
3.205531597137451,1994-01-27
3.205531597137451,1994-01-28
3.233405590057373,1994-01-31
3.205531597137451,1994-02-01
3.205531597137451,1994-02-02
3.205531597137451,1994-02-03
3.0940346717834473,1994-02-04
3.038285493850708,1994-02-07
2.9686014652252197,1994-02-08
3.0661606788635254,1994-02-09
2.982537269592285,1994-02-10
2.9407262802124023,1994-02-11
3.0104126930236816,1994-02-14
2.982537269592285,1994-02-15
3.0940346717834473,1994-02-16
3.038285493850708,1994-02-17
3.038285493850708,1994-02-18
3.0661606788635254,1994-02-22
3.0661606788635254,1994-02-23
2.996474266052246,1994-02-24
3.038285493850708,1994-02-25
3.0661606788635254,1994-02-28
3.0661606788635254,1994-03-01
3.038285493850708,1994-03-02
3.149782657623291,1994-03-03
3.149782657623291,1994-03-04
3.149782657623291,1994-03-07
3.149782657623291,1994-03-08
3.205531597137451,1994-03-09
3.121908664703369,1994-03-10
3.149782657623291,1994-03-11
3.261279344558716,1994-03-14
3.3588387966156006,1994-03-15
3.3727762699127197,1994-03-16
3.3727762699127197,1994-03-17
3.317028045654297,1994-03-18
3.344902276992798,1994-03-21
3.3727762699127197,1994-03-22
3.344902276992798,1994-03-23
3.344902276992798,1994-03-24
3.4006502628326416,1994-03-25
3.205531597137451,1994-03-28
3.121908664703369,1994-03-29
3.038285493850708,1994-03-30
3.0661606788635254,1994-03-31
3.0243492126464844,1994-04-04
3.121908664703369,1994-04-05
3.121908664703369,1994-04-06
3.177656412124634,1994-04-07
3.233405590057373,1994-04-08
3.233405590057373,1994-04-11
3.233405590057373,1994-04-12
3.0940346717834473,1994-04-13
2.9546632766723633,1994-04-14
2.9546632766723633,1994-04-15
2.8431663513183594,1994-04-18
2.8710410594940186,1994-04-19
2.7177317142486572,1994-04-20
2.7316696643829346,1994-04-21
2.7316696643829346,1994-04-22
2.7316696643829346,1994-04-25
2.7595443725585938,1994-04-26
2.7595443725585938,1994-04-28
2.7595443725585938,1994-04-29
2.7595443725585938,1994-05-02
2.7595443725585938,1994-05-03
2.7316696643829346,1994-05-04
2.773481607437134,1994-05-05
2.7595443725585938,1994-05-06
2.7595443725585938,1994-05-09
2.703796148300171,1994-05-10
2.522613525390625,1994-05-11
2.5086770057678223,1994-05-12
2.536550760269165,1994-05-13
2.3693056106567383,1994-05-16
2.3693056106567383,1994-05-17
2.661984443664551,1994-05-18
2.6062357425689697,1994-05-19
2.6062357425689697,1994-05-20
2.5922999382019043,1994-05-23
2.578361988067627,1994-05-24
2.536550760269165,1994-05-25
2.536550760269165,1994-05-26
2.564424991607666,1994-05-27
2.564424991607666,1994-05-31
2.536550760269165,1994-06-01
2.536550760269165,1994-06-02
2.564424991607666,1994-06-03
2.578361988067627,1994-06-06
2.578361988067627,1994-06-07
2.5922999382019043,1994-06-08
2.578361988067627,1994-06-09
2.564424991607666,1994-06-10
2.5922999382019043,1994-06-13
2.564424991607666,1994-06-14
2.5922999382019043,1994-06-15
2.5086770057678223,1994-06-16
2.536550760269165,1994-06-17
2.5922999382019043,1994-06-20
2.703796148300171,1994-06-21
2.8431663513183594,1994-06-22
2.703796148300171,1994-06-23
2.7456064224243164,1994-06-24
2.7177317142486572,1994-06-27
2.6550164222717285,1994-06-28
2.703796148300171,1994-06-29
2.7874186038970947,1994-06-30
2.8989155292510986,1994-07-01
2.8989155292510986,1994-07-05
2.982537269592285,1994-07-06
2.982537269592285,1994-07-07
2.982537269592285,1994-07-08
2.9546632766723633,1994-07-11
2.9267897605895996,1994-07-12
2.8431663513183594,1994-07-13
2.8710410594940186,1994-07-14
2.8710410594940186,1994-07-15
2.8501367568969727,1994-07-18
2.8152925968170166,1994-07-19
2.7595443725585938,1994-07-20
2.7595443725585938,1994-07-21
2.7595443725585938,1994-07-22
2.703796148300171,1994-07-25
2.7595443725585938,1994-07-26
2.7456064224243164,1994-07-27
2.7595443725585938,1994-07-28
2.8571038246154785,1994-07-29
2.9267897605895996,1994-08-01
2.9267897605895996,1994-08-02
3.0104126930236816,1994-08-03
3.073129415512085,1994-08-04
3.219468116760254,1994-08-05
3.219468116760254,1994-08-08
3.261279344558716,1994-08-09
3.191593885421753,1994-08-10
3.261279344558716,1994-08-11
3.344902276992798,1994-08-12
3.317028045654297,1994-08-15
3.2891547679901123,1994-08-16
3.205531597137451,1994-08-17
3.233405590057373,1994-08-18
3.233405590057373,1994-08-19
3.261279344558716,1994-08-22
3.233405590057373,1994-08-23
3.3727762699127197,1994-08-24
3.344902276992798,1994-08-25
3.3727762699127197,1994-08-26
3.3727762699127197,1994-08-29
3.4006502628326416,1994-08-30
3.4006502628326416,1994-08-31
3.3727762699127197,1994-09-01
3.344902276992798,1994-09-02
3.4006502628326416,1994-09-06
3.4006502628326416,1994-09-07
3.5957701206207275,1994-09-08
3.6236443519592285,1994-09-09
3.5539584159851074,1994-09-12
3.5400209426879883,1994-09-13
3.5678958892822266,1994-09-14
3.7630157470703125,1994-09-15
3.749077081680298,1994-09-16
3.7421085834503174,1994-09-19
3.679392099380493,1994-09-20
3.735140800476074,1994-09-21
3.7072665691375732,1994-09-22
3.665454626083374,1994-09-23
3.790889024734497,1994-09-26
3.749077081680298,1994-09-27
3.7072665691375732,1994-09-28
3.6236443519592285,1994-09-29
3.735140800476074,1994-09-30
3.6515188217163086,1994-10-03
3.68636155128479,1994-10-04
3.776951313018799,1994-10-05
3.7630157470703125,1994-10-06
3.8187642097473145,1994-10-07
3.790889024734497,1994-10-10
3.790889024734497,1994-10-11
3.769984245300293,1994-10-12
3.790889024734497,1994-10-13
3.776951313018799,1994-10-14
3.8187642097473145,1994-10-17
3.790889024734497,1994-10-18
3.7630157470703125,1994-10-19
3.7630157470703125,1994-10-20
3.735140800476074,1994-10-21
3.679392099380493,1994-10-24
3.6933302879333496,1994-10-25
3.7072665691375732,1994-10-26
3.6933302879333496,1994-10-27
3.679392099380493,1994-10-28
3.665454626083374,1994-10-31
3.637580633163452,1994-11-01
3.7630157470703125,1994-11-02
3.776951313018799,1994-11-03
3.790889024734497,1994-11-04
3.790889024734497,1994-11-07
3.679392099380493,1994-11-08
3.749077081680298,1994-11-09
3.735140800476074,1994-11-10
3.735140800476074,1994-11-11
3.735140800476074,1994-11-14
3.735140800476074,1994-11-15
3.7072665691375732,1994-11-16
3.735140800476074,1994-11-17
3.7072665691375732,1994-11-18
3.7072665691375732,1994-11-21
3.679392099380493,1994-11-22
3.7072665691375732,1994-11-23
3.7072665691375732,1994-11-25
3.7072665691375732,1994-11-28
3.735140800476074,1994-11-29
3.7072665691375732,1994-11-30
3.7072665691375732,1994-12-01
3.860574722290039,1994-12-02
4.013883113861084,1994-12-05
3.9860081672668457,1994-12-06
3.8745124340057373,1994-12-07
3.9023852348327637,1994-12-08
3.972071409225464,1994-12-09
4.013883113861084,1994-12-12
3.9860081672668457,1994-12-13
4.041757583618164,1994-12-14
4.069629669189453,1994-12-15
4.069629669189453,1994-12-16
4.041757583618164,1994-12-19
4.013883113861084,1994-12-20
4.041757583618164,1994-12-21
4.013883113861084,1994-12-22
4.181127548217773,1994-12-23
4.125378608703613,1994-12-27
4.139316082000732,1994-12-28
4.236875534057617,1994-12-29
4.236875534057617,1994-12-30
4.132349491119385,1995-01-03
4.069629669189453,1995-01-04
4.083569049835205,1995-01-05
4.153253555297852,1995-01-06
4.167189598083496,1995-01-09
4.2647504806518555,1995-01-10
4.292623996734619,1995-01-11
4.473807334899902,1995-01-12
4.181127548217773,1995-01-13
4.278687000274658,1995-01-16
4.278687000274658,1995-01-17
4.2090020179748535,1995-01-18
4.2090020179748535,1995-01-19
4.153253555297852,1995-01-20
4.09750509262085,1995-01-23
4.153253555297852,1995-01-24
4.09750509262085,1995-01-25
4.125378608703613,1995-01-26
4.09750509262085,1995-01-27
4.111441612243652,1995-01-30
4.069629669189453,1995-01-31
4.125378608703613,1995-02-01
4.139316082000732,1995-02-02
4.139316082000732,1995-02-03
4.139316082000732,1995-02-06
4.139316082000732,1995-02-07
4.2090020179748535,1995-02-08
4.2647504806518555,1995-02-09
4.292623996734619,1995-02-10
4.292623996734619,1995-02-13
4.181127548217773,1995-02-14
4.153253555297852,1995-02-15
4.125378608703613,1995-02-16
4.041757583618164,1995-02-17
3.9302594661712646,1995-02-21
4.069629669189453,1995-02-22
4.069629669189453,1995-02-23
4.153253555297852,1995-02-24
4.09750509262085,1995-02-27
4.132349491119385,1995-02-28
4.125378608703613,1995-03-01
4.069629669189453,1995-03-02
4.2090020179748535,1995-03-03
4.167189598083496,1995-03-06
4.111441612243652,1995-03-07
4.153253555297852,1995-03-08
4.041757583618164,1995-03-09
4.069629669189453,1995-03-10
4.041757583618164,1995-03-13
3.9093539714813232,1995-03-14
3.860574722290039,1995-03-15
4.013883113861084,1995-03-16
4.013883113861084,1995-03-17
4.041757583618164,1995-03-20
3.8884496688842773,1995-03-21
3.9860081672668457,1995-03-22
4.2090020179748535,1995-03-23
4.487743854522705,1995-03-24
4.738611221313477,1995-03-27
4.780422210693359,1995-03-28
4.599241256713867,1995-03-29
4.668926239013672,1995-03-30
4.682862281799316,1995-03-31
4.627115249633789,1995-04-03
4.5713653564453125,1995-04-04
4.599241256713867,1995-04-05
4.808296203613281,1995-04-06
4.919793128967285,1995-04-07
4.864045143127441,1995-04-10
4.877981662750244,1995-04-11
4.95986270904541,1995-04-12
4.919793128967285,1995-04-13
4.864045143127441,1995-04-17
4.877981662750244,1995-04-18
4.766487121582031,1995-04-19
4.822232723236084,1995-04-20
4.808296203613281,1995-04-21
4.850108623504639,1995-04-24
4.871014595031738,1995-04-25
4.822232723236084,1995-04-26
4.836171627044678,1995-04-27
4.794360160827637,1995-04-28
4.877981662750244,1995-05-01
4.877981662750244,1995-05-02
4.905857086181641,1995-05-03
4.947667598724365,1995-05-04
4.905857086181641,1995-05-05
4.947667598724365,1995-05-08
4.877981662750244,1995-05-09
4.850108623504639,1995-05-10
4.794360160827637,1995-05-11
4.822232723236084,1995-05-12
4.794360160827637,1995-05-15
4.801329135894775,1995-05-16
4.696800231933594,1995-05-17
4.543492317199707,1995-05-18
4.459868431091309,1995-05-19
4.473807334899902,1995-05-22
4.682862281799316,1995-05-23
4.696800231933594,1995-05-24
4.7107367515563965,1995-05-25
4.724674224853516,1995-05-26
4.752549171447754,1995-05-30
4.822232723236084,1995-05-31
4.794360160827637,1995-06-01
4.808296203613281,1995-06-02
4.794360160827637,1995-06-05
4.822232723236084,1995-06-06
4.808296203613281,1995-06-07
4.877981662750244,1995-06-08
4.822232723236084,1995-06-09
4.92676305770874,1995-06-12
4.961604118347168,1995-06-13
4.989479064941406,1995-06-14
5.04522705078125,1995-06-15
4.961604118347168,1995-06-16
5.003414630889893,1995-06-19
4.919793128967285,1995-06-20
4.822232723236084,1995-06-21
4.836171627044678,1995-06-22
4.759516716003418,1995-06-23
4.7107367515563965,1995-06-26
4.822232723236084,1995-06-27
4.766487121582031,1995-06-28
4.898887634277344,1995-06-29
4.989479064941406,1995-06-30
4.961604118347168,1995-07-03
4.933731555938721,1995-07-05
5.226409912109375,1995-07-06
5.128849983215332,1995-07-07
4.891918659210205,1995-07-10
4.794360160827637,1995-07-11
4.850108623504639,1995-07-12
4.829202175140381,1995-07-13
4.7107367515563965,1995-07-14
4.599241256713867,1995-07-17
4.654989719390869,1995-07-18
4.599241256713867,1995-07-19
4.7107367515563965,1995-07-20
4.738611221313477,1995-07-21
4.738611221313477,1995-07-24
4.822232723236084,1995-07-25
4.877981662750244,1995-07-26
4.822232723236084,1995-07-27
4.780422210693359,1995-07-28
4.877981662750244,1995-07-31
4.905857086181641,1995-08-01
4.877981662750244,1995-08-02
4.850108623504639,1995-08-03
4.864045143127441,1995-08-04
4.850108623504639,1995-08-07
4.822232723236084,1995-08-08
4.850108623504639,1995-08-09
4.822232723236084,1995-08-10
4.850108623504639,1995-08-11
4.877981662750244,1995-08-14
4.877981662750244,1995-08-15
4.808296203613281,1995-08-16
4.794360160827637,1995-08-17
4.766487121582031,1995-08-18
4.794360160827637,1995-08-21
4.933731555938721,1995-08-22
5.04522705078125,1995-08-23
5.04522705078125,1995-08-24
5.031290054321289,1995-08-25
4.989479064941406,1995-08-28
5.268221855163574,1995-08-29
5.2124714851379395,1995-08-30
5.268221855163574,1995-08-31
5.351842403411865,1995-09-01
5.4354634284973145,1995-09-05
5.491212844848633,1995-09-06
5.463339328765869,1995-09-07
5.546963214874268,1995-09-08
5.63755464553833,1995-09-11
5.714207649230957,1995-09-12
5.714207649230957,1995-09-13
5.811768531799316,1995-09-14
5.769955635070801,1995-09-15
5.714207649230957,1995-09-18
5.769955635070801,1995-09-19
5.742082118988037,1995-09-20
5.5748372077941895,1995-09-21
5.463339328765869,1995-09-22
5.4354634284973145,1995-09-25
5.491212844848633,1995-09-26
5.5190887451171875,1995-09-27
5.491212844848633,1995-09-28
5.4215288162231445,1995-09-29
5.4354634284973145,1995-10-02
5.4354634284973145,1995-10-03
5.351842403411865,1995-10-04
5.365780830383301,1995-10-05
5.37971830368042,1995-10-06
