UPS,Date
34.6859016418457,2000-04-10
34.24554443359375,2000-04-11
33.330970764160156,2000-04-12
32.65353012084961,2000-04-13
29.80818748474121,2000-04-14
31.434091567993164,2000-04-17
32.890625,2000-04-18
32.00992965698242,2000-04-19
34.41490936279297,2000-04-20
33.94068145751953,2000-04-24
36.006927490234375,2000-04-25
35.871456146240234,2000-04-26
35.7359619140625,2000-04-27
36.04080581665039,2000-04-28
34.82137680053711,2000-05-01
34.58427047729492,2000-05-02
33.805206298828125,2000-05-03
33.02610778808594,2000-05-04
32.45026779174805,2000-05-05
33.093868255615234,2000-05-08
33.8729362487793,2000-05-09
32.95836639404297,2000-05-10
33.19546890258789,2000-05-11
33.36484146118164,2000-05-12
34.31330108642578,2000-05-15
33.60197067260742,2000-05-16
33.77131652832031,2000-05-17
33.66971206665039,2000-05-18
33.53420639038086,2000-05-19
33.297115325927734,2000-05-22
33.53420639038086,2000-05-23
32.31477355957031,2000-05-24
31.99953842163086,2000-05-25
31.082365036010742,2000-05-26
32.101444244384766,2000-05-30
32.543060302734375,2000-05-31
33.42626953125,2000-06-01
33.15453338623047,2000-06-02
33.460243225097656,2000-06-05
33.56216049194336,2000-06-06
33.73200607299805,2000-06-07
32.74687957763672,2000-06-08
32.237342834472656,2000-06-09
32.254337310791016,2000-06-12
33.324378967285156,2000-06-13
33.290382385253906,2000-06-14
33.901859283447266,2000-06-15
33.56216049194336,2000-06-16
33.76597595214844,2000-06-19
33.39231872558594,2000-06-20
33.56216049194336,2000-06-21
34.207584381103516,2000-06-22
33.39231872558594,2000-06-23
33.018646240234375,2000-06-26
32.678932189941406,2000-06-27
32.40717315673828,2000-06-28
32.74687957763672,2000-06-29
32.016536712646484,2000-06-30
32.30526351928711,2000-07-03
33.15453338623047,2000-07-05
33.324378967285156,2000-07-06
32.984676361083984,2000-07-07
33.15453338623047,2000-07-10
33.0526008605957,2000-07-11
32.984676361083984,2000-07-12
32.78084182739258,2000-07-13
33.086578369140625,2000-07-14
32.848785400390625,2000-07-17
33.018646240234375,2000-07-18
33.290382385253906,2000-07-19
32.37321853637695,2000-07-20
32.33924102783203,2000-07-21
32.06748580932617,2000-07-24
31.897645950317383,2000-07-25
31.591901779174805,2000-07-26
31.591901779174805,2000-07-27
31.184261322021484,2000-07-28
31.931604385375977,2000-07-31
31.693819046020508,2000-08-01
31.625869750976562,2000-08-02
31.490013122558594,2000-08-03
31.3541202545166,2000-08-04
31.184261322021484,2000-08-07
30.912517547607422,2000-08-08
30.301042556762695,2000-08-09
31.795719146728516,2000-08-10
32.06748580932617,2000-08-11
31.863666534423828,2000-08-14
31.45602798461914,2000-08-15
31.15030288696289,2000-08-16
30.84457778930664,2000-08-17
30.538843154907227,2000-08-18
30.335018157958984,2000-08-21
30.572811126708984,2000-08-22
30.301042556762695,2000-08-23
30.7685489654541,2000-08-24
31.41594696044922,2000-08-25
30.938920974731445,2000-08-28
30.666332244873047,2000-08-29
30.053001403808594,2000-08-30
30.223379135131836,2000-08-31
30.461889266967773,2000-09-01
30.29151725769043,2000-09-05
30.427799224853516,2000-09-06
29.746337890625,2000-09-07
29.06487274169922,2000-09-08
28.553754806518555,2000-09-11
29.20116424560547,2000-09-12
29.9848575592041,2000-09-13
30.223379135131836,2000-09-14
30.189302444458008,2000-09-15
28.894493103027344,2000-09-18
28.621906280517578,2000-09-19
29.439695358276367,2000-09-20
30.121145248413086,2000-09-21
30.530029296875,2000-09-22
30.938920974731445,2000-09-25
31.041135787963867,2000-09-26
30.870769500732422,2000-09-27
31.245590209960938,2000-09-28
30.73447036743164,2000-09-29
30.904844284057617,2000-10-02
30.870769500732422,2000-10-03
32.02927017211914,2000-10-04
31.89296531677246,2000-10-05
31.654449462890625,2000-10-06
31.007062911987305,2000-10-09
32.09741973876953,2000-10-10
31.34779930114746,2000-10-11
29.848554611206055,2000-10-12
30.870769500732422,2000-10-13
30.49595069885254,2000-10-16
30.053001403808594,2000-10-17
28.92856788635254,2000-10-18
32.71074676513672,2000-10-19
33.801116943359375,2000-10-20
33.15369415283203,2000-10-23
32.574440002441406,2000-10-24
32.50630187988281,2000-10-25
32.574440002441406,2000-10-26
32.33594512939453,2000-10-27
33.32406997680664,2000-10-30
33.119651794433594,2000-10-31
32.50630187988281,2000-11-01
33.46035385131836,2000-11-02
33.017398834228516,2000-11-03
32.71074676513672,2000-11-06
32.676666259765625,2000-11-07
32.574440002441406,2000-11-08
31.961122512817383,2000-11-09
31.7907657623291,2000-11-10
32.16556930541992,2000-11-13
32.574440002441406,2000-11-14
32.16556930541992,2000-11-15
31.85890769958496,2000-11-16
32.3018684387207,2000-11-17
32.33594512939453,2000-11-20
32.881107330322266,2000-11-21
32.90571975708008,2000-11-22
33.281585693359375,2000-11-24
33.41826248168945,2000-11-27
33.38410186767578,2000-11-28
33.008235931396484,2000-11-29
33.1790771484375,2000-11-30
33.281585693359375,2000-12-01
32.974056243896484,2000-12-04
33.34992599487305,2000-12-05
34.06748962402344,2000-12-06
33.725791931152344,2000-12-07
34.81924057006836,2000-12-08
34.990089416503906,2000-12-11
34.750911712646484,2000-12-12
34.23834991455078,2000-12-13
32.08564376831055,2000-12-14
31.402233123779297,2000-12-15
31.09469985961914,2000-12-18
30.479644775390625,2000-12-19
29.762073516845703,2000-12-20
29.249526977539062,2000-12-21
30.889678955078125,2000-12-22
31.402233123779297,2000-12-26
31.333908081054688,2000-12-27
32.35900115966797,2000-12-28
32.11981201171875,2000-12-29
30.82135009765625,2001-01-02
33.11073303222656,2001-01-03
33.38410186767578,2001-01-04
33.144901275634766,2001-01-05
33.38410186767578,2001-01-08
33.34992599487305,2001-01-09
31.98312759399414,2001-01-10
32.3931770324707,2001-01-11
32.222312927246094,2001-01-12
32.49567794799805,2001-01-16
32.46150588989258,2001-01-17
32.939884185791016,2001-01-18
32.8032112121582,2001-01-19
32.974056243896484,2001-01-22
33.315765380859375,2001-01-23
32.939884185791016,2001-01-24
33.008235931396484,2001-01-25
33.008235931396484,2001-01-26
33.240577697753906,2001-01-29
33.67795944213867,2001-01-30
33.841976165771484,2001-01-31
33.66155242919922,2001-02-01
33.40459442138672,2001-02-02
32.93442153930664,2001-02-05
32.58999252319336,2001-02-06
32.628257751464844,2001-02-07
32.781341552734375,2001-02-08
32.70478820800781,2001-02-09
32.91255187988281,2001-02-12
32.81962203979492,2001-02-13
32.852420806884766,2001-02-14
32.87974166870117,2001-02-15
32.81962203979492,2001-02-16
32.85789108276367,2001-02-20
32.20180892944336,2001-02-21
31.9714412689209,2001-02-22
31.592998504638672,2001-02-23
31.620412826538086,2001-02-26
31.872713088989258,2001-02-27
31.006099700927734,2001-02-28
30.715417861938477,2001-03-01
31.230995178222656,2001-03-02
31.67525291442871,2001-03-05
31.466829299926758,2001-03-06
32.004364013671875,2001-03-07
32.47057342529297,2001-03-08
32.26763153076172,2001-03-09
31.461353302001953,2001-03-12
31.483295440673828,2001-03-13
31.181625366210938,2001-03-14
31.07192611694336,2001-03-15
30.578279495239258,2001-03-16
30.72089385986328,2001-03-19
30.452138900756836,2001-03-20
31.647859573364258,2001-03-21
30.655078887939453,2001-03-22
30.304040908813477,2001-03-23
30.797693252563477,2001-03-26
30.95673370361328,2001-03-27
30.879945755004883,2001-03-28
30.792203903198242,2001-03-29
31.209043502807617,2001-03-30
30.485042572021484,2001-04-02
29.18512535095215,2001-04-03
29.04799461364746,2001-04-04
29.245450973510742,2001-04-05
29.717161178588867,2001-04-06
29.426464080810547,2001-04-09
29.953014373779297,2001-04-10
29.870723724365234,2001-04-11
29.733610153198242,2001-04-12
29.453899383544922,2001-04-16
29.558094024658203,2001-04-17
29.86524772644043,2001-04-18
31.302291870117188,2001-04-19
31.938539505004883,2001-04-20
30.8525333404541,2001-04-23
30.95673370361328,2001-04-24
31.22001838684082,2001-04-25
31.04450035095215,2001-04-26
31.368118286132812,2001-04-27
31.510711669921875,2001-04-30
31.75753402709961,2001-05-01
31.911113739013672,2001-05-02
31.85077476501465,2001-05-03
31.85626983642578,2001-05-04
31.75753402709961,2001-05-07
31.620412826538086,2001-05-08
31.609458923339844,2001-05-09
31.647859573364258,2001-05-10
31.806913375854492,2001-05-11
31.592998504638672,2001-05-14
31.647859573364258,2001-05-15
31.85077476501465,2001-05-16
32.70643615722656,2001-05-17
32.827091217041016,2001-05-18
32.86000061035156,2001-05-21
32.77772521972656,2001-05-22
32.487030029296875,2001-05-23
32.47057342529297,2001-05-24
32.37152862548828,2001-05-25
32.355018615722656,2001-05-29
32.355018615722656,2001-05-30
32.712677001953125,2001-05-31
32.21746063232422,2001-06-01
32.07988739013672,2001-06-04
32.07438659667969,2001-06-05
31.95334243774414,2001-06-06
32.15144348144531,2001-06-07
31.964345932006836,2001-06-08
31.70571517944336,2001-06-11
31.72772979736328,2001-06-12
31.496625900268555,2001-06-13
31.243497848510742,2001-06-14
31.199481964111328,2001-06-15
31.116931915283203,2001-06-18
30.803308486938477,2001-06-19
30.995901107788086,2001-06-20
31.524133682250977,2001-06-21
31.353534698486328,2001-06-22
30.830820083618164,2001-06-25
30.704261779785156,2001-06-26
30.94637107849121,2001-06-27
31.41958999633789,2001-06-28
31.804767608642578,2001-06-29
31.9753475189209,2001-07-02
32.22297286987305,2001-07-03
32.22297286987305,2001-07-05
31.7662410736084,2001-07-06
31.85979461669922,2001-07-09
31.689208984375,2001-07-10
31.62318229675293,2001-07-11
31.804767608642578,2001-07-12
32.10189437866211,2001-07-13
32.02487564086914,2001-07-16
32.06889343261719,2001-07-17
31.93132781982422,2001-07-18
32.01936721801758,2001-07-19
31.694711685180664,2001-07-20
31.34804344177246,2001-07-23
31.171964645385742,2001-07-24
31.364553451538086,2001-07-25
31.33705711364746,2001-07-26
31.03441047668457,2001-07-27
31.160972595214844,2001-07-30
31.27100944519043,2001-07-31
31.33705711364746,2001-08-01
31.171964645385742,2001-08-02
31.045419692993164,2001-08-03
31.00140380859375,2001-08-06
30.880340576171875,2001-08-07
30.841814041137695,2001-08-08
30.72626495361328,2001-08-09
30.858339309692383,2001-08-10
30.79781150817871,2001-08-13
30.775794982910156,2001-08-14
30.72626495361328,2001-08-15
30.67673683166504,2001-08-16
30.649234771728516,2001-08-17
30.5446834564209,2001-08-20
30.451133728027344,2001-08-21
30.48415756225586,2001-08-22
30.555681228637695,2001-08-23
30.914588928222656,2001-08-24
30.64401626586914,2001-08-27
30.583303451538086,2001-08-28
30.63300323486328,2001-08-29
30.27408790588379,2001-08-30
30.494953155517578,2001-08-31
30.566722869873047,2001-09-04
30.555681228637695,2001-09-05
30.285125732421875,2001-09-06
29.661209106445312,2001-09-07
29.318897247314453,2001-09-10
27.81153106689453,2001-09-17
27.69005012512207,2001-09-18
26.475341796875,2001-09-19
27.35877799987793,2001-09-20
27.441585540771484,2001-09-21
27.507854461669922,2001-09-24
28.325027465820312,2001-09-25
27.303552627563477,2001-09-26
27.45265007019043,2001-09-27
28.700471878051758,2001-09-28
27.960613250732422,2001-10-01
27.66244888305664,2001-10-02
28.214597702026367,2001-10-03
28.71153450012207,2001-10-04
28.866121292114258,2001-10-05
28.396800994873047,2001-10-08
28.131776809692383,2001-10-09
28.601104736328125,2001-10-10
29.147706985473633,2001-10-11
28.131776809692383,2001-10-12
28.09311866760254,2001-10-15
28.076541900634766,2001-10-16
28.032384872436523,2001-10-17
27.888835906982422,2001-10-18
28.021331787109375,2001-10-19
28.06551742553711,2001-10-22
28.286367416381836,2001-10-23
28.10968589782715,2001-10-24
27.960613250732422,2001-10-25
28.048952102661133,2001-10-26
28.0710506439209,2001-10-29
27.706623077392578,2001-10-30
28.15937614440918,2001-10-31
28.15937614440918,2001-11-01
28.336057662963867,2001-11-02
28.534839630126953,2001-11-05
29.015199661254883,2001-11-06
29.252620697021484,2001-11-07
29.363046646118164,2001-11-08
29.49004364013672,2001-11-09
29.340961456298828,2001-11-12
29.94832420349121,2001-11-13
29.94280242919922,2001-11-14
30.080848693847656,2001-11-15
30.020103454589844,2001-11-16
30.14157485961914,2001-11-19
30.0974063873291,2001-11-20
30.03668212890625,2001-11-21
30.36358070373535,2001-11-23
30.418981552124023,2001-11-26
30.474390029907227,2001-11-27
30.574119567871094,2001-11-28
30.64061737060547,2001-11-29
31.15036964416504,2001-11-30
30.973072052001953,2001-12-03
31.02846908569336,2001-12-04
31.466188430786133,2001-12-05
31.57148551940918,2001-12-06
31.654571533203125,2001-12-07
31.155916213989258,2001-12-10
31.128206253051758,2001-12-11
30.795759201049805,2001-12-12
30.468862533569336,2001-12-13
30.524250030517578,2001-12-14
30.64061737060547,2001-12-17
31.244564056396484,2001-12-18
30.673856735229492,2001-12-19
30.62399673461914,2001-12-20
30.596288681030273,2001-12-21
30.64061737060547,2001-12-24
30.690486907958984,2001-12-26
30.574119567871094,2001-12-27
30.502094268798828,2001-12-28
30.197351455688477,2001-12-31
30.175188064575195,2002-01-02
30.729278564453125,2002-01-03
31.388626098632812,2002-01-04
31.643491744995117,2002-01-07
31.70445442199707,2002-01-08
31.477270126342773,2002-01-09
31.49944305419922,2002-01-10
31.316591262817383,2002-01-11
31.04509925842285,2002-01-14
31.02846908569336,2002-01-15
31.02846908569336,2002-01-16
31.294418334960938,2002-01-17
31.316591262817383,2002-01-18
31.06170654296875,2002-01-22
31.455106735229492,2002-01-23
31.360902786254883,2002-01-24
31.599178314208984,2002-01-25
31.637954711914062,2002-01-28
31.250110626220703,2002-01-29
31.543779373168945,2002-01-30
31.848508834838867,2002-01-31
31.466188430786133,2002-02-01
31.338762283325195,2002-02-04
31.527162551879883,2002-02-05
31.11713409423828,2002-02-06
30.8234806060791,2002-02-07
31.222393035888672,2002-02-08
31.460647583007812,2002-02-11
31.416318893432617,2002-02-12
31.405258178710938,2002-02-13
31.55484962463379,2002-02-14
31.582542419433594,2002-02-15
31.427410125732422,2002-02-19
31.49388313293457,2002-02-20
31.471744537353516,2002-02-21
31.471744537353516,2002-02-22
31.744142532348633,2002-02-25
32.416839599609375,2002-02-26
32.911617279052734,2002-02-27
32.767086029052734,2002-02-28
32.80043029785156,2002-03-01
33.350807189941406,2002-03-04
32.94496536254883,2002-03-05
33.01169967651367,2002-03-06
33.35636520385742,2002-03-07
33.912322998046875,2002-03-08
33.40084457397461,2002-03-11
33.40084457397461,2002-03-12
33.31745529174805,2002-03-13
33.3119010925293,2002-03-14
33.53981399536133,2002-03-15
33.678802490234375,2002-03-18
33.60654830932617,2002-03-19
33.612091064453125,2002-03-20
33.495361328125,2002-03-21
33.74553298950195,2002-03-22
33.71217346191406,2002-03-25
33.47868347167969,2002-03-26
33.65101623535156,2002-03-27
33.801124572753906,2002-03-28
33.66215515136719,2002-04-01
33.24518585205078,2002-04-02
33.18960189819336,2002-04-03
33.57320022583008,2002-04-04
33.74553298950195,2002-04-05
33.528717041015625,2002-04-08
33.678802490234375,2002-04-09
33.80670166015625,2002-04-10
33.56764602661133,2002-04-11
33.7510986328125,2002-04-12
33.55096435546875,2002-04-15
33.884525299072266,2002-04-16
33.85671615600586,2002-04-17
33.92344284057617,2002-04-18
34.15694046020508,2002-04-19
33.85114669799805,2002-04-22
33.584320068359375,2002-04-23
33.31745529174805,2002-04-24
33.47868347167969,2002-04-25
33.584320068359375,2002-04-26
33.20625686645508,2002-04-29
33.37860107421875,2002-04-30
33.272979736328125,2002-05-01
33.31745529174805,2002-05-02
33.41197204589844,2002-05-03
33.12288284301758,2002-05-06
32.8282356262207,2002-05-07
33.17848205566406,2002-05-08
32.477989196777344,2002-05-09
32.6558837890625,2002-05-10
32.79487991333008,2002-05-13
33.13399887084961,2002-05-14
33.18960189819336,2002-05-15
33.12288284301758,2002-05-16
33.10619354248047,2002-05-17
32.767086029052734,2002-05-20
32.394596099853516,2002-05-21
32.38349914550781,2002-05-22
32.58985137939453,2002-05-23
32.5675163269043,2002-05-24
32.517333984375,2002-05-28
32.72370910644531,2002-05-29
32.90776824951172,2002-05-30
33.677486419677734,2002-05-31
34.28543472290039,2002-06-03
34.16272735595703,2002-06-04
34.218505859375,2002-06-05
34.25196838378906,2002-06-06
34.229652404785156,2002-06-07
34.792991638183594,2002-06-10
34.943607330322266,2002-06-11
34.73720169067383,2002-06-12
35.010520935058594,2002-06-13
34.508544921875,2002-06-14
34.703758239746094,2002-06-17
34.89896774291992,2002-06-18
34.915687561035156,2002-06-19
34.76512145996094,2002-06-20
34.514122009277344,2002-06-21
34.46392059326172,2002-06-24
33.582664489746094,2002-06-25
33.57707977294922,2002-06-26
33.73883819580078,2002-06-27
34.44158935546875,2002-06-28
34.15156936645508,2002-07-01
33.93962097167969,2002-07-02
33.84481430053711,2002-07-03
34.1292610168457,2002-07-05
34.040016174316406,2002-07-08
33.87826919555664,2002-07-09
35.27824401855469,2002-07-10
34.85993194580078,2002-07-11
34.16831588745117,2002-07-12
33.74440383911133,2002-07-15
33.57707977294922,2002-07-16
33.91173553466797,2002-07-17
34.60894012451172,2002-07-18
37.36984634399414,2002-07-19
35.200157165527344,2002-07-22
33.63286590576172,2002-07-23
34.4918098449707,2002-07-24
34.69816970825195,2002-07-25
35.088623046875,2002-07-26
35.97544479370117,2002-07-29
35.97544479370117,2002-07-30
36.4439697265625,2002-07-31
35.76350402832031,2002-08-01
35.02724838256836,2002-08-02
34.17387008666992,2002-08-05
34.971466064453125,2002-08-06
35.20573425292969,2002-08-07
35.83601379394531,2002-08-08
36.059104919433594,2002-08-09
35.56269073486328,2002-08-12
35.42326354980469,2002-08-13
36.198543548583984,2002-08-14
36.52763366699219,2002-08-15
36.86228942871094,2002-08-16
37.28617858886719,2002-08-19
36.75630187988281,2002-08-20
36.86228942871094,2002-08-21
36.923805236816406,2002-08-22
36.51546859741211,2002-08-23
36.19662094116211,2002-08-26
36.27494430541992,2002-08-27
36.051212310791016,2002-08-28
35.71558380126953,2002-08-29
35.74913787841797,2002-08-30
34.98838806152344,2002-09-03
35.54777908325195,2002-09-04
35.133846282958984,2002-09-05
35.78829574584961,2002-09-06
35.463863372802734,2002-09-09
35.45826721191406,2002-09-10
35.251304626464844,2002-09-11
34.66395950317383,2002-09-12
34.65277862548828,2002-09-13
34.77583312988281,2002-09-16
34.898895263671875,2002-09-17
34.59684753417969,2002-09-18
35.044334411621094,2002-09-19
35.12823486328125,2002-09-20
34.865325927734375,2002-09-23
34.5409049987793,2002-09-24
34.80381393432617,2002-09-25
35.57573318481445,2002-09-26
35.055511474609375,2002-09-27
34.97721862792969,2002-09-30
35.91135025024414,2002-10-01
35.45826721191406,2002-10-02
35.79948425292969,2002-10-03
34.45698928833008,2002-10-04
33.19841766357422,2002-10-07
33.70185089111328,2002-10-08
33.662696838378906,2002-10-09
34.154930114746094,2002-10-10
34.585662841796875,2002-10-11
34.64159393310547,2002-10-14
35.61488342285156,2002-10-15
35.48064041137695,2002-10-16
35.46946334838867,2002-10-17
35.29604721069336,2002-10-18
35.9001579284668,2002-10-21
34.82619094848633,2002-10-22
34.96044158935547,2002-10-23
34.96044158935547,2002-10-24
35.06670379638672,2002-10-25
34.25003433227539,2002-10-28
33.71863555908203,2002-10-29
33.85847091674805,2002-10-30
33.56761169433594,2002-10-31
34.087825775146484,2002-11-01
34.529727935791016,2002-11-04
34.59684753417969,2002-11-05
35.20094680786133,2002-11-06
34.46259307861328,2002-11-07
34.87093734741211,2002-11-08
34.94924545288086,2002-11-11
34.691932678222656,2002-11-12
34.90449523925781,2002-11-13
35.262489318847656,2002-11-14
35.36875915527344,2002-11-15
35.027565002441406,2002-11-18
34.83736801147461,2002-11-19
35.312835693359375,2002-11-20
35.87948989868164,2002-11-21
35.627037048339844,2002-11-22
35.23429489135742,2002-11-25
34.841556549072266,2002-11-26
35.627037048339844,2002-11-27
35.54848098754883,2002-11-29
35.89071273803711,2002-12-02
35.79533767700195,2002-12-03
35.8570671081543,2002-12-04
35.767295837402344,2002-12-05
35.952423095703125,2002-12-06
35.79533767700195,2002-12-09
35.627037048339844,2002-12-10
35.76168441772461,2002-12-11
35.6831169128418,2002-12-12
35.65507888793945,2002-12-13
36.064666748046875,2002-12-16
35.8514518737793,2002-12-17
35.87389373779297,2002-12-18
35.6999626159668,2002-12-19
35.784122467041016,2002-12-20
35.8402214050293,2002-12-23
35.71117401123047,2002-12-24
35.660675048828125,2002-12-26
35.352108001708984,2002-12-27
35.55970764160156,2002-12-30
35.39138412475586,2002-12-31
35.90193176269531,2003-01-02
35.80656051635742,2003-01-03
36.02538299560547,2003-01-06
35.90756607055664,2003-01-07
35.65507888793945,2003-01-08
35.98047637939453,2003-01-09
35.924373626708984,2003-01-10
35.73923873901367,2003-01-13
35.79533767700195,2003-01-14
35.55970764160156,2003-01-15
35.63824462890625,2003-01-16
35.59337615966797,2003-01-17
35.15013122558594,2003-01-21
34.869590759277344,2003-01-22
34.74055862426758,2003-01-23
34.1121711730957,2003-01-24
33.927032470703125,2003-01-27
34.2412223815918,2003-01-28
33.97190475463867,2003-01-29
33.5230827331543,2003-01-30
33.84848403930664,2003-01-31
33.99997329711914,2003-02-03
33.63528060913086,2003-02-04
33.713829040527344,2003-02-05
33.50624465942383,2003-02-06
33.18642807006836,2003-02-07
33.18642807006836,2003-02-10
32.99007797241211,2003-02-11
32.675872802734375,2003-02-12
32.305580139160156,2003-02-13
33.1022834777832,2003-02-14
33.377193450927734,2003-02-18
33.091041564941406,2003-02-19
32.75321578979492,2003-02-20
32.88835525512695,2003-02-21
32.190147399902344,2003-02-24
32.291507720947266,2003-02-25
32.2520866394043,2003-02-26
32.246456146240234,2003-02-27
32.39848709106445,2003-02-28
32.573036193847656,2003-03-03
31.998714447021484,2003-03-04
31.55954360961914,2003-03-05
31.23296356201172,2003-03-06
30.9908504486084,2003-03-07
30.25886344909668,2003-03-10
29.943546295166016,2003-03-11
30.720569610595703,2003-03-12
31.182283401489258,2003-03-13
31.531373977661133,2003-03-14
32.30839538574219,2003-03-17
32.533634185791016,2003-03-18
33.0122184753418,2003-03-19
33.19803237915039,2003-03-20
33.699161529541016,2003-03-21
32.533634185791016,2003-03-24
32.85456848144531,2003-03-25
32.63499450683594,2003-03-26
32.46043014526367,2003-03-27
32.26335525512695,2003-03-28
32.09444808959961,2003-03-31
32.3872184753418,2003-04-01
32.798274993896484,2003-04-02
32.573036193847656,2003-04-03
32.550506591796875,2003-04-04
32.63499450683594,2003-04-07
32.696922302246094,2003-04-08
32.34217071533203,2003-04-09
32.37596893310547,2003-04-10
32.544883728027344,2003-04-11
32.88273620605469,2003-04-14
33.0516357421875,2003-04-15
32.505462646484375,2003-04-16
32.85456848144531,2003-04-17
32.58430480957031,2003-04-21
33.8173942565918,2003-04-22
34.065147399902344,2003-04-23
34.076416015625,2003-04-24
34.076416015625,2003-04-25
34.729557037353516,2003-04-28
34.96042251586914,2003-04-29
34.977291107177734,2003-04-30
34.870338439941406,2003-05-01
35.134952545166016,2003-05-02
34.937896728515625,2003-05-05
35.146217346191406,2003-05-06
34.92101287841797,2003-05-07
34.69576644897461,2003-05-08
34.86470413208008,2003-05-09
35.1912727355957,2003-05-12
35.134952545166016,2003-05-13
35.095550537109375,2003-05-14
35.64921188354492,2003-05-15
35.05601119995117,2003-05-16
35.022098541259766,2003-05-19
34.88652420043945,2003-05-20
34.90345001220703,2003-05-21
34.80176544189453,2003-05-22
34.830020904541016,2003-05-23
35.04470443725586,2003-05-27
34.93170166015625,2003-05-28
34.92040252685547,2003-05-29
35.270694732666016,2003-05-30
35.570106506347656,2003-06-02
35.750911712646484,2003-06-03
36.072933197021484,2003-06-04
35.959938049316406,2003-06-05
35.93734359741211,2003-06-06
35.7396125793457,2003-06-09
35.95430374145508,2003-06-10
36.123783111572266,2003-06-11
36.04469680786133,2003-06-12
35.97122573852539,2003-06-13
36.265018463134766,2003-06-16
36.15768051147461,2003-06-17
36.084228515625,2003-06-18
35.98820495605469,2003-06-19
36.265018463134766,2003-06-20
36.055992126464844,2003-06-23
35.93167495727539,2003-06-24
35.519256591796875,2003-06-25
35.90346145629883,2003-06-26
35.592716217041016,2003-06-27
35.98820495605469,2003-06-30
36.21417236328125,2003-07-01
36.29892349243164,2003-07-02
36.11249542236328,2003-07-03
36.378021240234375,2003-07-07
36.587066650390625,2003-07-08
36.4853515625,2003-07-09
36.428863525390625,2003-07-10
36.270668029785156,2003-07-11
36.270668029785156,2003-07-14
36.17463302612305,2003-07-15
36.09553909301758,2003-07-16
36.12941360473633,2003-07-17
36.36671829223633,2003-07-18
36.60399627685547,2003-07-21
36.28761672973633,2003-07-22
36.281978607177734,2003-07-23
35.98820495605469,2003-07-24
36.135093688964844,2003-07-25
36.14638137817383,2003-07-28
35.92039489746094,2003-07-29
35.863887786865234,2003-07-30
