LULU,Date
23.225000381469727,2007-12-12
23.579999923706055,2007-12-13
22.43000030517578,2007-12-14
21.610000610351562,2007-12-17
22.204999923706055,2007-12-18
22.075000762939453,2007-12-19
22.989999771118164,2007-12-20
23.739999771118164,2007-12-21
24.579999923706055,2007-12-24
25.010000228881836,2007-12-26
23.90999984741211,2007-12-27
23.934999465942383,2007-12-28
23.684999465942383,2007-12-31
22.40999984741211,2008-01-02
22.3799991607666,2008-01-03
20.270000457763672,2008-01-04
19.225000381469727,2008-01-07
18.46500015258789,2008-01-08
17.0,2008-01-09
17.360000610351562,2008-01-10
16.53499984741211,2008-01-11
17.239999771118164,2008-01-14
16.010000228881836,2008-01-15
16.770000457763672,2008-01-16
16.15999984741211,2008-01-17
15.460000038146973,2008-01-18
14.765000343322754,2008-01-22
15.5,2008-01-23
16.05500030517578,2008-01-24
15.335000038146973,2008-01-25
15.850000381469727,2008-01-28
15.119999885559082,2008-01-29
15.899999618530273,2008-01-30
16.94499969482422,2008-01-31
17.450000762939453,2008-02-01
17.0,2008-02-04
16.850000381469727,2008-02-05
16.709999084472656,2008-02-06
17.0049991607666,2008-02-07
17.125,2008-02-08
17.184999465942383,2008-02-11
17.655000686645508,2008-02-12
17.325000762939453,2008-02-13
16.614999771118164,2008-02-14
16.030000686645508,2008-02-15
16.049999237060547,2008-02-19
15.239999771118164,2008-02-20
13.515000343322754,2008-02-21
14.96500015258789,2008-02-22
14.75,2008-02-25
14.53499984741211,2008-02-26
14.5,2008-02-27
14.420000076293945,2008-02-28
13.449999809265137,2008-02-29
13.104999542236328,2008-03-03
13.0,2008-03-04
13.895000457763672,2008-03-05
12.53499984741211,2008-03-06
11.545000076293945,2008-03-07
10.859999656677246,2008-03-10
13.074999809265137,2008-03-11
13.100000381469727,2008-03-12
13.885000228881836,2008-03-13
13.595000267028809,2008-03-14
13.0,2008-03-17
13.390000343322754,2008-03-18
13.164999961853027,2008-03-19
13.819999694824219,2008-03-20
15.5649995803833,2008-03-24
15.574999809265137,2008-03-25
16.34000015258789,2008-03-26
15.8149995803833,2008-03-27
14.734999656677246,2008-03-28
14.21500015258789,2008-03-31
15.78499984741211,2008-04-01
15.399999618530273,2008-04-02
16.21500015258789,2008-04-03
16.8700008392334,2008-04-04
16.575000762939453,2008-04-07
16.565000534057617,2008-04-08
16.299999237060547,2008-04-09
16.329999923706055,2008-04-10
15.539999961853027,2008-04-11
14.899999618530273,2008-04-14
14.895000457763672,2008-04-15
15.375,2008-04-16
15.0,2008-04-17
15.850000381469727,2008-04-18
16.405000686645508,2008-04-21
16.575000762939453,2008-04-22
16.969999313354492,2008-04-23
17.0,2008-04-24
16.729999542236328,2008-04-25
16.334999084472656,2008-04-28
15.920000076293945,2008-04-29
15.484999656677246,2008-04-30
16.0,2008-05-01
15.65999984741211,2008-05-02
16.334999084472656,2008-05-05
16.540000915527344,2008-05-06
16.700000762939453,2008-05-07
16.575000762939453,2008-05-08
16.825000762939453,2008-05-09
17.25,2008-05-12
16.979999542236328,2008-05-13
17.549999237060547,2008-05-14
18.315000534057617,2008-05-15
18.274999618530273,2008-05-16
17.799999237060547,2008-05-19
17.165000915527344,2008-05-20
16.104999542236328,2008-05-21
16.075000762939453,2008-05-22
15.430000305175781,2008-05-23
15.319999694824219,2008-05-27
16.05500030517578,2008-05-28
16.645000457763672,2008-05-29
15.994999885559082,2008-05-30
16.110000610351562,2008-06-02
15.130000114440918,2008-06-03
14.289999961853027,2008-06-04
14.829999923706055,2008-06-05
14.539999961853027,2008-06-06
14.050000190734863,2008-06-09
14.5,2008-06-10
13.899999618530273,2008-06-11
14.175000190734863,2008-06-12
14.010000228881836,2008-06-13
14.234999656677246,2008-06-16
13.880000114440918,2008-06-17
13.5,2008-06-18
13.75,2008-06-19
14.199999809265137,2008-06-20
14.640000343322754,2008-06-23
14.680000305175781,2008-06-24
14.800000190734863,2008-06-25
14.795000076293945,2008-06-26
14.914999961853027,2008-06-27
14.529999732971191,2008-06-30
14.430000305175781,2008-07-01
13.875,2008-07-02
13.734999656677246,2008-07-03
13.694999694824219,2008-07-07
13.734999656677246,2008-07-08
12.859999656677246,2008-07-09
12.4399995803833,2008-07-10
11.875,2008-07-11
11.875,2008-07-14
12.130000114440918,2008-07-15
13.875,2008-07-16
14.100000381469727,2008-07-17
14.324999809265137,2008-07-18
14.229999542236328,2008-07-21
14.305000305175781,2008-07-22
14.114999771118164,2008-07-23
12.989999771118164,2008-07-24
12.600000381469727,2008-07-25
12.305000305175781,2008-07-28
12.595000267028809,2008-07-29
11.550000190734863,2008-07-30
11.100000381469727,2008-07-31
11.010000228881836,2008-08-01
10.460000038146973,2008-08-04
10.59000015258789,2008-08-05
11.109999656677246,2008-08-06
10.520000457763672,2008-08-07
11.024999618530273,2008-08-08
11.350000381469727,2008-08-11
10.725000381469727,2008-08-12
10.609999656677246,2008-08-13
11.1850004196167,2008-08-14
11.425000190734863,2008-08-15
10.984999656677246,2008-08-18
10.194999694824219,2008-08-19
10.164999961853027,2008-08-20
9.734999656677246,2008-08-21
9.994999885559082,2008-08-22
9.085000038146973,2008-08-25
9.125,2008-08-26
9.489999771118164,2008-08-27
9.914999961853027,2008-08-28
9.6850004196167,2008-08-29
9.454999923706055,2008-09-02
9.505000114440918,2008-09-03
9.029999732971191,2008-09-04
9.329999923706055,2008-09-05
9.149999618530273,2008-09-08
9.104999542236328,2008-09-09
9.0,2008-09-10
10.295000076293945,2008-09-11
11.09000015258789,2008-09-12
10.1850004196167,2008-09-15
10.970000267028809,2008-09-16
11.329999923706055,2008-09-17
12.319999694824219,2008-09-18
12.425000190734863,2008-09-19
11.875,2008-09-22
11.664999961853027,2008-09-23
11.5,2008-09-24
12.020000457763672,2008-09-25
12.390000343322754,2008-09-26
11.425000190734863,2008-09-29
11.515000343322754,2008-09-30
11.869999885559082,2008-10-01
11.154999732971191,2008-10-02
10.449999809265137,2008-10-03
10.130000114440918,2008-10-06
9.140000343322754,2008-10-07
9.550000190734863,2008-10-08
9.079999923706055,2008-10-09
9.779999732971191,2008-10-10
8.960000038146973,2008-10-13
8.175000190734863,2008-10-14
7.039999961853027,2008-10-15
7.210000038146973,2008-10-16
6.880000114440918,2008-10-17
6.704999923706055,2008-10-20
6.364999771118164,2008-10-21
6.25,2008-10-22
5.534999847412109,2008-10-23
5.510000228881836,2008-10-24
5.059999942779541,2008-10-27
5.53000020980835,2008-10-28
5.909999847412109,2008-10-29
7.159999847412109,2008-10-30
7.085000038146973,2008-10-31
6.170000076293945,2008-11-03
6.110000133514404,2008-11-04
5.835000038146973,2008-11-05
5.139999866485596,2008-11-06
5.510000228881836,2008-11-07
5.070000171661377,2008-11-10
4.440000057220459,2008-11-11
4.019999980926514,2008-11-12
4.489999771118164,2008-11-13
4.119999885559082,2008-11-14
4.119999885559082,2008-11-17
4.159999847412109,2008-11-18
3.6649999618530273,2008-11-19
3.7100000381469727,2008-11-20
4.135000228881836,2008-11-21
4.494999885559082,2008-11-24
4.429999828338623,2008-11-25
4.78000020980835,2008-11-26
4.909999847412109,2008-11-28
4.184999942779541,2008-12-01
4.190000057220459,2008-12-02
4.635000228881836,2008-12-03
4.784999847412109,2008-12-04
5.394999980926514,2008-12-05
5.659999847412109,2008-12-08
4.914999961853027,2008-12-09
5.230000019073486,2008-12-10
3.5399999618530273,2008-12-11
3.7249999046325684,2008-12-12
3.565000057220459,2008-12-15
3.694999933242798,2008-12-16
3.765000104904175,2008-12-17
3.9149999618530273,2008-12-18
4.085000038146973,2008-12-19
4.114999771118164,2008-12-22
3.9000000953674316,2008-12-23
3.8399999141693115,2008-12-24
3.700000047683716,2008-12-26
3.6449999809265137,2008-12-29
3.734999895095825,2008-12-30
3.9649999141693115,2008-12-31
3.8949999809265137,2009-01-02
4.130000114440918,2009-01-05
4.130000114440918,2009-01-06
4.085000038146973,2009-01-07
3.994999885559082,2009-01-08
3.7950000762939453,2009-01-09
3.5399999618530273,2009-01-12
3.365000009536743,2009-01-13
3.109999895095825,2009-01-14
3.515000104904175,2009-01-15
3.450000047683716,2009-01-16
3.315000057220459,2009-01-20
3.3949999809265137,2009-01-21
3.6050000190734863,2009-01-22
3.609999895095825,2009-01-23
3.490000009536743,2009-01-26
3.515000104904175,2009-01-27
3.680000066757202,2009-01-28
3.380000114440918,2009-01-29
3.4000000953674316,2009-01-30
3.319999933242798,2009-02-02
3.555000066757202,2009-02-03
3.674999952316284,2009-02-04
3.755000114440918,2009-02-05
3.9100000858306885,2009-02-06
3.8350000381469727,2009-02-09
3.5250000953674316,2009-02-10
3.450000047683716,2009-02-11
3.2899999618530273,2009-02-12
3.2300000190734863,2009-02-13
2.994999885559082,2009-02-17
3.130000114440918,2009-02-18
3.0,2009-02-19
2.7300000190734863,2009-02-20
2.7950000762939453,2009-02-23
2.8949999809265137,2009-02-24
2.7799999713897705,2009-02-25
2.744999885559082,2009-02-26
2.859999895095825,2009-02-27
2.5950000286102295,2009-03-02
2.424999952316284,2009-03-03
2.619999885559082,2009-03-04
2.4649999141693115,2009-03-05
2.25,2009-03-06
2.244999885559082,2009-03-09
2.515000104904175,2009-03-10
2.684999942779541,2009-03-11
3.0999999046325684,2009-03-12
3.180000066757202,2009-03-13
3.005000114440918,2009-03-16
2.9749999046325684,2009-03-17
3.240000009536743,2009-03-18
3.380000114440918,2009-03-19
3.2100000381469727,2009-03-20
3.184999942779541,2009-03-23
3.265000104904175,2009-03-24
3.3299999237060547,2009-03-25
3.8350000381469727,2009-03-26
4.184999942779541,2009-03-27
4.139999866485596,2009-03-30
4.329999923706055,2009-03-31
4.664999961853027,2009-04-01
5.014999866485596,2009-04-02
5.099999904632568,2009-04-03
4.934999942779541,2009-04-06
4.554999828338623,2009-04-07
4.864999771118164,2009-04-08
5.420000076293945,2009-04-09
5.894999980926514,2009-04-13
6.199999809265137,2009-04-14
6.164999961853027,2009-04-15
6.590000152587891,2009-04-16
7.130000114440918,2009-04-17
6.239999771118164,2009-04-20
6.795000076293945,2009-04-21
6.764999866485596,2009-04-22
6.84499979019165,2009-04-23
7.175000190734863,2009-04-24
7.125,2009-04-27
7.224999904632568,2009-04-28
7.235000133514404,2009-04-29
6.974999904632568,2009-04-30
7.025000095367432,2009-05-01
7.465000152587891,2009-05-04
7.5,2009-05-05
7.585000038146973,2009-05-06
7.175000190734863,2009-05-07
7.400000095367432,2009-05-08
6.860000133514404,2009-05-11
6.284999847412109,2009-05-12
5.889999866485596,2009-05-13
6.235000133514404,2009-05-14
6.074999809265137,2009-05-15
6.445000171661377,2009-05-18
6.420000076293945,2009-05-19
6.014999866485596,2009-05-20
5.690000057220459,2009-05-21
5.650000095367432,2009-05-22
6.0,2009-05-26
6.139999866485596,2009-05-27
5.994999885559082,2009-05-28
6.315000057220459,2009-05-29
7.210000038146973,2009-06-01
7.03000020980835,2009-06-02
6.699999809265137,2009-06-03
7.039999961853027,2009-06-04
6.985000133514404,2009-06-05
6.885000228881836,2009-06-08
7.239999771118164,2009-06-09
7.610000133514404,2009-06-10
6.670000076293945,2009-06-11
7.114999771118164,2009-06-12
6.914999961853027,2009-06-15
6.494999885559082,2009-06-16
6.570000171661377,2009-06-17
6.614999771118164,2009-06-18
6.710000038146973,2009-06-19
6.335000038146973,2009-06-22
6.09499979019165,2009-06-23
6.179999828338623,2009-06-24
6.375,2009-06-25
6.704999923706055,2009-06-26
6.614999771118164,2009-06-29
6.514999866485596,2009-06-30
6.534999847412109,2009-07-01
6.130000114440918,2009-07-02
6.074999809265137,2009-07-06
5.974999904632568,2009-07-07
5.835000038146973,2009-07-08
5.800000190734863,2009-07-09
5.909999847412109,2009-07-10
6.295000076293945,2009-07-13
6.434999942779541,2009-07-14
6.784999847412109,2009-07-15
7.244999885559082,2009-07-16
7.179999828338623,2009-07-17
7.53000020980835,2009-07-20
7.394999980926514,2009-07-21
8.180000305175781,2009-07-22
8.4399995803833,2009-07-23
8.550000190734863,2009-07-24
8.744999885559082,2009-07-27
8.555000305175781,2009-07-28
8.515000343322754,2009-07-29
8.595000267028809,2009-07-30
8.859999656677246,2009-07-31
9.350000381469727,2009-08-03
9.720000267028809,2009-08-04
9.385000228881836,2009-08-05
9.28499984741211,2009-08-06
9.84000015258789,2009-08-07
9.864999771118164,2009-08-10
9.875,2009-08-11
10.324999809265137,2009-08-12
10.229999542236328,2009-08-13
10.010000228881836,2009-08-14
9.364999771118164,2009-08-17
9.345000267028809,2009-08-18
9.449999809265137,2009-08-19
9.710000038146973,2009-08-20
9.925000190734863,2009-08-21
9.829999923706055,2009-08-24
10.029999732971191,2009-08-25
10.0,2009-08-26
10.03499984741211,2009-08-27
10.015000343322754,2009-08-28
10.029999732971191,2009-08-31
9.8100004196167,2009-09-01
9.579999923706055,2009-09-02
9.895000457763672,2009-09-03
9.984999656677246,2009-09-04
10.460000038146973,2009-09-08
10.805000305175781,2009-09-09
10.880000114440918,2009-09-10
11.5649995803833,2009-09-11
11.75,2009-09-14
11.960000038146973,2009-09-15
12.25,2009-09-16
12.085000038146973,2009-09-17
12.220000267028809,2009-09-18
12.0600004196167,2009-09-21
12.0,2009-09-22
11.770000457763672,2009-09-23
11.28499984741211,2009-09-24
10.96500015258789,2009-09-25
11.770000457763672,2009-09-28
11.59000015258789,2009-09-29
11.375,2009-09-30
10.680000305175781,2009-10-01
10.8149995803833,2009-10-02
11.305000305175781,2009-10-05
11.710000038146973,2009-10-06
11.850000381469727,2009-10-07
12.175000190734863,2009-10-08
12.164999961853027,2009-10-09
12.375,2009-10-12
12.395000457763672,2009-10-13
12.774999618530273,2009-10-14
13.010000228881836,2009-10-15
12.765000343322754,2009-10-16
12.8100004196167,2009-10-19
12.770000457763672,2009-10-20
12.545000076293945,2009-10-21
12.859999656677246,2009-10-22
12.664999961853027,2009-10-23
12.854999542236328,2009-10-26
13.949999809265137,2009-10-27
12.555000305175781,2009-10-28
13.119999885559082,2009-10-29
12.5600004196167,2009-10-30
12.345000267028809,2009-11-02
12.569999694824219,2009-11-03
12.364999771118164,2009-11-04
12.890000343322754,2009-11-05
12.9399995803833,2009-11-06
13.640000343322754,2009-11-09
13.579999923706055,2009-11-10
13.829999923706055,2009-11-11
13.385000228881836,2009-11-12
13.5600004196167,2009-11-13
14.164999961853027,2009-11-16
13.859999656677246,2009-11-17
13.850000381469727,2009-11-18
13.479999542236328,2009-11-19
13.229999542236328,2009-11-20
13.260000228881836,2009-11-23
13.204999923706055,2009-11-24
13.505000114440918,2009-11-25
13.21500015258789,2009-11-27
13.085000038146973,2009-11-30
13.380000114440918,2009-12-01
13.279999732971191,2009-12-02
12.960000038146973,2009-12-03
13.515000343322754,2009-12-04
13.664999961853027,2009-12-07
13.404999732971191,2009-12-08
13.835000038146973,2009-12-09
13.364999771118164,2009-12-10
13.585000038146973,2009-12-11
13.859999656677246,2009-12-14
13.869999885559082,2009-12-15
13.960000038146973,2009-12-16
13.670000076293945,2009-12-17
13.75,2009-12-18
14.154999732971191,2009-12-21
15.03499984741211,2009-12-22
15.074999809265137,2009-12-23
15.119999885559082,2009-12-24
15.045000076293945,2009-12-28
15.420000076293945,2009-12-29
15.100000381469727,2009-12-30
15.050000190734863,2009-12-31
15.454999923706055,2010-01-04
15.914999961853027,2010-01-05
16.25,2010-01-06
16.155000686645508,2010-01-07
16.135000228881836,2010-01-08
15.904999732971191,2010-01-11
15.675000190734863,2010-01-12
16.15999984741211,2010-01-13
15.930000305175781,2010-01-14
15.569999694824219,2010-01-15
15.835000038146973,2010-01-19
15.765000343322754,2010-01-20
15.744999885559082,2010-01-21
15.020000457763672,2010-01-22
14.529999732971191,2010-01-25
14.510000228881836,2010-01-26
14.53499984741211,2010-01-27
14.175000190734863,2010-01-28
14.119999885559082,2010-01-29
14.175000190734863,2010-02-01
14.600000381469727,2010-02-02
14.479999542236328,2010-02-03
13.625,2010-02-04
13.135000228881836,2010-02-05
13.28499984741211,2010-02-08
13.744999885559082,2010-02-09
13.604999542236328,2010-02-10
13.960000038146973,2010-02-11
14.175000190734863,2010-02-12
14.420000076293945,2010-02-16
14.369999885559082,2010-02-17
14.595000267028809,2010-02-18
14.545000076293945,2010-02-19
14.15999984741211,2010-02-22
13.96500015258789,2010-02-23
14.199999809265137,2010-02-24
14.5600004196167,2010-02-25
14.324999809265137,2010-02-26
15.109999656677246,2010-03-01
15.520000457763672,2010-03-02
15.619999885559082,2010-03-03
15.914999961853027,2010-03-04
16.440000534057617,2010-03-05
16.530000686645508,2010-03-08
16.850000381469727,2010-03-09
16.854999542236328,2010-03-10
17.084999084472656,2010-03-11
17.579999923706055,2010-03-12
17.834999084472656,2010-03-15
17.764999389648438,2010-03-16
17.625,2010-03-17
17.415000915527344,2010-03-18
16.75,2010-03-19
17.520000457763672,2010-03-22
18.114999771118164,2010-03-23
18.024999618530273,2010-03-24
19.700000762939453,2010-03-25
20.28499984741211,2010-03-26
20.610000610351562,2010-03-29
20.950000762939453,2010-03-30
20.739999771118164,2010-03-31
20.844999313354492,2010-04-01
21.28499984741211,2010-04-05
21.540000915527344,2010-04-06
21.290000915527344,2010-04-07
21.43000030517578,2010-04-08
21.829999923706055,2010-04-09
22.184999465942383,2010-04-12
21.524999618530273,2010-04-13
21.905000686645508,2010-04-14
22.53499984741211,2010-04-15
22.309999465942383,2010-04-16
21.165000915527344,2010-04-19
20.959999084472656,2010-04-20
20.704999923706055,2010-04-21
21.114999771118164,2010-04-22
21.81999969482422,2010-04-23
21.510000228881836,2010-04-26
21.1299991607666,2010-04-27
19.844999313354492,2010-04-28
19.920000076293945,2010-04-29
18.809999465942383,2010-04-30
20.774999618530273,2010-05-03
19.274999618530273,2010-05-04
19.09000015258789,2010-05-05
18.584999084472656,2010-05-06
17.90999984741211,2010-05-07
19.545000076293945,2010-05-10
19.780000686645508,2010-05-11
21.56999969482422,2010-05-12
20.96500015258789,2010-05-13
19.684999465942383,2010-05-14
19.264999389648438,2010-05-17
19.524999618530273,2010-05-18
19.295000076293945,2010-05-19
18.360000610351562,2010-05-20
19.2549991607666,2010-05-21
19.225000381469727,2010-05-24
18.94499969482422,2010-05-25
19.204999923706055,2010-05-26
20.459999084472656,2010-05-27
20.43000030517578,2010-05-28
19.915000915527344,2010-06-01
20.729999542236328,2010-06-02
21.850000381469727,2010-06-03
20.170000076293945,2010-06-04
19.15999984741211,2010-06-07
19.524999618530273,2010-06-08
19.549999237060547,2010-06-09
20.415000915527344,2010-06-10
20.8799991607666,2010-06-11
21.21500015258789,2010-06-14
22.174999237060547,2010-06-15
22.790000915527344,2010-06-16
22.1299991607666,2010-06-17
22.094999313354492,2010-06-18
21.735000610351562,2010-06-21
20.735000610351562,2010-06-22
20.989999771118164,2010-06-23
20.93000030517578,2010-06-24
20.530000686645508,2010-06-25
19.834999084472656,2010-06-28
18.774999618530273,2010-06-29
18.610000610351562,2010-06-30
18.899999618530273,2010-07-01
18.15999984741211,2010-07-02
18.024999618530273,2010-07-06
18.790000915527344,2010-07-07
19.360000610351562,2010-07-08
19.44499969482422,2010-07-09
19.434999465942383,2010-07-12
19.565000534057617,2010-07-13
19.655000686645508,2010-07-14
19.799999237060547,2010-07-15
19.0,2010-07-16
18.94499969482422,2010-07-19
19.139999389648438,2010-07-20
19.15999984741211,2010-07-21
20.2450008392334,2010-07-22
20.975000381469727,2010-07-23
21.46500015258789,2010-07-26
20.594999313354492,2010-07-27
20.065000534057617,2010-07-28
20.325000762939453,2010-07-29
20.739999771118164,2010-07-30
20.735000610351562,2010-08-02
20.145000457763672,2010-08-03
20.239999771118164,2010-08-04
19.875,2010-08-05
20.030000686645508,2010-08-06
20.030000686645508,2010-08-09
19.649999618530273,2010-08-10
19.0049991607666,2010-08-11
19.05500030517578,2010-08-12
18.940000534057617,2010-08-13
19.110000610351562,2010-08-16
19.614999771118164,2010-08-17
19.53499984741211,2010-08-18
18.8799991607666,2010-08-19
19.075000762939453,2010-08-20
18.899999618530273,2010-08-23
18.56999969482422,2010-08-24
18.4950008392334,2010-08-25
17.80500030517578,2010-08-26
17.764999389648438,2010-08-27
15.949999809265137,2010-08-30
16.434999465942383,2010-08-31
16.854999542236328,2010-09-01
17.18000030517578,2010-09-02
17.55500030517578,2010-09-03
17.575000762939453,2010-09-07
18.049999237060547,2010-09-08
17.924999237060547,2010-09-09
20.264999389648438,2010-09-10
21.325000762939453,2010-09-13
21.7549991607666,2010-09-14
21.844999313354492,2010-09-15
21.700000762939453,2010-09-16
21.899999618530273,2010-09-17
22.239999771118164,2010-09-20
22.1299991607666,2010-09-21
21.260000228881836,2010-09-22
21.049999237060547,2010-09-23
21.625,2010-09-24
21.6200008392334,2010-09-27
22.915000915527344,2010-09-28
22.594999313354492,2010-09-29
22.360000610351562,2010-09-30
22.295000076293945,2010-10-01
22.030000686645508,2010-10-04
22.2450008392334,2010-10-05
21.7450008392334,2010-10-06
22.610000610351562,2010-10-07
23.739999771118164,2010-10-08
23.15999984741211,2010-10-11
22.969999313354492,2010-10-12
22.795000076293945,2010-10-13
23.364999771118164,2010-10-14
23.014999389648438,2010-10-15
22.795000076293945,2010-10-18
21.655000686645508,2010-10-19
21.774999618530273,2010-10-20
21.545000076293945,2010-10-21
22.3799991607666,2010-10-22
22.440000534057617,2010-10-25
22.825000762939453,2010-10-26
22.329999923706055,2010-10-27
22.065000534057617,2010-10-28
22.15999984741211,2010-10-29
22.360000610351562,2010-11-01
22.3799991607666,2010-11-02
22.315000534057617,2010-11-03
22.5,2010-11-04
24.045000076293945,2010-11-05
24.774999618530273,2010-11-08
24.09000015258789,2010-11-09
24.190000534057617,2010-11-10
24.155000686645508,2010-11-11
23.709999084472656,2010-11-12
23.350000381469727,2010-11-15
23.540000915527344,2010-11-16
23.540000915527344,2010-11-17
24.21500015258789,2010-11-18
25.299999237060547,2010-11-19
26.625,2010-11-22
26.71500015258789,2010-11-23
26.940000534057617,2010-11-24
26.80500030517578,2010-11-26
26.790000915527344,2010-11-29
26.809999465942383,2010-11-30
27.100000381469727,2010-12-01
26.684999465942383,2010-12-02
26.690000534057617,2010-12-03
27.6299991607666,2010-12-06
27.46500015258789,2010-12-07
27.850000381469727,2010-12-08
31.780000686645508,2010-12-09
34.349998474121094,2010-12-10
34.935001373291016,2010-12-13
33.900001525878906,2010-12-14
34.31999969482422,2010-12-15
35.220001220703125,2010-12-16
36.64500045776367,2010-12-17
36.584999084472656,2010-12-20
36.755001068115234,2010-12-21
35.849998474121094,2010-12-22
35.595001220703125,2010-12-23
35.86000061035156,2010-12-27
34.44499969482422,2010-12-28
34.3849983215332,2010-12-29
34.775001525878906,2010-12-30
34.209999084472656,2010-12-31
35.790000915527344,2011-01-03
33.599998474121094,2011-01-04
34.244998931884766,2011-01-05
33.494998931884766,2011-01-06
33.5,2011-01-07
34.20000076293945,2011-01-10
33.619998931884766,2011-01-11
36.42499923706055,2011-01-12
35.880001068115234,2011-01-13
35.904998779296875,2011-01-14
35.48500061035156,2011-01-18
34.154998779296875,2011-01-19
33.974998474121094,2011-01-20
33.474998474121094,2011-01-21
33.98500061035156,2011-01-24
33.540000915527344,2011-01-25
34.05500030517578,2011-01-26
35.150001525878906,2011-01-27
34.30500030517578,2011-01-28
34.34000015258789,2011-01-31
36.599998474121094,2011-02-01
35.95500183105469,2011-02-02
36.005001068115234,2011-02-03
38.47999954223633,2011-02-04
39.19499969482422,2011-02-07
40.44499969482422,2011-02-08
40.75,2011-02-09
41.3849983215332,2011-02-10
42.154998779296875,2011-02-11
41.849998474121094,2011-02-14
40.76499938964844,2011-02-15
41.29999923706055,2011-02-16
41.220001220703125,2011-02-17
41.060001373291016,2011-02-18
39.560001373291016,2011-02-22
38.6349983215332,2011-02-23
38.084999084472656,2011-02-24
38.415000915527344,2011-02-25
38.79499816894531,2011-02-28
36.900001525878906,2011-03-01
36.849998474121094,2011-03-02
37.83000183105469,2011-03-03
38.630001068115234,2011-03-04
37.59000015258789,2011-03-07
37.630001068115234,2011-03-08
38.025001525878906,2011-03-09
37.36000061035156,2011-03-10
38.25,2011-03-11
39.119998931884766,2011-03-14
39.564998626708984,2011-03-15
39.67499923706055,2011-03-16
38.185001373291016,2011-03-17
37.779998779296875,2011-03-18
38.439998626708984,2011-03-21
38.60499954223633,2011-03-22
39.63999938964844,2011-03-23
39.404998779296875,2011-03-24
39.31999969482422,2011-03-25
42.6349983215332,2011-03-28
44.584999084472656,2011-03-29
44.91999816894531,2011-03-30
44.525001525878906,2011-03-31
44.564998626708984,2011-04-01
45.470001220703125,2011-04-04
46.744998931884766,2011-04-05
46.040000915527344,2011-04-06
45.755001068115234,2011-04-07
45.13999938964844,2011-04-08
44.35499954223633,2011-04-11
44.650001525878906,2011-04-12
46.05500030517578,2011-04-13
46.01499938964844,2011-04-14
46.63999938964844,2011-04-15
48.43000030517578,2011-04-18
50.130001068115234,2011-04-19
49.8650016784668,2011-04-20
51.084999084472656,2011-04-21
50.689998626708984,2011-04-25
49.310001373291016,2011-04-26
50.2400016784668,2011-04-27
49.665000915527344,2011-04-28
