PCG,Date
2.63216495513916,1983-02-10
2.6542844772338867,1983-02-11
2.6764044761657715,1983-02-14
2.6542844772338867,1983-02-15
2.6432251930236816,1983-02-16
2.63216495513916,1983-02-17
2.6432251930236816,1983-02-18
2.6764044761657715,1983-02-22
2.687464475631714,1983-02-23
2.687464475631714,1983-02-24
2.6985223293304443,1983-02-25
2.7206430435180664,1983-02-28
2.820178508758545,1983-03-01
2.8091185092926025,1983-03-02
2.8312366008758545,1983-03-03
2.798058032989502,1983-03-04
2.786998987197876,1983-03-07
2.775939702987671,1983-03-08
2.7419493198394775,1983-03-09
2.7306177616119385,1983-03-10
2.7306177616119385,1983-03-11
2.753279209136963,1983-03-14
2.8099303245544434,1983-03-15
2.798600912094116,1983-03-16
2.798600912094116,1983-03-17
2.7872707843780518,1983-03-18
2.764608860015869,1983-03-21
2.775939464569092,1983-03-22
2.775939464569092,1983-03-23
2.764608860015869,1983-03-24
2.775939464569092,1983-03-25
2.775939464569092,1983-03-28
2.775939464569092,1983-03-29
2.775939464569092,1983-03-30
2.775939464569092,1983-03-31
2.764608860015869,1983-04-04
2.775939464569092,1983-04-05
2.753279209136963,1983-04-06
2.764608860015869,1983-04-07
2.764608860015869,1983-04-08
2.798600912094116,1983-04-11
2.8325908184051514,1983-04-12
2.8552520275115967,1983-04-13
2.8552520275115967,1983-04-14
2.8779144287109375,1983-04-15
2.8779144287109375,1983-04-18
2.8892440795898438,1983-04-19
2.900573492050171,1983-04-20
2.911903142929077,1983-04-21
2.900573492050171,1983-04-22
2.8099303245544434,1983-04-25
2.8439226150512695,1983-04-26
2.866581916809082,1983-04-27
2.8892440795898438,1983-04-28
2.911903142929077,1983-04-29
2.866581916809082,1983-05-02
2.8779144287109375,1983-05-03
2.911903142929077,1983-05-04
2.9232335090637207,1983-05-05
2.9345645904541016,1983-05-06
2.9458956718444824,1983-05-09
2.9572246074676514,1983-05-10
2.9345645904541016,1983-05-11
2.9458956718444824,1983-05-12
2.9572246074676514,1983-05-13
2.9458956718444824,1983-05-16
2.9458956718444824,1983-05-17
2.9572246074676514,1983-05-18
2.9572246074676514,1983-05-19
2.968557596206665,1983-05-20
2.9458956718444824,1983-05-23
2.9572246074676514,1983-05-24
2.9458956718444824,1983-05-25
2.9458956718444824,1983-05-26
2.9458956718444824,1983-05-27
2.9458956718444824,1983-05-31
2.911903142929077,1983-06-01
2.900573492050171,1983-06-02
2.8892440795898438,1983-06-03
2.8892440795898438,1983-06-06
2.8552520275115967,1983-06-07
2.8552520275115967,1983-06-08
2.8482773303985596,1983-06-09
2.85990309715271,1983-06-10
2.8715286254882812,1983-06-13
2.8947789669036865,1983-06-14
2.9064042568206787,1983-06-15
2.883152484893799,1983-06-16
2.85990309715271,1983-06-17
2.836650848388672,1983-06-20
2.8017733097076416,1983-06-21
2.8134007453918457,1983-06-22
2.7901482582092285,1983-06-23
2.7668979167938232,1983-06-24
2.7436463832855225,1983-06-27
2.7436463832855225,1983-06-28
2.7668979167938232,1983-06-29
2.7436463832855225,1983-06-30
2.732020854949951,1983-07-01
2.7203943729400635,1983-07-05
2.7203943729400635,1983-07-06
2.708770275115967,1983-07-07
2.7203943729400635,1983-07-08
2.7552709579467773,1983-07-11
2.7436463832855225,1983-07-12
2.7668979167938232,1983-07-13
2.7668979167938232,1983-07-14
2.7668979167938232,1983-07-15
2.7436463832855225,1983-07-18
2.7668979167938232,1983-07-19
2.85990309715271,1983-07-20
2.85990309715271,1983-07-21
2.836650848388672,1983-07-22
2.836650848388672,1983-07-25
2.85990309715271,1983-07-26
2.8134007453918457,1983-07-27
2.8134007453918457,1983-07-28
2.7668979167938232,1983-07-29
2.7668979167938232,1983-08-01
2.7901482582092285,1983-08-02
2.8134007453918457,1983-08-03
2.8134007453918457,1983-08-04
2.7668979167938232,1983-08-05
2.7668979167938232,1983-08-08
2.8134007453918457,1983-08-09
2.8134007453918457,1983-08-10
2.7901482582092285,1983-08-11
2.836650848388672,1983-08-12
2.8134007453918457,1983-08-15
2.836650848388672,1983-08-16
2.883152484893799,1983-08-17
2.883152484893799,1983-08-18
2.9064042568206787,1983-08-19
2.9064042568206787,1983-08-22
2.9296555519104004,1983-08-23
2.883152484893799,1983-08-24
2.85990309715271,1983-08-25
2.883152484893799,1983-08-26
2.85990309715271,1983-08-29
2.836650848388672,1983-08-30
2.883152484893799,1983-08-31
2.85990309715271,1983-09-01
2.836650848388672,1983-09-02
2.9064042568206787,1983-09-06
2.883152484893799,1983-09-07
2.883152484893799,1983-09-08
2.887927770614624,1983-09-09
2.887927770614624,1983-09-12
2.887927770614624,1983-09-13
2.887927770614624,1983-09-14
2.864060401916504,1983-09-15
2.9117937088012695,1983-09-16
2.887927770614624,1983-09-19
2.887927770614624,1983-09-20
2.887927770614624,1983-09-21
2.887927770614624,1983-09-22
2.9117937088012695,1983-09-23
2.935661792755127,1983-09-26
2.9595279693603516,1983-09-27
2.935661792755127,1983-09-28
2.935661792755127,1983-09-29
2.935661792755127,1983-09-30
2.9595279693603516,1983-10-03
3.0549964904785156,1983-10-04
3.1027309894561768,1983-10-05
3.1027309894561768,1983-10-06
3.0311310291290283,1983-10-07
3.0311310291290283,1983-10-10
2.9595279693603516,1983-10-11
2.9833943843841553,1983-10-12
3.007262706756592,1983-10-13
3.007262706756592,1983-10-14
3.007262706756592,1983-10-17
3.0311310291290283,1983-10-18
3.0311310291290283,1983-10-19
3.007262706756592,1983-10-20
3.0311310291290283,1983-10-21
3.0311310291290283,1983-10-24
3.0549964904785156,1983-10-25
3.1027309894561768,1983-10-26
3.0549964904785156,1983-10-27
3.0788638591766357,1983-10-28
3.1027309894561768,1983-10-31
3.0788638591766357,1983-11-01
3.1265997886657715,1983-11-02
3.1027309894561768,1983-11-03
3.0549964904785156,1983-11-04
3.0311310291290283,1983-11-07
3.0788638591766357,1983-11-08
3.1027309894561768,1983-11-09
3.0549964904785156,1983-11-10
3.0311310291290283,1983-11-11
3.0549964904785156,1983-11-14
3.0311310291290283,1983-11-15
3.1265997886657715,1983-11-16
3.1265997886657715,1983-11-17
3.1027309894561768,1983-11-18
3.1265997886657715,1983-11-21
3.1743323802948,1983-11-22
3.1743323802948,1983-11-23
3.1265997886657715,1983-11-25
3.1504642963409424,1983-11-28
3.1504642963409424,1983-11-29
3.1743323802948,1983-11-30
3.1504642963409424,1983-12-01
3.1265997886657715,1983-12-02
3.0788638591766357,1983-12-05
3.1027309894561768,1983-12-06
3.0549964904785156,1983-12-07
3.0549964904785156,1983-12-08
3.0354137420654297,1983-12-09
3.0598931312561035,1983-12-12
3.0598931312561035,1983-12-13
3.0109362602233887,1983-12-14
2.9864561557769775,1983-12-15
2.9864561557769775,1983-12-16
2.9864561557769775,1983-12-19
3.0109362602233887,1983-12-20
2.9864561557769775,1983-12-21
2.9374964237213135,1983-12-22
2.9374964237213135,1983-12-23
2.9374964237213135,1983-12-27
2.864060640335083,1983-12-28
2.9374964237213135,1983-12-29
2.913017749786377,1983-12-30
