AMP,Date
30.46417999267578,2006-05-24
30.775930404663086,2006-05-25
30.817516326904297,2006-05-26
30.852148056030273,2006-05-30
31.711271286010742,2006-05-31
32.314048767089844,2006-06-01
32.20319366455078,2006-06-02
31.330223083496094,2006-06-05
31.323278427124023,2006-06-06
31.420270919799805,2006-06-07
31.29557991027832,2006-06-08
30.88680648803711,2006-06-09
30.221677780151367,2006-06-12
28.655853271484375,2006-06-13
28.8775634765625,2006-06-14
29.064619064331055,2006-06-15
29.09926986694336,2006-06-16
29.237838745117188,2006-06-19
29.189348220825195,2006-06-20
29.327899932861328,2006-06-21
29.09926986694336,2006-06-22
29.05769157409668,2006-06-23
29.556533813476562,2006-06-26
29.00227165222168,2006-06-27
29.272476196289062,2006-06-28
30.644304275512695,2006-06-29
30.94915008544922,2006-06-30
31.330223083496094,2006-07-03
30.01382064819336,2006-07-05
30.41567039489746,2006-07-06
29.563472747802734,2006-07-07
29.605045318603516,2006-07-10
29.494184494018555,2006-07-11
28.953781127929688,2006-07-12
28.773624420166016,2006-07-13
28.60735511779785,2006-07-14
28.70435333251953,2006-07-17
28.919137954711914,2006-07-18
30.103879928588867,2006-07-19
29.43184471130371,2006-07-20
28.725141525268555,2006-07-21
29.244770050048828,2006-07-24
29.639678955078125,2006-07-25
30.713594436645508,2006-07-26
30.318666458129883,2006-07-27
30.85909080505371,2006-07-28
30.90066146850586,2006-07-31
30.935302734375,2006-08-01
31.870624542236328,2006-08-02
31.65584945678711,2006-08-03
31.190532684326172,2006-08-04
30.871049880981445,2006-08-07
30.614078521728516,2006-08-08
30.898839950561523,2006-08-09
31.009965896606445,2006-08-10
30.857160568237305,2006-08-11
30.551578521728516,2006-08-14
31.183595657348633,2006-08-15
31.544719696044922,2006-08-16
31.336381912231445,2006-08-17
31.301645278930664,2006-08-18
31.704465866088867,2006-08-21
31.801706314086914,2006-08-22
31.69057273864746,2006-08-23
31.5030574798584,2006-08-24
31.218303680419922,2006-08-25
31.586402893066406,2006-08-28
31.357215881347656,2006-08-29
31.41971778869629,2006-08-30
31.760013580322266,2006-08-31
31.53082275390625,2006-09-01
32.06559371948242,2006-09-05
30.975234985351562,2006-09-06
30.80853271484375,2006-09-07
30.891887664794922,2006-09-08
30.558509826660156,2006-09-11
31.426660537719727,2006-09-12
31.621118545532227,2006-09-13
31.878097534179688,2006-09-14
32.50316619873047,2006-09-15
32.62120819091797,2006-09-18
32.70457458496094,2006-09-19
32.47536087036133,2006-09-20
32.38508224487305,2006-09-21
32.093406677246094,2006-09-22
32.2322883605957,2006-09-25
32.56565856933594,2006-09-26
32.41285705566406,2006-09-27
32.39204025268555,2006-09-28
32.57259750366211,2006-09-29
32.94763946533203,2006-10-02
33.176841735839844,2006-10-03
33.91994857788086,2006-10-04
33.892181396484375,2006-10-05
33.91994857788086,2006-10-06
33.732460021972656,2006-10-09
33.656044006347656,2006-10-10
33.468528747558594,2006-10-11
33.822723388671875,2006-10-12
33.84355545043945,2006-10-13
34.23249053955078,2006-10-16
34.30887985229492,2006-10-17
34.42695617675781,2006-10-18
34.239444732666016,2006-10-19
34.69087219238281,2006-10-20
34.406124114990234,2006-10-23
34.44779586791992,2006-10-24
35.34370422363281,2006-10-25
35.3853759765625,2006-10-26
35.420101165771484,2006-10-27
36.07988739013672,2006-10-30
35.76734924316406,2006-10-31
35.11452865600586,2006-11-01
34.864505767822266,2006-11-02
34.968910217285156,2006-11-03
36.29833221435547,2006-11-06
36.416648864746094,2006-11-07
36.36792755126953,2006-11-08
35.616214752197266,2006-11-09
35.6370964050293,2006-11-10
35.95030975341797,2006-11-13
36.80642318725586,2006-11-14
36.84819793701172,2006-11-15
37.32149887084961,2006-11-16
37.17534637451172,2006-11-17
37.704315185546875,2006-11-20
37.530311584472656,2006-11-21
37.54423141479492,2006-11-22
37.14750671386719,2006-11-24
36.23568344116211,2006-11-27
36.66026306152344,2006-11-28
36.89691162109375,2006-11-29
37.65559768676758,2006-11-30
37.35630416870117,2006-12-01
37.99665451049805,2006-12-04
38.28203582763672,2006-12-05
38.00363540649414,2006-12-06
38.17763137817383,2006-12-07
38.49083709716797,2006-12-08
38.24027633666992,2006-12-11
38.26116180419922,2006-12-12
38.1219482421875,2006-12-13
38.1219482421875,2006-12-14
38.10802459716797,2006-12-15
38.35163116455078,2006-12-18
38.289005279541016,2006-12-19
38.219383239746094,2006-12-20
38.0801887512207,2006-12-21
38.03843307495117,2006-12-22
38.16371154785156,2006-12-26
38.15675354003906,2006-12-27
38.10802459716797,2006-12-28
37.93401336669922,2006-12-29
38.43516540527344,2007-01-03
38.68574523925781,2007-01-04
38.63005828857422,2007-01-05
39.11031723022461,2007-01-08
39.34696960449219,2007-01-09
39.50706100463867,2007-01-10
40.2379150390625,2007-01-11
40.356224060058594,2007-01-12
40.418861389160156,2007-01-16
40.39798355102539,2007-01-17
40.12653350830078,2007-01-18
40.09173583984375,2007-01-19
39.61146926879883,2007-01-22
40.09173583984375,2007-01-23
40.96875762939453,2007-01-24
39.98731994628906,2007-01-25
40.70424270629883,2007-01-26
40.043006896972656,2007-01-29
40.87825393676758,2007-01-30
41.038352966308594,2007-01-31
41.17082977294922,2007-02-01
41.67291259765625,2007-02-02
41.83331298828125,2007-02-05
42.68406295776367,2007-02-06
42.79563903808594,2007-02-07
42.76774215698242,2007-02-08
41.910003662109375,2007-02-09
42.01461410522461,2007-02-12
42.621299743652344,2007-02-13
43.62547302246094,2007-02-14
43.402313232421875,2007-02-15
43.48599624633789,2007-02-16
43.86255645751953,2007-02-20
43.75099182128906,2007-02-21
43.876522064208984,2007-02-22
43.674285888671875,2007-02-23
42.77470779418945,2007-02-26
40.536251068115234,2007-02-27
40.759395599365234,2007-02-28
40.51533508300781,2007-03-01
39.85984802246094,2007-03-02
38.97422409057617,2007-03-05
40.37588119506836,2007-03-06
40.04810333251953,2007-03-07
40.60599136352539,2007-03-08
40.71756362915039,2007-03-09
40.626922607421875,2007-03-12
38.03282165527344,2007-03-13
38.39543533325195,2007-03-14
38.70923614501953,2007-03-15
38.45819854736328,2007-03-16
40.110877990722656,2007-03-19
40.20851516723633,2007-03-20
41.32424545288086,2007-03-21
40.73151779174805,2007-03-22
40.73151779174805,2007-03-23
40.11785125732422,2007-03-26
40.110877990722656,2007-03-27
39.49024200439453,2007-03-28
39.957462310791016,2007-03-29
39.84589767456055,2007-03-30
40.50837326049805,2007-04-02
40.44561767578125,2007-04-03
41.34517288208008,2007-04-04
41.51950454711914,2007-04-05
41.78448486328125,2007-04-09
41.72869873046875,2007-04-10
41.54741287231445,2007-04-11
41.36609649658203,2007-04-12
41.700809478759766,2007-04-13
42.175010681152344,2007-04-16
41.582275390625,2007-04-17
42.175010681152344,2007-04-18
41.66594696044922,2007-04-19
42.46091079711914,2007-04-20
42.23776626586914,2007-04-23
41.73569107055664,2007-04-24
42.677101135253906,2007-04-25
42.7398567199707,2007-04-26
42.20289993286133,2007-04-27
41.47069549560547,2007-04-30
41.61016082763672,2007-05-01
42.17643737792969,2007-05-02
42.344207763671875,2007-05-03
42.875511169433594,2007-05-04
42.82658767700195,2007-05-07
42.47005844116211,2007-05-08
42.595890045166016,2007-05-09
41.77096176147461,2007-05-10
42.6588134765625,2007-05-11
42.148460388183594,2007-05-14
42.686767578125,2007-05-15
43.085262298583984,2007-05-16
42.90348434448242,2007-05-17
42.95242691040039,2007-05-18
43.469764709472656,2007-05-21
43.13419723510742,2007-05-22
43.015342712402344,2007-05-23
42.67976760864258,2007-05-24
42.95941925048828,2007-05-25
43.21807861328125,2007-05-29
43.169132232666016,2007-05-30
43.938133239746094,2007-05-31
44.252742767333984,2007-06-01
45.30138397216797,2007-06-04
44.77705001831055,2007-06-05
44.53936767578125,2007-06-06
44.3436279296875,2007-06-07
44.36459732055664,2007-06-08
44.6861686706543,2007-06-11
43.87523651123047,2007-06-12
45.2524528503418,2007-06-13
45.427223205566406,2007-06-14
46.1892204284668,2007-06-15
46.343040466308594,2007-06-18
46.804439544677734,2007-06-19
45.70685958862305,2007-06-20
46.46886444091797,2007-06-21
45.021751403808594,2007-06-22
44.602291107177734,2007-06-25
44.36459732055664,2007-06-26
44.88193893432617,2007-06-27
45.084678649902344,2007-06-28
44.441497802734375,2007-06-29
45.53208541870117,2007-07-02
45.9515380859375,2007-07-03
45.602012634277344,2007-07-05
45.90959548950195,2007-07-06
45.699886322021484,2007-07-09
44.252742767333984,2007-07-10
44.88193893432617,2007-07-11
46.140289306640625,2007-07-12
46.19622802734375,2007-07-13
45.783756256103516,2007-07-16
46.384979248046875,2007-07-17
45.76277542114258,2007-07-18
46.384979248046875,2007-07-19
44.182830810546875,2007-07-20
44.728126525878906,2007-07-23
43.21807861328125,2007-07-24
42.89651107788086,2007-07-25
42.14146041870117,2007-07-26
40.3797492980957,2007-07-27
42.45606994628906,2007-07-30
42.134490966796875,2007-07-31
41.085845947265625,2007-08-01
41.00172805786133,2007-08-02
38.5556526184082,2007-08-03
40.38495635986328,2007-08-06
41.14892578125,2007-08-07
42.375465393066406,2007-08-08
40.251773834228516,2007-08-09
41.113868713378906,2007-08-10
40.33589172363281,2007-08-13
38.688804626464844,2007-08-14
38.46453094482422,2007-08-15
38.857032775878906,2007-08-16
40.95967102050781,2007-08-17
40.79147720336914,2007-08-20
41.19799041748047,2007-08-21
43.13241958618164,2007-08-22
42.7119026184082,2007-08-23
43.40576934814453,2007-08-24
42.964202880859375,2007-08-27
41.21900177001953,2007-08-28
42.81000900268555,2007-08-29
42.10914611816406,2007-08-30
42.76095199584961,2007-08-31
43.30064010620117,2007-09-04
42.277347564697266,2007-09-05
42.683837890625,2007-09-06
41.27508544921875,2007-09-07
40.455039978027344,2007-09-10
41.35918045043945,2007-09-11
41.499359130859375,2007-09-12
41.72364044189453,2007-09-13
41.32413864135742,2007-09-14
41.36619186401367,2007-09-17
42.94317626953125,2007-09-18
43.32167434692383,2007-09-19
42.985233306884766,2007-09-20
42.915164947509766,2007-09-21
43.13241958618164,2007-09-24
42.57872772216797,2007-09-25
43.15345764160156,2007-09-26
44.120670318603516,2007-09-27
44.23281478881836,2007-09-28
44.933677673339844,2007-10-01
45.157981872558594,2007-10-02
44.856597900390625,2007-10-03
45.5785026550293,2007-10-04
46.237327575683594,2007-10-05
45.900917053222656,2007-10-08
46.88916778564453,2007-10-09
46.35648727416992,2007-10-10
45.43131637573242,2007-10-11
46.4195671081543,2007-10-12
45.43131637573242,2007-10-15
45.6626091003418,2007-10-16
44.52718734741211,2007-10-17
45.207054138183594,2007-10-18
42.69084930419922,2007-10-19
44.27486038208008,2007-10-22
45.84484100341797,2007-10-23
46.11819076538086,2007-10-24
44.351959228515625,2007-10-25
44.71642303466797,2007-10-26
43.84732437133789,2007-10-29
43.391754150390625,2007-10-30
44.14169692993164,2007-10-31
42.5328369140625,2007-11-01
42.4415168762207,2007-11-02
40.71323013305664,2007-11-05
42.076168060302734,2007-11-06
39.53993606567383,2007-11-07
40.86776351928711,2007-11-08
40.48838806152344,2007-11-09
41.02936935424805,2007-11-12
43.34078598022461,2007-11-13
43.720149993896484,2007-11-14
41.92160415649414,2007-11-15
41.09961700439453,2007-11-16
39.10435485839844,2007-11-19
39.42753601074219,2007-11-20
39.15353012084961,2007-11-21
40.734283447265625,2007-11-23
38.08565139770508,2007-11-26
39.371334075927734,2007-11-27
41.51413345336914,2007-11-28
40.4392204284668,2007-11-29
41.23310089111328,2007-11-30
40.77645492553711,2007-12-03
39.420501708984375,2007-12-04
41.31740951538086,2007-12-05
42.596073150634766,2007-12-06
41.689762115478516,2007-12-07
42.427467346191406,2007-12-10
39.736656188964844,2007-12-11
40.09494400024414,2007-12-12
39.68748474121094,2007-12-13
38.240203857421875,2007-12-14
38.331546783447266,2007-12-17
38.0786247253418,2007-12-18
38.008365631103516,2007-12-19
38.44395446777344,2007-12-20
39.392391204833984,2007-12-21
40.35488510131836,2007-12-24
39.6031608581543,2007-12-26
38.99897003173828,2007-12-27
38.43692398071289,2007-12-28
38.71794891357422,2007-12-31
38.991947174072266,2008-01-02
38.58445739746094,2008-01-03
37.69222640991211,2008-01-04
37.614933013916016,2008-01-07
36.31519317626953,2008-01-08
36.076324462890625,2008-01-09
37.93109130859375,2008-01-10
37.643028259277344,2008-01-11
39.39942169189453,2008-01-14
37.53063201904297,2008-01-15
36.83509826660156,2008-01-16
34.67121887207031,2008-01-17
34.73445129394531,2008-01-18
34.249691009521484,2008-01-22
35.113834381103516,2008-01-23
35.289451599121094,2008-01-24
34.85388946533203,2008-01-25
36.15361404418945,2008-01-28
37.1371955871582,2008-01-29
37.49549865722656,2008-01-30
38.967987060546875,2008-01-31
40.24319839477539,2008-02-01
38.93275451660156,2008-02-04
36.776859283447266,2008-02-05
36.27665710449219,2008-02-06
36.88254928588867,2008-02-07
36.41755294799805,2008-02-08
35.73414993286133,2008-02-11
37.17845916748047,2008-02-12
37.12913131713867,2008-02-13
36.34006118774414,2008-02-14
36.8261833190918,2008-02-15
36.76982116699219,2008-02-19
37.382781982421875,2008-02-20
36.840274810791016,2008-02-21
36.95301055908203,2008-02-22
37.48141098022461,2008-02-25
38.16481018066406,2008-02-26
38.510032653808594,2008-02-27
38.08730697631836,2008-02-28
35.67779541015625,2008-02-29
35.57915115356445,2008-03-03
35.60028839111328,2008-03-04
35.45235061645508,2008-03-05
33.9798583984375,2008-03-06
34.36735534667969,2008-03-07
33.16964340209961,2008-03-10
36.01596450805664,2008-03-11
35.02962112426758,2008-03-12
35.55099105834961,2008-03-13
34.36735534667969,2008-03-14
34.52236557006836,2008-03-17
36.24142837524414,2008-03-18
35.38188552856445,2008-03-19
38.185951232910156,2008-03-20
38.418434143066406,2008-03-24
38.52412414550781,2008-03-25
37.22073745727539,2008-03-26
36.3611946105957,2008-03-27
35.628482818603516,2008-03-28
36.5302848815918,2008-03-31
38.56640625,2008-04-01
38.49594497680664,2008-04-02
39.207523345947266,2008-04-03
38.44662857055664,2008-04-04
38.59458541870117,2008-04-07
37.75618362426758,2008-04-08
37.23480987548828,2008-04-09
37.389827728271484,2008-04-10
36.01596450805664,2008-04-11
35.09303283691406,2008-04-14
35.80461883544922,2008-04-15
36.2837028503418,2008-04-16
36.27665710449219,2008-04-17
36.74870300292969,2008-04-18
36.21322250366211,2008-04-21
35.43121337890625,2008-04-22
33.148502349853516,2008-04-23
33.71212387084961,2008-04-24
33.74734878540039,2008-04-25
33.43736267089844,2008-04-28
33.233055114746094,2008-04-29
33.565250396728516,2008-04-30
35.431148529052734,2008-05-01
35.664405822753906,2008-05-02
34.85866165161133,2008-05-05
35.268592834472656,2008-05-06
34.26496124267578,2008-05-07
33.876220703125,2008-05-08
34.335628509521484,2008-05-09
35.395816802978516,2008-05-12
35.424095153808594,2008-05-13
35.706790924072266,2008-05-14
35.798683166503906,2008-05-15
35.2191047668457,2008-05-16
35.16963577270508,2008-05-19
34.03173065185547,2008-05-20
32.89380645751953,2008-05-21
33.141151428222656,2008-05-22
32.63934326171875,2008-05-23
32.53333282470703,2008-05-27
32.63934326171875,2008-05-28
33.233055114746094,2008-05-29
33.40266418457031,2008-05-30
32.710025787353516,2008-06-02
32.83723831176758,2008-06-03
32.964473724365234,2008-06-04
33.81260681152344,2008-06-05
32.34955596923828,2008-06-06
32.05978775024414,2008-06-09
32.30008316040039,2008-06-10
31.169225692749023,2008-06-11
31.939620971679688,2008-06-12
32.886722564697266,2008-06-13
33.1058235168457,2008-06-16
32.30008316040039,2008-06-17
32.30008316040039,2008-06-18
32.611061096191406,2008-06-19
31.50848388671875,2008-06-20
31.133909225463867,2008-06-23
31.218708038330078,2008-06-24
31.37420082092285,2008-06-25
30.434173583984375,2008-06-26
29.557764053344727,2008-06-27
28.74495506286621,2008-06-30
29.275041580200195,2008-07-01
28.335023880004883,2008-07-02
28.18660545349121,2008-07-03
27.84734535217285,2008-07-07
29.508285522460938,2008-07-08
28.031099319458008,2008-07-09
27.776662826538086,2008-07-10
27.642377853393555,2008-07-11
26.292423248291016,2008-07-14
25.86834144592285,2008-07-15
28.271419525146484,2008-07-16
29.006471633911133,2008-07-17
28.122987747192383,2008-07-18
27.479814529418945,2008-07-21
28.73790740966797,2008-07-22
28.631881713867188,2008-07-23
29.416399002075195,2008-07-24
29.112491607666016,2008-07-25
28.38449478149414,2008-07-28
30.13733673095703,2008-07-29
30.526052474975586,2008-07-30
30.03837776184082,2008-07-31
30.25041389465332,2008-08-01
29.352794647216797,2008-08-04
30.928918838500977,2008-08-05
30.63091278076172,2008-08-06
29.566612243652344,2008-08-07
30.7799129486084,2008-08-08
31.42560577392578,2008-08-11
29.90008544921875,2008-08-12
30.03490447998047,2008-08-13
30.943111419677734,2008-08-14
31.695232391357422,2008-08-15
31.006967544555664,2008-08-18
30.254863739013672,2008-08-19
30.666400909423828,2008-08-20
30.46772575378418,2008-08-21
31.5036563873291,2008-08-22
30.57415008544922,2008-08-25
30.680583953857422,2008-08-26
31.255319595336914,2008-08-27
32.3551139831543,2008-08-28
31.893896102905273,2008-08-29
31.971956253051758,2008-09-02
32.482810974121094,2008-09-03
31.340463638305664,2008-09-04
31.48236083984375,2008-09-05
33.156890869140625,2008-09-08
30.347095489501953,2008-09-09
30.112953186035156,2008-09-10
31.028268814086914,2008-09-11
31.716524124145508,2008-09-12
29.673044204711914,2008-09-15
29.843324661254883,2008-09-16
26.84197235107422,2008-09-17
28.062379837036133,2008-09-18
30.865074157714844,2008-09-19
29.268600463867188,2008-09-22
28.55905532836914,2008-09-23
28.913818359375,2008-09-24
29.289888381958008,2008-09-25
28.66549301147461,2008-09-26
25.47255516052246,2008-09-29
27.104488372802734,2008-09-30
27.551509857177734,2008-10-01
23.790935516357422,2008-10-02
23.37940788269043,2008-10-03
22.556339263916016,2008-10-06
20.10841941833496,2008-10-07
18.313274383544922,2008-10-08
14.616560935974121,2008-10-09
15.340291976928711,2008-10-10
18.107507705688477,2008-10-13
21.499114990234375,2008-10-14
18.2990779876709,2008-10-15
16.922569274902344,2008-10-16
17.58954429626465,2008-10-17
18.895090103149414,2008-10-20
18.27071189880371,2008-10-21
15.48220157623291,2008-10-22
15.460915565490723,2008-10-23
15.205483436584473,2008-10-24
14.29726791381836,2008-10-27
16.908376693725586,2008-10-28
15.460915565490723,2008-10-29
13.481293678283691,2008-10-30
15.326107025146484,2008-10-31
15.411249160766602,2008-11-03
16.645843505859375,2008-11-04
15.545185089111328,2008-11-05
14.044266700744629,2008-11-06
15.030582427978516,2008-11-07
13.894172668457031,2008-11-10
12.800652503967285,2008-11-11
12.428999900817871,2008-11-12
14.108585357666016,2008-11-13
12.864978790283203,2008-11-14
11.6571044921875,2008-11-17
11.435534477233887,2008-11-18
9.977503776550293,2008-11-19
9.234192848205566,2008-11-20
8.841097831726074,2008-11-21
11.299739837646484,2008-11-24
12.135958671569824,2008-11-25
12.729179382324219,2008-11-26
13.193753242492676,2008-11-28
11.035290718078613,2008-12-01
12.157398223876953,2008-12-02
12.428999900817871,2008-12-03
12.00731086730957,2008-12-04
15.230701446533203,2008-12-05
14.701813697814941,2008-12-08
14.537423133850098,2008-12-09
15.159233093261719,2008-12-10
14.4588041305542,2008-12-11
14.630337715148926,2008-12-12
13.422462463378906,2008-12-15
15.580910682678223,2008-12-16
15.680973052978516,2008-12-17
15.037728309631348,2008-12-18
16.331371307373047,2008-12-19
14.694661140441895,2008-12-22
14.287270545959473,2008-12-23
14.694661140441895,2008-12-24
14.330155372619629,2008-12-26
14.115739822387695,2008-12-29
15.659539222717285,2008-12-30
16.695884704589844,2008-12-31
17.15329933166504,2009-01-02
17.253368377685547,2009-01-05
17.939498901367188,2009-01-06
16.438583374023438,2009-01-07
17.01035499572754,2009-01-08
16.295642852783203,2009-01-09
14.966259956359863,2009-01-12
15.437976837158203,2009-01-13
14.351592063903809,2009-01-14
14.27297306060791,2009-01-15
15.230701446533203,2009-01-16
12.56479549407959,2009-01-20
14.658926963806152,2009-01-21
13.708346366882324,2009-01-22
13.908465385437012,2009-01-23
14.237244606018066,2009-01-26
14.637487411499023,2009-01-27
15.809619903564453,2009-01-28
15.180672645568848,2009-01-29
14.401620864868164,2009-01-30
15.252141952514648,2009-02-02
14.887636184692383,2009-02-03
14.974105834960938,2009-02-04
15.759568214416504,2009-02-05
15.622652053833008,2009-02-06
15.73074722290039,2009-02-09
14.31836223602295,2009-02-10
14.995721817016602,2009-02-11
15.089410781860352,2009-02-12
14.74351978302002,2009-02-13
12.99965763092041,2009-02-17
13.41040325164795,2009-02-18
12.315088272094727,2009-02-19
12.358327865600586,2009-02-20
11.522425651550293,2009-02-23
12.790687561035156,2009-02-24
12.163761138916016,2009-02-25
12.034051895141602,2009-02-26
11.486394882202148,2009-02-27
10.801823616027832,2009-03-02
10.49916934967041,2009-03-03
11.147711753845215,2009-03-04
10.239750862121582,2009-03-05
10.232549667358398,2009-03-06
9.944304466247559,2009-03-09
11.306246757507324,2009-03-10
12.01243782043457,2009-03-11
12.783477783203125,2009-03-12
12.905980110168457,2009-03-13
12.1565580368042,2009-03-16
13.172606468200684,2009-03-17
14.534541130065918,2009-03-18
13.972476959228516,2009-03-19
13.496875762939453,2009-03-20
15.752357482910156,2009-03-23
14.844402313232422,2009-03-24
15.348822593688965,2009-03-25
15.49294376373291,2009-03-26
14.923669815063477,2009-03-27
13.612167358398438,2009-03-30
14.765131950378418,2009-03-31
15.13263988494873,2009-04-01
15.687511444091797,2009-04-02
16.45855140686035,2009-04-03
15.932511329650879,2009-04-06
14.86601448059082,2009-04-07
15.860450744628906,2009-04-08
17.42416000366211,2009-04-09
17.5178279876709,2009-04-13
15.961332321166992,2009-04-14
16.941354751586914,2009-04-15
17.74121856689453,2009-04-16
17.914167404174805,2009-04-17
17.128713607788086,2009-04-20
17.43856430053711,2009-04-21
18.26726531982422,2009-04-22
18.858152389526367,2009-04-23
19.05272102355957,2009-04-24
18.6491756439209,2009-04-27
17.914167404174805,2009-04-28
18.966243743896484,2009-04-29
19.111297607421875,2009-04-30
19.183835983276367,2009-05-01
19.481199264526367,2009-05-04
19.024269104003906,2009-05-05
20.017902374267578,2009-05-06
19.51021385192871,2009-05-07
21.047819137573242,2009-05-08
18.937231063842773,2009-05-11
18.61084747314453,2009-05-12
17.740507125854492,2009-05-13
18.175682067871094,2009-05-14
18.422277450561523,2009-05-15
19.90186309814453,2009-05-18
20.989797592163086,2009-05-19
20.351545333862305,2009-05-20
20.576377868652344,2009-05-21
20.837482452392578,2009-05-22
21.555522918701172,2009-05-26
20.77945899963379,2009-05-27
21.381450653076172,2009-05-28
21.903654098510742,2009-05-29
22.433116912841797,2009-06-01
