MRNA,Date
18.600000381469727,2018-12-07
18.799999237060547,2018-12-10
18.010000228881836,2018-12-11
18.68000030517578,2018-12-12
18.760000228881836,2018-12-13
18.31999969482422,2018-12-14
17.0,2018-12-17
17.0,2018-12-18
16.18000030517578,2018-12-19
15.5,2018-12-20
14.470000267028809,2018-12-21
14.029999732971191,2018-12-24
13.520000457763672,2018-12-26
14.649999618530273,2018-12-27
14.149999618530273,2018-12-28
15.270000457763672,2018-12-31
15.329999923706055,2019-01-02
15.5,2019-01-03
16.959999084472656,2019-01-04
16.270000457763672,2019-01-07
16.950000762939453,2019-01-08
16.329999923706055,2019-01-09
16.479999542236328,2019-01-10
17.0,2019-01-11
16.739999771118164,2019-01-14
16.59000015258789,2019-01-15
16.260000228881836,2019-01-16
16.309999465942383,2019-01-17
16.690000534057617,2019-01-18
15.5600004196167,2019-01-22
14.789999961853027,2019-01-23
14.640000343322754,2019-01-24
14.90999984741211,2019-01-25
14.449999809265137,2019-01-28
14.630000114440918,2019-01-29
15.130000114440918,2019-01-30
16.600000381469727,2019-01-31
16.219999313354492,2019-02-01
16.270000457763672,2019-02-04
17.18000030517578,2019-02-05
18.139999389648438,2019-02-06
17.049999237060547,2019-02-07
17.989999771118164,2019-02-08
18.170000076293945,2019-02-11
18.690000534057617,2019-02-12
18.530000686645508,2019-02-13
19.65999984741211,2019-02-14
21.440000534057617,2019-02-15
20.829999923706055,2019-02-19
19.920000076293945,2019-02-20
19.34000015258789,2019-02-21
19.8799991607666,2019-02-22
21.649999618530273,2019-02-25
23.700000762939453,2019-02-26
22.100000381469727,2019-02-27
22.600000381469727,2019-02-28
22.270000457763672,2019-03-01
21.1200008392334,2019-03-04
21.3700008392334,2019-03-05
20.649999618530273,2019-03-06
20.59000015258789,2019-03-07
20.93000030517578,2019-03-08
20.43000030517578,2019-03-11
19.260000228881836,2019-03-12
19.969999313354492,2019-03-13
20.81999969482422,2019-03-14
21.81999969482422,2019-03-15
22.18000030517578,2019-03-18
20.350000381469727,2019-03-19
20.0,2019-03-20
19.34000015258789,2019-03-21
19.0,2019-03-22
19.399999618530273,2019-03-25
19.899999618530273,2019-03-26
19.270000457763672,2019-03-27
19.65999984741211,2019-03-28
20.350000381469727,2019-03-29
20.59000015258789,2019-04-01
19.700000762939453,2019-04-02
21.329999923706055,2019-04-03
23.079999923706055,2019-04-04
25.959999084472656,2019-04-05
27.229999542236328,2019-04-08
26.81999969482422,2019-04-09
26.799999237060547,2019-04-10
25.729999542236328,2019-04-11
24.610000610351562,2019-04-12
25.84000015258789,2019-04-15
23.780000686645508,2019-04-16
23.5,2019-04-17
22.510000228881836,2019-04-18
23.6299991607666,2019-04-22
24.700000762939453,2019-04-23
25.760000228881836,2019-04-24
25.739999771118164,2019-04-25
26.260000228881836,2019-04-26
25.139999389648438,2019-04-29
26.030000686645508,2019-04-30
26.399999618530273,2019-05-01
28.34000015258789,2019-05-02
27.200000762939453,2019-05-03
27.100000381469727,2019-05-06
24.549999237060547,2019-05-07
23.540000915527344,2019-05-08
23.260000228881836,2019-05-09
24.920000076293945,2019-05-10
24.43000030517578,2019-05-13
23.59000015258789,2019-05-14
23.1200008392334,2019-05-15
23.459999084472656,2019-05-16
23.079999923706055,2019-05-17
22.600000381469727,2019-05-20
22.700000762939453,2019-05-21
22.0,2019-05-22
21.3799991607666,2019-05-23
21.829999923706055,2019-05-24
21.540000915527344,2019-05-28
21.700000762939453,2019-05-29
21.489999771118164,2019-05-30
20.780000686645508,2019-05-31
19.850000381469727,2019-06-03
19.469999313354492,2019-06-04
17.700000762939453,2019-06-05
17.940000534057617,2019-06-06
17.520000457763672,2019-06-07
15.670000076293945,2019-06-10
16.0,2019-06-11
16.299999237060547,2019-06-12
16.15999984741211,2019-06-13
15.399999618530273,2019-06-14
15.770000457763672,2019-06-17
15.739999771118164,2019-06-18
15.5,2019-06-19
15.180000305175781,2019-06-20
14.699999809265137,2019-06-21
14.039999961853027,2019-06-24
13.770000457763672,2019-06-25
13.699999809265137,2019-06-26
14.34000015258789,2019-06-27
14.640000343322754,2019-06-28
14.729999542236328,2019-07-01
14.399999618530273,2019-07-02
15.3100004196167,2019-07-03
14.960000038146973,2019-07-05
14.289999961853027,2019-07-08
14.850000381469727,2019-07-09
14.479999542236328,2019-07-10
14.4399995803833,2019-07-11
14.199999809265137,2019-07-12
14.319999694824219,2019-07-15
14.140000343322754,2019-07-16
14.029999732971191,2019-07-17
14.260000228881836,2019-07-18
14.109999656677246,2019-07-19
14.050000190734863,2019-07-22
13.600000381469727,2019-07-23
14.470000267028809,2019-07-24
13.510000228881836,2019-07-25
14.119999885559082,2019-07-26
13.6899995803833,2019-07-29
13.399999618530273,2019-07-30
13.100000381469727,2019-07-31
13.010000228881836,2019-08-01
12.729999542236328,2019-08-02
12.260000228881836,2019-08-05
12.289999961853027,2019-08-06
12.850000381469727,2019-08-07
13.1899995803833,2019-08-08
13.329999923706055,2019-08-09
13.020000457763672,2019-08-12
13.300000190734863,2019-08-13
12.739999771118164,2019-08-14
12.670000076293945,2019-08-15
13.15999984741211,2019-08-16
13.399999618530273,2019-08-19
14.149999618530273,2019-08-20
14.289999961853027,2019-08-21
14.15999984741211,2019-08-22
13.880000114440918,2019-08-23
14.970000267028809,2019-08-26
14.510000228881836,2019-08-27
14.819999694824219,2019-08-28
15.180000305175781,2019-08-29
15.729999542236328,2019-08-30
14.880000114440918,2019-09-03
15.420000076293945,2019-09-04
15.529999732971191,2019-09-05
15.880000114440918,2019-09-06
16.030000686645508,2019-09-09
17.09000015258789,2019-09-10
15.920000076293945,2019-09-11
16.399999618530273,2019-09-12
16.709999084472656,2019-09-13
17.049999237060547,2019-09-16
17.65999984741211,2019-09-17
17.780000686645508,2019-09-18
17.899999618530273,2019-09-19
18.06999969482422,2019-09-20
17.829999923706055,2019-09-23
17.81999969482422,2019-09-24
17.18000030517578,2019-09-25
16.34000015258789,2019-09-26
15.899999618530273,2019-09-27
15.920000076293945,2019-09-30
14.8100004196167,2019-10-01
14.859999656677246,2019-10-02
15.069999694824219,2019-10-03
15.510000228881836,2019-10-04
15.470000267028809,2019-10-07
15.3100004196167,2019-10-08
14.199999809265137,2019-10-09
14.15999984741211,2019-10-10
14.055000305175781,2019-10-11
13.930000305175781,2019-10-14
14.329999923706055,2019-10-15
14.149999618530273,2019-10-16
14.539999961853027,2019-10-17
14.8100004196167,2019-10-18
15.5,2019-10-21
15.920000076293945,2019-10-22
16.899999618530273,2019-10-23
16.59000015258789,2019-10-24
17.010000228881836,2019-10-25
17.030000686645508,2019-10-28
16.989999771118164,2019-10-29
17.139999389648438,2019-10-30
16.75,2019-10-31
15.65999984741211,2019-11-01
16.799999237060547,2019-11-04
16.889999389648438,2019-11-05
16.1299991607666,2019-11-06
17.5,2019-11-07
17.489999771118164,2019-11-08
17.399999618530273,2019-11-11
17.989999771118164,2019-11-12
18.25,2019-11-13
18.34000015258789,2019-11-14
19.3700008392334,2019-11-15
19.450000762939453,2019-11-18
19.360000610351562,2019-11-19
20.18000030517578,2019-11-20
20.200000762939453,2019-11-21
20.690000534057617,2019-11-22
20.0,2019-11-25
20.329999923706055,2019-11-26
20.3700008392334,2019-11-27
20.360000610351562,2019-11-29
19.760000228881836,2019-12-02
21.280000686645508,2019-12-03
21.270000457763672,2019-12-04
20.639999389648438,2019-12-05
18.940000534057617,2019-12-06
18.780000686645508,2019-12-09
18.8700008392334,2019-12-10
18.649999618530273,2019-12-11
18.450000762939453,2019-12-12
18.6200008392334,2019-12-13
18.520000457763672,2019-12-16
18.440000534057617,2019-12-17
18.639999389648438,2019-12-18
19.40999984741211,2019-12-19
19.829999923706055,2019-12-20
19.700000762939453,2019-12-23
19.75,2019-12-24
19.860000610351562,2019-12-26
19.520000457763672,2019-12-27
19.049999237060547,2019-12-30
19.559999465942383,2019-12-31
19.229999542236328,2020-01-02
18.889999389648438,2020-01-03
18.1299991607666,2020-01-06
17.780000686645508,2020-01-07
17.979999542236328,2020-01-08
18.399999618530273,2020-01-09
19.139999389648438,2020-01-10
20.260000228881836,2020-01-13
20.0,2020-01-14
20.239999771118164,2020-01-15
21.010000228881836,2020-01-16
20.6200008392334,2020-01-17
20.940000534057617,2020-01-21
21.969999313354492,2020-01-22
21.469999313354492,2020-01-23
21.1200008392334,2020-01-24
22.739999771118164,2020-01-27
22.360000610351562,2020-01-28
20.549999237060547,2020-01-29
20.989999771118164,2020-01-30
20.510000228881836,2020-01-31
20.3799991607666,2020-02-03
20.8700008392334,2020-02-04
20.049999237060547,2020-02-05
19.8799991607666,2020-02-06
23.239999771118164,2020-02-07
23.649999618530273,2020-02-10
21.350000381469727,2020-02-11
19.010000228881836,2020-02-12
19.045000076293945,2020-02-13
19.0,2020-02-14
18.90999984741211,2020-02-18
18.920000076293945,2020-02-19
18.540000915527344,2020-02-20
18.229999542236328,2020-02-21
18.59000015258789,2020-02-24
23.760000228881836,2020-02-25
29.15999984741211,2020-02-26
26.15999984741211,2020-02-27
25.93000030517578,2020-02-28
29.8799991607666,2020-03-02
27.90999984741211,2020-03-03
27.489999771118164,2020-03-04
28.010000228881836,2020-03-05
29.610000610351562,2020-03-06
24.290000915527344,2020-03-09
22.34000015258789,2020-03-10
23.610000610351562,2020-03-11
22.299999237060547,2020-03-12
21.299999237060547,2020-03-13
26.489999771118164,2020-03-16
28.18000030517578,2020-03-17
31.579999923706055,2020-03-18
28.270000457763672,2020-03-19
28.200000762939453,2020-03-20
26.56999969482422,2020-03-23
25.81999969482422,2020-03-24
27.1299991607666,2020-03-25
27.940000534057617,2020-03-26
30.049999237060547,2020-03-27
30.479999542236328,2020-03-30
29.950000762939453,2020-03-31
29.670000076293945,2020-04-01
33.20000076293945,2020-04-02
34.84000015258789,2020-04-03
34.63999938964844,2020-04-06
32.02000045776367,2020-04-07
32.41999816894531,2020-04-08
31.860000610351562,2020-04-09
32.900001525878906,2020-04-13
34.65999984741211,2020-04-14
37.25,2020-04-15
40.599998474121094,2020-04-16
46.849998474121094,2020-04-17
51.689998626708984,2020-04-20
49.2599983215332,2020-04-21
51.20000076293945,2020-04-22
47.439998626708984,2020-04-23
50.5,2020-04-24
48.04999923706055,2020-04-27
47.880001068115234,2020-04-28
46.369998931884766,2020-04-29
45.9900016784668,2020-04-30
47.93000030517578,2020-05-01
50.5,2020-05-04
49.34000015258789,2020-05-05
48.95000076293945,2020-05-06
53.189998626708984,2020-05-07
59.25,2020-05-08
66.9000015258789,2020-05-11
62.349998474121094,2020-05-12
65.18000030517578,2020-05-13
64.55999755859375,2020-05-14
66.69000244140625,2020-05-15
80.0,2020-05-18
71.66999816894531,2020-05-19
73.47000122070312,2020-05-20
67.05000305175781,2020-05-21
69.0,2020-05-22
57.709999084472656,2020-05-26
52.18000030517578,2020-05-27
55.540000915527344,2020-05-28
61.5,2020-05-29
62.18000030517578,2020-06-01
59.869998931884766,2020-06-02
59.88999938964844,2020-06-03
60.59000015258789,2020-06-04
58.189998626708984,2020-06-05
59.099998474121094,2020-06-08
58.22999954223633,2020-06-09
60.06999969482422,2020-06-10
60.20000076293945,2020-06-11
62.0,2020-06-12
66.56999969482422,2020-06-15
64.33999633789062,2020-06-16
63.310001373291016,2020-06-17
64.94999694824219,2020-06-18
66.3499984741211,2020-06-19
64.75,2020-06-22
62.939998626708984,2020-06-23
64.83999633789062,2020-06-24
62.0,2020-06-25
61.279998779296875,2020-06-26
62.08000183105469,2020-06-29
64.20999908447266,2020-06-30
61.59000015258789,2020-07-01
58.56999969482422,2020-07-02
59.150001525878906,2020-07-06
61.09000015258789,2020-07-07
61.58000183105469,2020-07-08
64.95999908447266,2020-07-09
62.61000061035156,2020-07-10
71.77999877929688,2020-07-13
75.04000091552734,2020-07-14
80.22000122070312,2020-07-15
81.80999755859375,2020-07-16
94.8499984741211,2020-07-17
82.68000030517578,2020-07-20
80.86000061035156,2020-07-21
83.2249984741211,2020-07-22
75.33000183105469,2020-07-23
73.20999908447266,2020-07-24
79.91000366210938,2020-07-27
81.48999786376953,2020-07-28
79.51000213623047,2020-07-29
77.62999725341797,2020-07-30
74.0999984741211,2020-07-31
77.9800033569336,2020-08-03
78.45999908447266,2020-08-04
75.80000305175781,2020-08-05
73.76000213623047,2020-08-06
74.0999984741211,2020-08-07
72.01000213623047,2020-08-10
68.97000122070312,2020-08-11
69.5199966430664,2020-08-12
67.83000183105469,2020-08-13
69.1500015258789,2020-08-14
69.76000213623047,2020-08-17
67.02999877929688,2020-08-18
68.0,2020-08-19
67.80999755859375,2020-08-20
66.44999694824219,2020-08-21
64.87999725341797,2020-08-24
66.25,2020-08-25
70.5,2020-08-26
68.02999877929688,2020-08-27
67.48999786376953,2020-08-28
64.88999938964844,2020-08-31
63.31999969482422,2020-09-01
64.72000122070312,2020-09-02
64.83999633789062,2020-09-03
62.599998474121094,2020-09-04
54.34000015258789,2020-09-08
56.900001525878906,2020-09-09
57.560001373291016,2020-09-10
59.34000015258789,2020-09-11
63.66999816894531,2020-09-14
66.87999725341797,2020-09-15
68.83999633789062,2020-09-16
67.88999938964844,2020-09-17
69.87000274658203,2020-09-18
69.26000213623047,2020-09-21
68.72000122070312,2020-09-22
67.16000366210938,2020-09-23
65.16999816894531,2020-09-24
69.47000122070312,2020-09-25
70.55000305175781,2020-09-28
70.5199966430664,2020-09-29
70.75,2020-09-30
70.02999877929688,2020-10-01
68.80999755859375,2020-10-02
71.94999694824219,2020-10-05
71.04000091552734,2020-10-06
72.37000274658203,2020-10-07
72.93000030517578,2020-10-08
73.0,2020-10-09
75.30999755859375,2020-10-12
78.29000091552734,2020-10-13
76.55999755859375,2020-10-14
75.58000183105469,2020-10-15
73.94000244140625,2020-10-16
70.95999908447266,2020-10-19
71.30999755859375,2020-10-20
68.37000274658203,2020-10-21
70.83999633789062,2020-10-22
70.52999877929688,2020-10-23
70.23999786376953,2020-10-26
70.66999816894531,2020-10-27
65.73999786376953,2020-10-28
71.27999877929688,2020-10-29
67.47000122070312,2020-10-30
67.11000061035156,2020-11-02
69.08000183105469,2020-11-03
69.80999755859375,2020-11-04
71.4800033569336,2020-11-05
72.44999694824219,2020-11-06
77.73999786376953,2020-11-09
76.05000305175781,2020-11-10
82.44000244140625,2020-11-11
87.80999755859375,2020-11-12
89.38999938964844,2020-11-13
97.94999694824219,2020-11-16
93.1500015258789,2020-11-17
88.88999938964844,2020-11-18
92.7699966430664,2020-11-19
97.61000061035156,2020-11-20
101.02999877929688,2020-11-23
