TEAM,Date
23.020000457763672,2016-05-05
21.829999923706055,2016-05-06
21.09000015258789,2016-05-09
21.809999465942383,2016-05-10
22.010000228881836,2016-05-11
21.579999923706055,2016-05-12
21.93000030517578,2016-05-13
22.030000686645508,2016-05-16
21.729999542236328,2016-05-17
22.1200008392334,2016-05-18
21.799999237060547,2016-05-19
22.690000534057617,2016-05-20
22.3700008392334,2016-05-23
22.81999969482422,2016-05-24
23.020000457763672,2016-05-25
22.90999984741211,2016-05-26
22.780000686645508,2016-05-27
22.56999969482422,2016-05-31
23.93000030517578,2016-06-01
24.950000762939453,2016-06-02
24.149999618530273,2016-06-03
24.360000610351562,2016-06-06
23.459999084472656,2016-06-07
23.790000915527344,2016-06-08
23.989999771118164,2016-06-09
23.84000015258789,2016-06-10
24.350000381469727,2016-06-13
24.520000457763672,2016-06-14
25.989999771118164,2016-06-15
25.5,2016-06-16
25.809999465942383,2016-06-17
26.260000228881836,2016-06-20
25.989999771118164,2016-06-21
26.190000534057617,2016-06-22
26.780000686645508,2016-06-23
25.899999618530273,2016-06-24
24.950000762939453,2016-06-27
25.3799991607666,2016-06-28
25.809999465942383,2016-06-29
25.899999618530273,2016-06-30
25.6200008392334,2016-07-01
26.170000076293945,2016-07-05
26.969999313354492,2016-07-06
26.579999923706055,2016-07-07
26.979999542236328,2016-07-08
27.219999313354492,2016-07-11
27.299999237060547,2016-07-12
27.110000610351562,2016-07-13
27.350000381469727,2016-07-14
27.399999618530273,2016-07-15
27.200000762939453,2016-07-18
27.510000228881836,2016-07-19
28.020000457763672,2016-07-20
27.729999542236328,2016-07-21
28.15999984741211,2016-07-22
28.399999618530273,2016-07-25
28.700000762939453,2016-07-26
29.0,2016-07-27
29.739999771118164,2016-07-28
29.969999313354492,2016-07-29
29.84000015258789,2016-08-01
29.329999923706055,2016-08-02
29.790000915527344,2016-08-03
30.040000915527344,2016-08-04
31.969999313354492,2016-08-05
30.489999771118164,2016-08-08
30.65999984741211,2016-08-09
29.950000762939453,2016-08-10
29.979999542236328,2016-08-11
30.0,2016-08-12
30.329999923706055,2016-08-15
29.950000762939453,2016-08-16
29.6299991607666,2016-08-17
29.709999084472656,2016-08-18
29.420000076293945,2016-08-19
28.969999313354492,2016-08-22
28.969999313354492,2016-08-23
28.739999771118164,2016-08-24
28.93000030517578,2016-08-25
28.940000534057617,2016-08-26
29.020000457763672,2016-08-29
29.700000762939453,2016-08-30
29.479999542236328,2016-08-31
29.969999313354492,2016-09-01
30.100000381469727,2016-09-02
30.420000076293945,2016-09-06
30.639999389648438,2016-09-07
30.670000076293945,2016-09-08
29.479999542236328,2016-09-09
30.229999542236328,2016-09-12
29.489999771118164,2016-09-13
29.729999542236328,2016-09-14
30.010000228881836,2016-09-15
30.0,2016-09-16
30.290000915527344,2016-09-19
30.260000228881836,2016-09-20
31.899999618530273,2016-09-21
31.360000610351562,2016-09-22
30.75,2016-09-23
30.020000457763672,2016-09-26
29.780000686645508,2016-09-27
30.0,2016-09-28
30.31999969482422,2016-09-29
29.969999313354492,2016-09-30
29.190000534057617,2016-10-03
28.719999313354492,2016-10-04
29.079999923706055,2016-10-05
28.850000381469727,2016-10-06
28.270000457763672,2016-10-07
28.459999084472656,2016-10-10
28.40999984741211,2016-10-11
28.0,2016-10-12
28.049999237060547,2016-10-13
28.420000076293945,2016-10-14
28.43000030517578,2016-10-17
28.90999984741211,2016-10-18
29.030000686645508,2016-10-19
28.700000762939453,2016-10-20
29.040000915527344,2016-10-21
29.25,2016-10-24
29.139999389648438,2016-10-25
28.770000457763672,2016-10-26
28.309999465942383,2016-10-27
27.200000762939453,2016-10-28
26.860000610351562,2016-10-31
27.190000534057617,2016-11-01
27.1299991607666,2016-11-02
26.940000534057617,2016-11-03
26.899999618530273,2016-11-04
27.440000534057617,2016-11-07
27.420000076293945,2016-11-08
27.31999969482422,2016-11-09
27.469999313354492,2016-11-10
27.489999771118164,2016-11-11
27.59000015258789,2016-11-14
27.90999984741211,2016-11-15
28.549999237060547,2016-11-16
29.360000610351562,2016-11-17
28.760000228881836,2016-11-18
27.90999984741211,2016-11-21
27.34000015258789,2016-11-22
27.40999984741211,2016-11-23
27.420000076293945,2016-11-25
27.219999313354492,2016-11-28
27.610000610351562,2016-11-29
27.139999389648438,2016-11-30
26.1200008392334,2016-12-01
25.229999542236328,2016-12-02
25.59000015258789,2016-12-05
25.579999923706055,2016-12-06
26.079999923706055,2016-12-07
26.530000686645508,2016-12-08
26.549999237060547,2016-12-09
25.639999389648438,2016-12-12
25.280000686645508,2016-12-13
24.889999389648438,2016-12-14
24.649999618530273,2016-12-15
24.190000534057617,2016-12-16
24.06999969482422,2016-12-19
24.610000610351562,2016-12-20
24.329999923706055,2016-12-21
24.049999237060547,2016-12-22
24.1299991607666,2016-12-23
24.309999465942383,2016-12-27
24.25,2016-12-28
24.260000228881836,2016-12-29
24.079999923706055,2016-12-30
24.600000381469727,2017-01-03
25.149999618530273,2017-01-04
24.969999313354492,2017-01-05
24.719999313354492,2017-01-06
25.030000686645508,2017-01-09
25.239999771118164,2017-01-10
26.0,2017-01-11
26.809999465942383,2017-01-12
26.90999984741211,2017-01-13
26.6299991607666,2017-01-17
27.200000762939453,2017-01-18
27.420000076293945,2017-01-19
28.030000686645508,2017-01-20
27.639999389648438,2017-01-23
27.93000030517578,2017-01-24
27.850000381469727,2017-01-25
27.770000457763672,2017-01-26
27.760000228881836,2017-01-27
27.610000610351562,2017-01-30
27.6299991607666,2017-01-31
28.020000457763672,2017-02-01
28.139999389648438,2017-02-02
28.15999984741211,2017-02-03
27.93000030517578,2017-02-06
28.0,2017-02-07
28.110000610351562,2017-02-08
28.260000228881836,2017-02-09
28.639999389648438,2017-02-10
28.920000076293945,2017-02-13
28.959999084472656,2017-02-14
29.6200008392334,2017-02-15
29.15999984741211,2017-02-16
29.889999389648438,2017-02-17
30.049999237060547,2017-02-21
29.420000076293945,2017-02-22
29.5,2017-02-23
29.270000457763672,2017-02-24
28.81999969482422,2017-02-27
28.440000534057617,2017-02-28
28.93000030517578,2017-03-01
28.600000381469727,2017-03-02
28.790000915527344,2017-03-03
28.6299991607666,2017-03-06
28.549999237060547,2017-03-07
28.6299991607666,2017-03-08
28.540000915527344,2017-03-09
28.670000076293945,2017-03-10
29.1299991607666,2017-03-13
28.920000076293945,2017-03-14
29.030000686645508,2017-03-15
29.389999389648438,2017-03-16
29.65999984741211,2017-03-17
29.450000762939453,2017-03-20
28.989999771118164,2017-03-21
29.18000030517578,2017-03-22
29.290000915527344,2017-03-23
29.43000030517578,2017-03-24
29.59000015258789,2017-03-27
29.809999465942383,2017-03-28
29.850000381469727,2017-03-29
29.829999923706055,2017-03-30
29.950000762939453,2017-03-31
29.739999771118164,2017-04-03
29.90999984741211,2017-04-04
30.110000610351562,2017-04-05
31.31999969482422,2017-04-06
31.31999969482422,2017-04-07
31.549999237060547,2017-04-10
31.219999313354492,2017-04-11
31.600000381469727,2017-04-12
31.229999542236328,2017-04-13
31.489999771118164,2017-04-17
31.59000015258789,2017-04-18
31.829999923706055,2017-04-19
31.270000457763672,2017-04-20
31.540000915527344,2017-04-21
32.02000045776367,2017-04-24
32.56999969482422,2017-04-25
32.81999969482422,2017-04-26
33.470001220703125,2017-04-27
34.47999954223633,2017-04-28
34.720001220703125,2017-05-01
34.939998626708984,2017-05-02
35.279998779296875,2017-05-03
36.529998779296875,2017-05-04
36.810001373291016,2017-05-05
36.81999969482422,2017-05-08
36.84000015258789,2017-05-09
37.18000030517578,2017-05-10
36.93000030517578,2017-05-11
36.84000015258789,2017-05-12
37.060001373291016,2017-05-15
36.900001525878906,2017-05-16
35.400001525878906,2017-05-17
35.34000015258789,2017-05-18
35.25,2017-05-19
35.560001373291016,2017-05-22
35.43000030517578,2017-05-23
35.900001525878906,2017-05-24
35.95000076293945,2017-05-25
35.58000183105469,2017-05-26
35.599998474121094,2017-05-30
35.7599983215332,2017-05-31
36.5099983215332,2017-06-01
36.7400016784668,2017-06-02
36.86000061035156,2017-06-05
37.709999084472656,2017-06-06
36.869998931884766,2017-06-07
37.209999084472656,2017-06-08
34.619998931884766,2017-06-09
34.56999969482422,2017-06-12
34.630001068115234,2017-06-13
34.630001068115234,2017-06-14
34.63999938964844,2017-06-15
34.790000915527344,2017-06-16
34.849998474121094,2017-06-19
34.599998474121094,2017-06-20
34.79999923706055,2017-06-21
35.29999923706055,2017-06-22
36.0,2017-06-23
35.93000030517578,2017-06-26
35.66999816894531,2017-06-27
36.099998474121094,2017-06-28
35.18000030517578,2017-06-29
35.18000030517578,2017-06-30
34.15999984741211,2017-07-03
34.68000030517578,2017-07-05
34.619998931884766,2017-07-06
35.310001373291016,2017-07-07
35.31999969482422,2017-07-10
35.34000015258789,2017-07-11
36.2400016784668,2017-07-12
35.529998779296875,2017-07-13
35.650001525878906,2017-07-14
35.650001525878906,2017-07-17
35.43000030517578,2017-07-18
36.2599983215332,2017-07-19
35.97999954223633,2017-07-20
35.75,2017-07-21
36.40999984741211,2017-07-24
38.0,2017-07-25
38.84000015258789,2017-07-26
37.970001220703125,2017-07-27
37.13999938964844,2017-07-28
35.81999969482422,2017-07-31
36.290000915527344,2017-08-01
34.5,2017-08-02
35.040000915527344,2017-08-03
35.33000183105469,2017-08-04
35.43000030517578,2017-08-07
35.150001525878906,2017-08-08
35.439998626708984,2017-08-09
34.779998779296875,2017-08-10
35.459999084472656,2017-08-11
35.97999954223633,2017-08-14
36.369998931884766,2017-08-15
37.459999084472656,2017-08-16
36.90999984741211,2017-08-17
36.34000015258789,2017-08-18
36.16999816894531,2017-08-21
35.900001525878906,2017-08-22
35.75,2017-08-23
35.220001220703125,2017-08-24
34.63999938964844,2017-08-25
34.68000030517578,2017-08-28
34.61000061035156,2017-08-29
35.529998779296875,2017-08-30
35.599998474121094,2017-08-31
34.900001525878906,2017-09-01
34.900001525878906,2017-09-05
34.38999938964844,2017-09-06
34.4900016784668,2017-09-07
34.349998474121094,2017-09-08
35.029998779296875,2017-09-11
33.79999923706055,2017-09-12
33.81999969482422,2017-09-13
36.54999923706055,2017-09-14
36.150001525878906,2017-09-15
36.38999938964844,2017-09-18
36.41999816894531,2017-09-19
36.06999969482422,2017-09-20
35.15999984741211,2017-09-21
35.16999816894531,2017-09-22
34.22999954223633,2017-09-25
33.939998626708984,2017-09-26
34.29999923706055,2017-09-27
34.4900016784668,2017-09-28
35.150001525878906,2017-09-29
36.25,2017-10-02
36.650001525878906,2017-10-03
37.88999938964844,2017-10-04
38.150001525878906,2017-10-05
38.66999816894531,2017-10-06
39.59000015258789,2017-10-09
39.77000045776367,2017-10-10
40.38999938964844,2017-10-11
40.33000183105469,2017-10-12
39.63999938964844,2017-10-13
39.54999923706055,2017-10-16
39.75,2017-10-17
39.810001373291016,2017-10-18
40.25,2017-10-19
50.16999816894531,2017-10-20
49.0,2017-10-23
49.279998779296875,2017-10-24
48.2599983215332,2017-10-25
47.90999984741211,2017-10-26
47.029998779296875,2017-10-27
48.310001373291016,2017-10-30
48.369998931884766,2017-10-31
48.689998626708984,2017-11-01
49.43000030517578,2017-11-02
50.9900016784668,2017-11-03
52.060001373291016,2017-11-06
51.810001373291016,2017-11-07
52.939998626708984,2017-11-08
52.33000183105469,2017-11-09
52.400001525878906,2017-11-10
52.27000045776367,2017-11-13
52.380001068115234,2017-11-14
51.900001525878906,2017-11-15
52.43000030517578,2017-11-16
52.369998931884766,2017-11-17
50.900001525878906,2017-11-20
52.209999084472656,2017-11-21
51.7400016784668,2017-11-22
52.22999954223633,2017-11-24
51.54999923706055,2017-11-27
51.189998626708984,2017-11-28
46.59000015258789,2017-11-29
46.689998626708984,2017-11-30
47.0099983215332,2017-12-01
44.279998779296875,2017-12-04
44.970001220703125,2017-12-05
45.16999816894531,2017-12-06
45.52000045776367,2017-12-07
46.459999084472656,2017-12-08
47.11000061035156,2017-12-11
45.459999084472656,2017-12-12
45.97999954223633,2017-12-13
45.43000030517578,2017-12-14
47.029998779296875,2017-12-15
46.810001373291016,2017-12-18
46.869998931884766,2017-12-19
46.689998626708984,2017-12-20
46.40999984741211,2017-12-21
46.2599983215332,2017-12-22
46.4900016784668,2017-12-26
46.13999938964844,2017-12-27
46.040000915527344,2017-12-28
45.52000045776367,2017-12-29
47.060001373291016,2018-01-02
50.400001525878906,2018-01-03
51.599998474121094,2018-01-04
51.869998931884766,2018-01-05
51.90999984741211,2018-01-08
52.720001220703125,2018-01-09
51.04999923706055,2018-01-10
52.040000915527344,2018-01-11
52.56999969482422,2018-01-12
52.81999969482422,2018-01-16
54.869998931884766,2018-01-17
55.599998474121094,2018-01-18
53.06999969482422,2018-01-19
52.2599983215332,2018-01-22
53.93000030517578,2018-01-23
52.77000045776367,2018-01-24
53.09000015258789,2018-01-25
53.849998474121094,2018-01-26
54.7400016784668,2018-01-29
53.38999938964844,2018-01-30
53.9900016784668,2018-01-31
53.2599983215332,2018-02-01
52.720001220703125,2018-02-02
51.22999954223633,2018-02-05
52.02000045776367,2018-02-06
51.790000915527344,2018-02-07
48.86000061035156,2018-02-08
50.189998626708984,2018-02-09
51.220001220703125,2018-02-12
51.79999923706055,2018-02-13
52.09000015258789,2018-02-14
52.91999816894531,2018-02-15
53.22999954223633,2018-02-16
54.2599983215332,2018-02-20
55.45000076293945,2018-02-21
52.40999984741211,2018-02-22
53.27000045776367,2018-02-23
52.77000045776367,2018-02-26
52.90999984741211,2018-02-27
54.290000915527344,2018-02-28
54.189998626708984,2018-03-01
58.16999816894531,2018-03-02
58.58000183105469,2018-03-05
59.13999938964844,2018-03-06
59.77000045776367,2018-03-07
59.790000915527344,2018-03-08
61.2599983215332,2018-03-09
61.79999923706055,2018-03-12
59.83000183105469,2018-03-13
59.97999954223633,2018-03-14
59.560001373291016,2018-03-15
59.2599983215332,2018-03-16
58.56999969482422,2018-03-19
59.15999984741211,2018-03-20
58.31999969482422,2018-03-21
57.5099983215332,2018-03-22
55.36000061035156,2018-03-23
56.619998931884766,2018-03-26
54.0099983215332,2018-03-27
52.15999984741211,2018-03-28
53.91999816894531,2018-03-29
53.779998779296875,2018-04-02
53.209999084472656,2018-04-03
56.11000061035156,2018-04-04
55.970001220703125,2018-04-05
54.59000015258789,2018-04-06
55.900001525878906,2018-04-09
56.9900016784668,2018-04-10
58.65999984741211,2018-04-11
60.63999938964844,2018-04-12
60.25,2018-04-13
60.68000030517578,2018-04-16
62.060001373291016,2018-04-17
62.06999969482422,2018-04-18
62.27000045776367,2018-04-19
58.20500183105469,2018-04-20
58.97999954223633,2018-04-23
57.209999084472656,2018-04-24
55.16999816894531,2018-04-25
56.040000915527344,2018-04-26
55.41999816894531,2018-04-27
55.97999954223633,2018-04-30
56.2400016784668,2018-05-01
56.470001220703125,2018-05-02
58.4900016784668,2018-05-03
59.9900016784668,2018-05-04
62.61000061035156,2018-05-07
63.18000030517578,2018-05-08
64.29000091552734,2018-05-09
65.29000091552734,2018-05-10
64.87000274658203,2018-05-11
62.47999954223633,2018-05-14
61.79999923706055,2018-05-15
61.77000045776367,2018-05-16
61.63999938964844,2018-05-17
63.400001525878906,2018-05-18
61.4900016784668,2018-05-21
61.65999984741211,2018-05-22
62.939998626708984,2018-05-23
63.91999816894531,2018-05-24
62.939998626708984,2018-05-25
62.709999084472656,2018-05-29
63.41999816894531,2018-05-30
63.790000915527344,2018-05-31
64.01000213623047,2018-06-01
64.41999816894531,2018-06-04
66.66999816894531,2018-06-05
67.81999969482422,2018-06-06
63.779998779296875,2018-06-07
64.27999877929688,2018-06-08
64.3499984741211,2018-06-11
66.20999908447266,2018-06-12
66.13999938964844,2018-06-13
66.48999786376953,2018-06-14
66.12000274658203,2018-06-15
66.61000061035156,2018-06-18
65.04000091552734,2018-06-19
65.52999877929688,2018-06-20
65.58999633789062,2018-06-21
64.19000244140625,2018-06-22
62.380001068115234,2018-06-25
63.25,2018-06-26
60.75,2018-06-27
62.119998931884766,2018-06-28
62.52000045776367,2018-06-29
63.349998474121094,2018-07-02
62.97999954223633,2018-07-03
63.400001525878906,2018-07-05
65.2300033569336,2018-07-06
64.77999877929688,2018-07-09
64.69999694824219,2018-07-10
65.33000183105469,2018-07-11
68.26000213623047,2018-07-12
67.19000244140625,2018-07-13
66.86000061035156,2018-07-16
67.87999725341797,2018-07-17
68.22000122070312,2018-07-18
67.86000061035156,2018-07-19
67.87000274658203,2018-07-20
66.4000015258789,2018-07-23
64.48999786376953,2018-07-24
67.05000305175781,2018-07-25
66.83000183105469,2018-07-26
73.83999633789062,2018-07-27
71.08000183105469,2018-07-30
72.41000366210938,2018-07-31
73.29000091552734,2018-08-01
74.91999816894531,2018-08-02
74.12000274658203,2018-08-03
75.55000305175781,2018-08-06
75.9800033569336,2018-08-07
76.16999816894531,2018-08-08
78.30999755859375,2018-08-09
78.06999969482422,2018-08-10
78.2300033569336,2018-08-13
78.70999908447266,2018-08-14
77.63999938964844,2018-08-15
78.0999984741211,2018-08-16
78.0199966430664,2018-08-17
78.25,2018-08-20
79.26000213623047,2018-08-21
80.05999755859375,2018-08-22
82.62999725341797,2018-08-23
86.11000061035156,2018-08-24
86.54000091552734,2018-08-27
87.66000366210938,2018-08-28
89.47000122070312,2018-08-29
89.29000091552734,2018-08-30
90.01000213623047,2018-08-31
91.9000015258789,2018-09-04
87.61000061035156,2018-09-05
86.68000030517578,2018-09-06
87.01000213623047,2018-09-07
87.95999908447266,2018-09-10
90.48999786376953,2018-09-11
89.58000183105469,2018-09-12
93.41999816894531,2018-09-13
94.18000030517578,2018-09-14
91.11000061035156,2018-09-17
92.4000015258789,2018-09-18
89.93000030517578,2018-09-19
91.31999969482422,2018-09-20
90.69000244140625,2018-09-21
92.47000122070312,2018-09-24
94.27999877929688,2018-09-25
94.36000061035156,2018-09-26
95.88999938964844,2018-09-27
96.13999938964844,2018-09-28
95.72000122070312,2018-10-01
93.5999984741211,2018-10-02
92.9000015258789,2018-10-03
85.66999816894531,2018-10-04
85.36000061035156,2018-10-05
81.08999633789062,2018-10-08
81.29000091552734,2018-10-09
78.6500015258789,2018-10-10
78.33999633789062,2018-10-11
81.70999908447266,2018-10-12
79.77999877929688,2018-10-15
82.83999633789062,2018-10-16
83.62999725341797,2018-10-17
81.88999938964844,2018-10-18
70.18000030517578,2018-10-19
72.63999938964844,2018-10-22
72.45999908447266,2018-10-23
67.12000274658203,2018-10-24
70.43000030517578,2018-10-25
68.91999816894531,2018-10-26
68.93000030517578,2018-10-29
71.33999633789062,2018-10-30
75.91000366210938,2018-10-31
76.75,2018-11-01
76.4800033569336,2018-11-02
74.61000061035156,2018-11-05
72.08999633789062,2018-11-06
77.61000061035156,2018-11-07
75.94999694824219,2018-11-08
73.29000091552734,2018-11-09
70.80000305175781,2018-11-12
73.01000213623047,2018-11-13
72.4000015258789,2018-11-14
75.75,2018-11-15
75.94999694824219,2018-11-16
69.30999755859375,2018-11-19
70.22000122070312,2018-11-20
72.12999725341797,2018-11-21
73.19999694824219,2018-11-23
76.16999816894531,2018-11-26
74.66000366210938,2018-11-27
80.69999694824219,2018-11-28
83.9000015258789,2018-11-29
85.94000244140625,2018-11-30
89.5999984741211,2018-12-03
85.72000122070312,2018-12-04
85.13999938964844,2018-12-06
80.45999908447266,2018-12-07
83.05999755859375,2018-12-10
82.9800033569336,2018-12-11
84.05000305175781,2018-12-12
84.25,2018-12-13
83.19000244140625,2018-12-14
79.8499984741211,2018-12-17
79.12000274658203,2018-12-18
81.05999755859375,2018-12-19
82.25,2018-12-20
81.12999725341797,2018-12-21
78.66000366210938,2018-12-24
85.31999969482422,2018-12-26
87.56999969482422,2018-12-27
87.5999984741211,2018-12-28
88.9800033569336,2018-12-31
89.02999877929688,2019-01-02
84.4800033569336,2019-01-03
87.08999633789062,2019-01-04
92.70999908447266,2019-01-07
94.81999969482422,2019-01-08
95.80999755859375,2019-01-09
95.5,2019-01-10
95.6500015258789,2019-01-11
93.70999908447266,2019-01-14
95.37999725341797,2019-01-15
94.31999969482422,2019-01-16
92.91999816894531,2019-01-17
90.66999816894531,2019-01-18
91.44000244140625,2019-01-22
93.6500015258789,2019-01-23
93.31999969482422,2019-01-24
95.86000061035156,2019-01-25
94.72000122070312,2019-01-28
93.22000122070312,2019-01-29
95.01000213623047,2019-01-30
98.4000015258789,2019-01-31
98.9800033569336,2019-02-01
102.18000030517578,2019-02-04
102.7699966430664,2019-02-05
103.54000091552734,2019-02-06
102.3499984741211,2019-02-07
104.33999633789062,2019-02-08
104.56999969482422,2019-02-11
106.12000274658203,2019-02-12
105.25,2019-02-13
104.80999755859375,2019-02-14
104.9000015258789,2019-02-15
103.91000366210938,2019-02-19
104.12000274658203,2019-02-20
103.04000091552734,2019-02-21
105.25,2019-02-22
106.75,2019-02-25
105.87999725341797,2019-02-26
106.33000183105469,2019-02-27
107.4800033569336,2019-02-28
110.94999694824219,2019-03-01
104.70999908447266,2019-03-04
104.43000030517578,2019-03-05
103.5,2019-03-06
104.20999908447266,2019-03-07
104.25,2019-03-08
109.51000213623047,2019-03-11
110.94000244140625,2019-03-12
108.58000183105469,2019-03-13
110.4800033569336,2019-03-14
110.2699966430664,2019-03-15
111.22000122070312,2019-03-18
112.41999816894531,2019-03-19
112.83000183105469,2019-03-20
115.5,2019-03-21
109.83000183105469,2019-03-22
109.86000061035156,2019-03-25
111.55000305175781,2019-03-26
106.98999786376953,2019-03-27
108.45999908447266,2019-03-28
112.38999938964844,2019-03-29
113.87000274658203,2019-04-01
115.5999984741211,2019-04-02
115.36000061035156,2019-04-03
110.22000122070312,2019-04-04
111.33000183105469,2019-04-05
112.08000183105469,2019-04-08
112.1500015258789,2019-04-09
112.73999786376953,2019-04-10
114.44000244140625,2019-04-11
112.68000030517578,2019-04-12
114.44999694824219,2019-04-15
112.97000122070312,2019-04-16
111.19000244140625,2019-04-17
101.94000244140625,2019-04-18
103.75,2019-04-22
106.72000122070312,2019-04-23
103.16999816894531,2019-04-24
106.0,2019-04-25
108.20999908447266,2019-04-26
110.05000305175781,2019-04-29
110.1500015258789,2019-04-30
108.58999633789062,2019-05-01
109.01000213623047,2019-05-02
110.41000366210938,2019-05-03
110.56999969482422,2019-05-06
110.66999816894531,2019-05-07
117.16999816894531,2019-05-08
125.12999725341797,2019-05-09
128.8699951171875,2019-05-10
120.77999877929688,2019-05-13
123.7699966430664,2019-05-14
126.08000183105469,2019-05-15
129.74000549316406,2019-05-16
129.14999389648438,2019-05-17
124.55000305175781,2019-05-20
125.54000091552734,2019-05-21
126.25,2019-05-22
127.26000213623047,2019-05-23
129.52000427246094,2019-05-24
128.4499969482422,2019-05-28
123.80000305175781,2019-05-29
126.22000122070312,2019-05-30
125.87999725341797,2019-05-31
117.30000305175781,2019-06-03
122.6500015258789,2019-06-04
126.43000030517578,2019-06-05
127.70999908447266,2019-06-06
131.42999267578125,2019-06-07
133.0,2019-06-10
128.92999267578125,2019-06-11
128.97000122070312,2019-06-12
130.27999877929688,2019-06-13
129.91000366210938,2019-06-14
130.64999389648438,2019-06-17
129.5500030517578,2019-06-18
132.77000427246094,2019-06-19
135.0500030517578,2019-06-20
132.8699951171875,2019-06-21
130.5500030517578,2019-06-24
125.73999786376953,2019-06-25
128.35000610351562,2019-06-26
131.0399932861328,2019-06-27
130.83999633789062,2019-06-28
131.77000427246094,2019-07-01
133.75,2019-07-02
133.36000061035156,2019-07-03
135.11000061035156,2019-07-05
137.92999267578125,2019-07-08
140.60000610351562,2019-07-09
140.36000061035156,2019-07-10
140.89999389648438,2019-07-11
138.55499267578125,2019-07-12
139.50999450683594,2019-07-15
137.16000366210938,2019-07-16
136.42999267578125,2019-07-17
136.05999755859375,2019-07-18
134.16000366210938,2019-07-19
135.27999877929688,2019-07-22
134.05999755859375,2019-07-23
135.35000610351562,2019-07-24
134.50999450683594,2019-07-25
146.0399932861328,2019-07-26
139.0500030517578,2019-07-29
137.0,2019-07-30
140.1199951171875,2019-07-31
143.9199981689453,2019-08-01
141.1999969482422,2019-08-02
133.19000244140625,2019-08-05
135.47000122070312,2019-08-06
141.89999389648438,2019-08-07
145.1199951171875,2019-08-08
145.99000549316406,2019-08-09
143.67999267578125,2019-08-12
146.6999969482422,2019-08-13
139.49000549316406,2019-08-14
139.5,2019-08-15
142.57000732421875,2019-08-16
141.27000427246094,2019-08-19
142.13999938964844,2019-08-20
143.8699951171875,2019-08-21
143.44000244140625,2019-08-22
141.0500030517578,2019-08-23
142.86000061035156,2019-08-26
142.6199951171875,2019-08-27
138.27000427246094,2019-08-28
138.0500030517578,2019-08-29
134.50999450683594,2019-08-30
131.88999938964844,2019-09-03
129.8300018310547,2019-09-04
133.33999633789062,2019-09-05
132.2100067138672,2019-09-06
126.2699966430664,2019-09-09
122.25,2019-09-10
122.83999633789062,2019-09-11
125.51000213623047,2019-09-12
