POOL,Date
1.431555151939392,1997-02-03
1.431555151939392,1997-02-04
1.448009729385376,1997-02-05
1.41510009765625,1997-02-06
1.41510009765625,1997-02-07
1.41510009765625,1997-02-10
1.41510009765625,1997-02-11
1.448009729385376,1997-02-12
1.448009729385376,1997-02-13
1.4973737001419067,1997-02-14
1.448009729385376,1997-02-18
1.4644643068313599,1997-02-19
1.4726921319961548,1997-02-20
1.4726921319961548,1997-02-21
1.513827919960022,1997-02-24
1.5631928443908691,1997-02-25
1.5302824974060059,1997-02-26
1.5302824974060059,1997-02-27
1.5796470642089844,1997-02-28
1.5385104417800903,1997-03-03
1.5590786933898926,1997-03-04
1.5549652576446533,1997-03-05
1.5549652576446533,1997-03-06
1.5796470642089844,1997-03-07
1.5302824974060059,1997-03-10
1.5467374324798584,1997-03-11
1.5796470642089844,1997-03-12
1.5302824974060059,1997-03-13
1.5302824974060059,1997-03-14
1.5302824974060059,1997-03-17
1.4809188842773438,1997-03-18
1.4809188842773438,1997-03-19
1.4644643068313599,1997-03-20
1.4644643068313599,1997-03-21
1.513827919960022,1997-03-24
1.4644643068313599,1997-03-25
1.3575093746185303,1997-03-26
1.3821908235549927,1997-03-27
1.3986451625823975,1997-03-31
1.365736722946167,1997-04-01
1.3492820262908936,1997-04-02
1.3492820262908936,1997-04-03
1.3492820262908936,1997-04-04
1.365736722946167,1997-04-07
1.3739632368087769,1997-04-08
1.3986451625823975,1997-04-09
1.41510009765625,1997-04-10
1.41510009765625,1997-04-11
1.3492820262908936,1997-04-14
1.41510009765625,1997-04-15
1.365736722946167,1997-04-16
1.41510009765625,1997-04-17
1.41510009765625,1997-04-18
1.3575093746185303,1997-04-21
1.3492820262908936,1997-04-22
1.365736722946167,1997-04-23
1.3492820262908936,1997-04-24
1.365736722946167,1997-04-25
1.3575093746185303,1997-04-28
1.365736722946167,1997-04-29
1.41510009765625,1997-04-30
1.431555151939392,1997-05-01
1.4809188842773438,1997-05-02
1.4973737001419067,1997-05-05
1.5056005716323853,1997-05-06
1.5056005716323853,1997-05-07
1.5056005716323853,1997-05-08
1.513827919960022,1997-05-09
1.5302824974060059,1997-05-12
1.4809188842773438,1997-05-13
1.5302824974060059,1997-05-14
1.513827919960022,1997-05-15
1.513827919960022,1997-05-16
1.513827919960022,1997-05-19
1.4809188842773438,1997-05-20
1.5796470642089844,1997-05-21
1.5631928443908691,1997-05-22
1.5961018800735474,1997-05-23
1.6290110349655151,1997-05-27
1.5796470642089844,1997-05-28
1.5961018800735474,1997-05-29
1.6125565767288208,1997-05-30
1.5631928443908691,1997-06-02
1.5714201927185059,1997-06-03
1.5631928443908691,1997-06-04
1.5631928443908691,1997-06-05
1.5631928443908691,1997-06-06
1.6454648971557617,1997-06-09
1.5714201927185059,1997-06-10
1.4809188842773438,1997-06-11
1.291690468788147,1997-06-12
1.3492820262908936,1997-06-13
1.41510009765625,1997-06-16
1.4644643068313599,1997-06-17
1.4726921319961548,1997-06-18
1.448009729385376,1997-06-19
1.4644643068313599,1997-06-20
1.4233272075653076,1997-06-23
1.448009729385376,1997-06-24
1.448009729385376,1997-06-25
1.390418291091919,1997-06-26
1.3821908235549927,1997-06-27
1.390418291091919,1997-06-30
1.4562370777130127,1997-07-01
1.4233272075653076,1997-07-02
1.365736722946167,1997-07-03
1.4644643068313599,1997-07-07
1.3821908235549927,1997-07-08
1.3821908235549927,1997-07-09
1.4644643068313599,1997-07-10
1.4068732261657715,1997-07-11
1.3492820262908936,1997-07-14
1.3492820262908936,1997-07-15
1.3821908235549927,1997-07-16
1.431555151939392,1997-07-17
1.3575093746185303,1997-07-18
1.3492820262908936,1997-07-21
1.3492820262908936,1997-07-22
1.3986451625823975,1997-07-23
1.3986451625823975,1997-07-24
1.365736722946167,1997-07-25
1.3986451625823975,1997-07-28
1.4973737001419067,1997-07-29
1.4973737001419067,1997-07-30
1.4973737001419067,1997-07-31
1.4726921319961548,1997-08-01
1.5467374324798584,1997-08-04
1.513827919960022,1997-08-05
1.5467374324798584,1997-08-06
1.48914635181427,1997-08-07
1.5796470642089844,1997-08-08
1.5261688232421875,1997-08-11
1.5549652576446533,1997-08-12
1.48914635181427,1997-08-13
1.48914635181427,1997-08-14
1.5056005716323853,1997-08-15
1.5796470642089844,1997-08-18
1.5796470642089844,1997-08-19
1.5796470642089844,1997-08-20
1.5878747701644897,1997-08-21
1.5878747701644897,1997-08-22
1.5837606191635132,1997-08-25
1.513827919960022,1997-08-26
1.513827919960022,1997-08-27
1.5878747701644897,1997-08-28
1.513827919960022,1997-08-29
1.513827919960022,1997-09-02
1.5878747701644897,1997-09-03
1.6372380256652832,1997-09-04
1.6783748865127563,1997-09-05
1.6783748865127563,1997-09-08
1.6454648971557617,1997-09-09
1.6454648971557617,1997-09-10
1.5796470642089844,1997-09-11
1.6454648971557617,1997-09-12
1.6619194746017456,1997-09-15
1.6619194746017456,1997-09-16
1.6454648971557617,1997-09-17
1.6619194746017456,1997-09-18
1.6454648971557617,1997-09-19
1.5961018800735474,1997-09-22
1.5961018800735474,1997-09-23
1.6125565767288208,1997-09-24
1.6290110349655151,1997-09-25
1.6290110349655151,1997-09-26
1.6125565767288208,1997-09-29
1.7030571699142456,1997-09-30
1.7030571699142456,1997-10-01
1.7030571699142456,1997-10-02
1.6290110349655151,1997-10-03
1.7030571699142456,1997-10-06
1.6413516998291016,1997-10-07
1.6907159090042114,1997-10-08
1.7030571699142456,1997-10-09
1.6536931991577148,1997-10-10
1.6783748865127563,1997-10-13
1.6536931991577148,1997-10-14
1.6783748865127563,1997-10-15
1.82646644115448,1997-10-16
1.7030571699142456,1997-10-17
1.8511492013931274,1997-10-20
1.9251946210861206,1997-10-21
1.9251946210861206,1997-10-22
1.8511492013931274,1997-10-23
1.937536358833313,1997-10-24
1.801784634590149,1997-10-27
1.9251946210861206,1997-10-28
1.8881728649139404,1997-10-29
2.0239222049713135,1997-10-30
2.369471311569214,1997-10-31
2.221379518508911,1997-11-03
2.172013759613037,1997-11-04
2.221379518508911,1997-11-05
2.221379518508911,1997-11-06
2.172013759613037,1997-11-07
2.1226508617401123,1997-11-10
2.1226508617401123,1997-11-11
2.196697950363159,1997-11-12
2.0979697704315186,1997-11-13
2.0732858180999756,1997-11-14
2.060945749282837,1997-11-17
2.1473333835601807,1997-11-18
2.0239222049713135,1997-11-19
2.0300936698913574,1997-11-20
2.0486040115356445,1997-11-21
1.937536358833313,1997-11-24
1.937536358833313,1997-11-25
1.9745594263076782,1997-11-26
1.9498770236968994,1997-11-28
1.9251946210861206,1997-12-01
1.9005126953125,1997-12-02
1.9128535985946655,1997-12-03
1.9128535985946655,1997-12-04
1.9066838026046753,1997-12-05
1.9066838026046753,1997-12-08
1.875831127166748,1997-12-09
1.8388081789016724,1997-12-10
1.7771029472351074,1997-12-11
1.7832733392715454,1997-12-12
1.8141257762908936,1997-12-15
1.8202956914901733,1997-12-16
1.7956146001815796,1997-12-17
1.8388081789016724,1997-12-18
1.8079558610916138,1997-12-19
1.801784634590149,1997-12-22
1.8141257762908936,1997-12-23
1.801784634590149,1997-12-24
1.8079558610916138,1997-12-26
1.82646644115448,1997-12-29
1.8141257762908936,1997-12-30
1.9005126953125,1997-12-31
1.8511492013931274,1998-01-02
1.8326375484466553,1998-01-05
1.875831127166748,1998-01-06
1.875831127166748,1998-01-07
1.9498770236968994,1998-01-08
1.9498770236968994,1998-01-09
1.8634895086288452,1998-01-12
1.9251946210861206,1998-01-13
1.875831127166748,1998-01-14
1.875831127166748,1998-01-15
1.875831127166748,1998-01-16
1.9251946210861206,1998-01-20
1.9128535985946655,1998-01-21
1.9251946210861206,1998-01-22
1.9452494382858276,1998-01-23
1.9498770236968994,1998-01-26
1.9498770236968994,1998-01-27
1.9992408752441406,1998-01-28
2.0486040115356445,1998-01-29
2.0486040115356445,1998-01-30
2.0732858180999756,1998-02-02
2.0486040115356445,1998-02-03
2.0486040115356445,1998-02-04
2.0239222049713135,1998-02-05
1.9992408752441406,1998-02-06
2.0732858180999756,1998-02-09
2.196697950363159,1998-02-10
2.1596739292144775,1998-02-11
2.2090368270874023,1998-02-12
2.295423746109009,1998-02-13
2.1473333835601807,1998-02-17
2.1473333835601807,1998-02-18
2.1288204193115234,1998-02-19
2.1226508617401123,1998-02-20
2.1596739292144775,1998-02-23
2.221379518508911,1998-02-24
2.221379518508911,1998-02-25
2.246060371398926,1998-02-26
2.2584011554718018,1998-02-27
2.196697950363159,1998-03-02
2.2090368270874023,1998-03-03
2.2707433700561523,1998-03-04
2.246060371398926,1998-03-05
2.295423746109009,1998-03-06
2.295423746109009,1998-03-09
2.2830827236175537,1998-03-10
2.246060371398926,1998-03-11
2.2830827236175537,1998-03-12
2.2830827236175537,1998-03-13
2.246060371398926,1998-03-16
2.246060371398926,1998-03-17
2.246060371398926,1998-03-18
2.221379518508911,1998-03-19
2.233719825744629,1998-03-20
2.2584011554718018,1998-03-23
2.221379518508911,1998-03-24
2.2584011554718018,1998-03-25
2.221379518508911,1998-03-26
2.2522318363189697,1998-03-27
2.196697950363159,1998-03-30
2.221379518508911,1998-03-31
2.221379518508911,1998-04-01
2.172013759613037,1998-04-02
2.1843559741973877,1998-04-03
2.1843559741973877,1998-04-06
2.1843559741973877,1998-04-07
2.2707433700561523,1998-04-08
2.295423746109009,1998-04-09
2.295423746109009,1998-04-13
2.2584011554718018,1998-04-14
2.221379518508911,1998-04-15
2.2584011554718018,1998-04-16
2.233719825744629,1998-04-17
2.221379518508911,1998-04-20
2.3201069831848145,1998-04-21
2.3201069831848145,1998-04-22
2.3571290969848633,1998-04-23
2.3201069831848145,1998-04-24
2.233719825744629,1998-04-27
2.3447892665863037,1998-04-28
2.3324475288391113,1998-04-29
2.3324475288391113,1998-04-30
2.3447892665863037,1998-05-01
2.3324475288391113,1998-05-04
2.492879867553711,1998-05-05
2.4435157775878906,1998-05-06
2.394151449203491,1998-05-07
2.406493902206421,1998-05-08
2.455857038497925,1998-05-11
2.455857038497925,1998-05-12
2.4373457431793213,1998-05-13
2.4126641750335693,1998-05-14
2.431175708770752,1998-05-15
2.4435157775878906,1998-05-18
2.4188342094421387,1998-05-19
2.4435157775878906,1998-05-20
2.431175708770752,1998-05-21
2.4435157775878906,1998-05-22
2.431175708770752,1998-05-26
2.3447892665863037,1998-05-27
2.375640630722046,1998-05-28
2.375640630722046,1998-05-29
2.3355329036712646,1998-06-01
2.3201069831848145,1998-06-02
2.2892544269561768,1998-06-03
2.2707433700561523,1998-06-04
2.3324475288391113,1998-06-05
2.4435157775878906,1998-06-08
2.4188342094421387,1998-06-09
2.431175708770752,1998-06-10
2.431175708770752,1998-06-11
2.3818116188049316,1998-06-12
2.4373457431793213,1998-06-15
2.4496877193450928,1998-06-16
2.468198537826538,1998-06-17
2.455857038497925,1998-06-18
2.4435157775878906,1998-06-19
2.3447892665863037,1998-06-22
2.3571290969848633,1998-06-23
2.3571290969848633,1998-06-24
2.3447892665863037,1998-06-25
2.394151449203491,1998-06-26
2.4373457431793213,1998-06-29
2.4188342094421387,1998-06-30
2.4188342094421387,1998-07-01
2.369471311569214,1998-07-02
2.369471311569214,1998-07-06
2.369471311569214,1998-07-07
2.307765007019043,1998-07-08
2.326277494430542,1998-07-09
2.369471311569214,1998-07-10
2.369471311569214,1998-07-13
2.3571290969848633,1998-07-14
2.394151449203491,1998-07-15
2.3509583473205566,1998-07-16
2.369471311569214,1998-07-17
2.363300085067749,1998-07-20
2.369471311569214,1998-07-21
2.3509583473205566,1998-07-22
2.3571290969848633,1998-07-23
2.369471311569214,1998-07-24
2.3324475288391113,1998-07-27
2.369471311569214,1998-07-28
2.3324475288391113,1998-07-29
2.3139359951019287,1998-07-30
2.202866554260254,1998-07-31
2.202866554260254,1998-08-03
2.1103103160858154,1998-08-04
2.0362637042999268,1998-08-05
2.1103103160858154,1998-08-06
2.1843559741973877,1998-08-07
2.1288204193115234,1998-08-10
2.0917975902557373,1998-08-11
2.1103103160858154,1998-08-12
2.1473333835601807,1998-08-13
2.1843559741973877,1998-08-14
2.1751012802124023,1998-08-17
2.2584011554718018,1998-08-18
2.3139359951019287,1998-08-19
2.2398903369903564,1998-08-20
2.2584011554718018,1998-08-21
2.202866554260254,1998-08-24
2.156588554382324,1998-08-25
1.9992408752441406,1998-08-26
1.7771029472351074,1998-08-27
1.8511492013931274,1998-08-28
1.8141257762908936,1998-08-31
1.8511492013931274,1998-09-01
1.8881728649139404,1998-09-02
1.8418930768966675,1998-09-03
1.8141257762908936,1998-09-04
1.8141257762908936,1998-09-08
1.8141257762908936,1998-09-09
1.8141257762908936,1998-09-10
1.8418930768966675,1998-09-11
1.8141257762908936,1998-09-14
1.9251946210861206,1998-09-15
1.8881728649139404,1998-09-16
1.8326375484466553,1998-09-17
1.8326375484466553,1998-09-18
1.8511492013931274,1998-09-21
1.9066838026046753,1998-09-22
1.8881728649139404,1998-09-23
1.8511492013931274,1998-09-24
1.9251946210861206,1998-09-25
1.9251946210861206,1998-09-28
1.8511492013931274,1998-09-29
1.9251946210861206,1998-09-30
1.8881728649139404,1998-10-01
1.9251946210861206,1998-10-02
1.7771029472351074,1998-10-05
1.8511492013931274,1998-10-06
1.7771029472351074,1998-10-07
1.3420830965042114,1998-10-08
1.5040587186813354,1998-10-09
1.5919888019561768,1998-10-12
1.5919888019561768,1998-10-13
1.6290110349655151,1998-10-14
1.7030571699142456,1998-10-15
1.7030571699142456,1998-10-16
1.7123128175735474,1998-10-19
1.7400799989700317,1998-10-20
1.9437063932418823,1998-10-21
1.9251946210861206,1998-10-22
1.9251946210861206,1998-10-23
1.9251946210861206,1998-10-26
1.9251946210861206,1998-10-27
2.1843559741973877,1998-10-28
2.0177526473999023,1998-10-29
2.054776430130005,1998-10-30
2.064030885696411,1998-11-02
2.054776430130005,1998-11-03
2.1288204193115234,1998-11-04
2.1103103160858154,1998-11-05
2.165843963623047,1998-11-06
2.165843963623047,1998-11-09
2.165843963623047,1998-11-10
2.1195647716522217,1998-11-11
2.1473333835601807,1998-11-12
2.1473333835601807,1998-11-13
2.165843963623047,1998-11-16
2.1843559741973877,1998-11-17
2.1473333835601807,1998-11-18
2.1843559741973877,1998-11-19
2.202866554260254,1998-11-20
2.1843559741973877,1998-11-23
2.2398903369903564,1998-11-24
2.1843559741973877,1998-11-25
2.202866554260254,1998-11-27
2.295423746109009,1998-11-30
2.230633020401001,1998-12-01
2.276913642883301,1998-12-02
2.230633020401001,1998-12-03
2.295423746109009,1998-12-04
2.221379518508911,1998-12-07
2.221379518508911,1998-12-08
2.276913642883301,1998-12-09
2.221379518508911,1998-12-10
2.221379518508911,1998-12-11
2.221379518508911,1998-12-14
2.295423746109009,1998-12-15
2.295423746109009,1998-12-16
2.1843559741973877,1998-12-17
2.1103103160858154,1998-12-18
2.0917975902557373,1998-12-21
2.2676572799682617,1998-12-22
2.2676572799682617,1998-12-23
2.221379518508911,1998-12-24
2.1751012802124023,1998-12-28
2.1751012802124023,1998-12-29
2.202866554260254,1998-12-30
2.2398903369903564,1998-12-31
2.202866554260254,1999-01-04
2.202866554260254,1999-01-05
2.1103103160858154,1999-01-06
2.1843559741973877,1999-01-07
2.1843559741973877,1999-01-08
2.202866554260254,1999-01-11
2.230633020401001,1999-01-12
2.1843559741973877,1999-01-13
2.1843559741973877,1999-01-14
2.165843963623047,1999-01-15
2.221379518508911,1999-01-19
2.221379518508911,1999-01-20
2.202866554260254,1999-01-21
2.230633020401001,1999-01-22
2.1843559741973877,1999-01-25
2.221379518508911,1999-01-26
2.230633020401001,1999-01-27
2.221379518508911,1999-01-28
2.2584011554718018,1999-01-29
2.1843559741973877,1999-02-01
2.221379518508911,1999-02-02
2.230633020401001,1999-02-03
2.221379518508911,1999-02-04
2.221379518508911,1999-02-05
2.221379518508911,1999-02-08
2.202866554260254,1999-02-09
2.1103103160858154,1999-02-10
2.082542896270752,1999-02-11
2.082542896270752,1999-02-12
2.0917975902557373,1999-02-16
2.054776430130005,1999-02-17
2.1103103160858154,1999-02-18
2.0362637042999268,1999-02-19
1.9992408752441406,1999-02-22
2.0177526473999023,1999-02-23
1.9807287454605103,1999-02-24
1.9622174501419067,1999-02-25
2.1288204193115234,1999-02-26
2.054776430130005,1999-03-01
2.054776430130005,1999-03-02
2.082542896270752,1999-03-03
2.0362637042999268,1999-03-04
2.0732858180999756,1999-03-05
1.9992408752441406,1999-03-08
2.027007818222046,1999-03-09
2.008495330810547,1999-03-10
2.0177526473999023,1999-03-11
2.0732858180999756,1999-03-12
2.054776430130005,1999-03-15
1.9066838026046753,1999-03-16
1.9251946210861206,1999-03-17
1.9066838026046753,1999-03-18
1.9251946210861206,1999-03-19
1.8696601390838623,1999-03-22
1.8511492013931274,1999-03-23
1.8881728649139404,1999-03-24
1.9622174501419067,1999-03-25
1.9992408752441406,1999-03-26
2.054776430130005,1999-03-29
2.0732858180999756,1999-03-30
2.0732858180999756,1999-03-31
2.0917975902557373,1999-04-01
2.1288204193115234,1999-04-05
2.1288204193115234,1999-04-06
2.1473333835601807,1999-04-07
2.1473333835601807,1999-04-08
2.1473333835601807,1999-04-09
2.1380774974823,1999-04-12
2.1103103160858154,1999-04-13
2.1843559741973877,1999-04-14
2.165843963623047,1999-04-15
2.1473333835601807,1999-04-16
2.1288204193115234,1999-04-19
2.221379518508911,1999-04-20
2.5545859336853027,1999-04-21
2.6563994884490967,1999-04-22
2.684166431427002,1999-04-23
2.6656548976898193,1999-04-26
