ASX,Date
1.4249845743179321,2001-02-28
1.3499855995178223,2001-03-01
1.3799848556518555,2001-03-02
1.4849841594696045,2001-03-05
1.5149834156036377,2001-03-06
1.4999841451644897,2001-03-07
1.463984489440918,2001-03-08
1.430984616279602,2001-03-09
1.3199858665466309,2001-03-12
1.2989859580993652,2001-03-13
1.2869861125946045,2001-03-14
1.3349858522415161,2001-03-15
1.3199858665466309,2001-03-16
1.2899863719940186,2001-03-19
1.2599867582321167,2001-03-20
1.2599867582321167,2001-03-21
1.2749863862991333,2001-03-22
1.3289856910705566,2001-03-23
1.4549845457077026,2001-03-26
1.3799848556518555,2001-03-27
1.3289856910705566,2001-03-28
1.340985894203186,2001-03-29
1.364985466003418,2001-03-30
1.2899863719940186,2001-04-02
1.1999869346618652,2001-04-03
1.21498703956604,2001-04-04
1.3049858808517456,2001-04-05
1.2749863862991333,2001-04-06
1.2599867582321167,2001-04-09
1.21498703956604,2001-04-10
1.22098708152771,2001-04-11
1.262986421585083,2001-04-12
1.21498703956604,2001-04-16
1.229986548423767,2001-04-17
1.3199858665466309,2001-04-18
1.2749863862991333,2001-04-19
1.3049858808517456,2001-04-20
1.2809863090515137,2001-04-23
1.277986764907837,2001-04-24
1.277986764907837,2001-04-25
1.21498703956604,2001-04-26
1.193987250328064,2001-04-27
1.1999869346618652,2001-04-30
1.1999869346618652,2001-05-01
1.217986822128296,2001-05-02
1.3199858665466309,2001-05-03
1.2599867582321167,2001-05-04
1.2599867582321167,2001-05-07
1.2599867582321167,2001-05-08
1.21498703956604,2001-05-09
1.193987250328064,2001-05-10
1.2239867448806763,2001-05-11
1.1849875450134277,2001-05-14
1.1849875450134277,2001-05-15
1.2089873552322388,2001-05-16
1.244986653327942,2001-05-17
1.244986653327942,2001-05-18
1.1999869346618652,2001-05-21
1.1549879312515259,2001-05-22
1.1999869346618652,2001-05-23
1.2239867448806763,2001-05-24
1.2059869766235352,2001-05-25
1.1579875946044922,2001-05-29
1.1249878406524658,2001-05-30
1.1219879388809204,2001-05-31
1.0949879884719849,2001-06-01
1.049989104270935,2001-06-04
1.0949879884719849,2001-06-05
1.049989104270935,2001-06-06
1.0799885988235474,2001-06-07
1.049989104270935,2001-06-08
1.064988613128662,2001-06-11
1.0619889497756958,2001-06-12
1.019988775253296,2001-06-13
1.0049893856048584,2001-06-14
0.9899893999099731,2001-06-15
1.0109893083572388,2001-06-18
0.9899893999099731,2001-06-19
0.9809896945953369,2001-06-20
0.9299900531768799,2001-06-21
0.9179902076721191,2001-06-22
0.9329898953437805,2001-06-25
0.9149899482727051,2001-06-26
0.8969902396202087,2001-06-27
0.9179902076721191,2001-06-28
0.9149899482727051,2001-06-29
0.9749898910522461,2001-07-02
0.9749898910522461,2001-07-03
0.9749898910522461,2001-07-05
0.9449897408485413,2001-07-06
0.9599897861480713,2001-07-09
0.9449897408485413,2001-07-10
0.8999904990196228,2001-07-11
0.9449897408485413,2001-07-12
0.9149899482727051,2001-07-13
0.8249911665916443,2001-07-16
0.8599407076835632,2001-07-17
0.8423911929130554,2001-07-18
0.8774906396865845,2001-07-19
0.8739807605743408,2001-07-20
0.8774906396865845,2001-07-23
0.821331262588501,2001-07-24
0.8423911929130554,2001-07-25
0.8599407076835632,2001-07-26
0.8950403928756714,2001-07-27
0.8774906396865845,2001-07-30
0.8739807605743408,2001-07-31
0.8774906396865845,2001-08-01
0.9336501359939575,2001-08-02
0.961729884147644,2001-08-03
0.9827896952629089,2001-08-06
0.9652395844459534,2001-08-07
0.9511995911598206,2001-08-08
0.9476896524429321,2001-08-09
0.9196099042892456,2001-08-10
0.9125900864601135,2001-08-13
0.9582200050354004,2001-08-14
1.0108695030212402,2001-08-15
1.0529887676239014,2001-08-16
0.9968293309211731,2001-08-17
0.954710066318512,2001-08-20
0.9476896524429321,2001-08-21
0.9687497615814209,2001-08-22
0.9196099042892456,2001-08-23
0.9441796541213989,2001-08-24
0.9301403164863586,2001-08-27
0.9020603895187378,2001-08-28
0.9020603895187378,2001-08-29
0.9125900864601135,2001-08-30
1.0529887676239014,2001-08-31
1.0354386568069458,2001-09-04
1.000339150428772,2001-09-05
0.9827896952629089,2001-09-06
0.9652395844459534,2001-09-07
0.9652395844459534,2001-09-10
0.8774906396865845,2001-09-17
0.8072912096977234,2001-09-18
0.7230519652366638,2001-09-19
0.6317931413650513,2001-09-20
0.6142436265945435,2001-09-21
0.7370923161506653,2001-09-24
0.7370923161506653,2001-09-25
0.7160322070121765,2001-09-26
0.7230519652366638,2001-09-27
0.8072912096977234,2001-09-28
0.7546422481536865,2001-10-01
0.7686818242073059,2001-10-02
0.7616620063781738,2001-10-03
0.8494110107421875,2001-10-04
0.8704708814620972,2001-10-05
0.8915303349494934,2001-10-08
0.8950403928756714,2001-10-09
0.8810004591941833,2001-10-10
0.9336501359939575,2001-10-11
0.9020603895187378,2001-10-12
0.8950403928756714,2001-10-15
0.9196099042892456,2001-10-16
0.8774906396865845,2001-10-17
0.9125900864601135,2001-10-18
0.9301403164863586,2001-10-19
0.9125900864601135,2001-10-22
0.9020603895187378,2001-10-23
0.9125900864601135,2001-10-24
0.9125900864601135,2001-10-25
0.9020603895187378,2001-10-26
0.8950403928756714,2001-10-29
0.8353708982467651,2001-10-30
0.8985506892204285,2001-10-31
0.9266303777694702,2001-11-01
0.9301403164863586,2001-11-02
0.9862996935844421,2001-11-05
0.9757692217826843,2001-11-06
1.0389491319656372,2001-11-07
1.000339150428772,2001-11-08
1.0108695030212402,2001-11-09
1.017889380455017,2001-11-12
1.0213991403579712,2001-11-13
1.0880881547927856,2001-11-14
1.175837516784668,2001-11-15
1.2179570198059082,2001-11-16
1.2249770164489746,2001-11-19
1.1968971490859985,2001-11-20
1.0635182857513428,2001-11-21
1.1723275184631348,2001-11-23
1.2600762844085693,2001-11-26
1.2495465278625488,2001-11-27
1.1512675285339355,2001-11-28
1.1582878828048706,2001-11-29
1.175837516784668,2001-11-30
1.3162356615066528,2001-12-03
1.333786129951477,2001-12-04
1.439084529876709,2001-12-05
1.4776941537857056,2001-12-06
1.6496821641921997,2001-12-07
1.600542664527893,2001-12-10
1.6110730171203613,2001-12-11
1.7795515060424805,2001-12-12
1.6496821641921997,2001-12-13
1.6847816705703735,2001-12-14
1.5619330406188965,2001-12-17
1.5443834066390991,2001-12-18
1.4215346574783325,2001-12-19
1.4215346574783325,2001-12-20
1.4215346574783325,2001-12-21
1.4145150184631348,2001-12-24
1.3688853979110718,2001-12-26
1.4074946641921997,2001-12-27
1.4601441621780396,2001-12-28
1.5408735275268555,2001-12-31
1.6777620315551758,2002-01-02
1.6707419157028198,2002-01-03
1.7444512844085693,2002-01-04
1.7444512844085693,2002-01-07
1.6953120231628418,2002-01-08
1.667232632637024,2002-01-09
1.5478931665420532,2002-01-10
1.5408735275268555,2002-01-11
1.4566344022750854,2002-01-14
1.5092839002609253,2002-01-15
1.3759050369262695,2002-01-16
1.4566344022750854,2002-01-17
1.4215346574783325,2002-01-18
1.4741846323013306,2002-01-22
1.5057737827301025,2002-01-23
1.5514036417007446,2002-01-24
1.5268338918685913,2002-01-25
1.4917337894439697,2002-01-28
1.4671646356582642,2002-01-29
1.4741846323013306,2002-01-30
1.4706743955612183,2002-01-31
1.4566344022750854,2002-02-01
1.403984785079956,2002-02-04
1.333786129951477,2002-02-05
1.3548457622528076,2002-02-06
1.3162356615066528,2002-02-07
1.3513360023498535,2002-02-08
1.337295651435852,2002-02-11
1.333786129951477,2002-02-12
1.3548457622528076,2002-02-13
1.439084529876709,2002-02-14
1.4180247783660889,2002-02-15
1.3688853979110718,2002-02-19
1.403984785079956,2002-02-20
1.3548457622528076,2002-02-21
1.3653751611709595,2002-02-22
1.333786129951477,2002-02-25
1.3302758932113647,2002-02-26
1.3864355087280273,2002-02-27
1.3969649076461792,2002-02-28
1.4566344022750854,2002-03-01
1.4706743955612183,2002-03-04
1.5443834066390991,2002-03-05
1.6812717914581299,2002-03-06
1.860280156135559,2002-03-07
1.877829909324646,2002-03-08
1.8427302837371826,2002-03-11
1.7900811433792114,2002-03-12
1.7198814153671265,2002-03-13
1.7198814153671265,2002-03-14
1.667232632637024,2002-03-15
1.6040526628494263,2002-03-18
1.6461725234985352,2002-03-19
1.7058420181274414,2002-03-20
1.8427302837371826,2002-03-21
1.832200050354004,2002-03-22
1.7514716386795044,2002-03-25
1.825180172920227,2002-03-26
1.811140537261963,2002-03-27
1.7865707874298096,2002-03-28
1.8076308965682983,2002-04-01
1.8076308965682983,2002-04-02
1.825180172920227,2002-04-03
1.825180172920227,2002-04-04
1.8637903928756714,2002-04-05
1.8076308965682983,2002-04-08
1.7900811433792114,2002-04-09
1.783061146736145,2002-04-10
1.754981279373169,2002-04-11
1.754981279373169,2002-04-12
1.7620009183883667,2002-04-15
1.8427302837371826,2002-04-16
1.944518804550171,2002-04-17
1.877829909324646,2002-04-18
1.9129294157028198,2002-04-19
1.8848496675491333,2002-04-22
1.8286899328231812,2002-04-23
1.8392205238342285,2002-04-24
1.8427302837371826,2002-04-25
1.7409409284591675,2002-04-26
1.6777620315551758,2002-04-29
1.635642647743225,2002-04-30
1.625112533569336,2002-05-01
1.6847816705703735,2002-05-02
1.6812717914581299,2002-05-03
1.5092839002609253,2002-05-06
1.5408735275268555,2002-05-07
1.6321324110031128,2002-05-08
1.5619330406188965,2002-05-09
1.5022642612457275,2002-05-10
1.5829932689666748,2002-05-13
1.6391527652740479,2002-05-14
1.754981279373169,2002-05-15
1.6567022800445557,2002-05-16
1.6145826578140259,2002-05-17
1.5619330406188965,2002-05-20
1.5619330406188965,2002-05-21
1.5198136568069458,2002-05-22
1.5233240127563477,2002-05-23
1.5970327854156494,2002-05-24
1.5970327854156494,2002-05-28
1.4917337894439697,2002-05-29
1.4706743955612183,2002-05-30
1.4496146440505981,2002-05-31
1.4425947666168213,2002-06-03
1.4425947666168213,2002-06-04
1.439084529876709,2002-06-05
1.4215346574783325,2002-06-06
1.3864355087280273,2002-06-07
1.3513360023498535,2002-06-10
1.277626633644104,2002-06-11
1.2670966386795044,2002-06-12
1.3162356615066528,2002-06-13
1.3232561349868774,2002-06-14
1.337295651435852,2002-06-17
1.3513360023498535,2002-06-18
1.2495465278625488,2002-06-19
1.2530566453933716,2002-06-20
1.2495465278625488,2002-06-21
1.2390170097351074,2002-06-24
1.2039170265197754,2002-06-25
1.0705387592315674,2002-06-26
1.1196779012680054,2002-06-27
1.1407376527786255,2002-06-28
1.0705387592315674,2002-07-01
1.1056381464004517,2002-07-02
1.1337178945541382,2002-07-03
1.242526888847351,2002-07-05
1.2284867763519287,2002-07-08
1.2319966554641724,2002-07-09
1.210937261581421,2002-07-10
1.1617975234985352,2002-07-11
1.2214668989181519,2002-07-12
1.2986862659454346,2002-07-15
1.2986862659454346,2002-07-16
1.2811362743377686,2002-07-17
1.277626633644104,2002-07-18
1.1512675285339355,2002-07-19
1.0810682773590088,2002-07-22
1.179347038269043,2002-07-23
1.1582878828048706,2002-07-24
1.0880881547927856,2002-07-25
1.017889380455017,2002-07-26
1.017889380455017,2002-07-29
1.0108695030212402,2002-07-30
0.9933190941810608,2002-07-31
0.9441796541213989,2002-08-01
0.9231200218200684,2002-08-02
0.9055702686309814,2002-08-05
0.9582200050354004,2002-08-06
0.9827896952629089,2002-08-07
1.12318754196167,2002-08-08
0.9476896524429321,2002-08-09
0.9827896952629089,2002-08-12
0.9968293309211731,2002-08-13
1.0670287609100342,2002-08-14
1.0705387592315674,2002-08-15
1.0705387592315674,2002-08-16
1.0670287609100342,2002-08-19
1.0424588918685913,2002-08-20
1.0529887676239014,2002-08-21
1.0880881547927856,2002-08-22
1.0635182857513428,2002-08-23
1.1266981363296509,2002-08-26
1.0354386568069458,2002-08-27
1.0354386568069458,2002-08-28
1.0354386568069458,2002-08-29
1.0354386568069458,2002-08-30
0.9827896952629089,2002-09-03
0.9652395844459534,2002-09-04
0.9582200050354004,2002-09-05
0.954710066318512,2002-09-06
0.9582200050354004,2002-09-09
1.017889380455017,2002-09-10
1.0635182857513428,2002-09-11
1.017889380455017,2002-09-12
1.0284188985824585,2002-09-13
0.9582200050354004,2002-09-16
1.017889380455017,2002-09-17
1.017889380455017,2002-09-18
0.9652395844459534,2002-09-19
0.9371598958969116,2002-09-20
0.8915303349494934,2002-09-23
0.8388811945915222,2002-09-24
0.8950403928756714,2002-09-25
0.9266303777694702,2002-09-26
0.8529210090637207,2002-09-27
0.8423911929130554,2002-09-30
0.8950403928756714,2002-10-01
0.8248410820960999,2002-10-02
0.8002713322639465,2002-10-03
0.7932515740394592,2002-10-04
0.7757015824317932,2002-10-07
0.8634505271911621,2002-10-08
0.7932515740394592,2002-10-09
0.7967615127563477,2002-10-10
0.8318608999252319,2002-10-11
0.8318608999252319,2002-10-14
0.9266303777694702,2002-10-15
0.9371598958969116,2002-10-16
1.0143793821334839,2002-10-17
1.0354386568069458,2002-10-18
1.0319287776947021,2002-10-21
0.954710066318512,2002-10-22
1.017889380455017,2002-10-23
1.0459688901901245,2002-10-24
1.0073590278625488,2002-10-25
1.0073590278625488,2002-10-28
0.9511995911598206,2002-10-29
0.9652395844459534,2002-10-30
0.9476896524429321,2002-10-31
0.9757692217826843,2002-11-01
1.0249089002609253,2002-11-04
0.9827896952629089,2002-11-05
1.0635182857513428,2002-11-06
1.0529887676239014,2002-11-07
1.0880881547927856,2002-11-08
1.0319287776947021,2002-11-11
1.0143793821334839,2002-11-12
1.000339150428772,2002-11-13
1.017889380455017,2002-11-14
1.0600084066390991,2002-11-15
1.1302082538604736,2002-11-18
1.0880881547927856,2002-11-19
1.0600084066390991,2002-11-20
1.1056381464004517,2002-11-21
1.0986183881759644,2002-11-22
1.0810682773590088,2002-11-25
1.0880881547927856,2002-11-26
1.1407376527786255,2002-11-27
1.1477575302124023,2002-11-29
1.210937261581421,2002-12-02
1.2284867763519287,2002-12-03
1.1828575134277344,2002-12-04
1.1512675285339355,2002-12-05
1.1407376527786255,2002-12-06
1.1056381464004517,2002-12-09
1.074048399925232,2002-12-10
1.0845783948898315,2002-12-11
1.0880881547927856,2002-12-12
1.0494788885116577,2002-12-13
1.0810682773590088,2002-12-16
1.0213991403579712,2002-12-17
1.0494788885116577,2002-12-18
1.0143793821334839,2002-12-19
1.0775586366653442,2002-12-20
1.0529887676239014,2002-12-23
1.0635182857513428,2002-12-24
1.0810682773590088,2002-12-26
1.0529887676239014,2002-12-27
1.0249089002609253,2002-12-30
1.0249089002609253,2002-12-31
1.0354386568069458,2003-01-02
1.0670287609100342,2003-01-03
1.0845783948898315,2003-01-06
1.0810682773590088,2003-01-07
1.0810682773590088,2003-01-08
1.0986183881759644,2003-01-09
1.0986183881759644,2003-01-10
1.1196779012680054,2003-01-13
1.1337178945541382,2003-01-14
1.0951085090637207,2003-01-15
1.0705387592315674,2003-01-16
1.0319287776947021,2003-01-17
1.017889380455017,2003-01-21
1.017889380455017,2003-01-22
1.0424588918685913,2003-01-23
0.9827896952629089,2003-01-24
0.9933190941810608,2003-01-27
1.0038491487503052,2003-01-28
1.0073590278625488,2003-01-29
1.000339150428772,2003-01-30
0.9898096323013306,2003-01-31
0.9862996935844421,2003-02-03
0.9722594022750854,2003-02-04
0.9968293309211731,2003-02-05
0.9476896524429321,2003-02-06
0.9196099042892456,2003-02-07
0.8915303349494934,2003-02-10
0.8774906396865845,2003-02-11
0.8774906396865845,2003-02-12
0.8845104575157166,2003-02-13
0.9125900864601135,2003-02-14
0.9406700730323792,2003-02-18
0.9371598958969116,2003-02-19
0.9757692217826843,2003-02-20
0.9582200050354004,2003-02-21
0.9582200050354004,2003-02-24
0.9476896524429321,2003-02-25
0.9371598958969116,2003-02-26
0.9441796541213989,2003-02-27
0.9476896524429321,2003-02-28
0.9652395844459534,2003-03-03
0.9511995911598206,2003-03-04
0.9125900864601135,2003-03-05
0.9125900864601135,2003-03-06
0.9090802669525146,2003-03-07
0.8634505271911621,2003-03-10
0.8599407076835632,2003-03-11
0.8810004591941833,2003-03-12
0.9371598958969116,2003-03-13
0.9266303777694702,2003-03-14
0.9511995911598206,2003-03-17
0.961729884147644,2003-03-18
0.9757692217826843,2003-03-19
0.9968293309211731,2003-03-20
0.9827896952629089,2003-03-21
1.000339150428772,2003-03-24
1.0143793821334839,2003-03-25
1.0073590278625488,2003-03-26
1.0284188985824585,2003-03-27
1.000339150428772,2003-03-28
0.9441796541213989,2003-03-31
0.9476896524429321,2003-04-01
0.9757692217826843,2003-04-02
0.9757692217826843,2003-04-03
1.0319287776947021,2003-04-04
1.0810682773590088,2003-04-07
1.0670287609100342,2003-04-08
1.0143793821334839,2003-04-09
1.0073590278625488,2003-04-10
1.0213991403579712,2003-04-11
1.000339150428772,2003-04-14
0.9968293309211731,2003-04-15
1.0459688901901245,2003-04-16
1.0635182857513428,2003-04-17
1.074048399925232,2003-04-21
1.0354386568069458,2003-04-22
1.0354386568069458,2003-04-23
0.954710066318512,2003-04-24
0.9511995911598206,2003-04-25
0.9266303777694702,2003-04-28
0.9441796541213989,2003-04-29
0.9055702686309814,2003-04-30
0.8774906396865845,2003-05-01
0.9301403164863586,2003-05-02
0.961729884147644,2003-05-05
0.954710066318512,2003-05-06
0.9652395844459534,2003-05-07
0.9652395844459534,2003-05-08
0.9687497615814209,2003-05-09
0.9652395844459534,2003-05-12
0.9722594022750854,2003-05-13
0.9898096323013306,2003-05-14
0.9898096323013306,2003-05-15
0.9792792201042175,2003-05-16
0.9231200218200684,2003-05-19
0.9336501359939575,2003-05-20
0.8985506892204285,2003-05-21
0.9301403164863586,2003-05-22
0.9196099042892456,2003-05-23
0.9406700730323792,2003-05-27
0.9371598958969116,2003-05-28
0.916100025177002,2003-05-29
0.9406700730323792,2003-05-30
0.9476896524429321,2003-06-02
0.9406700730323792,2003-06-03
0.9722594022750854,2003-06-04
1.0319287776947021,2003-06-05
1.0249089002609253,2003-06-06
1.0284188985824585,2003-06-09
1.0915979146957397,2003-06-10
1.0564987659454346,2003-06-11
1.0635182857513428,2003-06-12
1.0600084066390991,2003-06-13
1.0529887676239014,2003-06-16
1.1196779012680054,2003-06-17
1.102128267288208,2003-06-18
1.1302082538604736,2003-06-19
1.0951085090637207,2003-06-20
1.0494788885116577,2003-06-23
1.0459688901901245,2003-06-24
1.0529887676239014,2003-06-25
1.0424588918685913,2003-06-26
1.0389491319656372,2003-06-27
1.0284188985824585,2003-06-30
1.112658143043518,2003-07-01
1.210937261581421,2003-07-02
1.175837516784668,2003-07-03
1.3443154096603394,2003-07-07
1.291666030883789,2003-07-08
1.2635862827301025,2003-07-09
1.210937261581421,2003-07-10
1.2284867763519287,2003-07-11
1.333786129951477,2003-07-14
1.291666030883789,2003-07-15
1.3408055305480957,2003-07-16
1.2284867763519287,2003-07-17
1.2635862827301025,2003-07-18
1.2249770164489746,2003-07-21
1.242526888847351,2003-07-22
1.242526888847351,2003-07-23
1.2635862827301025,2003-07-24
1.2495465278625488,2003-07-25
1.2390170097351074,2003-07-28
1.2214668989181519,2003-07-29
1.2144471406936646,2003-07-30
1.210937261581421,2003-07-31
1.2881560325622559,2003-08-01
1.2635862827301025,2003-08-04
1.2249770164489746,2003-08-05
1.2460367679595947,2003-08-06
1.2214668989181519,2003-08-07
1.2600762844085693,2003-08-08
1.2846461534500122,2003-08-11
1.2706067562103271,2003-08-12
1.333786129951477,2003-08-13
1.3443154096603394,2003-08-14
1.3408055305480957,2003-08-15
1.3513360023498535,2003-08-18
1.3127259016036987,2003-08-19
1.319745659828186,2003-08-20
1.372395396232605,2003-08-21
1.4246933460235596,2003-08-22
1.4362766742706299,2003-08-25
1.3706402778625488,2003-08-26
1.389945149421692,2003-08-27
1.413110375404358,2003-08-28
1.552105188369751,2003-08-29
1.5868544578552246,2003-09-02
1.5250788927078247,2003-09-03
1.521217942237854,2003-09-04
1.5173568725585938,2003-09-05
1.5868544578552246,2003-09-08
1.559827208518982,2003-09-09
1.4864686727523804,2003-09-10
1.4980520009994507,2003-09-11
1.5134960412979126,2003-09-12
1.4903298616409302,2003-09-15
1.552105188369751,2003-09-16
1.5405224561691284,2003-09-17
1.559827208518982,2003-09-18
1.5443834066390991,2003-09-19
1.521217942237854,2003-09-22
1.509635090827942,2003-09-23
1.4980520009994507,2003-09-24
1.4787471294403076,2003-09-25
1.447859525680542,2003-09-26
1.501913070678711,2003-09-29
1.4903298616409302,2003-09-30
1.4980520009994507,2003-10-01
1.5173568725585938,2003-10-02
1.548244595527649,2003-10-03
1.5559663772583008,2003-10-06
1.536661148071289,2003-10-07
1.5405224561691284,2003-10-08
1.548244595527649,2003-10-09
1.5791324377059937,2003-10-10
1.5714104175567627,2003-10-13
1.5752713680267334,2003-10-14
1.6370463371276855,2003-10-15
1.6756558418273926,2003-10-16
1.6717948913574219,2003-10-17
1.706544041633606,2003-10-20
1.7528752088546753,2003-10-21
1.706544041633606,2003-10-22
1.6795165538787842,2003-10-23
1.6833781003952026,2003-10-24
1.7335704565048218,2003-10-27
1.8609819412231445,2003-10-28
1.9188965559005737,2003-10-29
1.8687043190002441,2003-10-30
1.8069283962249756,2003-10-31
1.9382011890411377,2003-11-03
1.9459233283996582,2003-11-04
1.9536457061767578,2003-11-05
1.9111744165420532,2003-11-06
2.0076987743377686,2003-11-07
2.0347249507904053,2003-11-10
1.9497843980789185,2003-11-11
1.9613667726516724,2003-11-12
1.9575059413909912,2003-11-13
1.9343401193618774,2003-11-14
1.8802869319915771,2003-11-17
1.9073132276535034,2003-11-18
1.8609819412231445,2003-11-19
1.7335704565048218,2003-11-20
1.729709267616272,2003-11-21
1.7721807956695557,2003-11-24
1.7567368745803833,2003-11-25
1.7605973482131958,2003-11-26
1.7490142583847046,2003-11-28
1.8262335062026978,2003-12-01
1.8146507740020752,2003-12-02
1.7683194875717163,2003-12-03
1.787623643875122,2003-12-04
1.77604079246521,2003-12-05
1.7528752088546753,2003-12-08
1.7528752088546753,2003-12-09
1.6910998821258545,2003-12-10
1.7605973482131958,2003-12-11
1.7567368745803833,2003-12-12
1.7914847135543823,2003-12-15
1.8146507740020752,2003-12-16
1.7605973482131958,2003-12-17
1.8648426532745361,2003-12-18
1.7799017429351807,2003-12-19
1.833954930305481,2003-12-22
1.8687043190002441,2003-12-23
1.9111744165420532,2003-12-24
1.9073132276535034,2003-12-26
1.8880090713500977,2003-12-29
1.9304791688919067,2003-12-30
1.9497843980789185,2003-12-31
1.996115803718567,2004-01-02
2.0733354091644287,2004-01-05
2.0965003967285156,2004-01-06
2.142831802368164,2004-01-07
2.1158053874969482,2004-01-08
2.1659977436065674,2004-01-09
2.142831802368164,2004-01-12
2.0463082790374756,2004-01-13
2.18144154548645,2004-01-14
2.146692991256714,2004-01-15
2.1621365547180176,2004-01-16
2.173720121383667,2004-01-20
2.1621365547180176,2004-01-21
2.104222536087036,2004-01-22
2.1119446754455566,2004-01-23
2.1389710903167725,2004-01-26
2.1235272884368896,2004-01-27
2.131249189376831,2004-01-28
2.142831802368164,2004-01-29
2.266382932662964,2004-01-30
2.2316339015960693,2004-02-02
2.2432169914245605,2004-02-03
2.250939130783081,2004-02-04
2.293409585952759,2004-02-05
2.2972710132598877,2004-02-06
2.258660316467285,2004-02-09
2.23549485206604,2004-02-10
2.158276081085205,2004-02-11
2.1273880004882812,2004-02-12
2.050168514251709,2004-02-13
2.1235272884368896,2004-02-17
2.146692991256714,2004-02-18
2.154414653778076,2004-02-19
2.1273880004882812,2004-02-20
2.081056833267212,2004-02-23
2.015420436859131,2004-02-24
2.142831802368164,2004-02-25
2.200746536254883,2004-02-26
2.2200515270233154,2004-02-27
2.258660316467285,2004-03-01
2.258660316467285,2004-03-02
2.2046070098876953,2004-03-03
2.23935604095459,2004-03-04
2.169858694076538,2004-03-05
2.1659977436065674,2004-03-08
2.1389710903167725,2004-03-09
2.081056833267212,2004-03-10
2.0733354091644287,2004-03-11
2.069474458694458,2004-03-12
2.050168514251709,2004-03-15
2.0463082790374756,2004-03-16
2.077195644378662,2004-03-17
2.1775805950164795,2004-03-18
2.200746536254883,2004-03-19
1.9768108129501343,2004-03-22
1.9922547340393066,2004-03-23
2.0076987743377686,2004-03-24
2.0578911304473877,2004-03-25
1.9768108129501343,2004-03-26
2.104222536087036,2004-03-29
2.081056833267212,2004-03-30
2.0849175453186035,2004-03-31
2.1003620624542236,2004-04-01
2.0849175453186035,2004-04-02
2.108083486557007,2004-04-05
2.06561279296875,2004-04-06
2.023142099380493,2004-04-07
2.027003049850464,2004-04-08
2.069474458694458,2004-04-12
2.027003049850464,2004-04-13
