GNTX,Date
0.06553779542446136,1981-12-22
0.06301664561033249,1981-12-23
0.06301664561033249,1981-12-24
0.0579756423830986,1981-12-28
0.060496117919683456,1981-12-29
0.060496117919683456,1981-12-30
0.060496117919683456,1981-12-31
0.060496117919683456,1982-01-04
0.060496117919683456,1982-01-05
0.060496117919683456,1982-01-06
0.060496117919683456,1982-01-07
0.060496117919683456,1982-01-08
0.060496117919683456,1982-01-11
0.05545511096715927,1982-01-12
0.05545511096715927,1982-01-13
0.05545511096715927,1982-01-14
0.05041344463825226,1982-01-15
0.05041344463825226,1982-01-18
0.04537241905927658,1982-01-19
0.04033076390624046,1982-01-20
0.05041344463825226,1982-01-21
0.05545511096715927,1982-01-22
0.05041344463825226,1982-01-25
0.047892939299345016,1982-01-26
0.04537241905927658,1982-01-27
0.04537241905927658,1982-01-28
0.04537241905927658,1982-01-29
0.04537241905927658,1982-02-01
0.04537241905927658,1982-02-02
0.042851269245147705,1982-02-03
0.042851269245147705,1982-02-04
0.047892939299345016,1982-02-05
0.04537241905927658,1982-02-08
0.04537241905927658,1982-02-09
0.04537241905927658,1982-02-10
0.04537241905927658,1982-02-11
0.047892939299345016,1982-02-12
0.04537241905927658,1982-02-16
0.042851269245147705,1982-02-17
0.04033076390624046,1982-02-18
0.04033076390624046,1982-02-19
0.04033076390624046,1982-02-22
0.04033076390624046,1982-02-23
0.04033076390624046,1982-02-24
0.04033076390624046,1982-02-25
0.04033076390624046,1982-02-26
0.04033076390624046,1982-03-01
0.04033076390624046,1982-03-02
0.04033076390624046,1982-03-03
0.0352897085249424,1982-03-04
0.032768573611974716,1982-03-05
0.032768573611974716,1982-03-08
0.032768573611974716,1982-03-09
0.032768573611974716,1982-03-10
0.030248058959841728,1982-03-11
0.030248058959841728,1982-03-12
0.030248058959841728,1982-03-15
0.030248058959841728,1982-03-16
0.027727555483579636,1982-03-17
0.030248058959841728,1982-03-18
0.027727555483579636,1982-03-19
0.030248058959841728,1982-03-22
0.027727555483579636,1982-03-23
0.027727555483579636,1982-03-24
0.027727555483579636,1982-03-25
0.027727555483579636,1982-03-26
0.027727555483579636,1982-03-29
0.027727555483579636,1982-03-30
0.027727555483579636,1982-03-31
0.027727555483579636,1982-04-01
0.027727555483579636,1982-04-02
0.032768573611974716,1982-04-05
0.032768573611974716,1982-04-06
0.032768573611974716,1982-04-07
0.032768573611974716,1982-04-08
0.027727555483579636,1982-04-12
0.0252070352435112,1982-04-13
0.0252070352435112,1982-04-14
0.0252070352435112,1982-04-15
0.0252070352435112,1982-04-16
0.0252070352435112,1982-04-19
0.0252070352435112,1982-04-20
0.022685885429382324,1982-04-21
0.022685885429382324,1982-04-22
0.022685885429382324,1982-04-23
0.022685885429382324,1982-04-26
0.0252070352435112,1982-04-27
0.027727555483579636,1982-04-28
0.027727555483579636,1982-04-29
0.026467304676771164,1982-04-30
0.023946138098835945,1982-05-03
0.022685885429382324,1982-05-04
0.021425634622573853,1982-05-05
0.021425634622573853,1982-05-06
0.022685885429382324,1982-05-07
0.022685885429382324,1982-05-10
0.022685885429382324,1982-05-11
0.022685885429382324,1982-05-12
0.023946138098835945,1982-05-13
0.023946138098835945,1982-05-14
0.023946138098835945,1982-05-17
0.021425634622573853,1982-05-18
0.022685885429382324,1982-05-19
0.022685885429382324,1982-05-20
0.02016538195312023,1982-05-21
0.02016538195312023,1982-05-24
0.02016538195312023,1982-05-25
0.02016538195312023,1982-05-26
0.018905116245150566,1982-05-27
0.02016538195312023,1982-05-28
0.018905116245150566,1982-06-01
0.02016538195312023,1982-06-02
0.021425634622573853,1982-06-03
0.023946138098835945,1982-06-04
0.0252070352435112,1982-06-07
0.023946138098835945,1982-06-08
0.023946138098835945,1982-06-09
0.0252070352435112,1982-06-10
0.023946138098835945,1982-06-11
0.023946138098835945,1982-06-14
0.023946138098835945,1982-06-15
0.023946138098835945,1982-06-16
0.023946138098835945,1982-06-17
0.021425634622573853,1982-06-18
0.022685885429382324,1982-06-21
0.022685885429382324,1982-06-22
0.021425634622573853,1982-06-23
0.021425634622573853,1982-06-24
0.02016538195312023,1982-06-25
0.0176448542624712,1982-06-28
0.018905116245150566,1982-06-29
0.02016538195312023,1982-06-30
0.021425634622573853,1982-07-01
0.021425634622573853,1982-07-02
0.021425634622573853,1982-07-06
0.021425634622573853,1982-07-07
0.021425634622573853,1982-07-08
0.022685885429382324,1982-07-09
0.023946138098835945,1982-07-12
0.021425634622573853,1982-07-13
0.02016538195312023,1982-07-14
0.02016538195312023,1982-07-15
0.021425634622573853,1982-07-16
0.022685885429382324,1982-07-19
0.023946138098835945,1982-07-20
0.026467304676771164,1982-07-21
0.0289878211915493,1982-07-22
0.027727555483579636,1982-07-23
0.026467304676771164,1982-07-26
0.026467304676771164,1982-07-27
0.026467304676771164,1982-07-28
0.0252070352435112,1982-07-29
0.027727555483579636,1982-07-30
0.026467304676771164,1982-08-02
0.026467304676771164,1982-08-03
0.026467304676771164,1982-08-04
0.0252070352435112,1982-08-05
0.0252070352435112,1982-08-06
0.023946138098835945,1982-08-09
0.023946138098835945,1982-08-10
0.023946138098835945,1982-08-11
0.023946138098835945,1982-08-12
0.023946138098835945,1982-08-13
0.023946138098835945,1982-08-16
0.023946138098835945,1982-08-17
0.0252070352435112,1982-08-18
0.0252070352435112,1982-08-19
0.026467304676771164,1982-08-20
0.030248058959841728,1982-08-23
0.036549996584653854,1982-08-24
0.036549996584653854,1982-08-25
0.036549996584653854,1982-08-26
0.03781023249030113,1982-08-27
0.036549996584653854,1982-08-30
0.036549996584653854,1982-08-31
0.031508322805166245,1982-09-01
0.0352897085249424,1982-09-02
0.0352897085249424,1982-09-03
0.0352897085249424,1982-09-07
0.0352897085249424,1982-09-08
0.0352897085249424,1982-09-09
0.0352897085249424,1982-09-10
0.0352897085249424,1982-09-13
0.0352897085249424,1982-09-14
0.04033076390624046,1982-09-15
0.03781023249030113,1982-09-16
0.03781023249030113,1982-09-17
0.03781023249030113,1982-09-20
0.03781023249030113,1982-09-21
0.0390704870223999,1982-09-22
0.04033076390624046,1982-09-23
0.04033076390624046,1982-09-24
0.041591014713048935,1982-09-27
0.04663267359137535,1982-09-28
0.04537241905927658,1982-09-29
0.04663267359137535,1982-09-30
0.047892939299345016,1982-10-01
0.04915320500731468,1982-10-04
0.04915320500731468,1982-10-05
0.04915320500731468,1982-10-06
0.05041344463825226,1982-10-07
0.04663267359137535,1982-10-08
0.04663267359137535,1982-10-11
0.041591014713048935,1982-10-12
0.04033076390624046,1982-10-13
0.041591014713048935,1982-10-14
0.0390704870223999,1982-10-15
0.041591014713048935,1982-10-18
0.041591014713048935,1982-10-19
0.04033076390624046,1982-10-20
0.04033076390624046,1982-10-21
0.0390704870223999,1982-10-22
0.03781023249030113,1982-10-25
0.03781023249030113,1982-10-26
0.0390704870223999,1982-10-27
0.0390704870223999,1982-10-28
0.041591014713048935,1982-10-29
0.041591014713048935,1982-11-01
0.041591014713048935,1982-11-02
0.041591014713048935,1982-11-03
0.041591014713048935,1982-11-04
0.04033076390624046,1982-11-05
0.04033076390624046,1982-11-08
0.04033076390624046,1982-11-09
0.04033076390624046,1982-11-10
0.041591014713048935,1982-11-11
0.041591014713048935,1982-11-12
0.041591014713048935,1982-11-15
0.04033076390624046,1982-11-16
0.041591014713048935,1982-11-17
0.044111523777246475,1982-11-18
0.05041344463825226,1982-11-19
0.05167368799448013,1982-11-22
0.05419420823454857,1982-11-23
0.05671541020274162,1982-11-24
0.05671541020274162,1982-11-26
0.05545511096715927,1982-11-29
0.0529339425265789,1982-11-30
0.0529339425265789,1982-12-01
0.0529339425265789,1982-12-02
0.05419420823454857,1982-12-03
0.0529339425265789,1982-12-06
0.0529339425265789,1982-12-07
0.05419420823454857,1982-12-08
0.05419420823454857,1982-12-09
0.0529339425265789,1982-12-10
0.0529339425265789,1982-12-13
0.0529339425265789,1982-12-14
0.04915320500731468,1982-12-15
0.05167368799448013,1982-12-16
0.0529339425265789,1982-12-17
0.05167368799448013,1982-12-20
0.05167368799448013,1982-12-21
0.0529339425265789,1982-12-22
0.0529339425265789,1982-12-23
0.0529339425265789,1982-12-27
0.04915320500731468,1982-12-28
0.05041344463825226,1982-12-29
0.0529339425265789,1982-12-30
0.0529339425265789,1982-12-31
0.05167368799448013,1983-01-03
0.05041344463825226,1983-01-04
0.05167368799448013,1983-01-05
0.05167368799448013,1983-01-06
0.047892939299345016,1983-01-07
0.04915320500731468,1983-01-10
0.04915320500731468,1983-01-11
0.047892939299345016,1983-01-12
0.047892939299345016,1983-01-13
0.04663267359137535,1983-01-14
0.047892939299345016,1983-01-17
0.047892939299345016,1983-01-18
0.04663267359137535,1983-01-19
0.04915320500731468,1983-01-20
0.04915320500731468,1983-01-21
0.04663267359137535,1983-01-24
0.04663267359137535,1983-01-25
0.04663267359137535,1983-01-26
0.047892939299345016,1983-01-27
0.047892939299345016,1983-01-28
0.05167368799448013,1983-01-31
0.05167368799448013,1983-02-01
0.05167368799448013,1983-02-02
0.05419420823454857,1983-02-03
0.0579756423830986,1983-02-04
0.06175639107823372,1983-02-07
0.06175639107823372,1983-02-08
0.07309933751821518,1983-02-09
0.07309933751821518,1983-02-10
0.0680583268404007,1983-02-11
0.07309933751821518,1983-02-14
0.07309933751821518,1983-02-15
0.0680583268404007,1983-02-16
0.0680583268404007,1983-02-17
0.06553779542446136,1983-02-18
0.06301664561033249,1983-02-22
0.06301664561033249,1983-02-23
0.07309933751821518,1983-02-24
0.07562046498060226,1983-02-25
0.07309933751821518,1983-02-28
0.07057884335517883,1983-03-01
0.07057884335517883,1983-03-02
0.07057884335517883,1983-03-03
0.0680583268404007,1983-03-04
0.0680583268404007,1983-03-07
0.0680583268404007,1983-03-08
0.0680583268404007,1983-03-09
0.0680583268404007,1983-03-10
0.06553779542446136,1983-03-11
0.06301664561033249,1983-03-14
0.060496117919683456,1983-03-15
0.06301664561033249,1983-03-16
0.06175639107823372,1983-03-17
0.060496117919683456,1983-03-18
0.06553779542446136,1983-03-21
0.06553779542446136,1983-03-22
0.0680583268404007,1983-03-23
0.07057884335517883,1983-03-24
0.06931857764720917,1983-03-25
0.0680583268404007,1983-03-28
0.0680583268404007,1983-03-29
0.06931857764720917,1983-03-30
0.06679805368185043,1983-03-31
0.0680583268404007,1983-04-04
0.0680583268404007,1983-04-05
0.06553779542446136,1983-04-06
0.06679805368185043,1983-04-07
0.06679805368185043,1983-04-08
0.06679805368185043,1983-04-11
0.06679805368185043,1983-04-12
0.060496117919683456,1983-04-13
0.060496117919683456,1983-04-14
0.06175639107823372,1983-04-15
0.06679805368185043,1983-04-18
0.07183907181024551,1983-04-19
0.07183907181024551,1983-04-20
0.07562046498060226,1983-04-21
0.07435959577560425,1983-04-22
0.07562046498060226,1983-04-25
0.07562046498060226,1983-04-26
0.07435959577560425,1983-04-27
0.07562046498060226,1983-04-28
0.07057884335517883,1983-04-29
0.07057884335517883,1983-05-02
0.07183907181024551,1983-05-03
0.07309933751821518,1983-05-04
0.07435959577560425,1983-05-05
0.08066152781248093,1983-05-06
0.07940126210451126,1983-05-09
0.0781409740447998,1983-05-10
0.0781409740447998,1983-05-11
0.08066152781248093,1983-05-12
0.08066152781248093,1983-05-13
0.08066152781248093,1983-05-16
0.08066152781248093,1983-05-17
0.08066152781248093,1983-05-18
0.08066152781248093,1983-05-19
0.08318202942609787,1983-05-20
0.08318202942609787,1983-05-23
0.08822368085384369,1983-05-24
0.08822368085384369,1983-05-25
0.08822368085384369,1983-05-26
0.09074422717094421,1983-05-27
0.08822368085384369,1983-05-31
0.09074422717094421,1983-06-01
0.09326475113630295,1983-06-02
0.10334737598896027,1983-06-03
0.10082688927650452,1983-06-06
0.09830641001462936,1983-06-07
0.10334737598896027,1983-06-08
0.10334737598896027,1983-06-09
0.10082688927650452,1983-06-10
0.10334737598896027,1983-06-13
0.10082688927650452,1983-06-14
0.09326475113630295,1983-06-15
0.09326475113630295,1983-06-16
0.08822368085384369,1983-06-17
0.08822368085384369,1983-06-20
0.09326475113630295,1983-06-21
0.09326475113630295,1983-06-22
0.09074422717094421,1983-06-23
0.08822368085384369,1983-06-24
0.08822368085384369,1983-06-27
0.08318202942609787,1983-06-28
0.08318202942609787,1983-06-29
0.08570320159196854,1983-06-30
0.08822368085384369,1983-07-01
0.08570320159196854,1983-07-05
0.08570320159196854,1983-07-06
0.08570320159196854,1983-07-07
0.08570320159196854,1983-07-08
0.08318202942609787,1983-07-11
0.0781409740447998,1983-07-12
0.0781409740447998,1983-07-13
0.0781409740447998,1983-07-14
0.0781409740447998,1983-07-15
0.0781409740447998,1983-07-18
0.07688075304031372,1983-07-19
0.07940126210451126,1983-07-20
0.0781409740447998,1983-07-21
0.07562046498060226,1983-07-22
0.07435959577560425,1983-07-25
0.07183907181024551,1983-07-26
0.07435959577560425,1983-07-27
0.07435959577560425,1983-07-28
0.07183907181024551,1983-07-29
0.07183907181024551,1983-08-01
0.07309933751821518,1983-08-02
0.07435959577560425,1983-08-03
0.07309933751821518,1983-08-04
0.07309933751821518,1983-08-05
0.07435959577560425,1983-08-08
0.07435959577560425,1983-08-09
0.07562046498060226,1983-08-10
0.08066152781248093,1983-08-11
0.08570320159196854,1983-08-12
0.08570320159196854,1983-08-15
0.08570320159196854,1983-08-16
0.09074422717094421,1983-08-17
0.09074422717094421,1983-08-18
0.09326475113630295,1983-08-19
0.09074422717094421,1983-08-22
0.08822368085384369,1983-08-23
0.08822368085384369,1983-08-24
0.08822368085384369,1983-08-25
0.08822368085384369,1983-08-26
0.09074422717094421,1983-08-29
0.09074422717094421,1983-08-30
0.09074422717094421,1983-08-31
0.09074422717094421,1983-09-01
0.09200449287891388,1983-09-02
0.09326475113630295,1983-09-06
0.09200449287891388,1983-09-07
0.08822368085384369,1983-09-08
0.08822368085384369,1983-09-09
0.08948399126529694,1983-09-12
0.08696343749761581,1983-09-13
0.08696343749761581,1983-09-14
0.08444225043058395,1983-09-15
0.08444225043058395,1983-09-16
0.08444225043058395,1983-09-19
0.08318202942609787,1983-09-20
0.08318202942609787,1983-09-21
0.08066152781248093,1983-09-22
0.07940126210451126,1983-09-23
0.07940126210451126,1983-09-26
0.07940126210451126,1983-09-27
0.07940126210451126,1983-09-28
0.07940126210451126,1983-09-29
0.07688075304031372,1983-09-30
0.07435959577560425,1983-10-03
0.07435959577560425,1983-10-04
0.07435959577560425,1983-10-05
0.07435959577560425,1983-10-06
0.07562046498060226,1983-10-07
0.0781409740447998,1983-10-10
0.07562046498060226,1983-10-11
0.07562046498060226,1983-10-12
0.07562046498060226,1983-10-13
0.0781409740447998,1983-10-14
0.07562046498060226,1983-10-17
0.07562046498060226,1983-10-18
0.07562046498060226,1983-10-19
0.07562046498060226,1983-10-20
0.07562046498060226,1983-10-21
0.07562046498060226,1983-10-24
0.07562046498060226,1983-10-25
0.07562046498060226,1983-10-26
0.07562046498060226,1983-10-27
0.07309933751821518,1983-10-28
0.0680583268404007,1983-10-31
0.06553779542446136,1983-11-01
0.06301664561033249,1983-11-02
0.06301664561033249,1983-11-03
0.060496117919683456,1983-11-04
0.060496117919683456,1983-11-07
0.060496117919683456,1983-11-08
0.060496117919683456,1983-11-09
0.05545511096715927,1983-11-10
0.05671541020274162,1983-11-11
0.05671541020274162,1983-11-14
0.05923588201403618,1983-11-15
0.05923588201403618,1983-11-16
0.0579756423830986,1983-11-17
0.05923588201403618,1983-11-18
0.06175639107823372,1983-11-21
0.06553779542446136,1983-11-22
0.06553779542446136,1983-11-23
0.06301664561033249,1983-11-25
0.06301664561033249,1983-11-28
0.06301664561033249,1983-11-29
0.06301664561033249,1983-11-30
0.06301664561033249,1983-12-01
0.06301664561033249,1983-12-02
0.06427690386772156,1983-12-05
0.06301664561033249,1983-12-06
