Date,TFCF
2014-03-05,33.03
2014-03-04,32.76
2014-03-03,32.09
2014-02-28,32.55
2014-02-27,32.12
2014-02-26,31.95
2014-02-25,32.23
2014-02-24,32.3
2014-02-21,32.13
2014-02-20,31.8
2014-02-19,31.89
2014-02-18,32.14
2014-02-14,31.83
2014-02-13,31.58
2014-02-12,31.81
2014-02-11,31.51
2014-02-10,31.44
2014-02-07,31.57
2014-02-06,31.57
2014-02-05,31.15
2014-02-04,31.04
2014-02-03,30.46
2014-01-31,31.24
2014-01-30,31.31
2014-01-29,30.21
2014-01-28,30.67
2014-01-27,30.55
2014-01-24,30.69
2014-01-23,31.03
2014-01-22,31.36
2014-01-21,31.24
2014-01-17,31.46
2014-01-16,31.82
2014-01-15,31.98
2014-01-14,31.83
2014-01-13,31.93
2014-01-10,32.84
2014-01-09,32.59
2014-01-08,33.8
2014-01-07,34.37
2014-01-06,34.27
2014-01-03,34.66
2014-01-02,35.04
2013-12-31,34.6
2013-12-30,34.44
2013-12-27,34.37
2013-12-26,34.4
2013-12-24,34.14
2013-12-23,33.92
2013-12-20,33.58
2013-12-19,33.22
2013-12-18,32.59
2013-12-17,31.95
2013-12-16,32.01
2013-12-13,32.08
2013-12-12,31.65
2013-12-11,31.74
2013-12-10,32.31
2013-12-09,32.09
2013-12-06,32.16
2013-12-05,31.96
2013-12-04,32.33
2013-12-03,32.75
2013-12-02,32.98
2013-11-29,33.03
2013-11-27,32.87
2013-11-26,32.66
2013-11-25,32.72
2013-11-22,32.96
2013-11-21,32.89
2013-11-20,32.82
2013-11-19,32.96
2013-11-18,33.42
2013-11-15,33.85
2013-11-14,33.79
2013-11-13,33.36
2013-11-12,32.93
2013-11-11,33.24
2013-11-08,33.61
2013-11-07,32.68
2013-11-06,33.76
2013-11-05,33.87
2013-11-04,34.02
2013-11-01,34.22
2013-10-31,34.02
2013-10-30,33.84
2013-10-29,34.58
2013-10-28,34.62
2013-10-25,34.64
2013-10-24,34.85
2013-10-23,34.51
2013-10-22,34.74
2013-10-21,34.25
2013-10-18,34.21
2013-10-17,34.23
2013-10-16,33.91
2013-10-15,33.35
2013-10-14,33.58
2013-10-11,33.15
2013-10-10,32.78
2013-10-09,32.18
2013-10-08,32.42
2013-10-07,33.03
2013-10-04,33.59
2013-10-03,33.17
2013-10-02,33.64
2013-10-01,33.94
2013-09-30,33.4
2013-09-27,33.27
2013-09-26,32.99
2013-09-25,32.66
2013-09-24,32.55
2013-09-23,32.73
2013-09-20,33.0
2013-09-19,32.82
2013-09-18,32.77
2013-09-17,32.6
2013-09-16,32.64
2013-09-13,32.65
2013-09-12,32.34
2013-09-11,32.51
2013-09-10,32.25
2013-09-09,32.17
2013-09-06,32.16
2013-09-05,32.01
2013-09-04,32.03
2013-09-03,31.79
2013-08-30,31.39
2013-08-29,31.51
2013-08-28,31.66
2013-08-27,31.65
2013-08-26,32.18
2013-08-23,32.25
2013-08-22,32.15
2013-08-21,31.54
2013-08-20,31.99
2013-08-19,31.54
2013-08-16,32.06
2013-08-15,31.95
2013-08-14,32.35
2013-08-13,32.54
2013-08-12,32.71
2013-08-09,32.8
2013-08-08,32.83
2013-08-07,31.82
2013-08-06,31.29
2013-08-05,31.39
2013-08-02,31.54
2013-08-01,30.67
2013-07-31,29.99
2013-07-30,29.53
2013-07-29,29.99
2013-07-26,30.48
2013-07-25,30.45
2013-07-24,30.48
2013-07-23,30.84
2013-07-22,30.88
2013-07-19,30.77
2013-07-18,31.03
2013-07-17,30.31
2013-07-16,30.31
2013-07-15,30.15
2013-07-12,30.29
2013-07-11,30.08
2013-07-10,30.06
2013-07-09,30.2
2013-07-08,30.41
2013-07-05,30.32
2013-07-03,29.75
2013-07-02,29.34
2013-07-01,29.53
2013-06-28,28.98
2013-06-27,29.09
2013-06-26,28.56
2013-06-25,28.0
2013-06-24,27.7
2013-06-21,27.95
2013-06-20,27.79
2013-06-19,28.55
2013-06-18,28.0
2013-06-17,27.7
2013-06-14,27.73
2013-06-13,28.07
2013-06-12,27.47
2013-06-11,28.06
2013-06-10,28.32
2013-06-07,28.51
2013-06-06,28.2
2013-06-05,27.99
2013-06-04,28.8
2013-06-03,28.8
2013-05-31,28.46
2013-05-30,28.75
2013-05-29,29.11
2013-05-28,29.46
2013-05-24,29.35
2013-05-23,29.2
2013-05-22,29.42
2013-05-21,29.46
2013-05-20,29.28
2013-05-17,29.44
2013-05-16,29.13
2013-05-15,29.61
2013-05-14,29.71
2013-05-13,29.52
2013-05-10,29.49
2013-05-09,29.52
2013-05-08,28.23
2013-05-07,28.51
2013-05-06,28.32
2013-05-03,28.27
2013-05-02,28.22
2013-05-01,27.61
2013-04-30,27.47
2013-04-29,27.43
2013-04-26,27.54
2013-04-25,27.6
2013-04-24,27.48
2013-04-23,27.96
2013-04-22,28.0
2013-04-19,27.61
2013-04-18,26.97
2013-04-17,27.48
2013-04-16,27.78
2013-04-15,26.96
2013-04-12,27.97
2013-04-11,28.03
2013-04-10,27.72
2013-04-09,27.69
2013-04-08,27.87
2013-04-05,27.25
2013-04-04,27.09
2013-04-03,27.36
2013-04-02,27.63
2013-04-01,27.02
2013-03-28,27.16
2013-03-27,26.91
2013-03-26,27.01
2013-03-25,26.87
2013-03-22,26.99
2013-03-21,26.64
2013-03-20,26.82
2013-03-19,26.49
2013-03-18,27.0
2013-03-15,27.19
2013-03-14,27.35
2013-03-13,27.18
2013-03-12,27.21
2013-03-11,27.44
2013-03-08,27.38
2013-03-07,26.79
2013-03-06,26.79
2013-03-05,26.99
2013-03-04,26.35
2013-03-01,26.13
2013-02-28,25.84
2013-02-27,25.77
2013-02-26,25.33
2013-02-25,25.12
2013-02-22,25.63
2013-02-21,25.38
2013-02-20,25.79
2013-02-19,26.26
2013-02-15,25.9
2013-02-14,25.57
2013-02-13,25.33
2013-02-12,25.37
2013-02-11,25.36
2013-02-08,25.51
2013-02-07,24.63
2013-02-06,25.33
2013-02-05,25.27
2013-02-04,25.09
2013-02-01,25.26
2013-01-31,24.93
2013-01-30,25.03
2013-01-29,24.96
2013-01-28,24.82
2013-01-25,24.57
2013-01-24,24.47
2013-01-23,24.71
2013-01-22,24.48
2013-01-18,24.57
2013-01-17,24.68
2013-01-16,24.27
2013-01-15,24.28
2013-01-14,24.17
2013-01-11,24.22
2013-01-10,24.28
2013-01-09,23.84
2013-01-08,23.54
2013-01-07,23.68
2013-01-04,23.86
2013-01-03,23.73
2013-01-02,24.0
2012-12-31,23.17
2012-12-28,22.32
2012-12-27,22.5
2012-12-26,22.53
2012-12-24,22.7
2012-12-21,22.6
2012-12-20,23.02
2012-12-19,22.89
2012-12-18,23.08
2012-12-17,22.73
2012-12-14,22.22
2012-12-13,22.36
2012-12-12,22.54
2012-12-11,22.63
2012-12-10,22.58
2012-12-07,22.54
2012-12-06,22.3
2012-12-05,22.02
2012-12-04,22.18
2012-12-03,22.19
2012-11-30,22.27
2012-11-29,22.32
2012-11-28,22.03
2012-11-27,21.64
2012-11-26,21.81
2012-11-23,21.92
2012-11-21,21.45
2012-11-20,21.59
2012-11-19,21.59
2012-11-16,20.96
2012-11-15,20.81
2012-11-14,21.16
2012-11-13,21.67
2012-11-12,21.78
2012-11-09,21.84
2012-11-08,21.85
2012-11-07,22.05
2012-11-06,21.71
2012-11-05,21.51
2012-11-02,21.42
2012-11-01,21.79
2012-10-31,21.51
2012-10-26,21.37
2012-10-25,21.7
2012-10-24,21.96
2012-10-23,21.7
2012-10-22,22.24
2012-10-19,22.39
2012-10-18,22.81
2012-10-17,22.64
2012-10-16,22.22
2012-10-15,21.89
2012-10-12,21.7
2012-10-11,21.7
2012-10-10,21.82
2012-10-09,22.07
2012-10-08,22.51
2012-10-05,22.49
2012-10-04,22.38
2012-10-03,22.16
2012-10-02,21.99
2012-10-01,21.93
2012-09-28,21.89
2012-09-27,22.03
2012-09-26,21.68
2012-09-25,21.8
2012-09-24,22.1
2012-09-21,22.14
2012-09-20,22.27
2012-09-19,22.15
2012-09-18,21.84
2012-09-17,21.91
2012-09-14,21.99
2012-09-13,21.83
2012-09-12,21.61
2012-09-11,21.72
2012-09-10,21.5
2012-09-07,21.77
2012-09-06,21.77
2012-09-05,21.08
2012-09-04,20.91
2012-08-31,20.79
2012-08-30,20.63
2012-08-29,20.84
2012-08-28,20.76
2012-08-27,20.85
2012-08-24,20.73
2012-08-23,20.72
2012-08-22,20.91
2012-08-21,20.78
2012-08-20,20.54
2012-08-17,20.7
2012-08-16,20.89
2012-08-15,20.78
2012-08-14,20.73
2012-08-13,20.69
2012-08-10,20.84
2012-08-09,21.03
2012-08-08,21.09
2012-08-07,21.17
2012-08-06,20.96
2012-08-03,20.84
2012-08-02,20.58
2012-08-01,20.46
2012-07-31,20.47
2012-07-30,20.73
2012-07-27,20.8
2012-07-26,20.15
2012-07-25,19.66
2012-07-24,19.37
2012-07-23,19.42
2012-07-20,19.63
2012-07-19,19.97
2012-07-18,19.97
2012-07-17,19.84
2012-07-16,19.44
2012-07-13,19.52
2012-07-12,19.18
2012-07-11,19.32
2012-07-10,19.42
2012-07-09,19.55
2012-07-06,19.75
2012-07-05,19.93
2012-07-03,20.22
2012-07-02,20.26
2012-06-29,19.88
2012-06-28,19.66
2012-06-27,19.78
2012-06-26,19.39
2012-06-25,17.9
2012-06-22,18.16
2012-06-21,18.03
2012-06-20,18.29
2012-06-19,18.11
2012-06-18,17.94
2012-06-15,17.89
2012-06-14,17.69
2012-06-13,17.43
2012-06-12,17.53
2012-06-11,17.1
2012-06-08,17.37
2012-06-07,17.19
2012-06-06,17.28
2012-06-05,16.62
2012-06-04,16.61
2012-06-01,16.54
2012-05-31,17.13
2012-05-30,17.29
2012-05-29,17.57
2012-05-25,17.33
2012-05-24,17.29
2012-05-23,17.14
2012-05-22,17.42
2012-05-21,17.38
2012-05-18,17.19
2012-05-17,17.38
2012-05-16,17.65
2012-05-15,17.81
2012-05-14,18.01
2012-05-11,18.11
2012-05-10,18.19
2012-05-09,17.3
2012-05-08,17.32
2012-05-07,17.37
2012-05-04,17.21
2012-05-03,17.65
2012-05-02,17.82
2012-05-01,17.73
2012-04-30,17.52
2012-04-27,17.54
2012-04-26,17.57
2012-04-25,17.32
2012-04-24,17.26
2012-04-23,17.02
2012-04-20,17.08
2012-04-19,16.99
2012-04-18,17.33
2012-04-17,17.46
2012-04-16,17.16
2012-04-13,17.23
2012-04-12,17.37
2012-04-11,16.88
2012-04-10,16.7
2012-04-09,17.05
2012-04-05,17.45
2012-04-04,17.41
2012-04-03,17.8
2012-04-02,17.83
2012-03-30,17.63
2012-03-29,17.37
2012-03-28,17.61
2012-03-27,18.09
2012-03-26,18.03
2012-03-23,17.69
2012-03-22,17.64
2012-03-21,17.84
2012-03-20,17.76
2012-03-19,18.05
2012-03-16,17.91
2012-03-15,18.04
2012-03-14,17.9
2012-03-13,17.91
2012-03-12,17.48
2012-03-09,17.77
2012-03-08,17.61
2012-03-07,17.44
2012-03-06,17.16
2012-03-05,17.52
2012-03-02,17.79
2012-03-01,17.97
2012-02-29,17.91
2012-02-28,17.9
2012-02-27,17.73
2012-02-24,17.81
2012-02-23,17.87
2012-02-22,17.69
2012-02-21,17.84
2012-02-17,17.88
2012-02-16,17.62
2012-02-15,17.39
2012-02-14,17.58
2012-02-13,17.75
2012-02-10,17.52
2012-02-09,17.62
2012-02-08,17.84
2012-02-07,17.82
2012-02-06,17.83
2012-02-03,17.62
2012-02-02,17.31
2012-02-01,17.52
2012-01-31,17.19
2012-01-30,17.29
2012-01-27,17.23
2012-01-26,17.22
2012-01-25,17.2
2012-01-24,17.37
2012-01-23,17.45
2012-01-20,17.36
2012-01-19,17.7
2012-01-18,17.28
2012-01-17,17.03
2012-01-13,16.7
2012-01-12,16.9
2012-01-11,16.8
2012-01-10,16.7
2012-01-09,16.42
2012-01-06,16.42
2012-01-05,16.53
2012-01-04,16.38
2012-01-03,16.48
2011-12-30,16.05
2011-12-29,16.08
2011-12-28,15.77
2011-12-27,16.09
2011-12-23,16.07
2011-12-22,15.93
2011-12-21,15.96
2011-12-20,15.74
2011-12-19,15.3
2011-12-16,15.56
2011-12-15,15.52
2011-12-14,15.56
2011-12-13,15.63
2011-12-12,15.77
2011-12-09,15.86
2011-12-08,15.55
2011-12-07,16.01
2011-12-06,16.15
2011-12-05,16.02
2011-12-02,15.89
2011-12-01,15.77
2011-11-30,15.76
2011-11-29,14.93
2011-11-28,14.84
2011-11-25,14.36
2011-11-23,14.39
2011-11-22,14.73
2011-11-21,14.66
2011-11-18,14.85
2011-11-17,15.0
2011-11-16,15.15
2011-11-15,15.64
2011-11-14,15.36
2011-11-11,15.54
2011-11-10,15.23
2011-11-09,14.96
2011-11-08,15.72
2011-11-07,15.48
2011-11-04,15.39
2011-11-03,15.46
2011-11-02,15.33
2011-11-01,15.06
2011-10-31,15.76
2011-10-28,15.95
2011-10-27,15.97
2011-10-26,15.16
2011-10-25,15.14
2011-10-24,15.6
2011-10-21,15.35
2011-10-20,15.05
2011-10-19,14.92
2011-10-18,15.18
2011-10-17,14.95
2011-10-14,15.26
2011-10-13,15.12
2011-10-12,15.15
2011-10-11,14.91
2011-10-10,14.98
2011-10-07,14.39
2011-10-06,14.14
2011-10-05,14.13
2011-10-04,13.81
2011-10-03,13.43
2011-09-30,13.77
2011-09-29,14.17
2011-09-28,14.12
2011-09-27,14.55
2011-09-26,14.43
2011-09-23,14.24
2011-09-22,13.9
2011-09-21,14.32
2011-09-20,14.92
2011-09-19,14.95
2011-09-16,15.04
2011-09-15,14.6
2011-09-14,14.42
2011-09-13,14.4
2011-09-12,14.39
2011-09-09,14.36
2011-09-08,14.58
2011-09-07,14.88
2011-09-06,14.57
2011-09-02,14.62
2011-09-01,15.08
2011-08-31,15.34
2011-08-30,15.27
2011-08-29,15.4
2011-08-26,15.02
2011-08-25,14.75
2011-08-24,15.02
2011-08-23,14.58
2011-08-22,13.84
2011-08-19,13.95
2011-08-18,14.4
2011-08-17,15.2
2011-08-16,15.28
2011-08-15,15.18
2011-08-12,14.72
2011-08-11,14.65
2011-08-10,12.55
2011-08-09,13.16
2011-08-08,12.37
2011-08-05,13.39
2011-08-04,13.28
2011-08-03,14.23
2011-08-02,14.0
2011-08-01,14.65
2011-07-29,14.57
2011-07-28,14.65
2011-07-27,14.62
2011-07-26,14.68
2011-07-25,14.73
2011-07-22,14.88
2011-07-21,14.98
2011-07-20,14.5
2011-07-19,14.35
2011-07-18,13.6
2011-07-15,14.2
2011-07-14,14.12
2011-07-13,14.44
2011-07-12,14.2
2011-07-11,14.21
2011-07-08,15.3
2011-07-07,15.83
2011-07-06,15.84
2011-07-05,16.37
2011-07-01,16.27
2011-06-30,15.96
2011-06-29,15.75
2011-06-28,15.55
2011-06-27,15.4
2011-06-24,15.25
2011-06-23,15.16
2011-06-22,15.29
2011-06-21,15.26
2011-06-20,14.91
2011-06-17,14.8
2011-06-16,14.75
2011-06-15,14.83
2011-06-14,15.1
2011-06-13,14.97
2011-06-10,15.06
2011-06-09,15.38
2011-06-08,15.24
2011-06-07,15.36
2011-06-06,15.55
2011-06-03,15.71
2011-06-02,16.01
2011-06-01,16.09
2011-05-31,16.65
2011-05-27,16.43
2011-05-26,16.23
2011-05-25,15.84
2011-05-24,15.82
2011-05-23,15.87
2011-05-20,16.26
2011-05-19,16.44
2011-05-18,16.15
2011-05-17,15.92
2011-05-16,15.89
2011-05-13,15.98
2011-05-12,16.11
2011-05-11,16.16
2011-05-10,16.47
2011-05-09,16.24
2011-05-06,16.3
2011-05-05,16.08
2011-05-04,16.38
2011-05-03,16.47
2011-05-02,16.63
2011-04-29,16.69
2011-04-28,16.77
2011-04-27,16.67
2011-04-26,16.62
2011-04-25,16.46
2011-04-21,16.41
2011-04-20,16.26
2011-04-19,15.95
2011-04-18,16.01
2011-04-15,16.3
2011-04-14,16.01
2011-04-13,16.16
2011-04-12,15.94
2011-04-11,16.19
2011-04-08,16.16
2011-04-07,16.29
2011-04-06,16.47
2011-04-05,16.59
2011-04-04,16.72
2011-04-01,16.69
2011-03-31,16.44
2011-03-30,16.39
2011-03-29,16.15
2011-03-28,15.98
2011-03-25,15.96
2011-03-24,15.91
2011-03-23,15.75
2011-03-22,15.61
2011-03-21,15.62
2011-03-18,15.14
2011-03-17,15.11
2011-03-16,14.95
2011-03-15,15.23
2011-03-14,15.67
2011-03-11,15.85
2011-03-10,15.66
2011-03-09,15.99
2011-03-08,16.16
2011-03-07,16.0
2011-03-04,16.53
2011-03-03,16.32
2011-03-02,16.02
2011-03-01,15.93
2011-02-28,16.24
2011-02-25,16.19
2011-02-24,15.75
2011-02-23,15.63
2011-02-22,15.71
2011-02-18,16.54
2011-02-17,16.31
2011-02-16,16.17
2011-02-15,15.99
2011-02-14,15.96
2011-02-11,16.18
2011-02-10,15.79
2011-02-09,16.17
2011-02-08,16.16
2011-02-07,15.96
2011-02-04,16.22
2011-02-03,16.15
2011-02-02,15.46
2011-02-01,15.09
2011-01-31,14.64
2011-01-28,14.74
2011-01-27,15.05
2011-01-26,15.21
2011-01-25,15.27
2011-01-24,15.34
2011-01-21,14.93
2011-01-20,14.43
2011-01-19,14.14
2011-01-18,14.25
2011-01-14,14.07
2011-01-13,14.1
2011-01-12,14.27
2011-01-11,14.27
2011-01-10,14.43
2011-01-07,14.51
2011-01-06,14.58
2011-01-05,14.51
2011-01-04,14.58
2011-01-03,14.55
2010-12-31,14.5
2010-12-30,14.39
2010-12-29,14.45
2010-12-28,14.44
2010-12-27,14.39
2010-12-23,14.57
2010-12-22,14.67
2010-12-21,14.3
2010-12-20,14.23
2010-12-17,14.25
2010-12-16,14.25
2010-12-15,14.15
2010-12-14,14.28
2010-12-13,14.28
2010-12-10,14.47
2010-12-09,14.19
2010-12-08,14.21
2010-12-07,14.35
2010-12-06,14.18
2010-12-03,14.25
2010-12-02,14.16
2010-12-01,13.84
2010-11-30,13.45
2010-11-29,13.72
2010-11-26,13.76
2010-11-24,13.9
2010-11-23,13.7
2010-11-22,14.11
2010-11-19,14.1
2010-11-18,14.15
2010-11-17,13.89
2010-11-16,13.85
2010-11-15,14.02
2010-11-12,14.12
2010-11-11,14.25
2010-11-10,14.27
2010-11-09,14.2
2010-11-08,14.31
2010-11-05,14.42
2010-11-04,14.62
2010-11-03,14.51
2010-11-02,14.49
2010-11-01,14.29
2010-10-29,14.2
2010-10-28,14.19
2010-10-27,14.01
2010-10-26,14.08
2010-10-25,14.2
2010-10-22,14.18
2010-10-21,14.2
2010-10-20,14.26
2010-10-19,13.76
2010-10-18,13.97
2010-10-15,14.14
2010-10-14,14.0
2010-10-13,14.02
2010-10-12,13.91
2010-10-11,13.84
2010-10-08,13.96
2010-10-07,13.78
2010-10-06,13.74
2010-10-05,13.67
2010-10-04,13.28
2010-10-01,13.47
2010-09-30,13.3
2010-09-29,13.49
2010-09-28,13.79
2010-09-27,13.83
2010-09-24,13.98
2010-09-23,13.53
2010-09-22,13.57
2010-09-21,13.75
2010-09-20,13.87
2010-09-17,13.53
2010-09-16,13.53
2010-09-15,13.75
2010-09-14,13.75
2010-09-13,13.64
2010-09-10,13.33
2010-09-09,13.29
2010-09-08,13.03
2010-09-07,12.96
2010-09-03,13.29
2010-09-02,13.15
2010-09-01,12.97
2010-08-31,12.44
2010-08-30,12.3
2010-08-27,12.34
2010-08-26,12.11
2010-08-25,12.15
2010-08-24,12.13
2010-08-23,12.37
2010-08-20,12.52
2010-08-19,12.62
2010-08-18,12.97
2010-08-17,13.0
2010-08-16,12.82
2010-08-13,12.82
2010-08-12,12.93
2010-08-11,13.09
2010-08-10,13.7
2010-08-09,13.92
2010-08-06,13.92
2010-08-05,14.06
2010-08-04,13.75
2010-08-03,13.41
2010-08-02,13.57
2010-07-30,13.06
2010-07-29,12.91
2010-07-28,12.97
2010-07-27,13.21
2010-07-26,13.38
2010-07-23,13.25
2010-07-22,12.98
2010-07-21,12.64
2010-07-20,12.93
2010-07-19,12.7
2010-07-16,12.48
2010-07-15,13.03
2010-07-14,13.09
2010-07-13,13.03
2010-07-12,12.79
2010-07-09,12.75
2010-07-08,12.56
2010-07-07,12.24
2010-07-06,12.09
2010-07-02,11.9
2010-07-01,12.05
2010-06-30,12.23
2010-06-29,12.46
2010-06-28,12.93
2010-06-25,12.82
2010-06-24,12.97
2010-06-23,13.64
2010-06-22,13.67
2010-06-21,13.98
2010-06-18,14.16
2010-06-17,14.2
2010-06-16,14.21
2010-06-15,14.57
2010-06-14,13.64
2010-06-11,13.76
2010-06-10,13.68
2010-06-09,13.08
2010-06-08,12.97
2010-06-07,12.77
2010-06-04,13.03
2010-06-03,13.57
2010-06-02,13.62
2010-06-01,13.19
2010-05-28,13.56
2010-05-27,13.74
2010-05-26,13.17
2010-05-25,13.15
2010-05-24,13.3
2010-05-21,13.47
2010-05-20,13.21
2010-05-19,13.94
2010-05-18,14.21
2010-05-17,14.52
2010-05-14,14.47
2010-05-13,14.79
2010-05-12,15.03
2010-05-11,14.88
2010-05-10,15.05
2010-05-07,14.14
2010-05-06,14.31
2010-05-05,15.0
2010-05-04,15.61
2010-05-03,16.23
2010-04-30,15.71
2010-04-29,16.01
2010-04-28,15.79
2010-04-27,15.87
2010-04-26,16.42
2010-04-23,16.33
2010-04-22,16.35
2010-04-21,16.3
2010-04-20,16.09
2010-04-19,16.07
2010-04-16,16.0
2010-04-15,16.16
2010-04-14,16.2
2010-04-13,15.89
2010-04-12,15.59
2010-04-09,15.73
2010-04-08,15.31
2010-04-07,15.13
2010-04-06,15.31
2010-04-05,15.37
2010-04-01,15.16
2010-03-31,15.02
2010-03-30,15.03
2010-03-29,15.16
2010-03-26,15.09
2010-03-25,15.04
2010-03-24,14.86
2010-03-23,14.78
2010-03-22,14.66
2010-03-19,14.62
2010-03-18,14.74
2010-03-17,14.7
2010-03-16,14.63
2010-03-15,14.48
2010-03-12,14.58
2010-03-11,14.73
2010-03-10,14.77
2010-03-09,14.76
2010-03-08,14.75
2010-03-05,14.84
2010-03-04,14.4
2010-03-03,14.24
2010-03-02,14.3
2010-03-01,14.27
2010-02-26,13.9
2010-02-25,13.97
2010-02-24,14.05
2010-02-23,13.78
2010-02-22,14.05
2010-02-19,14.14
2010-02-18,14.03
2010-02-17,13.97
2010-02-16,13.99
2010-02-12,13.67
2010-02-11,13.44
2010-02-10,13.08
2010-02-09,13.38
2010-02-08,13.07
2010-02-05,13.45
2010-02-04,13.52
2010-02-03,14.08
2010-02-02,13.28
2010-02-01,12.99
2010-01-29,12.96
2010-01-28,12.85
2010-01-27,13.15
2010-01-26,13.25
2010-01-25,13.26
2010-01-22,13.01
2010-01-21,13.4
2010-01-20,13.66
2010-01-19,13.94
2010-01-15,13.71
2010-01-14,13.98
2010-01-13,13.95
2010-01-12,14.03
2010-01-11,14.54
2010-01-08,14.5
2010-01-07,14.43
2010-01-06,14.55
2010-01-05,14.34
2010-01-04,14.4
2009-12-31,14.05
2009-12-30,14.22
2009-12-29,14.28
2009-12-28,14.02
2009-12-24,14.0
2009-12-23,13.88
2009-12-22,13.92
2009-12-21,14.06
2009-12-18,13.86
2009-12-17,13.62
2009-12-16,13.74
2009-12-15,13.5
2009-12-14,13.35
2009-12-11,13.24
2009-12-10,13.07
2009-12-09,12.89
2009-12-08,12.86
2009-12-07,12.82
2009-12-04,12.62
2009-12-03,12.29
2009-12-02,12.36
2009-12-01,12.32
2009-11-30,12.09
2009-11-27,12.09
2009-11-25,12.55
2009-11-24,12.44
2009-11-23,12.53
2009-11-20,12.47
2009-11-19,13.0
2009-11-18,13.07
2009-11-17,13.2
2009-11-16,13.32
2009-11-13,13.07
2009-11-12,12.78
2009-11-11,13.02
2009-11-10,12.94
2009-11-09,12.89
2009-11-06,12.49
2009-11-05,12.46
2009-11-04,12.05
2009-11-03,11.93
2009-11-02,11.94
2009-10-30,12.01
2009-10-29,12.4
2009-10-28,11.95
2009-10-27,12.43
2009-10-26,12.62
2009-10-23,12.73
2009-10-22,13.15
2009-10-21,12.99
2009-10-20,13.09
2009-10-19,13.19
2009-10-16,12.84
2009-10-15,13.07
2009-10-14,12.96
2009-10-13,12.62
2009-10-12,12.4
2009-10-09,12.51
2009-10-08,12.39
2009-10-07,12.08
2009-10-06,12.0
2009-10-05,11.89
2009-10-02,11.69
2009-10-01,11.73
2009-09-30,12.35
2009-09-29,12.34
2009-09-28,12.35
2009-09-25,12.02
2009-09-24,12.09
2009-09-23,12.4
2009-09-22,12.75
2009-09-21,12.6
2009-09-18,12.64
2009-09-17,12.58
2009-09-16,12.72
2009-09-15,12.41
2009-09-14,12.19
2009-09-11,12.1
2009-09-10,12.05
2009-09-09,11.67
2009-09-08,11.5
2009-09-04,11.4
2009-09-03,10.98
2009-09-02,10.89
2009-09-01,10.84
2009-08-31,11.16
2009-08-28,11.42
2009-08-27,11.47
2009-08-26,11.42
2009-08-25,11.36
2009-08-24,11.37
2009-08-21,11.45
2009-08-20,11.27
2009-08-19,11.15
2009-08-18,11.04
2009-08-17,10.8
2009-08-14,11.27
2009-08-13,11.49
2009-08-12,11.41
2009-08-11,11.26
2009-08-10,11.56
2009-08-07,11.52
2009-08-06,10.93
2009-08-05,10.78
2009-08-04,10.83
2009-08-03,10.93
2009-07-31,10.61
2009-07-30,10.53
2009-07-29,10.12
2009-07-28,10.52
2009-07-27,10.42
2009-07-24,10.2
2009-07-23,10.26
2009-07-22,10.04
2009-07-21,9.97
2009-07-20,9.99
2009-07-17,9.54
2009-07-16,9.49
2009-07-15,9.2
2009-07-14,8.85
2009-07-13,8.67
2009-07-10,8.49
2009-07-09,8.58
2009-07-08,8.45
2009-07-07,8.36
2009-07-06,8.7
2009-07-02,8.81
2009-07-01,9.39
2009-06-30,9.33
2009-06-29,9.41
2009-06-26,9.3
2009-06-25,9.31
2009-06-24,9.08
2009-06-23,8.98
2009-06-22,8.93
2009-06-19,9.41
2009-06-18,9.37
2009-06-17,9.35
2009-06-16,9.47
2009-06-15,9.76
2009-06-12,10.36
2009-06-11,10.44
2009-06-10,10.5
2009-06-09,10.43
2009-06-08,10.35
2009-06-05,10.2
2009-06-04,10.25
2009-06-03,10.24
2009-06-02,10.66
2009-06-01,10.51
2009-05-29,9.91
2009-05-28,9.71
2009-05-27,9.35
2009-05-26,9.45
2009-05-22,9.01
2009-05-21,8.68
2009-05-20,9.17
2009-05-19,9.31
2009-05-18,9.3
2009-05-15,8.79
2009-05-14,9.02
2009-05-13,8.75
2009-05-12,9.41
2009-05-11,9.46
2009-05-08,9.8
2009-05-07,9.51
2009-05-06,9.4
2009-05-05,8.85
2009-05-04,8.7
2009-05-01,8.18
2009-04-30,8.05
2009-04-29,7.94
2009-04-28,7.42
2009-04-27,7.5
2009-04-24,7.87
2009-04-23,7.64
2009-04-22,7.72
2009-04-21,7.68
2009-04-20,7.53
2009-04-17,8.27
2009-04-16,7.94
2009-04-15,7.49
2009-04-14,7.41
2009-04-13,7.62
2009-04-09,7.71
2009-04-08,7.27
2009-04-07,7.24
2009-04-06,7.55
2009-04-03,7.76
2009-04-02,7.54
2009-04-01,7.06
2009-03-31,6.8
2009-03-30,6.64
2009-03-27,7.02
2009-03-26,7.15
2009-03-25,6.85
2009-03-24,6.76
2009-03-23,6.78
2009-03-20,6.08
2009-03-19,6.21
2009-03-18,6.47
2009-03-17,6.29
2009-03-16,6.0
2009-03-13,5.98
2009-03-12,5.78
2009-03-11,5.61
2009-03-10,5.47
2009-03-09,4.99
2009-03-06,5.3
2009-03-05,5.38
2009-03-04,5.67
2009-03-03,5.38
2009-03-02,5.3
2009-02-27,5.53
2009-02-26,5.69
2009-02-25,5.94
2009-02-24,5.99
2009-02-23,5.64
2009-02-20,5.9
2009-02-19,5.9
2009-02-18,5.99
2009-02-17,6.02
2009-02-13,6.38
