HII,Date
210.22857666015625,2018-01-17
209.90956115722656,2018-01-18
214.55294799804688,2018-01-19
211.68185424804688,2018-01-22
208.27903747558594,2018-01-23
211.02610778808594,2018-01-24
213.78196716308594,2018-01-25
219.55076599121094,2018-01-26
219.4976348876953,2018-01-29
216.91896057128906,2018-01-30
210.49441528320312,2018-01-31
213.97694396972656,2018-02-01
216.01507568359375,2018-02-02
202.58114624023438,2018-02-05
201.7482147216797,2018-02-06
208.08412170410156,2018-02-07
199.71002197265625,2018-02-08
204.0875701904297,2018-02-09
208.18157958984375,2018-02-12
210.42352294921875,2018-02-13
213.91493225097656,2018-02-14
226.3120574951172,2018-02-15
235.4481964111328,2018-02-16
235.81153869628906,2018-02-20
240.0384063720703,2018-02-21
233.525634765625,2018-02-22
235.47152709960938,2018-02-23
236.49330139160156,2018-02-26
233.4635009765625,2018-02-27
232.79713439941406,2018-02-28
231.28663635253906,2018-03-01
231.76644897460938,2018-03-02
231.082275390625,2018-03-05
229.78506469726562,2018-03-06
230.61135864257812,2018-03-07
231.85528564453125,2018-03-08
234.5918731689453,2018-03-09
229.37637329101562,2018-03-12
229.8295135498047,2018-03-13
227.02182006835938,2018-03-14
225.564697265625,2018-03-15
225.76014709472656,2018-03-16
225.68019104003906,2018-03-19
227.91920471191406,2018-03-20
227.1639862060547,2018-03-21
221.37091064453125,2018-03-22
