MAS,Date
1.4656476974487305,1980-10-16
1.4541524648666382,1980-10-17
1.442657232284546,1980-10-20
1.390928864479065,1980-10-21
1.3966758251190186,1980-10-22
1.3966758251190186,1980-10-23
1.4024242162704468,1980-10-24
1.4024242162704468,1980-10-27
1.4081714153289795,1980-10-28
1.4599003791809082,1980-10-29
1.4369094371795654,1980-10-30
1.4369094371795654,1980-10-31
1.4369094371795654,1980-11-03
1.4541524648666382,1980-11-05
1.442657232284546,1980-11-06
1.442657232284546,1980-11-07
1.4484044313430786,1980-11-10
1.442657232284546,1980-11-11
1.431161642074585,1980-11-12
1.4484044313430786,1980-11-13
1.4943857192993164,1980-11-14
1.4886382818222046,1980-11-17
1.5403670072555542,1980-11-18
1.5461148023605347,1980-11-19
1.551862359046936,1980-11-20
1.5633573532104492,1980-11-21
1.5863481760025024,1980-11-24
1.5633573532104492,1980-11-25
1.5748529434204102,1980-11-26
1.551862359046936,1980-11-28
1.5001338720321655,1980-12-01
1.4484044313430786,1980-12-02
1.4484044313430786,1980-12-03
1.4484044313430786,1980-12-04
1.4369094371795654,1980-12-05
1.4024242162704468,1980-12-08
1.4484044313430786,1980-12-09
1.431161642074585,1980-12-10
1.4024242162704468,1980-12-11
1.3966758251190186,1980-12-12
1.3736861944198608,1980-12-15
1.3679381608963013,1980-12-16
1.3621902465820312,1980-12-17
1.3794327974319458,1980-12-18
1.3794327974319458,1980-12-19
1.3621902465820312,1980-12-22
1.4024242162704468,1980-12-23
1.4081714153289795,1980-12-24
1.4024242162704468,1980-12-26
1.4024242162704468,1980-12-29
1.390928864479065,1980-12-30
1.3966758251190186,1980-12-31
1.3851814270019531,1981-01-02
1.4139193296432495,1981-01-05
1.4081714153289795,1981-01-06
1.3679381608963013,1981-01-07
1.390928864479065,1981-01-08
1.3679381608963013,1981-01-09
1.3621902465820312,1981-01-12
1.3564424514770508,1981-01-13
1.3736861944198608,1981-01-14
1.3621902465820312,1981-01-15
1.350695013999939,1981-01-16
1.350695013999939,1981-01-19
1.350695013999939,1981-01-20
1.3104615211486816,1981-01-21
1.3277056217193604,1981-01-22
1.350695013999939,1981-01-23
1.3679381608963013,1981-01-26
1.3621902465820312,1981-01-27
1.3621902465820312,1981-01-28
1.3679381608963013,1981-01-29
1.3736861944198608,1981-01-30
1.3679381608963013,1981-02-02
1.3679381608963013,1981-02-03
1.4254145622253418,1981-02-04
1.431161642074585,1981-02-05
1.442657232284546,1981-02-06
1.4081714153289795,1981-02-09
1.4196670055389404,1981-02-10
1.4369094371795654,1981-02-11
1.4139193296432495,1981-02-12
1.4254145622253418,1981-02-13
1.4541524648666382,1981-02-17
1.4713956117630005,1981-02-18
1.4656476974487305,1981-02-19
1.4541524648666382,1981-02-20
1.4771438837051392,1981-02-23
1.551862359046936,1981-02-24
1.5288722515106201,1981-02-25
1.5288722515106201,1981-02-26
1.5863481760025024,1981-02-27
1.666815161705017,1981-03-02
1.6783101558685303,1981-03-03
1.6898057460784912,1981-03-04
1.6725624799728394,1981-03-05
1.6955535411834717,1981-03-06
1.6955535411834717,1981-03-09
1.7013019323349,1981-03-10
1.6955535411834717,1981-03-11
1.6898057460784912,1981-03-12
1.6898057460784912,1981-03-13
1.6955535411834717,1981-03-16
1.666815161705017,1981-03-17
1.6783101558685303,1981-03-18
1.6898057460784912,1981-03-19
1.6955535411834717,1981-03-20
1.7013019323349,1981-03-23
1.7013019323349,1981-03-24
1.7702723741531372,1981-03-25
1.7587767839431763,1981-03-26
1.7702723741531372,1981-03-27
1.7875149250030518,1981-03-30
1.7817680835723877,1981-03-31
1.7817680835723877,1981-04-01
1.7702723741531372,1981-04-02
1.7702723741531372,1981-04-03
1.7645245790481567,1981-04-06
1.7702723741531372,1981-04-07
1.7242919206619263,1981-04-08
1.7472821474075317,1981-04-09
1.7645245790481567,1981-04-10
1.7645245790481567,1981-04-13
1.7645245790481567,1981-04-14
1.7932637929916382,1981-04-15
1.8449923992156982,1981-04-16
1.8794782161712646,1981-04-20
1.8449923992156982,1981-04-21
1.8794782161712646,1981-04-22
1.890972375869751,1981-04-23
1.9139628410339355,1981-04-24
1.942702293395996,1981-04-27
1.8794782161712646,1981-04-28
1.8334962129592896,1981-04-29
1.8105062246322632,1981-04-30
1.8105062246322632,1981-05-01
1.7530295848846436,1981-05-04
1.7300390005111694,1981-05-05
1.7990096807479858,1981-05-06
1.8162540197372437,1981-05-07
1.8105062246322632,1981-05-08
1.7472821474075317,1981-05-11
1.7300390005111694,1981-05-12
1.7472821474075317,1981-05-13
1.7013019323349,1981-05-14
1.7242919206619263,1981-05-15
1.7300390005111694,1981-05-18
1.7702723741531372,1981-05-19
1.839245080947876,1981-05-20
1.7990096807479858,1981-05-21
1.8105062246322632,1981-05-22
1.7990096807479858,1981-05-26
1.7990096807479858,1981-05-27
1.8277493715286255,1981-05-28
1.8507384061813354,1981-05-29
1.8737298250198364,1981-06-01
1.9139628410339355,1981-06-02
1.9197113513946533,1981-06-03
1.9312068223953247,1981-06-04
1.9369550943374634,1981-06-05
1.9312068223953247,1981-06-08
1.9254592657089233,1981-06-09
1.890972375869751,1981-06-10
1.8967196941375732,1981-06-11
1.8967196941375732,1981-06-12
1.8967196941375732,1981-06-15
1.8794782161712646,1981-06-16
1.8794782161712646,1981-06-17
1.9024683237075806,1981-06-18
1.8679828643798828,1981-06-19
1.839245080947876,1981-06-22
1.8564866781234741,1981-06-23
1.8622350692749023,1981-06-24
1.8622350692749023,1981-06-25
1.8449923992156982,1981-06-26
1.8277493715286255,1981-06-29
1.8162540197372437,1981-06-30
1.7875149250030518,1981-07-01
1.735787272453308,1981-07-02
1.7013019323349,1981-07-06
1.649572730064392,1981-07-07
1.6553202867507935,1981-07-08
1.6898057460784912,1981-07-09
1.6783101558685303,1981-07-10
1.666815161705017,1981-07-13
1.6725624799728394,1981-07-14
1.6725624799728394,1981-07-15
1.6438244581222534,1981-07-16
1.649572730064392,1981-07-17
1.649572730064392,1981-07-20
1.649572730064392,1981-07-21
1.6380767822265625,1981-07-22
1.6380767822265625,1981-07-23
1.6610668897628784,1981-07-24
1.666815161705017,1981-07-27
1.6725624799728394,1981-07-28
1.666815161705017,1981-07-29
1.6783101558685303,1981-07-30
1.666815161705017,1981-07-31
1.6725624799728394,1981-08-03
1.666815161705017,1981-08-04
1.6553202867507935,1981-08-05
1.6725624799728394,1981-08-06
1.6783101558685303,1981-08-07
1.6725624799728394,1981-08-10
1.6725624799728394,1981-08-11
1.6553202867507935,1981-08-12
1.649572730064392,1981-08-13
1.6553202867507935,1981-08-14
1.6438244581222534,1981-08-17
1.6150859594345093,1981-08-18
1.6035910844802856,1981-08-19
1.620832920074463,1981-08-20
1.6093392372131348,1981-08-21
1.5806000232696533,1981-08-24
1.5173763036727905,1981-08-25
1.592096209526062,1981-08-26
1.5576090812683105,1981-08-27
1.551862359046936,1981-08-28
1.5461148023605347,1981-08-31
1.5576090812683105,1981-09-01
1.5691052675247192,1981-09-02
1.5691052675247192,1981-09-03
1.551862359046936,1981-09-04
1.5288722515106201,1981-09-08
1.5403670072555542,1981-09-09
1.5576090812683105,1981-09-10
1.5576090812683105,1981-09-11
1.5863481760025024,1981-09-14
1.5806000232696533,1981-09-15
1.620832920074463,1981-09-16
1.592096209526062,1981-09-17
1.5748529434204102,1981-09-18
1.5691052675247192,1981-09-21
1.6438244581222534,1981-09-22
1.6035910844802856,1981-09-23
1.6265817880630493,1981-09-24
1.6093392372131348,1981-09-25
1.6150859594345093,1981-09-28
1.6553202867507935,1981-09-29
1.6323297023773193,1981-09-30
1.6323297023773193,1981-10-01
1.620832920074463,1981-10-02
1.597843885421753,1981-10-05
1.620832920074463,1981-10-06
1.6380767822265625,1981-10-07
1.6438244581222534,1981-10-08
1.6783101558685303,1981-10-09
1.7587767839431763,1981-10-12
1.8047587871551514,1981-10-13
1.735787272453308,1981-10-14
1.7472821474075317,1981-10-15
1.7242919206619263,1981-10-16
1.7415345907211304,1981-10-19
1.7530295848846436,1981-10-20
1.7932637929916382,1981-10-21
1.7587767839431763,1981-10-22
1.7472821474075317,1981-10-23
1.7587767839431763,1981-10-26
1.7760200500488281,1981-10-27
1.7702723741531372,1981-10-28
1.7472821474075317,1981-10-29
1.7702723741531372,1981-10-30
1.8047587871551514,1981-11-02
1.8105062246322632,1981-11-03
1.8105062246322632,1981-11-04
1.7990096807479858,1981-11-05
1.8105062246322632,1981-11-06
1.7990096807479858,1981-11-09
1.8334962129592896,1981-11-10
1.7990096807479858,1981-11-11
1.7817680835723877,1981-11-12
1.7587767839431763,1981-11-13
1.7415345907211304,1981-11-16
1.7587767839431763,1981-11-17
1.735787272453308,1981-11-18
1.7242919206619263,1981-11-19
1.735787272453308,1981-11-20
1.7415345907211304,1981-11-23
1.735787272453308,1981-11-24
1.7530295848846436,1981-11-25
1.7530295848846436,1981-11-27
1.7185441255569458,1981-11-30
1.7587767839431763,1981-12-01
1.7530295848846436,1981-12-02
1.7472821474075317,1981-12-03
1.7817680835723877,1981-12-04
1.7817680835723877,1981-12-07
1.7587767839431763,1981-12-08
1.7587767839431763,1981-12-09
1.7587767839431763,1981-12-10
1.7817680835723877,1981-12-11
1.7760200500488281,1981-12-14
1.7645245790481567,1981-12-15
1.7587767839431763,1981-12-16
1.7760200500488281,1981-12-17
1.839245080947876,1981-12-18
1.7875149250030518,1981-12-21
1.7185441255569458,1981-12-22
1.7013019323349,1981-12-23
1.735787272453308,1981-12-24
1.7300390005111694,1981-12-28
1.7185441255569458,1981-12-29
1.7070494890213013,1981-12-30
1.7013019323349,1981-12-31
1.7415345907211304,1982-01-04
1.6898057460784912,1982-01-05
1.666815161705017,1982-01-06
1.6610668897628784,1982-01-07
1.6955535411834717,1982-01-08
1.666815161705017,1982-01-11
1.6553202867507935,1982-01-12
1.6610668897628784,1982-01-13
1.666815161705017,1982-01-14
1.6898057460784912,1982-01-15
1.7242919206619263,1982-01-18
1.7127952575683594,1982-01-19
1.6898057460784912,1982-01-20
1.6898057460784912,1982-01-21
1.6840580701828003,1982-01-22
1.6553202867507935,1982-01-25
1.666815161705017,1982-01-26
1.6438244581222534,1982-01-27
1.6438244581222534,1982-01-28
1.6438244581222534,1982-01-29
1.620832920074463,1982-02-01
1.6093392372131348,1982-02-02
1.6150859594345093,1982-02-03
1.597843885421753,1982-02-04
1.6093392372131348,1982-02-05
1.597843885421753,1982-02-08
1.5806000232696533,1982-02-09
1.6035910844802856,1982-02-10
1.5863481760025024,1982-02-11
1.5863481760025024,1982-02-12
1.597843885421753,1982-02-16
1.5863481760025024,1982-02-17
1.5863481760025024,1982-02-18
1.597843885421753,1982-02-19
1.5633573532104492,1982-02-22
1.5173763036727905,1982-02-23
1.5116291046142578,1982-02-24
1.5231246948242188,1982-02-25
1.4828910827636719,1982-02-26
1.4828910827636719,1982-03-01
1.505881428718567,1982-03-02
1.4713956117630005,1982-03-03
1.390928864479065,1982-03-04
1.3564424514770508,1982-03-05
1.2472376823425293,1982-03-08
1.3392009735107422,1982-03-09
1.350695013999939,1982-03-10
1.350695013999939,1982-03-11
1.333452820777893,1982-03-12
1.3277056217193604,1982-03-15
1.3966758251190186,1982-03-16
1.4081714153289795,1982-03-17
1.4541524648666382,1982-03-18
1.505881428718567,1982-03-19
1.5403670072555542,1982-03-22
1.5403670072555542,1982-03-23
1.5748529434204102,1982-03-24
1.5633573532104492,1982-03-25
1.5403670072555542,1982-03-26
1.551862359046936,1982-03-29
1.5576090812683105,1982-03-30
1.5576090812683105,1982-03-31
1.5633573532104492,1982-04-01
1.5691052675247192,1982-04-02
1.5288722515106201,1982-04-05
1.5001338720321655,1982-04-06
1.5116291046142578,1982-04-07
1.505881428718567,1982-04-08
1.4943857192993164,1982-04-12
1.5231246948242188,1982-04-13
1.5116291046142578,1982-04-14
1.4943857192993164,1982-04-15
1.5173763036727905,1982-04-16
1.5288722515106201,1982-04-19
1.5633573532104492,1982-04-20
1.5748529434204102,1982-04-21
1.6380767822265625,1982-04-22
1.6150859594345093,1982-04-23
1.6150859594345093,1982-04-26
1.6265817880630493,1982-04-27
1.597843885421753,1982-04-28
1.5633573532104492,1982-04-29
1.5863481760025024,1982-04-30
1.592096209526062,1982-05-03
1.5806000232696533,1982-05-04
1.5691052675247192,1982-05-05
1.5748529434204102,1982-05-06
1.5748529434204102,1982-05-07
1.5691052675247192,1982-05-10
1.5691052675247192,1982-05-11
1.5403670072555542,1982-05-12
1.551862359046936,1982-05-13
1.5403670072555542,1982-05-14
1.551862359046936,1982-05-17
1.592096209526062,1982-05-18
1.6093392372131348,1982-05-19
1.5806000232696533,1982-05-20
1.5806000232696533,1982-05-21
1.5633573532104492,1982-05-24
1.5576090812683105,1982-05-25
1.5461148023605347,1982-05-26
1.4943857192993164,1982-05-27
1.4886382818222046,1982-05-28
1.4713956117630005,1982-06-01
1.4484044313430786,1982-06-02
1.4369094371795654,1982-06-03
1.4254145622253418,1982-06-04
1.4599003791809082,1982-06-07
1.4369094371795654,1982-06-08
1.3851814270019531,1982-06-09
1.3794327974319458,1982-06-10
1.431161642074585,1982-06-11
1.3794327974319458,1982-06-14
1.3794327974319458,1982-06-15
1.3966758251190186,1982-06-16
1.4081714153289795,1982-06-17
1.4254145622253418,1982-06-18
1.4024242162704468,1982-06-21
1.3966758251190186,1982-06-22
1.4484044313430786,1982-06-23
1.5173763036727905,1982-06-24
1.5116291046142578,1982-06-25
1.4943857192993164,1982-06-28
1.4943857192993164,1982-06-29
1.5001338720321655,1982-06-30
1.4886382818222046,1982-07-01
1.4828910827636719,1982-07-02
1.4656476974487305,1982-07-06
1.4943857192993164,1982-07-07
1.4943857192993164,1982-07-08
1.5346198081970215,1982-07-09
1.5748529434204102,1982-07-12
1.6323297023773193,1982-07-13
1.6093392372131348,1982-07-14
1.592096209526062,1982-07-15
1.5806000232696533,1982-07-16
1.5806000232696533,1982-07-19
1.5748529434204102,1982-07-20
1.5863481760025024,1982-07-21
1.6265817880630493,1982-07-22
1.6150859594345093,1982-07-23
1.6093392372131348,1982-07-26
1.5863481760025024,1982-07-27
1.5403670072555542,1982-07-28
1.4599003791809082,1982-07-29
1.4369094371795654,1982-07-30
1.4886382818222046,1982-08-02
1.4828910827636719,1982-08-03
1.4656476974487305,1982-08-04
1.4369094371795654,1982-08-05
1.4254145622253418,1982-08-06
1.390928864479065,1982-08-09
1.4081714153289795,1982-08-10
1.4139193296432495,1982-08-11
1.4484044313430786,1982-08-12
1.4943857192993164,1982-08-13
1.5116291046142578,1982-08-16
1.5346198081970215,1982-08-17
1.5748529434204102,1982-08-18
1.5461148023605347,1982-08-19
1.6093392372131348,1982-08-20
1.6093392372131348,1982-08-23
1.6150859594345093,1982-08-24
1.6323297023773193,1982-08-25
1.6093392372131348,1982-08-26
1.597843885421753,1982-08-27
1.5863481760025024,1982-08-30
1.6323297023773193,1982-08-31
1.6265817880630493,1982-09-01
1.6093392372131348,1982-09-02
1.7472821474075317,1982-09-03
1.7185441255569458,1982-09-07
1.7702723741531372,1982-09-08
1.839245080947876,1982-09-09
1.839245080947876,1982-09-10
1.8047587871551514,1982-09-13
1.7702723741531372,1982-09-14
1.822001576423645,1982-09-15
1.8105062246322632,1982-09-16
1.7702723741531372,1982-09-17
1.7990096807479858,1982-09-20
1.8277493715286255,1982-09-21
1.7702723741531372,1982-09-22
1.7472821474075317,1982-09-23
1.7530295848846436,1982-09-24
1.7300390005111694,1982-09-27
1.7300390005111694,1982-09-28
1.6783101558685303,1982-09-29
1.6898057460784912,1982-09-30
1.6898057460784912,1982-10-01
1.7185441255569458,1982-10-04
1.7300390005111694,1982-10-05
1.7415345907211304,1982-10-06
1.8105062246322632,1982-10-07
1.8564866781234741,1982-10-08
1.9254592657089233,1982-10-11
2.0231690406799316,1982-10-12
2.086392641067505,1982-10-13
2.074897289276123,1982-10-14
2.051907777786255,1982-10-15
2.086392641067505,1982-10-18
2.097888708114624,1982-10-19
2.1496164798736572,1982-10-20
2.1955974102020264,1982-10-21
2.253075361251831,1982-10-22
2.2185893058776855,1982-10-25
2.2185893058776855,1982-10-26
2.2415785789489746,1982-10-27
2.2185893058776855,1982-10-28
2.2243359088897705,1982-10-29
2.2415785789489746,1982-11-01
2.2415785789489746,1982-11-02
2.3048031330108643,1982-11-03
2.276063919067383,1982-11-04
2.293307065963745,1982-11-05
2.3450350761413574,1982-11-08
2.3967642784118652,1982-11-09
2.3105506896972656,1982-11-10
2.3162989616394043,1982-11-11
2.3162989616394043,1982-11-12
2.2818126678466797,1982-11-15
2.247326135635376,1982-11-16
2.264571189880371,1982-11-17
2.2875592708587646,1982-11-18
2.293307065963745,1982-11-19
2.253075361251831,1982-11-22
2.247326135635376,1982-11-23
2.2415785789489746,1982-11-24
2.264571189880371,1982-11-26
2.2875592708587646,1982-11-29
2.4140095710754395,1982-11-30
2.3795225620269775,1982-12-01
2.4714841842651367,1982-12-02
2.459988832473755,1982-12-03
2.4714841842651367,1982-12-06
2.45424222946167,1982-12-07
2.425504446029663,1982-12-08
2.3450350761413574,1982-12-09
2.3565313816070557,1982-12-10
2.339287042617798,1982-12-13
2.3565313816070557,1982-12-14
2.3162989616394043,1982-12-15
2.3335416316986084,1982-12-16
2.3680272102355957,1982-12-17
2.3910179138183594,1982-12-20
2.402512788772583,1982-12-21
2.402512788772583,1982-12-22
2.4369990825653076,1982-12-23
2.517465591430664,1982-12-27
2.528961658477783,1982-12-28
2.6209230422973633,1982-12-29
2.5979321002960205,1982-12-30
2.609428882598877,1982-12-31
2.528961658477783,1983-01-03
2.609428882598877,1983-01-04
2.563448667526245,1983-01-05
2.7013893127441406,1983-01-06
2.86232328414917,1983-01-07
2.7473714351654053,1983-01-10
2.7128849029541016,1983-01-11
2.7588655948638916,1983-01-12
2.6898953914642334,1983-01-13
2.643913507461548,1983-01-14
2.6209230422973633,1983-01-17
2.609428882598877,1983-01-18
2.5519516468048096,1983-01-19
2.517465591430664,1983-01-20
2.517465591430664,1983-01-21
2.3910179138183594,1983-01-24
2.482980489730835,1983-01-25
2.459988832473755,1983-01-26
2.4944751262664795,1983-01-27
2.5404582023620605,1983-01-28
2.528961658477783,1983-01-31
2.482980489730835,1983-02-01
2.425504446029663,1983-02-02
2.5059714317321777,1983-02-03
2.6209230422973633,1983-02-04
2.7013893127441406,1983-02-07
2.7243804931640625,1983-02-08
2.7473714351654053,1983-02-09
2.7588655948638916,1983-02-10
2.73587703704834,1983-02-11
2.73587703704834,1983-02-14
2.6898953914642334,1983-02-15
2.6784019470214844,1983-02-16
2.666905641555786,1983-02-17
2.6324191093444824,1983-02-18
2.609428882598877,1983-02-22
2.7473714351654053,1983-02-23
2.7243804931640625,1983-02-24
2.781858205795288,1983-02-25
2.827838659286499,1983-02-28
2.8968088626861572,1983-03-01
2.94279146194458,1983-03-02
2.9657821655273438,1983-03-03
2.977276563644409,1983-03-04
2.8968088626861572,1983-03-07
2.827838659286499,1983-03-08
2.94279146194458,1983-03-09
2.94279146194458,1983-03-10
2.8968088626861572,1983-03-11
2.827838659286499,1983-03-14
2.816342830657959,1983-03-15
2.781858205795288,1983-03-16
2.793351411819458,1983-03-17
2.7588655948638916,1983-03-18
2.7243804931640625,1983-03-21
2.7473714351654053,1983-03-22
2.9312963485717773,1983-03-23
3.0807340145111084,1983-03-24
3.0807340145111084,1983-03-25
3.0807340145111084,1983-03-28
3.069239616394043,1983-03-29
3.069239616394043,1983-03-30
3.0807340145111084,1983-03-31
3.011762857437134,1983-04-04
2.988771915435791,1983-04-05
3.011762857437134,1983-04-06
2.988771915435791,1983-04-07
3.000267505645752,1983-04-08
3.0232582092285156,1983-04-11
3.0577445030212402,1983-04-12
3.0462489128112793,1983-04-13
3.0577445030212402,1983-04-14
3.0807340145111084,1983-04-15
3.0807340145111084,1983-04-18
2.988771915435791,1983-04-19
2.94279146194458,1983-04-20
2.9198007583618164,1983-04-21
2.9198007583618164,1983-04-22
2.8968088626861572,1983-04-25
2.816342830657959,1983-04-26
2.816342830657959,1983-04-27
2.839334011077881,1983-04-28
2.9312963485717773,1983-04-29
2.8968088626861572,1983-05-02
2.827838659286499,1983-05-03
2.8508284091949463,1983-05-04
2.8968088626861572,1983-05-05
3.011762857437134,1983-05-06
3.0577445030212402,1983-05-09
3.011762857437134,1983-05-10
2.9198007583618164,1983-05-11
2.9198007583618164,1983-05-12
2.8968088626861572,1983-05-13
2.8508284091949463,1983-05-16
2.827838659286499,1983-05-17
2.8508284091949463,1983-05-18
2.88531494140625,1983-05-19
2.873818874359131,1983-05-20
2.873818874359131,1983-05-23
2.8508284091949463,1983-05-24
2.793351411819458,1983-05-25
2.816342830657959,1983-05-26
2.839334011077881,1983-05-27
2.793351411819458,1983-05-31
2.793351411819458,1983-06-01
2.7588655948638916,1983-06-02
2.8048479557037354,1983-06-03
2.7243804931640625,1983-06-06
2.666905641555786,1983-06-07
2.7473714351654053,1983-06-08
2.73587703704834,1983-06-09
2.7588655948638916,1983-06-10
2.7588655948638916,1983-06-13
2.793351411819458,1983-06-14
2.816342830657959,1983-06-15
2.9657821655273438,1983-06-16
3.172696352005005,1983-06-17
3.2301719188690186,1983-06-20
3.241666316986084,1983-06-21
3.3566203117370605,1983-06-22
3.345125436782837,1983-06-23
3.2646594047546387,1983-06-24
3.195687770843506,1983-06-27
3.1267147064208984,1983-06-28
3.0577445030212402,1983-06-29
3.000267505645752,1983-06-30
3.0347535610198975,1983-07-01
3.0232582092285156,1983-07-05
2.94279146194458,1983-07-06
2.9657821655273438,1983-07-07
2.9542877674102783,1983-07-08
2.9644384384155273,1983-07-11
2.8375532627105713,1983-07-12
2.8144843578338623,1983-07-13
2.95290207862854,1983-07-14
2.9759724140167236,1983-07-15
2.98750638961792,1983-07-18
2.98750638961792,1983-07-19
3.056713342666626,1983-07-20
3.010575771331787,1983-07-21
3.010575771331787,1983-07-22
3.010575771331787,1983-07-25
3.022109270095825,1983-07-26
2.999040365219116,1983-07-27
2.8375532627105713,1983-07-28
2.849090814590454,1983-07-29
2.68760347366333,1983-08-01
2.7222065925598145,1983-08-02
2.6991374492645264,1983-08-03
2.6645328998565674,1983-08-04
2.652998685836792,1983-08-05
2.595325231552124,1983-08-08
2.583789825439453,1983-08-09
2.595325231552124,1983-08-10
2.676067590713501,1983-08-11
2.7222065925598145,1983-08-12
2.779881715774536,1983-08-15
2.779881715774536,1983-08-16
2.9067635536193848,1983-08-17
2.8721580505371094,1983-08-18
2.8721580505371094,1983-08-19
2.9759724140167236,1983-08-22
2.999040365219116,1983-08-23
2.8721580505371094,1983-08-24
2.8260204792022705,1983-08-25
2.791414737701416,1983-08-26
2.791414737701416,1983-08-29
2.779881715774536,1983-08-30
2.95290207862854,1983-08-31
2.95290207862854,1983-09-01
3.010575771331787,1983-09-02
2.95290207862854,1983-09-06
3.0336451530456543,1983-09-07
3.0797839164733887,1983-09-08
3.0913190841674805,1983-09-09
3.1028530597686768,1983-09-12
3.137458562850952,1983-09-13
3.0913190841674805,1983-09-14
3.045180559158325,1983-09-15
3.1028530597686768,1983-09-16
