KEYS,Date
33.939998626708984,2015-04-28
33.779998779296875,2015-04-29
33.459999084472656,2015-04-30
33.61000061035156,2015-05-01
34.47999954223633,2015-05-04
34.0,2015-05-05
33.650001525878906,2015-05-06
33.90999984741211,2015-05-07
34.58000183105469,2015-05-08
35.02000045776367,2015-05-11
34.7599983215332,2015-05-12
35.25,2015-05-13
35.189998626708984,2015-05-14
35.33000183105469,2015-05-15
36.220001220703125,2015-05-18
34.9900016784668,2015-05-19
32.380001068115234,2015-05-20
33.029998779296875,2015-05-21
33.08000183105469,2015-05-22
32.61000061035156,2015-05-26
32.970001220703125,2015-05-27
32.900001525878906,2015-05-28
32.86000061035156,2015-05-29
32.84000015258789,2015-06-01
32.970001220703125,2015-06-02
33.220001220703125,2015-06-03
32.880001068115234,2015-06-04
32.88999938964844,2015-06-05
32.77000045776367,2015-06-08
32.86000061035156,2015-06-09
33.11000061035156,2015-06-10
33.150001525878906,2015-06-11
33.029998779296875,2015-06-12
32.619998931884766,2015-06-15
32.619998931884766,2015-06-16
33.0099983215332,2015-06-17
33.400001525878906,2015-06-18
33.290000915527344,2015-06-19
33.5,2015-06-22
32.88999938964844,2015-06-23
32.459999084472656,2015-06-24
32.15999984741211,2015-06-25
32.25,2015-06-26
31.399999618530273,2015-06-29
31.190000534057617,2015-06-30
31.25,2015-07-01
31.469999313354492,2015-07-02
31.25,2015-07-06
31.229999542236328,2015-07-07
30.3799991607666,2015-07-08
30.31999969482422,2015-07-09
30.350000381469727,2015-07-10
30.739999771118164,2015-07-13
30.93000030517578,2015-07-14
30.510000228881836,2015-07-15
30.790000915527344,2015-07-16
30.559999465942383,2015-07-17
30.760000228881836,2015-07-20
30.420000076293945,2015-07-21
30.739999771118164,2015-07-22
30.299999237060547,2015-07-23
30.059999465942383,2015-07-24
29.68000030517578,2015-07-27
30.059999465942383,2015-07-28
30.489999771118164,2015-07-29
30.639999389648438,2015-07-30
30.540000915527344,2015-07-31
30.489999771118164,2015-08-03
30.40999984741211,2015-08-04
30.350000381469727,2015-08-05
29.719999313354492,2015-08-06
29.860000610351562,2015-08-07
30.639999389648438,2015-08-10
30.079999923706055,2015-08-11
29.8799991607666,2015-08-12
29.90999984741211,2015-08-13
30.3700008392334,2015-08-14
30.3799991607666,2015-08-17
30.0,2015-08-18
29.540000915527344,2015-08-19
32.77000045776367,2015-08-20
32.349998474121094,2015-08-21
30.59000015258789,2015-08-24
30.350000381469727,2015-08-25
31.059999465942383,2015-08-26
31.670000076293945,2015-08-27
31.920000076293945,2015-08-28
32.040000915527344,2015-08-31
31.25,2015-09-01
31.84000015258789,2015-09-02
32.61000061035156,2015-09-03
32.2400016784668,2015-09-04
33.09000015258789,2015-09-08
32.720001220703125,2015-09-09
32.970001220703125,2015-09-10
32.84000015258789,2015-09-11
32.83000183105469,2015-09-14
32.95000076293945,2015-09-15
33.54999923706055,2015-09-16
33.709999084472656,2015-09-17
32.83000183105469,2015-09-18
32.900001525878906,2015-09-21
32.04999923706055,2015-09-22
31.780000686645508,2015-09-23
31.209999084472656,2015-09-24
31.010000228881836,2015-09-25
30.229999542236328,2015-09-28
30.170000076293945,2015-09-29
30.84000015258789,2015-09-30
30.43000030517578,2015-10-01
31.299999237060547,2015-10-02
32.099998474121094,2015-10-05
32.150001525878906,2015-10-06
32.70000076293945,2015-10-07
33.119998931884766,2015-10-08
32.68000030517578,2015-10-09
32.29999923706055,2015-10-12
32.0,2015-10-13
32.439998626708984,2015-10-14
32.7599983215332,2015-10-15
32.59000015258789,2015-10-16
32.029998779296875,2015-10-19
32.0,2015-10-20
31.530000686645508,2015-10-21
32.0099983215332,2015-10-22
32.29999923706055,2015-10-23
32.0099983215332,2015-10-26
31.799999237060547,2015-10-27
32.9900016784668,2015-10-28
33.060001373291016,2015-10-29
33.08000183105469,2015-10-30
33.369998931884766,2015-11-02
33.08000183105469,2015-11-03
32.70000076293945,2015-11-04
32.27000045776367,2015-11-05
31.989999771118164,2015-11-06
31.65999984741211,2015-11-09
30.84000015258789,2015-11-10
31.049999237060547,2015-11-11
30.31999969482422,2015-11-12
30.3799991607666,2015-11-13
30.989999771118164,2015-11-16
30.809999465942383,2015-11-17
31.229999542236328,2015-11-18
31.1299991607666,2015-11-19
29.469999313354492,2015-11-20
30.079999923706055,2015-11-23
30.56999969482422,2015-11-24
30.600000381469727,2015-11-25
30.799999237060547,2015-11-27
30.809999465942383,2015-11-30
29.989999771118164,2015-12-01
29.799999237060547,2015-12-02
29.049999237060547,2015-12-03
29.579999923706055,2015-12-04
29.18000030517578,2015-12-07
29.209999084472656,2015-12-08
28.940000534057617,2015-12-09
29.0,2015-12-10
28.639999389648438,2015-12-11
27.860000610351562,2015-12-14
28.360000610351562,2015-12-15
28.3700008392334,2015-12-16
28.459999084472656,2015-12-17
28.010000228881836,2015-12-18
28.110000610351562,2015-12-21
28.559999465942383,2015-12-22
29.0,2015-12-23
28.950000762939453,2015-12-24
28.780000686645508,2015-12-28
28.6200008392334,2015-12-29
28.579999923706055,2015-12-30
28.329999923706055,2015-12-31
27.809999465942383,2016-01-04
27.75,2016-01-05
27.299999237060547,2016-01-06
26.219999313354492,2016-01-07
25.450000762939453,2016-01-08
24.93000030517578,2016-01-11
25.25,2016-01-12
24.43000030517578,2016-01-13
24.649999618530273,2016-01-14
23.530000686645508,2016-01-15
23.209999084472656,2016-01-19
22.90999984741211,2016-01-20
23.329999923706055,2016-01-21
24.0,2016-01-22
23.959999084472656,2016-01-25
23.989999771118164,2016-01-26
23.469999313354492,2016-01-27
23.139999389648438,2016-01-28
23.399999618530273,2016-01-29
23.0,2016-02-01
22.440000534057617,2016-02-02
22.389999389648438,2016-02-03
22.940000534057617,2016-02-04
22.239999771118164,2016-02-05
21.3799991607666,2016-02-08
21.18000030517578,2016-02-09
21.760000228881836,2016-02-10
21.549999237060547,2016-02-11
22.209999084472656,2016-02-12
22.600000381469727,2016-02-16
23.049999237060547,2016-02-17
23.219999313354492,2016-02-18
23.899999618530273,2016-02-19
24.670000076293945,2016-02-22
25.18000030517578,2016-02-23
25.729999542236328,2016-02-24
25.739999771118164,2016-02-25
25.940000534057617,2016-02-26
26.09000015258789,2016-02-29
26.34000015258789,2016-03-01
26.8799991607666,2016-03-02
27.09000015258789,2016-03-03
27.219999313354492,2016-03-04
27.149999618530273,2016-03-07
26.739999771118164,2016-03-08
25.799999237060547,2016-03-09
26.049999237060547,2016-03-10
26.559999465942383,2016-03-11
26.56999969482422,2016-03-14
26.209999084472656,2016-03-15
26.520000457763672,2016-03-16
27.25,2016-03-17
27.739999771118164,2016-03-18
27.940000534057617,2016-03-21
28.219999313354492,2016-03-22
27.0,2016-03-23
27.0,2016-03-24
27.239999771118164,2016-03-28
27.739999771118164,2016-03-29
27.420000076293945,2016-03-30
27.739999771118164,2016-03-31
27.809999465942383,2016-04-01
27.350000381469727,2016-04-04
26.899999618530273,2016-04-05
26.770000457763672,2016-04-06
26.43000030517578,2016-04-07
26.719999313354492,2016-04-08
26.940000534057617,2016-04-11
26.719999313354492,2016-04-12
27.799999237060547,2016-04-13
27.31999969482422,2016-04-14
27.139999389648438,2016-04-15
27.100000381469727,2016-04-18
27.260000228881836,2016-04-19
27.15999984741211,2016-04-20
27.06999969482422,2016-04-21
27.43000030517578,2016-04-22
26.920000076293945,2016-04-25
27.290000915527344,2016-04-26
27.1200008392334,2016-04-27
26.450000762939453,2016-04-28
26.079999923706055,2016-04-29
26.0,2016-05-02
26.0,2016-05-03
25.90999984741211,2016-05-04
25.829999923706055,2016-05-05
25.979999542236328,2016-05-06
25.719999313354492,2016-05-09
26.209999084472656,2016-05-10
25.84000015258789,2016-05-11
26.270000457763672,2016-05-12
25.979999542236328,2016-05-13
26.270000457763672,2016-05-16
26.209999084472656,2016-05-17
26.209999084472656,2016-05-18
25.989999771118164,2016-05-19
29.940000534057617,2016-05-20
30.1299991607666,2016-05-23
30.420000076293945,2016-05-24
30.489999771118164,2016-05-25
30.479999542236328,2016-05-26
30.719999313354492,2016-05-27
30.6299991607666,2016-05-31
30.84000015258789,2016-06-01
31.389999389648438,2016-06-02
31.420000076293945,2016-06-03
31.56999969482422,2016-06-06
31.329999923706055,2016-06-07
31.700000762939453,2016-06-08
31.260000228881836,2016-06-09
30.639999389648438,2016-06-10
29.90999984741211,2016-06-13
29.6299991607666,2016-06-14
29.84000015258789,2016-06-15
29.489999771118164,2016-06-16
29.65999984741211,2016-06-17
30.450000762939453,2016-06-20
30.059999465942383,2016-06-21
30.399999618530273,2016-06-22
31.030000686645508,2016-06-23
29.65999984741211,2016-06-24
28.489999771118164,2016-06-27
28.93000030517578,2016-06-28
29.079999923706055,2016-06-29
29.09000015258789,2016-06-30
28.93000030517578,2016-07-01
28.389999389648438,2016-07-05
28.25,2016-07-06
28.18000030517578,2016-07-07
29.020000457763672,2016-07-08
28.530000686645508,2016-07-11
28.899999618530273,2016-07-12
28.719999313354492,2016-07-13
28.8799991607666,2016-07-14
29.100000381469727,2016-07-15
29.31999969482422,2016-07-18
29.260000228881836,2016-07-19
29.719999313354492,2016-07-20
29.520000457763672,2016-07-21
29.860000610351562,2016-07-22
29.479999542236328,2016-07-25
29.670000076293945,2016-07-26
29.760000228881836,2016-07-27
29.56999969482422,2016-07-28
29.239999771118164,2016-07-29
29.190000534057617,2016-08-01
28.200000762939453,2016-08-02
28.610000610351562,2016-08-03
28.489999771118164,2016-08-04
28.93000030517578,2016-08-05
28.93000030517578,2016-08-08
28.790000915527344,2016-08-09
29.030000686645508,2016-08-10
29.209999084472656,2016-08-11
29.31999969482422,2016-08-12
29.670000076293945,2016-08-15
29.600000381469727,2016-08-16
29.68000030517578,2016-08-17
29.40999984741211,2016-08-18
30.190000534057617,2016-08-19
30.299999237060547,2016-08-22
30.290000915527344,2016-08-23
29.770000457763672,2016-08-24
29.979999542236328,2016-08-25
30.040000915527344,2016-08-26
30.260000228881836,2016-08-29
30.459999084472656,2016-08-30
30.43000030517578,2016-08-31
30.59000015258789,2016-09-01
30.440000534057617,2016-09-02
30.399999618530273,2016-09-06
30.399999618530273,2016-09-07
30.3700008392334,2016-09-08
29.530000686645508,2016-09-09
30.290000915527344,2016-09-12
29.780000686645508,2016-09-13
29.389999389648438,2016-09-14
29.979999542236328,2016-09-15
29.25,2016-09-16
30.649999618530273,2016-09-19
30.65999984741211,2016-09-20
31.06999969482422,2016-09-21
31.639999389648438,2016-09-22
31.469999313354492,2016-09-23
30.969999313354492,2016-09-26
31.149999618530273,2016-09-27
31.75,2016-09-28
31.100000381469727,2016-09-29
31.690000534057617,2016-09-30
31.350000381469727,2016-10-03
31.280000686645508,2016-10-04
31.559999465942383,2016-10-05
31.540000915527344,2016-10-06
31.280000686645508,2016-10-07
31.40999984741211,2016-10-10
31.15999984741211,2016-10-11
31.25,2016-10-12
31.31999969482422,2016-10-13
31.600000381469727,2016-10-14
31.649999618530273,2016-10-17
31.940000534057617,2016-10-18
32.5099983215332,2016-10-19
32.65999984741211,2016-10-20
32.4900016784668,2016-10-21
33.04999923706055,2016-10-24
32.880001068115234,2016-10-25
32.75,2016-10-26
32.88999938964844,2016-10-27
32.810001373291016,2016-10-28
32.79999923706055,2016-10-31
32.65999984741211,2016-11-01
31.979999542236328,2016-11-02
31.979999542236328,2016-11-03
31.81999969482422,2016-11-04
33.2599983215332,2016-11-07
33.209999084472656,2016-11-08
33.779998779296875,2016-11-09
33.93000030517578,2016-11-10
34.56999969482422,2016-11-11
34.79999923706055,2016-11-14
35.130001068115234,2016-11-15
35.11000061035156,2016-11-16
35.220001220703125,2016-11-17
35.88999938964844,2016-11-18
35.900001525878906,2016-11-21
36.599998474121094,2016-11-22
37.650001525878906,2016-11-23
38.2599983215332,2016-11-25
37.97999954223633,2016-11-28
37.2599983215332,2016-11-29
36.83000183105469,2016-11-30
35.4900016784668,2016-12-01
35.349998474121094,2016-12-02
35.84000015258789,2016-12-05
36.369998931884766,2016-12-06
36.630001068115234,2016-12-07
36.95000076293945,2016-12-08
37.119998931884766,2016-12-09
37.119998931884766,2016-12-12
37.150001525878906,2016-12-13
36.349998474121094,2016-12-14
36.5099983215332,2016-12-15
36.29999923706055,2016-12-16
35.88999938964844,2016-12-19
35.9900016784668,2016-12-20
36.150001525878906,2016-12-21
36.209999084472656,2016-12-22
36.869998931884766,2016-12-23
37.0,2016-12-27
36.459999084472656,2016-12-28
36.630001068115234,2016-12-29
36.56999969482422,2016-12-30
36.279998779296875,2017-01-03
36.880001068115234,2017-01-04
36.45000076293945,2017-01-05
36.20000076293945,2017-01-06
36.099998474121094,2017-01-09
36.310001373291016,2017-01-10
36.5,2017-01-11
36.349998474121094,2017-01-12
36.93000030517578,2017-01-13
35.880001068115234,2017-01-17
35.900001525878906,2017-01-18
35.72999954223633,2017-01-19
36.15999984741211,2017-01-20
36.29999923706055,2017-01-23
36.95000076293945,2017-01-24
37.709999084472656,2017-01-25
37.2400016784668,2017-01-26
37.0099983215332,2017-01-27
36.9900016784668,2017-01-30
37.06999969482422,2017-01-31
36.720001220703125,2017-02-01
36.130001068115234,2017-02-02
37.349998474121094,2017-02-03
36.68000030517578,2017-02-06
36.56999969482422,2017-02-07
37.20000076293945,2017-02-08
36.9900016784668,2017-02-09
37.630001068115234,2017-02-10
37.41999816894531,2017-02-13
37.45000076293945,2017-02-14
38.099998474121094,2017-02-15
38.220001220703125,2017-02-16
37.91999816894531,2017-02-17
38.040000915527344,2017-02-21
38.119998931884766,2017-02-22
37.7599983215332,2017-02-23
37.54999923706055,2017-02-24
37.61000061035156,2017-02-27
37.599998474121094,2017-02-28
38.029998779296875,2017-03-01
37.91999816894531,2017-03-02
38.279998779296875,2017-03-03
37.93000030517578,2017-03-06
37.900001525878906,2017-03-07
37.900001525878906,2017-03-08
38.02000045776367,2017-03-09
38.86000061035156,2017-03-10
38.439998626708984,2017-03-13
38.29999923706055,2017-03-14
39.060001373291016,2017-03-15
39.119998931884766,2017-03-16
39.02000045776367,2017-03-17
38.75,2017-03-20
36.61000061035156,2017-03-21
36.16999816894531,2017-03-22
37.20000076293945,2017-03-23
36.810001373291016,2017-03-24
36.52000045776367,2017-03-27
36.720001220703125,2017-03-28
36.369998931884766,2017-03-29
36.59000015258789,2017-03-30
36.13999938964844,2017-03-31
36.20000076293945,2017-04-03
36.2400016784668,2017-04-04
36.2599983215332,2017-04-05
36.439998626708984,2017-04-06
35.939998626708984,2017-04-07
35.689998626708984,2017-04-10
35.790000915527344,2017-04-11
35.380001068115234,2017-04-12
35.29999923706055,2017-04-13
35.95000076293945,2017-04-17
35.77000045776367,2017-04-18
36.619998931884766,2017-04-19
36.70000076293945,2017-04-20
35.880001068115234,2017-04-21
37.0099983215332,2017-04-24
37.75,2017-04-25
37.849998474121094,2017-04-26
37.97999954223633,2017-04-27
37.43000030517578,2017-04-28
37.77000045776367,2017-05-01
37.880001068115234,2017-05-02
38.13999938964844,2017-05-03
38.45000076293945,2017-05-04
38.91999816894531,2017-05-05
39.040000915527344,2017-05-08
39.130001068115234,2017-05-09
39.209999084472656,2017-05-10
39.08000183105469,2017-05-11
38.97999954223633,2017-05-12
39.22999954223633,2017-05-15
39.08000183105469,2017-05-16
37.84000015258789,2017-05-17
37.45000076293945,2017-05-18
37.4900016784668,2017-05-19
37.63999938964844,2017-05-22
37.560001373291016,2017-05-23
38.06999969482422,2017-05-24
38.2400016784668,2017-05-25
38.36000061035156,2017-05-26
39.099998474121094,2017-05-30
38.63999938964844,2017-05-31
39.08000183105469,2017-06-01
39.7599983215332,2017-06-02
39.91999816894531,2017-06-05
40.25,2017-06-06
38.619998931884766,2017-06-07
38.29999923706055,2017-06-08
37.63999938964844,2017-06-09
37.0,2017-06-12
36.599998474121094,2017-06-13
36.34000015258789,2017-06-14
36.529998779296875,2017-06-15
37.97999954223633,2017-06-16
37.9900016784668,2017-06-19
37.95000076293945,2017-06-20
37.849998474121094,2017-06-21
38.099998474121094,2017-06-22
38.279998779296875,2017-06-23
38.16999816894531,2017-06-26
38.33000183105469,2017-06-27
38.959999084472656,2017-06-28
38.599998474121094,2017-06-29
38.93000030517578,2017-06-30
38.709999084472656,2017-07-03
39.150001525878906,2017-07-05
38.689998626708984,2017-07-06
40.06999969482422,2017-07-07
40.4900016784668,2017-07-10
40.34000015258789,2017-07-11
40.95000076293945,2017-07-12
41.31999969482422,2017-07-13
41.61000061035156,2017-07-14
41.95000076293945,2017-07-17
41.70000076293945,2017-07-18
41.939998626708984,2017-07-19
41.79999923706055,2017-07-20
41.970001220703125,2017-07-21
42.5,2017-07-24
42.83000183105469,2017-07-25
42.529998779296875,2017-07-26
42.220001220703125,2017-07-27
41.91999816894531,2017-07-28
41.59000015258789,2017-07-31
41.9900016784668,2017-08-01
41.689998626708984,2017-08-02
41.650001525878906,2017-08-03
41.880001068115234,2017-08-04
42.84000015258789,2017-08-07
42.75,2017-08-08
42.290000915527344,2017-08-09
41.25,2017-08-10
41.4900016784668,2017-08-11
41.779998779296875,2017-08-14
41.58000183105469,2017-08-15
41.790000915527344,2017-08-16
40.83000183105469,2017-08-17
40.38999938964844,2017-08-18
39.91999816894531,2017-08-21
40.290000915527344,2017-08-22
39.43000030517578,2017-08-23
39.7599983215332,2017-08-24
39.81999969482422,2017-08-25
39.86000061035156,2017-08-28
39.45000076293945,2017-08-29
40.20000076293945,2017-08-30
40.86000061035156,2017-08-31
40.54999923706055,2017-09-01
39.970001220703125,2017-09-05
40.11000061035156,2017-09-06
40.08000183105469,2017-09-07
39.619998931884766,2017-09-08
39.9900016784668,2017-09-11
40.599998474121094,2017-09-12
40.70000076293945,2017-09-13
40.95000076293945,2017-09-14
41.369998931884766,2017-09-15
41.619998931884766,2017-09-18
41.33000183105469,2017-09-19
40.58000183105469,2017-09-20
40.59000015258789,2017-09-21
40.5,2017-09-22
39.95000076293945,2017-09-25
39.7599983215332,2017-09-26
40.84000015258789,2017-09-27
41.369998931884766,2017-09-28
41.65999984741211,2017-09-29
42.209999084472656,2017-10-02
42.25,2017-10-03
42.54999923706055,2017-10-04
42.0099983215332,2017-10-05
41.79999923706055,2017-10-06
41.7599983215332,2017-10-09
42.16999816894531,2017-10-10
42.369998931884766,2017-10-11
42.529998779296875,2017-10-12
42.720001220703125,2017-10-13
42.5,2017-10-16
42.5,2017-10-17
42.849998474121094,2017-10-18
42.75,2017-10-19
42.86000061035156,2017-10-20
42.529998779296875,2017-10-23
42.9900016784668,2017-10-24
43.06999969482422,2017-10-25
42.9900016784668,2017-10-26
44.290000915527344,2017-10-27
44.25,2017-10-30
44.66999816894531,2017-10-31
44.56999969482422,2017-11-01
44.36000061035156,2017-11-02
44.779998779296875,2017-11-03
45.08000183105469,2017-11-06
45.40999984741211,2017-11-07
45.38999938964844,2017-11-08
44.47999954223633,2017-11-09
44.560001373291016,2017-11-10
44.31999969482422,2017-11-13
44.0,2017-11-14
43.58000183105469,2017-11-15
43.900001525878906,2017-11-16
43.619998931884766,2017-11-17
44.0099983215332,2017-11-20
45.150001525878906,2017-11-21
45.189998626708984,2017-11-22
45.34000015258789,2017-11-24
44.880001068115234,2017-11-27
44.709999084472656,2017-11-28
43.099998474121094,2017-11-29
43.5,2017-11-30
43.459999084472656,2017-12-01
41.900001525878906,2017-12-04
42.189998626708984,2017-12-05
42.08000183105469,2017-12-06
42.720001220703125,2017-12-07
43.349998474121094,2017-12-08
42.22999954223633,2017-12-11
42.029998779296875,2017-12-12
41.81999969482422,2017-12-13
42.22999954223633,2017-12-14
42.68000030517578,2017-12-15
43.04999923706055,2017-12-18
43.0,2017-12-19
42.93000030517578,2017-12-20
42.619998931884766,2017-12-21
42.06999969482422,2017-12-22
41.599998474121094,2017-12-26
41.540000915527344,2017-12-27
42.18000030517578,2017-12-28
41.599998474121094,2017-12-29
42.150001525878906,2018-01-02
42.75,2018-01-03
42.959999084472656,2018-01-04
43.91999816894531,2018-01-05
44.56999969482422,2018-01-08
45.150001525878906,2018-01-09
44.34000015258789,2018-01-10
44.91999816894531,2018-01-11
44.81999969482422,2018-01-12
44.75,2018-01-16
46.0099983215332,2018-01-17
45.77000045776367,2018-01-18
46.33000183105469,2018-01-19
46.47999954223633,2018-01-22
46.54999923706055,2018-01-23
46.029998779296875,2018-01-24
45.7400016784668,2018-01-25
46.58000183105469,2018-01-26
47.650001525878906,2018-01-29
47.20000076293945,2018-01-30
46.720001220703125,2018-01-31
47.150001525878906,2018-02-01
46.380001068115234,2018-02-02
44.84000015258789,2018-02-05
45.150001525878906,2018-02-06
45.22999954223633,2018-02-07
43.810001373291016,2018-02-08
43.2599983215332,2018-02-09
44.029998779296875,2018-02-12
44.470001220703125,2018-02-13
45.369998931884766,2018-02-14
45.97999954223633,2018-02-15
45.869998931884766,2018-02-16
45.70000076293945,2018-02-20
45.56999969482422,2018-02-21
45.56999969482422,2018-02-22
46.290000915527344,2018-02-23
47.75,2018-02-26
47.43000030517578,2018-02-27
47.0099983215332,2018-02-28
46.58000183105469,2018-03-01
49.41999816894531,2018-03-02
50.540000915527344,2018-03-05
52.54999923706055,2018-03-06
52.61000061035156,2018-03-07
52.59000015258789,2018-03-08
54.06999969482422,2018-03-09
54.619998931884766,2018-03-12
53.869998931884766,2018-03-13
53.58000183105469,2018-03-14
53.380001068115234,2018-03-15
53.38999938964844,2018-03-16
52.689998626708984,2018-03-19
52.70000076293945,2018-03-20
53.15999984741211,2018-03-21
51.88999938964844,2018-03-22
50.810001373291016,2018-03-23
52.189998626708984,2018-03-26
51.34000015258789,2018-03-27
51.22999954223633,2018-03-28
52.38999938964844,2018-03-29
51.13999938964844,2018-04-02
51.630001068115234,2018-04-03
52.02000045776367,2018-04-04
52.04999923706055,2018-04-05
50.56999969482422,2018-04-06
51.290000915527344,2018-04-09
52.83000183105469,2018-04-10
53.11000061035156,2018-04-11
53.84000015258789,2018-04-12
53.88999938964844,2018-04-13
53.79999923706055,2018-04-16
54.5099983215332,2018-04-17
54.56999969482422,2018-04-18
54.11000061035156,2018-04-19
53.560001373291016,2018-04-20
54.22999954223633,2018-04-23
53.61000061035156,2018-04-24
53.529998779296875,2018-04-25
53.790000915527344,2018-04-26
52.31999969482422,2018-04-27
51.68000030517578,2018-04-30
51.349998474121094,2018-05-01
51.209999084472656,2018-05-02
51.630001068115234,2018-05-03
52.43000030517578,2018-05-04
52.2400016784668,2018-05-07
52.72999954223633,2018-05-08
53.150001525878906,2018-05-09
53.09000015258789,2018-05-10
53.63999938964844,2018-05-11
53.40999984741211,2018-05-14
53.45000076293945,2018-05-15
53.529998779296875,2018-05-16
53.7599983215332,2018-05-17
53.83000183105469,2018-05-18
54.0,2018-05-21
53.83000183105469,2018-05-22
53.59000015258789,2018-05-23
53.439998626708984,2018-05-24
53.29999923706055,2018-05-25
53.029998779296875,2018-05-29
52.9900016784668,2018-05-30
58.7400016784668,2018-05-31
59.810001373291016,2018-06-01
61.11000061035156,2018-06-04
61.36000061035156,2018-06-05
61.91999816894531,2018-06-06
60.400001525878906,2018-06-07
60.9900016784668,2018-06-08
61.689998626708984,2018-06-11
61.599998474121094,2018-06-12
61.400001525878906,2018-06-13
61.220001220703125,2018-06-14
61.22999954223633,2018-06-15
61.5,2018-06-18
61.2400016784668,2018-06-19
60.97999954223633,2018-06-20
60.529998779296875,2018-06-21
60.099998474121094,2018-06-22
58.7400016784668,2018-06-25
59.36000061035156,2018-06-26
58.54999923706055,2018-06-27
59.06999969482422,2018-06-28
59.029998779296875,2018-06-29
59.68000030517578,2018-07-02
59.45000076293945,2018-07-03
59.5,2018-07-05
59.83000183105469,2018-07-06
60.13999938964844,2018-07-09
60.41999816894531,2018-07-10
59.7400016784668,2018-07-11
60.08000183105469,2018-07-12
59.970001220703125,2018-07-13
59.619998931884766,2018-07-16
60.29999923706055,2018-07-17
60.709999084472656,2018-07-18
60.91999816894531,2018-07-19
60.59000015258789,2018-07-20
59.61000061035156,2018-07-23
59.15999984741211,2018-07-24
59.630001068115234,2018-07-25
