DURA,Date
22.31144142150879,2019-02-25
22.294645309448242,2019-02-26
22.294645309448242,2019-02-27
22.31983757019043,2019-02-28
22.45419692993164,2019-03-01
22.37862205505371,2019-03-04
22.428997039794922,2019-03-05
22.336631774902344,2019-03-06
22.210674285888672,2019-03-07
22.135101318359375,2019-03-08
22.403812408447266,2019-03-11
22.43739891052246,2019-03-12
22.58854866027832,2019-03-13
22.554956436157227,2019-03-14
22.638925552368164,2019-03-15
22.680917739868164,2019-03-18
22.613744735717773,2019-03-19
22.580150604248047,2019-03-20
22.798479080200195,2019-03-21
22.5633544921875,2019-03-22
22.529775619506836,2019-03-25
22.731306076049805,2019-03-26
22.638925552368164,2019-03-27
22.680917739868164,2019-03-28
22.82367515563965,2019-03-29
23.03120231628418,2019-04-01
23.01433563232422,2019-04-02
23.048080444335938,2019-04-03
23.09026336669922,2019-04-04
23.199932098388672,2019-04-05
23.24211311340332,2019-04-08
23.081829071044922,2019-04-09
23.10713005065918,2019-04-10
23.15775489807129,2019-04-11
23.208372116088867,2019-04-12
23.199932098388672,2019-04-15
23.318037033081055,2019-04-16
23.385530471801758,2019-04-17
23.393966674804688,2019-04-18
23.41084098815918,2019-04-22
23.554262161254883,2019-04-23
23.562694549560547,2019-04-24
23.343351364135742,2019-04-25
23.309608459472656,2019-04-26
23.292734146118164,2019-04-29
23.46989631652832,2019-04-30
23.26742172241211,2019-05-01
23.23367691040039,2019-05-02
23.4361515045166,2019-05-03
23.32647705078125,2019-05-06
23.02276611328125,2019-05-07
22.94684410095215,2019-05-08
22.870912551879883,2019-05-09
23.03120231628418,2019-05-10
22.735937118530273,2019-05-13
22.854040145874023,2019-05-14
22.972150802612305,2019-05-15
23.10713005065918,2019-05-16
23.03964614868164,2019-05-17
22.862476348876953,2019-05-20
22.989023208618164,2019-05-21
22.896223068237305,2019-05-22
22.69375228881836,2019-05-23
22.710628509521484,2019-05-24
22.40691566467285,2019-05-28
22.2972469329834,2019-05-29
22.33942413330078,2019-05-30
22.086336135864258,2019-05-31
22.32254981994629,2019-06-03
22.6768798828125,2019-06-04
22.879358291625977,2019-06-05
23.064950942993164,2019-06-06
23.25898551940918,2019-06-07
23.28429412841797,2019-06-10
23.292734146118164,2019-06-11
23.25054931640625,2019-06-12
23.32647705078125,2019-06-13
23.28429412841797,2019-06-14
23.23367691040039,2019-06-17
23.453020095825195,2019-06-18
23.537385940551758,2019-06-19
23.773605346679688,2019-06-20
23.790477752685547,2019-06-21
23.790477752685547,2019-06-24
23.647056579589844,2019-06-25
23.562694549560547,2019-06-26
23.588001251220703,2019-06-27
23.655492782592773,2019-06-28
23.79144287109375,2019-07-01
23.85942268371582,2019-07-02
24.04635238647461,2019-07-03
23.93589210510254,2019-07-05
23.85942268371582,2019-07-08
23.82543182373047,2019-07-09
23.910402297973633,2019-07-10
23.89340591430664,2019-07-11
24.029359817504883,2019-07-12
24.088838577270508,2019-07-15
24.029359817504883,2019-07-16
23.910402297973633,2019-07-17
23.978378295898438,2019-07-18
23.87641716003418,2019-07-19
23.910402297973633,2019-07-22
23.986875534057617,2019-07-23
24.122825622558594,2019-07-24
24.029359817504883,2019-07-25
24.165311813354492,2019-07-26
24.199296951293945,2019-07-29
24.05484962463379,2019-07-30
23.79144287109375,2019-07-31
23.587520599365234,2019-08-01
23.460063934326172,2019-08-02
22.882272720336914,2019-08-05
23.07770347595215,2019-08-06
23.13718032836914,2019-08-07
23.460063934326172,2019-08-08
23.39208984375,2019-08-09
23.213655471801758,2019-08-12
23.46856117248535,2019-08-13
22.9587459564209,2019-08-14
22.96724510192871,2019-08-15
23.24764633178711,2019-08-16
23.519546508789062,2019-08-19
23.349607467651367,2019-08-20
23.528039932250977,2019-08-21
23.528039932250977,2019-08-22
22.856782913208008,2019-08-23
23.13718032836914,2019-08-26
23.213655471801758,2019-08-27
23.35809898376465,2019-08-28
23.570520401000977,2019-08-29
23.638500213623047,2019-08-30
23.545032501220703,2019-09-03
23.782947540283203,2019-09-04
23.969881057739258,2019-09-05
24.05484962463379,2019-09-06
24.063350677490234,2019-09-09
24.063350677490234,2019-09-10
24.267274856567383,2019-09-11
24.36074447631836,2019-09-12
24.267274856567383,2019-09-13
24.17380714416504,2019-09-16
24.25877571105957,2019-09-17
24.24178123474121,2019-09-18
24.23328971862793,2019-09-19
24.22479248046875,2019-09-20
24.17380714416504,2019-09-23
24.01236915588379,2019-09-24
24.01236915588379,2019-09-25
23.952890396118164,2019-09-26
23.918899536132812,2019-09-27
24.003868103027344,2019-09-30
23.66409683227539,2019-10-01
23.21050262451172,2019-10-02
23.35599136352539,2019-10-03
23.741119384765625,2019-10-04
23.646982192993164,2019-10-07
23.304641723632812,2019-10-08
23.43301773071289,2019-10-09
23.578514099121094,2019-10-10
23.86094093322754,2019-10-11
23.809589385986328,2019-10-14
24.0235538482666,2019-10-15
23.95508575439453,2019-10-16
23.997875213623047,2019-10-17
23.946531295776367,2019-10-18
24.092021942138672,2019-10-21
24.11769676208496,2019-10-22
24.13481330871582,2019-10-23
24.066343307495117,2019-10-24
24.211843490600586,2019-10-25
24.32309913635254,2019-10-28
24.4086856842041,2019-10-29
24.425798416137695,2019-10-30
24.391569137573242,2019-10-31
24.596969604492188,2019-11-01
24.725343704223633,2019-11-04
24.776700973510742,2019-11-05
24.776700973510742,2019-11-06
24.802366256713867,2019-11-07
24.828048706054688,2019-11-08
24.725343704223633,2019-11-11
24.733901977539062,2019-11-12
24.733901977539062,2019-11-13
24.69966697692871,2019-11-14
24.8794002532959,2019-11-15
24.828048706054688,2019-11-18
24.78525161743164,2019-11-19
24.69966697692871,2019-11-20
24.828048706054688,2019-11-21
24.887956619262695,2019-11-22
24.999216079711914,2019-11-25
25.050569534301758,2019-11-26
25.127592086791992,2019-11-27
25.024890899658203,2019-11-29
24.905071258544922,2019-12-02
24.74246597290039,2019-12-03
24.96498680114746,2019-12-04
24.973543167114258,2019-12-05
25.204622268676758,2019-12-06
25.16182518005371,2019-12-09
25.153268814086914,2019-12-10
25.213172912597656,2019-12-11
25.478490829467773,2019-12-12
25.384347915649414,2019-12-13
25.55551528930664,2019-12-16
25.56407356262207,2019-12-17
25.55551528930664,2019-12-18
25.572628021240234,2019-12-19
25.81226921081543,2019-12-20
25.795148849487305,2019-12-23
25.760921478271484,2019-12-24
25.803709030151367,2019-12-26
25.84650230407715,2019-12-27
25.696514129638672,2019-12-30
25.80922508239746,2019-12-31
25.91325569152832,2020-01-02
25.77454376220703,2020-01-03
25.78321647644043,2020-01-06
25.644502639770508,2020-01-07
25.679182052612305,2020-01-08
25.77454376220703,2020-01-09
25.679182052612305,2020-01-10
25.78321647644043,2020-01-13
25.84389877319336,2020-01-14
25.878578186035156,2020-01-15
26.008623123168945,2020-01-16
26.051969528198242,2020-01-17
25.96527862548828,2020-01-21
26.060638427734375,2020-01-22
26.129993438720703,2020-01-23
25.96527862548828,2020-01-24
25.644502639770508,2020-01-27
25.79188346862793,2020-01-28
25.661840438842773,2020-01-29
25.7572021484375,2020-01-30
25.29772186279297,2020-01-31
25.3497371673584,2020-02-03
25.575143814086914,2020-02-04
25.91325569152832,2020-02-05
25.96527862548828,2020-02-06
25.817890167236328,2020-02-07
25.861242294311523,2020-02-10
25.95660400390625,2020-02-11
25.98261260986328,2020-02-12
25.887250900268555,2020-02-13
25.887250900268555,2020-02-14
25.72252655029297,2020-02-18
25.817890167236328,2020-02-19
25.748538970947266,2020-02-20
25.670513153076172,2020-02-21
25.10698699951172,2020-02-24
24.352739334106445,2020-02-25
24.33540153503418,2020-02-26
23.442440032958984,2020-02-27
22.75754737854004,2020-02-28
23.945270538330078,2020-03-02
23.373077392578125,2020-03-03
24.396087646484375,2020-03-04
23.711196899414062,2020-03-05
23.468446731567383,2020-03-06
21.647842407226562,2020-03-09
22.51479721069336,2020-03-10
21.543807983398438,2020-03-11
19.688526153564453,2020-03-12
21.058313369750977,2020-03-13
19.107666015625,2020-03-16
20.13934326171875,2020-03-17
19.098995208740234,2020-03-18
18.994962692260742,2020-03-19
18.21470832824707,2020-03-20
17.469127655029297,2020-03-23
18.92560386657715,2020-03-24
19.341747283935547,2020-03-25
20.7548828125,2020-03-26
20.035308837890625,2020-03-27
20.72020149230957,2020-03-30
20.434104919433594,2020-03-31
19.585966110229492,2020-04-01
20.302949905395508,2020-04-02
20.06687355041504,2020-04-03
21.35219955444336,2020-04-06
21.27350425720215,2020-04-07
21.929285049438477,2020-04-08
22.436420440673828,2020-04-09
21.999237060546875,2020-04-13
22.436420440673828,2020-04-14
21.736928939819336,2020-04-15
21.69320297241211,2020-04-16
22.436420440673828,2020-04-17
22.00798225402832,2020-04-20
21.378435134887695,2020-04-21
21.728179931640625,2020-04-22
21.666973114013672,2020-04-23
21.999237060546875,2020-04-24
22.523860931396484,2020-04-27
22.6287841796875,2020-04-28
22.934812545776367,2020-04-29
22.471399307250977,2020-04-30
21.841846466064453,2020-05-01
21.841846466064453,2020-05-04
21.981748580932617,2020-05-05
21.67572021484375,2020-05-06
21.701950073242188,2020-05-07
22.147878646850586,2020-05-08
22.095420837402344,2020-05-11
21.649492263793945,2020-05-12
21.264760971069336,2020-05-13
21.492095947265625,2020-05-14
21.448381423950195,2020-05-15
22.174110412597656,2020-05-18
21.841846466064453,2020-05-19
22.11290740966797,2020-05-20
21.946775436401367,2020-05-21
21.973007202148438,2020-05-22
22.445167541503906,2020-05-26
22.926069259643555,2020-05-27
22.882354736328125,2020-05-28
22.891098022460938,2020-05-29
22.891098022460938,2020-06-01
23.083457946777344,2020-06-02
23.581851959228516,2020-06-03
23.660545349121094,2020-06-04
24.29010009765625,2020-06-05
24.67481803894043,2020-06-08
24.35130500793457,2020-06-09
23.966581344604492,2020-06-10
22.445167541503906,2020-06-11
22.66375732421875,2020-06-12
22.759946823120117,2020-06-15
23.13591766357422,2020-06-16
23.013507843017578,2020-06-17
23.02225685119629,2020-06-18
22.891098022460938,2020-06-19
22.803659439086914,2020-06-22
22.821147918701172,2020-06-23
22.270294189453125,2020-06-24
22.480140686035156,2020-06-25
21.938030242919922,2020-06-26
22.261550903320312,2020-06-29
22.558834075927734,2020-06-30
22.5482120513916,2020-07-01
22.680953979492188,2020-07-02
22.79599952697754,2020-07-06
22.55706214904785,2020-07-07
22.565914154052734,2020-07-08
22.158845901489258,2020-07-09
22.55706214904785,2020-07-10
22.645557403564453,2020-07-13
22.90218734741211,2020-07-14
23.14112663269043,2020-07-15
23.20306968688965,2020-07-16
23.309263229370117,2020-07-17
23.070327758789062,2020-07-20
23.39776039123535,2020-07-21
23.574745178222656,2020-07-22
23.459701538085938,2020-07-23
23.335813522338867,2020-07-24
23.442001342773438,2020-07-27
23.45085334777832,2020-07-28
23.56589126586914,2020-07-29
23.300418853759766,2020-07-30
23.20306968688965,2020-07-31
23.265018463134766,2020-08-03
23.39776039123535,2020-08-04
23.512800216674805,2020-08-05
23.53934669494629,2020-08-06
23.734031677246094,2020-08-07
23.893320083618164,2020-08-10
23.9464168548584,2020-08-11
24.15880012512207,2020-08-12
24.00836181640625,2020-08-13
24.0172119140625,2020-08-14
24.043760299682617,2020-08-17
23.9464168548584,2020-08-18
23.884471893310547,2020-08-19
23.769428253173828,2020-08-20
23.795976638793945,2020-08-21
24.070308685302734,2020-08-24
24.079158782958984,2020-08-25
24.034914016723633,2020-08-26
24.1411075592041,2020-08-27
24.291545867919922,2020-08-28
24.15880012512207,2020-08-31
24.026060104370117,2020-09-01
24.548171997070312,2020-09-02
24.079158782958984,2020-09-03
24.12340545654297,2020-09-04
23.654388427734375,2020-09-08
23.93756866455078,2020-09-09
23.680936813354492,2020-09-10
23.831378936767578,2020-09-11
24.13225746154785,2020-09-14
24.0526123046875,2020-09-15
24.176504135131836,2020-09-16
24.034914016723633,2020-09-17
23.840227127075195,2020-09-18
23.300418853759766,2020-09-21
23.43315315246582,2020-09-22
23.132274627685547,2020-09-23
23.17652130126953,2020-09-24
23.326961517333984,2020-09-25
23.583593368530273,2020-09-28
23.459701538085938,2020-09-29
23.742887496948242,2020-09-30
23.635730743408203,2020-10-01
23.725021362304688,2020-10-02
23.96611213684082,2020-10-05
23.778600692749023,2020-10-06
24.135765075683594,2020-10-07
24.36793327331543,2020-10-08
24.430431365966797,2020-10-09
24.573305130004883,2020-10-12
24.439367294311523,2020-10-13
24.376859664916992,2020-10-14
24.287565231323242,2020-10-15
24.439367294311523,2020-10-16
24.073266983032227,2020-10-19
24.091123580932617,2020-10-20
24.0018310546875,2020-10-21
24.323284149169922,2020-10-22
24.323284149169922,2020-10-23
24.037546157836914,2020-10-26
23.769672393798828,2020-10-27
23.12676429748535,2020-10-28
23.287490844726562,2020-10-29
23.1624813079834,2020-10-30
23.689308166503906,2020-11-02
24.019689559936523,2020-11-03
24.144699096679688,2020-11-04
24.260778427124023,2020-11-05
24.23398780822754,2020-11-06
24.78760528564453,2020-11-09
25.2697811126709,2020-11-10
25.26085662841797,2020-11-11
24.9661865234375,2020-11-12
25.341217041015625,2020-11-13
25.591238021850586,2020-11-16
25.466228485107422,2020-11-17
25.180492401123047,2020-11-18
25.135847091674805,2020-11-19
25.091197967529297,2020-11-20
25.189420700073242,2020-11-23
25.591238021850586,2020-11-24
25.466228485107422,2020-11-25
25.466228485107422,2020-11-27
25.29656982421875,2020-11-30
25.537662506103516,2020-12-01
25.600168228149414,2020-12-02
25.57337760925293,2020-12-03
25.8055362701416,2020-12-04
25.743038177490234,2020-12-07
25.95733642578125,2020-12-08
26.073415756225586,2020-12-09
25.903762817382812,2020-12-10
25.87697410583496,2020-12-11
25.626956939697266,2020-12-14
25.76089096069336,2020-12-15
25.725173950195312,2020-12-16
25.787677764892578,2020-12-17
25.84125518798828,2020-12-18
25.51980209350586,2020-12-21
25.36800765991211,2020-12-22
25.493017196655273,2020-12-23
25.501941680908203,2020-12-24
25.54659080505371,2020-12-28
25.530376434326172,2020-12-29
25.566410064697266,2020-12-30
25.81865119934082,2020-12-31
25.485334396362305,2021-01-04
25.54839324951172,2021-01-05
25.84567642211914,2021-01-06
25.899728775024414,2021-01-07
25.87270164489746,2021-01-08
25.8817138671875,2021-01-11
25.809646606445312,2021-01-12
25.836673736572266,2021-01-13
25.7916259765625,2021-01-14
25.773611068725586,2021-01-15
25.926753997802734,2021-01-19
25.989816665649414,2021-01-20
25.836673736572266,2021-01-21
25.75558853149414,2021-01-22
25.91775131225586,2021-01-25
25.926753997802734,2021-01-26
25.422273635864258,2021-01-27
25.539386749267578,2021-01-28
25.17904281616211,2021-01-29
25.233095169067383,2021-02-01
25.386240005493164,2021-02-02
25.386240005493164,2021-02-03
25.602447509765625,2021-02-04
25.782617568969727,2021-02-05
25.737573623657227,2021-02-08
25.74658203125,2021-02-09
25.701539993286133,2021-02-10
25.674510955810547,2021-02-11
25.69253158569336,2021-02-12
25.58443260192871,2021-02-16
25.782617568969727,2021-02-17
25.809646606445312,2021-02-18
25.620464324951172,2021-02-19
25.728565216064453,2021-02-22
25.74658203125,2021-02-23
25.944772720336914,2021-02-24
25.638479232788086,2021-02-25
25.22408676147461,2021-02-26
25.512359619140625,2021-03-01
25.530376434326172,2021-03-02
25.54839324951172,2021-03-03
25.269128799438477,2021-03-04
25.81865119934082,2021-03-05
26.0618839263916,2021-03-08
26.07088851928711,2021-03-09
26.34115219116211,2021-03-10
26.169986724853516,2021-03-11
26.332143783569336,2021-03-12
26.656448364257812,2021-03-15
26.69248390197754,2021-03-16
26.683473587036133,2021-03-17
26.69248390197754,2021-03-18
26.59339141845703,2021-03-19
26.78257179260254,2021-03-22
26.674468994140625,2021-03-23
26.719512939453125,2021-03-24
26.908695220947266,2021-03-25
27.323089599609375,2021-03-26
27.50326156616211,2021-03-29
27.233003616333008,2021-03-30
27.233003616333008,2021-03-31
27.218475341796875,2021-04-01
27.445451736450195,2021-04-05
27.418212890625,2021-04-06
27.400054931640625,2021-04-07
27.38189697265625,2021-04-08
27.490842819213867,2021-04-09
27.527156829833984,2021-04-12
27.50899887084961,2021-04-13
27.472684860229492,2021-04-14
27.708736419677734,2021-04-15
27.95386505126953,2021-04-16
27.85399627685547,2021-04-19
27.935710906982422,2021-04-20
28.07189178466797,2021-04-21
27.863080978393555,2021-04-22
27.944787979125977,2021-04-23
27.745054244995117,2021-04-26
27.699655532836914,2021-04-27
27.62702751159668,2021-04-28
27.790449142456055,2021-04-29
27.81768226623535,2021-04-30
28.099130630493164,2021-05-03
28.126365661621094,2021-05-04
28.208072662353516,2021-05-05
28.4622859954834,2021-05-06
28.571226119995117,2021-05-07
28.76188850402832,2021-05-10
28.435047149658203,2021-05-11
28.13544273376465,2021-05-12
28.571226119995117,2021-05-13
28.680179595947266,2021-05-14
28.580310821533203,2021-05-17
28.3896541595459,2021-05-18
28.180835723876953,2021-05-19
28.435047149658203,2021-05-20
28.471363067626953,2021-05-21
28.516756057739258,2021-05-24
28.326101303100586,2021-05-25
28.253469467163086,2021-05-26
28.217153549194336,2021-05-27
28.271625518798828,2021-05-28
28.126365661621094,2021-06-01
28.217153549194336,2021-06-02
28.326101303100586,2021-06-03
28.444129943847656,2021-06-04
28.3896541595459,2021-06-07
28.208072662353516,2021-06-08
28.30794334411621,2021-06-09
28.553070068359375,2021-06-10
28.498600006103516,2021-06-11
28.42597007751465,2021-06-14
28.42597007751465,2021-06-15
28.235309600830078,2021-06-16
28.144521713256836,2021-06-17
27.681503295898438,2021-06-18
28.02649688720703,2021-06-21
28.03557586669922,2021-06-22
27.82676124572754,2021-06-23
27.935710906982422,2021-06-24
28.08097267150879,2021-06-25
28.02649688720703,2021-06-28
27.917551040649414,2021-06-29
28.09004783630371,2021-06-30
28.233455657958984,2021-07-01
28.39786720275879,2021-07-02
28.233455657958984,2021-07-06
28.379600524902344,2021-07-07
28.206052780151367,2021-07-08
28.452672958374023,2021-07-09
28.48921012878418,2021-07-12
28.416135787963867,2021-07-13
28.580556869506836,2021-07-14
28.644487380981445,2021-07-15
28.626222610473633,2021-07-16
28.224321365356445,2021-07-19
28.452672958374023,2021-07-20
28.525745391845703,2021-07-21
28.544015884399414,2021-07-22
28.79063606262207,2021-07-23
28.808902740478516,2021-07-26
28.936779022216797,2021-07-27
28.87284278869629,2021-07-28
28.973316192626953,2021-07-29
28.87284278869629,2021-07-30
28.881977081298828,2021-08-02
29.110328674316406,2021-08-03
28.818037033081055,2021-08-04
28.91851234436035,2021-08-05
28.94591522216797,2021-08-06
28.92764663696289,2021-08-09
29.12859535217285,2021-08-10
29.174264907836914,2021-08-11
29.265607833862305,2021-08-12
29.430023193359375,2021-08-13
29.64923667907715,2021-08-16
29.71317481994629,2021-08-17
29.36608123779297,2021-08-18
29.40261459350586,2021-08-19
29.567031860351562,2021-08-20
29.576168060302734,2021-08-23
29.411752700805664,2021-08-24
29.411752700805664,2021-08-25
29.3112735748291,2021-08-26
29.329544067382812,2021-08-27
29.40261459350586,2021-08-30
29.430023193359375,2021-08-31
29.33867645263672,2021-09-01
29.576168060302734,2021-09-02
29.503093719482422,2021-09-03
29.15599822998047,2021-09-07
29.283876419067383,2021-09-08
29.055522918701172,2021-09-09
28.8911075592041,2021-09-10
28.900243759155273,2021-09-13
28.68102264404297,2021-09-14
28.836307525634766,2021-09-15
28.690156936645508,2021-09-16
28.51660919189453,2021-09-17
28.24258804321289,2021-09-20
28.187788009643555,2021-09-21
28.25172233581543,2021-09-22
28.470943450927734,2021-09-23
28.498342514038086,2021-09-24
28.48007583618164,2021-09-27
28.17864990234375,2021-09-28
28.370464324951172,2021-09-29
27.977697372436523,2021-09-30
28.222633361816406,2021-10-01
28.185806274414062,2021-10-04
28.28708839416504,2021-10-05
28.406795501708984,2021-10-06
28.54491424560547,2021-10-07
28.443628311157227,2021-10-08
28.213424682617188,2021-10-11
28.047683715820312,2021-10-12
28.13976287841797,2021-10-13
28.489669799804688,2021-10-14
28.609373092651367,2021-10-15
28.351551055908203,2021-10-18
28.609373092651367,2021-10-19
28.857990264892578,2021-10-20
28.811952590942383,2021-10-21
28.830366134643555,2021-10-22
28.793535232543945,2021-10-25
28.839574813842773,2021-10-26
28.54491424560547,2021-10-27
28.72907829284668,2021-10-28
28.71986961364746,2021-10-29
28.756702423095703,2021-11-01
28.904029846191406,2021-11-02
29.051361083984375,2021-11-03
28.968482971191406,2021-11-04
29.06977653503418,2021-11-05
28.968482971191406,2021-11-08
28.959278106689453,2021-11-09
29.051361083984375,2021-11-10
28.950071334838867,2021-11-11
28.986902236938477,2021-11-12
29.0145263671875,2021-11-15
28.922443389892578,2021-11-16
28.8856143951416,2021-11-17
28.701454162597656,2021-11-18
28.52649688720703,2021-11-19
28.683034896850586,2021-11-22
28.867197036743164,2021-11-23
28.784326553344727,2021-11-24
28.30550765991211,2021-11-26
28.351551055908203,2021-11-29
27.50440788269043,2021-11-30
27.651735305786133,2021-12-01
27.98322868347168,2021-12-02
28.185806274414062,2021-12-03
28.54491424560547,2021-12-06
28.646203994750977,2021-12-07
28.63699722290039,2021-12-08
28.618581771850586,2021-12-09
28.77511978149414,2021-12-10
28.867197036743164,2021-12-13
28.922443389892578,2021-12-14
29.180273056030273,2021-12-15
29.502553939819336,2021-12-16
29.1434383392334,2021-12-17
29.06977653503418,2021-12-20
29.152647018432617,2021-12-21
29.318389892578125,2021-12-22
29.447303771972656,2021-12-23
29.67750358581543,2021-12-27
29.7603759765625,2021-12-28
29.864347457885742,2021-12-29
29.82721710205078,2021-12-30
29.82721710205078,2021-12-31
29.89219856262207,2022-01-03
30.1149959564209,2022-01-04
30.087146759033203,2022-01-05
30.09642791748047,2022-01-06
30.263526916503906,2022-01-07
30.34708023071289,2022-01-10
30.37493133544922,2022-01-11
30.34708023071289,2022-01-12
30.319231033325195,2022-01-13
30.365644454956055,2022-01-14
30.05001449584961,2022-01-18
29.901479721069336,2022-01-19
29.641550064086914,2022-01-20
29.5301513671875,2022-01-21
29.37233543395996,2022-01-24
29.32592010498047,2022-01-25
29.056703567504883,2022-01-26
29.112403869628906,2022-01-27
29.5208683013916,2022-01-28
29.74366569519043,2022-01-31
29.706531524658203,2022-02-01
29.947900772094727,2022-02-02
29.687963485717773,2022-02-03
29.558002471923828,2022-02-04
29.455881118774414,2022-02-07
29.697250366210938,2022-02-08
29.83650016784668,2022-02-09
29.42803382873535,2022-02-10
29.30735206604004,2022-02-11
29.121686935424805,2022-02-14
29.3444881439209,2022-02-15
29.381620407104492,2022-02-16
29.251651763916016,2022-02-17
29.29806900024414,2022-02-18
29.168102264404297,2022-02-22
28.889602661132812,2022-02-23
28.648237228393555,2022-02-24
29.474451065063477,2022-02-25
29.279504776000977,2022-02-28
29.047420501708984,2022-03-01
29.437318801879883,2022-03-02
29.567283630371094,2022-03-03
29.641550064086914,2022-03-04
29.23308563232422,2022-03-07
28.796770095825195,2022-03-08
28.954587936401367,2022-03-09
28.86175537109375,2022-03-10
28.676088333129883,2022-03-11
28.70393943786621,2022-03-14
29.1588191986084,2022-03-15
29.270221710205078,2022-03-16
29.5208683013916,2022-03-17
29.576566696166992,2022-03-18
29.604413986206055,2022-03-21
29.762235641479492,2022-03-22
29.5301513671875,2022-03-23
29.817934036254883,2022-03-24
30.07786750793457,2022-03-25
30.07786750793457,2022-03-28
30.430627822875977,2022-03-29
30.402782440185547,2022-03-30
30.254247665405273,2022-03-31
30.50408172607422,2022-04-01
30.45729637145996,2022-04-04
30.27951431274414,2022-04-05
30.513439178466797,2022-04-06
30.644441604614258,2022-04-07
30.672504425048828,2022-04-08
30.522794723510742,2022-04-11
30.466655731201172,2022-04-12
30.597652435302734,2022-04-13
30.466655731201172,2022-04-14
30.3543701171875,2022-04-18
30.775436401367188,2022-04-19
31.028078079223633,2022-04-20
30.934513092041016,2022-04-21
30.316944122314453,2022-04-22
30.345016479492188,2022-04-25
29.8958740234375,2022-04-26
29.76487159729004,2022-04-27
30.083017349243164,2022-04-28
29.287662506103516,2022-04-29
29.268949508666992,2022-05-02
29.41866111755371,2022-05-03
30.195301055908203,2022-05-04
29.58709144592285,2022-05-05
29.61515998840332,2022-05-06
29.390588760375977,2022-05-09
29.203447341918945,2022-05-10
29.109878540039062,2022-05-11
29.231517791748047,2022-05-12
29.559017181396484,2022-05-13
29.69001579284668,2022-05-16
29.998804092407227,2022-05-17
29.166019439697266,2022-05-18
28.735591888427734,2022-05-19
28.87594985961914,2022-05-20
29.240875244140625,2022-05-23
29.56837272644043,2022-05-24
29.755516052246094,2022-05-25
30.008155822753906,2022-05-26
30.345016479492188,2022-05-27
30.204654693603516,2022-05-31
29.933300018310547,2022-06-01
30.10172462463379,2022-06-02
29.8397274017334,2022-06-03
29.80229949951172,2022-06-06
30.064298629760742,2022-06-07
29.61515998840332,2022-06-08
29.10051918029785,2022-06-09
28.735591888427734,2022-06-10
27.902812957763672,2022-06-13
27.603389739990234,2022-06-14
27.678245544433594,2022-06-15
27.201034545898438,2022-06-16
27.22910499572754,2022-06-17
27.809242248535156,2022-06-21
27.82795524597168,2022-06-22
28.08995819091797,2022-06-23
28.604595184326172,2022-06-24
28.63266944885254,2022-06-27
28.333240509033203,2022-06-28
28.295808792114258,2022-06-29
28.249027252197266,2022-06-30
28.51934051513672,2022-07-01
28.265037536621094,2022-07-05
28.312131881713867,2022-07-06
28.500503540039062,2022-07-07
28.462825775146484,2022-07-08
28.340383529663086,2022-07-11
28.29329490661621,2022-07-12
28.152013778686523,2022-07-13
27.96364402770996,2022-07-14
28.359222412109375,2022-07-15
