NOW,Date
36.56999969482422,2013-03-05
36.95000076293945,2013-03-06
36.77000045776367,2013-03-07
36.65999984741211,2013-03-08
37.0,2013-03-11
37.83000183105469,2013-03-12
37.61000061035156,2013-03-13
37.45000076293945,2013-03-14
37.099998474121094,2013-03-15
35.630001068115234,2013-03-18
34.459999084472656,2013-03-19
34.7599983215332,2013-03-20
36.0,2013-03-21
36.27000045776367,2013-03-22
36.04999923706055,2013-03-25
36.13999938964844,2013-03-26
36.209999084472656,2013-03-27
36.20000076293945,2013-03-28
35.22999954223633,2013-04-01
35.709999084472656,2013-04-02
34.529998779296875,2013-04-03
35.04999923706055,2013-04-04
35.16999816894531,2013-04-05
35.54999923706055,2013-04-08
35.7599983215332,2013-04-09
35.849998474121094,2013-04-10
34.9900016784668,2013-04-11
35.189998626708984,2013-04-12
34.939998626708984,2013-04-15
36.349998474121094,2013-04-16
35.630001068115234,2013-04-17
36.06999969482422,2013-04-18
36.290000915527344,2013-04-19
36.66999816894531,2013-04-22
37.33000183105469,2013-04-23
37.619998931884766,2013-04-24
43.38999938964844,2013-04-25
42.5099983215332,2013-04-26
42.09000015258789,2013-04-29
40.959999084472656,2013-04-30
38.79999923706055,2013-05-01
39.13999938964844,2013-05-02
40.95000076293945,2013-05-03
40.400001525878906,2013-05-06
39.52000045776367,2013-05-07
39.58000183105469,2013-05-08
38.849998474121094,2013-05-09
38.9900016784668,2013-05-10
39.470001220703125,2013-05-13
40.2400016784668,2013-05-14
40.529998779296875,2013-05-15
39.900001525878906,2013-05-16
40.38999938964844,2013-05-17
40.310001373291016,2013-05-20
40.040000915527344,2013-05-21
38.41999816894531,2013-05-22
37.650001525878906,2013-05-23
37.810001373291016,2013-05-24
37.310001373291016,2013-05-28
36.720001220703125,2013-05-29
36.77000045776367,2013-05-30
36.7599983215332,2013-05-31
36.75,2013-06-03
36.09000015258789,2013-06-04
35.90999984741211,2013-06-05
36.7400016784668,2013-06-06
39.15999984741211,2013-06-07
39.650001525878906,2013-06-10
39.95000076293945,2013-06-11
38.369998931884766,2013-06-12
37.93000030517578,2013-06-13
37.25,2013-06-14
38.040000915527344,2013-06-17
37.66999816894531,2013-06-18
38.689998626708984,2013-06-19
38.33000183105469,2013-06-20
39.2400016784668,2013-06-21
39.43000030517578,2013-06-24
39.599998474121094,2013-06-25
40.88999938964844,2013-06-26
40.93000030517578,2013-06-27
40.38999938964844,2013-06-28
40.790000915527344,2013-07-01
41.209999084472656,2013-07-02
41.7400016784668,2013-07-03
43.310001373291016,2013-07-05
42.869998931884766,2013-07-08
43.290000915527344,2013-07-09
43.470001220703125,2013-07-10
44.43000030517578,2013-07-11
45.459999084472656,2013-07-12
45.2599983215332,2013-07-15
43.9900016784668,2013-07-16
43.72999954223633,2013-07-17
44.84000015258789,2013-07-18
43.88999938964844,2013-07-19
43.83000183105469,2013-07-22
43.52000045776367,2013-07-23
44.540000915527344,2013-07-24
45.380001068115234,2013-07-25
44.13999938964844,2013-07-26
43.75,2013-07-29
43.209999084472656,2013-07-30
43.58000183105469,2013-07-31
46.400001525878906,2013-08-01
45.619998931884766,2013-08-02
44.0099983215332,2013-08-05
42.29999923706055,2013-08-06
41.63999938964844,2013-08-07
42.68000030517578,2013-08-08
42.4900016784668,2013-08-09
42.060001373291016,2013-08-12
41.59000015258789,2013-08-13
43.5099983215332,2013-08-14
43.61000061035156,2013-08-15
44.470001220703125,2013-08-16
43.880001068115234,2013-08-19
44.47999954223633,2013-08-20
45.459999084472656,2013-08-21
45.560001373291016,2013-08-22
45.7400016784668,2013-08-23
47.349998474121094,2013-08-26
46.08000183105469,2013-08-27
46.43000030517578,2013-08-28
47.0,2013-08-29
46.880001068115234,2013-08-30
46.900001525878906,2013-09-03
47.20000076293945,2013-09-04
47.599998474121094,2013-09-05
46.95000076293945,2013-09-06
49.13999938964844,2013-09-09
49.880001068115234,2013-09-10
49.88999938964844,2013-09-11
49.45000076293945,2013-09-12
48.790000915527344,2013-09-13
48.75,2013-09-16
49.34000015258789,2013-09-17
51.220001220703125,2013-09-18
51.56999969482422,2013-09-19
52.22999954223633,2013-09-20
51.81999969482422,2013-09-23
52.59000015258789,2013-09-24
52.349998474121094,2013-09-25
52.38999938964844,2013-09-26
52.52000045776367,2013-09-27
51.95000076293945,2013-09-30
51.4900016784668,2013-10-01
52.27000045776367,2013-10-02
52.150001525878906,2013-10-03
54.43000030517578,2013-10-04
53.25,2013-10-07
48.90999984741211,2013-10-08
48.08000183105469,2013-10-09
51.599998474121094,2013-10-10
51.59000015258789,2013-10-11
51.900001525878906,2013-10-14
49.689998626708984,2013-10-15
51.849998474121094,2013-10-16
51.709999084472656,2013-10-17
51.83000183105469,2013-10-18
53.880001068115234,2013-10-21
54.08000183105469,2013-10-22
52.959999084472656,2013-10-23
58.369998931884766,2013-10-24
56.689998626708984,2013-10-25
54.84000015258789,2013-10-28
54.04999923706055,2013-10-29
54.099998474121094,2013-10-30
54.61000061035156,2013-10-31
53.810001373291016,2013-11-01
54.15999984741211,2013-11-04
55.36000061035156,2013-11-05
53.72999954223633,2013-11-06
51.790000915527344,2013-11-07
51.86000061035156,2013-11-08
51.959999084472656,2013-11-11
52.349998474121094,2013-11-12
53.540000915527344,2013-11-13
52.619998931884766,2013-11-14
53.099998474121094,2013-11-15
51.65999984741211,2013-11-18
51.849998474121094,2013-11-19
51.150001525878906,2013-11-20
52.84000015258789,2013-11-21
55.41999816894531,2013-11-22
52.61000061035156,2013-11-25
54.5,2013-11-26
53.7599983215332,2013-11-27
53.11000061035156,2013-11-29
52.34000015258789,2013-12-02
51.97999954223633,2013-12-03
53.20000076293945,2013-12-04
53.4900016784668,2013-12-05
52.709999084472656,2013-12-06
51.630001068115234,2013-12-09
50.86000061035156,2013-12-10
49.349998474121094,2013-12-11
49.0,2013-12-12
50.529998779296875,2013-12-13
51.369998931884766,2013-12-16
51.43000030517578,2013-12-17
51.0099983215332,2013-12-18
50.84000015258789,2013-12-19
54.209999084472656,2013-12-20
55.2400016784668,2013-12-23
55.04999923706055,2013-12-24
55.06999969482422,2013-12-26
55.5,2013-12-27
55.5099983215332,2013-12-30
56.0099983215332,2013-12-31
55.689998626708984,2014-01-02
55.18000030517578,2014-01-03
55.72999954223633,2014-01-06
57.779998779296875,2014-01-07
57.88999938964844,2014-01-08
57.65999984741211,2014-01-09
59.380001068115234,2014-01-10
57.09000015258789,2014-01-13
57.630001068115234,2014-01-14
60.310001373291016,2014-01-15
61.88999938964844,2014-01-16
62.04999923706055,2014-01-17
60.79999923706055,2014-01-21
61.47999954223633,2014-01-22
62.459999084472656,2014-01-23
58.560001373291016,2014-01-24
58.0,2014-01-27
58.959999084472656,2014-01-28
57.599998474121094,2014-01-29
65.61000061035156,2014-01-30
63.43000030517578,2014-01-31
62.959999084472656,2014-02-03
64.1500015258789,2014-02-04
63.529998779296875,2014-02-05
62.650001525878906,2014-02-06
66.29000091552734,2014-02-07
65.83999633789062,2014-02-10
66.12999725341797,2014-02-11
66.19000244140625,2014-02-12
67.6500015258789,2014-02-13
67.52999877929688,2014-02-14
67.5199966430664,2014-02-18
66.75,2014-02-19
67.08000183105469,2014-02-20
69.27999877929688,2014-02-21
68.9000015258789,2014-02-24
68.76000213623047,2014-02-25
68.68000030517578,2014-02-26
70.12000274658203,2014-02-27
68.05999755859375,2014-02-28
67.94999694824219,2014-03-03
70.80999755859375,2014-03-04
70.02999877929688,2014-03-05
68.56999969482422,2014-03-06
67.13999938964844,2014-03-07
66.9000015258789,2014-03-10
66.94000244140625,2014-03-11
68.81999969482422,2014-03-12
67.73999786376953,2014-03-13
66.18000030517578,2014-03-14
66.98999786376953,2014-03-17
68.45999908447266,2014-03-18
67.44000244140625,2014-03-19
66.5999984741211,2014-03-20
62.560001373291016,2014-03-21
61.540000915527344,2014-03-24
59.209999084472656,2014-03-25
57.54999923706055,2014-03-26
59.0099983215332,2014-03-27
57.90999984741211,2014-03-28
59.91999816894531,2014-03-31
62.529998779296875,2014-04-01
61.27000045776367,2014-04-02
54.68000030517578,2014-04-03
52.31999969482422,2014-04-04
50.939998626708984,2014-04-07
50.86000061035156,2014-04-08
54.880001068115234,2014-04-09
50.630001068115234,2014-04-10
49.66999816894531,2014-04-11
49.650001525878906,2014-04-14
51.709999084472656,2014-04-15
53.290000915527344,2014-04-16
53.2599983215332,2014-04-17
53.150001525878906,2014-04-21
55.22999954223633,2014-04-22
53.06999969482422,2014-04-23
49.880001068115234,2014-04-24
47.22999954223633,2014-04-25
46.41999816894531,2014-04-28
49.16999816894531,2014-04-29
49.720001220703125,2014-04-30
50.47999954223633,2014-05-01
51.18000030517578,2014-05-02
52.220001220703125,2014-05-05
49.4900016784668,2014-05-06
47.060001373291016,2014-05-07
46.7400016784668,2014-05-08
46.459999084472656,2014-05-09
48.5099983215332,2014-05-12
47.33000183105469,2014-05-13
47.56999969482422,2014-05-14
47.81999969482422,2014-05-15
47.38999938964844,2014-05-16
48.400001525878906,2014-05-19
48.4900016784668,2014-05-20
48.369998931884766,2014-05-21
50.439998626708984,2014-05-22
52.529998779296875,2014-05-23
54.29999923706055,2014-05-27
53.810001373291016,2014-05-28
54.38999938964844,2014-05-29
52.310001373291016,2014-05-30
50.2599983215332,2014-06-02
50.40999984741211,2014-06-03
51.38999938964844,2014-06-04
53.88999938964844,2014-06-05
56.61000061035156,2014-06-06
55.939998626708984,2014-06-09
55.970001220703125,2014-06-10
57.79999923706055,2014-06-11
57.47999954223633,2014-06-12
59.20000076293945,2014-06-13
59.959999084472656,2014-06-16
60.0,2014-06-17
60.52000045776367,2014-06-18
60.02000045776367,2014-06-19
60.470001220703125,2014-06-20
61.22999954223633,2014-06-23
61.09000015258789,2014-06-24
61.93000030517578,2014-06-25
61.630001068115234,2014-06-26
61.400001525878906,2014-06-27
61.959999084472656,2014-06-30
63.58000183105469,2014-07-01
62.119998931884766,2014-07-02
61.599998474121094,2014-07-03
59.93000030517578,2014-07-07
55.880001068115234,2014-07-08
56.63999938964844,2014-07-09
57.5,2014-07-10
57.02000045776367,2014-07-11
57.54999923706055,2014-07-14
56.02000045776367,2014-07-15
56.31999969482422,2014-07-16
56.61000061035156,2014-07-17
57.52000045776367,2014-07-18
58.880001068115234,2014-07-21
58.54999923706055,2014-07-22
58.22999954223633,2014-07-23
59.43000030517578,2014-07-24
59.72999954223633,2014-07-25
58.33000183105469,2014-07-28
59.70000076293945,2014-07-29
62.63999938964844,2014-07-30
58.79999923706055,2014-07-31
56.66999816894531,2014-08-01
57.709999084472656,2014-08-04
56.630001068115234,2014-08-05
55.369998931884766,2014-08-06
55.36000061035156,2014-08-07
55.0,2014-08-08
55.9900016784668,2014-08-11
54.61000061035156,2014-08-12
55.310001373291016,2014-08-13
54.88999938964844,2014-08-14
54.70000076293945,2014-08-15
56.0,2014-08-18
57.709999084472656,2014-08-19
57.529998779296875,2014-08-20
56.900001525878906,2014-08-21
59.619998931884766,2014-08-22
58.81999969482422,2014-08-25
59.72999954223633,2014-08-26
60.08000183105469,2014-08-27
59.529998779296875,2014-08-28
61.130001068115234,2014-08-29
62.849998474121094,2014-09-02
62.7400016784668,2014-09-03
61.2599983215332,2014-09-04
62.470001220703125,2014-09-05
64.30999755859375,2014-09-08
62.22999954223633,2014-09-09
62.47999954223633,2014-09-10
63.36000061035156,2014-09-11
61.61000061035156,2014-09-12
58.97999954223633,2014-09-15
59.90999984741211,2014-09-16
61.0099983215332,2014-09-17
61.310001373291016,2014-09-18
62.34000015258789,2014-09-19
60.599998474121094,2014-09-22
59.16999816894531,2014-09-23
60.06999969482422,2014-09-24
58.400001525878906,2014-09-25
59.560001373291016,2014-09-26
59.790000915527344,2014-09-29
58.779998779296875,2014-09-30
57.29999923706055,2014-10-01
57.91999816894531,2014-10-02
60.290000915527344,2014-10-03
60.529998779296875,2014-10-06
57.81999969482422,2014-10-07
59.36000061035156,2014-10-08
58.36000061035156,2014-10-09
56.470001220703125,2014-10-10
54.20000076293945,2014-10-13
56.029998779296875,2014-10-14
57.400001525878906,2014-10-15
57.25,2014-10-16
60.380001068115234,2014-10-17
59.279998779296875,2014-10-20
60.47999954223633,2014-10-21
58.06999969482422,2014-10-22
64.54000091552734,2014-10-23
65.44999694824219,2014-10-24
64.08999633789062,2014-10-27
66.97000122070312,2014-10-28
65.02999877929688,2014-10-29
66.41999816894531,2014-10-30
67.93000030517578,2014-10-31
66.20999908447266,2014-11-03
66.87999725341797,2014-11-04
65.55000305175781,2014-11-05
66.8499984741211,2014-11-06
67.79000091552734,2014-11-07
68.91000366210938,2014-11-10
68.1500015258789,2014-11-11
67.68000030517578,2014-11-12
66.97000122070312,2014-11-13
67.51000213623047,2014-11-14
65.31999969482422,2014-11-17
64.9800033569336,2014-11-18
63.720001220703125,2014-11-19
64.12999725341797,2014-11-20
63.97999954223633,2014-11-21
63.970001220703125,2014-11-24
62.97999954223633,2014-11-25
63.970001220703125,2014-11-26
63.959999084472656,2014-11-28
61.849998474121094,2014-12-01
61.72999954223633,2014-12-02
61.83000183105469,2014-12-03
62.5,2014-12-04
62.630001068115234,2014-12-05
61.689998626708984,2014-12-08
62.029998779296875,2014-12-09
61.2599983215332,2014-12-10
61.349998474121094,2014-12-11
61.25,2014-12-12
63.439998626708984,2014-12-15
63.58000183105469,2014-12-16
65.69000244140625,2014-12-17
68.08000183105469,2014-12-18
69.0999984741211,2014-12-19
69.70999908447266,2014-12-22
69.56999969482422,2014-12-23
69.69000244140625,2014-12-24
70.12000274658203,2014-12-26
68.86000061035156,2014-12-29
67.87999725341797,2014-12-30
67.8499984741211,2014-12-31
67.37999725341797,2015-01-02
67.1500015258789,2015-01-05
66.33000183105469,2015-01-06
67.08999633789062,2015-01-07
68.88999938964844,2015-01-08
67.11000061035156,2015-01-09
68.19000244140625,2015-01-12
67.2699966430664,2015-01-13
66.33999633789062,2015-01-14
63.630001068115234,2015-01-15
63.959999084472656,2015-01-16
64.83000183105469,2015-01-20
65.5199966430664,2015-01-21
66.13999938964844,2015-01-22
68.73999786376953,2015-01-23
68.01000213623047,2015-01-26
67.91000366210938,2015-01-27
68.91000366210938,2015-01-28
73.87999725341797,2015-01-29
72.9000015258789,2015-01-30
72.98999786376953,2015-02-02
72.6500015258789,2015-02-03
74.61000061035156,2015-02-04
74.22000122070312,2015-02-05
74.94000244140625,2015-02-06
72.87999725341797,2015-02-09
73.31999969482422,2015-02-10
73.87999725341797,2015-02-11
75.94999694824219,2015-02-12
77.55000305175781,2015-02-13
76.87999725341797,2015-02-17
77.4800033569336,2015-02-18
78.16000366210938,2015-02-19
79.05999755859375,2015-02-20
78.66999816894531,2015-02-23
78.75,2015-02-24
79.02999877929688,2015-02-25
79.52999877929688,2015-02-26
76.26000213623047,2015-02-27
76.44000244140625,2015-03-02
75.44999694824219,2015-03-03
73.5999984741211,2015-03-04
74.69999694824219,2015-03-05
74.05999755859375,2015-03-06
74.23999786376953,2015-03-09
73.58999633789062,2015-03-10
74.23999786376953,2015-03-11
76.66000366210938,2015-03-12
76.91999816894531,2015-03-13
78.6500015258789,2015-03-16
79.9000015258789,2015-03-17
80.05000305175781,2015-03-18
80.45999908447266,2015-03-19
79.37999725341797,2015-03-20
79.27999877929688,2015-03-23
79.25,2015-03-24
76.19999694824219,2015-03-25
77.02999877929688,2015-03-26
78.47000122070312,2015-03-27
79.44000244140625,2015-03-30
78.77999877929688,2015-03-31
75.6500015258789,2015-04-01
76.12000274658203,2015-04-02
78.23999786376953,2015-04-06
78.47000122070312,2015-04-07
80.83999633789062,2015-04-08
81.73999786376953,2015-04-09
82.33999633789062,2015-04-10
80.7300033569336,2015-04-13
80.19999694824219,2015-04-14
80.75,2015-04-15
82.83999633789062,2015-04-16
73.29000091552734,2015-04-17
74.63999938964844,2015-04-20
77.5,2015-04-21
77.72000122070312,2015-04-22
76.87999725341797,2015-04-23
76.08999633789062,2015-04-24
74.76000213623047,2015-04-27
74.98999786376953,2015-04-28
77.47000122070312,2015-04-29
74.86000061035156,2015-04-30
73.75,2015-05-01
73.61000061035156,2015-05-04
73.27999877929688,2015-05-05
73.30000305175781,2015-05-06
74.01000213623047,2015-05-07
73.91000366210938,2015-05-08
73.98999786376953,2015-05-11
74.26000213623047,2015-05-12
75.11000061035156,2015-05-13
76.05000305175781,2015-05-14
75.70999908447266,2015-05-15
77.26000213623047,2015-05-18
77.77999877929688,2015-05-19
77.44999694824219,2015-05-20
78.87000274658203,2015-05-21
78.76000213623047,2015-05-22
77.70999908447266,2015-05-26
78.38999938964844,2015-05-27
78.4000015258789,2015-05-28
76.61000061035156,2015-05-29
75.68000030517578,2015-06-01
75.37999725341797,2015-06-02
76.61000061035156,2015-06-03
75.45999908447266,2015-06-04
76.88999938964844,2015-06-05
74.66999816894531,2015-06-08
75.66000366210938,2015-06-09
77.69999694824219,2015-06-10
77.7300033569336,2015-06-11
77.94000244140625,2015-06-12
77.63999938964844,2015-06-15
79.4000015258789,2015-06-16
79.91999816894531,2015-06-17
80.97000122070312,2015-06-18
80.37999725341797,2015-06-19
80.31999969482422,2015-06-22
80.75,2015-06-23
77.47000122070312,2015-06-24
78.91999816894531,2015-06-25
77.0199966430664,2015-06-26
73.7699966430664,2015-06-29
74.30999755859375,2015-06-30
73.9000015258789,2015-07-01
74.52999877929688,2015-07-02
73.69999694824219,2015-07-06
75.68000030517578,2015-07-07
74.83000183105469,2015-07-08
76.18000030517578,2015-07-09
76.73999786376953,2015-07-10
76.5999984741211,2015-07-13
77.41000366210938,2015-07-14
77.58000183105469,2015-07-15
78.91999816894531,2015-07-16
78.91999816894531,2015-07-17
78.83999633789062,2015-07-20
78.56999969482422,2015-07-21
77.8499984741211,2015-07-22
78.0199966430664,2015-07-23
79.63999938964844,2015-07-24
76.33999633789062,2015-07-27
78.62999725341797,2015-07-28
77.9800033569336,2015-07-29
81.02999877929688,2015-07-30
80.5,2015-07-31
79.1500015258789,2015-08-03
77.91000366210938,2015-08-04
78.41000366210938,2015-08-05
75.98999786376953,2015-08-06
76.94999694824219,2015-08-07
76.58999633789062,2015-08-10
76.66999816894531,2015-08-11
76.8499984741211,2015-08-12
75.69999694824219,2015-08-13
76.62999725341797,2015-08-14
77.25,2015-08-17
75.88999938964844,2015-08-18
75.62999725341797,2015-08-19
70.30999755859375,2015-08-20
69.91000366210938,2015-08-21
68.0,2015-08-24
68.66999816894531,2015-08-25
71.41000366210938,2015-08-26
72.36000061035156,2015-08-27
72.54000091552734,2015-08-28
70.95999908447266,2015-08-31
68.91999816894531,2015-09-01
69.94999694824219,2015-09-02
71.22000122070312,2015-09-03
69.79000091552734,2015-09-04
73.33000183105469,2015-09-08
72.0199966430664,2015-09-09
72.66000366210938,2015-09-10
73.5999984741211,2015-09-11
73.55999755859375,2015-09-14
74.26000213623047,2015-09-15
73.94000244140625,2015-09-16
74.61000061035156,2015-09-17
74.36000061035156,2015-09-18
74.41000366210938,2015-09-21
73.05999755859375,2015-09-22
72.98999786376953,2015-09-23
72.12000274658203,2015-09-24
72.86000061035156,2015-09-25
69.02999877929688,2015-09-28
68.94000244140625,2015-09-29
69.44999694824219,2015-09-30
71.58000183105469,2015-10-01
72.2300033569336,2015-10-02
76.47000122070312,2015-10-05
74.58000183105469,2015-10-06
74.97000122070312,2015-10-07
73.0199966430664,2015-10-08
74.41999816894531,2015-10-09
74.27999877929688,2015-10-12
74.16000366210938,2015-10-13
73.9000015258789,2015-10-14
75.63999938964844,2015-10-15
76.45999908447266,2015-10-16
75.79000091552734,2015-10-19
74.7300033569336,2015-10-20
73.0199966430664,2015-10-21
77.94999694824219,2015-10-22
78.88999938964844,2015-10-23
78.80000305175781,2015-10-26
80.16999816894531,2015-10-27
82.1500015258789,2015-10-28
81.55999755859375,2015-10-29
81.6500015258789,2015-10-30
82.0199966430664,2015-11-02
82.52999877929688,2015-11-03
83.83999633789062,2015-11-04
83.91000366210938,2015-11-05
85.23999786376953,2015-11-06
84.5999984741211,2015-11-09
84.1500015258789,2015-11-10
83.9000015258789,2015-11-11
84.5,2015-11-12
82.87999725341797,2015-11-13
84.37000274658203,2015-11-16
84.91000366210938,2015-11-17
85.75,2015-11-18
85.75,2015-11-19
86.19000244140625,2015-11-20
86.45999908447266,2015-11-23
86.69999694824219,2015-11-24
86.88999938964844,2015-11-25
87.29000091552734,2015-11-27
87.01000213623047,2015-11-30
86.47000122070312,2015-12-01
87.52999877929688,2015-12-02
88.08999633789062,2015-12-03
89.98999786376953,2015-12-04
87.9800033569336,2015-12-07
87.72000122070312,2015-12-08
86.0999984741211,2015-12-09
86.94000244140625,2015-12-10
83.48999786376953,2015-12-11
83.56999969482422,2015-12-14
85.5999984741211,2015-12-15
87.38999938964844,2015-12-16
87.2699966430664,2015-12-17
85.7300033569336,2015-12-18
87.0199966430664,2015-12-21
86.4800033569336,2015-12-22
86.88999938964844,2015-12-23
86.95999908447266,2015-12-24
86.88999938964844,2015-12-28
88.12000274658203,2015-12-29
87.37999725341797,2015-12-30
86.55999755859375,2015-12-31
84.06999969482422,2016-01-04
84.0,2016-01-05
81.41999816894531,2016-01-06
79.63999938964844,2016-01-07
78.12000274658203,2016-01-08
78.52999877929688,2016-01-11
80.98999786376953,2016-01-12
76.79000091552734,2016-01-13
78.20999908447266,2016-01-14
76.33999633789062,2016-01-15
74.31999969482422,2016-01-19
74.30999755859375,2016-01-20
74.41000366210938,2016-01-21
76.66999816894531,2016-01-22
76.0999984741211,2016-01-25
77.95999908447266,2016-01-26
75.37000274658203,2016-01-27
63.56999969482422,2016-01-28
62.209999084472656,2016-01-29
61.959999084472656,2016-02-01
57.25,2016-02-02
59.29999923706055,2016-02-03
58.619998931884766,2016-02-04
52.310001373291016,2016-02-05
47.13999938964844,2016-02-08
48.52000045776367,2016-02-09
49.9900016784668,2016-02-10
49.029998779296875,2016-02-11
50.08000183105469,2016-02-12
52.040000915527344,2016-02-16
55.2599983215332,2016-02-17
54.2599983215332,2016-02-18
54.7400016784668,2016-02-19
54.689998626708984,2016-02-22
53.0099983215332,2016-02-23
52.54999923706055,2016-02-24
54.15999984741211,2016-02-25
55.5099983215332,2016-02-26
54.9900016784668,2016-02-29
57.849998474121094,2016-03-01
57.65999984741211,2016-03-02
58.36000061035156,2016-03-03
58.5,2016-03-04
58.220001220703125,2016-03-07
60.34000015258789,2016-03-08
60.4900016784668,2016-03-09
60.720001220703125,2016-03-10
63.349998474121094,2016-03-11
62.349998474121094,2016-03-14
61.650001525878906,2016-03-15
62.369998931884766,2016-03-16
60.79999923706055,2016-03-17
60.150001525878906,2016-03-18
61.04999923706055,2016-03-21
62.31999969482422,2016-03-22
62.25,2016-03-23
61.689998626708984,2016-03-24
60.34000015258789,2016-03-28
61.13999938964844,2016-03-29
61.06999969482422,2016-03-30
61.18000030517578,2016-03-31
62.029998779296875,2016-04-01
64.27999877929688,2016-04-04
