ZS,Date
319.4200134277344,2021-12-21
322.010009765625,2021-12-22
323.0,2021-12-23
329.8900146484375,2021-12-27
324.6600036621094,2021-12-28
323.17999267578125,2021-12-29
324.5899963378906,2021-12-30
321.3299865722656,2021-12-31
301.8299865722656,2022-01-03
281.5799865722656,2022-01-04
262.3299865722656,2022-01-05
260.2099914550781,2022-01-06
261.5299987792969,2022-01-07
275.6499938964844,2022-01-10
277.5299987792969,2022-01-11
273.9800109863281,2022-01-12
250.47000122070312,2022-01-13
254.74000549316406,2022-01-14
259.20001220703125,2022-01-18
253.11000061035156,2022-01-19
250.6699981689453,2022-01-20
241.94000244140625,2022-01-21
243.1999969482422,2022-01-24
228.8800048828125,2022-01-25
226.85000610351562,2022-01-26
223.0800018310547,2022-01-27
238.6999969482422,2022-01-28
257.1099853515625,2022-01-31
261.0899963378906,2022-02-01
257.5,2022-02-02
245.02000427246094,2022-02-03
258.9800109863281,2022-02-04
262.9200134277344,2022-02-07
270.7099914550781,2022-02-08
280.8500061035156,2022-02-09
284.1000061035156,2022-02-10
273.0,2022-02-11
274.42999267578125,2022-02-14
285.82000732421875,2022-02-15
280.8699951171875,2022-02-16
261.94000244140625,2022-02-17
255.22000122070312,2022-02-18
254.80999755859375,2022-02-22
239.39999389648438,2022-02-23
263.3800048828125,2022-02-24
221.85000610351562,2022-02-25
239.14999389648438,2022-02-28
247.8300018310547,2022-03-01
254.41000366210938,2022-03-02
242.02999877929688,2022-03-03
225.5,2022-03-04
204.3699951171875,2022-03-07
198.6300048828125,2022-03-08
212.35000610351562,2022-03-09
208.41000366210938,2022-03-10
201.13999938964844,2022-03-11
189.52999877929688,2022-03-14
196.61000061035156,2022-03-15
207.02999877929688,2022-03-16
214.8300018310547,2022-03-17
222.7100067138672,2022-03-18
220.86000061035156,2022-03-21
232.38999938964844,2022-03-22
233.3800048828125,2022-03-23
235.7899932861328,2022-03-24
230.32000732421875,2022-03-25
237.92999267578125,2022-03-28
243.99000549316406,2022-03-29
239.89999389648438,2022-03-30
241.27999877929688,2022-03-31
246.2100067138672,2022-04-01
252.11000061035156,2022-04-04
238.61000061035156,2022-04-05
226.07000732421875,2022-04-06
231.9600067138672,2022-04-07
226.7899932861328,2022-04-08
224.32000732421875,2022-04-11
223.0,2022-04-12
241.22999572753906,2022-04-13
230.83999633789062,2022-04-14
223.57000732421875,2022-04-18
228.7899932861328,2022-04-19
221.7100067138672,2022-04-20
211.47000122070312,2022-04-21
206.47000122070312,2022-04-22
216.7899932861328,2022-04-25
207.30999755859375,2022-04-26
204.75999450683594,2022-04-27
213.58999633789062,2022-04-28
202.74000549316406,2022-04-29
208.22999572753906,2022-05-02
204.6999969482422,2022-05-03
208.92999267578125,2022-05-04
190.41000366210938,2022-05-05
172.94000244140625,2022-05-06
153.08999633789062,2022-05-09
150.2899932861328,2022-05-10
136.57000732421875,2022-05-11
137.6300048828125,2022-05-12
153.22999572753906,2022-05-13
140.0800018310547,2022-05-16
141.77999877929688,2022-05-17
128.08999633789062,2022-05-18
132.3000030517578,2022-05-19
136.88999938964844,2022-05-20
138.1699981689453,2022-05-23
127.80999755859375,2022-05-24
132.5800018310547,2022-05-25
142.1300048828125,2022-05-26
160.0,2022-05-27
153.08999633789062,2022-05-31
148.94000244140625,2022-06-01
160.83999633789062,2022-06-02
156.92999267578125,2022-06-03
158.57000732421875,2022-06-06
162.80999755859375,2022-06-07
165.57000732421875,2022-06-08
160.4199981689453,2022-06-09
153.61000061035156,2022-06-10
140.97999572753906,2022-06-13
142.11000061035156,2022-06-14
148.25,2022-06-15
136.02999877929688,2022-06-16
144.22000122070312,2022-06-17
150.25,2022-06-21
149.11000061035156,2022-06-22
162.75999450683594,2022-06-23
170.82000732421875,2022-06-24
164.22999572753906,2022-06-27
154.9199981689453,2022-06-28
154.9499969482422,2022-06-29
149.50999450683594,2022-06-30
155.3699951171875,2022-07-01
166.30999755859375,2022-07-05
163.75,2022-07-06
167.42999267578125,2022-07-07
166.88999938964844,2022-07-08
162.4199981689453,2022-07-11
150.9199981689453,2022-07-12
148.9499969482422,2022-07-13
146.05999755859375,2022-07-14
149.32000732421875,2022-07-15
150.82000732421875,2022-07-18
155.83999633789062,2022-07-19
162.9499969482422,2022-07-20
164.63999938964844,2022-07-21
159.92999267578125,2022-07-22
156.08999633789062,2022-07-25
141.9499969482422,2022-07-26
148.7100067138672,2022-07-27
153.05999755859375,2022-07-28
155.05999755859375,2022-07-29
153.5,2022-08-01
157.77999877929688,2022-08-02
165.2899932861328,2022-08-03
161.99000549316406,2022-08-04
163.4199981689453,2022-08-05
168.14999389648438,2022-08-08
163.41000366210938,2022-08-09
180.41000366210938,2022-08-10
178.7100067138672,2022-08-11
182.63999938964844,2022-08-12
181.7100067138672,2022-08-15
178.60000610351562,2022-08-16
174.35000610351562,2022-08-17
175.30999755859375,2022-08-18
166.22000122070312,2022-08-19
163.0,2022-08-22
165.35000610351562,2022-08-23
165.64999389648438,2022-08-24
167.72000122070312,2022-08-25
161.19000244140625,2022-08-26
158.52999877929688,2022-08-29
160.8800048828125,2022-08-30
159.24000549316406,2022-08-31
145.57000732421875,2022-09-01
145.1199951171875,2022-09-02
145.02999877929688,2022-09-06
147.7100067138672,2022-09-07
154.25,2022-09-08
188.0,2022-09-09
193.60000610351562,2022-09-12
181.22000122070312,2022-09-13
182.97999572753906,2022-09-14
175.99000549316406,2022-09-15
169.49000549316406,2022-09-16
174.57000732421875,2022-09-19
172.67999267578125,2022-09-20
171.8800048828125,2022-09-21
162.55999755859375,2022-09-22
158.69000244140625,2022-09-23
159.75999450683594,2022-09-26
163.2100067138672,2022-09-27
168.77999877929688,2022-09-28
165.88999938964844,2022-09-29
164.3699951171875,2022-09-30
170.50999450683594,2022-10-03
176.0,2022-10-04
180.14999389648438,2022-10-05
182.9199981689453,2022-10-06
170.08999633789062,2022-10-07
157.17999267578125,2022-10-10
148.72999572753906,2022-10-11
147.6300048828125,2022-10-12
145.1300048828125,2022-10-13
135.30999755859375,2022-10-14
145.27999877929688,2022-10-17
149.69000244140625,2022-10-18
148.77000427246094,2022-10-19
150.22999572753906,2022-10-20
150.47999572753906,2022-10-21
148.6699981689453,2022-10-24
157.08999633789062,2022-10-25
151.02999877929688,2022-10-26
153.77000427246094,2022-10-27
153.9600067138672,2022-10-28
154.10000610351562,2022-10-31
150.38999938964844,2022-11-01
138.08999633789062,2022-11-02
131.07000732421875,2022-11-03
121.0,2022-11-04
117.36000061035156,2022-11-07
119.93000030517578,2022-11-08
116.25,2022-11-09
133.1199951171875,2022-11-10
142.19000244140625,2022-11-11
136.85000610351562,2022-11-14
147.25999450683594,2022-11-15
140.35000610351562,2022-11-16
136.75,2022-11-17
138.72999572753906,2022-11-18
135.9199981689453,2022-11-21
136.75999450683594,2022-11-22
140.0800018310547,2022-11-23
138.75,2022-11-25
136.72000122070312,2022-11-28
134.85000610351562,2022-11-29
133.4499969482422,2022-11-30
144.5,2022-12-01
128.99000549316406,2022-12-02
120.79000091552734,2022-12-05
115.97000122070312,2022-12-06
114.23999786376953,2022-12-07
119.52999877929688,2022-12-08
117.20999908447266,2022-12-09
121.23999786376953,2022-12-12
123.76000213623047,2022-12-13
123.13999938964844,2022-12-14
117.16999816894531,2022-12-15
114.20999908447266,2022-12-16
112.2699966430664,2022-12-19
113.54000091552734,2022-12-20
112.7699966430664,2022-12-21
109.36000061035156,2022-12-22
108.77999877929688,2022-12-23
107.56999969482422,2022-12-27
107.86000061035156,2022-12-28
111.87000274658203,2022-12-29
111.9000015258789,2022-12-30
110.19000244140625,2023-01-03
111.58999633789062,2023-01-04
104.38999938964844,2023-01-05
103.95999908447266,2023-01-06
104.75,2023-01-09
104.97000122070312,2023-01-10
108.05000305175781,2023-01-11
104.66000366210938,2023-01-12
107.30000305175781,2023-01-13
113.51000213623047,2023-01-17
113.02999877929688,2023-01-18
110.37000274658203,2023-01-19
117.12000274658203,2023-01-20
123.76000213623047,2023-01-23
122.6500015258789,2023-01-24
119.91000366210938,2023-01-25
125.19000244140625,2023-01-26
127.5199966430664,2023-01-27
122.5999984741211,2023-01-30
124.16000366210938,2023-01-31
131.52000427246094,2023-02-01
141.35000610351562,2023-02-02
134.99000549316406,2023-02-03
133.0500030517578,2023-02-06
138.05999755859375,2023-02-07
137.6300048828125,2023-02-08
139.05999755859375,2023-02-09
133.8699951171875,2023-02-10
133.8699951171875,2023-02-13
136.19000244140625,2023-02-14
142.77000427246094,2023-02-15
132.92999267578125,2023-02-16
132.35000610351562,2023-02-17
127.83999633789062,2023-02-21
132.16000366210938,2023-02-22
133.5,2023-02-23
130.8800048828125,2023-02-24
131.83999633789062,2023-02-27
131.14999389648438,2023-02-28
128.44000244140625,2023-03-01
134.1300048828125,2023-03-02
119.23999786376953,2023-03-03
119.80999755859375,2023-03-06
117.87999725341797,2023-03-07
114.94999694824219,2023-03-08
110.44999694824219,2023-03-09
105.44999694824219,2023-03-10
109.86000061035156,2023-03-13
107.97000122070312,2023-03-14
107.66999816894531,2023-03-15
108.12999725341797,2023-03-16
105.48999786376953,2023-03-17
105.45999908447266,2023-03-20
113.0199966430664,2023-03-21
108.86000061035156,2023-03-22
112.55999755859375,2023-03-23
111.93000030517578,2023-03-24
111.87000274658203,2023-03-27
110.25,2023-03-28
110.69999694824219,2023-03-29
112.22000122070312,2023-03-30
116.83000183105469,2023-03-31
112.9000015258789,2023-04-03
110.51000213623047,2023-04-04
101.30000305175781,2023-04-05
103.73999786376953,2023-04-06
104.94999694824219,2023-04-10
105.95999908447266,2023-04-11
105.87000274658203,2023-04-12
107.38999938964844,2023-04-13
105.44999694824219,2023-04-14
105.58999633789062,2023-04-17
103.55999755859375,2023-04-18
102.95999908447266,2023-04-19
100.48999786376953,2023-04-20
101.70999908447266,2023-04-21
100.66000366210938,2023-04-24
92.31999969482422,2023-04-25
93.06999969482422,2023-04-26
93.41999816894531,2023-04-27
90.0999984741211,2023-04-28
88.73999786376953,2023-05-01
87.0,2023-05-02
87.37000274658203,2023-05-03
87.73999786376953,2023-05-04
89.45999908447266,2023-05-05
107.91999816894531,2023-05-08
110.04499816894531,2023-05-09
116.79000091552734,2023-05-10
115.41999816894531,2023-05-11
114.33000183105469,2023-05-12
120.80999755859375,2023-05-15
118.3499984741211,2023-05-16
118.7699966430664,2023-05-17
123.95999908447266,2023-05-18
125.2699966430664,2023-05-19
128.86000061035156,2023-05-22
124.47000122070312,2023-05-23
126.52999877929688,2023-05-24
126.69000244140625,2023-05-25
130.6199951171875,2023-05-26
134.72000122070312,2023-05-30
135.47999572753906,2023-05-31
135.08999633789062,2023-06-01
142.38999938964844,2023-06-02
148.0500030517578,2023-06-05
152.99000549316406,2023-06-06
144.9199981689453,2023-06-07
148.82000732421875,2023-06-08
150.83999633789062,2023-06-09
155.97999572753906,2023-06-12
157.58999633789062,2023-06-13
157.5500030517578,2023-06-14
158.33999633789062,2023-06-15
154.00999450683594,2023-06-16
148.66000366210938,2023-06-20
144.85000610351562,2023-06-21
144.83999633789062,2023-06-22
142.6999969482422,2023-06-23
141.7100067138672,2023-06-26
144.66000366210938,2023-06-27
144.11000061035156,2023-06-28
144.83999633789062,2023-06-29
146.3000030517578,2023-06-30
146.58999633789062,2023-07-03
146.97000122070312,2023-07-05
141.74000549316406,2023-07-06
143.17999267578125,2023-07-07
154.27000427246094,2023-07-10
147.38999938964844,2023-07-11
137.67999267578125,2023-07-12
145.13999938964844,2023-07-13
145.42999267578125,2023-07-14
151.82000732421875,2023-07-17
154.80999755859375,2023-07-18
161.0399932861328,2023-07-19
147.89999389648438,2023-07-20
149.00999450683594,2023-07-21
148.3300018310547,2023-07-24
155.2100067138672,2023-07-25
156.6199951171875,2023-07-26
155.25,2023-07-27
157.49000549316406,2023-07-28
160.3800048828125,2023-07-31
162.8000030517578,2023-08-01
150.5399932861328,2023-08-02
150.77000427246094,2023-08-03
146.16000366210938,2023-08-04
145.33999633789062,2023-08-07
138.69000244140625,2023-08-08
140.3000030517578,2023-08-09
144.3000030517578,2023-08-10
142.9499969482422,2023-08-11
144.91000366210938,2023-08-14
142.7100067138672,2023-08-15
140.1300048828125,2023-08-16
135.64999389648438,2023-08-17
136.2100067138672,2023-08-18
142.77999877929688,2023-08-21
141.89999389648438,2023-08-22
145.47000122070312,2023-08-23
139.74000549316406,2023-08-24
142.75999450683594,2023-08-25
141.33999633789062,2023-08-28
144.38999938964844,2023-08-29
147.27999877929688,2023-08-30
156.0500030517578,2023-08-31
158.3800048828125,2023-09-01
162.74000549316406,2023-09-05
158.35000610351562,2023-09-06
161.02000427246094,2023-09-07
160.77000427246094,2023-09-08
165.0500030517578,2023-09-11
160.22000122070312,2023-09-12
158.39999389648438,2023-09-13
159.22999572753906,2023-09-14
156.10000610351562,2023-09-15
154.72000122070312,2023-09-18
155.0500030517578,2023-09-19
154.22999572753906,2023-09-20
148.7899932861328,2023-09-21
151.7100067138672,2023-09-22
148.97000122070312,2023-09-25
148.02999877929688,2023-09-26
148.8699951171875,2023-09-27
150.9199981689453,2023-09-28
155.58999633789062,2023-09-29
160.88999938964844,2023-10-02
151.4600067138672,2023-10-03
155.1199951171875,2023-10-04
153.3000030517578,2023-10-05
163.58999633789062,2023-10-06
168.86000061035156,2023-10-09
171.8800048828125,2023-10-10
173.0500030517578,2023-10-11
170.64999389648438,2023-10-12
168.52000427246094,2023-10-13
172.2100067138672,2023-10-16
172.2899932861328,2023-10-17
170.39999389648438,2023-10-18
169.07000732421875,2023-10-19
162.19000244140625,2023-10-20
162.47999572753906,2023-10-23
164.7899932861328,2023-10-24
157.61000061035156,2023-10-25
154.61000061035156,2023-10-26
154.3699951171875,2023-10-27
156.80999755859375,2023-10-30
158.69000244140625,2023-10-31
156.64999389648438,2023-11-01
159.19000244140625,2023-11-02
164.3699951171875,2023-11-03
163.47000122070312,2023-11-06
171.38999938964844,2023-11-07
173.9600067138672,2023-11-08
170.6999969482422,2023-11-09
175.0399932861328,2023-11-10
178.1699981689453,2023-11-13
187.08999633789062,2023-11-14
184.55999755859375,2023-11-15
186.17999267578125,2023-11-16
187.47000122070312,2023-11-17
191.9600067138672,2023-11-20
191.36000061035156,2023-11-21
190.63999938964844,2023-11-22
193.08999633789062,2023-11-24
191.91000366210938,2023-11-27
193.85000610351562,2023-11-28
199.83999633789062,2023-11-29
197.52999877929688,2023-11-30
198.02999877929688,2023-12-01
198.25999450683594,2023-12-04
198.91000366210938,2023-12-05
197.91000366210938,2023-12-06
200.0500030517578,2023-12-07
198.8000030517578,2023-12-08
205.47000122070312,2023-12-11
210.75999450683594,2023-12-12
215.4499969482422,2023-12-13
216.39999389648438,2023-12-14
221.66000366210938,2023-12-15
222.5500030517578,2023-12-18
224.0399932861328,2023-12-19
218.72999572753906,2023-12-20
221.3300018310547,2023-12-21
221.67999267578125,2023-12-22
224.58999633789062,2023-12-26
225.02000427246094,2023-12-27
224.44000244140625,2023-12-28
221.55999755859375,2023-12-29
212.3699951171875,2024-01-02
210.24000549316406,2024-01-03
210.3300018310547,2024-01-04
209.80999755859375,2024-01-05
218.10000610351562,2024-01-08
226.25999450683594,2024-01-09
225.39999389648438,2024-01-10
228.52000427246094,2024-01-11
230.77000427246094,2024-01-12
232.17999267578125,2024-01-16
225.3300018310547,2024-01-17
227.91000366210938,2024-01-18
231.2899932861328,2024-01-19
240.85000610351562,2024-01-22
242.58999633789062,2024-01-23
241.3800048828125,2024-01-24
238.3000030517578,2024-01-25
236.8300018310547,2024-01-26
245.0500030517578,2024-01-29
241.1199951171875,2024-01-30
235.6699981689453,2024-01-31
238.05999755859375,2024-02-01
244.0,2024-02-02
232.0500030517578,2024-02-05
234.72999572753906,2024-02-06
244.66000366210938,2024-02-07
249.41000366210938,2024-02-08
254.92999267578125,2024-02-09
253.86000061035156,2024-02-12
242.8000030517578,2024-02-13
253.27000427246094,2024-02-14
253.16000366210938,2024-02-15
252.75,2024-02-16
249.0399932861328,2024-02-20
213.9199981689453,2024-02-21
226.14999389648438,2024-02-22
235.22999572753906,2024-02-23
241.6999969482422,2024-02-26
242.49000549316406,2024-02-27
237.2899932861328,2024-02-28
241.97000122070312,2024-02-29
219.22999572753906,2024-03-01
214.22000122070312,2024-03-04
206.36000061035156,2024-03-05
202.4199981689453,2024-03-06
201.27000427246094,2024-03-07
198.69000244140625,2024-03-08
200.74000549316406,2024-03-11
201.24000549316406,2024-03-12
201.42999267578125,2024-03-13
198.8300018310547,2024-03-14
194.02999877929688,2024-03-15
195.94000244140625,2024-03-18
195.24000549316406,2024-03-19
197.3000030517578,2024-03-20
198.07000732421875,2024-03-21
194.9499969482422,2024-03-22
194.07000732421875,2024-03-25
195.6300048828125,2024-03-26
193.47999572753906,2024-03-27
192.6300048828125,2024-03-28
192.1300048828125,2024-04-01
188.74000549316406,2024-04-02
186.30999755859375,2024-04-03
182.00999450683594,2024-04-04
183.33999633789062,2024-04-05
183.7100067138672,2024-04-08
188.5,2024-04-09
