WDC,Date
1.1038471460342407,1979-02-08
1.1038471460342407,1979-02-09
1.1038471460342407,1979-02-12
1.0536723136901855,1979-02-13
1.0536723136901855,1979-02-14
1.0536723136901855,1979-02-15
1.0536723136901855,1979-02-16
1.0034973621368408,1979-02-20
1.0034973621368408,1979-02-21
0.9533224105834961,1979-02-22
1.0034973621368408,1979-02-23
0.9533224105834961,1979-02-26
0.9031475186347961,1979-02-27
0.9031475186347961,1979-02-28
0.8529728055000305,1979-03-01
1.0034973621368408,1979-03-02
1.0034973621368408,1979-03-05
0.9533224105834961,1979-03-06
0.9031475186347961,1979-03-07
0.9031475186347961,1979-03-08
0.9031475186347961,1979-03-09
0.9533224105834961,1979-03-12
0.9031475186347961,1979-03-13
0.9031475186347961,1979-03-14
0.8529728055000305,1979-03-15
0.8529728055000305,1979-03-16
0.8529728055000305,1979-03-19
0.9031475186347961,1979-03-20
1.0034973621368408,1979-03-21
1.0034973621368408,1979-03-22
1.1038471460342407,1979-03-23
1.254372000694275,1979-03-26
1.4048961400985718,1979-03-27
1.204196810722351,1979-03-28
1.3045467138290405,1979-03-29
1.3547216653823853,1979-03-30
1.3045467138290405,1979-04-02
1.3547216653823853,1979-04-03
1.4048961400985718,1979-04-04
1.3045467138290405,1979-04-05
1.3547216653823853,1979-04-06
1.3045467138290405,1979-04-09
1.3045467138290405,1979-04-10
1.254372000694275,1979-04-11
1.204196810722351,1979-04-12
1.1540217399597168,1979-04-16
1.1038471460342407,1979-04-17
1.1038471460342407,1979-04-18
1.1540217399597168,1979-04-19
1.204196810722351,1979-04-20
1.204196810722351,1979-04-23
1.204196810722351,1979-04-24
1.254372000694275,1979-04-25
1.254372000694275,1979-04-26
1.254372000694275,1979-04-27
1.254372000694275,1979-04-30
1.204196810722351,1979-05-01
1.204196810722351,1979-05-02
1.204196810722351,1979-05-03
1.204196810722351,1979-05-04
1.1540217399597168,1979-05-07
1.1540217399597168,1979-05-08
1.204196810722351,1979-05-09
1.1540217399597168,1979-05-10
1.204196810722351,1979-05-11
1.1540217399597168,1979-05-14
1.1540217399597168,1979-05-15
1.1540217399597168,1979-05-16
1.1540217399597168,1979-05-17
1.1540217399597168,1979-05-18
1.1540217399597168,1979-05-21
1.1540217399597168,1979-05-22
1.1540217399597168,1979-05-23
1.1540217399597168,1979-05-24
1.204196810722351,1979-05-25
1.204196810722351,1979-05-29
1.204196810722351,1979-05-30
1.204196810722351,1979-05-31
1.204196810722351,1979-06-01
1.204196810722351,1979-06-04
1.1540217399597168,1979-06-05
1.1038471460342407,1979-06-06
1.1038471460342407,1979-06-07
1.1038471460342407,1979-06-08
1.1540217399597168,1979-06-11
1.1540217399597168,1979-06-12
1.0536723136901855,1979-06-13
1.0536723136901855,1979-06-14
1.0536723136901855,1979-06-15
1.0536723136901855,1979-06-18
1.0536723136901855,1979-06-19
1.0536723136901855,1979-06-20
1.0034973621368408,1979-06-21
1.0536723136901855,1979-06-22
1.0536723136901855,1979-06-25
1.0536723136901855,1979-06-26
1.0536723136901855,1979-06-27
1.0536723136901855,1979-06-28
1.0536723136901855,1979-06-29
1.0536723136901855,1979-07-02
1.0034973621368408,1979-07-03
1.0034973621368408,1979-07-05
1.0536723136901855,1979-07-06
1.0536723136901855,1979-07-09
1.0536723136901855,1979-07-10
1.0536723136901855,1979-07-11
1.0536723136901855,1979-07-12
1.0034973621368408,1979-07-13
1.0034973621368408,1979-07-16
0.9533224105834961,1979-07-17
0.9031475186347961,1979-07-18
0.9031475186347961,1979-07-19
0.9031475186347961,1979-07-20
0.9031475186347961,1979-07-23
0.9031475186347961,1979-07-24
0.9031475186347961,1979-07-25
0.8529728055000305,1979-07-26
0.8529728055000305,1979-07-27
0.8529728055000305,1979-07-30
0.9031475186347961,1979-07-31
0.9031475186347961,1979-08-01
0.9533224105834961,1979-08-02
0.9533224105834961,1979-08-03
0.9533224105834961,1979-08-06
0.9533224105834961,1979-08-07
0.9533224105834961,1979-08-08
0.9533224105834961,1979-08-09
0.9533224105834961,1979-08-10
0.9533224105834961,1979-08-13
0.9533224105834961,1979-08-14
0.9533224105834961,1979-08-15
0.9533224105834961,1979-08-16
0.9533224105834961,1979-08-17
0.9031475186347961,1979-08-20
0.9533224105834961,1979-08-21
1.0034973621368408,1979-08-22
1.0536723136901855,1979-08-23
1.0536723136901855,1979-08-24
1.1038471460342407,1979-08-27
1.1038471460342407,1979-08-28
1.1038471460342407,1979-08-29
1.1540217399597168,1979-08-30
1.1540217399597168,1979-08-31
1.1038471460342407,1979-09-04
1.1038471460342407,1979-09-05
1.1540217399597168,1979-09-06
1.204196810722351,1979-09-07
1.1540217399597168,1979-09-10
1.1540217399597168,1979-09-11
1.3045467138290405,1979-09-12
1.204196810722351,1979-09-13
1.204196810722351,1979-09-14
1.204196810722351,1979-09-17
1.204196810722351,1979-09-18
1.254372000694275,1979-09-19
1.3045467138290405,1979-09-20
1.254372000694275,1979-09-21
1.1540217399597168,1979-09-24
1.204196810722351,1979-09-25
1.254372000694275,1979-09-26
1.204196810722351,1979-09-27
1.1038471460342407,1979-09-28
1.1038471460342407,1979-10-01
1.1038471460342407,1979-10-02
1.1038471460342407,1979-10-03
1.1038471460342407,1979-10-04
1.204196810722351,1979-10-05
1.1540217399597168,1979-10-08
1.0536723136901855,1979-10-09
0.9533224105834961,1979-10-10
0.9533224105834961,1979-10-11
0.9533224105834961,1979-10-12
1.0034973621368408,1979-10-15
1.0034973621368408,1979-10-16
1.0034973621368408,1979-10-17
1.0034973621368408,1979-10-18
1.0034973621368408,1979-10-19
1.0034973621368408,1979-10-22
1.1038471460342407,1979-10-23
1.1038471460342407,1979-10-24
1.0536723136901855,1979-10-25
1.0536723136901855,1979-10-26
1.0536723136901855,1979-10-29
1.1038471460342407,1979-10-30
1.0536723136901855,1979-10-31
1.204196810722351,1979-11-01
1.1038471460342407,1979-11-02
1.1038471460342407,1979-11-05
1.1038471460342407,1979-11-06
1.1038471460342407,1979-11-07
1.1038471460342407,1979-11-08
1.1038471460342407,1979-11-09
1.1038471460342407,1979-11-12
1.1540217399597168,1979-11-13
1.1540217399597168,1979-11-14
1.1540217399597168,1979-11-15
1.1540217399597168,1979-11-16
1.1540217399597168,1979-11-19
1.1540217399597168,1979-11-20
1.1038471460342407,1979-11-21
1.1038471460342407,1979-11-23
1.1540217399597168,1979-11-26
1.204196810722351,1979-11-27
1.1540217399597168,1979-11-28
1.1540217399597168,1979-11-29
1.1038471460342407,1979-11-30
1.204196810722351,1979-12-03
1.204196810722351,1979-12-04
1.3045467138290405,1979-12-05
1.3547216653823853,1979-12-06
1.3547216653823853,1979-12-07
1.254372000694275,1979-12-10
1.254372000694275,1979-12-11
1.254372000694275,1979-12-12
1.3045467138290405,1979-12-13
1.3045467138290405,1979-12-14
1.3045467138290405,1979-12-17
1.204196810722351,1979-12-18
1.204196810722351,1979-12-19
1.1540217399597168,1979-12-20
1.204196810722351,1979-12-21
1.204196810722351,1979-12-24
1.204196810722351,1979-12-26
1.1540217399597168,1979-12-27
1.1540217399597168,1979-12-28
1.204196810722351,1979-12-31
1.1038471460342407,1980-01-02
1.1038471460342407,1980-01-03
1.1038471460342407,1980-01-04
1.254372000694275,1980-01-07
1.5052460432052612,1980-01-08
1.5052460432052612,1980-01-09
1.5554207563400269,1980-01-10
1.5554207563400269,1980-01-11
1.6055957078933716,1980-01-14
1.6557707786560059,1980-01-15
1.705945611000061,1980-01-16
2.0571694374084473,1980-01-17
2.2076942920684814,1980-01-18
2.3080434799194336,1980-01-21
2.0571694374084473,1980-01-22
2.107344627380371,1980-01-23
2.0571694374084473,1980-01-24
2.0571694374084473,1980-01-25
2.107344627380371,1980-01-28
2.107344627380371,1980-01-29
2.0571694374084473,1980-01-30
2.0069947242736816,1980-01-31
1.9066448211669922,1980-02-01
1.9066448211669922,1980-02-04
1.9066448211669922,1980-02-05
1.9568198919296265,1980-02-06
2.0069947242736816,1980-02-07
1.9568198919296265,1980-02-08
1.8564701080322266,1980-02-11
1.8564701080322266,1980-02-12
1.9066448211669922,1980-02-13
1.8564701080322266,1980-02-14
1.8062950372695923,1980-02-15
1.7561206817626953,1980-02-19
1.7561206817626953,1980-02-20
1.705945611000061,1980-02-21
1.6055957078933716,1980-02-22
1.6055957078933716,1980-02-25
1.6557707786560059,1980-02-26
1.705945611000061,1980-02-27
1.705945611000061,1980-02-28
1.7561206817626953,1980-02-29
1.7561206817626953,1980-03-03
1.7561206817626953,1980-03-04
1.705945611000061,1980-03-05
1.6055957078933716,1980-03-06
1.6055957078933716,1980-03-07
1.5554207563400269,1980-03-10
1.5554207563400269,1980-03-11
1.6557707786560059,1980-03-12
1.8062950372695923,1980-03-13
1.8564701080322266,1980-03-14
1.7561206817626953,1980-03-17
1.7561206817626953,1980-03-18
1.705945611000061,1980-03-19
1.7561206817626953,1980-03-20
1.705945611000061,1980-03-21
1.6055957078933716,1980-03-24
1.5554207563400269,1980-03-25
1.5554207563400269,1980-03-26
1.4048961400985718,1980-03-27
1.5554207563400269,1980-03-28
1.5554207563400269,1980-03-31
1.5052460432052612,1980-04-01
1.5052460432052612,1980-04-02
1.6055957078933716,1980-04-03
1.5554207563400269,1980-04-07
1.5052460432052612,1980-04-08
1.5554207563400269,1980-04-09
1.6055957078933716,1980-04-10
1.5554207563400269,1980-04-11
1.5554207563400269,1980-04-14
1.5554207563400269,1980-04-15
1.5052460432052612,1980-04-16
1.4550710916519165,1980-04-17
1.5052460432052612,1980-04-18
1.4048961400985718,1980-04-21
1.4550710916519165,1980-04-22
1.4550710916519165,1980-04-23
1.4550710916519165,1980-04-24
1.4550710916519165,1980-04-25
1.5052460432052612,1980-04-28
1.5052460432052612,1980-04-29
1.5052460432052612,1980-04-30
1.5052460432052612,1980-05-01
1.5052460432052612,1980-05-02
1.5554207563400269,1980-05-05
1.4550710916519165,1980-05-06
1.4550710916519165,1980-05-07
1.4550710916519165,1980-05-08
1.4048961400985718,1980-05-09
1.4048961400985718,1980-05-12
1.4048961400985718,1980-05-13
1.4048961400985718,1980-05-14
1.4550710916519165,1980-05-15
1.5052460432052612,1980-05-16
1.6055957078933716,1980-05-19
1.6055957078933716,1980-05-20
1.5554207563400269,1980-05-21
1.705945611000061,1980-05-22
1.7561206817626953,1980-05-23
1.7561206817626953,1980-05-27
1.8564701080322266,1980-05-28
1.8062950372695923,1980-05-29
1.7561206817626953,1980-05-30
1.7561206817626953,1980-06-02
1.705945611000061,1980-06-03
1.6557707786560059,1980-06-04
1.6557707786560059,1980-06-05
1.6557707786560059,1980-06-06
1.6055957078933716,1980-06-09
1.6055957078933716,1980-06-10
1.6055957078933716,1980-06-11
1.6557707786560059,1980-06-12
1.6055957078933716,1980-06-13
1.6055957078933716,1980-06-16
1.6055957078933716,1980-06-17
1.5554207563400269,1980-06-18
1.5554207563400269,1980-06-19
1.5052460432052612,1980-06-20
1.5554207563400269,1980-06-23
1.5052460432052612,1980-06-24
1.6055957078933716,1980-06-25
1.6055957078933716,1980-06-26
1.705945611000061,1980-06-27
1.705945611000061,1980-06-30
1.6055957078933716,1980-07-01
1.6055957078933716,1980-07-02
1.7561206817626953,1980-07-03
1.8062950372695923,1980-07-07
1.7561206817626953,1980-07-08
1.8062950372695923,1980-07-09
1.9066448211669922,1980-07-10
2.0069947242736816,1980-07-11
2.107344627380371,1980-07-14
2.107344627380371,1980-07-15
2.107344627380371,1980-07-16
2.1575191020965576,1980-07-17
2.257869243621826,1980-07-18
2.358219623565674,1980-07-21
2.358219623565674,1980-07-22
2.358219623565674,1980-07-23
2.2076942920684814,1980-07-24
2.257869243621826,1980-07-25
2.257869243621826,1980-07-28
2.358219623565674,1980-07-29
2.408393621444702,1980-07-30
2.358219623565674,1980-07-31
2.408393621444702,1980-08-01
2.408393621444702,1980-08-04
2.4585683345794678,1980-08-05
2.609093427658081,1980-08-06
2.7094433307647705,1980-08-07
2.910142183303833,1980-08-08
2.910142183303833,1980-08-11
2.759618043899536,1980-08-12
3.0606672763824463,1980-08-13
3.1610162258148193,1980-08-14
3.1610162258148193,1980-08-15
3.6627655029296875,1980-08-18
3.3617167472839355,1980-08-19
3.6125900745391846,1980-08-20
3.763115406036377,1980-08-21
3.8132896423339844,1980-08-22
3.8132896423339844,1980-08-25
3.863464593887329,1980-08-26
3.8132896423339844,1980-08-27
3.8132896423339844,1980-08-28
3.8132896423339844,1980-08-29
3.8132896423339844,1980-09-02
3.913639783859253,1980-09-03
4.214689254760742,1980-09-04
4.365213394165039,1980-09-05
4.415388584136963,1980-09-08
4.415388584136963,1980-09-09
4.716439247131348,1980-09-10
4.9171366691589355,1980-09-11
5.117838382720947,1980-09-12
5.117838382720947,1980-09-15
4.816787242889404,1980-09-16
5.0174880027771,1980-09-17
5.168011665344238,1980-09-18
5.7701096534729,1980-09-19
5.5694098472595215,1980-09-22
5.218186855316162,1980-09-23
5.117838382720947,1980-09-24
4.967313766479492,1980-09-25
4.616086959838867,1980-09-26
4.214689254760742,1980-09-29
4.56591272354126,1980-09-30
4.666262626647949,1980-10-01
4.666262626647949,1980-10-02
5.168011665344238,1980-10-03
5.469059467315674,1980-10-06
5.318536281585693,1980-10-07
5.418886661529541,1980-10-08
5.469059467315674,1980-10-09
5.519236087799072,1980-10-10
5.519236087799072,1980-10-13
5.519236087799072,1980-10-14
5.669760704040527,1980-10-15
5.519236087799072,1980-10-16
5.418886661529541,1980-10-17
5.368710517883301,1980-10-20
5.117838382720947,1980-10-21
5.418886661529541,1980-10-22
5.519236087799072,1980-10-23
5.870459079742432,1980-10-24
5.368710517883301,1980-10-27
5.318536281585693,1980-10-28
5.0174880027771,1980-10-29
4.816787242889404,1980-10-30
4.816787242889404,1980-10-31
4.9171366691589355,1980-11-03
5.067661762237549,1980-11-05
5.0174880027771,1980-11-06
5.0174880027771,1980-11-07
4.9171366691589355,1980-11-10
5.117838382720947,1980-11-11
5.268361568450928,1980-11-12
5.469059467315674,1980-11-13
5.5694098472595215,1980-11-14
5.469059467315674,1980-11-17
5.418886661529541,1980-11-18
5.268361568450928,1980-11-19
5.318536281585693,1980-11-20
5.168011665344238,1980-11-21
5.067661762237549,1980-11-24
5.117838382720947,1980-11-25
5.067661762237549,1980-11-26
5.067661762237549,1980-11-28
4.766612529754639,1980-12-01
4.766612529754639,1980-12-02
4.816787242889404,1980-12-03
4.766612529754639,1980-12-04
4.766612529754639,1980-12-05
4.666262626647949,1980-12-08
4.515738487243652,1980-12-09
4.315038204193115,1980-12-10
4.1143388748168945,1980-12-11
4.214689254760742,1980-12-12
4.315038204193115,1980-12-15
4.315038204193115,1980-12-16
4.465561866760254,1980-12-17
4.515738487243652,1980-12-18
4.415388584136963,1980-12-19
4.064164161682129,1980-12-22
3.913639783859253,1980-12-23
3.913639783859253,1980-12-24
4.013989448547363,1980-12-26
4.013989448547363,1980-12-29
3.763115406036377,1980-12-30
3.963815689086914,1980-12-31
4.365213394165039,1981-01-02
4.716439247131348,1981-01-05
4.716439247131348,1981-01-06
4.365213394165039,1981-01-07
4.214689254760742,1981-01-08
4.315038204193115,1981-01-09
4.315038204193115,1981-01-12
4.365213394165039,1981-01-13
4.515738487243652,1981-01-14
4.866962432861328,1981-01-15
4.766612529754639,1981-01-16
4.766612529754639,1981-01-19
4.666262626647949,1981-01-20
4.616086959838867,1981-01-21
4.666262626647949,1981-01-22
4.816787242889404,1981-01-23
4.716439247131348,1981-01-26
4.56591272354126,1981-01-27
4.465561866760254,1981-01-28
4.365213394165039,1981-01-29
4.064164161682129,1981-01-30
3.8132896423339844,1981-02-02
4.013989448547363,1981-02-03
4.214689254760742,1981-02-04
4.1143388748168945,1981-02-05
4.214689254760742,1981-02-06
4.013989448547363,1981-02-09
4.064164161682129,1981-02-10
3.963815689086914,1981-02-11
3.913639783859253,1981-02-12
3.863464593887329,1981-02-13
3.863464593887329,1981-02-17
4.013989448547363,1981-02-18
3.913639783859253,1981-02-19
3.913639783859253,1981-02-20
3.963815689086914,1981-02-23
4.064164161682129,1981-02-24
3.8132896423339844,1981-02-25
3.6627655029296875,1981-02-26
3.712940216064453,1981-02-27
3.5624160766601562,1981-03-02
3.712940216064453,1981-03-03
3.863464593887329,1981-03-04
4.013989448547363,1981-03-05
4.064164161682129,1981-03-06
4.013989448547363,1981-03-09
3.913639783859253,1981-03-10
3.8132896423339844,1981-03-11
4.064164161682129,1981-03-12
4.013989448547363,1981-03-13
4.064164161682129,1981-03-16
4.013989448547363,1981-03-17
4.013989448547363,1981-03-18
3.913639783859253,1981-03-19
3.8132896423339844,1981-03-20
3.763115406036377,1981-03-23
3.863464593887329,1981-03-24
3.963815689086914,1981-03-25
3.963815689086914,1981-03-26
3.963815689086914,1981-03-27
3.963815689086914,1981-03-30
4.264863014221191,1981-03-31
4.616086959838867,1981-04-01
4.866962432861328,1981-04-02
4.866962432861328,1981-04-03
4.716439247131348,1981-04-06
4.816787242889404,1981-04-07
4.866962432861328,1981-04-08
5.067661762237549,1981-04-09
5.318536281585693,1981-04-10
5.368710517883301,1981-04-13
5.0174880027771,1981-04-14
5.0174880027771,1981-04-15
5.0174880027771,1981-04-16
5.0174880027771,1981-04-20
5.0174880027771,1981-04-21
4.766612529754639,1981-04-22
4.616086959838867,1981-04-23
4.515738487243652,1981-04-24
4.515738487243652,1981-04-27
4.365213394165039,1981-04-28
4.214689254760742,1981-04-29
4.315038204193115,1981-04-30
4.415388584136963,1981-05-01
4.515738487243652,1981-05-04
4.465561866760254,1981-05-05
4.415388584136963,1981-05-06
4.415388584136963,1981-05-07
4.264863014221191,1981-05-08
4.064164161682129,1981-05-11
4.1143388748168945,1981-05-12
4.1143388748168945,1981-05-13
4.164514541625977,1981-05-14
4.214689254760742,1981-05-15
4.415388584136963,1981-05-18
4.415388584136963,1981-05-19
4.616086959838867,1981-05-20
4.616086959838867,1981-05-21
4.616086959838867,1981-05-22
4.56591272354126,1981-05-26
4.56591272354126,1981-05-27
4.515738487243652,1981-05-28
4.515738487243652,1981-05-29
4.515738487243652,1981-06-01
4.616086959838867,1981-06-02
4.666262626647949,1981-06-03
4.816787242889404,1981-06-04
5.368710517883301,1981-06-05
5.368710517883301,1981-06-08
5.168011665344238,1981-06-09
5.067661762237549,1981-06-10
5.067661762237549,1981-06-11
4.9171366691589355,1981-06-12
4.967313766479492,1981-06-15
4.56591272354126,1981-06-16
4.616086959838867,1981-06-17
4.56591272354126,1981-06-18
4.616086959838867,1981-06-19
4.415388584136963,1981-06-22
4.365213394165039,1981-06-23
4.515738487243652,1981-06-24
4.515738487243652,1981-06-25
4.515738487243652,1981-06-26
4.415388584136963,1981-06-29
4.164514541625977,1981-06-30
4.1143388748168945,1981-07-01
4.1143388748168945,1981-07-02
3.8132896423339844,1981-07-06
3.763115406036377,1981-07-07
3.8132896423339844,1981-07-08
4.064164161682129,1981-07-09
3.963815689086914,1981-07-10
3.913639783859253,1981-07-13
3.8132896423339844,1981-07-14
3.863464593887329,1981-07-15
3.913639783859253,1981-07-16
3.913639783859253,1981-07-17
3.8132896423339844,1981-07-20
3.8132896423339844,1981-07-21
3.8132896423339844,1981-07-22
3.8132896423339844,1981-07-23
3.863464593887329,1981-07-24
3.8132896423339844,1981-07-27
3.8132896423339844,1981-07-28
3.763115406036377,1981-07-29
3.712940216064453,1981-07-30
3.712940216064453,1981-07-31
3.6125900745391846,1981-08-03
3.6125900745391846,1981-08-04
3.6125900745391846,1981-08-05
3.5122413635253906,1981-08-06
3.4620659351348877,1981-08-07
3.4620659351348877,1981-08-10
3.5122413635253906,1981-08-11
3.5122413635253906,1981-08-12
3.6627655029296875,1981-08-13
3.6627655029296875,1981-08-14
3.6125900745391846,1981-08-17
3.4620659351348877,1981-08-18
3.5122413635253906,1981-08-19
3.712940216064453,1981-08-20
3.712940216064453,1981-08-21
3.5624160766601562,1981-08-24
3.4620659351348877,1981-08-25
3.3115415573120117,1981-08-26
3.0606672763824463,1981-08-27
3.1108415126800537,1981-08-28
3.1610162258148193,1981-08-31
3.211191415786743,1981-09-01
3.211191415786743,1981-09-02
3.0104920864105225,1981-09-03
2.9603168964385986,1981-09-04
2.859966993331909,1981-09-08
2.8097922801971436,1981-09-09
2.8097922801971436,1981-09-10
2.910142183303833,1981-09-11
2.910142183303833,1981-09-14
2.859966993331909,1981-09-15
2.759618043899536,1981-09-16
2.759618043899536,1981-09-17
2.759618043899536,1981-09-18
2.7094433307647705,1981-09-21
2.5589191913604736,1981-09-22
2.4585683345794678,1981-09-23
2.759618043899536,1981-09-24
2.859966993331909,1981-09-25
2.9603168964385986,1981-09-28
3.0606672763824463,1981-09-29
3.3115415573120117,1981-09-30
3.5624160766601562,1981-10-01
3.4620659351348877,1981-10-02
3.3617167472839355,1981-10-05
3.3617167472839355,1981-10-06
3.4620659351348877,1981-10-07
3.5624160766601562,1981-10-08
3.3617167472839355,1981-10-09
3.3115415573120117,1981-10-12
3.4620659351348877,1981-10-13
3.4620659351348877,1981-10-14
3.4620659351348877,1981-10-15
3.3617167472839355,1981-10-16
3.411891222000122,1981-10-19
3.5624160766601562,1981-10-20
3.712940216064453,1981-10-21
3.6125900745391846,1981-10-22
3.4620659351348877,1981-10-23
3.411891222000122,1981-10-26
3.4620659351348877,1981-10-27
3.3617167472839355,1981-10-28
3.3617167472839355,1981-10-29
3.3115415573120117,1981-10-30
3.3617167472839355,1981-11-02
3.3617167472839355,1981-11-03
3.3617167472839355,1981-11-04
3.1610162258148193,1981-11-05
3.1108415126800537,1981-11-06
3.1108415126800537,1981-11-09
3.1108415126800537,1981-11-10
3.1108415126800537,1981-11-11
3.1108415126800537,1981-11-12
3.1108415126800537,1981-11-13
3.1108415126800537,1981-11-16
3.211191415786743,1981-11-17
3.3115415573120117,1981-11-18
3.2613675594329834,1981-11-19
3.211191415786743,1981-11-20
3.1108415126800537,1981-11-23
3.0606672763824463,1981-11-24
2.9603168964385986,1981-11-25
2.9603168964385986,1981-11-27
2.910142183303833,1981-11-30
2.910142183303833,1981-12-01
2.9603168964385986,1981-12-02
3.1610162258148193,1981-12-03
3.211191415786743,1981-12-04
3.0606672763824463,1981-12-07
2.910142183303833,1981-12-08
2.910142183303833,1981-12-09
2.910142183303833,1981-12-10
2.910142183303833,1981-12-11
2.8097922801971436,1981-12-14
2.8097922801971436,1981-12-15
2.8097922801971436,1981-12-16
2.8097922801971436,1981-12-17
2.910142183303833,1981-12-18
2.910142183303833,1981-12-21
2.8097922801971436,1981-12-22
2.8097922801971436,1981-12-23
2.8097922801971436,1981-12-24
2.759618043899536,1981-12-28
2.609093427658081,1981-12-29
2.6592681407928467,1981-12-30
2.6592681407928467,1981-12-31
2.6592681407928467,1982-01-04
2.7094433307647705,1982-01-05
2.910142183303833,1982-01-06
2.859966993331909,1982-01-07
3.0606672763824463,1982-01-08
2.910142183303833,1982-01-11
2.859966993331909,1982-01-12
2.859966993331909,1982-01-13
2.859966993331909,1982-01-14
2.910142183303833,1982-01-15
2.910142183303833,1982-01-18
2.759618043899536,1982-01-19
2.759618043899536,1982-01-20
2.759618043899536,1982-01-21
2.910142183303833,1982-01-22
2.910142183303833,1982-01-25
2.859966993331909,1982-01-26
2.9603168964385986,1982-01-27
3.1108415126800537,1982-01-28
3.1108415126800537,1982-01-29
3.0606672763824463,1982-02-01
3.0606672763824463,1982-02-02
3.1108415126800537,1982-02-03
3.3115415573120117,1982-02-04
3.3617167472839355,1982-02-05
3.1610162258148193,1982-02-08
3.0606672763824463,1982-02-09
3.0606672763824463,1982-02-10
3.1108415126800537,1982-02-11
3.211191415786743,1982-02-12
3.211191415786743,1982-02-16
3.211191415786743,1982-02-17
3.2613675594329834,1982-02-18
3.2613675594329834,1982-02-19
3.0104920864105225,1982-02-22
2.9603168964385986,1982-02-23
3.1108415126800537,1982-02-24
3.1108415126800537,1982-02-25
3.1108415126800537,1982-02-26
3.1610162258148193,1982-03-01
3.3115415573120117,1982-03-02
3.3115415573120117,1982-03-03
3.2613675594329834,1982-03-04
3.1108415126800537,1982-03-05
3.1610162258148193,1982-03-08
3.1108415126800537,1982-03-09
3.0606672763824463,1982-03-10
3.1108415126800537,1982-03-11
3.0606672763824463,1982-03-12
3.1108415126800537,1982-03-15
3.1108415126800537,1982-03-16
3.1108415126800537,1982-03-17
3.1108415126800537,1982-03-18
3.2613675594329834,1982-03-19
3.3617167472839355,1982-03-22
3.3617167472839355,1982-03-23
2.8097922801971436,1982-03-24
2.759618043899536,1982-03-25
2.7094433307647705,1982-03-26
2.7094433307647705,1982-03-29
2.6592681407928467,1982-03-30
2.7094433307647705,1982-03-31
2.7094433307647705,1982-04-01
2.759618043899536,1982-04-02
2.759618043899536,1982-04-05
2.7094433307647705,1982-04-06
2.859966993331909,1982-04-07
2.8097922801971436,1982-04-08
2.7094433307647705,1982-04-12
2.759618043899536,1982-04-13
2.759618043899536,1982-04-14
2.8097922801971436,1982-04-15
2.910142183303833,1982-04-16
3.0104920864105225,1982-04-19
2.910142183303833,1982-04-20
2.910142183303833,1982-04-21
2.9603168964385986,1982-04-22
2.910142183303833,1982-04-23
2.7094433307647705,1982-04-26
2.4585683345794678,1982-04-27
2.408393621444702,1982-04-28
2.2076942920684814,1982-04-29
2.3080434799194336,1982-04-30
2.5589191913604736,1982-05-03
2.609093427658081,1982-05-04
2.609093427658081,1982-05-05
2.5589191913604736,1982-05-06
2.5589191913604736,1982-05-07
2.4585683345794678,1982-05-10
2.358219623565674,1982-05-11
2.358219623565674,1982-05-12
2.3080434799194336,1982-05-13
2.3080434799194336,1982-05-14
2.1575191020965576,1982-05-17
2.2076942920684814,1982-05-18
