GPN,Date
6.053302764892578,2001-09-18
5.782959938049316,2001-09-19
5.503214359283447,2001-09-20
5.418587684631348,2001-09-21
5.74769926071167,2001-09-24
6.123824596405029,2001-09-25
5.9592695236206055,2001-09-26
6.35420560836792,2001-09-27
6.911345481872559,2001-09-28
6.805558204650879,2001-10-01
6.9630608558654785,2001-10-02
7.3579936027526855,2001-10-03
7.019478797912598,2001-10-04
7.0711989402771,2001-10-05
6.8995890617370605,2001-10-08
6.970113277435303,2001-10-09
7.158177375793457,2001-10-10
7.226351261138916,2001-10-11
7.035935401916504,2001-10-12
7.120563983917236,2001-10-15
7.167579650878906,2001-10-16
7.017129421234131,2001-10-17
6.960709095001221,2001-10-18
7.08765172958374,2001-10-19
7.005374431610107,2001-10-22
7.0406365394592285,2001-10-23
7.097055912017822,2001-10-24
6.993620872497559,2001-10-25
7.080601692199707,2001-10-26
6.6527557373046875,2001-10-29
6.676263332366943,2001-10-30
7.0406365394592285,2001-10-31
6.8995890617370605,2001-11-01
6.751489162445068,2001-11-02
6.746786117553711,2001-11-05
6.908993244171143,2001-11-06
6.972463607788086,2001-11-07
6.906639099121094,2001-11-08
6.923096179962158,2001-11-09
7.064144134521484,2001-11-12
7.256911754608154,2001-11-13
7.162755489349365,2001-11-14
6.96738862991333,2001-11-15
7.273388862609863,2001-11-16
7.767693996429443,2001-11-19
7.421680927276611,2001-11-20
7.20277214050293,2001-11-21
7.341647624969482,2001-11-23
7.7253241539001465,2001-11-26
7.956002712249756,2001-11-27
7.473465442657471,2001-11-28
7.8571367263793945,2001-11-29
7.861851692199707,2001-11-30
8.179616928100586,2001-12-03
8.191388130187988,2001-12-04
8.179616928100586,2001-12-05
8.144309997558594,2001-12-06
7.932459354400635,2001-12-07
7.791236400604248,2001-12-10
7.645296096801758,2001-12-11
7.765343189239502,2001-12-12
7.567619323730469,2001-12-13
7.179234504699707,2001-12-14
7.143925666809082,2001-12-17
7.214539527893066,2001-12-18
7.33223295211792,2001-12-19
7.33223295211792,2001-12-20
7.391078472137451,2001-12-21
7.513478755950928,2001-12-24
8.024263381958008,2001-12-26
8.132540702819824,2001-12-27
8.191388130187988,2001-12-28
8.097234725952148,2001-12-31
7.948943614959717,2002-01-02
8.132540702819824,2002-01-03
8.085464477539062,2002-01-04
7.767693996429443,2002-01-07
7.800647258758545,2002-01-08
7.713559150695801,2002-01-09
7.8147735595703125,2002-01-10
7.956002712249756,2002-01-11
8.109003067016602,2002-01-14
8.099586486816406,2002-01-15
8.226693153381348,2002-01-16
8.473852157592773,2002-01-17
8.15607738494873,2002-01-18
8.01484489440918,2002-01-22
8.13960075378418,2002-01-23
8.144309997558594,2002-01-24
8.003080368041992,2002-01-25
7.8147735595703125,2002-01-28
7.753574371337891,2002-01-29
8.000725746154785,2002-01-30
8.45501708984375,2002-01-31
7.991308212280273,2002-02-01
7.861851692199707,2002-02-04
7.866556644439697,2002-02-05
7.7629876136779785,2002-02-06
7.65235710144043,2002-02-07
7.7771077156066895,2002-02-08
7.720618724822998,2002-02-11
7.812531471252441,2002-02-12
7.805456638336182,2002-02-13
7.7771782875061035,2002-02-14
7.748899936676025,2002-02-15
7.565070629119873,2002-02-19
7.623991012573242,2002-02-20
7.305837154388428,2002-02-21
7.390677452087402,2002-02-22
7.447238922119141,2002-02-25
7.433099746704102,2002-02-26
7.164433002471924,2002-02-27
7.204496383666992,2002-02-28
7.404818534851074,2002-03-01
7.466092586517334,2002-03-04
7.376537322998047,2002-03-05
7.294050216674805,2002-03-06
7.367109298706055,2002-03-07
7.916228771209717,2002-03-08
7.866730690002441,2002-03-11
7.866730690002441,2002-03-12
7.699406623840332,2002-03-13
7.642844200134277,2002-03-14
7.583927154541016,2002-03-15
8.257954597473145,2002-03-18
8.323934555053711,2002-03-19
8.401707649230957,2002-03-20
8.722221374511719,2002-03-21
8.45591926574707,2002-03-22
8.57846736907959,2002-03-25
8.7457914352417,2002-03-26
8.701013565063477,2002-03-27
8.6373872756958,2002-03-28
8.731654167175293,2002-04-01
8.814133644104004,2002-04-02
8.776430130004883,2002-04-03
9.054519653320312,2002-04-04
8.790572166442871,2002-04-05
8.94847583770752,2002-04-08
8.790572166442871,2002-04-09
8.821208000183105,2002-04-10
8.28858757019043,2002-04-11
8.762290954589844,2002-04-12
8.6609468460083,2002-04-15
8.613818168640137,2002-04-16
8.338079452514648,2002-04-17
8.50776481628418,2002-04-18
8.460631370544434,2002-04-19
8.477123260498047,2002-04-22
8.460631370544434,2002-04-23
8.49598217010498,2002-04-24
8.708084106445312,2002-04-25
8.587892532348633,2002-04-26
8.844772338867188,2002-04-29
9.054519653320312,2002-04-30
8.880123138427734,2002-05-01
8.953187942504883,2002-05-02
8.524255752563477,2002-05-03
8.37106990814209,2002-05-06
8.354578971862793,2002-05-07
8.861274719238281,2002-05-08
8.378144264221191,2002-05-09
8.331007957458496,2002-05-10
8.684516906738281,2002-05-13
8.696301460266113,2002-05-14
8.717535972595215,2002-05-15
8.526432037353516,2002-05-16
8.420262336730957,2002-05-17
8.181977272033691,2002-05-20
8.092325210571289,2002-05-21
8.198493003845215,2002-05-22
8.505200386047363,2002-05-23
8.564179420471191,2002-05-24
8.26219654083252,2002-05-28
8.198493003845215,2002-05-29
8.304657936096191,2002-05-30
8.564179420471191,2002-05-31
8.604288101196289,2002-06-03
8.281064987182617,2002-06-04
8.06401538848877,2002-06-05
8.045138359069824,2002-06-06
8.127713203430176,2002-06-07
8.0215482711792,2002-06-10
7.974363803863525,2002-06-11
8.0215482711792,2002-06-12
7.879992485046387,2002-06-13
8.045138359069824,2002-06-14
8.200852394104004,2002-06-17
8.257475852966309,2002-06-18
8.269271850585938,2002-06-19
7.879992485046387,2002-06-20
7.679449558258057,2002-06-21
7.431726932525635,2002-06-24
6.900890827178955,2002-06-25
7.101428985595703,2002-06-26
7.096710681915283,2002-06-27
7.018855571746826,2002-06-28
7.278376579284668,2002-07-01
7.297249794006348,2002-07-02
7.172207355499268,2002-07-03
7.408134937286377,2002-07-05
7.349152565002441,2002-07-08
7.238265514373779,2002-07-09
7.113223552703857,2002-07-10
6.8419084548950195,2002-07-11
6.794722080230713,2002-07-12
6.528124809265137,2002-07-15
6.6767578125,2002-07-16
6.834831237792969,2002-07-17
5.815621852874756,2002-07-18
5.301299571990967,2002-07-19
5.301299571990967,2002-07-22
5.369718074798584,2002-07-23
5.53250789642334,2002-07-24
5.792030334472656,2002-07-25
5.747202396392822,2002-07-26
6.023238658905029,2002-07-29
6.263885021209717,2002-07-30
6.134124279022217,2002-07-31
5.7094550132751465,2002-08-01
5.579694747924805,2002-08-02
5.461728096008301,2002-08-05
5.697658061981201,2002-08-06
5.83449649810791,2002-08-07
6.037393569946289,2002-08-08
5.829777717590332,2002-08-09
6.0940165519714355,2002-08-12
6.013798713684082,2002-08-13
5.926371097564697,2002-08-14
6.077602863311768,2002-08-15
6.205204486846924,2002-08-16
6.62345027923584,2002-08-19
6.450954914093018,2002-08-20
6.545473575592041,2002-08-21
6.569103240966797,2002-08-22
6.406057834625244,2002-08-23
6.5100274085998535,2002-08-26
6.486398696899414,2002-08-27
6.167396545410156,2002-08-28
6.493488311767578,2002-08-29
6.583280086517334,2002-08-30
6.356432914733887,2002-09-03
6.42732572555542,2002-09-04
6.023253440856934,2002-09-05
6.011439323425293,2002-09-06
5.446684837341309,2002-09-09
5.359254360198975,2002-09-10
5.609731197357178,2002-09-11
5.600279808044434,2002-09-12
5.529389381408691,2002-09-13
5.496304988861084,2002-09-16
5.642812252044678,2002-09-17
5.458499431610107,2002-09-18
6.0657877922058105,2002-09-19
6.0634236335754395,2002-09-20
6.108322620391846,2002-09-23
6.004349231719971,2002-09-24
5.997257232666016,2002-09-25
6.0445237159729,2002-09-26
6.037430763244629,2002-09-27
6.049246788024902,2002-09-30
6.43204927444458,2002-10-01
6.311537742614746,2002-10-02
5.968905925750732,2002-10-03
5.895651817321777,2002-10-04
5.902740001678467,2002-10-07
5.879110813140869,2002-10-08
5.808221817016602,2002-10-09
6.113048553466797,2002-10-10
6.311537742614746,2002-10-11
6.448592662811279,2002-10-14
6.821941375732422,2002-10-15
6.382427215576172,2002-10-16
6.897557258605957,2002-10-17
6.673076629638672,2002-10-18
6.970810890197754,2002-10-21
6.788862228393555,2002-10-22
6.746327877044678,2002-10-23
6.774683475494385,2002-10-24
6.79358434677124,2002-10-25
6.654169082641602,2002-10-28
6.380064487457275,2002-10-29
6.4391398429870605,2002-10-30
6.675436019897461,2002-10-31
7.0251593589782715,2002-11-01
7.003891468048096,2002-11-04
6.895196914672852,2002-11-05
6.909374713897705,2002-11-06
6.8928327560424805,2002-11-07
6.708521366119385,2002-11-08
6.5100274085998535,2002-11-11
6.406057834625244,2002-11-12
6.614307880401611,2002-11-13
6.6214070320129395,2002-11-14
6.690032005310059,2002-11-15
6.626139163970947,2002-11-18
6.673470497131348,2002-11-19
6.884087562561035,2002-11-20
6.983479976654053,2002-11-21
7.028441905975342,2002-11-22
6.919582843780518,2002-11-25
6.962178707122803,2002-11-26
6.933780670166016,2002-11-27
6.822556018829346,2002-11-29
6.910116672515869,2002-12-02
6.903017520904541,2002-12-03
7.111266136169434,2002-12-04
7.13493537902832,2002-12-05
7.217759132385254,2002-12-06
7.151496410369873,2002-12-09
7.151496410369873,2002-12-10
7.186995983123779,2002-12-11
7.170429706573486,2002-12-12
7.111266136169434,2002-12-13
7.22959041595459,2002-12-16
7.149131774902344,2002-12-17
7.075770378112793,2002-12-18
7.4307427406311035,2002-12-19
7.454407691955566,2002-12-20
7.525399208068848,2002-12-23
7.553798675537109,2002-12-24
7.570363998413086,2002-12-26
7.41890811920166,2002-12-27
7.466239929199219,2002-12-30
7.575098037719727,2002-12-31
7.513570308685303,2003-01-02
7.487537384033203,2003-01-03
7.518301486968994,2003-01-06
7.494635581970215,2003-01-07
7.33608341217041,2003-01-08
7.300586223602295,2003-01-09
7.41890811920166,2003-01-10
7.41890811920166,2003-01-13
7.38814640045166,2003-01-14
7.234323978424072,2003-01-15
7.120733737945557,2003-01-16
7.028441905975342,2003-01-17
6.7799601554870605,2003-01-21
6.682934761047363,2003-01-22
6.713700771331787,2003-01-23
6.983479976654053,2003-01-24
6.604841232299805,2003-01-27
6.531483173370361,2003-01-28
6.744462966918945,2003-01-29
6.566976070404053,2003-01-30
6.751565933227539,2003-01-31
6.7917938232421875,2003-02-03
6.86988639831543,2003-02-04
6.836755752563477,2003-02-05
6.626139163970947,2003-02-06
6.654535293579102,2003-02-07
6.6450724601745605,2003-02-10
6.739730358123779,2003-02-11
6.635458469390869,2003-02-12
6.5596232414245605,2003-02-13
6.611762523651123,2003-02-14
6.716030597686768,2003-02-18
6.827413082122803,2003-02-19
6.7515788078308105,2003-02-20
6.877177715301514,2003-02-21
6.706552028656006,2003-02-24
6.623612403869629,2003-02-25
6.538295269012451,2003-02-26
6.588061809539795,2003-02-27
6.621243000030518,2003-02-28
6.6473069190979,2003-03-03
6.538295269012451,2003-03-04
6.642569065093994,2003-03-05
6.540668964385986,2003-03-06
6.585696220397949,2003-03-07
6.365302085876465,2003-03-10
6.277618408203125,2003-03-11
6.197044849395752,2003-03-12
6.2207441329956055,2003-03-13
6.256289958953857,2003-03-14
6.365302085876465,2003-03-17
6.540668964385986,2003-03-18
6.623612403869629,2003-03-19
6.801344871520996,2003-03-20
7.301373481750488,2003-03-21
7.128377914428711,2003-03-24
7.1947340965271,2003-03-25
7.028848171234131,2003-03-26
7.085723400115967,2003-03-27
7.0833516120910645,2003-03-28
7.232652187347412,2003-03-31
7.126009941101074,2003-04-01
7.365358829498291,2003-04-02
7.213690757751465,2003-04-03
7.2942633628845215,2003-04-04
7.3203325271606445,2003-04-07
7.192363262176514,2003-04-08
7.092832565307617,2003-04-09
7.171034336090088,2003-04-10
7.268197536468506,2003-04-11
7.514659881591797,2003-04-14
7.697132587432861,2003-04-15
7.535984039306641,2003-04-16
7.49569845199585,2003-04-17
7.417494297027588,2003-04-21
7.483849048614502,2003-04-22
7.599969387054443,2003-04-23
7.4459333419799805,2003-04-24
7.109419822692871,2003-04-25
7.332180976867676,2003-04-28
7.306113243103027,2003-04-29
7.348770618438721,2003-04-30
7.175774574279785,2003-05-01
7.208950996398926,2003-05-02
7.322704315185547,2003-05-05
7.400906562805176,2003-05-06
7.26582670211792,2003-05-07
7.310854911804199,2003-05-08
7.346402645111084,2003-05-09
7.389059066772461,2003-05-12
7.341660022735596,2003-05-13
7.358271598815918,2003-05-14
7.360642433166504,2003-05-15
7.315560817718506,2003-05-16
7.2942023277282715,2003-05-19
7.2965779304504395,2003-05-20
7.374881267547607,2003-05-21
7.391491889953613,2003-05-22
7.379627704620361,2003-05-23
7.557590961456299,2003-05-27
7.597930908203125,2003-05-28
7.73318338394165,2003-05-29
8.067758560180664,2003-05-30
8.138948440551758,2003-06-02
8.020302772521973,2003-06-03
8.072502136230469,2003-06-04
8.214881896972656,2003-06-05
8.193522453308105,2003-06-06
7.939626693725586,2003-06-09
7.958609104156494,2003-06-10
8.020302772521973,2003-06-11
8.141324043273926,2003-06-12
8.003694534301758,2003-06-13
8.065388679504395,2003-06-16
8.041659355163574,2003-06-17
8.025052070617676,2003-06-18
7.794877052307129,2003-06-19
7.842336177825928,2003-06-20
7.588439464569092,2003-06-23
7.581322193145752,2003-06-24
8.257593154907227,2003-06-25
8.281317710876465,2003-06-26
8.423691749572754,2003-06-27
8.423691749572754,2003-06-30
8.402338027954102,2003-07-01
8.395215034484863,2003-07-02
8.418946266174316,2003-07-03
8.736915588378906,2003-07-07
8.907757759094238,2003-07-08
8.891142845153809,2003-07-09
8.715553283691406,2003-07-10
8.834197044372559,2003-07-11
8.73928451538086,2003-07-14
8.601659774780273,2003-07-15
8.445045471191406,2003-07-16
8.23623275756836,2003-07-17
8.350133895874023,2003-07-18
8.307421684265137,2003-07-21
8.288434982299805,2003-07-22
8.316910743713379,2003-07-23
8.186405181884766,2003-07-24
8.340641021728516,2003-07-25
8.340641021728516,2003-07-28
8.288434982299805,2003-07-29
8.399965286254883,2003-07-30
8.354872703552246,2003-07-31
8.188776016235352,2003-08-01
8.119964599609375,2003-08-04
8.136575698852539,2003-08-05
8.060641288757324,2003-08-06
8.022675514221191,2003-08-07
8.086747169494629,2003-08-08
8.032164573669434,2003-08-11
8.532845497131348,2003-08-12
8.680123329162598,2003-08-13
8.796523094177246,2003-08-14
8.746637344360352,2003-08-15
8.89630126953125,2003-08-18
8.98894214630127,2003-08-19
9.050705909729004,2003-08-20
8.979438781738281,2003-08-21
8.85828971862793,2003-08-22
8.810778617858887,2003-08-25
8.725264549255371,2003-08-26
8.725264549255371,2003-08-27
8.844035148620605,2003-08-28
8.967565536499023,2003-08-29
9.062581062316895,2003-09-02
9.086341857910156,2003-09-03
8.936680793762207,2003-09-04
8.967565536499023,2003-09-05
8.927175521850586,2003-09-08
8.955684661865234,2003-09-09
8.91292667388916,2003-09-10
8.92004680633545,2003-09-11
8.924800872802734,2003-09-12
8.946185111999512,2003-09-15
9.060208320617676,2003-09-16
9.252625465393066,2003-09-17
9.043572425842285,2003-09-18
9.045953750610352,2003-09-19
9.105341911315918,2003-09-22
8.991313934326172,2003-09-23
8.872537612915039,2003-09-24
8.801273345947266,2003-09-25
8.634986877441406,2003-09-26
8.611237525939941,2003-09-29
8.551848411560059,2003-09-30
8.929553985595703,2003-10-01
9.143349647521973,2003-10-02
9.195610046386719,2003-10-03
9.440289497375488,2003-10-06
9.421286582946777,2003-10-07
9.345270156860352,2003-10-08
9.297760963439941,2003-10-09
9.352395057678223,2003-10-10
9.39990234375,2003-10-13
9.250242233276367,2003-10-14
9.202739715576172,2003-10-15
9.281129837036133,2003-10-16
9.01982307434082,2003-10-17
9.062581062316895,2003-10-20
9.081587791442871,2003-10-21
9.026947975158691,2003-10-22
9.195610046386719,2003-10-23
9.24074935913086,2003-10-24
9.250242233276367,2003-10-27
9.497303009033203,2003-10-28
9.689717292785645,2003-10-29
9.87025260925293,2003-10-30
9.89401626586914,2003-10-31
9.941521644592285,2003-11-03
9.977153778076172,2003-11-04
10.074545860290527,2003-11-05
10.05079174041748,2003-11-06
10.119681358337402,2003-11-07
9.89401626586914,2003-11-10
9.89401626586914,2003-11-11
10.326767921447754,2003-11-12
10.640641212463379,2003-11-13
10.747642517089844,2003-11-14
10.569304466247559,2003-11-17
10.455174446105957,2003-11-18
10.207883834838867,2003-11-19
10.379085540771484,2003-11-20
10.355308532714844,2003-11-21
10.509864807128906,2003-11-24
10.633504867553711,2003-11-25
10.71910572052002,2003-11-26
10.795199394226074,2003-11-28
10.93786907196045,2003-12-01
10.928352355957031,2003-12-02
10.866534233093262,2003-12-03
10.956889152526855,2003-12-04
10.887935638427734,2003-12-05
10.980666160583496,2003-12-08
11.049623489379883,2003-12-09
10.968774795532227,2003-12-10
11.256491661071777,2003-12-11
11.287399291992188,2003-12-12
11.24935531616211,2003-12-15
11.063889503479004,2003-12-16
11.101933479309082,2003-12-17
11.113822937011719,2003-12-18
10.990175247192383,2003-12-19
10.842751502990723,2003-12-22
11.211307525634766,2003-12-23
11.201797485351562,2003-12-24
11.12808609008789,2003-12-26
11.370627403259277,2003-12-29
11.313556671142578,2003-12-30
11.20417594909668,2003-12-31
11.301671028137207,2004-01-02
11.575114250183105,2004-01-05
11.793869972229004,2004-01-06
11.665470123291016,2004-01-07
11.60840129852295,2004-01-08
11.663092613220215,2004-01-09
11.579870223999023,2004-01-12
11.625049591064453,2004-01-13
11.962693214416504,2004-01-14
11.748688697814941,2004-01-15
11.603649139404297,2004-01-16
11.532306671142578,2004-01-20
11.299287796020508,2004-01-21
11.413419723510742,2004-01-22
11.458599090576172,2004-01-23
11.544201850891113,2004-01-26
11.29452896118164,2004-01-27
11.15899658203125,2004-01-28
11.111443519592285,2004-01-29
11.05675220489502,2004-01-30
10.944992065429688,2004-02-02
10.818970680236816,2004-02-03
10.633504867553711,2004-02-04
10.652532577514648,2004-02-05
10.757152557373047,2004-02-06
10.845131874084473,2004-02-09
10.79995059967041,2004-02-10
10.745218276977539,2004-02-11
10.685718536376953,2004-02-12
10.583382606506348,2004-02-13
10.521503448486328,2004-02-17
10.48105239868164,2004-02-18
10.371573448181152,2004-02-19
10.209741592407227,2004-02-20
10.233539581298828,2004-02-23
10.257340431213379,2004-02-24
10.219257354736328,2004-02-25
10.319214820861816,2004-02-26
10.295416831970215,2004-02-27
10.407271385192871,2004-03-01
10.60955810546875,2004-03-02
10.48818588256836,2004-03-03
10.57148265838623,2004-03-04
10.723797798156738,2004-03-05
10.628599166870117,2004-03-08
10.511984825134277,2004-03-09
10.412032127380371,2004-03-10
10.37871265411377,2004-03-11
10.464386940002441,2004-03-12
10.283513069152832,2004-03-15
10.37871265411377,2004-03-16
10.483427047729492,2004-03-17
10.307317733764648,2004-03-18
10.402506828308105,2004-03-19
10.145483016967773,2004-03-22
10.323976516723633,2004-03-23
10.450108528137207,2004-03-24
10.719035148620605,2004-03-25
10.557204246520996,2004-03-26
10.628599166870117,2004-03-29
10.557204246520996,2004-03-30
10.728555679321289,2004-03-31
11.01890754699707,2004-04-01
11.321145057678223,2004-04-02
11.428241729736328,2004-04-05
11.259270668029785,2004-04-06
11.323527336120605,2004-04-07
11.197395324707031,2004-04-08
11.47584056854248,2004-04-12
11.363984107971191,2004-04-13
11.466322898864746,2004-04-14
11.628154754638672,2004-04-15
11.923260688781738,2004-04-16
11.628154754638672,2004-04-19
11.642433166503906,2004-04-20
11.8304443359375,2004-04-21
12.168389320373535,2004-04-22
12.09937572479248,2004-04-23
11.780468940734863,2004-04-26
11.649571418762207,2004-04-27
11.530577659606934,2004-04-28
11.39017105102539,2004-04-29
11.418725967407227,2004-04-30
11.516300201416016,2004-05-03
11.675756454467773,2004-05-04
11.285451889038086,2004-05-05
11.333051681518555,2004-05-06
11.007002830505371,2004-05-07
10.857069969177246,2004-05-10
10.638117790222168,2004-05-11
11.185497283935547,2004-05-12
11.099747657775879,2004-05-13
11.042576789855957,2004-05-14
10.921104431152344,2004-05-17
10.9901762008667,2004-05-18
11.033051490783691,2004-05-19
10.96159839630127,2004-05-20
11.004467010498047,2004-05-21
11.047343254089355,2004-05-24
11.195019721984863,2004-05-25
11.192641258239746,2004-05-26
11.202160835266113,2004-05-27
11.114035606384277,2004-05-28
11.123563766479492,2004-06-01
11.230751991271973,2004-06-02
11.237895965576172,2004-06-03
11.247426986694336,2004-06-04
11.314118385314941,2004-06-07
11.285536766052246,2004-06-08
11.102127075195312,2004-06-09
10.963976860046387,2004-06-10
11.033051490783691,2004-06-14
11.064013481140137,2004-06-15
11.1664400100708,2004-06-16
11.180733680725098,2004-06-17
11.0878324508667,2004-06-18
10.921104431152344,2004-06-21
11.028292655944824,2004-06-22
11.021141052246094,2004-06-23
10.897282600402832,2004-06-24
10.71863842010498,2004-06-25
10.76389217376709,2004-06-28
11.02352523803711,2004-06-29
10.723402976989746,2004-06-30
10.71863842010498,2004-07-01
10.549517631530762,2004-07-02
10.43995475769043,2004-07-06
10.547135353088379,2004-07-07
10.494736671447754,2004-07-08
10.682909965515137,2004-07-09
10.735316276550293,2004-07-12
10.594780921936035,2004-07-13
10.532851219177246,2004-07-14
10.56857967376709,2004-07-15
10.685291290283203,2004-07-16
10.83773422241211,2004-07-19
10.963976860046387,2004-07-20
10.654327392578125,2004-07-21
10.980648040771484,2004-07-22
10.780570030212402,2004-07-23
10.611449241638184,2004-07-26
10.842498779296875,2004-07-27
10.706727027893066,2004-07-28
10.75198745727539,2004-07-29
10.87346363067627,2004-07-30
10.821061134338379,2004-08-02
10.76389217376709,2004-08-03
10.723402976989746,2004-08-04
10.597162246704102,2004-08-05
10.254167556762695,2004-08-06
10.16364860534668,2004-08-09
10.142217636108398,2004-08-10
9.963570594787598,2004-08-11
10.087430000305176,2004-08-12
10.123189926147461,2004-08-13
10.347307205200195,2004-08-16
10.285318374633789,2004-08-17
10.478436470031738,2004-08-18
10.466509819030762,2004-08-19
10.518966674804688,2004-08-20
10.58810043334961,2004-08-23
10.545186042785645,2004-08-24
10.559494972229004,2004-08-25
10.609560012817383,2004-08-26
10.6810884475708,2004-08-27
10.547568321228027,2004-08-30
10.576184272766113,2004-08-31
10.597641944885254,2004-09-01
10.74545955657959,2004-09-02
10.640555381774902,2004-09-03
10.666789054870605,2004-09-07
10.831290245056152,2004-09-08
10.89566421508789,2004-09-09
10.988646507263184,2004-09-10
11.041096687316895,2004-09-13
11.100702285766602,2004-09-14
10.960036277770996,2004-09-15
10.945733070373535,2004-09-16
10.96718978881836,2004-09-17
10.957650184631348,2004-09-20
11.293817520141602,2004-09-21
11.205606460571289,2004-09-22
12.643263816833496,2004-09-23
12.442985534667969,2004-09-24
12.493059158325195,2004-09-27
