SPLK,Date
31.170000076293945,2012-10-18
31.510000228881836,2012-10-19
30.489999771118164,2012-10-22
30.559099197387695,2012-10-23
30.389999389648438,2012-10-24
29.989999771118164,2012-10-25
28.989999771118164,2012-10-26
28.030000686645508,2012-10-31
28.520000457763672,2012-11-01
28.229999542236328,2012-11-02
27.690000534057617,2012-11-05
27.75,2012-11-06
27.360000610351562,2012-11-07
26.809999465942383,2012-11-08
26.920000076293945,2012-11-09
26.540000915527344,2012-11-12
26.299999237060547,2012-11-13
26.579999923706055,2012-11-14
27.389400482177734,2012-11-15
28.5,2012-11-16
28.139299392700195,2012-11-19
28.389999389648438,2012-11-20
28.670000076293945,2012-11-21
28.889999389648438,2012-11-23
28.799999237060547,2012-11-26
29.059999465942383,2012-11-27
28.959999084472656,2012-11-28
29.979999542236328,2012-11-29
30.200000762939453,2012-11-30
28.309999465942383,2012-12-03
28.13050079345703,2012-12-04
28.739999771118164,2012-12-05
28.889999389648438,2012-12-06
27.889999389648438,2012-12-07
27.84000015258789,2012-12-10
27.600000381469727,2012-12-11
27.09000015258789,2012-12-12
27.202199935913086,2012-12-13
27.56999969482422,2012-12-14
27.670000076293945,2012-12-17
28.260000228881836,2012-12-18
29.3700008392334,2012-12-19
29.110000610351562,2012-12-20
29.3700008392334,2012-12-21
29.200000762939453,2012-12-24
28.84000015258789,2012-12-26
28.780000686645508,2012-12-27
28.40999984741211,2012-12-28
29.020000457763672,2012-12-31
29.260000228881836,2013-01-02
29.350000381469727,2013-01-03
29.68000030517578,2013-01-04
29.364900588989258,2013-01-07
28.8799991607666,2013-01-08
29.739999771118164,2013-01-09
29.770000457763672,2013-01-10
32.27000045776367,2013-01-11
31.299999237060547,2013-01-14
33.459999084472656,2013-01-15
31.780000686645508,2013-01-16
33.150001525878906,2013-01-17
33.5,2013-01-18
33.540000915527344,2013-01-22
33.22999954223633,2013-01-23
33.4900016784668,2013-01-24
33.630001068115234,2013-01-25
34.08000183105469,2013-01-28
33.459999084472656,2013-01-29
32.779998779296875,2013-01-30
32.959999084472656,2013-01-31
33.900001525878906,2013-02-01
33.66999816894531,2013-02-04
33.720001220703125,2013-02-05
33.91999816894531,2013-02-06
33.209999084472656,2013-02-07
33.41999816894531,2013-02-08
33.880001068115234,2013-02-11
34.63999938964844,2013-02-12
34.5,2013-02-13
35.08000183105469,2013-02-14
34.97999954223633,2013-02-15
34.68000030517578,2013-02-19
34.11000061035156,2013-02-20
34.040000915527344,2013-02-21
35.0099983215332,2013-02-22
35.54999923706055,2013-02-25
35.5099983215332,2013-02-26
36.36000061035156,2013-02-27
36.130001068115234,2013-02-28
38.970001220703125,2013-03-01
37.599998474121094,2013-03-04
37.560001373291016,2013-03-05
37.84000015258789,2013-03-06
38.0099983215332,2013-03-07
38.720001220703125,2013-03-08
38.619998931884766,2013-03-11
38.11000061035156,2013-03-12
38.560001373291016,2013-03-13
39.040000915527344,2013-03-14
39.0,2013-03-15
38.58000183105469,2013-03-18
37.4900016784668,2013-03-19
38.54999923706055,2013-03-20
38.459999084472656,2013-03-21
39.04999923706055,2013-03-22
39.97999954223633,2013-03-25
39.0,2013-03-26
40.02000045776367,2013-03-27
40.029998779296875,2013-03-28
40.0,2013-04-01
39.72999954223633,2013-04-02
39.33000183105469,2013-04-03
39.4900016784668,2013-04-04
39.90999984741211,2013-04-05
39.86000061035156,2013-04-08
40.45000076293945,2013-04-09
41.15999984741211,2013-04-10
42.13999938964844,2013-04-11
42.2599983215332,2013-04-12
41.45000076293945,2013-04-15
42.13999938964844,2013-04-16
42.099998474121094,2013-04-17
41.02000045776367,2013-04-18
40.630001068115234,2013-04-19
40.709999084472656,2013-04-22
41.5099983215332,2013-04-23
40.880001068115234,2013-04-24
42.029998779296875,2013-04-25
41.13999938964844,2013-04-26
41.72999954223633,2013-04-29
40.79999923706055,2013-04-30
40.72999954223633,2013-05-01
42.18000030517578,2013-05-02
43.279998779296875,2013-05-03
43.68000030517578,2013-05-06
44.41999816894531,2013-05-07
43.369998931884766,2013-05-08
43.04999923706055,2013-05-09
44.88999938964844,2013-05-10
44.25,2013-05-13
45.119998931884766,2013-05-14
44.279998779296875,2013-05-15
44.70000076293945,2013-05-16
45.439998626708984,2013-05-17
46.4900016784668,2013-05-20
46.70000076293945,2013-05-21
45.11000061035156,2013-05-22
44.880001068115234,2013-05-23
44.81999969482422,2013-05-24
45.790000915527344,2013-05-28
45.869998931884766,2013-05-29
45.220001220703125,2013-05-30
46.7599983215332,2013-05-31
45.029998779296875,2013-06-03
42.9900016784668,2013-06-04
42.02000045776367,2013-06-05
42.88999938964844,2013-06-06
43.41999816894531,2013-06-07
44.130001068115234,2013-06-10
44.099998474121094,2013-06-11
43.79999923706055,2013-06-12
43.810001373291016,2013-06-13
43.06999969482422,2013-06-14
43.849998474121094,2013-06-17
43.970001220703125,2013-06-18
43.720001220703125,2013-06-19
43.59000015258789,2013-06-20
43.849998474121094,2013-06-21
43.779998779296875,2013-06-24
43.95000076293945,2013-06-25
45.9900016784668,2013-06-26
47.0099983215332,2013-06-27
46.36000061035156,2013-06-28
47.720001220703125,2013-07-01
48.150001525878906,2013-07-02
48.40999984741211,2013-07-03
49.31999969482422,2013-07-05
48.25,2013-07-08
48.650001525878906,2013-07-09
49.810001373291016,2013-07-10
49.5,2013-07-11
50.720001220703125,2013-07-12
50.45000076293945,2013-07-15
49.91999816894531,2013-07-16
49.9900016784668,2013-07-17
49.939998626708984,2013-07-18
49.66999816894531,2013-07-19
49.84000015258789,2013-07-22
50.099998474121094,2013-07-23
51.15999984741211,2013-07-24
51.36000061035156,2013-07-25
50.459999084472656,2013-07-26
49.86000061035156,2013-07-29
49.93000030517578,2013-07-30
50.0099983215332,2013-07-31
51.2599983215332,2013-08-01
52.599998474121094,2013-08-02
52.97999954223633,2013-08-05
52.099998474121094,2013-08-06
51.68000030517578,2013-08-07
52.02000045776367,2013-08-08
51.72999954223633,2013-08-09
52.349998474121094,2013-08-12
52.2400016784668,2013-08-13
51.689998626708984,2013-08-14
49.90999984741211,2013-08-15
49.79999923706055,2013-08-16
50.0,2013-08-19
49.939998626708984,2013-08-20
50.0099983215332,2013-08-21
50.189998626708984,2013-08-22
50.209999084472656,2013-08-23
50.15999984741211,2013-08-26
48.18000030517578,2013-08-27
48.11000061035156,2013-08-28
48.91999816894531,2013-08-29
55.209999084472656,2013-08-30
55.2400016784668,2013-09-03
55.33000183105469,2013-09-04
55.38999938964844,2013-09-05
56.34000015258789,2013-09-06
59.43000030517578,2013-09-09
60.349998474121094,2013-09-10
61.0,2013-09-11
60.77899932861328,2013-09-12
59.540000915527344,2013-09-13
59.11000061035156,2013-09-16
59.369998931884766,2013-09-17
60.459999084472656,2013-09-18
61.33000183105469,2013-09-19
61.97999954223633,2013-09-20
60.7599983215332,2013-09-23
60.369998931884766,2013-09-24
60.439998626708984,2013-09-25
61.970001220703125,2013-09-26
61.4900016784668,2013-09-27
60.040000915527344,2013-09-30
61.5,2013-10-01
61.459999084472656,2013-10-02
60.65999984741211,2013-10-03
62.95000076293945,2013-10-04
60.040000915527344,2013-10-07
56.91999816894531,2013-10-08
56.68000030517578,2013-10-09
59.220001220703125,2013-10-10
59.45000076293945,2013-10-11
59.349998474121094,2013-10-14
57.5,2013-10-15
59.189998626708984,2013-10-16
62.619998931884766,2013-10-17
61.88199996948242,2013-10-18
62.68000030517578,2013-10-21
62.9900016784668,2013-10-22
62.029998779296875,2013-10-23
63.77000045776367,2013-10-24
61.959999084472656,2013-10-25
60.959999084472656,2013-10-28
61.63999938964844,2013-10-29
62.83000183105469,2013-10-30
62.709999084472656,2013-10-31
62.439998626708984,2013-11-01
63.04999923706055,2013-11-04
63.97999954223633,2013-11-05
63.650001525878906,2013-11-06
61.729000091552734,2013-11-07
60.29999923706055,2013-11-08
60.939998626708984,2013-11-11
61.029998779296875,2013-11-12
61.88999938964844,2013-11-13
62.54999923706055,2013-11-14
63.34000015258789,2013-11-15
62.709999084472656,2013-11-18
62.900001525878906,2013-11-19
62.529998779296875,2013-11-20
59.900001525878906,2013-11-21
73.55999755859375,2013-11-22
71.02999877929688,2013-11-25
73.08000183105469,2013-11-26
72.70999908447266,2013-11-27
72.16000366210938,2013-11-29
71.69000244140625,2013-12-02
70.4800033569336,2013-12-03
69.66000366210938,2013-12-04
70.79000091552734,2013-12-05
69.68000030517578,2013-12-06
69.06999969482422,2013-12-09
68.43000030517578,2013-12-10
66.98999786376953,2013-12-11
68.05000305175781,2013-12-12
67.7300033569336,2013-12-13
68.12000274658203,2013-12-16
69.5,2013-12-17
68.63999938964844,2013-12-18
68.48999786376953,2013-12-19
69.5199966430664,2013-12-20
70.63999938964844,2013-12-23
70.22000122070312,2013-12-24
70.56999969482422,2013-12-26
68.98999786376953,2013-12-27
68.93000030517578,2013-12-30
68.66999816894531,2013-12-31
71.45999908447266,2014-01-02
70.9800033569336,2014-01-03
70.77999877929688,2014-01-06
75.38999938964844,2014-01-07
74.91000366210938,2014-01-08
74.58000183105469,2014-01-09
75.23999786376953,2014-01-10
73.30999755859375,2014-01-13
75.04000091552734,2014-01-14
75.98999786376953,2014-01-15
79.43000030517578,2014-01-16
79.66999816894531,2014-01-17
81.5,2014-01-21
82.23999786376953,2014-01-22
81.81999969482422,2014-01-23
76.98999786376953,2014-01-24
73.97000122070312,2014-01-27
75.2699966430664,2014-01-28
73.02999877929688,2014-01-29
77.41999816894531,2014-01-30
77.02999877929688,2014-01-31
74.1500015258789,2014-02-03
76.13999938964844,2014-02-04
77.29000091552734,2014-02-05
77.68000030517578,2014-02-06
79.87999725341797,2014-02-07
80.9000015258789,2014-02-10
83.16000366210938,2014-02-11
83.04000091552734,2014-02-12
86.30000305175781,2014-02-13
86.08999633789062,2014-02-14
86.43000030517578,2014-02-18
86.0199966430664,2014-02-19
88.51000213623047,2014-02-20
89.0199966430664,2014-02-21
90.75,2014-02-24
93.30999755859375,2014-02-25
92.95999908447266,2014-02-26
95.5,2014-02-27
92.75,2014-02-28
88.98999786376953,2014-03-03
92.0,2014-03-04
92.31999969482422,2014-03-05
91.55999755859375,2014-03-06
88.63999938964844,2014-03-07
84.97000122070312,2014-03-10
84.69999694824219,2014-03-11
87.70999908447266,2014-03-12
85.33999633789062,2014-03-13
84.56999969482422,2014-03-14
85.4800033569336,2014-03-17
90.0199966430664,2014-03-18
87.94999694824219,2014-03-19
89.41999816894531,2014-03-20
84.77999877929688,2014-03-21
77.2699966430664,2014-03-24
74.19999694824219,2014-03-25
74.83999633789062,2014-03-26
73.52999877929688,2014-03-27
71.41000366210938,2014-03-28
71.48999786376953,2014-03-31
74.9000015258789,2014-04-01
71.12000274658203,2014-04-02
66.36000061035156,2014-04-03
62.68000030517578,2014-04-04
60.56999969482422,2014-04-07
61.41999816894531,2014-04-08
65.04000091552734,2014-04-09
58.400001525878906,2014-04-10
57.68000030517578,2014-04-11
60.5,2014-04-14
64.36000061035156,2014-04-15
64.7699966430664,2014-04-16
65.83999633789062,2014-04-17
64.30000305175781,2014-04-21
65.73999786376953,2014-04-22
61.45000076293945,2014-04-23
59.22999954223633,2014-04-24
55.599998474121094,2014-04-25
52.9900016784668,2014-04-28
55.54999923706055,2014-04-29
54.56999969482422,2014-04-30
54.900001525878906,2014-05-01
54.869998931884766,2014-05-02
54.7400016784668,2014-05-05
51.75,2014-05-06
48.5099983215332,2014-05-07
46.650001525878906,2014-05-08
46.5,2014-05-09
48.22999954223633,2014-05-12
44.06999969482422,2014-05-13
43.70000076293945,2014-05-14
43.599998474121094,2014-05-15
43.7599983215332,2014-05-16
44.0,2014-05-19
44.15999984741211,2014-05-20
44.52000045776367,2014-05-21
45.75,2014-05-22
45.9900016784668,2014-05-23
48.88999938964844,2014-05-27
48.880001068115234,2014-05-28
50.03900146484375,2014-05-29
41.86000061035156,2014-05-30
41.970001220703125,2014-06-02
40.5,2014-06-03
40.38999938964844,2014-06-04
42.91999816894531,2014-06-05
43.18000030517578,2014-06-06
43.95000076293945,2014-06-09
43.849998474121094,2014-06-10
44.810001373291016,2014-06-11
45.75,2014-06-12
47.16999816894531,2014-06-13
49.150001525878906,2014-06-16
48.97999954223633,2014-06-17
50.52899932861328,2014-06-18
51.29999923706055,2014-06-19
50.70000076293945,2014-06-20
52.4900016784668,2014-06-23
52.630001068115234,2014-06-24
53.29999923706055,2014-06-25
53.959999084472656,2014-06-26
54.58000183105469,2014-06-27
55.33000183105469,2014-06-30
56.310001373291016,2014-07-01
55.08000183105469,2014-07-02
53.75,2014-07-03
51.79999923706055,2014-07-07
48.0099983215332,2014-07-08
47.869998931884766,2014-07-09
47.0099983215332,2014-07-10
47.2400016784668,2014-07-11
48.029998779296875,2014-07-14
46.380001068115234,2014-07-15
46.540000915527344,2014-07-16
45.779998779296875,2014-07-17
46.43000030517578,2014-07-18
46.09000015258789,2014-07-21
46.790000915527344,2014-07-22
47.33000183105469,2014-07-23
47.91999816894531,2014-07-24
47.880001068115234,2014-07-25
47.189998626708984,2014-07-28
47.7599983215332,2014-07-29
50.38999938964844,2014-07-30
47.02000045776367,2014-07-31
44.27000045776367,2014-08-01
45.400001525878906,2014-08-04
44.11000061035156,2014-08-05
42.27000045776367,2014-08-06
41.849998474121094,2014-08-07
41.06999969482422,2014-08-08
41.93000030517578,2014-08-11
41.04999923706055,2014-08-12
42.36000061035156,2014-08-13
42.79999923706055,2014-08-14
42.75,2014-08-15
43.47999954223633,2014-08-18
44.18000030517578,2014-08-19
42.900001525878906,2014-08-20
42.209999084472656,2014-08-21
43.95000076293945,2014-08-22
43.68000030517578,2014-08-25
46.220001220703125,2014-08-26
45.900001525878906,2014-08-27
45.290000915527344,2014-08-28
53.92599868774414,2014-08-29
59.93000030517578,2014-09-02
56.970001220703125,2014-09-03
57.099998474121094,2014-09-04
59.22999954223633,2014-09-05
59.41999816894531,2014-09-08
57.470001220703125,2014-09-09
59.540000915527344,2014-09-10
60.5099983215332,2014-09-11
59.02000045776367,2014-09-12
55.63999938964844,2014-09-15
56.47999954223633,2014-09-16
56.36000061035156,2014-09-17
56.25,2014-09-18
56.209999084472656,2014-09-19
54.59000015258789,2014-09-22
54.59000015258789,2014-09-23
56.04999923706055,2014-09-24
54.060001373291016,2014-09-25
55.56999969482422,2014-09-26
55.220001220703125,2014-09-29
55.36000061035156,2014-09-30
53.5099983215332,2014-10-01
55.290000915527344,2014-10-02
59.209999084472656,2014-10-03
59.709999084472656,2014-10-06
57.25,2014-10-07
58.599998474121094,2014-10-08
57.5,2014-10-09
53.220001220703125,2014-10-10
51.2599983215332,2014-10-13
51.7400016784668,2014-10-14
53.43000030517578,2014-10-15
54.7400016784668,2014-10-16
56.58000183105469,2014-10-17
55.90999984741211,2014-10-20
58.31999969482422,2014-10-21
55.70000076293945,2014-10-22
59.83000183105469,2014-10-23
63.2400016784668,2014-10-24
62.54999923706055,2014-10-27
66.56999969482422,2014-10-28
64.18000030517578,2014-10-29
65.69999694824219,2014-10-30
66.08000183105469,2014-10-31
64.3499984741211,2014-11-03
64.29000091552734,2014-11-04
62.9900016784668,2014-11-05
64.83000183105469,2014-11-06
66.87000274658203,2014-11-07
66.76000213623047,2014-11-10
67.02999877929688,2014-11-11
67.95999908447266,2014-11-12
67.36000061035156,2014-11-13
68.3499984741211,2014-11-14
64.77999877929688,2014-11-17
65.95999908447266,2014-11-18
63.900001525878906,2014-11-19
64.94000244140625,2014-11-20
66.93000030517578,2014-11-21
66.95999908447266,2014-11-24
65.62999725341797,2014-11-25
68.01000213623047,2014-11-26
67.0999984741211,2014-11-28
63.72999954223633,2014-12-01
63.189998626708984,2014-12-02
63.630001068115234,2014-12-03
64.02999877929688,2014-12-04
65.8499984741211,2014-12-05
62.80500030517578,2014-12-08
62.61000061035156,2014-12-09
59.52000045776367,2014-12-10
57.2599983215332,2014-12-11
55.77000045776367,2014-12-12
54.869998931884766,2014-12-15
53.75,2014-12-16
56.619998931884766,2014-12-17
59.189998626708984,2014-12-18
61.60499954223633,2014-12-19
61.45000076293945,2014-12-22
61.599998474121094,2014-12-23
61.4900016784668,2014-12-24
62.97999954223633,2014-12-26
61.70000076293945,2014-12-29
59.77000045776367,2014-12-30
58.95000076293945,2014-12-31
58.790000915527344,2015-01-02
56.84000015258789,2015-01-05
55.779998779296875,2015-01-06
56.244998931884766,2015-01-07
58.45000076293945,2015-01-08
57.63999938964844,2015-01-09
57.099998474121094,2015-01-12
57.310001373291016,2015-01-13
57.0,2015-01-14
54.16999816894531,2015-01-15
55.279998779296875,2015-01-16
54.939998626708984,2015-01-20
55.650001525878906,2015-01-21
55.939998626708984,2015-01-22
56.88999938964844,2015-01-23
56.7400016784668,2015-01-26
55.529998779296875,2015-01-27
53.40999984741211,2015-01-28
53.689998626708984,2015-01-29
51.650001525878906,2015-01-30
53.349998474121094,2015-02-02
55.599998474121094,2015-02-03
56.189998626708984,2015-02-04
61.060001373291016,2015-02-05
62.45500183105469,2015-02-06
60.47999954223633,2015-02-09
58.98500061035156,2015-02-10
60.599998474121094,2015-02-11
61.93000030517578,2015-02-12
64.18000030517578,2015-02-13
63.83000183105469,2015-02-17
65.9000015258789,2015-02-18
68.05999755859375,2015-02-19
68.94499969482422,2015-02-20
68.5999984741211,2015-02-23
66.44000244140625,2015-02-24
67.5,2015-02-25
69.56999969482422,2015-02-26
67.25,2015-02-27
67.12000274658203,2015-03-02
65.68000030517578,2015-03-03
63.66999816894531,2015-03-04
64.6500015258789,2015-03-05
62.47999954223633,2015-03-06
61.83000183105469,2015-03-09
60.810001373291016,2015-03-10
60.83000183105469,2015-03-11
62.83000183105469,2015-03-12
62.81999969482422,2015-03-13
62.06999969482422,2015-03-16
62.84000015258789,2015-03-17
64.33000183105469,2015-03-18
63.72999954223633,2015-03-19
62.119998931884766,2015-03-20
60.720001220703125,2015-03-23
60.040000915527344,2015-03-24
58.720001220703125,2015-03-25
59.58000183105469,2015-03-26
60.400001525878906,2015-03-27
60.11000061035156,2015-03-30
59.20000076293945,2015-03-31
57.81999969482422,2015-04-01
59.22999954223633,2015-04-02
60.18000030517578,2015-04-06
62.09000015258789,2015-04-07
63.369998931884766,2015-04-08
63.790000915527344,2015-04-09
63.16999816894531,2015-04-10
62.470001220703125,2015-04-13
62.06999969482422,2015-04-14
63.45000076293945,2015-04-15
64.66999816894531,2015-04-16
62.40999984741211,2015-04-17
63.7400016784668,2015-04-20
64.2300033569336,2015-04-21
65.91999816894531,2015-04-22
67.80999755859375,2015-04-23
67.87999725341797,2015-04-24
67.31999969482422,2015-04-27
66.62999725341797,2015-04-28
67.91999816894531,2015-04-29
66.34500122070312,2015-04-30
66.70999908447266,2015-05-01
67.16999816894531,2015-05-04
65.7300033569336,2015-05-05
66.05999755859375,2015-05-06
66.58999633789062,2015-05-07
68.55999755859375,2015-05-08
67.37999725341797,2015-05-11
67.66999816894531,2015-05-12
69.70999908447266,2015-05-13
70.41999816894531,2015-05-14
70.25,2015-05-15
67.02999877929688,2015-05-18
67.94000244140625,2015-05-19
68.0199966430664,2015-05-20
69.3499984741211,2015-05-21
68.94000244140625,2015-05-22
68.30000305175781,2015-05-26
69.36000061035156,2015-05-27
71.06999969482422,2015-05-28
67.62000274658203,2015-05-29
66.45999908447266,2015-06-01
66.16500091552734,2015-06-02
66.77999877929688,2015-06-03
65.38999938964844,2015-06-04
68.66000366210938,2015-06-05
67.94999694824219,2015-06-08
67.38999938964844,2015-06-09
69.4800033569336,2015-06-10
69.16000366210938,2015-06-11
68.91500091552734,2015-06-12
70.25,2015-06-15
70.58000183105469,2015-06-16
71.54000091552734,2015-06-17
73.06999969482422,2015-06-18
73.19000244140625,2015-06-19
73.5999984741211,2015-06-22
72.88999938964844,2015-06-23
71.30999755859375,2015-06-24
72.3499984741211,2015-06-25
70.37999725341797,2015-06-26
68.05999755859375,2015-06-29
69.62000274658203,2015-06-30
69.47000122070312,2015-07-01
69.72000122070312,2015-07-02
68.56999969482422,2015-07-06
68.33000183105469,2015-07-07
67.3499984741211,2015-07-08
69.0,2015-07-09
71.83999633789062,2015-07-10
71.16999816894531,2015-07-13
72.22000122070312,2015-07-14
71.62000274658203,2015-07-15
72.5999984741211,2015-07-16
72.87999725341797,2015-07-17
73.19999694824219,2015-07-20
73.01000213623047,2015-07-21
73.2699966430664,2015-07-22
74.81999969482422,2015-07-23
73.91000366210938,2015-07-24
70.5999984741211,2015-07-27
70.88999938964844,2015-07-28
68.97000122070312,2015-07-29
69.25,2015-07-30
69.94000244140625,2015-07-31
68.86000061035156,2015-08-03
68.11000061035156,2015-08-04
69.30999755859375,2015-08-05
68.30999755859375,2015-08-06
67.66999816894531,2015-08-07
69.4000015258789,2015-08-10
68.01000213623047,2015-08-11
68.02999877929688,2015-08-12
68.97000122070312,2015-08-13
69.77999877929688,2015-08-14
70.7300033569336,2015-08-17
69.91999816894531,2015-08-18
68.77999877929688,2015-08-19
64.38999938964844,2015-08-20
62.130001068115234,2015-08-21
59.63999938964844,2015-08-24
59.15999984741211,2015-08-25
61.47999954223633,2015-08-26
64.23999786376953,2015-08-27
62.779998779296875,2015-08-28
61.970001220703125,2015-08-31
59.59000015258789,2015-09-01
59.099998474121094,2015-09-02
59.91999816894531,2015-09-03
58.27000045776367,2015-09-04
60.95000076293945,2015-09-08
59.18000030517578,2015-09-09
60.060001373291016,2015-09-10
59.650001525878906,2015-09-11
59.349998474121094,2015-09-14
59.43000030517578,2015-09-15
59.209999084472656,2015-09-16
58.650001525878906,2015-09-17
58.540000915527344,2015-09-18
59.5099983215332,2015-09-21
57.630001068115234,2015-09-22
58.61000061035156,2015-09-23
57.86000061035156,2015-09-24
57.209999084472656,2015-09-25
54.02000045776367,2015-09-28
54.439998626708984,2015-09-29
55.349998474121094,2015-09-30
55.91999816894531,2015-10-01
56.36000061035156,2015-10-02
55.29999923706055,2015-10-05
55.290000915527344,2015-10-06
57.439998626708984,2015-10-07
56.369998931884766,2015-10-08
58.209999084472656,2015-10-09
57.25,2015-10-12
55.95000076293945,2015-10-13
54.959999084472656,2015-10-14
56.209999084472656,2015-10-15
57.68000030517578,2015-10-16
58.790000915527344,2015-10-19
57.7599983215332,2015-10-20
54.959999084472656,2015-10-21
57.060001373291016,2015-10-22
56.25,2015-10-23
55.040000915527344,2015-10-26
