EXPE,Date
24.870054244995117,2006-04-26
24.50122833251953,2006-04-27
24.567087173461914,2006-04-28
24.343151092529297,2006-05-01
24.119218826293945,2006-05-02
23.947967529296875,2006-05-03
25.01495933532715,2006-05-04
25.8448429107666,2006-05-05
26.305879592895508,2006-05-08
26.002920150756836,2006-05-09
26.068775177001953,2006-05-10
25.897533416748047,2006-05-11
19.11359214782715,2006-05-12
19.10041618347168,2006-05-15
19.284833908081055,2006-05-16
18.810619354248047,2006-05-17
18.70524024963379,2006-05-18
18.24419403076172,2006-05-19
18.270536422729492,2006-05-22
17.941219329833984,2006-05-23
17.875356674194336,2006-05-24
18.468130111694336,2006-05-25
18.428604125976562,2006-05-26
18.24419403076172,2006-05-30
18.71841049194336,2006-05-31
18.916000366210938,2006-06-01
18.836965560913086,2006-06-02
19.192625045776367,2006-06-05
19.25849151611328,2006-06-06
19.13993263244629,2006-06-07
19.666845321655273,2006-06-08
19.627323150634766,2006-06-09
19.74587631225586,2006-06-12
20.035682678222656,2006-06-13
19.943470001220703,2006-06-14
20.206924438476562,2006-06-15
19.838090896606445,2006-06-16
19.719533920288086,2006-06-19
19.759052276611328,2006-06-20
20.088369369506836,2006-06-21
19.798572540283203,2006-06-22
19.693191528320312,2006-06-23
19.653669357299805,2006-06-26
19.298004150390625,2006-06-27
19.205801010131836,2006-06-28
19.680017471313477,2006-06-29
19.74587631225586,2006-06-30
19.811742782592773,2006-07-03
19.337528228759766,2006-07-05
19.40338706970215,2006-07-06
19.205801010131836,2006-07-07
19.087242126464844,2006-07-10
18.797449111938477,2006-07-11
18.310054779052734,2006-07-12
17.92804527282715,2006-07-13
17.901697158813477,2006-07-14
17.611902236938477,2006-07-17
17.730459213256836,2006-07-18
18.02025032043457,2006-07-19
17.88852882385254,2006-07-20
17.862184524536133,2006-07-21
17.901697158813477,2006-07-24
18.007083892822266,2006-07-25
18.07294464111328,2006-07-26
17.78314971923828,2006-07-27
17.532865524291992,2006-07-28
17.651424407958984,2006-07-31
17.190378189086914,2006-08-01
17.611902236938477,2006-08-02
18.033428192138672,2006-08-03
17.625078201293945,2006-08-04
17.901697158813477,2006-08-07
17.769973754882812,2006-08-08
18.20467185974121,2006-08-09
19.298004150390625,2006-08-10
19.218978881835938,2006-08-11
19.57463264465332,2006-08-14
20.272785186767578,2006-08-15
20.351823806762695,2006-08-16
20.417686462402344,2006-08-17
19.99616050720215,2006-08-18
20.206924438476562,2006-08-21
20.68113899230957,2006-08-22
20.720661163330078,2006-08-23
20.997282028198242,2006-08-24
20.970945358276367,2006-08-25
21.063154220581055,2006-08-28
20.997282028198242,2006-08-29
20.694318771362305,2006-08-30
21.49785041809082,2006-08-31
22.182828903198242,2006-09-01
21.985233306884766,2006-09-05
22.31455421447754,2006-09-06
21.945724487304688,2006-09-07
21.339778900146484,2006-09-08
21.02363395690918,2006-09-11
21.1158447265625,2006-09-12
21.1158447265625,2006-09-13
21.10266876220703,2006-09-14
21.076326370239258,2006-09-15
21.405641555786133,2006-09-18
21.076326370239258,2006-09-19
20.89190673828125,2006-09-20
20.773347854614258,2006-09-21
20.694318771362305,2006-09-22
21.063154220581055,2006-09-25
20.74700164794922,2006-09-26
20.58893394470215,2006-09-27
20.970945358276367,2006-09-28
20.654794692993164,2006-09-29
20.58893394470215,2006-10-02
20.93142318725586,2006-10-03
21.194875717163086,2006-10-04
21.142183303833008,2006-10-05
21.076326370239258,2006-10-06
21.10266876220703,2006-10-09
21.392471313476562,2006-10-10
21.155359268188477,2006-10-11
21.629579544067383,2006-10-12
21.47150421142578,2006-10-13
21.840343475341797,2006-10-16
21.47150421142578,2006-10-17
21.30025863647461,2006-10-18
21.59006118774414,2006-10-19
21.431987762451172,2006-10-20
21.840343475341797,2006-10-23
21.65592384338379,2006-10-24
21.840343475341797,2006-10-25
21.866682052612305,2006-10-26
21.669099807739258,2006-10-27
21.47150421142578,2006-10-30
21.405641555786133,2006-10-31
21.36612319946289,2006-11-01
21.537364959716797,2006-11-02
21.61640167236328,2006-11-03
21.893030166625977,2006-11-06
21.669099807739258,2006-11-07
21.774473190307617,2006-11-08
22.31455421447754,2006-11-09
22.182828903198242,2006-11-10
21.866682052612305,2006-11-13
21.945724487304688,2006-11-14
22.49897575378418,2006-11-15
22.801950454711914,2006-11-16
23.1839599609375,2006-11-17
23.52644157409668,2006-11-20
23.789901733398438,2006-11-21
24.05335235595703,2006-11-22
24.14557647705078,2006-11-24
24.185075759887695,2006-11-27
23.9348087310791,2006-11-28
24.211421966552734,2006-11-29
23.921628952026367,2006-11-30
24.13239097595215,2006-12-01
24.329971313476562,2006-12-04
24.6461238861084,2006-12-05
24.73833656311035,2006-12-06
24.52757453918457,2006-12-07
26.951337814331055,2006-12-08
27.017210006713867,2006-12-11
27.135770797729492,2006-12-12
27.12259864807129,2006-12-13
27.12259864807129,2006-12-14
27.201629638671875,2006-12-15
26.793277740478516,2006-12-18
27.096254348754883,2006-12-19
27.68901824951172,2006-12-20
27.662675857543945,2006-12-21
27.636320114135742,2006-12-22
27.662675857543945,2006-12-26
27.662675857543945,2006-12-27
27.68901824951172,2006-12-28
27.636320114135742,2006-12-29
27.728534698486328,2007-01-03
28.018346786499023,2007-01-04
28.005159378051758,2007-01-05
28.15005874633789,2007-01-08
28.215932846069336,2007-01-09
28.294967651367188,2007-01-10
28.110549926757812,2007-01-11
28.202760696411133,2007-01-12
27.97882080078125,2007-01-16
27.87343978881836,2007-01-17
27.201629638671875,2007-01-18
27.68901824951172,2007-01-19
27.109411239624023,2007-01-22
27.267501831054688,2007-01-23
27.702194213867188,2007-01-24
27.201629638671875,2007-01-25
27.162111282348633,2007-01-26
27.478254318237305,2007-01-29
27.741714477539062,2007-01-30
28.255447387695312,2007-01-31
27.24114990234375,2007-02-01
27.741714477539062,2007-02-02
27.92612648010254,2007-02-05
28.242267608642578,2007-02-06
28.66379737854004,2007-02-07
29.124845504760742,2007-02-08
28.50572395324707,2007-02-09
28.28179168701172,2007-02-12
28.518898010253906,2007-02-13
29.335607528686523,2007-02-14
29.3751220703125,2007-02-15
28.755998611450195,2007-02-16
29.26974105834961,2007-02-20
29.44098472595215,2007-02-21
29.16436767578125,2007-02-22
28.584768295288086,2007-02-23
28.59793472290039,2007-02-26
28.16323471069336,2007-02-27
28.005159378051758,2007-02-28
27.504594802856445,2007-03-01
27.004037857055664,2007-03-02
26.885482788085938,2007-03-05
26.911823272705078,2007-03-06
26.83279037475586,2007-03-07
27.069904327392578,2007-03-08
26.938169479370117,2007-03-09
27.320180892944336,2007-03-12
28.005159378051758,2007-03-13
27.754886627197266,2007-03-14
28.084196090698242,2007-03-15
27.807575225830078,2007-03-16
28.59793472290039,2007-03-19
28.979936599731445,2007-03-20
29.743955612182617,2007-03-21
30.2708740234375,2007-03-22
30.494802474975586,2007-03-23
30.534324645996094,2007-03-26
30.442121505737305,2007-03-27
29.61223793029785,2007-03-28
30.297208786010742,2007-03-29
30.534324645996094,2007-03-30
30.099618911743164,2007-04-02
30.534324645996094,2007-04-03
30.73191261291504,2007-04-04
31.640823364257812,2007-04-05
31.364208221435547,2007-04-09
31.640823364257812,2007-04-10
30.91632843017578,2007-04-11
31.390546798706055,2007-04-12
31.759382247924805,2007-04-13
31.482755661010742,2007-04-16
31.877941131591797,2007-04-17
31.140262603759766,2007-04-18
30.75825309753418,2007-04-19
30.560667037963867,2007-04-20
30.54749870300293,2007-04-23
30.955852508544922,2007-04-24
31.271997451782227,2007-04-25
31.52227210998535,2007-04-26
31.364208221435547,2007-04-27
31.113916397094727,2007-04-30
31.640823364257812,2007-05-01
32.075538635253906,2007-05-02
32.075538635253906,2007-05-03
32.246768951416016,2007-05-04
32.68147277832031,2007-05-07
31.877941131591797,2007-05-08
32.4970588684082,2007-05-09
32.075538635253906,2007-05-10
32.61561584472656,2007-05-11
32.378509521484375,2007-05-14
31.851585388183594,2007-05-15
32.220428466796875,2007-05-16
32.075538635253906,2007-05-17
32.45753479003906,2007-05-18
33.27423858642578,2007-05-21
33.20838928222656,2007-05-22
33.24789047241211,2007-05-23
32.53656768798828,2007-05-24
32.20724868774414,2007-05-25
31.864765167236328,2007-05-29
31.45641326904297,2007-05-30
31.65399932861328,2007-05-31
31.91745376586914,2007-06-01
32.220428466796875,2007-06-04
32.11505126953125,2007-06-05
31.825246810913086,2007-06-06
30.982194900512695,2007-06-07
30.79778289794922,2007-06-08
31.65399932861328,2007-06-11
31.877941131591797,2007-06-12
31.930627822875977,2007-06-13
32.220428466796875,2007-06-14
33.41914749145508,2007-06-15
33.590396881103516,2007-06-18
38.385250091552734,2007-06-19
38.47746658325195,2007-06-20
38.33255386352539,2007-06-21
38.20083236694336,2007-06-22
38.49064254760742,2007-06-25
38.51698303222656,2007-06-26
38.8067741394043,2007-06-27
38.8463020324707,2007-06-28
38.58283615112305,2007-06-29
38.41160202026367,2007-07-02
38.240352630615234,2007-07-03
38.37207794189453,2007-07-05
38.714569091796875,2007-07-06
38.5301399230957,2007-07-09
38.59600830078125,2007-07-10
38.648712158203125,2007-07-11
38.978031158447266,2007-07-12
39.043888092041016,2007-07-13
38.85947036743164,2007-07-16
38.9911994934082,2007-07-17
38.912166595458984,2007-07-18
38.74091720581055,2007-07-19
38.714569091796875,2007-07-20
35.18428039550781,2007-07-23
33.91971206665039,2007-07-24
34.420265197753906,2007-07-25
34.736412048339844,2007-07-26
34.82861328125,2007-07-27
35.289676666259766,2007-07-30
35.05255126953125,2007-07-31
35.263328552246094,2007-08-01
36.14588928222656,2007-08-02
36.462032318115234,2007-08-03
36.3303108215332,2007-08-06
36.68598175048828,2007-08-07
36.606929779052734,2007-08-08
37.542205810546875,2007-08-09
37.58171844482422,2007-08-10
38.09545135498047,2007-08-13
37.766143798828125,2007-08-14
37.397300720214844,2007-08-15
36.883575439453125,2007-08-16
36.63328170776367,2007-08-17
37.199710845947266,2007-08-20
37.02845764160156,2007-08-21
37.58171844482422,2007-08-22
38.609188079833984,2007-08-23
39.29416275024414,2007-08-24
40.07136535644531,2007-08-27
38.385250091552734,2007-08-28
38.345741271972656,2007-08-29
38.5301399230957,2007-08-30
39.32051467895508,2007-08-31
40.21625518798828,2007-09-04
39.55762481689453,2007-09-05
39.597145080566406,2007-09-06
38.8463020324707,2007-09-07
38.09545135498047,2007-09-10
38.121795654296875,2007-09-11
38.75408935546875,2007-09-12
38.398414611816406,2007-09-13
38.41160202026367,2007-09-14
38.0822868347168,2007-09-17
38.88581466674805,2007-09-18
39.544456481933594,2007-09-19
39.267822265625,2007-09-20
39.544456481933594,2007-09-21
39.74204635620117,2007-09-24
41.87602615356445,2007-09-25
42.12630844116211,2007-09-26
42.09996795654297,2007-09-27
41.994564056396484,2007-09-28
44.04950714111328,2007-10-01
44.352481842041016,2007-10-02
44.61592102050781,2007-10-03
44.76084899902344,2007-10-04
46.15715408325195,2007-10-05
46.051761627197266,2007-10-08
45.590721130371094,2007-10-09
45.590721130371094,2007-10-10
45.3404541015625,2007-10-11
45.66975402832031,2007-10-12
45.65656661987305,2007-10-15
44.70813751220703,2007-10-16
44.45787048339844,2007-10-17
44.431522369384766,2007-10-18
42.99570083618164,2007-10-19
43.19328689575195,2007-10-22
43.3776969909668,2007-10-23
42.40293502807617,2007-10-24
42.258026123046875,2007-10-25
42.75859832763672,2007-10-26
42.837623596191406,2007-10-29
42.29755401611328,2007-10-30
43.022037506103516,2007-10-31
42.692726135253906,2007-11-01
41.86284637451172,2007-11-02
40.57191467285156,2007-11-05
39.7288703918457,2007-11-06
40.374324798583984,2007-11-07
39.570796966552734,2007-11-08
37.55538558959961,2007-11-09
36.3303108215332,2007-11-12
38.424774169921875,2007-11-13
37.911033630371094,2007-11-14
38.121795654296875,2007-11-15
40.63778305053711,2007-11-16
38.951683044433594,2007-11-19
38.385250091552734,2007-11-20
38.16131591796875,2007-11-21
38.66188049316406,2007-11-23
38.648712158203125,2007-11-26
39.781551361083984,2007-11-27
41.994564056396484,2007-11-28
42.70589828491211,2007-11-29
42.94300842285156,2007-11-30
43.2723274230957,2007-12-03
43.4172248840332,2007-12-04
43.87827682495117,2007-12-05
43.86508560180664,2007-12-06
44.20759201049805,2007-12-07
44.70813751220703,2007-12-10
44.220760345458984,2007-12-11
44.31296157836914,2007-12-12
44.299800872802734,2007-12-13
43.799232482910156,2007-12-14
43.048397064208984,2007-12-17
43.16694259643555,2007-12-18
42.90349197387695,2007-12-19
42.24485397338867,2007-12-20
42.19217300415039,2007-12-21
42.70589828491211,2007-12-24
42.89031219482422,2007-12-26
42.09996795654297,2007-12-27
42.04726791381836,2007-12-28
41.652076721191406,2007-12-31
40.24260330200195,2008-01-02
40.255775451660156,2008-01-03
38.93851089477539,2008-01-04
38.37207794189453,2008-01-07
37.937381744384766,2008-01-08
37.23922348022461,2008-01-09
36.15907287597656,2008-01-10
34.841796875,2008-01-11
35.39505386352539,2008-01-14
33.44548797607422,2008-01-15
32.879058837890625,2008-01-16
30.284040451049805,2008-01-17
30.982194900512695,2008-01-18
30.04692268371582,2008-01-22
30.810941696166992,2008-01-23
31.561800003051758,2008-01-24
30.69239616394043,2008-01-25
30.099618911743164,2008-01-28
30.402585983276367,2008-01-29
30.086450576782227,2008-01-30
30.32355499267578,2008-01-31
30.889986038208008,2008-02-01
30.613361358642578,2008-02-04
29.177526473999023,2008-02-05
29.9810791015625,2008-02-06
31.24565315246582,2008-02-07
33.0766487121582,2008-02-08
32.58926773071289,2008-02-11
32.259952545166016,2008-02-12
33.102996826171875,2008-02-13
32.9185791015625,2008-02-14
33.708946228027344,2008-02-15
33.78798294067383,2008-02-19
33.47183609008789,2008-02-20
32.08871078491211,2008-02-21
32.167747497558594,2008-02-22
31.62766456604004,2008-02-25
32.08871078491211,2008-02-26
31.91745376586914,2008-02-27
30.90315818786621,2008-02-28
30.205007553100586,2008-02-29
29.3751220703125,2008-03-03
28.439865112304688,2008-03-04
28.80870246887207,2008-03-05
28.057842254638672,2008-03-06
27.728534698486328,2008-03-07
27.991992950439453,2008-03-10
28.37400245666504,2008-03-11
27.886615753173828,2008-03-12
28.53207015991211,2008-03-13
27.491436004638672,2008-03-14
26.97768783569336,2008-03-17
28.242267608642578,2008-03-18
27.18845558166504,2008-03-19
28.34765625,2008-03-20
29.335607528686523,2008-03-24
29.61223793029785,2008-03-25
30.32355499267578,2008-03-26
29.599056243896484,2008-03-27
28.742835998535156,2008-03-28
28.835046768188477,2008-03-31
31.733041763305664,2008-04-01
33.102996826171875,2008-04-02
32.86588668823242,2008-04-03
32.68147277832031,2008-04-04
32.77368927001953,2008-04-07
32.27312469482422,2008-04-08
31.495933532714844,2008-04-09
31.970136642456055,2008-04-10
31.28516960144043,2008-04-11
31.416900634765625,2008-04-14
31.693519592285156,2008-04-15
31.46959114074707,2008-04-16
31.21929931640625,2008-04-17
32.378509521484375,2008-04-18
32.77368927001953,2008-04-21
32.53656768798828,2008-04-22
32.64196014404297,2008-04-23
32.90541076660156,2008-04-24
33.023956298828125,2008-04-25
32.89223098754883,2008-04-28
32.98444747924805,2008-04-29
33.27423858642578,2008-04-30
33.102996826171875,2008-05-01
33.15568923950195,2008-05-02
32.167747497558594,2008-05-05
32.70780944824219,2008-05-06
31.693519592285156,2008-05-07
32.15456008911133,2008-05-08
31.65399932861328,2008-05-09
32.41801834106445,2008-05-12
31.8911190032959,2008-05-13
31.94379425048828,2008-05-14
32.523399353027344,2008-05-15
32.075538635253906,2008-05-16
31.10075569152832,2008-05-19
30.363079071044922,2008-05-20
29.322437286376953,2008-05-21
29.520036697387695,2008-05-22
28.53207015991211,2008-05-23
28.637454986572266,2008-05-27
29.967899322509766,2008-05-28
31.68034553527832,2008-05-29
31.94379425048828,2008-05-30
31.140262603759766,2008-06-02
30.705568313598633,2008-06-03
30.969018936157227,2008-06-04
30.942670822143555,2008-06-05
29.480506896972656,2008-06-06
29.3619441986084,2008-06-09
29.072153091430664,2008-06-10
27.662675857543945,2008-06-11
27.675844192504883,2008-06-12
28.242267608642578,2008-06-13
28.294967651367188,2008-06-16
27.8997802734375,2008-06-17
27.227975845336914,2008-06-18
26.806447982788086,2008-06-19
26.081941604614258,2008-06-20
25.937042236328125,2008-06-23
25.59454917907715,2008-06-24
26.319053649902344,2008-06-25
25.25206756591797,2008-06-26
25.23889923095703,2008-06-27
24.211421966552734,2008-06-30
24.000648498535156,2008-07-01
22.999528884887695,2008-07-02
23.039051055908203,2008-07-03
22.84146499633789,2008-07-07
23.460575103759766,2008-07-08
23.460575103759766,2008-07-09
23.1839599609375,2008-07-10
23.644996643066406,2008-07-11
23.908456802368164,2008-07-14
24.250938415527344,2008-07-15
26.05561065673828,2008-07-16
26.490304946899414,2008-07-17
25.278413772583008,2008-07-18
24.42218780517578,2008-07-21
24.106048583984375,2008-07-22
24.711977005004883,2008-07-23
23.72403907775879,2008-07-24
23.658174514770508,2008-07-25
22.89415168762207,2008-07-28
24.329971313476562,2008-07-29
25.06765365600586,2008-07-30
25.778982162475586,2008-07-31
25.304765701293945,2008-08-01
24.843717575073242,2008-08-04
25.713117599487305,2008-08-05
24.5143985748291,2008-08-06
24.106048583984375,2008-08-07
23.829410552978516,2008-08-08
24.764673233032227,2008-08-11
25.383792877197266,2008-08-12
24.843717575073242,2008-08-13
25.25206756591797,2008-08-14
25.62090492248535,2008-08-15
25.304765701293945,2008-08-18
24.90957260131836,2008-08-19
24.30363655090332,2008-08-20
24.67247200012207,2008-08-21
25.476001739501953,2008-08-22
24.211421966552734,2008-08-25
23.012712478637695,2008-08-26
23.35519790649414,2008-08-27
24.198253631591797,2008-08-28
23.262998580932617,2008-08-29
23.24981117248535,2008-09-02
22.999528884887695,2008-09-03
23.473758697509766,2008-09-04
23.23664093017578,2008-09-05
23.50009536743164,2008-09-08
22.52531623840332,2008-09-09
22.551671981811523,2008-09-10
22.4331111907959,2008-09-11
22.41994285583496,2008-09-12
20.694318771362305,2008-09-15
21.142183303833008,2008-09-16
19.890775680541992,2008-09-17
20.85238265991211,2008-09-18
22.064279556274414,2008-09-19
20.523069381713867,2008-09-22
20.167409896850586,2008-09-23
20.667970657348633,2008-09-24
21.30025863647461,2008-09-25
21.02363395690918,2008-09-26
18.059772491455078,2008-09-29
19.903955459594727,2008-09-30
19.693191528320312,2008-10-01
18.494470596313477,2008-10-02
17.92804527282715,2008-10-03
18.059772491455078,2008-10-06
16.782020568847656,2008-10-07
17.071823120117188,2008-10-08
16.044355392456055,2008-10-09
15.556958198547363,2008-10-10
16.584434509277344,2008-10-13
15.333026885986328,2008-10-14
14.121133804321289,2008-10-15
15.596478462219238,2008-10-16
15.280333518981934,2008-10-17
16.031177520751953,2008-10-20
15.056401252746582,2008-10-21
14.397762298583984,2008-10-22
13.96306324005127,2008-10-23
13.264909744262695,2008-10-24
13.159526824951172,2008-10-27
15.043225288391113,2008-10-28
15.80724048614502,2008-10-29
13.37028980255127,2008-10-30
12.527239799499512,2008-10-31
12.448203086853027,2008-11-03
12.474550247192383,2008-11-04
11.20997142791748,2008-11-05
10.604021072387695,2008-11-06
11.354869842529297,2008-11-07
10.920171737670898,2008-11-10
10.867478370666504,2008-11-11
10.03759765625,2008-11-12
10.827961921691895,2008-11-13
10.274706840515137,2008-11-14
9.668764114379883,2008-11-17
9.299927711486816,2008-11-18
8.852054595947266,2008-11-19
7.969485282897949,2008-11-20
8.601774215698242,2008-11-21
9.589725494384766,2008-11-24
9.378963470458984,2008-11-25
10.841133117675781,2008-11-26
11.065071105957031,2008-11-28
10.340569496154785,2008-12-01
9.905871391296387,2008-12-02
10.14297866821289,2008-12-03
9.78731632232666,2008-12-04
10.40643310546875,2008-12-05
11.236311912536621,2008-12-08
10.709405899047852,2008-12-09
10.73575210571289,2008-12-10
10.03759765625,2008-12-11
10.472296714782715,2008-12-12
9.905871391296387,2008-12-15
10.867478370666504,2008-12-16
11.20997142791748,2008-12-17
10.959687232971191,2008-12-18
10.73575210571289,2008-12-19
10.156152725219727,2008-12-22
10.090289115905762,2008-12-23
10.261534690856934,2008-12-24
10.14297866821289,2008-12-26
9.879526138305664,2008-12-29
10.274706840515137,2008-12-30
10.8543062210083,2008-12-31
11.578805923461914,2009-01-02
12.118886947631836,2009-01-05
12.566757202148438,2009-01-06
11.81591510772705,2009-01-07
12.527239799499512,2009-01-08
12.053024291992188,2009-01-09
11.381221771240234,2009-01-12
11.842260360717773,2009-01-13
11.460250854492188,2009-01-14
12.039854049682617,2009-01-15
12.039854049682617,2009-01-16
10.722578048706055,2009-01-20
11.144107818603516,2009-01-21
10.74892520904541,2009-01-22
10.89382553100586,2009-01-23
10.906993865966797,2009-01-26
11.302176475524902,2009-01-27
12.250614166259766,2009-01-28
11.894950866699219,2009-01-29
11.76322078704834,2009-01-30
11.736879348754883,2009-02-02
12.053024291992188,2009-02-03
12.21109390258789,2009-02-04
12.553587913513184,2009-02-05
13.120010375976562,2009-02-06
12.896073341369629,2009-02-09
12.053024291992188,2009-02-10
12.105710983276367,2009-02-11
11.987161636352539,2009-02-12
12.079363822937012,2009-02-13
10.99920654296875,2009-02-17
11.236311912536621,2009-02-18
10.40643310546875,2009-02-19
10.195672035217285,2009-02-20
10.340569496154785,2009-02-23
10.867478370666504,2009-02-24
10.867478370666504,2009-02-25
10.577679634094238,2009-02-26
10.498641014099121,2009-02-27
9.695108413696289,2009-03-02
9.392135620117188,2009-03-03
9.115508079528809,2009-03-04
8.746673583984375,2009-03-05
8.522738456726074,2009-03-06
8.417356491088867,2009-03-09
9.286754608154297,2009-03-10
9.326273918151855,2009-03-11
9.339444160461426,2009-03-12
9.721453666687012,2009-03-13
9.655590057373047,2009-03-16
10.524991989135742,2009-03-17
10.74892520904541,2009-03-18
10.077116012573242,2009-03-19
10.366917610168457,2009-03-20
11.341696739196777,2009-03-23
11.499764442443848,2009-03-24
12.158406257629395,2009-03-25
12.711652755737305,2009-03-26
12.039854049682617,2009-03-27
11.736879348754883,2009-03-30
11.960814476013184,2009-03-31
12.329644203186035,2009-04-01
13.238568305969238,2009-04-02
