CRWD,Date
136.02000427246094,2023-03-21
133.25999450683594,2023-03-22
134.5399932861328,2023-03-23
131.5399932861328,2023-03-24
131.38999938964844,2023-03-27
128.63999938964844,2023-03-28
129.60000610351562,2023-03-29
131.72000122070312,2023-03-30
137.25999450683594,2023-03-31
136.5500030517578,2023-04-03
136.86000061035156,2023-04-04
127.80000305175781,2023-04-05
127.81999969482422,2023-04-06
128.10000610351562,2023-04-10
129.86000061035156,2023-04-11
135.0,2023-04-12
136.10000610351562,2023-04-13
135.77000427246094,2023-04-14
137.3699951171875,2023-04-17
136.3800048828125,2023-04-18
132.8300018310547,2023-04-19
129.88999938964844,2023-04-20
132.25,2023-04-21
130.39999389648438,2023-04-24
122.1500015258789,2023-04-25
124.12000274658203,2023-04-26
126.05000305175781,2023-04-27
120.05000305175781,2023-04-28
118.79000091552734,2023-05-01
116.73999786376953,2023-05-02
117.66999816894531,2023-05-03
117.87999725341797,2023-05-04
122.44999694824219,2023-05-05
132.41000366210938,2023-05-08
129.94000244140625,2023-05-09
133.8000030517578,2023-05-10
132.14999389648438,2023-05-11
130.22999572753906,2023-05-12
135.5500030517578,2023-05-15
134.00999450683594,2023-05-16
137.22999572753906,2023-05-17
141.85000610351562,2023-05-18
144.72000122070312,2023-05-19
147.41000366210938,2023-05-22
143.89999389648438,2023-05-23
149.1999969482422,2023-05-24
149.61000061035156,2023-05-25
154.1199951171875,2023-05-26
158.58999633789062,2023-05-30
160.1300048828125,2023-05-31
157.5500030517578,2023-06-01
151.32000732421875,2023-06-02
154.0800018310547,2023-06-05
153.0399932861328,2023-06-06
149.22999572753906,2023-06-07
151.3000030517578,2023-06-08
149.52999877929688,2023-06-09
151.11000061035156,2023-06-12
153.11000061035156,2023-06-13
153.9600067138672,2023-06-14
159.80999755859375,2023-06-15
155.13999938964844,2023-06-16
152.0800018310547,2023-06-20
143.85000610351562,2023-06-21
145.8000030517578,2023-06-22
143.64999389648438,2023-06-23
141.80999755859375,2023-06-26
144.27999877929688,2023-06-27
145.08999633789062,2023-06-28
143.99000549316406,2023-06-29
146.8699951171875,2023-06-30
145.9600067138672,2023-07-03
145.0800018310547,2023-07-05
143.61000061035156,2023-07-06
144.0500030517578,2023-07-07
149.9499969482422,2023-07-10
150.7899932861328,2023-07-11
146.1300048828125,2023-07-12
150.75,2023-07-13
149.39999389648438,2023-07-14
152.72999572753906,2023-07-17
152.9499969482422,2023-07-18
157.61000061035156,2023-07-19
148.07000732421875,2023-07-20
150.89999389648438,2023-07-21
149.74000549316406,2023-07-24
150.94000244140625,2023-07-25
154.6300048828125,2023-07-26
152.85000610351562,2023-07-27
155.60000610351562,2023-07-28
161.66000366210938,2023-07-31
165.9600067138672,2023-08-01
154.72999572753906,2023-08-02
157.5500030517578,2023-08-03
150.49000549316406,2023-08-04
150.97000122070312,2023-08-07
145.8800048828125,2023-08-08
145.4600067138672,2023-08-09
147.86000061035156,2023-08-10
148.22000122070312,2023-08-11
152.3699951171875,2023-08-14
149.6300048828125,2023-08-15
149.0,2023-08-16
144.3800048828125,2023-08-17
146.8000030517578,2023-08-18
153.89999389648438,2023-08-21
152.3300018310547,2023-08-22
153.80999755859375,2023-08-23
145.4499969482422,2023-08-24
149.5800018310547,2023-08-25
144.02999877929688,2023-08-28
146.6999969482422,2023-08-29
149.17999267578125,2023-08-30
163.02999877929688,2023-08-31
161.22999572753906,2023-09-01
165.42999267578125,2023-09-05
166.22999572753906,2023-09-06
166.63999938964844,2023-09-07
168.08999633789062,2023-09-08
172.2899932861328,2023-09-11
169.67999267578125,2023-09-12
168.47000122070312,2023-09-13
170.72999572753906,2023-09-14
165.4499969482422,2023-09-15
166.97000122070312,2023-09-18
165.5,2023-09-19
163.88999938964844,2023-09-20
162.52999877929688,2023-09-21
162.57000732421875,2023-09-22
159.9199981689453,2023-09-25
160.47999572753906,2023-09-26
163.0399932861328,2023-09-27
165.25,2023-09-28
167.3800048828125,2023-09-29
169.5399932861328,2023-10-02
162.02999877929688,2023-10-03
164.0500030517578,2023-10-04
165.2899932861328,2023-10-05
176.69000244140625,2023-10-06
181.82000732421875,2023-10-09
183.85000610351562,2023-10-10
188.22000122070312,2023-10-11
187.55999755859375,2023-10-12
185.72000122070312,2023-10-13
187.6699981689453,2023-10-16
187.13999938964844,2023-10-17
187.7899932861328,2023-10-18
184.52000427246094,2023-10-19
178.75999450683594,2023-10-20
179.0800018310547,2023-10-23
182.82000732421875,2023-10-24
175.3800048828125,2023-10-25
171.63999938964844,2023-10-26
172.82000732421875,2023-10-27
174.61000061035156,2023-10-30
176.77000427246094,2023-10-31
178.35000610351562,2023-11-01
182.8000030517578,2023-11-02
188.24000549316406,2023-11-03
186.77999877929688,2023-11-06
192.36000061035156,2023-11-07
193.8300018310547,2023-11-08
190.75999450683594,2023-11-09
196.30999755859375,2023-11-10
200.9600067138672,2023-11-13
207.97000122070312,2023-11-14
204.2899932861328,2023-11-15
204.27000427246094,2023-11-16
207.08999633789062,2023-11-17
207.72999572753906,2023-11-20
208.97999572753906,2023-11-21
209.61000061035156,2023-11-22
210.66000366210938,2023-11-24
210.07000732421875,2023-11-27
212.35000610351562,2023-11-28
234.44000244140625,2023-11-29
236.99000549316406,2023-11-30
235.02999877929688,2023-12-01
237.38999938964844,2023-12-04
238.97000122070312,2023-12-05
239.4199981689453,2023-12-06
240.1699981689453,2023-12-07
242.5500030517578,2023-12-08
246.97000122070312,2023-12-11
248.5500030517578,2023-12-12
252.0399932861328,2023-12-13
252.67999267578125,2023-12-14
260.0799865722656,2023-12-15
259.79998779296875,2023-12-18
258.3299865722656,2023-12-19
253.9499969482422,2023-12-20
257.32000732421875,2023-12-21
255.6300048828125,2023-12-22
257.8699951171875,2023-12-26
257.32000732421875,2023-12-27
256.1300048828125,2023-12-28
255.32000732421875,2023-12-29
246.88999938964844,2024-01-02
244.36000061035156,2024-01-03
245.64999389648438,2024-01-04
247.4600067138672,2024-01-05
261.2799987792969,2024-01-08
273.7699890136719,2024-01-09
282.0400085449219,2024-01-10
284.5199890136719,2024-01-11
283.3500061035156,2024-01-12
286.2900085449219,2024-01-16
276.2699890136719,2024-01-17
283.1099853515625,2024-01-18
290.5400085449219,2024-01-19
298.6600036621094,2024-01-22
297.2699890136719,2024-01-23
300.2799987792969,2024-01-24
293.4599914550781,2024-01-25
290.30999755859375,2024-01-26
300.6700134277344,2024-01-29
301.3500061035156,2024-01-30
292.5,2024-01-31
299.3699951171875,2024-02-01
303.57000732421875,2024-02-02
302.489990234375,2024-02-05
302.1099853515625,2024-02-06
317.7799987792969,2024-02-07
323.0400085449219,2024-02-08
329.3399963378906,2024-02-09
321.2900085449219,2024-02-12
322.44000244140625,2024-02-13
334.54998779296875,2024-02-14
331.3800048828125,2024-02-15
329.239990234375,2024-02-16
323.7099914550781,2024-02-20
292.3599853515625,2024-02-21
310.9100036621094,2024-02-22
311.489990234375,2024-02-23
321.0299987792969,2024-02-26
321.2099914550781,2024-02-27
320.94000244140625,2024-02-28
324.1499938964844,2024-02-29
314.6000061035156,2024-03-01
313.80999755859375,2024-03-04
297.55999755859375,2024-03-05
329.57000732421875,2024-03-06
329.67999267578125,2024-03-07
322.8500061035156,2024-03-08
317.3699951171875,2024-03-11
329.2699890136719,2024-03-12
332.1700134277344,2024-03-13
328.5899963378906,2024-03-14
315.6499938964844,2024-03-15
321.05999755859375,2024-03-18
320.8599853515625,2024-03-19
326.8699951171875,2024-03-20
329.4599914550781,2024-03-21
327.5799865722656,2024-03-22
324.760009765625,2024-03-25
330.010009765625,2024-03-26
322.25,2024-03-27
320.5899963378906,2024-03-28
319.5899963378906,2024-04-01
319.54998779296875,2024-04-02
320.0400085449219,2024-04-03
309.19000244140625,2024-04-04
315.5,2024-04-05
313.7300109863281,2024-04-08
310.7699890136719,2024-04-09
