GPC,Date
1.5372456312179565,1980-09-16
1.5439585447311401,1980-09-17
1.5506712198257446,1980-09-18
1.5036805868148804,1980-09-19
1.517107605934143,1980-09-22
1.5372456312179565,1980-09-23
1.4969688653945923,1980-09-24
1.4902559518814087,1980-09-25
1.463403582572937,1980-09-26
1.4499787092208862,1980-09-29
1.463403582572937,1980-09-30
1.4768298864364624,1980-10-01
1.5573843717575073,1980-10-02
1.5573843717575073,1980-10-03
1.5775223970413208,1980-10-06
1.5775223970413208,1980-10-07
1.570810079574585,1980-10-08
1.5372456312179565,1980-10-09
1.5506712198257446,1980-10-10
1.5036805868148804,1980-10-13
1.517107605934143,1980-10-14
1.5305335521697998,1980-10-15
1.5103946924209595,1980-10-16
1.4768298864364624,1980-10-17
1.5103946924209595,1980-10-20
1.5036805868148804,1980-10-21
1.483542561531067,1980-10-22
1.4164135456085205,1980-10-23
1.4097018241882324,1980-10-24
1.429840326309204,1980-10-27
1.4097018241882324,1980-10-28
1.4231274127960205,1980-10-29
1.4231274127960205,1980-10-30
1.436552882194519,1980-10-31
1.4432657957077026,1980-11-03
1.4499787092208862,1980-11-05
1.436552882194519,1980-11-06
1.483542561531067,1980-11-07
1.4566913843154907,1980-11-10
1.483542561531067,1980-11-11
1.483542561531067,1980-11-12
1.483542561531067,1980-11-13
1.4902559518814087,1980-11-14
1.483542561531067,1980-11-17
1.483542561531067,1980-11-18
1.5036805868148804,1980-11-19
1.5506712198257446,1980-11-20
1.6043741703033447,1980-11-21
1.5909483432769775,1980-11-24
1.584235429763794,1980-11-25
1.5305335521697998,1980-11-26
1.5036805868148804,1980-11-28
1.5238200426101685,1980-12-01
1.4902559518814087,1980-12-02
1.4902559518814087,1980-12-03
1.4969688653945923,1980-12-04
1.4902559518814087,1980-12-05
1.4432657957077026,1980-12-08
1.4768298864364624,1980-12-09
1.4969688653945923,1980-12-10
1.5036805868148804,1980-12-11
1.5238200426101685,1980-12-12
1.5238200426101685,1980-12-15
1.5238200426101685,1980-12-16
1.5103946924209595,1980-12-17
1.4499787092208862,1980-12-18
1.436552882194519,1980-12-19
1.4231274127960205,1980-12-22
1.4231274127960205,1980-12-23
1.4231274127960205,1980-12-24
1.4231274127960205,1980-12-26
1.4097018241882324,1980-12-29
1.4097018241882324,1980-12-30
1.4097018241882324,1980-12-31
1.429840326309204,1981-01-02
1.5506712198257446,1981-01-05
1.5573843717575073,1981-01-06
1.5439585447311401,1981-01-07
1.5305335521697998,1981-01-08
1.5238200426101685,1981-01-09
1.5372456312179565,1981-01-12
1.517107605934143,1981-01-13
1.4969688653945923,1981-01-14
1.5103946924209595,1981-01-15
1.5238200426101685,1981-01-16
1.5372456312179565,1981-01-19
1.5305335521697998,1981-01-20
1.5103946924209595,1981-01-21
1.5238200426101685,1981-01-22
1.5305335521697998,1981-01-23
1.5305335521697998,1981-01-26
1.5439585447311401,1981-01-27
1.5305335521697998,1981-01-28
1.5372456312179565,1981-01-29
1.5372456312179565,1981-01-30
1.5238200426101685,1981-02-02
1.5439585447311401,1981-02-03
1.5506712198257446,1981-02-04
1.5506712198257446,1981-02-05
1.5305335521697998,1981-02-06
1.5305335521697998,1981-02-09
1.5238200426101685,1981-02-10
1.5036805868148804,1981-02-11
1.4969688653945923,1981-02-12
1.4499787092208862,1981-02-13
1.4499787092208862,1981-02-17
1.436552882194519,1981-02-18
1.4499787092208862,1981-02-19
1.4566913843154907,1981-02-20
1.463403582572937,1981-02-23
1.463403582572937,1981-02-24
1.4499787092208862,1981-02-25
1.4969688653945923,1981-02-26
1.4902559518814087,1981-02-27
1.5036805868148804,1981-03-02
1.463403582572937,1981-03-03
1.5238200426101685,1981-03-04
1.5238200426101685,1981-03-05
1.5775223970413208,1981-03-06
1.5909483432769775,1981-03-09
1.6043741703033447,1981-03-10
1.6245129108428955,1981-03-11
1.6245129108428955,1981-03-12
1.6782152652740479,1981-03-13
1.7050670385360718,1981-03-16
1.7184927463531494,1981-03-17
1.6916425228118896,1981-03-18
1.6782152652740479,1981-03-19
1.7050670385360718,1981-03-20
1.7319183349609375,1981-03-23
1.7587695121765137,1981-03-24
1.7654829025268555,1981-03-25
1.7990477085113525,1981-03-26
1.812474250793457,1981-03-27
1.852749228477478,1981-03-30
1.8796004056930542,1981-03-31
1.866176724433899,1981-04-01
1.8594634532928467,1981-04-02
1.8796004056930542,1981-04-03
1.8796004056930542,1981-04-06
1.846037745475769,1981-04-07
1.812474250793457,1981-04-08
1.83932363986969,1981-04-09
1.8258987665176392,1981-04-10
1.846037745475769,1981-04-13
1.852749228477478,1981-04-14
1.832612156867981,1981-04-15
1.83932363986969,1981-04-16
1.846037745475769,1981-04-20
1.852749228477478,1981-04-21
1.852749228477478,1981-04-22
1.832612156867981,1981-04-23
1.846037745475769,1981-04-24
1.8057602643966675,1981-04-27
1.7923338413238525,1981-04-28
1.7721961736679077,1981-04-29
1.7319183349609375,1981-04-30
1.7319183349609375,1981-05-01
1.7587695121765137,1981-05-04
1.7453445196151733,1981-05-05
1.7319183349609375,1981-05-06
1.7184927463531494,1981-05-07
1.7050670385360718,1981-05-08
1.6715025901794434,1981-05-11
1.6916425228118896,1981-05-12
1.6580767631530762,1981-05-13
1.7050670385360718,1981-05-14
1.7184927463531494,1981-05-15
1.7587695121765137,1981-05-18
1.7654829025268555,1981-05-19
1.7721961736679077,1981-05-20
1.8191852569580078,1981-05-21
1.8191852569580078,1981-05-22
1.846037745475769,1981-05-26
1.852749228477478,1981-05-27
1.8796004056930542,1981-05-28
1.852749228477478,1981-05-29
1.866176724433899,1981-06-01
1.846037745475769,1981-06-02
1.8191852569580078,1981-06-03
1.866176724433899,1981-06-04
1.866176724433899,1981-06-05
1.8728888034820557,1981-06-08
1.8796004056930542,1981-06-09
1.8796004056930542,1981-06-10
1.8930257558822632,1981-06-11
1.8796004056930542,1981-06-12
1.8930257558822632,1981-06-15
1.8728888034820557,1981-06-16
1.8997403383255005,1981-06-17
1.8863149881362915,1981-06-18
1.8930257558822632,1981-06-19
1.866176724433899,1981-06-22
1.906451940536499,1981-06-23
1.8796004056930542,1981-06-24
1.8863149881362915,1981-06-25
1.866176724433899,1981-06-26
1.8258987665176392,1981-06-29
1.752057433128357,1981-06-30
1.7386313676834106,1981-07-01
1.7453445196151733,1981-07-02
1.7453445196151733,1981-07-06
1.7453445196151733,1981-07-07
1.7654829025268555,1981-07-08
1.7587695121765137,1981-07-09
1.725205898284912,1981-07-10
1.752057433128357,1981-07-13
1.7386313676834106,1981-07-14
1.7587695121765137,1981-07-15
1.7721961736679077,1981-07-16
1.8057602643966675,1981-07-17
1.8057602643966675,1981-07-20
1.812474250793457,1981-07-21
1.785621166229248,1981-07-22
1.7587695121765137,1981-07-23
1.7386313676834106,1981-07-24
1.7319183349609375,1981-07-27
1.7184927463531494,1981-07-28
1.6983542442321777,1981-07-29
1.7587695121765137,1981-07-30
1.8258987665176392,1981-07-31
1.846037745475769,1981-08-03
1.83932363986969,1981-08-04
1.785621166229248,1981-08-05
1.7654829025268555,1981-08-06
1.7789087295532227,1981-08-07
1.7789087295532227,1981-08-10
1.7990477085113525,1981-08-11
1.7990477085113525,1981-08-12
1.8057602643966675,1981-08-13
1.8191852569580078,1981-08-14
1.8191852569580078,1981-08-17
1.846037745475769,1981-08-18
1.846037745475769,1981-08-19
1.8594634532928467,1981-08-20
1.8191852569580078,1981-08-21
1.785621166229248,1981-08-24
1.7789087295532227,1981-08-25
1.752057433128357,1981-08-26
1.752057433128357,1981-08-27
1.7587695121765137,1981-08-28
1.7654829025268555,1981-08-31
1.725205898284912,1981-09-01
1.7453445196151733,1981-09-02
1.7386313676834106,1981-09-03
1.725205898284912,1981-09-04
1.6647893190383911,1981-09-08
1.7050670385360718,1981-09-09
1.7319183349609375,1981-09-10
1.7319183349609375,1981-09-11
1.7453445196151733,1981-09-14
1.7319183349609375,1981-09-15
1.7319183349609375,1981-09-16
1.7050670385360718,1981-09-17
1.7050670385360718,1981-09-18
1.711780071258545,1981-09-21
1.7319183349609375,1981-09-22
1.6916425228118896,1981-09-23
1.6245129108428955,1981-09-24
1.570810079574585,1981-09-25
1.5439585447311401,1981-09-28
1.564096450805664,1981-09-29
1.564096450805664,1981-09-30
1.5372456312179565,1981-10-01
1.5976617336273193,1981-10-02
1.5909483432769775,1981-10-05
1.5909483432769775,1981-10-06
1.5976617336273193,1981-10-07
1.5976617336273193,1981-10-08
1.6043741703033447,1981-10-09
1.6043741703033447,1981-10-12
1.6043741703033447,1981-10-13
1.6043741703033447,1981-10-14
1.5976617336273193,1981-10-15
1.6043741703033447,1981-10-16
1.5909483432769775,1981-10-19
1.570810079574585,1981-10-20
1.584235429763794,1981-10-21
1.584235429763794,1981-10-22
1.5909483432769775,1981-10-23
1.5909483432769775,1981-10-26
1.6379387378692627,1981-10-27
1.6177995204925537,1981-10-28
1.6245129108428955,1981-10-29
1.6245129108428955,1981-10-30
1.7184927463531494,1981-11-02
1.7319183349609375,1981-11-03
1.8258987665176392,1981-11-04
1.8057602643966675,1981-11-05
1.7923338413238525,1981-11-06
1.812474250793457,1981-11-09
1.8057602643966675,1981-11-10
1.8191852569580078,1981-11-11
1.8191852569580078,1981-11-12
1.812474250793457,1981-11-13
1.785621166229248,1981-11-16
1.7923338413238525,1981-11-17
1.785621166229248,1981-11-18
1.7721961736679077,1981-11-19
1.7789087295532227,1981-11-20
1.7789087295532227,1981-11-23
1.785621166229248,1981-11-24
1.7990477085113525,1981-11-25
1.7923338413238525,1981-11-27
1.7990477085113525,1981-11-30
1.7990477085113525,1981-12-01
1.785621166229248,1981-12-02
1.7721961736679077,1981-12-03
1.7721961736679077,1981-12-04
1.7386313676834106,1981-12-07
1.6916425228118896,1981-12-08
1.6916425228118896,1981-12-09
1.6849275827407837,1981-12-10
1.6715025901794434,1981-12-11
1.6580767631530762,1981-12-14
1.6647893190383911,1981-12-15
1.6782152652740479,1981-12-16
1.6715025901794434,1981-12-17
1.6715025901794434,1981-12-18
1.6782152652740479,1981-12-21
1.6782152652740479,1981-12-22
1.6647893190383911,1981-12-23
1.6647893190383911,1981-12-24
1.6647893190383911,1981-12-28
1.6715025901794434,1981-12-29
1.6647893190383911,1981-12-30
1.6782152652740479,1981-12-31
1.6715025901794434,1982-01-04
1.6580767631530762,1982-01-05
1.6446521282196045,1982-01-06
1.6647893190383911,1982-01-07
1.6647893190383911,1982-01-08
1.6580767631530762,1982-01-11
1.6446521282196045,1982-01-12
1.6513639688491821,1982-01-13
1.6379387378692627,1982-01-14
1.6379387378692627,1982-01-15
1.6177995204925537,1982-01-18
1.6177995204925537,1982-01-19
1.6110868453979492,1982-01-20
1.6043741703033447,1982-01-21
1.6110868453979492,1982-01-22
1.6312260627746582,1982-01-25
1.6446521282196045,1982-01-26
1.6715025901794434,1982-01-27
1.7050670385360718,1982-01-28
1.7923338413238525,1982-01-29
1.7721961736679077,1982-02-01
1.7990477085113525,1982-02-02
1.785621166229248,1982-02-03
1.752057433128357,1982-02-04
1.7654829025268555,1982-02-05
1.7654829025268555,1982-02-08
1.752057433128357,1982-02-09
1.752057433128357,1982-02-10
1.7587695121765137,1982-02-11
1.752057433128357,1982-02-12
1.7587695121765137,1982-02-16
1.7587695121765137,1982-02-17
1.7453445196151733,1982-02-18
1.7453445196151733,1982-02-19
1.7587695121765137,1982-02-22
1.752057433128357,1982-02-23
1.7453445196151733,1982-02-24
1.7721961736679077,1982-02-25
1.7923338413238525,1982-02-26
1.852749228477478,1982-03-01
1.83932363986969,1982-03-02
1.832612156867981,1982-03-03
1.7990477085113525,1982-03-04
1.7789087295532227,1982-03-05
1.785621166229248,1982-03-08
1.7721961736679077,1982-03-09
1.7990477085113525,1982-03-10
1.7789087295532227,1982-03-11
1.752057433128357,1982-03-12
1.7386313676834106,1982-03-15
1.7654829025268555,1982-03-16
1.785621166229248,1982-03-17
1.812474250793457,1982-03-18
1.8191852569580078,1982-03-19
1.8863149881362915,1982-03-22
1.9668697118759155,1982-03-23
1.9601565599441528,1982-03-24
1.8796004056930542,1982-03-25
1.7923338413238525,1982-03-26
1.83932363986969,1982-03-29
1.8728888034820557,1982-03-30
1.8863149881362915,1982-03-31
1.9265936613082886,1982-04-01
1.9333043098449707,1982-04-02
1.906451940536499,1982-04-05
1.9131652116775513,1982-04-06
1.8930257558822632,1982-04-07
1.9333043098449707,1982-04-08
1.9333043098449707,1982-04-12
1.9198788404464722,1982-04-13
1.8796004056930542,1982-04-14
1.906451940536499,1982-04-15
1.906451940536499,1982-04-16
1.9467312097549438,1982-04-19
1.9534428119659424,1982-04-20
1.9534428119659424,1982-04-21
1.9668697118759155,1982-04-22
1.9802953004837036,1982-04-23
2.0339980125427246,1982-04-26
2.0541369915008545,1982-04-27
2.0138583183288574,1982-04-28
1.9937204122543335,1982-04-29
2.000433921813965,1982-04-30
2.027285099029541,1982-05-03
2.027285099029541,1982-05-04
2.000433921813965,1982-05-05
2.007145881652832,1982-05-06
1.9601565599441528,1982-05-07
1.9668697118759155,1982-05-10
1.9735831022262573,1982-05-11
2.0205719470977783,1982-05-12
1.9668697118759155,1982-05-13
1.9802953004837036,1982-05-14
1.9668697118759155,1982-05-17
1.8863149881362915,1982-05-18
1.8796004056930542,1982-05-19
1.8796004056930542,1982-05-20
1.8997403383255005,1982-05-21
1.906451940536499,1982-05-24
1.906451940536499,1982-05-25
1.906451940536499,1982-05-26
1.8728888034820557,1982-05-27
1.8863149881362915,1982-05-28
1.8728888034820557,1982-06-01
1.8796004056930542,1982-06-02
1.8997403383255005,1982-06-03
1.8728888034820557,1982-06-04
1.8728888034820557,1982-06-07
1.8728888034820557,1982-06-08
1.852749228477478,1982-06-09
1.8594634532928467,1982-06-10
1.8728888034820557,1982-06-11
1.812474250793457,1982-06-14
1.8057602643966675,1982-06-15
1.7721961736679077,1982-06-16
1.7654829025268555,1982-06-17
1.752057433128357,1982-06-18
1.785621166229248,1982-06-21
1.8258987665176392,1982-06-22
1.8930257558822632,1982-06-23
1.8796004056930542,1982-06-24
1.8997403383255005,1982-06-25
1.906451940536499,1982-06-28
1.9601565599441528,1982-06-29
1.9668697118759155,1982-06-30
1.9265936613082886,1982-07-01
1.906451940536499,1982-07-02
1.8796004056930542,1982-07-06
1.8796004056930542,1982-07-07
1.8796004056930542,1982-07-08
1.9333043098449707,1982-07-09
1.866176724433899,1982-07-12
1.8796004056930542,1982-07-13
1.8796004056930542,1982-07-14
1.8594634532928467,1982-07-15
1.8863149881362915,1982-07-16
1.8863149881362915,1982-07-19
1.852749228477478,1982-07-20
1.8930257558822632,1982-07-21
1.9131652116775513,1982-07-22
1.8728888034820557,1982-07-23
1.7990477085113525,1982-07-26
1.812474250793457,1982-07-27
1.7990477085113525,1982-07-28
1.7990477085113525,1982-07-29
1.752057433128357,1982-07-30
1.785621166229248,1982-08-02
1.7654829025268555,1982-08-03
1.711780071258545,1982-08-04
1.6379387378692627,1982-08-05
1.6446521282196045,1982-08-06
1.6379387378692627,1982-08-09
1.6177995204925537,1982-08-10
1.6446521282196045,1982-08-11
1.6312260627746582,1982-08-12
1.6647893190383911,1982-08-13
1.6647893190383911,1982-08-16
1.725205898284912,1982-08-17
1.7184927463531494,1982-08-18
1.711780071258545,1982-08-19
1.8796004056930542,1982-08-20
1.9265936613082886,1982-08-23
1.8863149881362915,1982-08-24
1.906451940536499,1982-08-25
1.9400172233581543,1982-08-26
1.9400172233581543,1982-08-27
1.9668697118759155,1982-08-30
1.9937204122543335,1982-08-31
2.0205719470977783,1982-09-01
1.9937204122543335,1982-09-02
1.9802953004837036,1982-09-03
1.9668697118759155,1982-09-07
1.9735831022262573,1982-09-08
1.9870070219039917,1982-09-09
1.9668697118759155,1982-09-10
1.9601565599441528,1982-09-13
2.0541369915008545,1982-09-14
2.067560911178589,1982-09-15
2.074275255203247,1982-09-16
2.0205719470977783,1982-09-17
2.007145881652832,1982-09-20
2.04071044921875,1982-09-21
2.027285099029541,1982-09-22
2.04071044921875,1982-09-23
2.067560911178589,1982-09-24
2.0474231243133545,1982-09-27
2.0205719470977783,1982-09-28
1.9735831022262573,1982-09-29
1.9333043098449707,1982-09-30
1.9333043098449707,1982-10-01
1.9265936613082886,1982-10-04
1.866176724433899,1982-10-05
1.906451940536499,1982-10-06
1.9668697118759155,1982-10-07
2.04071044921875,1982-10-08
2.1346898078918457,1982-10-11
2.1078391075134277,1982-10-12
2.0877013206481934,1982-10-13
1.9937204122543335,1982-10-14
1.9534428119659424,1982-10-15
2.007145881652832,1982-10-18
2.0877013206481934,1982-10-19
2.127977132797241,1982-10-20
2.148115873336792,1982-10-21
2.2018184661865234,1982-10-22
2.1346898078918457,1982-10-25
2.0541369915008545,1982-10-26
2.0541369915008545,1982-10-27
2.067560911178589,1982-10-28
2.067560911178589,1982-10-29
2.0877013206481934,1982-11-01
2.148115873336792,1982-11-02
2.195105791091919,1982-11-03
2.2555227279663086,1982-11-04
2.3293638229370117,1982-11-05
2.2890853881835938,1982-11-08
2.3293638229370117,1982-11-09
2.3360769748687744,1982-11-10
2.3025128841400146,1982-11-11
2.3159379959106445,1982-11-12
2.309225082397461,1982-11-15
2.242096185684204,1982-11-16
2.2152442932128906,1982-11-17
2.2756590843200684,1982-11-18
2.309225082397461,1982-11-19
2.3293638229370117,1982-11-22
2.3159379959106445,1982-11-23
2.309225082397461,1982-11-24
2.3897790908813477,1982-11-26
2.376354455947876,1982-11-29
2.3629279136657715,1982-11-30
2.309225082397461,1982-12-01
2.3360769748687744,1982-12-02
2.349500894546509,1982-12-03
2.396491527557373,1982-12-06
2.4636213779449463,1982-12-07
2.524036169052124,1982-12-08
2.524036169052124,1982-12-09
2.47033429145813,1982-12-10
2.4300546646118164,1982-12-13
2.4501962661743164,1982-12-14
2.349500894546509,1982-12-15
2.2957987785339355,1982-12-16
2.3025128841400146,1982-12-17
2.2890853881835938,1982-12-20
2.3360769748687744,1982-12-21
2.4367706775665283,1982-12-22
2.4166300296783447,1982-12-23
2.443483829498291,1982-12-27
2.443483829498291,1982-12-28
2.4166300296783447,1982-12-29
2.4166300296783447,1982-12-30
2.4300546646118164,1982-12-31
2.383066177368164,1983-01-03
2.376354455947876,1983-01-04
2.3226511478424072,1983-01-05
2.383066177368164,1983-01-06
2.3897790908813477,1983-01-07
2.4099175930023193,1983-01-10
2.3696398735046387,1983-01-11
2.3562140464782715,1983-01-12
2.3562140464782715,1983-01-13
2.3226511478424072,1983-01-14
2.3360769748687744,1983-01-17
2.3025128841400146,1983-01-18
2.2286713123321533,1983-01-19
2.242096185684204,1983-01-20
2.195105791091919,1983-01-21
2.1212639808654785,1983-01-24
2.242096185684204,1983-01-25
2.208531141281128,1983-01-26
2.2018184661865234,1983-01-27
2.235384464263916,1983-01-28
2.2488090991973877,1983-01-31
2.2219581604003906,1983-02-01
2.195105791091919,1983-02-02
2.235384464263916,1983-02-03
2.242096185684204,1983-02-04
2.2756590843200684,1983-02-07
2.309225082397461,1983-02-08
2.349500894546509,1983-02-09
2.349500894546509,1983-02-10
2.376354455947876,1983-02-11
2.309225082397461,1983-02-14
2.2890853881835938,1983-02-15
2.242096185684204,1983-02-16
2.242096185684204,1983-02-17
2.2488090991973877,1983-02-18
2.2286713123321533,1983-02-22
2.235384464263916,1983-02-23
2.2555227279663086,1983-02-24
2.2890853881835938,1983-02-25
2.2219581604003906,1983-02-28
2.349500894546509,1983-03-01
2.3226511478424072,1983-03-02
2.349500894546509,1983-03-03
2.3360769748687744,1983-03-04
2.309225082397461,1983-03-07
2.2555227279663086,1983-03-08
2.3025128841400146,1983-03-09
2.3360769748687744,1983-03-10
2.349500894546509,1983-03-11
2.349500894546509,1983-03-14
2.376354455947876,1983-03-15
2.3629279136657715,1983-03-16
2.3629279136657715,1983-03-17
2.342790126800537,1983-03-18
2.342790126800537,1983-03-21
2.349500894546509,1983-03-22
2.4099175930023193,1983-03-23
2.4166300296783447,1983-03-24
2.403205156326294,1983-03-25
2.383066177368164,1983-03-28
2.3226511478424072,1983-03-29
2.3360769748687744,1983-03-30
2.3293638229370117,1983-03-31
2.2689473628997803,1983-04-04
2.2689473628997803,1983-04-05
2.2018184661865234,1983-04-06
2.15483021736145,1983-04-07
2.148115873336792,1983-04-08
2.1346898078918457,1983-04-11
2.1078391075134277,1983-04-12
2.1615421772003174,1983-04-13
2.195105791091919,1983-04-14
2.2488090991973877,1983-04-15
2.2555227279663086,1983-04-18
2.242096185684204,1983-04-19
2.2488090991973877,1983-04-20
2.235384464263916,1983-04-21
2.208531141281128,1983-04-22
2.15483021736145,1983-04-25
2.1816799640655518,1983-04-26
2.195105791091919,1983-04-27
2.2286713123321533,1983-04-28
2.2286713123321533,1983-04-29
2.1346898078918457,1983-05-02
2.1816799640655518,1983-05-03
2.208531141281128,1983-05-04
2.1749675273895264,1983-05-05
2.1883926391601562,1983-05-06
2.2018184661865234,1983-05-09
2.1749675273895264,1983-05-10
2.1615421772003174,1983-05-11
2.1682558059692383,1983-05-12
2.242096185684204,1983-05-13
2.2823739051818848,1983-05-16
2.2823739051818848,1983-05-17
2.2890853881835938,1983-05-18
2.262234926223755,1983-05-19
2.2823739051818848,1983-05-20
2.2756590843200684,1983-05-23
2.2555227279663086,1983-05-24
2.2689473628997803,1983-05-25
2.242096185684204,1983-05-26
2.2689473628997803,1983-05-27
2.2555227279663086,1983-05-31
2.235384464263916,1983-06-01
2.3159379959106445,1983-06-02
2.3293638229370117,1983-06-03
2.381873846054077,1983-06-06
2.354806423187256,1983-06-07
2.334506034851074,1983-06-08
2.3683393001556396,1983-06-09
2.354806423187256,1983-06-10
2.354806423187256,1983-06-13
2.348038673400879,1983-06-14
2.4089395999908447,1983-06-15
2.4698405265808105,1983-06-16
2.4698405265808105,1983-06-17
2.4969065189361572,1983-06-20
2.483372926712036,1983-06-21
2.483372926712036,1983-06-22
2.5172057151794434,1983-06-23
2.544271945953369,1983-06-24
2.584874391555786,1983-06-27
2.551039457321167,1983-06-28
2.544271945953369,1983-06-29
2.571340799331665,1983-06-30
2.605172634124756,1983-07-01
2.5781075954437256,1983-07-05
2.5781075954437256,1983-07-06
2.591639757156372,1983-07-07
2.591639757156372,1983-07-08
2.605172634124756,1983-07-11
2.605172634124756,1983-07-12
2.6119399070739746,1983-07-13
2.5984060764312744,1983-07-14
2.537508249282837,1983-07-15
2.530738115310669,1983-07-18
2.544271945953369,1983-07-19
2.5645716190338135,1983-07-20
2.5239737033843994,1983-07-21
2.5239737033843994,1983-07-22
2.530738115310669,1983-07-25
2.5645716190338135,1983-07-26
2.5239737033843994,1983-07-27
2.4495391845703125,1983-07-28
2.3683393001556396,1983-07-29
2.3412728309631348,1983-08-01
2.293905735015869,1983-08-02
2.31420636177063,1983-08-03
2.3074393272399902,1983-08-04
2.2803728580474854,1983-08-05
2.273606538772583,1983-08-08
2.287140130996704,1983-08-09
2.31420636177063,1983-08-10
2.361572504043579,1983-08-11
2.381873846054077,1983-08-12
2.354806423187256,1983-08-15
2.334506034851074,1983-08-16
2.334506034851074,1983-08-17
2.3277392387390137,1983-08-18
2.3277392387390137,1983-08-19
2.3277392387390137,1983-08-22
2.3277392387390137,1983-08-23
2.334506034851074,1983-08-24
2.334506034851074,1983-08-25
2.320974111557007,1983-08-26
2.293905735015869,1983-08-29
2.273606538772583,1983-08-30
2.2803728580474854,1983-08-31
2.287140130996704,1983-09-01
2.2923243045806885,1983-09-02
2.30596923828125,1983-09-06
2.408304214477539,1983-09-07
2.3878369331359863,1983-09-08
2.3469038009643555,1983-09-09
2.3264355659484863,1983-09-12
2.3264355659484863,1983-09-13
2.3127901554107666,1983-09-14
2.265035390853882,1983-09-15
2.299146890640259,1983-09-16
2.3127901554107666,1983-09-19
2.408304214477539,1983-09-20
2.4151272773742676,1983-09-21
