TTWO,Date
4.791370868682861,1997-08-22
4.666378974914551,1997-08-25
4.999691009521484,1997-08-26
4.91636323928833,1997-08-27
4.91636323928833,1997-08-28
4.999691009521484,1997-08-29
4.999691009521484,1997-09-02
5.166347980499268,1997-09-03
4.91636323928833,1997-09-04
4.833034515380859,1997-09-05
4.833034515380859,1997-09-08
4.999691009521484,1997-09-09
4.91636323928833,1997-09-10
4.91636323928833,1997-09-11
5.124683380126953,1997-09-12
5.124683380126953,1997-09-15
4.91636323928833,1997-09-16
4.91636323928833,1997-09-17
5.333003520965576,1997-09-18
5.083019256591797,1997-09-19
5.249675750732422,1997-09-22
4.999691009521484,1997-09-23
4.999691009521484,1997-09-24
4.999691009521484,1997-09-25
4.999691009521484,1997-09-26
4.999691009521484,1997-09-29
5.291340351104736,1997-09-30
4.999691009521484,1997-10-01
4.999691009521484,1997-10-02
5.249675750732422,1997-10-03
4.999691009521484,1997-10-06
4.999691009521484,1997-10-07
4.999691009521484,1997-10-08
4.999691009521484,1997-10-09
5.166347980499268,1997-10-10
5.166347980499268,1997-10-13
5.249675750732422,1997-10-14
5.249675750732422,1997-10-15
5.083019256591797,1997-10-16
5.083019256591797,1997-10-17
5.083019256591797,1997-10-20
5.083019256591797,1997-10-21
5.083019256591797,1997-10-22
5.083019256591797,1997-10-23
5.083019256591797,1997-10-24
4.499722003936768,1997-10-27
4.895530700683594,1997-10-28
4.583049774169922,1997-10-29
4.708042144775391,1997-10-30
4.499722003936768,1997-10-31
4.708042144775391,1997-11-03
4.499722003936768,1997-11-04
4.499722003936768,1997-11-05
4.708042144775391,1997-11-06
4.91636323928833,1997-11-07
4.499722003936768,1997-11-10
4.708042144775391,1997-11-11
4.666378974914551,1997-11-12
4.583049774169922,1997-11-13
4.728875160217285,1997-11-14
4.499722003936768,1997-11-17
4.499722003936768,1997-11-18
4.583049774169922,1997-11-19
4.833034515380859,1997-11-20
4.8122029304504395,1997-11-21
4.499722003936768,1997-11-24
4.249737739562988,1997-11-25
4.333065509796143,1997-11-26
4.333065509796143,1997-11-28
4.249737739562988,1997-12-01
4.333065509796143,1997-12-02
4.333065509796143,1997-12-03
4.166409492492676,1997-12-04
4.249737739562988,1997-12-05
4.249737739562988,1997-12-08
4.416394233703613,1997-12-09
3.999752998352051,1997-12-10
3.999752998352051,1997-12-11
3.999752998352051,1997-12-12
3.999752998352051,1997-12-15
3.999752998352051,1997-12-16
3.8330962657928467,1997-12-17
3.8330962657928467,1997-12-18
3.9164252281188965,1997-12-19
3.5831117630004883,1997-12-22
3.8330962657928467,1997-12-23
3.666440486907959,1997-12-24
3.666440486907959,1997-12-26
3.33312726020813,1997-12-29
3.33312726020813,1997-12-30
3.4164559841156006,1997-12-31
3.4164559841156006,1998-01-02
3.4164559841156006,1998-01-05
3.666440486907959,1998-01-06
4.083080768585205,1998-01-07
3.999752998352051,1998-01-08
3.9164252281188965,1998-01-09
3.9164252281188965,1998-01-12
3.8330962657928467,1998-01-13
3.7497684955596924,1998-01-14
3.999752998352051,1998-01-15
3.9164252281188965,1998-01-16
3.9164252281188965,1998-01-20
3.9164252281188965,1998-01-21
3.9372568130493164,1998-01-22
4.083080768585205,1998-01-23
4.166409492492676,1998-01-26
4.333065509796143,1998-01-27
4.166409492492676,1998-01-28
3.999752998352051,1998-01-29
4.416394233703613,1998-01-30
4.333065509796143,1998-02-02
4.541386604309082,1998-02-03
4.666378974914551,1998-02-04
4.666378974914551,1998-02-05
4.583049774169922,1998-02-06
4.91636323928833,1998-02-09
4.91636323928833,1998-02-10
4.833034515380859,1998-02-11
5.249675750732422,1998-02-12
4.999691009521484,1998-02-13
4.749706745147705,1998-02-17
4.666378974914551,1998-02-18
4.666378974914551,1998-02-19
4.833034515380859,1998-02-20
4.666378974914551,1998-02-23
4.666378974914551,1998-02-24
4.749706745147705,1998-02-25
4.541386604309082,1998-02-26
4.749706745147705,1998-02-27
4.749706745147705,1998-03-02
4.749706745147705,1998-03-03
4.541386604309082,1998-03-04
4.749706745147705,1998-03-05
4.666378974914551,1998-03-06
4.749706745147705,1998-03-09
4.583049774169922,1998-03-10
4.583049774169922,1998-03-11
5.124683380126953,1998-03-12
5.208011627197266,1998-03-13
5.166347980499268,1998-03-16
4.999691009521484,1998-03-17
5.166347980499268,1998-03-18
5.166347980499268,1998-03-19
5.416332721710205,1998-03-20
5.374668121337891,1998-03-23
5.416332721710205,1998-03-24
5.416332721710205,1998-03-25
5.249675750732422,1998-03-26
5.166347980499268,1998-03-27
5.124683380126953,1998-03-30
5.333003520965576,1998-03-31
5.291340351104736,1998-04-01
5.333003520965576,1998-04-02
5.333003520965576,1998-04-03
5.333003520965576,1998-04-06
5.166347980499268,1998-04-07
5.416332721710205,1998-04-08
5.166347980499268,1998-04-09
5.166347980499268,1998-04-13
5.291340351104736,1998-04-14
5.166347980499268,1998-04-15
5.041355609893799,1998-04-16
5.083019256591797,1998-04-17
4.91636323928833,1998-04-20
4.666378974914551,1998-04-21
4.833034515380859,1998-04-22
4.833034515380859,1998-04-23
5.457995891571045,1998-04-24
5.249675750732422,1998-04-27
5.166347980499268,1998-04-28
5.499660491943359,1998-04-29
5.582988262176514,1998-04-30
5.499660491943359,1998-05-01
5.333003520965576,1998-05-04
5.333003520965576,1998-05-05
5.541324615478516,1998-05-06
5.707980632781982,1998-05-07
5.707980632781982,1998-05-08
5.541324615478516,1998-05-11
5.582988262176514,1998-05-12
5.624652862548828,1998-05-13
5.624652862548828,1998-05-14
5.249675750732422,1998-05-15
5.249675750732422,1998-05-18
5.333003520965576,1998-05-19
5.291340351104736,1998-05-20
5.166347980499268,1998-05-21
5.083019256591797,1998-05-22
5.083019256591797,1998-05-26
5.124683380126953,1998-05-27
5.083019256591797,1998-05-28
5.166347980499268,1998-05-29
5.166347980499268,1998-06-01
5.208011627197266,1998-06-02
5.083019256591797,1998-06-03
4.999691009521484,1998-06-04
5.166347980499268,1998-06-05
5.166347980499268,1998-06-08
5.166347980499268,1998-06-09
4.999691009521484,1998-06-10
4.749706745147705,1998-06-11
4.749706745147705,1998-06-12
4.416394233703613,1998-06-15
4.562218189239502,1998-06-16
4.708042144775391,1998-06-17
4.666378974914551,1998-06-18
4.249737739562988,1998-06-19
3.999752998352051,1998-06-22
3.874760627746582,1998-06-23
3.666440486907959,1998-06-24
3.7914328575134277,1998-06-25
3.8330962657928467,1998-06-26
3.8330962657928467,1998-06-29
3.999752998352051,1998-06-30
3.8330962657928467,1998-07-01
3.666440486907959,1998-07-02
3.7497684955596924,1998-07-06
3.7497684955596924,1998-07-07
3.666440486907959,1998-07-08
3.999752998352051,1998-07-09
4.166409492492676,1998-07-10
3.9164252281188965,1998-07-13
3.9164252281188965,1998-07-14
4.208073139190674,1998-07-15
4.374729633331299,1998-07-16
4.666378974914551,1998-07-17
4.499722003936768,1998-07-20
4.583049774169922,1998-07-21
4.499722003936768,1998-07-22
4.499722003936768,1998-07-23
4.541386604309082,1998-07-24
4.416394233703613,1998-07-27
4.166409492492676,1998-07-28
3.999752998352051,1998-07-29
3.999752998352051,1998-07-30
4.041417598724365,1998-07-31
3.7914328575134277,1998-08-03
3.5831117630004883,1998-08-04
3.4164559841156006,1998-08-05
3.666440486907959,1998-08-06
3.5831117630004883,1998-08-07
3.5831117630004883,1998-08-10
3.5414483547210693,1998-08-11
3.666440486907959,1998-08-12
3.8330962657928467,1998-08-13
3.8330962657928467,1998-08-14
4.083080768585205,1998-08-17
4.416394233703613,1998-08-18
4.333065509796143,1998-08-19
3.999752998352051,1998-08-20
4.083080768585205,1998-08-21
4.020584583282471,1998-08-24
3.9580886363983154,1998-08-25
3.999752998352051,1998-08-26
3.9580886363983154,1998-08-27
3.7497684955596924,1998-08-28
3.499783992767334,1998-08-31
3.4581193923950195,1998-09-01
3.4164559841156006,1998-09-02
3.5831117630004883,1998-09-03
3.5831117630004883,1998-09-04
3.5414483547210693,1998-09-08
3.666440486907959,1998-09-09
3.5831117630004883,1998-09-10
3.666440486907959,1998-09-11
3.499783992767334,1998-09-14
3.6247761249542236,1998-09-15
3.666440486907959,1998-09-16
3.708104133605957,1998-09-17
3.7497684955596924,1998-09-18
3.6247761249542236,1998-09-21
4.2914018630981445,1998-09-22
4.166409492492676,1998-09-23
4.249737739562988,1998-09-24
3.666440486907959,1998-09-25
3.666440486907959,1998-09-28
3.7497684955596924,1998-09-29
4.041417598724365,1998-09-30
3.8330962657928467,1998-10-01
3.666440486907959,1998-10-02
3.666440486907959,1998-10-05
3.5414483547210693,1998-10-06
3.5831117630004883,1998-10-07
3.499783992767334,1998-10-08
3.5414483547210693,1998-10-09
3.8330962657928467,1998-10-12
3.9164252281188965,1998-10-13
3.8330962657928467,1998-10-14
4.166409492492676,1998-10-15
3.9164252281188965,1998-10-16
3.9164252281188965,1998-10-19
3.8330962657928467,1998-10-20
3.7497684955596924,1998-10-21
3.895592451095581,1998-10-22
3.874760627746582,1998-10-23
3.895592451095581,1998-10-26
3.999752998352051,1998-10-27
3.9580886363983154,1998-10-28
3.9789211750030518,1998-10-29
4.333065509796143,1998-10-30
4.249737739562988,1998-11-02
4.166409492492676,1998-11-03
4.2914018630981445,1998-11-04
4.1039137840271,1998-11-05
4.166409492492676,1998-11-06
4.208073139190674,1998-11-09
4.166409492492676,1998-11-10
4.416394233703613,1998-11-11
4.249737739562988,1998-11-12
4.499722003936768,1998-11-13
4.312233924865723,1998-11-16
4.208073139190674,1998-11-17
4.333065509796143,1998-11-18
4.333065509796143,1998-11-19
4.416394233703613,1998-11-20
4.499722003936768,1998-11-23
4.2914018630981445,1998-11-24
4.2914018630981445,1998-11-25
4.416394233703613,1998-11-27
4.353898048400879,1998-11-30
4.270569324493408,1998-12-01
4.333065509796143,1998-12-02
4.249737739562988,1998-12-03
4.249737739562988,1998-12-04
4.208073139190674,1998-12-07
4.249737739562988,1998-12-08
4.2914018630981445,1998-12-09
4.166409492492676,1998-12-10
4.166409492492676,1998-12-11
4.208073139190674,1998-12-14
4.208073139190674,1998-12-15
4.374729633331299,1998-12-16
4.374729633331299,1998-12-17
4.833034515380859,1998-12-18
4.333065509796143,1998-12-21
4.499722003936768,1998-12-22
4.312233924865723,1998-12-23
4.499722003936768,1998-12-24
4.333065509796143,1998-12-28
4.2914018630981445,1998-12-29
4.791370868682861,1998-12-30
5.499660491943359,1998-12-31
5.749644756317139,1999-01-04
5.666316986083984,1999-01-05
5.749644756317139,1999-01-06
5.499660491943359,1999-01-07
6.874575614929199,1999-01-08
7.832849502563477,1999-01-11
8.041170120239258,1999-01-12
7.4162092208862305,1999-01-13
7.166224479675293,1999-01-14
7.4162092208862305,1999-01-15
7.6245293617248535,1999-01-19
7.66619348526001,1999-01-20
7.166224479675293,1999-01-21
7.66619348526001,1999-01-22
7.66619348526001,1999-01-25
7.7911858558654785,1999-01-26
8.374483108520508,1999-01-27
8.166162490844727,1999-01-28
8.707795143127441,1999-01-29
8.374483108520508,1999-02-01
7.832849502563477,1999-02-02
8.082834243774414,1999-02-03
7.916178226470947,1999-02-04
8.83278751373291,1999-02-05
8.582802772521973,1999-02-08
8.041170120239258,1999-02-09
7.832849502563477,1999-02-10
7.582864761352539,1999-02-11
6.9579033851623535,1999-02-12
7.166224479675293,1999-02-16
7.291216850280762,1999-02-17
7.166224479675293,1999-02-18
7.4162092208862305,1999-02-19
7.332880020141602,1999-02-22
6.7495832443237305,1999-02-23
7.353713035583496,1999-02-24
7.207888126373291,1999-02-25
7.249552249908447,1999-02-26
7.082895755767822,1999-03-01
6.7495832443237305,1999-03-02
6.249614238739014,1999-03-03
5.541324615478516,1999-03-04
5.666316986083984,1999-03-05
5.666316986083984,1999-03-08
5.957964897155762,1999-03-09
6.187118053436279,1999-03-10
6.707918643951416,1999-03-11
6.666255474090576,1999-03-12
6.457934379577637,1999-03-15
6.29127836227417,1999-03-16
6.041294097900391,1999-03-17
5.999629497528076,1999-03-18
5.832973003387451,1999-03-19
5.582988262176514,1999-03-22
5.666316986083984,1999-03-23
5.666316986083984,1999-03-24
5.499660491943359,1999-03-25
5.249675750732422,1999-03-26
5.166347980499268,1999-03-29
5.541324615478516,1999-03-30
5.416332721710205,1999-03-31
5.457995891571045,1999-04-01
5.249675750732422,1999-04-05
6.582926273345947,1999-04-06
6.416270732879639,1999-04-07
6.707918643951416,1999-04-08
6.9162397384643555,1999-04-09
6.541263103485107,1999-04-12
6.332942008972168,1999-04-13
5.749644756317139,1999-04-14
5.666316986083984,1999-04-15
5.999629497528076,1999-04-16
5.499660491943359,1999-04-19
5.916301727294922,1999-04-20
6.541263103485107,1999-04-21
6.332942008972168,1999-04-22
6.499598503112793,1999-04-23
6.332942008972168,1999-04-26
6.0829572677612305,1999-04-27
5.832973003387451,1999-04-28
5.666316986083984,1999-04-29
6.374606132507324,1999-04-30
6.332942008972168,1999-05-03
6.207949638366699,1999-05-04
5.770476818084717,1999-05-05
5.374668121337891,1999-05-06
5.333003520965576,1999-05-07
5.291340351104736,1999-05-10
5.208011627197266,1999-05-11
5.166347980499268,1999-05-12
5.208011627197266,1999-05-13
5.166347980499268,1999-05-14
5.166347980499268,1999-05-17
5.208011627197266,1999-05-18
5.041355609893799,1999-05-19
5.166347980499268,1999-05-20
5.957964897155762,1999-05-21
5.832973003387451,1999-05-24
5.499660491943359,1999-05-25
5.749644756317139,1999-05-26
5.624652862548828,1999-05-27
5.416332721710205,1999-05-28
5.249675750732422,1999-06-01
5.124683380126953,1999-06-02
4.833034515380859,1999-06-03
5.124683380126953,1999-06-04
5.499660491943359,1999-06-07
5.333003520965576,1999-06-08
5.291340351104736,1999-06-09
5.1871795654296875,1999-06-10
4.999691009521484,1999-06-11
4.91636323928833,1999-06-14
4.749706745147705,1999-06-15
4.91636323928833,1999-06-16
4.91636323928833,1999-06-17
4.999691009521484,1999-06-18
4.833034515380859,1999-06-21
4.791370868682861,1999-06-22
4.937195301055908,1999-06-23
4.749706745147705,1999-06-24
4.666378974914551,1999-06-25
4.874699115753174,1999-06-28
5.083019256591797,1999-06-29
5.083019256591797,1999-06-30
4.958026885986328,1999-07-01
5.291340351104736,1999-07-02
5.270507335662842,1999-07-06
5.124683380126953,1999-07-07
5.124683380126953,1999-07-08
5.103851795196533,1999-07-09
5.291340351104736,1999-07-12
5.582988262176514,1999-07-13
5.749644756317139,1999-07-14
5.832973003387451,1999-07-15
6.041294097900391,1999-07-16
5.832973003387451,1999-07-19
5.957964897155762,1999-07-20
5.791309356689453,1999-07-21
5.728813171386719,1999-07-22
5.666316986083984,1999-07-23
5.312171936035156,1999-07-26
5.291340351104736,1999-07-27
5.416332721710205,1999-07-28
5.249675750732422,1999-07-29
5.291340351104736,1999-07-30
5.416332721710205,1999-08-02
5.208011627197266,1999-08-03
5.124683380126953,1999-08-04
5.124683380126953,1999-08-05
5.582988262176514,1999-08-06
5.291340351104736,1999-08-09
5.166347980499268,1999-08-10
5.166347980499268,1999-08-11
5.208011627197266,1999-08-12
5.041355609893799,1999-08-13
5.374668121337891,1999-08-16
5.645484447479248,1999-08-17
5.749644756317139,1999-08-18
5.937133312225342,1999-08-19
5.874637126922607,1999-08-20
6.332942008972168,1999-08-23
6.499598503112793,1999-08-24
6.353774547576904,1999-08-25
6.624590873718262,1999-08-26
6.416270732879639,1999-08-27
6.29127836227417,1999-08-30
6.0621256828308105,1999-08-31
5.957964897155762,1999-09-01
5.749644756317139,1999-09-02
5.999629497528076,1999-09-03
5.916301727294922,1999-09-07
5.916301727294922,1999-09-08
6.374606132507324,1999-09-09
6.499598503112793,1999-09-10
6.416270732879639,1999-09-13
6.541263103485107,1999-09-14
6.666255474090576,1999-09-15
6.999567985534668,1999-09-16
6.832911014556885,1999-09-17
6.874575614929199,1999-09-20
6.874575614929199,1999-09-21
6.874575614929199,1999-09-22
6.9579033851623535,1999-09-23
7.332880020141602,1999-09-24
7.291216850280762,1999-09-27
6.999567985534668,1999-09-28
7.166224479675293,1999-09-29
7.374544620513916,1999-09-30
7.041232109069824,1999-10-01
7.207888126373291,1999-10-04
6.999567985534668,1999-10-05
6.707918643951416,1999-10-06
6.666255474090576,1999-10-07
6.624590873718262,1999-10-08
6.582926273345947,1999-10-11
6.707918643951416,1999-10-12
6.582926273345947,1999-10-13
6.499598503112793,1999-10-14
6.166285991668701,1999-10-15
5.416332721710205,1999-10-18
5.791309356689453,1999-10-19
6.249614238739014,1999-10-20
6.457934379577637,1999-10-21
6.624590873718262,1999-10-22
6.9162397384643555,1999-10-25
6.666255474090576,1999-10-26
6.832911014556885,1999-10-27
6.832911014556885,1999-10-28
6.9162397384643555,1999-10-29
6.874575614929199,1999-11-01
7.041232109069824,1999-11-02
7.374544620513916,1999-11-03
7.374544620513916,1999-11-04
7.582864761352539,1999-11-05
7.582864761352539,1999-11-08
7.499536991119385,1999-11-09
7.374544620513916,1999-11-10
7.45787239074707,1999-11-11
7.249552249908447,1999-11-12
7.291216850280762,1999-11-15
7.66619348526001,1999-11-16
7.832849502563477,1999-11-17
8.416147232055664,1999-11-18
8.624467849731445,1999-11-19
7.999505996704102,1999-11-22
7.999505996704102,1999-11-23
8.666131973266602,1999-11-24
8.666131973266602,1999-11-26
8.916116714477539,1999-11-29
8.541139602661133,1999-11-30
8.374483108520508,1999-12-01
9.041109085083008,1999-12-02
9.249428749084473,1999-12-03
9.582740783691406,1999-12-06
10.499351501464844,1999-12-07
10.582679748535156,1999-12-08
10.457687377929688,1999-12-09
10.87432861328125,1999-12-10
11.332633018493652,1999-12-13
10.87432861328125,1999-12-14
11.290969848632812,1999-12-15
10.124374389648438,1999-12-16
9.916054725646973,1999-12-17
9.124436378479004,1999-12-20
8.916116714477539,1999-12-21
9.332756996154785,1999-12-22
9.666069984436035,1999-12-23
9.624405860900879,1999-12-27
9.49941349029541,1999-12-28
8.957779884338379,1999-12-29
8.83278751373291,1999-12-30
8.624467849731445,1999-12-31
9.124436378479004,2000-01-03
8.874451637268066,2000-01-04
8.83278751373291,2000-01-05
8.749459266662598,2000-01-06
8.999444007873535,2000-01-07
9.16610050201416,2000-01-10
8.957779884338379,2000-01-11
8.666131973266602,2000-01-12
9.291092872619629,2000-01-13
9.541077613830566,2000-01-14
9.332756996154785,2000-01-18
8.874451637268066,2000-01-19
8.874451637268066,2000-01-20
7.916178226470947,2000-01-21
7.499536991119385,2000-01-24
7.582864761352539,2000-01-25
7.999505996704102,2000-01-26
8.00992202758789,2000-01-27
7.874513626098633,2000-01-28
8.291154861450195,2000-01-31
7.999505996704102,2000-02-01
7.999505996704102,2000-02-02
7.874513626098633,2000-02-03
8.082834243774414,2000-02-04
7.999505996704102,2000-02-07
8.749459266662598,2000-02-08
9.291092872619629,2000-02-09
9.416085243225098,2000-02-10
9.16610050201416,2000-02-11
8.957779884338379,2000-02-14
8.79112434387207,2000-02-15
9.249428749084473,2000-02-16
8.707795143127441,2000-02-17
8.749459266662598,2000-02-18
8.874451637268066,2000-02-22
9.416085243225098,2000-02-23
8.666131973266602,2000-02-24
8.582802772521973,2000-02-25
8.249490737915039,2000-02-28
8.291154861450195,2000-02-29
9.332756996154785,2000-03-01
9.916054725646973,2000-03-02
10.499351501464844,2000-03-03
10.457687377929688,2000-03-06
10.936824798583984,2000-03-07
11.957594871520996,2000-03-08
12.415900230407715,2000-03-09
10.749336242675781,2000-03-10
11.082648277282715,2000-03-13
10.041047096252441,2000-03-14
9.957717895507812,2000-03-15
9.916054725646973,2000-03-16
9.999382019042969,2000-03-17
9.791062355041504,2000-03-20
10.332695007324219,2000-03-21
10.332695007324219,2000-03-22
9.749398231506348,2000-03-23
8.916116714477539,2000-03-24
9.16610050201416,2000-03-27
8.999444007873535,2000-03-28
8.957779884338379,2000-03-29
8.291154861450195,2000-03-30
8.83278751373291,2000-03-31
8.624467849731445,2000-04-03
7.999505996704102,2000-04-04
8.416147232055664,2000-04-05
8.624467849731445,2000-04-06
8.082834243774414,2000-04-07
7.082895755767822,2000-04-10
6.832911014556885,2000-04-11
6.332942008972168,2000-04-12
6.416270732879639,2000-04-13
5.499660491943359,2000-04-14
5.832973003387451,2000-04-17
6.582926273345947,2000-04-18
6.666255474090576,2000-04-19
6.666255474090576,2000-04-20
6.416270732879639,2000-04-24
5.999629497528076,2000-04-25
5.999629497528076,2000-04-26
6.041294097900391,2000-04-27
6.416270732879639,2000-04-28
6.9579033851623535,2000-05-01
7.291216850280762,2000-05-02
7.041232109069824,2000-05-03
7.082895755767822,2000-05-04
7.374544620513916,2000-05-05
7.332880020141602,2000-05-08
7.4162092208862305,2000-05-09
7.1245598793029785,2000-05-10
7.582864761352539,2000-05-11
7.541201114654541,2000-05-12
7.832849502563477,2000-05-15
7.999505996704102,2000-05-16
8.582802772521973,2000-05-17
8.416147232055664,2000-05-18
8.332818031311035,2000-05-19
8.207826614379883,2000-05-22
7.832849502563477,2000-05-23
7.582864761352539,2000-05-24
6.874575614929199,2000-05-25
6.582926273345947,2000-05-26
6.666255474090576,2000-05-30
6.041294097900391,2000-05-31
6.832911014556885,2000-06-01
7.7911858558654785,2000-06-02
7.749521255493164,2000-06-05
7.45787239074707,2000-06-06
7.249552249908447,2000-06-07
7.332880020141602,2000-06-08
7.541201114654541,2000-06-09
8.207826614379883,2000-06-12
8.249490737915039,2000-06-13
8.499475479125977,2000-06-14
8.457810401916504,2000-06-15
8.416147232055664,2000-06-16
7.874513626098633,2000-06-19
7.291216850280762,2000-06-20
7.582864761352539,2000-06-21
7.541201114654541,2000-06-22
7.6245293617248535,2000-06-23
7.707857131958008,2000-06-26
7.4162092208862305,2000-06-27
7.749521255493164,2000-06-28
7.749521255493164,2000-06-29
8.082834243774414,2000-06-30
8.082834243774414,2000-07-03
8.249490737915039,2000-07-05
8.666131973266602,2000-07-06
8.645298957824707,2000-07-07
7.916178226470947,2000-07-10
8.207826614379883,2000-07-11
8.582802772521973,2000-07-12
7.832849502563477,2000-07-13
7.66619348526001,2000-07-14
7.499536991119385,2000-07-17
7.582864761352539,2000-07-18
7.45787239074707,2000-07-19
7.249552249908447,2000-07-20
6.791247367858887,2000-07-21
6.624590873718262,2000-07-24
6.666255474090576,2000-07-25
7.166224479675293,2000-07-26
6.707918643951416,2000-07-27
6.332942008972168,2000-07-28
6.624590873718262,2000-07-31
6.582926273345947,2000-08-01
6.655838966369629,2000-08-02
6.478766918182373,2000-08-03
6.135037899017334,2000-08-04
6.0829572677612305,2000-08-07
7.291216850280762,2000-08-08
7.291216850280762,2000-08-09
7.249552249908447,2000-08-10
7.041232109069824,2000-08-11
7.332880020141602,2000-08-14
7.499536991119385,2000-08-15
7.499536991119385,2000-08-16
7.582864761352539,2000-08-17
7.499536991119385,2000-08-18
7.66619348526001,2000-08-21
7.957841396331787,2000-08-22
7.832849502563477,2000-08-23
8.499475479125977,2000-08-24
9.124436378479004,2000-08-25
9.082772254943848,2000-08-28
9.082772254943848,2000-08-29
9.207764625549316,2000-08-30
9.239012718200684,2000-08-31
9.291092872619629,2000-09-01
9.49941349029541,2000-09-05
10.832664489746094,2000-09-06
10.791000366210938,2000-09-07
10.666007995605469,2000-09-08
10.666007995605469,2000-09-11
10.582679748535156,2000-09-12
10.374359130859375,2000-09-13
10.582679748535156,2000-09-14
10.666007995605469,2000-09-15
10.541015625,2000-09-18
9.999382019042969,2000-09-19
10.041047096252441,2000-09-20
9.374421119689941,2000-09-21
9.551493644714355,2000-09-22
9.457749366760254,2000-09-25
8.957779884338379,2000-09-26
7.499536991119385,2000-09-27
8.416147232055664,2000-09-28
8.374483108520508,2000-09-29
8.166162490844727,2000-10-02
7.874513626098633,2000-10-03
8.332818031311035,2000-10-04
8.666131973266602,2000-10-05
8.416147232055664,2000-10-06
8.291154861450195,2000-10-09
8.12449836730957,2000-10-10
7.749521255493164,2000-10-11
7.45787239074707,2000-10-12
7.832849502563477,2000-10-13
7.874513626098633,2000-10-16
7.4162092208862305,2000-10-17
7.1245598793029785,2000-10-18
8.041170120239258,2000-10-19
8.457810401916504,2000-10-20
8.624467849731445,2000-10-23
8.666131973266602,2000-10-24
8.332818031311035,2000-10-25
8.291154861450195,2000-10-26
8.166162490844727,2000-10-27
8.166162490844727,2000-10-30
8.291154861450195,2000-10-31
8.207826614379883,2000-11-01
8.249490737915039,2000-11-02
8.249490737915039,2000-11-03
8.416147232055664,2000-11-06
8.457810401916504,2000-11-07
8.457810401916504,2000-11-08
8.291154861450195,2000-11-09
7.707857131958008,2000-11-10
7.353713035583496,2000-11-13
7.499536991119385,2000-11-14
7.582864761352539,2000-11-15
7.332880020141602,2000-11-16
7.041232109069824,2000-11-17
6.499598503112793,2000-11-20
5.874637126922607,2000-11-21
5.999629497528076,2000-11-22
6.249614238739014,2000-11-24
6.041294097900391,2000-11-27
5.749644756317139,2000-11-28
6.124621868133545,2000-11-29
6.457934379577637,2000-11-30
6.582926273345947,2000-12-01
6.249614238739014,2000-12-04
6.541263103485107,2000-12-05
6.332942008972168,2000-12-06
6.207949638366699,2000-12-07
6.666255474090576,2000-12-08
6.666255474090576,2000-12-11
6.791247367858887,2000-12-12
