SPG,Date
7.342458724975586,2000-03-23
7.3619890213012695,2000-03-24
7.264345645904541,2000-03-27
7.264345645904541,2000-03-28
7.244814872741699,2000-03-29
7.342458724975586,2000-03-30
7.283872127532959,2000-03-31
7.342458724975586,2000-04-03
7.342458724975586,2000-04-04
7.283872127532959,2000-04-05
7.342458724975586,2000-04-06
7.479153156280518,2000-04-07
7.537735939025879,2000-04-10
7.576791286468506,2000-04-11
7.674431324005127,2000-04-12
7.928288459777832,2000-04-13
7.811125755310059,2000-04-14
7.693958759307861,2000-04-17
7.733016014099121,2000-04-18
7.7525410652160645,2000-04-19
7.713490009307861,2000-04-20
7.7525410652160645,2000-04-24
7.811125755310059,2000-04-25
7.947824954986572,2000-04-26
7.967347145080566,2000-04-27
7.947824954986572,2000-04-28
8.26026725769043,2000-05-01
8.396961212158203,2000-05-02
8.358750343322754,2000-05-03
8.41845703125,2000-05-04
8.438353538513184,2000-05-05
8.338845252990723,2000-05-08
8.31894588470459,2000-05-09
8.25924015045166,2000-05-10
8.31894588470459,2000-05-11
8.338845252990723,2000-05-12
8.25924015045166,2000-05-15
8.239336013793945,2000-05-16
8.239336013793945,2000-05-17
8.25924015045166,2000-05-18
8.199536323547363,2000-05-19
8.060220718383789,2000-05-22
8.060220718383789,2000-05-23
7.920907974243164,2000-05-24
7.920907974243164,2000-05-25
7.841300964355469,2000-05-26
7.721890449523926,2000-05-30
7.801498889923096,2000-05-31
7.821400165557861,2000-06-01
7.801498889923096,2000-06-02
7.7815961837768555,2000-06-05
7.642283916473389,2000-06-06
7.721890449523926,2000-06-07
7.642283916473389,2000-06-08
7.721890449523926,2000-06-09
7.761697292327881,2000-06-12
7.7815961837768555,2000-06-13
7.801498889923096,2000-06-14
7.701990604400635,2000-06-15
7.801498889923096,2000-06-16
7.801498889923096,2000-06-19
7.920907974243164,2000-06-20
7.841300964355469,2000-06-21
7.7815961837768555,2000-06-22
7.7716498374938965,2000-06-23
7.731844902038574,2000-06-26
7.7815961837768555,2000-06-27
7.741792678833008,2000-06-28
7.861205577850342,2000-06-29
7.065131664276123,2000-06-30
7.821400165557861,2000-07-03
7.940812587738037,2000-07-05
8.00051212310791,2000-07-06
8.020415306091309,2000-07-07
7.980614185333252,2000-07-10
7.920907974243164,2000-07-11
7.920907974243164,2000-07-12
7.9607133865356445,2000-07-13
7.9607133865356445,2000-07-14
7.88110876083374,2000-07-17
7.88110876083374,2000-07-18
7.9607133865356445,2000-07-19
7.9607133865356445,2000-07-20
7.980614185333252,2000-07-21
8.080122947692871,2000-07-24
8.199536323547363,2000-07-25
8.378649711608887,2000-07-26
8.508010864257812,2000-07-27
8.41845703125,2000-07-28
8.31894588470459,2000-07-31
8.517965316772461,2000-08-01
8.499300956726074,2000-08-02
8.296457290649414,2000-08-03
8.053035736083984,2000-08-04
8.01246452331543,2000-08-07
8.11389446258545,2000-08-08
8.093607902526855,2000-08-09
8.11389446258545,2000-08-10
8.053035736083984,2000-08-11
8.01246452331543,2000-08-14
7.911046504974365,2000-08-15
7.890756130218506,2000-08-16
7.870474338531494,2000-08-17
7.789337158203125,2000-08-18
7.809621334075928,2000-08-21
7.667625904083252,2000-08-22
7.667625904083252,2000-08-23
7.525631904602051,2000-08-24
7.505350112915039,2000-08-25
7.485063552856445,2000-08-28
7.44449520111084,2000-08-29
7.485063552856445,2000-08-30
7.383642196655273,2000-08-31
7.44449520111084,2000-09-01
7.525631904602051,2000-09-05
7.525631904602051,2000-09-06
7.667625904083252,2000-09-07
7.809621334075928,2000-09-08
7.829903602600098,2000-09-11
7.789337158203125,2000-09-12
7.728481769561768,2000-09-13
7.647342205047607,2000-09-14
7.586493492126465,2000-09-15
7.586493492126465,2000-09-18
7.606773376464844,2000-09-19
7.505350112915039,2000-09-20
7.485063552856445,2000-09-21
7.545919895172119,2000-09-22
7.505350112915039,2000-09-25
7.728481769561768,2000-09-26
7.647342205047607,2000-09-27
7.667625904083252,2000-09-28
7.606773376464844,2000-09-29
7.343070030212402,2000-10-02
7.261930465698242,2000-10-03
7.160506248474121,2000-10-04
7.261930465698242,2000-10-05
7.343070030212402,2000-10-06
7.3633575439453125,2000-10-09
7.302502155303955,2000-10-10
7.20107889175415,2000-10-11
7.160506248474121,2000-10-12
7.20107889175415,2000-10-13
7.221363544464111,2000-10-16
7.160506248474121,2000-10-17
7.07936954498291,2000-10-18
7.1807966232299805,2000-10-19
7.302502155303955,2000-10-20
7.140225410461426,2000-10-23
7.1807966232299805,2000-10-24
7.03879976272583,2000-10-25
7.11993932723999,2000-10-26
7.11993932723999,2000-10-27
7.160506248474121,2000-10-30
7.2416462898254395,2000-10-31
7.284815311431885,2000-11-01
7.243306636810303,2000-11-02
7.284815311431885,2000-11-03
7.305573463439941,2000-11-06
7.367834568023682,2000-11-07
7.388587474822998,2000-11-08
7.450856685638428,2000-11-09
7.409343719482422,2000-11-10
7.409343719482422,2000-11-13
7.450856685638428,2000-11-14
7.430098533630371,2000-11-15
7.471607208251953,2000-11-16
7.471607208251953,2000-11-17
7.430098533630371,2000-11-20
7.471607208251953,2000-11-21
7.430098533630371,2000-11-22
7.430098533630371,2000-11-24
7.471607208251953,2000-11-27
7.367834568023682,2000-11-28
7.450856685638428,2000-11-29
7.616885662078857,2000-11-30
7.699904441833496,2000-12-01
7.720658302307129,2000-12-04
7.928208351135254,2000-12-05
7.99046516418457,2000-12-06
7.948964595794678,2000-12-07
7.99046516418457,2000-12-08
7.99046516418457,2000-12-11
8.031974792480469,2000-12-12
8.114995002746582,2000-12-13
8.052727699279785,2000-12-14
8.052727699279785,2000-12-15
8.218770027160645,2000-12-18
8.156508445739746,2000-12-19
8.031974792480469,2000-12-20
8.011221885681152,2000-12-21
7.99046516418457,2000-12-22
7.928208351135254,2000-12-26
8.198012351989746,2000-12-27
8.156508445739746,2000-12-28
7.969710350036621,2000-12-29
8.073488235473633,2001-01-02
8.260272979736328,2001-01-03
8.281031608581543,2001-01-04
8.343292236328125,2001-01-05
8.301789283752441,2001-01-08
8.36404800415039,2001-01-09
8.405556678771973,2001-01-10
8.447067260742188,2001-01-11
8.426319122314453,2001-01-12
8.488577842712402,2001-01-16
8.488577842712402,2001-01-17
8.488577842712402,2001-01-18
8.488577842712402,2001-01-19
8.592345237731934,2001-01-22
8.5715913772583,2001-01-23
8.67536449432373,2001-01-24
8.758383750915527,2001-01-25
8.696122169494629,2001-01-26
8.713552474975586,2001-01-29
8.723517417907715,2001-01-30
8.743438720703125,2001-01-31
8.693622589111328,2001-02-01
8.773329734802246,2001-02-02
8.696946144104004,2001-02-05
8.63386058807373,2001-02-06
8.501029014587402,2001-02-07
8.484424591064453,2001-02-08
8.421329498291016,2001-02-09
8.484424591064453,2001-02-12
8.594005584716797,2001-02-13
8.64989185333252,2001-02-14
8.639729499816895,2001-02-15
8.500870704650879,2001-02-16
8.578768730163574,2001-02-20
8.54151439666748,2001-02-21
8.443300247192383,2001-02-22
8.480548858642578,2001-02-23
8.494096755981445,2001-02-26
8.500870704650879,2001-02-27
8.673596382141113,2001-02-28
8.714238166809082,2001-03-01
8.737948417663574,2001-03-02
8.727787971496582,2001-03-05
8.721014022827148,2001-03-06
8.632956504821777,2001-03-07
8.653278350830078,2001-03-08
8.687150955200195,2001-03-09
8.687150955200195,2001-03-12
8.62279987335205,2001-03-13
8.568610191345215,2001-03-14
8.551671981811523,2001-03-15
8.507645606994629,2001-03-16
8.467002868652344,2001-03-19
8.54489803314209,2001-03-20
8.602471351623535,2001-03-21
8.534740447998047,2001-03-22
8.534740447998047,2001-03-23
8.754877090454102,2001-03-26
8.558448791503906,2001-03-27
8.48393440246582,2001-03-28
8.612635612487793,2001-03-29
8.670209884643555,2001-03-30
8.639729499816895,2001-04-02
8.616020202636719,2001-04-03
8.636341094970703,2001-04-04
8.819233894348145,2001-04-05
8.734556198120117,2001-04-06
8.792139053344727,2001-04-09
8.737948417663574,2001-04-10
8.534740447998047,2001-04-11
8.602471351623535,2001-04-12
8.551671981811523,2001-04-16
8.714238166809082,2001-04-17
8.920833587646484,2001-04-18
8.907285690307617,2001-04-19
8.883580207824707,2001-04-20
8.927608489990234,2001-04-23
8.849713325500488,2001-04-24
8.866641998291016,2001-04-25
8.941157341003418,2001-04-26
8.947927474975586,2001-04-27
8.964864730834961,2001-04-30
8.897127151489258,2001-05-01
8.856487274169922,2001-05-02
8.829394340515137,2001-05-03
8.839550018310547,2001-05-04
8.768427848815918,2001-05-07
8.771817207336426,2001-05-08
8.666825294494629,2001-05-09
8.64989185333252,2001-05-10
8.653278350830078,2001-05-11
8.690535545349121,2001-05-14
8.842939376831055,2001-05-15
9.031307220458984,2001-05-16
9.086607933044434,2001-05-17
9.148821830749512,2001-05-18
9.24559497833252,2001-05-21
9.349283218383789,2001-05-22
9.363107681274414,2001-05-23
9.414956092834473,2001-05-24
9.380391120910645,2001-05-25
9.314723014831543,2001-05-29
9.262877464294434,2001-05-30
9.373482704162598,2001-05-31
9.376937866210938,2001-06-01
9.435696601867676,2001-06-04
9.470256805419922,2001-06-05
9.51172924041748,2001-06-06
9.52209758758545,2001-06-07
9.51172924041748,2001-06-08
9.622333526611328,2001-06-11
9.874642372131348,2001-06-12
9.81242561340332,2001-06-13
9.798605918884277,2001-06-14
9.65689754486084,2001-06-15
9.7467622756958,2001-06-18
9.798605918884277,2001-06-19
9.864275932312012,2001-06-20
9.95759105682373,2001-06-21
9.954136848449707,2001-06-22
9.926488876342773,2001-06-25
10.075108528137207,2001-06-26
9.978331565856934,2001-06-27
10.05782413482666,2001-06-28
10.358526229858398,2001-06-29
10.178793907165527,2001-07-02
10.19607925415039,2001-07-03
10.220273971557617,2001-07-05
10.19607925415039,2001-07-06
10.037086486816406,2001-07-09
10.050918579101562,2001-07-10
10.040547370910645,2001-07-11
10.05782413482666,2001-07-12
10.05782413482666,2001-07-13
10.054370880126953,2001-07-16
10.05782413482666,2001-07-17
10.071651458740234,2001-07-18
10.130406379699707,2001-07-19
10.189168930053711,2001-07-20
10.11312484741211,2001-07-23
9.988697052001953,2001-07-24
10.019807815551758,2001-07-25
9.981790542602539,2001-07-26
9.967961311340332,2001-07-27
9.850448608398438,2001-07-30
9.798605918884277,2001-07-31
9.88501262664795,2001-08-01
9.857362747192383,2001-08-02
9.902291297912598,2001-08-03
9.89538288116455,2001-08-06
9.919574737548828,2001-08-07
9.971418380737305,2001-08-08
10.075108528137207,2001-08-09
10.199535369873047,2001-08-10
10.223726272583008,2001-08-13
10.282486915588379,2001-08-14
10.43110466003418,2001-08-15
10.517280578613281,2001-08-16
10.605224609375,2001-08-17
10.728338241577148,2001-08-20
10.869037628173828,2001-08-21
10.851447105407715,2001-08-22
10.693159103393555,2001-08-23
10.450453758239746,2001-08-24
10.496184349060059,2001-08-27
10.468037605285645,2001-08-28
10.302715301513672,2001-08-29
10.288646697998047,2001-08-30
10.306236267089844,2001-08-31
10.285131454467773,2001-09-04
10.246441841125488,2001-09-05
10.292165756225586,2001-09-06
10.1585054397583,2001-09-07
10.179607391357422,2001-09-10
9.500733375549316,2001-09-17
9.651982307434082,2001-09-18
9.433897972106934,2001-09-19
9.145462989807129,2001-09-20
8.962553977966309,2001-09-21
9.138433456420898,2001-09-24
9.247472763061523,2001-09-25
9.409276962280273,2001-09-26
9.472591400146484,2001-09-27
9.465556144714355,2001-09-28
9.602740287780762,2001-10-01
9.532390594482422,2001-10-02
9.46203899383545,2001-10-03
9.602740287780762,2001-10-04
9.602740287780762,2001-10-05
9.704745292663574,2001-10-08
9.905243873596191,2001-10-09
9.979108810424805,2001-10-10
10.225333213806152,2001-10-11
10.112773895263672,2001-10-12
10.162018775939941,2001-10-15
10.112773895263672,2001-10-16
10.077600479125977,2001-10-17
9.975593566894531,2001-10-18
9.694191932678223,2001-10-19
9.57108211517334,2001-10-22
9.634393692016602,2001-10-23
9.52886962890625,2001-10-24
9.539426803588867,2001-10-25
9.57108211517334,2001-10-26
9.535906791687012,2001-10-29
9.440933227539062,2001-10-30
9.673086166381836,2001-10-31
9.841927528381348,2001-11-01
9.810270309448242,2001-11-02
9.778614044189453,2001-11-05
9.83841323852539,2001-11-06
9.813790321350098,2001-11-07
9.915797233581543,2001-11-08
9.845443725585938,2001-11-09
9.859514236450195,2001-11-12
10.035388946533203,2001-11-13
10.19015884399414,2001-11-14
10.31733512878418,2001-11-15
10.288676261901855,2001-11-16
10.249268531799316,2001-11-19
10.206279754638672,2001-11-20
10.227773666381836,2001-11-21
10.242104530334473,2001-11-23
10.195535659790039,2001-11-26
10.242104530334473,2001-11-27
10.345998764038086,2001-11-28
10.371068954467773,2001-11-29
10.34957504272461,2001-11-30
10.43197250366211,2001-12-03
10.550192832946777,2001-12-04
10.625423431396484,2001-12-05
10.62183666229248,2001-12-06
10.722146034240723,2001-12-07
10.639751434326172,2001-12-10
10.693483352661133,2001-12-11
10.70064926147461,2001-12-12
10.582432746887207,2001-12-13
10.546607971191406,2001-12-14
10.639751434326172,2001-12-17
10.62900447845459,2001-12-18
10.589598655700684,2001-12-19
10.3889799118042,2001-12-20
10.442720413208008,2001-12-21
10.48929214477539,2001-12-24
10.514368057250977,2001-12-26
10.500035285949707,2001-12-27
10.467799186706543,2001-12-28
10.5072021484375,2001-12-31
10.525114059448242,2002-01-02
10.68273639678955,2002-01-03
10.618257522583008,2002-01-04
10.532275199890137,2002-01-07
10.571683883666992,2002-01-08
10.500035285949707,2002-01-09
10.5430269241333,2002-01-10
10.510781288146973,2002-01-11
10.668410301208496,2002-01-14
10.639751434326172,2002-01-15
10.596758842468262,2002-01-16
10.68273639678955,2002-01-17
10.571683883666992,2002-01-18
10.603924751281738,2002-01-22
10.593185424804688,2002-01-23
10.704235076904297,2002-01-24
10.711395263671875,2002-01-25
10.732888221740723,2002-01-28
10.722146034240723,2002-01-29
10.77946949005127,2002-01-30
10.851113319396973,2002-01-31
10.833199501037598,2002-02-01
10.840361595153809,2002-02-04
10.869025230407715,2002-02-05
10.908432006835938,2002-02-06
10.879770278930664,2002-02-07
10.904850959777832,2002-02-08
10.994410514831543,2002-02-11
10.962167739868164,2002-02-12
11.080632209777832,2002-02-13
11.066051483154297,2002-02-14
11.164460182189941,2002-02-15
11.168107986450195,2002-02-19
11.171749114990234,2002-02-20
11.084272384643555,2002-02-21
11.14258861541748,2002-02-22
11.128008842468262,2002-02-25
11.204558372497559,2002-02-26
11.189976692199707,2002-02-27
11.219133377075195,2002-02-28
11.259227752685547,2002-03-01
11.350356101989746,2002-03-04
11.532601356506348,2002-03-05
11.510729789733887,2002-03-06
11.496148109436035,2002-03-07
11.492508888244629,2002-03-08
11.372222900390625,2002-03-11
11.332137107849121,2002-03-12
11.372222900390625,2002-03-13
11.569053649902344,2002-03-14
11.652886390686035,2002-03-15
11.83877944946289,2002-03-18
11.77316951751709,2002-03-19
11.718494415283203,2002-03-20
11.918963432312012,2002-03-21
11.915318489074707,2002-03-22
11.69662094116211,2002-03-25
11.820551872253418,2002-03-26
11.962702751159668,2002-03-27
11.893449783325195,2002-03-28
11.937189102172852,2002-04-01
11.991867065429688,2002-04-02
12.021026611328125,2002-04-03
12.053826332092285,2002-04-04
12.152242660522461,2002-04-05
12.174108505249023,2002-04-08
12.319907188415527,2002-04-09
12.38187026977539,2002-04-10
12.298040390014648,2002-04-11
12.542244911193848,2002-04-12
12.411030769348145,2002-04-15
12.323552131652832,2002-04-16
12.181398391723633,2002-04-17
12.210559844970703,2002-04-18
12.075693130493164,2002-04-19
12.046540260314941,2002-04-22
11.95541000366211,2002-04-23
11.940835952758789,2002-04-24
11.995509147644043,2002-04-25
12.134017944335938,2002-04-26
12.192331314086914,2002-04-29
12.301681518554688,2002-04-30
12.374578475952148,2002-05-01
12.487574577331543,2002-05-02
12.509449005126953,2002-05-03
12.40009593963623,2002-05-06
12.334489822387695,2002-05-07
12.338126182556152,2002-05-08
12.195981979370117,2002-05-09
12.192331314086914,2002-05-10
12.247010231018066,2002-05-13
12.279813766479492,2002-05-14
12.357627868652344,2002-05-15
12.246469497680664,2002-05-16
12.224230766296387,2002-05-17
12.19459056854248,2002-05-20
12.139012336730957,2002-05-21
12.179768562316895,2002-05-22
12.44655704498291,2002-05-23
12.465085983276367,2002-05-24
12.528088569641113,2002-05-28
12.628128051757812,2002-05-29
12.683709144592285,2002-05-30
12.624418258666992,2002-05-31
12.617008209228516,2002-06-03
12.624418258666992,2002-06-04
12.672593116760254,2002-06-05
12.668888092041016,2002-06-06
12.609600067138672,2002-06-07
12.672593116760254,2002-06-10
12.765226364135742,2002-06-11
12.772637367248535,2002-06-12
12.868976593017578,2002-06-13
12.843042373657227,2002-06-14
13.009791374206543,2002-06-17
13.006075859069824,2002-06-18
13.002371788024902,2002-06-19
13.061656951904297,2002-06-20
13.265464782714844,2002-06-21
13.295105934143066,2002-06-24
13.339570999145508,2002-06-25
13.395153999328613,2002-06-26
13.450729370117188,2002-06-27
13.65082836151123,2002-06-28
13.469256401062012,2002-07-01
13.413678169250488,2002-07-02
13.358100891113281,2002-07-03
13.413678169250488,2002-07-05
13.395153999328613,2002-07-08
13.295105934143066,2002-07-09
13.191354751586914,2002-07-10
12.705944061279297,2002-07-11
12.713348388671875,2002-07-12
12.631827354431152,2002-07-15
12.765226364135742,2002-07-16
12.654067039489746,2002-07-17
12.339098930358887,2002-07-18
12.050078392028809,2002-07-19
11.735116958618164,2002-07-22
11.423856735229492,2002-07-23
11.542437553405762,2002-07-24
11.801809310913086,2002-07-25
12.302047729492188,2002-07-26
12.969024658203125,2002-07-29
13.165410041809082,2002-07-30
13.335861206054688,2002-07-31
13.117242813110352,2002-08-01
13.128364562988281,2002-08-02
13.072779655456543,2002-08-05
12.994966506958008,2002-08-06
13.076481819152832,2002-08-07
13.072779655456543,2002-08-08
13.076481819152832,2002-08-09
13.239521026611328,2002-08-12
13.117242813110352,2002-08-13
13.173701286315918,2002-08-14
13.230162620544434,2002-08-15
13.286619186401367,2002-08-16
13.245213508605957,2002-08-19
13.218866348266602,2002-08-20
13.233924865722656,2002-08-21
13.173701286315918,2002-08-22
13.151116371154785,2002-08-23
13.211339950561523,2002-08-26
13.248983383178711,2002-08-27
13.459756851196289,2002-08-28
13.290382385253906,2002-08-29
13.39577579498291,2002-08-30
13.211339950561523,2002-09-03
13.15488052368164,2002-09-04
13.124772071838379,2002-09-05
13.136063575744629,2002-09-06
13.143589973449707,2002-09-09
13.162412643432617,2002-09-10
13.132303237915039,2002-09-11
13.08713436126709,2002-09-12
13.279095649719238,2002-09-13
13.350607872009277,2002-09-16
13.335552215576172,2002-09-17
13.309196472167969,2002-09-18
13.339313507080078,2002-09-19
13.54256820678711,2002-09-20
13.504928588867188,2002-09-23
13.42965030670166,2002-09-24
13.48610782623291,2002-09-25
13.71193790435791,2002-09-26
13.595260620117188,2002-09-27
13.448467254638672,2002-09-30
13.286619186401367,2002-10-01
13.098426818847656,2002-10-02
13.177464485168457,2002-10-03
12.684398651123047,2002-10-04
12.168733596801758,2002-10-07
12.213902473449707,2002-10-08
11.814933776855469,2002-10-09
12.195085525512695,2002-10-10
12.548892974853516,2002-10-11
12.270364761352539,2002-10-14
12.684398651123047,2002-10-15
12.635457992553711,2002-10-16
12.827423095703125,2002-10-17
12.7860107421875,2002-10-18
12.770966529846191,2002-10-21
12.488670349121094,2002-10-22
12.435977935791016,2002-10-23
12.680625915527344,2002-10-24
12.767199516296387,2002-10-25
12.635457992553711,2002-10-28
12.579002380371094,2002-10-29
12.763442993164062,2002-10-30
12.853769302368164,2002-10-31
12.917755126953125,2002-11-01
13.060782432556152,2002-11-04
12.985508918762207,2002-11-05
13.053255081176758,2002-11-06
12.936577796936035,2002-11-07
12.917755126953125,2002-11-08
12.872580528259277,2002-11-11
12.985508918762207,2002-11-12
12.660388946533203,2002-11-13
12.916661262512207,2002-11-14
12.866938591003418,2002-11-15
12.863109588623047,2002-11-18
12.874587059020996,2002-11-19
12.897536277770996,2002-11-20
12.870759963989258,2002-11-21
13.023756980895996,2002-11-22
13.023756980895996,2002-11-25
12.928135871887207,2002-11-26
12.889883995056152,2002-11-27
12.897536277770996,2002-11-29
12.996983528137207,2002-12-02
12.889883995056152,2002-12-03
12.832509994506836,2002-12-04
12.939608573913574,2002-12-05
12.836332321166992,2002-12-06
12.928135871887207,2002-12-09
12.996983528137207,2002-12-10
12.76749038696289,2002-12-11
12.786615371704102,2002-12-12
12.832509994506836,2002-12-13
12.912834167480469,2002-12-16
12.843989372253418,2002-12-17
12.778968811035156,2002-12-18
12.794258117675781,2002-12-19
12.80955982208252,2002-12-20
12.905179977416992,2002-12-23
12.947257995605469,2002-12-24
12.901358604431152,2002-12-26
12.889883995056152,2002-12-27
13.058180809020996,2002-12-30
13.031405448913574,2002-12-31
13.241780281066895,2003-01-02
13.287675857543945,2003-01-03
13.444496154785156,2003-01-06
13.234130859375,2003-01-07
12.993152618408203,2003-01-08
13.084946632385254,2003-01-09
12.893712997436523,2003-01-10
12.744539260864258,2003-01-13
12.71393871307373,2003-01-14
12.664212226867676,2003-01-15
12.495925903320312,2003-01-16
12.354395866394043,2003-01-17
12.308496475219727,2003-01-21
12.488268852233887,2003-01-22
12.537996292114258,2003-01-23
12.323800086975098,2003-01-24
12.15933609008789,2003-01-27
12.293204307556152,2003-01-28
12.396477699279785,2003-01-29
12.243476867675781,2003-01-30
12.50739574432373,2003-01-31
12.52269458770752,2003-02-03
12.698638916015625,2003-02-04
12.782785415649414,2003-02-05
12.893712997436523,2003-02-06
13.07730484008789,2003-02-07
13.084946632385254,2003-02-10
13.042884826660156,2003-02-11
13.065826416015625,2003-02-12
12.995749473571777,2003-02-13
13.04246997833252,2003-02-14
13.307210922241211,2003-02-18
13.431800842285156,2003-02-19
13.42790412902832,2003-02-20
13.525238990783691,2003-02-21
13.494094848632812,2003-02-24
13.544702529907227,2003-02-25
13.424009323120117,2003-02-26
13.548590660095215,2003-02-27
13.48630428314209,2003-02-28
13.548590660095215,2003-03-03
13.431800842285156,2003-03-04
13.5330228805542,2003-03-05
13.42790412902832,2003-03-06
13.424009323120117,2003-03-07
13.279962539672852,2003-03-10
13.311105728149414,2003-03-11
13.299421310424805,2003-03-12
13.509663581848145,2003-03-13
13.568059921264648,2003-03-14
13.98075008392334,2003-03-17
14.097545623779297,2003-03-18
14.249388694763184,2003-03-19
14.327251434326172,2003-03-20
14.296107292175293,2003-03-21
13.918460845947266,2003-03-24
14.183196067810059,2003-03-25
14.233809471130371,2003-03-26
14.175407409667969,2003-03-27
14.140372276306152,2003-03-28
13.949601173400879,2003-03-31
14.268851280212402,2003-04-01
14.471299171447754,2003-04-02
14.381757736206055,2003-04-03
14.346717834472656,2003-04-04
14.424581527709961,2003-04-07
14.35450553894043,2003-04-08
14.397331237792969,2003-04-09
14.284422874450684,2003-04-10
14.29999828338623,2003-04-11
14.45572280883789,2003-04-14
14.436264038085938,2003-04-15
14.451837539672852,2003-04-16
14.55305290222168,2003-04-17
14.560846328735352,2003-04-21
14.786660194396973,2003-04-22
14.774980545043945,2003-04-23
14.533590316772461,2003-04-24
14.416800498962402,2003-04-25
14.350606918334961,2003-04-28
14.482975959777832,2003-04-29
14.296107292175293,2003-04-30
14.412895202636719,2003-05-01
14.424581527709961,2003-05-02
14.59978199005127,2003-05-05
14.79444408416748,2003-05-06
14.810013771057129,2003-05-07
14.985218048095703,2003-05-08
15.203235626220703,2003-05-09
15.203235626220703,2003-05-12
15.175981521606445,2003-05-13
15.04549503326416,2003-05-14
15.029682159423828,2003-05-15
15.053407669067383,2003-05-16
15.021774291992188,2003-05-19
15.239249229431152,2003-05-20
15.231338500976562,2003-05-21
15.377643585205078,2003-05-22
15.448817253112793,2003-05-23
15.381596565246582,2003-05-27
15.05735969543457,2003-05-28
14.630308151245117,2003-05-29
14.875462532043457,2003-05-30
14.994088172912598,2003-06-02
15.183889389038086,2003-06-03
15.282747268676758,2003-06-04
15.215517044067383,2003-06-05
15.401373863220215,2003-06-06
15.270885467529297,2003-06-09
15.599076271057129,2003-06-10
15.784919738769531,2003-06-11
15.610942840576172,2003-06-12
15.365776062011719,2003-06-13
15.519989967346191,2003-06-16
15.385550498962402,2003-06-17
15.460681915283203,2003-06-18
15.361832618713379,2003-06-19
15.373688697814941,2003-06-20
15.223438262939453,2003-06-23
15.266934394836426,2003-06-24
15.357879638671875,2003-06-25
15.606985092163086,2003-06-26
15.579306602478027,2003-06-27
15.433006286621094,2003-06-30
15.599076271057129,2003-07-01
15.856093406677246,2003-07-02
15.974724769592285,2003-07-03
16.121015548706055,2003-07-07
16.11311149597168,2003-07-08
15.966814994812012,2003-07-09
15.709796905517578,2003-07-10
15.9351806640625,2003-07-11
16.057762145996094,2003-07-14
16.23174285888672,2003-07-15
16.014257431030273,2003-07-16
15.899589538574219,2003-07-17
16.109163284301758,2003-07-18
16.03799057006836,2003-07-21
16.093347549438477,2003-07-22
15.990530014038086,2003-07-23
16.23174285888672,2003-07-24
16.504573822021484,2003-07-25
16.215923309326172,2003-07-28
16.437349319458008,2003-07-29
16.686464309692383,2003-07-30
16.74578094482422,2003-07-31
16.753684997558594,2003-08-01
16.78531837463379,2003-08-04
16.718095779418945,2003-08-05
16.75763511657715,2003-08-06
16.864398956298828,2003-08-07
16.856496810913086,2003-08-08
16.80113410949707,2003-08-11
16.805086135864258,2003-08-12
16.773008346557617,2003-08-13
17.005634307861328,2003-08-14
16.82513999938965,2003-08-15
17.02167510986328,2003-08-18
16.993595123291016,2003-08-19
17.258302688598633,2003-08-20
17.186111450195312,2003-08-21
16.901348114013672,2003-08-22
16.75295066833496,2003-08-25
16.87327766418457,2003-08-26
17.0377197265625,2003-08-27
17.02167510986328,2003-08-28
17.129959106445312,2003-08-29
17.27836036682129,2003-09-02
17.43879508972168,2003-09-03
17.486919403076172,2003-09-04
17.52703094482422,2003-09-05
17.575157165527344,2003-09-08
17.555103302001953,2003-09-09
17.254302978515625,2003-09-10
17.390661239624023,2003-09-11
17.44280242919922,2003-09-12
17.47088623046875,2003-09-15
17.346540451049805,2003-09-16
17.10990333557129,2003-09-17
17.06178092956543,2003-09-18
17.238258361816406,2003-09-19
17.146005630493164,2003-09-22
17.306438446044922,2003-09-23
17.10589027404785,2003-09-24
17.141986846923828,2003-09-25
17.238258361816406,2003-09-26
17.41873550415039,2003-09-29
17.478891372680664,2003-09-30
17.66741371154785,2003-10-01
17.928102493286133,2003-10-02
18.164745330810547,2003-10-03
18.38933563232422,2003-10-06
18.13265037536621,2003-10-07
18.160728454589844,2003-10-08
18.317150115966797,2003-10-09
18.176761627197266,2003-10-10
18.224899291992188,2003-10-13
18.10859489440918,2003-10-14
18.032381057739258,2003-10-15
18.164745330810547,2003-10-16
18.06446647644043,2003-10-17
18.00029182434082,2003-10-20
17.83986473083496,2003-10-21
17.7636661529541,2003-10-22
17.687450408935547,2003-10-23
17.71552848815918,2003-10-24
18.012331008911133,2003-10-27
17.900035858154297,2003-10-28
18.14869499206543,2003-10-29
18.277040481567383,2003-10-30
18.080514907836914,2003-10-31
18.289064407348633,2003-11-03
18.38933563232422,2003-11-04
18.569826126098633,2003-11-05
18.93880844116211,2003-11-06
19.002988815307617,2003-11-07
18.93079948425293,2003-11-10
18.78640365600586,2003-11-11
19.03423309326172,2003-11-12
19.17237663269043,2003-11-13
19.310504913330078,2003-11-14
19.237367630004883,2003-11-17
19.12767219543457,2003-11-18
19.03423309326172,2003-11-19
18.961109161376953,2003-11-20
18.664518356323242,2003-11-21
18.766088485717773,2003-11-24
19.013919830322266,2003-11-25
19.26987075805664,2003-11-26
19.278003692626953,2003-11-28
19.440519332885742,2003-12-01
19.273944854736328,2003-12-02
19.47301483154297,2003-12-03
19.383644104003906,2003-12-04
19.371450424194336,2003-12-05
19.09518051147461,2003-12-08
