LH,Date
23.37171745300293,1991-01-30
23.61773681640625,1991-01-31
24.355789184570312,1991-02-01
26.569948196411133,1991-02-04
27.06199073791504,1991-02-05
27.55402374267578,1991-02-06
28.292078018188477,1991-02-07
29.52216911315918,1991-02-08
31.490312576293945,1991-02-11
31.490312576293945,1991-02-12
30.998273849487305,1991-02-13
30.506237030029297,1991-02-14
30.014202117919922,1991-02-15
29.276151657104492,1991-02-19
27.55402374267578,1991-02-20
27.06199073791504,1991-02-21
29.276151657104492,1991-02-22
29.52216911315918,1991-02-25
28.784107208251953,1991-02-26
28.04606056213379,1991-02-27
30.260221481323242,1991-02-28
29.768186569213867,1991-03-01
29.030128479003906,1991-03-04
29.52216911315918,1991-03-05
29.768186569213867,1991-03-06
29.52216911315918,1991-03-07
27.55402374267578,1991-03-08
26.815969467163086,1991-03-11
24.847824096679688,1991-03-12
27.06199073791504,1991-03-13
27.06199073791504,1991-03-14
27.30800437927246,1991-03-15
28.53809928894043,1991-03-18
28.53809928894043,1991-03-19
30.014202117919922,1991-03-20
31.24429702758789,1991-03-21
31.98235321044922,1991-03-22
33.21243667602539,1991-03-25
34.44253158569336,1991-03-26
35.42660903930664,1991-03-27
35.18058395385742,1991-03-28
34.934566497802734,1991-04-01
39.6088981628418,1991-04-02
38.13279342651367,1991-04-03
37.77693557739258,1991-04-04
38.02384567260742,1991-04-05
36.29549789428711,1991-04-08
36.29549789428711,1991-04-09
32.83877182006836,1991-04-10
32.34496307373047,1991-04-11
34.56713104248047,1991-04-12
37.530029296875,1991-04-15
39.258384704589844,1991-04-16
38.76457595825195,1991-04-17
39.258384704589844,1991-04-18
38.76457595825195,1991-04-19
37.77693557739258,1991-04-22
37.77693557739258,1991-04-23
37.77693557739258,1991-04-24
35.55476760864258,1991-04-25
35.55476760864258,1991-04-26
35.55476760864258,1991-04-29
35.307857513427734,1991-04-30
35.55476760864258,1991-05-01
35.55476760864258,1991-05-02
35.55476760864258,1991-05-03
39.258384704589844,1991-05-06
38.51765441894531,1991-05-07
39.011470794677734,1991-05-08
38.51765441894531,1991-05-09
37.77693557739258,1991-05-10
37.03620529174805,1991-05-13
38.02384567260742,1991-05-14
37.530029296875,1991-05-15
37.530029296875,1991-05-16
37.283119201660156,1991-05-17
37.530029296875,1991-05-20
38.2707405090332,1991-05-21
39.505287170410156,1991-05-22
39.505287170410156,1991-05-23
39.505287170410156,1991-05-24
40.24601745605469,1991-05-28
39.99911880493164,1991-05-29
42.71509552001953,1991-05-30
41.97437286376953,1991-05-31
41.23365020751953,1991-06-03
40.492923736572266,1991-06-04
40.492923736572266,1991-06-05
40.98673629760742,1991-06-06
39.258384704589844,1991-06-07
38.02384567260742,1991-06-10
38.51765441894531,1991-06-11
38.51765441894531,1991-06-12
39.258384704589844,1991-06-13
40.739830017089844,1991-06-14
39.99911880493164,1991-06-17
39.99911880493164,1991-06-18
39.505287170410156,1991-06-19
40.24601745605469,1991-06-20
40.492923736572266,1991-06-21
39.99911880493164,1991-06-24
39.505287170410156,1991-06-25
37.530029296875,1991-06-26
38.1876106262207,1991-06-27
37.69166564941406,1991-06-28
40.17137908935547,1991-07-01
39.67543029785156,1991-07-02
39.92340850830078,1991-07-03
39.92340850830078,1991-07-05
39.67543029785156,1991-07-08
39.92340850830078,1991-07-09
41.41123580932617,1991-07-10
41.659202575683594,1991-07-11
42.40312957763672,1991-07-12
42.1551513671875,1991-07-15
41.90718078613281,1991-07-16
41.90718078613281,1991-07-17
42.40312957763672,1991-07-18
41.90718078613281,1991-07-19
41.90718078613281,1991-07-22
40.17137908935547,1991-07-23
40.41936111450195,1991-07-24
40.17137908935547,1991-07-25
40.667327880859375,1991-07-26
40.41936111450195,1991-07-29
41.163265228271484,1991-07-30
40.91529083251953,1991-07-31
41.90718078613281,1991-08-01
43.14704513549805,1991-08-02
43.642974853515625,1991-08-05
43.642974853515625,1991-08-06
43.3950080871582,1991-08-07
43.3950080871582,1991-08-08
42.1551513671875,1991-08-09
42.40312957763672,1991-08-12
42.1551513671875,1991-08-13
42.1551513671875,1991-08-14
41.659202575683594,1991-08-15
41.163265228271484,1991-08-16
39.67543029785156,1991-08-19
40.17137908935547,1991-08-20
42.1551513671875,1991-08-21
42.40312957763672,1991-08-22
42.40312957763672,1991-08-23
42.40312957763672,1991-08-26
43.642974853515625,1991-08-27
44.138919830322266,1991-08-28
44.38690185546875,1991-08-29
43.89094543457031,1991-08-30
43.3950080871582,1991-09-03
43.642974853515625,1991-09-04
41.41123580932617,1991-09-05
41.41123580932617,1991-09-06
41.90718078613281,1991-09-09
40.91529083251953,1991-09-10
41.163265228271484,1991-09-11
41.163265228271484,1991-09-12
40.17137908935547,1991-09-13
38.9315299987793,1991-09-16
39.67543029785156,1991-09-17
40.91529083251953,1991-09-18
41.163265228271484,1991-09-19
41.163265228271484,1991-09-20
40.41936111450195,1991-09-23
42.1551513671875,1991-09-24
42.40312957763672,1991-09-25
41.41123580932617,1991-09-26
41.659202575683594,1991-09-27
42.56829071044922,1991-09-30
42.31935501098633,1991-10-01
41.57254409790039,1991-10-02
40.82572937011719,1991-10-03
41.57254409790039,1991-10-04
40.07891845703125,1991-10-07
40.32785415649414,1991-10-08
39.82997131347656,1991-10-09
41.07466125488281,1991-10-10
41.07466125488281,1991-10-11
41.07466125488281,1991-10-14
44.061912536621094,1991-10-15
43.066165924072266,1991-10-16
42.817230224609375,1991-10-17
42.817230224609375,1991-10-18
42.56829071044922,1991-10-21
42.817230224609375,1991-10-22
43.81297302246094,1991-10-23
44.8087272644043,1991-10-24
43.81297302246094,1991-10-25
44.8087272644043,1991-10-28
44.559791564941406,1991-10-29
46.05341339111328,1991-10-30
48.542781829833984,1991-10-31
47.79597854614258,1991-11-01
47.79597854614258,1991-11-04
47.79597854614258,1991-11-05
48.791725158691406,1991-11-06
49.04066467285156,1991-11-07
49.53853988647461,1991-11-08
49.53853988647461,1991-11-11
49.7874755859375,1991-11-12
49.53853988647461,1991-11-13
49.53853988647461,1991-11-14
48.0449104309082,1991-11-15
47.54704284667969,1991-11-18
47.049163818359375,1991-11-19
46.55128479003906,1991-11-20
47.049163818359375,1991-11-21
47.049163818359375,1991-11-22
46.30235290527344,1991-11-25
46.55128479003906,1991-11-26
47.79597854614258,1991-11-27
48.0449104309082,1991-11-29
48.293846130371094,1991-12-02
49.53853988647461,1991-12-03
49.28959655761719,1991-12-04
49.28959655761719,1991-12-05
49.53853988647461,1991-12-06
49.28959655761719,1991-12-09
49.53853988647461,1991-12-10
49.53853988647461,1991-12-11
50.783226013183594,1991-12-12
51.03216552734375,1991-12-13
51.281097412109375,1991-12-16
51.281097412109375,1991-12-17
51.03216552734375,1991-12-18
51.281097412109375,1991-12-19
50.53428649902344,1991-12-20
53.770469665527344,1991-12-23
56.25984573364258,1991-12-24
56.25984573364258,1991-12-26
56.25984573364258,1991-12-27
59.247093200683594,1991-12-30
58.2513427734375,1991-12-31
55.513031005859375,1992-01-02
52.77472686767578,1992-01-03
54.43572235107422,1992-01-06
54.93513488769531,1992-01-07
55.684242248535156,1992-01-08
56.93278121948242,1992-01-09
57.43218994140625,1992-01-10
56.93278121948242,1992-01-13
56.93278121948242,1992-01-14
57.43218994140625,1992-01-15
56.4333610534668,1992-01-16
55.933956146240234,1992-01-17
54.1860237121582,1992-01-20
53.18719482421875,1992-01-21
52.68778991699219,1992-01-22
52.188358306884766,1992-01-23
54.685428619384766,1992-01-24
54.43572235107422,1992-01-27
56.183658599853516,1992-01-28
55.684242248535156,1992-01-29
54.93513488769531,1992-01-30
52.93749237060547,1992-01-31
50.939849853515625,1992-02-03
52.93749237060547,1992-02-04
53.68660354614258,1992-02-05
50.939849853515625,1992-02-06
51.93867111206055,1992-02-07
52.188358306884766,1992-02-10
51.93867111206055,1992-02-11
52.93749237060547,1992-02-12
52.68778991699219,1992-02-13
52.43808364868164,1992-02-14
51.93867111206055,1992-02-18
52.188358306884766,1992-02-19
52.43808364868164,1992-02-20
51.43925857543945,1992-02-21
50.440433502197266,1992-02-24
49.44161605834961,1992-02-25
51.688961029052734,1992-02-26
52.68778991699219,1992-02-27
51.93867111206055,1992-02-28
51.43925857543945,1992-03-02
50.69014358520508,1992-03-03
49.9410285949707,1992-03-04
49.44161605834961,1992-03-05
49.9410285949707,1992-03-06
49.19191360473633,1992-03-09
49.69132614135742,1992-03-10
49.69132614135742,1992-03-11
49.9410285949707,1992-03-12
49.9410285949707,1992-03-13
50.19073486328125,1992-03-16
50.440433502197266,1992-03-17
50.440433502197266,1992-03-18
49.9410285949707,1992-03-19
49.69132614135742,1992-03-20
49.19191360473633,1992-03-23
49.69132614135742,1992-03-24
49.69132614135742,1992-03-25
49.9410285949707,1992-03-26
49.44161605834961,1992-03-27
48.94220733642578,1992-03-30
49.60659408569336,1992-03-31
50.859291076660156,1992-04-01
50.35820388793945,1992-04-02
50.1076774597168,1992-04-03
50.35820388793945,1992-04-06
49.60659408569336,1992-04-07
48.10336685180664,1992-04-08
48.10336685180664,1992-04-09
48.854976654052734,1992-04-10
48.10336685180664,1992-04-13
48.35390853881836,1992-04-14
49.10551834106445,1992-04-15
49.10551834106445,1992-04-16
47.351749420166016,1992-04-20
46.09905242919922,1992-04-21
45.09690475463867,1992-04-22
42.84206008911133,1992-04-23
44.09475326538086,1992-04-24
45.59797668457031,1992-04-27
45.09690475463867,1992-04-28
44.84636688232422,1992-04-29
44.34529113769531,1992-04-30
44.09475326538086,1992-05-01
45.59797668457031,1992-05-04
45.09690475463867,1992-05-05
47.1012077331543,1992-05-06
47.85282897949219,1992-05-07
49.10551834106445,1992-05-08
49.35605239868164,1992-05-11
48.35390853881836,1992-05-12
47.602294921875,1992-05-13
47.602294921875,1992-05-14
47.602294921875,1992-05-15
47.602294921875,1992-05-18
46.60013198852539,1992-05-19
46.60013198852539,1992-05-20
45.84851837158203,1992-05-21
46.3495979309082,1992-05-22
45.84851837158203,1992-05-26
44.595821380615234,1992-05-27
44.84636688232422,1992-05-28
45.09690475463867,1992-05-29
45.34743881225586,1992-06-01
45.09690475463867,1992-06-02
45.59797668457031,1992-06-03
45.09690475463867,1992-06-04
46.09905242919922,1992-06-05
45.34743881225586,1992-06-08
41.58936309814453,1992-06-09
41.83990478515625,1992-06-10
42.34098815917969,1992-06-11
41.83990478515625,1992-06-12
40.83774948120117,1992-06-15
39.83559799194336,1992-06-16
39.33452606201172,1992-06-17
39.083980560302734,1992-06-18
39.58506393432617,1992-06-19
38.83344268798828,1992-06-22
39.58506393432617,1992-06-23
40.08613967895508,1992-06-24
40.08613967895508,1992-06-25
39.518524169921875,1992-06-26
40.52536392211914,1992-06-29
41.53219985961914,1992-06-30
43.294166564941406,1992-07-01
41.783912658691406,1992-07-02
43.0424690246582,1992-07-06
43.294166564941406,1992-07-07
41.28049087524414,1992-07-08
42.287330627441406,1992-07-09
42.287330627441406,1992-07-10
42.53904342651367,1992-07-13
43.0424690246582,1992-07-14
44.8044319152832,1992-07-15
43.5458869934082,1992-07-16
43.294166564941406,1992-07-17
41.783912658691406,1992-07-20
40.52536392211914,1992-07-21
38.259971618652344,1992-07-22
40.27365493774414,1992-07-23
39.26679992675781,1992-07-24
38.259971618652344,1992-07-27
38.76339340209961,1992-07-28
40.27365493774414,1992-07-29
41.28049087524414,1992-07-30
41.28049087524414,1992-07-31
42.035621643066406,1992-08-03
42.53904342651367,1992-08-04
43.0424690246582,1992-08-05
43.0424690246582,1992-08-06
44.0493049621582,1992-08-07
44.0493049621582,1992-08-10
43.0424690246582,1992-08-11
43.294166564941406,1992-08-12
45.30785369873047,1992-08-13
45.30785369873047,1992-08-14
45.5595703125,1992-08-17
45.5595703125,1992-08-18
45.811275482177734,1992-08-19
47.0698356628418,1992-08-20
45.811275482177734,1992-08-21
45.056156158447266,1992-08-24
44.8044319152832,1992-08-25
45.5595703125,1992-08-26
46.314697265625,1992-08-27
46.81812286376953,1992-08-28
45.5595703125,1992-08-31
47.57324981689453,1992-09-01
49.08351135253906,1992-09-02
47.82496643066406,1992-09-03
46.81812286376953,1992-09-04
46.566410064697266,1992-09-08
46.314697265625,1992-09-09
46.06298828125,1992-09-10
46.566410064697266,1992-09-11
48.0766716003418,1992-09-14
47.82496643066406,1992-09-15
47.57324981689453,1992-09-16
47.82496643066406,1992-09-17
47.82496643066406,1992-09-18
47.82496643066406,1992-09-21
47.321537017822266,1992-09-22
46.566410064697266,1992-09-23
46.314697265625,1992-09-24
42.035621643066406,1992-09-25
40.201271057128906,1992-09-28
39.94843292236328,1992-09-29
42.98249053955078,1992-09-30
43.23533630371094,1992-10-01
42.476810455322266,1992-10-02
41.212623596191406,1992-10-05
40.70695114135742,1992-10-06
40.4541130065918,1992-10-07
41.212623596191406,1992-10-08
39.94843292236328,1992-10-09
39.69560241699219,1992-10-12
39.69560241699219,1992-10-13
40.201271057128906,1992-10-14
40.201271057128906,1992-10-15
40.201271057128906,1992-10-16
40.4541130065918,1992-10-19
42.98249053955078,1992-10-20
42.98249053955078,1992-10-21
40.95979309082031,1992-10-22
40.201271057128906,1992-10-23
40.70695114135742,1992-10-26
39.94843292236328,1992-10-27
39.4427490234375,1992-10-28
39.4427490234375,1992-10-29
40.70695114135742,1992-10-30
40.4541130065918,1992-11-02
41.46546173095703,1992-11-03
41.212623596191406,1992-11-04
40.4541130065918,1992-11-05
41.97114181518555,1992-11-06
42.98249053955078,1992-11-09
44.49952697753906,1992-11-10
45.510868072509766,1992-11-11
46.269386291503906,1992-11-12
46.269386291503906,1992-11-13
46.01654815673828,1992-11-16
45.510868072509766,1992-11-17
46.52222442626953,1992-11-18
47.02790832519531,1992-11-19
48.03925704956055,1992-11-20
48.29209518432617,1992-11-23
48.03925704956055,1992-11-24
49.05060958862305,1992-11-25
48.29209518432617,1992-11-27
49.05060958862305,1992-11-30
49.05060958862305,1992-12-01
48.5449333190918,1992-12-02
49.303443908691406,1992-12-03
48.5449333190918,1992-12-04
49.05060958862305,1992-12-07
50.31480026245117,1992-12-08
50.06195831298828,1992-12-09
48.03925704956055,1992-12-10
48.03925704956055,1992-12-11
47.53357696533203,1992-12-14
46.775062561035156,1992-12-15
45.005191802978516,1992-12-16
45.25804138183594,1992-12-17
46.01654815673828,1992-12-18
33.627479553222656,1992-12-21
34.638832092285156,1992-12-22
34.638832092285156,1992-12-23
35.39735412597656,1992-12-24
34.89167022705078,1992-12-28
35.84368133544922,1992-12-29
36.09788131713867,1992-12-30
36.35210037231445,1992-12-31
35.84368133544922,1993-01-04
34.82682800292969,1993-01-05
34.31842041015625,1993-01-06
33.047367095947266,1993-01-07
33.047367095947266,1993-01-08
31.776308059692383,1993-01-11
30.505258560180664,1993-01-12
31.776308059692383,1993-01-13
32.793155670166016,1993-01-14
33.80999755859375,1993-01-15
34.82682800292969,1993-01-18
35.335262298583984,1993-01-19
34.82682800292969,1993-01-20
34.57262420654297,1993-01-21
34.82682800292969,1993-01-22
34.57262420654297,1993-01-25
34.57262420654297,1993-01-26
33.80999755859375,1993-01-27
33.5557861328125,1993-01-28
33.5557861328125,1993-01-29
34.82682800292969,1993-02-01
34.064208984375,1993-02-02
33.5557861328125,1993-02-03
33.5557861328125,1993-02-04
33.80999755859375,1993-02-05
33.047367095947266,1993-02-08
32.793155670166016,1993-02-09
33.047367095947266,1993-02-10
33.5557861328125,1993-02-11
33.301578521728516,1993-02-12
31.522096633911133,1993-02-16
31.522096633911133,1993-02-17
29.996835708618164,1993-02-18
28.72578239440918,1993-02-19
26.692100524902344,1993-02-22
29.234207153320312,1993-02-23
30.75947380065918,1993-02-24
30.505258560180664,1993-02-25
30.505258560180664,1993-02-26
30.505258560180664,1993-03-01
31.26789093017578,1993-03-02
31.26789093017578,1993-03-03
30.75947380065918,1993-03-04
30.25104522705078,1993-03-05
30.505258560180664,1993-03-08
31.26789093017578,1993-03-09
31.776308059692383,1993-03-10
32.793155670166016,1993-03-11
31.522096633911133,1993-03-12
31.776308059692383,1993-03-15
30.505258560180664,1993-03-16
30.25104522705078,1993-03-17
30.25104522705078,1993-03-18
30.505258560180664,1993-03-19
30.25104522705078,1993-03-22
31.013681411743164,1993-03-23
31.26789093017578,1993-03-24
31.26789093017578,1993-03-25
31.013681411743164,1993-03-26
32.53894805908203,1993-03-29
33.5557861328125,1993-03-30
35.02449417114258,1993-03-31
34.25754928588867,1993-04-01
33.746238708496094,1993-04-02
32.979278564453125,1993-04-05
34.25754928588867,1993-04-06
34.00189208984375,1993-04-07
34.25754928588867,1993-04-08
34.76884841918945,1993-04-12
35.280155181884766,1993-04-13
35.280155181884766,1993-04-14
34.76884841918945,1993-04-15
36.55842208862305,1993-04-16
36.55842208862305,1993-04-19
37.58103561401367,1993-04-20
38.092342376708984,1993-04-21
37.58103561401367,1993-04-22
36.81407165527344,1993-04-23
36.55842208862305,1993-04-26
36.302764892578125,1993-04-27
36.81407165527344,1993-04-28
36.81407165527344,1993-04-29
36.81407165527344,1993-04-30
37.58103561401367,1993-05-03
39.370609283447266,1993-05-04
39.114952087402344,1993-05-05
38.60365295410156,1993-05-06
38.85930633544922,1993-05-07
38.85930633544922,1993-05-10
38.60365295410156,1993-05-11
37.836692810058594,1993-05-12
37.325382232666016,1993-05-13
38.60365295410156,1993-05-14
38.60365295410156,1993-05-17
38.60365295410156,1993-05-18
37.58103561401367,1993-05-19
37.58103561401367,1993-05-20
36.55842208862305,1993-05-21
36.302764892578125,1993-05-24
36.81407165527344,1993-05-25
37.325382232666016,1993-05-26
36.047119140625,1993-05-27
36.55842208862305,1993-05-28
36.55842208862305,1993-06-01
35.53581619262695,1993-06-02
35.280155181884766,1993-06-03
35.280155181884766,1993-06-04
35.53581619262695,1993-06-07
36.047119140625,1993-06-08
35.280155181884766,1993-06-09
35.280155181884766,1993-06-10
35.791465759277344,1993-06-11
35.791465759277344,1993-06-14
35.53581619262695,1993-06-15
36.047119140625,1993-06-16
35.53581619262695,1993-06-17
36.55842208862305,1993-06-18
35.791465759277344,1993-06-21
36.55842208862305,1993-06-22
37.58103561401367,1993-06-23
37.58103561401367,1993-06-24
37.58103561401367,1993-06-25
37.069732666015625,1993-06-28
37.004188537597656,1993-06-29
37.77511215209961,1993-06-30
37.51813888549805,1993-07-01
37.004188537597656,1993-07-02
36.74721908569336,1993-07-06
36.49024200439453,1993-07-07
36.74721908569336,1993-07-08
36.74721908569336,1993-07-09
36.49024200439453,1993-07-12
37.26116943359375,1993-07-13
36.74721908569336,1993-07-14
36.74721908569336,1993-07-15
36.49024200439453,1993-07-16
36.233272552490234,1993-07-19
36.233272552490234,1993-07-20
35.20536804199219,1993-07-21
35.20536804199219,1993-07-22
34.94839859008789,1993-07-23
34.94839859008789,1993-07-26
34.94839859008789,1993-07-27
34.43446350097656,1993-07-28
34.69143295288086,1993-07-29
34.94839859008789,1993-07-30
35.46234893798828,1993-08-02
34.94839859008789,1993-08-03
35.46234893798828,1993-08-04
35.46234893798828,1993-08-05
35.20536804199219,1993-08-06
34.43446350097656,1993-08-09
34.43446350097656,1993-08-10
35.20536804199219,1993-08-11
34.94839859008789,1993-08-12
33.92051315307617,1993-08-13
33.92051315307617,1993-08-16
33.663536071777344,1993-08-17
34.177486419677734,1993-08-18
34.69143295288086,1993-08-19
34.43446350097656,1993-08-20
34.43446350097656,1993-08-23
34.94839859008789,1993-08-24
34.43446350097656,1993-08-25
34.177486419677734,1993-08-26
33.663536071777344,1993-08-27
34.177486419677734,1993-08-30
33.663536071777344,1993-08-31
34.177486419677734,1993-09-01
34.177486419677734,1993-09-02
34.177486419677734,1993-09-03
33.40656661987305,1993-09-07
33.92051315307617,1993-09-08
33.40656661987305,1993-09-09
34.177486419677734,1993-09-10
34.43446350097656,1993-09-13
34.43446350097656,1993-09-14
34.177486419677734,1993-09-15
34.94839859008789,1993-09-16
34.94839859008789,1993-09-17
31.09380340576172,1993-09-20
30.836828231811523,1993-09-21
32.12168884277344,1993-09-22
32.378665924072266,1993-09-23
32.378665924072266,1993-09-24
32.12168884277344,1993-09-27
31.864715576171875,1993-09-28
32.057308197021484,1993-09-29
31.54026222229004,1993-09-30
31.798786163330078,1993-10-01
31.54026222229004,1993-10-04
32.057308197021484,1993-10-05
32.057308197021484,1993-10-06
32.057308197021484,1993-10-07
32.315834045410156,1993-10-08
32.057308197021484,1993-10-11
32.057308197021484,1993-10-12
32.83289337158203,1993-10-13
33.091426849365234,1993-10-14
33.091426849365234,1993-10-15
33.091426849365234,1993-10-18
32.315834045410156,1993-10-19
32.315834045410156,1993-10-20
32.83289337158203,1993-10-21
32.574363708496094,1993-10-22
32.057308197021484,1993-10-25
27.14530372619629,1993-10-26
28.179410934448242,1993-10-27
28.437938690185547,1993-10-28
28.179410934448242,1993-10-29
27.920886993408203,1993-11-01
27.662357330322266,1993-11-02
27.403833389282227,1993-11-03
26.369726181030273,1993-11-04
26.11119842529297,1993-11-05
27.14530372619629,1993-11-08
26.886775970458984,1993-11-09
26.886775970458984,1993-11-10
27.662357330322266,1993-11-11
29.472047805786133,1993-11-12
28.696468353271484,1993-11-15
28.696468353271484,1993-11-16
27.920886993408203,1993-11-17
27.662357330322266,1993-11-18
27.403833389282227,1993-11-19
26.369726181030273,1993-11-22
27.14530372619629,1993-11-23
26.886775970458984,1993-11-24
26.628250122070312,1993-11-26
26.369726181030273,1993-11-29
25.85267448425293,1993-11-30
26.11119842529297,1993-12-01
26.11119842529297,1993-12-02
26.11119842529297,1993-12-03
