LHX,Date
3.074512004852295,1982-10-22
2.8930654525756836,1982-10-25
2.8930654525756836,1982-10-26
2.9031450748443604,1982-10-27
2.822502613067627,1982-10-28
2.8426623344421387,1982-10-29
2.9031450748443604,1982-11-01
3.0241105556488037,1982-11-02
3.145073652267456,1982-11-03
3.134993076324463,1982-11-04
3.145073652267456,1982-11-05
3.04426908493042,1982-11-08
3.124913215637207,1982-11-09
3.104752779006958,1982-11-10
3.064429759979248,1982-11-11
3.0140295028686523,1982-11-12
2.8930654525756836,1982-11-15
2.862823724746704,1982-11-16
2.9233062267303467,1982-11-17
2.9737067222595215,1982-11-18
3.1233885288238525,1982-11-19
3.0422608852386475,1982-11-22
2.99155592918396,1982-11-23
2.950991153717041,1982-11-24
2.859722852706909,1982-11-26
2.8495841026306152,1982-11-29
3.0219779014587402,1982-11-30
2.961132526397705,1982-12-01
2.961132526397705,1982-12-02
3.0422608852386475,1982-12-03
2.9814138412475586,1982-12-06
2.99155592918396,1982-12-07
3.052400588989258,1982-12-08
2.950991153717041,1982-12-09
3.0219779014587402,1982-12-10
3.0625410079956055,1982-12-13
3.082821846008301,1982-12-14
3.001697540283203,1982-12-15
2.9408528804779053,1982-12-16
3.1233885288238525,1982-12-17
3.1436691284179688,1982-12-20
3.1132469177246094,1982-12-21
3.1031055450439453,1982-12-22
3.133526563644409,1982-12-23
3.1031055450439453,1982-12-27
3.0726840496063232,1982-12-28
3.0219779014587402,1982-12-29
3.0219779014587402,1982-12-30
3.001697540283203,1982-12-31
2.920569896697998,1983-01-03
2.9814138412475586,1983-01-04
2.9814138412475586,1983-01-05
3.1031055450439453,1983-01-06
3.0929653644561768,1983-01-07
3.2552177906036377,1983-01-10
3.3262038230895996,1983-01-11
3.336345911026001,1983-01-12
3.285640239715576,1983-01-13
3.2552177906036377,1983-01-14
3.295781373977661,1983-01-17
3.2755002975463867,1983-01-18
3.163950204849243,1983-01-19
3.184232234954834,1983-01-20
3.1031055450439453,1983-01-21
2.9814138412475586,1983-01-24
3.032120704650879,1983-01-25
3.0726840496063232,1983-01-26
3.153808832168579,1983-01-27
3.234938144683838,1983-01-28
3.2755002975463867,1983-01-31
3.316063165664673,1983-02-01
3.316063165664673,1983-02-02
3.3262038230895996,1983-02-03
3.5898661613464355,1983-02-04
3.5188803672790527,1983-02-07
3.6000077724456787,1983-02-08
3.508742094039917,1983-02-09
3.6202914714813232,1983-02-10
3.6912753582000732,1983-02-11
3.731839418411255,1983-02-14
3.873810291290283,1983-02-15
3.873810291290283,1983-02-16
3.9346563816070557,1983-02-17
4.046206474304199,1983-02-18
4.046206474304199,1983-02-22
4.137473106384277,1983-02-23
4.117190361022949,1983-02-24
4.015783309936523,1983-02-25
3.944797992706299,1983-02-28
3.9346563816070557,1983-03-01
3.932213306427002,1983-03-02
4.013710021972656,1983-03-03
3.9831440448760986,1983-03-04
3.830341100692749,1983-03-07
3.72847056388855,1983-03-08
3.7386598587036133,1983-03-09
3.72847056388855,1983-03-10
3.677534341812134,1983-03-11
3.616412401199341,1983-03-14
3.616412401199341,1983-03-15
3.606224536895752,1983-03-16
3.7080957889556885,1983-03-17
3.7692182064056396,1983-03-18
3.748844623565674,1983-03-21
3.6979076862335205,1983-03-22
3.72847056388855,1983-03-23
3.7794086933135986,1983-03-24
3.7997794151306152,1983-03-25
3.748844623565674,1983-03-28
3.6367881298065186,1983-03-29
3.72847056388855,1983-03-30
3.6979076862335205,1983-03-31
3.677534341812134,1983-04-04
3.53491473197937,1983-04-05
3.4330456256866455,1983-04-06
3.4228570461273193,1983-04-07
3.3821115493774414,1983-04-08
3.4941678047180176,1983-04-11
3.5756630897521973,1983-04-12
3.5552895069122314,1983-04-13
3.53491473197937,1983-04-14
3.5756630897521973,1983-04-15
3.626598358154297,1983-04-18
3.5654759407043457,1983-04-19
3.4228570461273193,1983-04-20
3.585852861404419,1983-04-21
3.4941678047180176,1983-04-22
3.4024839401245117,1983-04-25
3.483981132507324,1983-04-26
3.4534196853637695,1983-04-27
3.483981132507324,1983-04-28
3.483981132507324,1983-04-29
3.392296552658081,1983-05-02
3.351548433303833,1983-05-03
3.4534196853637695,1983-05-04
3.545100688934326,1983-05-05
3.606224536895752,1983-05-06
3.748844623565674,1983-05-09
3.7182846069335938,1983-05-10
3.606224536895752,1983-05-11
3.616412401199341,1983-05-12
3.616412401199341,1983-05-13
3.514543294906616,1983-05-16
3.4941678047180176,1983-05-17
3.5247304439544678,1983-05-18
3.483981132507324,1983-05-19
3.4941678047180176,1983-05-20
3.53491473197937,1983-05-23
3.5654759407043457,1983-05-24
3.626598358154297,1983-05-25
3.545100688934326,1983-05-26
3.585852861404419,1983-05-27
3.53491473197937,1983-05-31
3.5552895069122314,1983-06-01
3.5937869548797607,1983-06-02
3.6142642498016357,1983-06-03
3.6449780464172363,1983-06-06
3.5937869548797607,1983-06-07
3.5118789672851562,1983-06-08
3.491399049758911,1983-06-09
3.5835483074188232,1983-06-10
3.6449780464172363,1983-06-13
3.6245028972625732,1983-06-14
3.5630698204040527,1983-06-15
3.5733120441436768,1983-06-16
3.5425941944122314,1983-06-17
3.522115468978882,1983-06-20
3.491399049758911,1983-06-21
3.491399049758911,1983-06-22
3.6040289402008057,1983-06-23
3.6552202701568604,1983-06-24
3.6245028972625732,1983-06-27
3.5630698204040527,1983-06-28
3.6142642498016357,1983-06-29
3.7883241176605225,1983-06-30
3.819040536880493,1983-07-01
3.757608652114868,1983-07-05
3.808799982070923,1983-07-06
3.7883241176605225,1983-07-07
3.7780845165252686,1983-07-08
3.8292765617370605,1983-07-11
3.706413984298706,1983-07-12
3.726893663406372,1983-07-13
3.726893663406372,1983-07-14
3.726893663406372,1983-07-15
3.757608652114868,1983-07-18
3.7883241176605225,1983-07-19
3.8907089233398438,1983-07-20
3.972620725631714,1983-07-21
3.6449780464172363,1983-07-22
3.5835483074188232,1983-07-25
3.5733120441436768,1983-07-26
3.5835483074188232,1983-07-27
3.3787765502929688,1983-07-28
3.2661499977111816,1983-07-29
3.2559101581573486,1983-08-01
3.2149550914764404,1983-08-02
3.286625385284424,1983-08-03
3.194478750228882,1983-08-04
3.1432831287384033,1983-08-05
3.081850528717041,1983-08-08
3.040898323059082,1983-08-09
3.081850528717041,1983-08-10
3.0716121196746826,1983-08-11
3.0101816654205322,1983-08-12
3.051135778427124,1983-08-15
3.0716121196746826,1983-08-16
3.0716121196746826,1983-08-17
3.051135778427124,1983-08-18
2.9999406337738037,1983-08-19
3.0101816654205322,1983-08-22
2.9897027015686035,1983-08-23
2.90779447555542,1983-08-24
2.8873157501220703,1983-08-25
2.9692258834838867,1983-08-26
2.9282710552215576,1983-08-29
2.95670485496521,1983-08-30
2.9464030265808105,1983-08-31
2.9464030265808105,1983-09-01
2.987611770629883,1983-09-02
3.0391197204589844,1983-09-06
3.0494225025177,1983-09-07
2.9773104190826416,1983-09-08
2.9464030265808105,1983-09-09
2.9464030265808105,1983-09-12
2.9670064449310303,1983-09-13
3.028818368911743,1983-09-14
2.987611770629883,1983-09-15
3.0185177326202393,1983-09-16
3.080329656600952,1983-09-19
3.080329656600952,1983-09-20
3.0700278282165527,1983-09-21
3.142141819000244,1983-09-22
3.1318414211273193,1983-09-23
3.2554666996002197,1983-09-26
3.2039566040039062,1983-09-27
3.193652868270874,1983-09-28
3.183352470397949,1983-09-29
3.0700278282165527,1983-09-30
3.0494225025177,1983-10-03
3.0906310081481934,1983-10-04
3.1112356185913086,1983-10-05
3.183352470397949,1983-10-06
3.173049211502075,1983-10-07
3.173049211502075,1983-10-10
3.183352470397949,1983-10-11
3.121537208557129,1983-10-12
3.1009325981140137,1983-10-13
3.080329656600952,1983-10-14
3.1318414211273193,1983-10-17
3.1112356185913086,1983-10-18
3.028818368911743,1983-10-19
3.0391197204589844,1983-10-20
2.997913122177124,1983-10-21
2.9773104190826416,1983-10-24
2.9773104190826416,1983-10-25
2.9773104190826416,1983-10-26
2.987611770629883,1983-10-27
2.894892692565918,1983-10-28
2.833078622817993,1983-10-31
2.771265745162964,1983-11-01
2.863985538482666,1983-11-02
2.884589195251465,1983-11-03
2.9051949977874756,1983-11-04
2.936100959777832,1983-11-07
2.9464030265808105,1983-11-08
3.028818368911743,1983-11-09
3.028818368911743,1983-11-10
3.0494225025177,1983-11-11
3.1318414211273193,1983-11-14
3.1112356185913086,1983-11-15
3.1318414211273193,1983-11-16
3.173049211502075,1983-11-17
3.19128680229187,1983-11-18
3.1705615520477295,1983-11-21
3.222368001937866,1983-11-22
3.2120068073272705,1983-11-23
3.232731580734253,1983-11-25
3.243091583251953,1983-11-28
3.2845375537872314,1983-11-29
3.37778902053833,1983-11-30
3.388150453567505,1983-12-01
3.336344003677368,1983-12-02
3.3259830474853516,1983-12-05
3.2948973178863525,1983-12-06
3.2948973178863525,1983-12-07
3.232731580734253,1983-12-08
3.2534539699554443,1983-12-09
3.2948973178863525,1983-12-12
3.3467042446136475,1983-12-13
3.2741756439208984,1983-12-14
3.1705615520477295,1983-12-15
3.2638163566589355,1983-12-16
3.2741756439208984,1983-12-19
3.3052611351013184,1983-12-20
3.336344003677368,1983-12-21
3.388150453567505,1983-12-22
3.408871650695801,1983-12-23
3.398512125015259,1983-12-27
3.37778902053833,1983-12-28
3.3467042446136475,1983-12-29
3.3259830474853516,1983-12-30
3.2638163566589355,1984-01-03
3.367427349090576,1984-01-04
3.388150453567505,1984-01-05
3.398512125015259,1984-01-06
3.388150453567505,1984-01-09
3.3467042446136475,1984-01-10
3.2741756439208984,1984-01-11
3.2948973178863525,1984-01-12
3.3467042446136475,1984-01-13
3.3467042446136475,1984-01-16
3.522846221923828,1984-01-17
3.471041440963745,1984-01-18
3.481402635574341,1984-01-19
3.481402635574341,1984-01-20
3.4606778621673584,1984-01-23
3.408871650695801,1984-01-24
3.419236421585083,1984-01-25
3.408871650695801,1984-01-26
3.2948973178863525,1984-01-27
3.232731580734253,1984-01-30
3.19128680229187,1984-01-31
3.2120068073272705,1984-02-01
3.201647996902466,1984-02-02
3.201647996902466,1984-02-03
3.0669500827789307,1984-02-06
3.0669500827789307,1984-02-07
2.911529541015625,1984-02-08
2.8597233295440674,1984-02-09
2.952975273132324,1984-02-10
2.932252883911133,1984-02-13
2.9840593338012695,1984-02-14
2.942613124847412,1984-02-15
2.9736971855163574,1984-02-16
2.9736971855163574,1984-02-17
2.9840593338012695,1984-02-21
2.8804450035095215,1984-02-22
2.8597233295440674,1984-02-23
2.7353875637054443,1984-02-24
2.6524970531463623,1984-02-27
2.5592453479766846,1984-02-28
2.4523842334747314,1984-02-29
2.400205612182617,1984-03-01
2.494126319885254,1984-03-02
2.483691930770874,1984-03-05
2.4732553958892822,1984-03-06
2.4315125942230225,1984-03-07
2.4732553958892822,1984-03-08
2.4732553958892822,1984-03-09
2.4732553958892822,1984-03-12
2.4732553958892822,1984-03-13
2.4523842334747314,1984-03-14
2.4628190994262695,1984-03-15
2.4628190994262695,1984-03-16
2.4628190994262695,1984-03-19
2.4732553958892822,1984-03-20
2.4315125942230225,1984-03-21
2.3375916481018066,1984-03-22
2.3688979148864746,1984-03-23
2.400205612182617,1984-03-26
2.410640239715576,1984-03-27
2.5149970054626465,1984-03-28
2.5149970054626465,1984-03-29
2.588047504425049,1984-03-30
2.6089189052581787,1984-04-02
2.53586745262146,1984-04-03
2.494126319885254,1984-04-04
2.421077013015747,1984-04-05
2.483691930770874,1984-04-06
2.4628190994262695,1984-04-09
2.483691930770874,1984-04-10
2.4419476985931396,1984-04-11
2.5254335403442383,1984-04-12
2.5776119232177734,1984-04-13
2.556741237640381,1984-04-16
2.5671756267547607,1984-04-17
2.5671756267547607,1984-04-18
2.556741237640381,1984-04-19
2.5776119232177734,1984-04-23
2.640225648880005,1984-04-24
2.640225648880005,1984-04-25
2.650660991668701,1984-04-26
2.71327543258667,1984-04-27
2.6715314388275146,1984-04-30
2.6819682121276855,1984-05-01
2.6819682121276855,1984-05-02
2.640225648880005,1984-05-03
2.6193552017211914,1984-05-04
2.6089189052581787,1984-05-07
2.629791021347046,1984-05-08
2.640225648880005,1984-05-09
2.6089189052581787,1984-05-10
2.5776119232177734,1984-05-11
2.556741237640381,1984-05-14
2.556741237640381,1984-05-15
2.556741237640381,1984-05-16
2.5254335403442383,1984-05-17
2.494126319885254,1984-05-18
2.483691930770874,1984-05-21
2.421077013015747,1984-05-22
2.3167195320129395,1984-05-23
2.3271560668945312,1984-05-24
2.295849323272705,1984-05-25
2.2854127883911133,1984-05-29
2.3167195320129395,1984-05-30
2.356271982192993,1984-05-31
2.3247153759002686,1984-06-01
2.356271982192993,1984-06-04
2.3247153759002686,1984-06-05
2.356271982192993,1984-06-06
2.3247153759002686,1984-06-07
2.3247153759002686,1984-06-08
2.3141958713531494,1984-06-11
2.2615997791290283,1984-06-12
2.2615997791290283,1984-06-13
2.2405622005462646,1984-06-14
2.17744779586792,1984-06-15
2.1879665851593018,1984-06-18
2.145890235900879,1984-06-19
2.1669278144836426,1984-06-20
2.124851942062378,1984-06-21
2.1669278144836426,1984-06-22
2.209005117416382,1984-06-25
2.209005117416382,1984-06-26
2.1984856128692627,1984-06-27
2.145890235900879,1984-06-28
2.114332437515259,1984-06-29
2.114332437515259,1984-07-02
2.145890235900879,1984-07-03
2.124851942062378,1984-07-05
2.103813886642456,1984-07-06
2.0722572803497314,1984-07-09
2.0406992435455322,1984-07-10
1.9460277557373047,1984-07-11
1.9986231327056885,1984-07-12
1.9670655727386475,1984-07-13
1.977583646774292,1984-07-16
2.0406992435455322,1984-07-17
2.124851942062378,1984-07-18
2.1879665851593018,1984-07-19
2.114332437515259,1984-07-20
1.977583646774292,1984-07-23
1.9565469026565552,1984-07-24
2.093295097351074,1984-07-25
2.103813886642456,1984-07-26
2.2510805130004883,1984-07-27
2.1984856128692627,1984-07-30
2.114332437515259,1984-07-31
2.2195231914520264,1984-08-01
2.2405622005462646,1984-08-02
2.366790294647217,1984-08-03
2.4719839096069336,1984-08-06
2.5035390853881836,1984-08-07
2.524576425552368,1984-08-08
2.5561318397521973,1984-08-09
2.6192493438720703,1984-08-10
2.6297669410705566,1984-08-13
2.545614719390869,1984-08-14
2.524576425552368,1984-08-15
2.4614620208740234,1984-08-16
2.4614620208740234,1984-08-17
2.4614620208740234,1984-08-20
2.535094738006592,1984-08-21
2.5771729946136475,1984-08-22
2.598210096359253,1984-08-23
2.5771729946136475,1984-08-24
2.587691068649292,1984-08-27
2.6087288856506348,1984-08-28
2.5955934524536133,1984-08-29
2.5849978923797607,1984-08-30
2.574402332305908,1984-08-31
2.5108377933502197,1984-09-04
2.5108377933502197,1984-09-05
2.553215265274048,1984-09-06
2.5849978923797607,1984-09-07
2.542621374130249,1984-09-10
2.45786714553833,1984-09-11
2.4790565967559814,1984-09-12
2.2671711444854736,1984-09-13
2.298952341079712,1984-09-14
2.320140838623047,1984-09-17
2.3837077617645264,1984-09-18
2.3307366371154785,1984-09-19
2.3519229888916016,1984-09-20
2.3307366371154785,1984-09-21
2.3307366371154785,1984-09-24
2.3307366371154785,1984-09-25
2.320140838623047,1984-09-26
2.2883589267730713,1984-09-27
2.2671711444854736,1984-09-28
2.2565765380859375,1984-10-01
2.2353875637054443,1984-10-02
2.2247936725616455,1984-10-03
2.2036046981811523,1984-10-04
2.2353875637054443,1984-10-05
2.2247936725616455,1984-10-08
2.2036046981811523,1984-10-09
2.1718220710754395,1984-10-10
2.2247936725616455,1984-10-11
2.2247936725616455,1984-10-12
2.2353875637054443,1984-10-15
2.2141990661621094,1984-10-16
2.2036046981811523,1984-10-17
2.2141990661621094,1984-10-18
2.298952341079712,1984-10-19
2.2883589267730713,1984-10-22
2.2247936725616455,1984-10-23
2.2565765380859375,1984-10-24
2.277764320373535,1984-10-25
2.2883589267730713,1984-10-26
2.245981454849243,1984-10-29
2.2353875637054443,1984-10-30
2.1824169158935547,1984-10-31
2.1824169158935547,1984-11-01
2.193011522293091,1984-11-02
2.193011522293091,1984-11-05
2.2353875637054443,1984-11-06
2.2036046981811523,1984-11-07
2.2671711444854736,1984-11-08
2.320140838623047,1984-11-09
2.320140838623047,1984-11-12
2.277764320373535,1984-11-13
2.277764320373535,1984-11-14
2.3519229888916016,1984-11-15
2.456150531768799,1984-11-16
2.4347927570343018,1984-11-19
2.4347927570343018,1984-11-20
2.4988667964935303,1984-11-21
2.5949759483337402,1984-11-23
2.5202231407165527,1984-11-26
2.5202231407165527,1984-11-27
2.5095458030700684,1984-11-28
2.5095458030700684,1984-11-29
2.466827869415283,1984-11-30
2.4347927570343018,1984-12-03
2.4134361743927,1984-12-04
2.402756929397583,1984-12-05
2.349363088607788,1984-12-06
2.3066465854644775,1984-12-07
2.2746095657348633,1984-12-10
2.295966863632202,1984-12-11
2.3600401878356934,1984-12-12
2.328003406524658,1984-12-13
2.349363088607788,1984-12-14
2.3066465854644775,1984-12-17
2.392076253890991,1984-12-18
2.392076253890991,1984-12-19
2.3813986778259277,1984-12-20
2.2852890491485596,1984-12-21
2.3813986778259277,1984-12-24
2.392076253890991,1984-12-26
2.3813986778259277,1984-12-27
2.349363088607788,1984-12-28
2.3173234462738037,1984-12-31
2.3173234462738037,1985-01-02
2.3173234462738037,1985-01-03
2.2852890491485596,1985-01-04
2.295966863632202,1985-01-07
2.3707187175750732,1985-01-08
2.3707187175750732,1985-01-09
2.445472478866577,1985-01-10
2.456150531768799,1985-01-11
2.5202231407165527,1985-01-14
2.5095458030700684,1985-01-15
2.530902862548828,1985-01-16
2.54158353805542,1985-01-17
2.659050464630127,1985-01-18
2.691087245941162,1985-01-21
2.6483705043792725,1985-01-22
2.691087245941162,1985-01-23
2.573618173599243,1985-01-24
2.6483705043792725,1985-01-25
2.691087245941162,1985-01-28
2.691087245941162,1985-01-29
2.7658400535583496,1985-01-30
2.7551610469818115,1985-01-31
2.7551610469818115,1985-02-01
2.8405909538269043,1985-02-04
2.8405909538269043,1985-02-05
2.9046647548675537,1985-02-06
2.9580607414245605,1985-02-07
2.8619496822357178,1985-02-08
2.8512706756591797,1985-02-11
2.872628927230835,1985-02-12
2.9046647548675537,1985-02-13
2.8833067417144775,1985-02-14
2.8405909538269043,1985-02-15
2.82991361618042,1985-02-19
2.7871975898742676,1985-02-20
2.659050464630127,1985-02-21
2.616334915161133,1985-02-22
2.573618173599243,1985-02-25
2.5949759483337402,1985-02-26
2.656935691833496,1985-02-27
2.624664545059204,1985-02-28
2.7107207775115967,1985-03-01
2.689206123352051,1985-03-04
2.6676909923553467,1985-03-05
2.624664545059204,1985-03-06
2.570880651473999,1985-03-07
2.5493671894073486,1985-03-08
2.5493671894073486,1985-03-11
2.5386106967926025,1985-03-12
2.431042432785034,1985-03-13
2.4525563716888428,1985-03-14
2.4848251342773438,1985-03-15
2.388015031814575,1985-03-18
2.4955835342407227,1985-03-19
2.4525563716888428,1985-03-20
2.409529447555542,1985-03-21
2.388015031814575,1985-03-22
2.366502046585083,1985-03-25
2.366502046585083,1985-03-26
2.409529447555542,1985-03-27
2.409529447555542,1985-03-28
2.431042432785034,1985-03-29
2.431042432785034,1985-04-01
2.344987392425537,1985-04-02
2.344987392425537,1985-04-03
2.366502046585083,1985-04-04
2.3234734535217285,1985-04-08
2.388015031814575,1985-04-09
2.344987392425537,1985-04-10
2.3127171993255615,1985-04-11
2.3019607067108154,1985-04-12
2.2374203205108643,1985-04-15
2.2912044525146484,1985-04-16
2.2696914672851562,1985-04-17
2.2804465293884277,1985-04-18
2.2266640663146973,1985-04-19
2.194392442703247,1985-04-22
2.162121534347534,1985-04-23
2.172879695892334,1985-04-24
2.2374203205108643,1985-04-25
2.2374203205108643,1985-04-26
2.2374203205108643,1985-04-29
2.194392442703247,1985-04-30
2.162121534347534,1985-05-01
2.2266640663146973,1985-05-02
2.2696914672851562,1985-05-03
2.2481768131256104,1985-05-06
2.2589340209960938,1985-05-07
2.344987392425537,1985-05-08
2.409529447555542,1985-05-09
2.431042432785034,1985-05-10
2.409529447555542,1985-05-13
2.3234734535217285,1985-05-14
2.3234734535217285,1985-05-15
2.3019607067108154,1985-05-16
2.3234734535217285,1985-05-17
2.398773431777954,1985-05-20
2.409529447555542,1985-05-21
2.3557446002960205,1985-05-22
2.3557446002960205,1985-05-23
2.3557446002960205,1985-05-24
2.344987392425537,1985-05-28
2.3127171993255615,1985-05-29
2.3318049907684326,1985-05-30
2.3643429279327393,1985-05-31
2.310115337371826,1985-06-03
2.3318049907684326,1985-06-04
2.245042324066162,1985-06-05
2.2558867931365967,1985-06-06
2.320960521697998,1985-06-07
2.3860342502593994,1985-06-10
2.375188112258911,1985-06-11
2.2992684841156006,1985-06-12
2.277578115463257,1985-06-13
2.288424491882324,1985-06-14
2.2667322158813477,1985-06-17
2.310115337371826,1985-06-18
2.2341957092285156,1985-06-19
2.2558867931365967,1985-06-20
2.3860342502593994,1985-06-21
2.3426504135131836,1985-06-24
2.3968799114227295,1985-06-25
2.440263032913208,1985-06-26
2.440263032913208,1985-06-27
2.46195387840271,1985-06-28
2.429415702819824,1985-07-01
2.3968799114227295,1985-07-02
2.407724380493164,1985-07-03
2.46195387840271,1985-07-05
2.440263032913208,1985-07-08
2.429415702819824,1985-07-09
2.4185712337493896,1985-07-10
2.4185712337493896,1985-07-11
2.429415702819824,1985-07-12
2.4185712337493896,1985-07-15
2.5053346157073975,1985-07-16
2.516181468963623,1985-07-17
2.5270276069641113,1985-07-18
