SNA,Date
3.397772789001465,1973-08-16
3.4434821605682373,1973-08-17
3.4434821605682373,1973-08-20
3.41300892829895,1973-08-21
3.41300892829895,1973-08-22
3.41300892829895,1973-08-23
3.41300892829895,1973-08-24
3.5653769969940186,1973-08-27
3.5653769969940186,1973-08-28
3.5501389503479004,1973-08-29
3.5349037647247314,1973-08-30
3.580610513687134,1973-08-31
3.5653769969940186,1973-09-04
3.5501389503479004,1973-09-05
3.519665241241455,1973-09-06
3.5349037647247314,1973-09-07
3.5349037647247314,1973-09-10
3.5044286251068115,1973-09-11
3.4739556312561035,1973-09-12
3.519665241241455,1973-09-13
3.5349037647247314,1973-09-14
3.519665241241455,1973-09-17
3.5044286251068115,1973-09-18
3.5501389503479004,1973-09-19
3.656796455383301,1973-09-20
3.870110034942627,1973-09-21
3.854870557785034,1973-09-24
3.7786872386932373,1973-09-25
3.8243987560272217,1973-09-26
3.809163808822632,1973-09-27
3.793924331665039,1973-09-28
3.717740774154663,1973-10-01
3.717740774154663,1973-10-02
3.717740774154663,1973-10-03
3.6110849380493164,1973-10-04
3.656796455383301,1973-10-05
3.656796455383301,1973-10-08
3.656796455383301,1973-10-09
3.5958495140075684,1973-10-10
3.6872682571411133,1973-10-11
3.809163808822632,1973-10-12
3.7025039196014404,1973-10-15
3.7329769134521484,1973-10-16
3.717740774154663,1973-10-17
3.6872682571411133,1973-10-18
3.717740774154663,1973-10-19
3.7025039196014404,1973-10-22
3.656796455383301,1973-10-23
3.6415584087371826,1973-10-24
3.656796455383301,1973-10-25
3.6415584087371826,1973-10-26
3.580610513687134,1973-10-29
3.580610513687134,1973-10-30
3.5653769969940186,1973-10-31
3.5653769969940186,1973-11-01
3.5349037647247314,1973-11-02
3.5044286251068115,1973-11-05
3.41300892829895,1973-11-06
3.41300892829895,1973-11-07
3.4587185382843018,1973-11-08
3.41300892829895,1973-11-09
3.3672971725463867,1973-11-12
3.291114568710327,1973-11-13
3.24540638923645,1973-11-14
3.2606422901153564,1973-11-15
3.3215887546539307,1973-11-16
3.291114568710327,1973-11-19
3.2758796215057373,1973-11-20
3.352062463760376,1973-11-21
3.336827278137207,1973-11-23
3.07780122756958,1973-11-26
2.773070812225342,1973-11-27
2.7425966262817383,1973-11-28
2.6816508769989014,1973-11-29
2.590230703353882,1973-11-30
2.27026104927063,1973-12-03
2.3769161701202393,1973-12-04
2.4531006813049316,1973-12-05
2.6207032203674316,1973-12-06
2.7425966262817383,1973-12-07
2.8949625492095947,1973-12-10
2.78830623626709,1973-12-11
2.7425966262817383,1973-12-12
2.712124824523926,1973-12-13
2.8949625492095947,1973-12-14
2.8949625492095947,1973-12-17
2.9254376888275146,1973-12-18
2.773070812225342,1973-12-19
2.712124824523926,1973-12-20
2.7425966262817383,1973-12-21
2.696885585784912,1973-12-24
2.7425966262817383,1973-12-26
2.7425966262817383,1973-12-27
2.7578327655792236,1973-12-28
2.864490509033203,1973-12-31
2.879725933074951,1974-01-02
2.818779706954956,1974-01-03
2.773070812225342,1974-01-04
2.635939836502075,1974-01-07
2.4988086223602295,1974-01-08
2.4988086223602295,1974-01-09
2.392153263092041,1974-01-10
2.4378623962402344,1974-01-11
2.4226269721984863,1974-01-14
2.3464443683624268,1974-01-15
2.3769161701202393,1974-01-16
2.4988086223602295,1974-01-17
2.5445199012756348,1974-01-18
2.590230703353882,1974-01-21
2.6511778831481934,1974-01-22
2.6207032203674316,1974-01-23
2.6207032203674316,1974-01-24
2.6664137840270996,1974-01-25
2.635939836502075,1974-01-28
2.6207032203674316,1974-01-29
2.6207032203674316,1974-01-30
2.635939836502075,1974-01-31
2.635939836502075,1974-02-01
2.55975604057312,1974-02-04
2.55975604057312,1974-02-05
2.55975604057312,1974-02-06
2.55975604057312,1974-02-07
2.483574867248535,1974-02-08
2.331207752227783,1974-02-11
2.361680269241333,1974-02-12
2.331207752227783,1974-02-13
2.3464443683624268,1974-02-14
2.4531006813049316,1974-02-15
2.468336820602417,1974-02-19
2.514047145843506,1974-02-20
2.55975604057312,1974-02-21
2.483574867248535,1974-02-22
2.3464443683624268,1974-02-25
2.361680269241333,1974-02-26
2.4226269721984863,1974-02-27
2.514047145843506,1974-02-28
2.4378623962402344,1974-03-01
2.4073894023895264,1974-03-04
2.514047145843506,1974-03-05
2.5292844772338867,1974-03-06
2.5292844772338867,1974-03-07
2.6054677963256836,1974-03-08
2.6816508769989014,1974-03-11
2.635939836502075,1974-03-12
2.6054677963256836,1974-03-13
2.55975604057312,1974-03-14
2.590230703353882,1974-03-15
2.5292844772338867,1974-03-18
2.4378623962402344,1974-03-19
2.4378623962402344,1974-03-20
2.3769161701202393,1974-03-21
2.392153263092041,1974-03-22
2.300734281539917,1974-03-25
2.27026104927063,1974-03-26
2.2397873401641846,1974-03-27
2.224550724029541,1974-03-28
2.194077730178833,1974-03-29
2.20931339263916,1974-04-01
2.178840398788452,1974-04-02
2.1331307888031006,1974-04-03
2.1026570796966553,1974-04-04
2.1178934574127197,1974-04-05
2.1178934574127197,1974-04-08
2.178840398788452,1974-04-09
2.224550724029541,1974-04-10
2.2550249099731445,1974-04-11
2.285496950149536,1974-04-15
2.3769161701202393,1974-04-16
2.392153263092041,1974-04-17
2.4226269721984863,1974-04-18
2.3769161701202393,1974-04-19
2.392153263092041,1974-04-22
2.315972089767456,1974-04-23
2.194077730178833,1974-04-24
2.1178934574127197,1974-04-25
2.07218337059021,1974-04-26
2.041710615158081,1974-04-29
2.1178934574127197,1974-04-30
2.20931339263916,1974-05-01
2.178840398788452,1974-05-02
2.20931339263916,1974-05-03
2.2397873401641846,1974-05-06
2.285496950149536,1974-05-07
2.300734281539917,1974-05-08
2.331207752227783,1974-05-09
2.3769161701202393,1974-05-10
2.4226269721984863,1974-05-13
2.331207752227783,1974-05-14
2.361680269241333,1974-05-15
2.361680269241333,1974-05-16
2.194077730178833,1974-05-17
2.1331307888031006,1974-05-20
2.1178934574127197,1974-05-21
2.1026570796966553,1974-05-22
2.1331307888031006,1974-05-23
2.20931339263916,1974-05-24
2.20931339263916,1974-05-28
2.1331307888031006,1974-05-29
2.163604736328125,1974-05-30
2.1331307888031006,1974-05-31
2.07218337059021,1974-06-03
2.056946039199829,1974-06-04
2.07218337059021,1974-06-05
2.163604736328125,1974-06-06
2.1331307888031006,1974-06-07
2.194077730178833,1974-06-10
2.194077730178833,1974-06-11
2.148367404937744,1974-06-12
2.1331307888031006,1974-06-13
2.178840398788452,1974-06-14
2.163604736328125,1974-06-17
2.163604736328125,1974-06-18
2.27026104927063,1974-06-19
2.2550249099731445,1974-06-20
2.315972089767456,1974-06-21
2.300734281539917,1974-06-24
2.315972089767456,1974-06-25
2.178840398788452,1974-06-26
2.1331307888031006,1974-06-27
2.1331307888031006,1974-06-28
2.178840398788452,1974-07-01
2.1026570796966553,1974-07-02
2.0874204635620117,1974-07-03
2.0874204635620117,1974-07-05
1.98076331615448,1974-07-08
2.041710615158081,1974-07-09
2.041710615158081,1974-07-10
2.07218337059021,1974-07-11
2.056946039199829,1974-07-12
2.041710615158081,1974-07-15
1.9502915143966675,1974-07-16
1.965526819229126,1974-07-17
1.8131613731384277,1974-07-18
1.8588699102401733,1974-07-19
1.7979249954223633,1974-07-22
1.9198176860809326,1974-07-23
1.98076331615448,1974-07-24
1.965526819229126,1974-07-25
1.965526819229126,1974-07-26
1.98076331615448,1974-07-29
2.011237859725952,1974-07-30
1.98076331615448,1974-07-31
2.011237859725952,1974-08-01
2.011237859725952,1974-08-02
1.965526819229126,1974-08-05
1.9502915143966675,1974-08-06
1.9045816659927368,1974-08-07
1.7826884984970093,1974-08-08
1.8283982276916504,1974-08-09
1.8131613731384277,1974-08-12
1.7522145509719849,1974-08-13
1.599847674369812,1974-08-14
1.5236647129058838,1974-08-15
1.5389002561569214,1974-08-16
1.4931912422180176,1974-08-19
1.5084288120269775,1974-08-20
1.4931912422180176,1974-08-21
1.5389002561569214,1974-08-22
1.5846112966537476,1974-08-23
1.706504464149475,1974-08-26
1.7674514055252075,1974-08-27
1.7522145509719849,1974-08-28
1.7217408418655396,1974-08-29
1.8131613731384277,1974-08-30
1.7522145509719849,1974-09-03
1.6303207874298096,1974-09-04
1.676031231880188,1974-09-05
1.7217408418655396,1974-09-06
1.6303207874298096,1974-09-09
1.6607943773269653,1974-09-10
1.6912683248519897,1974-09-11
1.6912683248519897,1974-09-12
1.676031231880188,1974-09-13
1.6303207874298096,1974-09-16
1.6607943773269653,1974-09-17
1.6455572843551636,1974-09-18
1.615085482597351,1974-09-19
1.5846112966537476,1974-09-20
1.5846112966537476,1974-09-23
1.5693756341934204,1974-09-24
1.599847674369812,1974-09-25
1.5846112966537476,1974-09-26
1.599847674369812,1974-09-27
1.5084288120269775,1974-09-30
1.5084288120269775,1974-10-01
1.5084288120269775,1974-10-02
1.5236647129058838,1974-10-03
1.5389002561569214,1974-10-04
1.5236647129058838,1974-10-07
1.3712983131408691,1974-10-08
1.4474811553955078,1974-10-09
1.4779549837112427,1974-10-10
1.5084288120269775,1974-10-11
1.5541373491287231,1974-10-14
1.5846112966537476,1974-10-15
1.5846112966537476,1974-10-16
1.7217408418655396,1974-10-17
1.7826884984970093,1974-10-18
1.7826884984970093,1974-10-21
1.8893440961837769,1974-10-22
1.8436341285705566,1974-10-23
1.8588699102401733,1974-10-24
1.8588699102401733,1974-10-25
1.6607943773269653,1974-10-28
1.3408255577087402,1974-10-29
1.4627188444137573,1974-10-30
1.5541373491287231,1974-10-31
1.4627188444137573,1974-11-01
1.4627188444137573,1974-11-04
1.5846112966537476,1974-11-05
1.6303207874298096,1974-11-06
1.6455572843551636,1974-11-07
1.5693756341934204,1974-11-08
1.5389002561569214,1974-11-11
1.5084288120269775,1974-11-12
1.5389002561569214,1974-11-13
1.5389002561569214,1974-11-14
1.5389002561569214,1974-11-15
1.4627188444137573,1974-11-18
1.4627188444137573,1974-11-19
1.4931912422180176,1974-11-20
1.5236647129058838,1974-11-21
1.5084288120269775,1974-11-22
1.4931912422180176,1974-11-25
1.4779549837112427,1974-11-26
1.4017715454101562,1974-11-27
1.4017715454101562,1974-11-29
1.4017715454101562,1974-12-02
1.3712983131408691,1974-12-03
1.3712983131408691,1974-12-04
1.3103513717651367,1974-12-05
1.2646422386169434,1974-12-06
1.2494046688079834,1974-12-09
1.2646422386169434,1974-12-10
1.2646422386169434,1974-12-11
1.2189308404922485,1974-12-12
1.27987802028656,1974-12-13
1.3255889415740967,1974-12-16
1.3408255577087402,1974-12-17
1.3408255577087402,1974-12-18
1.2646422386169434,1974-12-19
1.1732218265533447,1974-12-20
1.1579861640930176,1974-12-23
1.2189308404922485,1974-12-24
1.2189308404922485,1974-12-26
1.2189308404922485,1974-12-27
1.27987802028656,1974-12-30
1.27987802028656,1974-12-31
1.2646422386169434,1975-01-02
1.3408255577087402,1975-01-03
1.3255889415740967,1975-01-06
1.3255889415740967,1975-01-07
1.3255889415740967,1975-01-08
1.3255889415740967,1975-01-09
1.4017715454101562,1975-01-10
1.4017715454101562,1975-01-13
1.4170081615447998,1975-01-14
1.5541373491287231,1975-01-15
1.5541373491287231,1975-01-16
1.5236647129058838,1975-01-17
1.5084288120269775,1975-01-20
1.4474811553955078,1975-01-21
1.4627188444137573,1975-01-22
1.4627188444137573,1975-01-23
1.4474811553955078,1975-01-24
1.615085482597351,1975-01-27
1.5846112966537476,1975-01-28
1.6303207874298096,1975-01-29
1.615085482597351,1975-01-30
1.7522145509719849,1975-01-31
1.7979249954223633,1975-02-03
1.7826884984970093,1975-02-04
1.8436341285705566,1975-02-05
1.8741079568862915,1975-02-06
1.8893440961837769,1975-02-07
1.8741079568862915,1975-02-10
1.8588699102401733,1975-02-11
1.9045816659927368,1975-02-12
1.9350552558898926,1975-02-13
2.056946039199829,1975-02-14
2.07218337059021,1975-02-18
2.056946039199829,1975-02-19
1.9960007667541504,1975-02-20
1.965526819229126,1975-02-21
1.9350552558898926,1975-02-24
1.9198176860809326,1975-02-25
1.9350552558898926,1975-02-26
1.98076331615448,1975-02-27
1.965526819229126,1975-02-28
1.965526819229126,1975-03-03
1.9198176860809326,1975-03-04
1.9198176860809326,1975-03-05
1.9350552558898926,1975-03-06
1.9350552558898926,1975-03-07
2.011237859725952,1975-03-10
2.011237859725952,1975-03-11
2.011237859725952,1975-03-12
2.041710615158081,1975-03-13
2.1331307888031006,1975-03-14
2.1026570796966553,1975-03-17
2.1026570796966553,1975-03-18
2.1178934574127197,1975-03-19
2.1178934574127197,1975-03-20
2.1178934574127197,1975-03-21
2.148367404937744,1975-03-24
2.27026104927063,1975-03-25
2.285496950149536,1975-03-26
2.224550724029541,1975-03-27
2.0874204635620117,1975-03-31
2.0874204635620117,1975-04-01
2.0874204635620117,1975-04-02
2.056946039199829,1975-04-03
2.041710615158081,1975-04-04
2.0264739990234375,1975-04-07
1.9502915143966675,1975-04-08
2.011237859725952,1975-04-09
1.98076331615448,1975-04-10
1.98076331615448,1975-04-11
2.0264739990234375,1975-04-14
2.011237859725952,1975-04-15
2.011237859725952,1975-04-16
1.9960007667541504,1975-04-17
1.9502915143966675,1975-04-18
1.9350552558898926,1975-04-21
1.7979249954223633,1975-04-22
1.8131613731384277,1975-04-23
1.8436341285705566,1975-04-24
1.8741079568862915,1975-04-25
1.9198176860809326,1975-04-28
1.9198176860809326,1975-04-29
1.9960007667541504,1975-04-30
2.1026570796966553,1975-05-01
2.1026570796966553,1975-05-02
2.1178934574127197,1975-05-05
2.0264739990234375,1975-05-06
2.07218337059021,1975-05-07
2.1026570796966553,1975-05-08
2.1331307888031006,1975-05-09
2.1331307888031006,1975-05-12
2.194077730178833,1975-05-13
2.224550724029541,1975-05-14
2.148367404937744,1975-05-15
2.148367404937744,1975-05-16
2.1178934574127197,1975-05-19
2.0264739990234375,1975-05-20
1.9502915143966675,1975-05-21
1.9960007667541504,1975-05-22
2.0264739990234375,1975-05-23
1.98076331615448,1975-05-27
1.9502915143966675,1975-05-28
1.9198176860809326,1975-05-29
1.9198176860809326,1975-05-30
1.9350552558898926,1975-06-02
1.9502915143966675,1975-06-03
1.8893440961837769,1975-06-04
1.8893440961837769,1975-06-05
1.9198176860809326,1975-06-06
1.8893440961837769,1975-06-09
1.8893440961837769,1975-06-10
1.9502915143966675,1975-06-11
1.98076331615448,1975-06-12
1.9960007667541504,1975-06-13
2.011237859725952,1975-06-16
1.9198176860809326,1975-06-17
1.8588699102401733,1975-06-18
1.9350552558898926,1975-06-19
1.8893440961837769,1975-06-20
1.8893440961837769,1975-06-23
1.9198176860809326,1975-06-24
1.8588699102401733,1975-06-25
1.8588699102401733,1975-06-26
1.8741079568862915,1975-06-27
1.9045816659927368,1975-06-30
1.8131613731384277,1975-07-01
1.7979249954223633,1975-07-02
1.8131613731384277,1975-07-03
1.7674514055252075,1975-07-07
1.8131613731384277,1975-07-08
1.8436341285705566,1975-07-09
1.8436341285705566,1975-07-10
1.8283982276916504,1975-07-11
1.8436341285705566,1975-07-14
1.8131613731384277,1975-07-15
1.7674514055252075,1975-07-16
1.7826884984970093,1975-07-17
1.7826884984970093,1975-07-18
1.7979249954223633,1975-07-21
1.7674514055252075,1975-07-22
1.7674514055252075,1975-07-23
1.7979249954223633,1975-07-24
1.7979249954223633,1975-07-25
1.7979249954223633,1975-07-28
1.7979249954223633,1975-07-29
1.8131613731384277,1975-07-30
1.8131613731384277,1975-07-31
1.8131613731384277,1975-08-01
1.8131613731384277,1975-08-04
1.6912683248519897,1975-08-05
1.676031231880188,1975-08-06
1.6607943773269653,1975-08-07
1.6607943773269653,1975-08-08
1.6912683248519897,1975-08-11
1.7217408418655396,1975-08-12
1.7369778156280518,1975-08-13
1.7674514055252075,1975-08-14
1.7979249954223633,1975-08-15
1.7674514055252075,1975-08-18
1.7217408418655396,1975-08-19
1.6912683248519897,1975-08-20
1.6912683248519897,1975-08-21
1.676031231880188,1975-08-22
1.676031231880188,1975-08-25
1.676031231880188,1975-08-26
1.5389002561569214,1975-08-27
1.615085482597351,1975-08-28
1.676031231880188,1975-08-29
1.6455572843551636,1975-09-02
1.706504464149475,1975-09-03
1.676031231880188,1975-09-04
1.676031231880188,1975-09-05
1.676031231880188,1975-09-08
1.676031231880188,1975-09-09
1.615085482597351,1975-09-10
1.615085482597351,1975-09-11
1.615085482597351,1975-09-12
1.599847674369812,1975-09-15
1.5389002561569214,1975-09-16
1.5693756341934204,1975-09-17
1.5693756341934204,1975-09-18
1.5846112966537476,1975-09-19
1.5846112966537476,1975-09-22
1.5693756341934204,1975-09-23
1.5389002561569214,1975-09-24
1.5389002561569214,1975-09-25
1.5693756341934204,1975-09-26
1.5541373491287231,1975-09-29
1.5846112966537476,1975-09-30
1.615085482597351,1975-10-01
1.676031231880188,1975-10-02
1.7369778156280518,1975-10-03
1.7369778156280518,1975-10-06
1.7369778156280518,1975-10-07
1.7369778156280518,1975-10-08
1.6912683248519897,1975-10-09
1.676031231880188,1975-10-10
1.676031231880188,1975-10-13
1.676031231880188,1975-10-14
1.706504464149475,1975-10-15
1.706504464149475,1975-10-16
1.6912683248519897,1975-10-17
1.6912683248519897,1975-10-20
1.7369778156280518,1975-10-21
1.8131613731384277,1975-10-22
1.8283982276916504,1975-10-23
1.7826884984970093,1975-10-24
1.7369778156280518,1975-10-27
1.6912683248519897,1975-10-28
1.7217408418655396,1975-10-29
1.7217408418655396,1975-10-30
1.7217408418655396,1975-10-31
1.7217408418655396,1975-11-03
1.7369778156280518,1975-11-04
1.7369778156280518,1975-11-05
1.7674514055252075,1975-11-06
1.7979249954223633,1975-11-07
1.8283982276916504,1975-11-10
1.8436341285705566,1975-11-11
1.8588699102401733,1975-11-12
1.8588699102401733,1975-11-13
1.8588699102401733,1975-11-14
1.9045816659927368,1975-11-17
1.8741079568862915,1975-11-18
1.8741079568862915,1975-11-19
1.8741079568862915,1975-11-20
1.8588699102401733,1975-11-21
1.8588699102401733,1975-11-24
1.8588699102401733,1975-11-25
1.8893440961837769,1975-11-26
1.9502915143966675,1975-11-28
1.9960007667541504,1975-12-01
1.98076331615448,1975-12-02
1.965526819229126,1975-12-03
1.9502915143966675,1975-12-04
1.9502915143966675,1975-12-05
2.011237859725952,1975-12-08
1.98076331615448,1975-12-09
2.0264739990234375,1975-12-10
2.0264739990234375,1975-12-11
2.011237859725952,1975-12-12
1.98076331615448,1975-12-15
1.9960007667541504,1975-12-16
1.98076331615448,1975-12-17
1.98076331615448,1975-12-18
1.9502915143966675,1975-12-19
1.9502915143966675,1975-12-22
1.9502915143966675,1975-12-23
1.9502915143966675,1975-12-24
1.965526819229126,1975-12-26
1.965526819229126,1975-12-29
1.9502915143966675,1975-12-30
1.9502915143966675,1975-12-31
1.9502915143966675,1976-01-02
1.9350552558898926,1976-01-05
1.9502915143966675,1976-01-06
1.98076331615448,1976-01-07
2.011237859725952,1976-01-08
1.9960007667541504,1976-01-09
1.9960007667541504,1976-01-12
2.011237859725952,1976-01-13
2.1331307888031006,1976-01-14
2.1178934574127197,1976-01-15
2.1178934574127197,1976-01-16
2.0874204635620117,1976-01-19
2.056946039199829,1976-01-20
2.07218337059021,1976-01-21
2.056946039199829,1976-01-22
2.056946039199829,1976-01-23
2.07218337059021,1976-01-26
2.07218337059021,1976-01-27
2.056946039199829,1976-01-28
2.0264739990234375,1976-01-29
2.041710615158081,1976-01-30
2.041710615158081,1976-02-02
2.041710615158081,1976-02-03
2.011237859725952,1976-02-04
1.98076331615448,1976-02-05
1.8741079568862915,1976-02-06
1.9045816659927368,1976-02-09
1.9045816659927368,1976-02-10
1.9045816659927368,1976-02-11
1.8588699102401733,1976-02-12
1.8741079568862915,1976-02-13
1.8741079568862915,1976-02-17
1.8741079568862915,1976-02-18
1.8893440961837769,1976-02-19
1.8893440961837769,1976-02-20
1.9045816659927368,1976-02-23
1.8893440961837769,1976-02-24
1.8588699102401733,1976-02-25
1.7522145509719849,1976-02-26
1.7979249954223633,1976-02-27
1.7979249954223633,1976-03-01
1.8741079568862915,1976-03-02
1.9045816659927368,1976-03-03
1.9045816659927368,1976-03-04
1.9502915143966675,1976-03-05
1.9502915143966675,1976-03-08
1.9350552558898926,1976-03-09
1.8588699102401733,1976-03-10
1.8131613731384277,1976-03-11
1.7979249954223633,1976-03-12
1.7826884984970093,1976-03-15
1.7979249954223633,1976-03-16
1.8131613731384277,1976-03-17
1.7979249954223633,1976-03-18
1.7979249954223633,1976-03-19
1.8131613731384277,1976-03-22
1.8741079568862915,1976-03-23
1.8283982276916504,1976-03-24
1.8131613731384277,1976-03-25
1.8283982276916504,1976-03-26
1.8588699102401733,1976-03-29
1.8893440961837769,1976-03-30
1.9045816659927368,1976-03-31
1.9502915143966675,1976-04-01
1.98076331615448,1976-04-02
1.9960007667541504,1976-04-05
1.98076331615448,1976-04-06
1.9502915143966675,1976-04-07
1.9502915143966675,1976-04-08
1.9350552558898926,1976-04-09
1.9350552558898926,1976-04-12
1.9198176860809326,1976-04-13
1.9502915143966675,1976-04-14
1.98076331615448,1976-04-15
2.0264739990234375,1976-04-19
2.041710615158081,1976-04-20
2.056946039199829,1976-04-21
2.056946039199829,1976-04-22
2.056946039199829,1976-04-23
2.041710615158081,1976-04-26
2.0264739990234375,1976-04-27
2.056946039199829,1976-04-28
2.1026570796966553,1976-04-29
2.1026570796966553,1976-04-30
2.0874204635620117,1976-05-03
2.0874204635620117,1976-05-04
2.1026570796966553,1976-05-05
2.1026570796966553,1976-05-06
2.0874204635620117,1976-05-07
2.1178934574127197,1976-05-10
2.07218337059021,1976-05-11
2.07218337059021,1976-05-12
2.07218337059021,1976-05-13
2.1178934574127197,1976-05-14
2.1178934574127197,1976-05-17
2.1178934574127197,1976-05-18
2.1178934574127197,1976-05-19
2.1178934574127197,1976-05-20
2.1331307888031006,1976-05-21
2.148367404937744,1976-05-24
2.148367404937744,1976-05-25
2.163604736328125,1976-05-26
2.148367404937744,1976-05-27
2.148367404937744,1976-05-28
2.1178934574127197,1976-06-01
2.07218337059021,1976-06-02
2.0264739990234375,1976-06-03
2.0264739990234375,1976-06-04
2.011237859725952,1976-06-07
2.0264739990234375,1976-06-08
2.0264739990234375,1976-06-09
2.041710615158081,1976-06-10
2.056946039199829,1976-06-11
2.07218337059021,1976-06-14
2.0264739990234375,1976-06-15
2.0264739990234375,1976-06-16
2.0264739990234375,1976-06-17
2.056946039199829,1976-06-18
2.041710615158081,1976-06-21
2.041710615158081,1976-06-22
2.041710615158081,1976-06-23
2.041710615158081,1976-06-24
2.041710615158081,1976-06-25
2.056946039199829,1976-06-28
2.07218337059021,1976-06-29
2.041710615158081,1976-06-30
2.0264739990234375,1976-07-01
2.011237859725952,1976-07-02
2.011237859725952,1976-07-06
2.011237859725952,1976-07-07
2.0264739990234375,1976-07-08
2.0264739990234375,1976-07-09
2.041710615158081,1976-07-12
2.041710615158081,1976-07-13
2.041710615158081,1976-07-14
2.041710615158081,1976-07-15
2.0264739990234375,1976-07-16
2.0264739990234375,1976-07-19
2.0264739990234375,1976-07-20
2.0874204635620117,1976-07-21
2.0874204635620117,1976-07-22
2.07218337059021,1976-07-23
2.07218337059021,1976-07-26
2.056946039199829,1976-07-27
2.07218337059021,1976-07-28
2.07218337059021,1976-07-29
2.0874204635620117,1976-07-30
2.1026570796966553,1976-08-02
2.1331307888031006,1976-08-03
2.1178934574127197,1976-08-04
2.1178934574127197,1976-08-05
2.148367404937744,1976-08-06
2.148367404937744,1976-08-09
2.20931339263916,1976-08-10
2.148367404937744,1976-08-11
2.163604736328125,1976-08-12
2.1331307888031006,1976-08-13
2.148367404937744,1976-08-16
2.1331307888031006,1976-08-17
1.9960007667541504,1976-08-18
1.965526819229126,1976-08-19
1.98076331615448,1976-08-20
1.965526819229126,1976-08-23
1.9502915143966675,1976-08-24
1.9502915143966675,1976-08-25
1.8588699102401733,1976-08-26
1.8436341285705566,1976-08-27
1.8588699102401733,1976-08-30
1.8741079568862915,1976-08-31
1.8741079568862915,1976-09-01
