AIZ,Date
17.638315200805664,2004-05-20
17.58892822265625,2004-05-21
17.638315200805664,2004-05-24
17.39137840270996,2004-05-25
17.497215270996094,2004-05-26
17.356098175048828,2004-05-27
17.708866119384766,2004-05-28
17.751211166381836,2004-06-01
17.920528411865234,2004-06-02
18.08280372619629,2004-06-03
18.202741622924805,2004-06-04
18.026357650756836,2004-06-07
18.047531127929688,2004-06-08
18.005197525024414,2004-06-09
17.96286392211914,2004-06-10
17.955801010131836,2004-06-14
18.11807632446289,2004-06-15
18.012250900268555,2004-06-16
18.188636779785156,2004-06-17
17.88525390625,2004-06-18
17.849977493286133,2004-06-21
17.849977493286133,2004-06-22
17.835865020751953,2004-06-23
17.955801010131836,2004-06-24
18.3367977142334,2004-06-25
18.484949111938477,2004-06-28
18.675443649291992,2004-06-29
18.61195182800293,2004-06-30
18.555509567260742,2004-07-01
18.393234252929688,2004-07-02
18.238018035888672,2004-07-06
18.343847274780273,2004-07-07
18.238018035888672,2004-07-08
18.238018035888672,2004-07-09
18.32267189025879,2004-07-12
18.343847274780273,2004-07-13
18.188636779785156,2004-07-14
17.969919204711914,2004-07-15
17.976966857910156,2004-07-16
18.026357650756836,2004-07-19
17.976966857910156,2004-07-20
17.948747634887695,2004-07-21
17.426658630371094,2004-07-22
17.144441604614258,2004-07-23
16.862228393554688,2004-07-26
17.370206832885742,2004-07-27
17.23616600036621,2004-07-28
17.214996337890625,2004-07-29
17.214996337890625,2004-07-30
17.47603416442871,2004-08-02
17.744150161743164,2004-08-03
17.673595428466797,2004-08-04
18.10396957397461,2004-08-05
18.096912384033203,2004-08-06
18.230960845947266,2004-08-09
18.308568954467773,2004-08-10
18.132186889648438,2004-08-11
17.751211166381836,2004-08-12
17.708866119384766,2004-08-13
17.849977493286133,2004-08-16
18.096912384033203,2004-08-17
18.238018035888672,2004-08-18
18.252166748046875,2004-08-19
18.252166748046875,2004-08-20
18.329994201660156,2004-08-23
18.386573791503906,2004-08-24
18.372426986694336,2004-08-25
18.287534713745117,2004-08-26
18.259244918823242,2004-08-27
18.676637649536133,2004-08-30
18.77568244934082,2004-08-31
18.910093307495117,2004-09-01
18.9949893951416,2004-09-02
18.71200180053711,2004-09-03
18.676637649536133,2004-09-07
18.655418395996094,2004-09-08
18.605897903442383,2004-09-09
18.627119064331055,2004-09-10
18.605897903442383,2004-09-13
18.747379302978516,2004-09-14
19.03036117553711,2004-09-15
18.9949893951416,2004-09-16
19.002065658569336,2004-09-17
18.81105613708496,2004-09-20
18.8393497467041,2004-09-21
18.697856903076172,2004-09-22
18.966684341430664,2004-09-23
18.818126678466797,2004-09-24
18.676637649536133,2004-09-27
18.478551864624023,2004-09-28
18.549301147460938,2004-09-29
18.393653869628906,2004-09-30
18.35828971862793,2004-10-01
18.747379302978516,2004-10-04
18.740312576293945,2004-10-05
18.747379302978516,2004-10-06
18.6907958984375,2004-10-07
18.71200180053711,2004-10-08
19.03036117553711,2004-10-11
19.20722198486328,2004-10-12
18.6907958984375,2004-10-13
18.110673904418945,2004-10-14
18.039932250976562,2004-10-15
18.280466079711914,2004-10-18
17.82062530517578,2004-10-19
17.926742553710938,2004-10-20
18.14605712890625,2004-10-21
18.14605712890625,2004-10-22
18.181419372558594,2004-10-25
18.676637649536133,2004-10-26
18.53514862060547,2004-10-27
18.747379302978516,2004-10-28
19.086956024169922,2004-10-29
18.910093307495117,2004-11-01
18.910093307495117,2004-11-02
18.782752990722656,2004-11-03
19.171850204467773,2004-11-04
20.05615997314453,2004-11-05
20.586748123168945,2004-11-08
20.643348693847656,2004-11-09
20.65749168395996,2004-11-10
20.480621337890625,2004-11-11
20.51599884033203,2004-11-12
20.54430389404297,2004-11-15
20.940467834472656,2004-11-16
20.90509605407715,2004-11-17
20.820005416870117,2004-11-18
20.74199676513672,2004-11-19
20.890914916992188,2004-11-22
20.93346405029297,2004-11-23
20.912185668945312,2004-11-24
20.912185668945312,2004-11-26
20.7065486907959,2004-11-29
21.273849487304688,2004-11-30
20.919281005859375,2004-12-01
21.181659698486328,2004-12-02
21.25257682800293,2004-12-03
21.06110382080078,2004-12-06
21.139108657836914,2004-12-07
21.309307098388672,2004-12-08
21.16038703918457,2004-12-09
21.486583709716797,2004-12-10
21.91206169128418,2004-12-13
21.982973098754883,2004-12-14
21.756052017211914,2004-12-15
21.628408432006836,2004-12-16
21.692228317260742,2004-12-17
21.87660789489746,2004-12-20
21.621322631835938,2004-12-21
21.415672302246094,2004-12-22
21.628408432006836,2004-12-23
21.415672302246094,2004-12-27
21.486583709716797,2004-12-28
21.472410202026367,2004-12-29
21.451120376586914,2004-12-30
21.66386604309082,2004-12-31
21.770225524902344,2005-01-03
21.344762802124023,2005-01-04
21.167470932006836,2005-01-05
21.699325561523438,2005-01-06
21.54331398010254,2005-01-07
21.415672302246094,2005-01-10
21.451120376586914,2005-01-11
21.25965690612793,2005-01-12
21.29511833190918,2005-01-13
21.706417083740234,2005-01-14
21.95460319519043,2005-01-18
21.635507583618164,2005-01-19
21.699325561523438,2005-01-20
22.23116683959961,2005-01-21
21.961698532104492,2005-01-24
22.19571304321289,2005-01-25
22.47936248779297,2005-01-26
22.41554069519043,2005-01-27
22.422637939453125,2005-01-28
23.067934036254883,2005-01-31
23.394142150878906,2005-02-01
23.50050926208496,2005-02-02
23.493425369262695,2005-02-03
23.812528610229492,2005-02-04
23.933076858520508,2005-02-07
23.968528747558594,2005-02-08
23.74161148071289,2005-02-09
23.47214126586914,2005-02-10
24.074907302856445,2005-02-11
24.273462295532227,2005-02-14
23.95435333251953,2005-02-15
23.74870491027832,2005-02-16
23.897621154785156,2005-02-17
24.20963478088379,2005-02-18
23.833791732788086,2005-02-22
24.074907302856445,2005-02-23
24.160175323486328,2005-02-24
24.565208435058594,2005-02-25
24.444419860839844,2005-02-28
24.849456787109375,2005-03-01
24.686006546020508,2005-03-02
24.465723037719727,2005-03-03
24.593637466430664,2005-03-04
24.62916374206543,2005-03-07
24.515466690063477,2005-03-08
24.380468368530273,2005-03-09
24.295181274414062,2005-03-10
24.266759872436523,2005-03-11
24.444419860839844,2005-03-14
24.202808380126953,2005-03-15
24.209922790527344,2005-03-16
24.145965576171875,2005-03-17
24.23123550415039,2005-03-18
24.117536544799805,2005-03-21
24.067781448364258,2005-03-22
23.676969528198242,2005-03-23
23.911462783813477,2005-03-24
24.23833465576172,2005-03-28
23.66275405883789,2005-03-29
24.245454788208008,2005-03-30
23.946992874145508,2005-03-31
23.762239456176758,2005-04-01
23.449575424194336,2005-04-04
23.406938552856445,2005-04-05
23.39983367919922,2005-04-06
23.9540958404541,2005-04-07
23.783557891845703,2005-04-08
23.961210250854492,2005-04-11
23.854625701904297,2005-04-12
23.833303451538086,2005-04-13
23.3856201171875,2005-04-14
23.371417999267578,2005-04-15
22.8455810546875,2005-04-18
23.449575424194336,2005-04-19
23.257719039916992,2005-04-20
23.733816146850586,2005-04-21
23.39983367919922,2005-04-22
23.406938552856445,2005-04-25
23.627225875854492,2005-04-26
23.776458740234375,2005-04-27
23.70539665222168,2005-04-28
23.513534545898438,2005-04-29
23.563276290893555,2005-05-02
23.712491989135742,2005-05-03
23.449575424194336,2005-05-04
23.982528686523438,2005-05-05
24.316511154174805,2005-05-06
24.323610305786133,2005-05-09
24.145965576171875,2005-05-10
24.12464714050293,2005-05-11
23.357200622558594,2005-05-12
23.627225875854492,2005-05-13
23.804874420166016,2005-05-16
23.676969528198242,2005-05-17
24.209922790527344,2005-05-18
24.209922790527344,2005-05-19
23.946378707885742,2005-05-20
24.003358840942383,2005-05-23
24.26689910888672,2005-05-24
24.487701416015625,2005-05-25
24.92930030822754,2005-05-26
25.000532150268555,2005-05-27
25.03614044189453,2005-05-31
25.456378936767578,2005-06-01
25.107370376586914,2005-06-02
24.87232208251953,2005-06-03
25.463489532470703,2005-06-06
25.31391716003418,2005-06-07
25.34954261779785,2005-06-08
25.499114990234375,2005-06-09
25.370908737182617,2005-06-10
25.427888870239258,2005-06-13
25.81251335144043,2005-06-14
25.449254989624023,2005-06-15
25.285430908203125,2005-06-16
25.100248336791992,2005-06-17
25.29967498779297,2005-06-20
25.499114990234375,2005-06-21
25.698551177978516,2005-06-22
25.33528709411621,2005-06-23
25.32105255126953,2005-06-24
25.705673217773438,2005-06-27
25.741275787353516,2005-06-28
25.385160446166992,2005-06-29
25.712791442871094,2005-06-30
25.791152954101562,2005-07-01
25.96208953857422,2005-07-05
26.076051712036133,2005-07-06
26.054683685302734,2005-07-07
26.26836585998535,2005-07-08
26.4250431060791,2005-07-11
26.453550338745117,2005-07-12
26.460689544677734,2005-07-13
26.55327033996582,2005-07-14
26.325349807739258,2005-07-15
26.18288230895996,2005-07-18
25.97633934020996,2005-07-19
26.011947631835938,2005-07-20
25.762653350830078,2005-07-21
25.491989135742188,2005-07-22
25.712791442871094,2005-07-25
26.104530334472656,2005-07-26
26.353837966918945,2005-07-27
27.066102981567383,2005-07-28
26.318214416503906,2005-07-29
26.81680679321289,2005-08-01
26.79542350769043,2005-08-02
27.229915618896484,2005-08-03
26.66722869873047,2005-08-04
26.15439796447754,2005-08-05
26.140161514282227,2005-08-08
26.53190040588379,2005-08-09
27.00912094116211,2005-08-10
27.123079299926758,2005-08-11
27.137319564819336,2005-08-12
27.172931671142578,2005-08-15
26.980632781982422,2005-08-16
26.95926284790039,2005-08-17
26.624483108520508,2005-08-18
26.752960205078125,2005-08-19
26.43891716003418,2005-08-22
27.059907913208008,2005-08-23
26.86004638671875,2005-08-24
26.76725959777832,2005-08-25
26.795808792114258,2005-08-26
26.831491470336914,2005-08-29
26.67445182800293,2005-08-30
26.645904541015625,2005-08-31
26.41036033630371,2005-09-01
26.089153289794922,2005-09-02
26.39607810974121,2005-09-06
26.62449073791504,2005-09-07
26.431766510009766,2005-09-08
26.724428176879883,2005-09-09
26.51742172241211,2005-09-12
26.760107040405273,2005-09-13
26.78866958618164,2005-09-14
26.91000747680664,2005-09-15
27.15270233154297,2005-09-16
26.610210418701172,2005-09-19
26.895729064941406,2005-09-20
26.460315704345703,2005-09-21
26.30327796936035,2005-09-22
26.374670028686523,2005-09-23
26.424631118774414,2005-09-26
26.881460189819336,2005-09-27
26.9885311126709,2005-09-28
27.088451385498047,2005-09-29
27.166969299316406,2005-09-30
27.43107795715332,2005-10-03
26.924299240112305,2005-10-04
26.91000747680664,2005-10-05
26.760107040405273,2005-10-06
26.681596755981445,2005-10-07
26.71015167236328,2005-10-10
26.267593383789062,2005-10-11
25.95353126525879,2005-10-12
25.94639015197754,2005-10-13
26.039182662963867,2005-10-14
26.203357696533203,2005-10-17
26.246185302734375,2005-10-18
26.296161651611328,2005-10-19
26.253324508666992,2005-10-20
26.57452392578125,2005-10-21
26.78866958618164,2005-10-24
26.888593673706055,2005-10-25
26.824363708496094,2005-10-26
26.738691329956055,2005-10-27
26.87432289123535,2005-10-28
27.26691246032715,2005-10-31
27.37397575378418,2005-11-01
27.388254165649414,2005-11-02
30.300533294677734,2005-11-03
29.87224578857422,2005-11-04
30.122081756591797,2005-11-07
29.879404067993164,2005-11-08
30.507539749145508,2005-11-09
30.728816986083984,2005-11-10
30.40046501159668,2005-11-11
30.54322624206543,2005-11-14
30.87155532836914,2005-11-15
30.557493209838867,2005-11-16
31.128538131713867,2005-11-17
31.26416015625,2005-11-18
31.16423225402832,2005-11-21
31.321247100830078,2005-11-22
31.643062591552734,2005-11-23
31.442829132080078,2005-11-25
31.55724334716797,2005-11-28
31.82183837890625,2005-11-29
31.550090789794922,2005-11-30
31.485734939575195,2005-12-01
31.492887496948242,2005-12-02
31.070966720581055,2005-12-05
31.08527946472168,2005-12-06
31.27837371826172,2005-12-07
31.10672950744629,2005-12-08
31.10672950744629,2005-12-09
31.635900497436523,2005-12-12
31.299795150756836,2005-12-13
30.91363525390625,2005-12-14
30.305814743041992,2005-12-15
30.198543548583984,2005-12-16
29.590723037719727,2005-12-19
30.498897552490234,2005-12-20
30.54894256591797,2005-12-21
30.963708877563477,2005-12-22
30.89934539794922,2005-12-23
30.78493309020996,2005-12-27
31.128183364868164,2005-12-28
31.235443115234375,2005-12-29
31.099584579467773,2005-12-30
31.514333724975586,2006-01-03
31.943384170532227,2006-01-04
31.979154586791992,2006-01-05
31.65019989013672,2006-01-06
31.492887496948242,2006-01-09
31.52864646911621,2006-01-10
31.864721298217773,2006-01-11
31.73600196838379,2006-01-12
31.757463455200195,2006-01-13
30.970867156982422,2006-01-17
31.128183364868164,2006-01-18
31.73600196838379,2006-01-19
31.578683853149414,2006-01-20
31.378469467163086,2006-01-23
31.342714309692383,2006-01-24
31.542938232421875,2006-01-25
32.93022918701172,2006-01-26
32.522621154785156,2006-01-27
32.47971725463867,2006-01-30
32.8372802734375,2006-01-31
32.46540832519531,2006-02-01
31.750320434570312,2006-02-02
31.550090789794922,2006-02-03
31.864721298217773,2006-02-06
32.05064010620117,2006-02-07
32.53691864013672,2006-02-08
31.049522399902344,2006-02-09
31.571548461914062,2006-02-10
30.91363525390625,2006-02-13
31.62874984741211,2006-02-14
31.500019073486328,2006-02-15
32.23792266845703,2006-02-16
32.051666259765625,2006-02-17
31.84389877319336,2006-02-21
32.23792266845703,2006-02-22
32.245086669921875,2006-02-23
32.76089096069336,2006-02-24
32.4886589050293,2006-02-27
32.52447509765625,2006-02-28
32.53880310058594,2006-03-01
32.230743408203125,2006-03-02
31.90839195251465,2006-03-03
32.037330627441406,2006-03-06
32.28089904785156,2006-03-07
32.68207550048828,2006-03-08
32.33821105957031,2006-03-09
32.667747497558594,2006-03-10
32.775211334228516,2006-03-13
33.047454833984375,2006-03-14
33.09762191772461,2006-03-15
33.11909866333008,2006-03-16
33.23371505737305,2006-03-17
33.01163864135742,2006-03-20
32.73223876953125,2006-03-21
32.61759948730469,2006-03-22
33.3125114440918,2006-03-23
34.80262756347656,2006-03-24
34.83129119873047,2006-03-27
34.752479553222656,2006-03-28
35.33993148803711,2006-03-29
35.1250114440918,2006-03-30
35.28261184692383,2006-03-31
35.39723587036133,2006-04-03
35.64081954956055,2006-04-04
35.425907135009766,2006-04-05
35.031883239746094,2006-04-06
34.752479553222656,2006-04-07
34.25816345214844,2006-04-10
34.00743865966797,2006-04-11
34.39427947998047,2006-04-12
34.35129928588867,2006-04-13
34.637847900390625,2006-04-17
35.2181396484375,2006-04-18
35.017547607421875,2006-04-19
35.33275604248047,2006-04-20
35.44022750854492,2006-04-21
35.24678039550781,2006-04-24
35.103515625,2006-04-25
35.20380783081055,2006-04-26
34.74530029296875,2006-04-27
34.50889587402344,2006-04-28
35.1250114440918,2006-05-01
35.17515182495117,2006-05-02
34.902923583984375,2006-05-03
36.1781120300293,2006-05-04
35.741111755371094,2006-05-05
35.390071868896484,2006-05-08
35.096351623535156,2006-05-09
35.540531158447266,2006-05-10
35.819908142089844,2006-05-11
35.84141159057617,2006-05-12
36.35005187988281,2006-05-15
36.41453170776367,2006-05-16
35.56917190551758,2006-05-17
35.03903579711914,2006-05-18
34.65934753417969,2006-05-19
34.867103576660156,2006-05-22
35.03903579711914,2006-05-23
34.92441177368164,2006-05-24
35.16131591796875,2006-05-25
35.11106491088867,2006-05-26
34.4290657043457,2006-05-30
35.089515686035156,2006-05-31
35.304893493652344,2006-06-01
35.541786193847656,2006-06-02
35.11106491088867,2006-06-05
34.845458984375,2006-06-06
34.680320739746094,2006-06-07
35.197208404541016,2006-06-08
34.82391357421875,2006-06-09
34.436248779296875,2006-06-12
33.955284118652344,2006-06-13
33.1943359375,2006-06-14
33.9840087890625,2006-06-15
33.61070251464844,2006-06-16
33.77582931518555,2006-06-19
33.79737091064453,2006-06-20
32.89282989501953,2006-06-21
32.62721252441406,2006-06-22
33.08665466308594,2006-06-23
33.603519439697266,2006-06-26
33.632240295410156,2006-06-27
33.596351623535156,2006-06-28
34.24242401123047,2006-06-29
34.74495315551758,2006-06-30
34.71622085571289,2006-07-03
34.47932434082031,2006-07-05
34.73777770996094,2006-07-06
34.637264251708984,2006-07-07
34.6946907043457,2006-07-10
34.594200134277344,2006-07-11
34.52239990234375,2006-07-12
34.41472625732422,2006-07-13
34.15628433227539,2006-07-14
33.92657470703125,2006-07-17
33.94093704223633,2006-07-18
34.4290657043457,2006-07-19
34.78801727294922,2006-07-20
34.608551025390625,2006-07-21
34.94593811035156,2006-07-24
35.09670639038086,2006-07-25
35.42692184448242,2006-07-26
34.587013244628906,2006-07-27
34.83826446533203,2006-07-28
34.579830169677734,2006-07-31
34.285484313964844,2006-08-01
34.436248779296875,2006-08-02
34.917232513427734,2006-08-03
35.326416015625,2006-08-04
35.936622619628906,2006-08-07
35.965328216552734,2006-08-08
35.89353561401367,2006-08-09
36.10890579223633,2006-08-10
36.151973724365234,2006-08-11
35.915069580078125,2006-08-14
36.037113189697266,2006-08-15
36.2165641784668,2006-08-16
36.50372314453125,2006-08-17
36.4893684387207,2006-08-18
36.56116485595703,2006-08-21
36.02275085449219,2006-08-22
36.00839614868164,2006-08-23
36.05874252319336,2006-08-24
36.1666374206543,2006-08-25
36.245758056640625,2006-08-28
36.396827697753906,2006-08-29
36.60540771484375,2006-08-30
37.00823974609375,2006-08-31
37.27437973022461,2006-09-01
37.61244583129883,2006-09-05
37.44700241088867,2006-09-06
37.38227462768555,2006-09-07
37.900169372558594,2006-09-08
37.88577651977539,2006-09-11
38.389286041259766,2006-09-12
38.4036865234375,2006-09-13
38.35331344604492,2006-09-14
38.09437942504883,2006-09-15
38.223846435546875,2006-09-18
38.32455062866211,2006-09-19
38.410888671875,2006-09-20
37.914573669433594,2006-09-21
38.20228576660156,2006-09-22
38.029624938964844,2006-09-25
38.44685363769531,2006-09-26
38.662620544433594,2006-09-27
38.33893966674805,2006-09-28
38.41806411743164,2006-09-29
38.18788528442383,2006-10-02
38.73456573486328,2006-10-03
39.72720718383789,2006-10-04
39.381935119628906,2006-10-05
38.96474838256836,2006-10-06
39.000701904296875,2006-10-09
39.0726318359375,2006-10-10
39.01508712768555,2006-10-11
39.11578369140625,2006-10-12
39.05106735229492,2006-10-13
38.935977935791016,2006-10-16
38.72737503051758,2006-10-17
38.77051544189453,2006-10-18
38.540348052978516,2006-10-19
38.547542572021484,2006-10-20
38.65543746948242,2006-10-23
38.4036865234375,2006-10-24
38.36771774291992,2006-10-25
38.47561264038086,2006-10-26
38.13034439086914,2006-10-27
38.209468841552734,2006-10-30
37.87858963012695,2006-10-31
37.6412239074707,2006-11-01
39.46826171875,2006-11-02
39.453861236572266,2006-11-03
39.36033630371094,2006-11-06
39.367557525634766,2006-11-07
40.1515998840332,2006-11-08
39.863861083984375,2006-11-09
39.921409606933594,2006-11-10
39.878265380859375,2006-11-13
39.81351852416992,2006-11-14
39.54737854003906,2006-11-15
39.79194641113281,2006-11-16
39.69842529296875,2006-11-17
39.612117767333984,2006-11-20
39.90703582763672,2006-11-21
39.69084548950195,2006-11-22
39.589969635009766,2006-11-24
39.34495544433594,2006-11-27
39.48187255859375,2006-11-28
39.914241790771484,2006-11-29
39.60437774658203,2006-11-30
39.49627685546875,2006-12-01
39.67643356323242,2006-12-04
39.65481948852539,2006-12-05
39.943058013916016,2006-12-06
39.71968078613281,2006-12-07
39.3377571105957,2006-12-08
40.10159683227539,2006-12-11
40.397037506103516,2006-12-12
40.41865158081055,2006-12-13
40.69248580932617,2006-12-14
40.38982391357422,2006-12-15
40.54838180541992,2006-12-18
40.188072204589844,2006-12-19
40.310546875,2006-12-20
40.06555938720703,2006-12-21
40.07276153564453,2006-12-22
40.30335998535156,2006-12-26
40.2241096496582,2006-12-27
40.0439453125,2006-12-28
39.8133430480957,2006-12-29
40.23850631713867,2007-01-03
40.63481903076172,2007-01-04
40.35380935668945,2007-01-05
40.38982391357422,2007-01-08
40.144840240478516,2007-01-09
39.986305236816406,2007-01-10
40.750144958496094,2007-01-11
41.00954818725586,2007-01-12
40.96632766723633,2007-01-16
40.89426040649414,2007-01-17
40.930294036865234,2007-01-18
40.51234436035156,2007-01-19
40.44747543334961,2007-01-22
40.41865158081055,2007-01-23
40.41865158081055,2007-01-24
39.89261245727539,2007-01-25
39.878204345703125,2007-01-26
40.317771911621094,2007-01-29
40.18085479736328,2007-01-30
40.05115509033203,2007-01-31
40.61320495605469,2007-02-01
41.168094635009766,2007-02-02
41.15367889404297,2007-02-05
41.06000518798828,2007-02-06
40.89426040649414,2007-02-07
38.83333969116211,2007-02-08
38.50184631347656,2007-02-09
38.026248931884766,2007-02-12
38.89817810058594,2007-02-13
39.359378814697266,2007-02-14
39.37377166748047,2007-02-15
39.3305549621582,2007-02-16
39.16481018066406,2007-02-20
39.05671310424805,2007-02-21
39.201107025146484,2007-02-22
38.96287155151367,2007-02-23
38.94842529296875,2007-02-26
38.508052825927734,2007-02-27
38.58747100830078,2007-02-28
38.58747100830078,2007-03-01
38.551361083984375,2007-03-02
37.73558044433594,2007-03-05
38.36365509033203,2007-03-06
38.457496643066406,2007-03-07
38.609130859375,2007-03-08
38.710201263427734,2007-03-09
38.90510559082031,2007-03-12
38.01713180541992,2007-03-13
37.908817291259766,2007-03-14
38.103759765625,2007-03-15
37.908817291259766,2007-03-16
38.80402755737305,2007-03-19
39.09281921386719,2007-03-20
39.30216979980469,2007-03-21
38.80402755737305,2007-03-22
38.8690185546875,2007-03-23
38.87622833251953,2007-03-26
38.86179733276367,2007-03-27
38.39255142211914,2007-03-28
38.80402755737305,2007-03-29
38.7173957824707,2007-03-30
38.96287155151367,2007-04-02
40.57276916503906,2007-04-03
40.334529876708984,2007-04-04
41.150333404541016,2007-04-05
40.24790573120117,2007-04-09
40.3056640625,2007-04-10
40.39229202270508,2007-04-11
40.320098876953125,2007-04-12
40.4644889831543,2007-04-13
41.07090759277344,2007-04-16
41.19364929199219,2007-04-17
41.612369537353516,2007-04-18
41.713436126708984,2007-04-19
42.059959411621094,2007-04-20
41.82894515991211,2007-04-23
42.3054084777832,2007-04-24
42.319847106933594,2007-04-25
42.06718444824219,2007-04-26
41.80007553100586,2007-04-27
41.5329475402832,2007-04-30
41.45353698730469,2007-05-01
42.02386474609375,2007-05-02
43.49662780761719,2007-05-03
43.04902267456055,2007-05-04
43.77096176147461,2007-05-07
43.705989837646484,2007-05-08
43.929771423339844,2007-05-09
43.25114822387695,2007-05-10
43.61212158203125,2007-05-11
43.35944366455078,2007-05-14
43.4388542175293,2007-05-15
43.597694396972656,2007-05-16
43.48219299316406,2007-05-17
43.42442321777344,2007-05-18
43.3738899230957,2007-05-21
43.25114822387695,2007-05-22
43.03458786010742,2007-05-23
42.455867767333984,2007-05-24
42.73799133300781,2007-05-25
42.665653228759766,2007-05-29
42.82478713989258,2007-05-30
43.00564956665039,2007-05-31
43.077980041503906,2007-06-01
43.32392501831055,2007-06-04
42.766929626464844,2007-06-05
42.50651931762695,2007-06-06
41.81928253173828,2007-06-07
42.65118408203125,2007-06-08
42.50651931762695,2007-06-11
42.07246017456055,2007-06-12
42.4196891784668,2007-06-13
42.48479461669922,2007-06-14
42.71627426147461,2007-06-15
42.71627426147461,2007-06-18
42.63670349121094,2007-06-19
42.09416961669922,2007-06-20
42.332881927490234,2007-06-21
41.87715530395508,2007-06-22
42.282249450683594,2007-06-25
42.32564926147461,2007-06-26
42.56438446044922,2007-06-27
42.36181640625,2007-06-28
42.62224578857422,2007-06-29
42.96223449707031,2007-07-02
43.273292541503906,2007-07-03
42.42692184448242,2007-07-05
43.09968566894531,2007-07-06
42.810333251953125,2007-07-09
42.188201904296875,2007-07-10
42.4196891784668,2007-07-11
42.78139114379883,2007-07-12
42.904361724853516,2007-07-13
42.535438537597656,2007-07-16
38.30359649658203,2007-07-17
39.57676315307617,2007-07-18
39.974632263183594,2007-07-19
39.57676315307617,2007-07-20
39.33806228637695,2007-07-23
37.85509490966797,2007-07-24
38.30359649658203,2007-07-25
37.34148406982422,2007-07-26
36.83510971069336,2007-07-27
36.936378479003906,2007-07-30
36.690425872802734,2007-07-31
37.37043762207031,2007-08-01
36.907440185546875,2007-08-02
34.77345657348633,2007-08-03
35.229183197021484,2007-08-06
36.90022277832031,2007-08-07
36.343204498291016,2007-08-08
34.36112976074219,2007-08-09
35.699378967285156,2007-08-10
36.91469192504883,2007-08-13
36.032142639160156,2007-08-14
35.49683380126953,2007-08-15
36.48789978027344,2007-08-16
36.791709899902344,2007-08-17
37.31256103515625,2007-08-20
37.138938903808594,2007-08-21
37.529579162597656,2007-08-22
37.95735168457031,2007-08-23
38.450401306152344,2007-08-24
38.29813766479492,2007-08-27
37.40630340576172,2007-08-28
38.30537796020508,2007-08-29
37.217777252197266,2007-08-30
37.37004089355469,2007-08-31
37.65281295776367,2007-09-04
36.35495376586914,2007-09-05
35.70237731933594,2007-09-06
35.60089111328125,2007-09-07
35.36159896850586,2007-09-10
35.75316619873047,2007-09-11
35.74590301513672,2007-09-12
35.86916732788086,2007-09-13
35.927162170410156,2007-09-14
35.666133880615234,2007-09-17
37.91386795043945,2007-09-18
37.57307815551758,2007-09-19
37.48606491088867,2007-09-20
37.75434112548828,2007-09-21
37.34831619262695,2007-09-24
37.34831619262695,2007-09-25
37.88485336303711,2007-09-26
38.6026611328125,2007-09-27
38.79118347167969,2007-09-28
39.719276428222656,2007-10-01
40.00931167602539,2007-10-02
39.74828338623047,2007-10-03
39.69028091430664,2007-10-04
40.95914840698242,2007-10-05
40.292076110839844,2007-10-08
40.56760787963867,2007-10-09
40.03832244873047,2007-10-10
39.35673141479492,2007-10-11
40.61111068725586,2007-10-12
40.93014144897461,2007-10-15
40.72712326049805,2007-10-16
40.676368713378906,2007-10-17
40.937381744384766,2007-10-18
