REG,Date
3.609276056289673,1994-07-13
3.609276056289673,1994-07-14
3.6354289054870605,1994-07-15
3.6615850925445557,1994-07-18
3.6615850925445557,1994-07-19
3.6615850925445557,1994-07-20
3.5308144092559814,1994-07-21
3.4000418186187744,1994-07-22
3.4261958599090576,1994-07-25
3.4261958599090576,1994-07-26
3.4261958599090576,1994-07-27
3.4523513317108154,1994-07-28
3.4785053730010986,1994-07-29
3.4523513317108154,1994-08-01
3.4523513317108154,1994-08-02
3.4785053730010986,1994-08-03
3.5308144092559814,1994-08-04
3.5308144092559814,1994-08-05
3.6110610961914062,1994-08-08
3.6110610961914062,1994-08-09
3.691305637359619,1994-08-10
3.6378092765808105,1994-08-11
3.6645569801330566,1994-08-12
3.6110610961914062,1994-08-15
3.6110610961914062,1994-08-16
3.6645569801330566,1994-08-17
3.7180519104003906,1994-08-18
3.7180519104003906,1994-08-19
3.691305637359619,1994-08-22
3.6645569801330566,1994-08-23
3.6378092765808105,1994-08-24
3.6378092765808105,1994-08-25
3.6645569801330566,1994-08-26
3.6645569801330566,1994-08-29
3.6645569801330566,1994-08-30
3.6378092765808105,1994-08-31
3.5843122005462646,1994-09-01
3.530813455581665,1994-09-02
3.504066228866577,1994-09-06
3.5843122005462646,1994-09-07
3.530813455581665,1994-09-08
3.530813455581665,1994-09-09
3.5575616359710693,1994-09-12
3.5575616359710693,1994-09-13
3.5575616359710693,1994-09-14
3.5843122005462646,1994-09-15
3.530813455581665,1994-09-16
3.5575616359710693,1994-09-19
3.504066228866577,1994-09-20
3.530813455581665,1994-09-21
3.4773149490356445,1994-09-22
3.4773149490356445,1994-09-23
3.450568437576294,1994-09-26
3.450568437576294,1994-09-27
3.450568437576294,1994-09-28
3.397071123123169,1994-09-29
3.4238200187683105,1994-09-30
3.4238200187683105,1994-10-03
3.504066228866577,1994-10-04
3.450568437576294,1994-10-05
3.4773149490356445,1994-10-06
3.4238200187683105,1994-10-07
3.4773149490356445,1994-10-10
3.504066228866577,1994-10-11
3.530813455581665,1994-10-12
3.5575616359710693,1994-10-13
3.530813455581665,1994-10-14
3.4238200187683105,1994-10-17
3.4773149490356445,1994-10-18
3.450568437576294,1994-10-19
3.4238200187683105,1994-10-20
3.2900757789611816,1994-10-21
3.316824436187744,1994-10-24
3.2900757789611816,1994-10-25
3.343571901321411,1994-10-26
3.3703222274780273,1994-10-27
3.3703222274780273,1994-10-28
3.397071123123169,1994-10-31
3.397071123123169,1994-11-01
3.4238200187683105,1994-11-02
3.4238200187683105,1994-11-03
3.4282066822052,1994-11-04
3.455632209777832,1994-11-07
3.4007816314697266,1994-11-08
3.4282066822052,1994-11-09
3.4282066822052,1994-11-10
3.455632209777832,1994-11-11
3.455632209777832,1994-11-14
3.4282066822052,1994-11-15
3.4007816314697266,1994-11-16
3.455632209777832,1994-11-17
3.3733553886413574,1994-11-18
3.4282066822052,1994-11-21
3.4007816314697266,1994-11-22
3.4282066822052,1994-11-23
3.455632209777832,1994-11-25
3.3733553886413574,1994-11-28
3.4007816314697266,1994-11-29
3.3733553886413574,1994-11-30
3.3733553886413574,1994-12-01
3.345930814743042,1994-12-02
3.4830591678619385,1994-12-05
3.4830591678619385,1994-12-06
3.455632209777832,1994-12-07
3.455632209777832,1994-12-08
3.455632209777832,1994-12-09
3.455632209777832,1994-12-12
3.4830591678619385,1994-12-13
3.4830591678619385,1994-12-14
3.620187282562256,1994-12-15
3.7847399711608887,1994-12-16
3.757314443588257,1994-12-19
3.757314443588257,1994-12-20
3.8121657371520996,1994-12-21
3.7847399711608887,1994-12-22
3.8395931720733643,1994-12-23
3.7298898696899414,1994-12-27
3.7024643421173096,1994-12-28
3.647611141204834,1994-12-29
3.675039291381836,1994-12-30
3.675039291381836,1995-01-03
3.7024643421173096,1995-01-04
3.7024643421173096,1995-01-05
3.7024643421173096,1995-01-06
3.7298898696899414,1995-01-09
3.647611141204834,1995-01-10
3.620187282562256,1995-01-11
3.5653345584869385,1995-01-12
3.4830591678619385,1995-01-13
3.5653345584869385,1995-01-16
3.5653345584869385,1995-01-17
3.455632209777832,1995-01-18
3.455632209777832,1995-01-19
3.4007816314697266,1995-01-20
3.345930814743042,1995-01-23
3.3733553886413574,1995-01-24
3.4830591678619385,1995-01-25
3.455632209777832,1995-01-26
3.5104846954345703,1995-01-27
3.4830591678619385,1995-01-30
3.5379104614257812,1995-01-31
3.455632209777832,1995-02-01
3.4007816314697266,1995-02-02
3.5104846954345703,1995-02-03
3.5653345584869385,1995-02-06
3.7103776931762695,1995-02-07
3.766596555709839,1995-02-08
3.738485097885132,1995-02-09
3.738485097885132,1995-02-10
3.7103776931762695,1995-02-13
3.738485097885132,1995-02-14
3.766596555709839,1995-02-15
3.682267904281616,1995-02-16
3.6541588306427,1995-02-17
3.626051425933838,1995-02-21
3.597942352294922,1995-02-22
3.6541588306427,1995-02-23
3.7103776931762695,1995-02-24
3.6541588306427,1995-02-27
3.7103776931762695,1995-02-28
3.682267904281616,1995-03-01
3.738485097885132,1995-03-02
3.7103776931762695,1995-03-03
3.6541588306427,1995-03-06
3.626051425933838,1995-03-07
3.626051425933838,1995-03-08
3.6541588306427,1995-03-09
3.6541588306427,1995-03-10
3.6541588306427,1995-03-13
3.6541588306427,1995-03-14
3.6541588306427,1995-03-15
3.766596555709839,1995-03-16
3.7103776931762695,1995-03-17
3.6541588306427,1995-03-20
3.682267904281616,1995-03-21
3.682267904281616,1995-03-22
3.626051425933838,1995-03-23
3.626051425933838,1995-03-24
3.597942352294922,1995-03-27
3.626051425933838,1995-03-28
3.569833755493164,1995-03-29
3.597942352294922,1995-03-30
3.597942352294922,1995-03-31
3.597942352294922,1995-04-03
3.597942352294922,1995-04-04
3.569833755493164,1995-04-05
3.569833755493164,1995-04-06
3.5417232513427734,1995-04-07
3.569833755493164,1995-04-10
3.597942352294922,1995-04-11
3.5417232513427734,1995-04-12
3.569833755493164,1995-04-13
3.5417232513427734,1995-04-17
3.569833755493164,1995-04-18
3.597942352294922,1995-04-19
3.569833755493164,1995-04-20
3.569833755493164,1995-04-21
3.597942352294922,1995-04-24
3.597942352294922,1995-04-25
3.597942352294922,1995-04-26
3.569833755493164,1995-04-27
3.569833755493164,1995-04-28
3.597942352294922,1995-05-01
3.6541588306427,1995-05-02
3.682267904281616,1995-05-03
3.6541588306427,1995-05-04
3.597942352294922,1995-05-05
3.6890146732330322,1995-05-08
3.7466542720794678,1995-05-09
3.833115339279175,1995-05-10
3.861937999725342,1995-05-11
3.833115339279175,1995-05-12
3.9195783138275146,1995-05-15
3.8907582759857178,1995-05-16
3.9195783138275146,1995-05-17
3.9195783138275146,1995-05-18
4.034861087799072,1995-05-19
4.034861087799072,1995-05-22
4.063681602478027,1995-05-23
4.063681602478027,1995-05-24
3.977217435836792,1995-05-25
3.948397159576416,1995-05-26
3.977217435836792,1995-05-30
3.977217435836792,1995-05-31
4.063681602478027,1995-06-01
4.063681602478027,1995-06-02
4.150140285491943,1995-06-05
4.236603736877441,1995-06-06
4.150140285491943,1995-06-07
4.150140285491943,1995-06-08
4.178962230682373,1995-06-09
4.150140285491943,1995-06-12
4.207780838012695,1995-06-13
4.207780838012695,1995-06-14
4.150140285491943,1995-06-15
4.121321678161621,1995-06-16
4.150140285491943,1995-06-19
4.150140285491943,1995-06-20
4.092499732971191,1995-06-21
4.121321678161621,1995-06-22
4.121321678161621,1995-06-23
4.092499732971191,1995-06-26
4.006038188934326,1995-06-27
4.006038188934326,1995-06-28
3.9195783138275146,1995-06-29
3.9195783138275146,1995-06-30
3.948397159576416,1995-07-03
3.977217435836792,1995-07-05
3.9195783138275146,1995-07-06
4.006038188934326,1995-07-07
4.034861087799072,1995-07-10
3.977217435836792,1995-07-11
3.8042969703674316,1995-07-12
3.9195783138275146,1995-07-13
3.977217435836792,1995-07-14
3.9195783138275146,1995-07-17
3.977217435836792,1995-07-18
3.977217435836792,1995-07-19
3.977217435836792,1995-07-20
3.977217435836792,1995-07-21
3.8907582759857178,1995-07-24
3.8907582759857178,1995-07-25
3.861937999725342,1995-07-26
3.861937999725342,1995-07-27
3.833115339279175,1995-07-28
3.8907582759857178,1995-07-31
3.8907582759857178,1995-08-01
3.9195783138275146,1995-08-02
3.8907582759857178,1995-08-03
3.9195783138275146,1995-08-04
3.977217435836792,1995-08-07
3.948397159576416,1995-08-08
4.012120723724365,1995-08-09
3.982619524002075,1995-08-10
4.012120723724365,1995-08-11
3.982619524002075,1995-08-14
3.982619524002075,1995-08-15
4.012120723724365,1995-08-16
4.041621208190918,1995-08-17
3.982619524002075,1995-08-18
4.012120723724365,1995-08-21
4.012120723724365,1995-08-22
4.041621208190918,1995-08-23
4.041621208190918,1995-08-24
4.130123615264893,1995-08-25
4.130123615264893,1995-08-28
4.248126029968262,1995-08-29
4.218627452850342,1995-08-30
4.218627452850342,1995-08-31
4.189125061035156,1995-09-01
4.130123615264893,1995-09-05
4.130123615264893,1995-09-06
4.130123615264893,1995-09-07
4.130123615264893,1995-09-08
4.130123615264893,1995-09-11
4.071120262145996,1995-09-12
4.130123615264893,1995-09-13
4.100622177124023,1995-09-14
4.100622177124023,1995-09-15
4.130123615264893,1995-09-18
4.100622177124023,1995-09-19
4.130123615264893,1995-09-20
4.130123615264893,1995-09-21
4.130123615264893,1995-09-22
4.130123615264893,1995-09-25
4.100622177124023,1995-09-26
4.130123615264893,1995-09-27
4.159625053405762,1995-09-28
4.159625053405762,1995-09-29
4.100622177124023,1995-10-02
4.130123615264893,1995-10-03
4.130123615264893,1995-10-04
4.130123615264893,1995-10-05
4.100622177124023,1995-10-06
4.100622177124023,1995-10-09
4.100622177124023,1995-10-10
4.071120262145996,1995-10-11
4.071120262145996,1995-10-12
4.071120262145996,1995-10-13
4.100622177124023,1995-10-16
4.071120262145996,1995-10-17
4.130123615264893,1995-10-18
4.100622177124023,1995-10-19
4.130123615264893,1995-10-20
4.100622177124023,1995-10-23
4.100622177124023,1995-10-24
4.130123615264893,1995-10-25
4.130123615264893,1995-10-26
4.130123615264893,1995-10-27
4.100622177124023,1995-10-30
4.012120723724365,1995-10-31
3.982619524002075,1995-11-01
4.041621208190918,1995-11-02
4.071120262145996,1995-11-03
4.071120262145996,1995-11-06
4.100622177124023,1995-11-07
4.105452060699463,1995-11-08
4.075265407562256,1995-11-09
4.075265407562256,1995-11-10
4.075265407562256,1995-11-13
4.045077800750732,1995-11-14
4.014891624450684,1995-11-15
4.014891624450684,1995-11-16
4.045077800750732,1995-11-17
3.954516649246216,1995-11-20
3.954516649246216,1995-11-21
4.014891624450684,1995-11-22
4.014891624450684,1995-11-24
3.98470401763916,1995-11-27
3.98470401763916,1995-11-28
3.98470401763916,1995-11-29
3.98470401763916,1995-11-30
3.954516649246216,1995-12-01
4.045077800750732,1995-12-04
4.045077800750732,1995-12-05
4.105452060699463,1995-12-06
4.014891624450684,1995-12-07
4.014891624450684,1995-12-08
4.045077800750732,1995-12-11
4.045077800750732,1995-12-12
4.045077800750732,1995-12-13
4.075265407562256,1995-12-14
4.075265407562256,1995-12-15
4.014891624450684,1995-12-18
4.014891624450684,1995-12-19
4.075265407562256,1995-12-20
4.014891624450684,1995-12-21
4.075265407562256,1995-12-22
4.014891624450684,1995-12-26
4.105452060699463,1995-12-27
4.105452060699463,1995-12-28
4.165825843811035,1995-12-29
4.13563871383667,1996-01-02
4.196013927459717,1996-01-03
4.13563871383667,1996-01-04
4.13563871383667,1996-01-05
4.045077800750732,1996-01-08
4.014891624450684,1996-01-09
3.9243288040161133,1996-01-10
3.8639559745788574,1996-01-11
3.8639559745788574,1996-01-12
3.8639559745788574,1996-01-15
3.8639559745788574,1996-01-16
3.8639559745788574,1996-01-17
3.9243288040161133,1996-01-18
3.98470401763916,1996-01-19
3.98470401763916,1996-01-22
3.89414381980896,1996-01-23
3.954516649246216,1996-01-24
3.954516649246216,1996-01-25
4.014891624450684,1996-01-26
3.954516649246216,1996-01-29
3.98470401763916,1996-01-30
4.014891624450684,1996-01-31
3.9243288040161133,1996-02-01
3.89414381980896,1996-02-02
3.8639559745788574,1996-02-05
3.89414381980896,1996-02-06
3.954516649246216,1996-02-07
3.961946964263916,1996-02-08
3.961946964263916,1996-02-09
3.9928979873657227,1996-02-12
3.9928979873657227,1996-02-13
4.023849964141846,1996-02-14
4.023849964141846,1996-02-15
4.023849964141846,1996-02-16
3.9928979873657227,1996-02-20
4.05480432510376,1996-02-21
4.085754871368408,1996-02-22
4.085754871368408,1996-02-23
4.116709232330322,1996-02-26
4.116709232330322,1996-02-27
4.116709232330322,1996-02-28
4.085754871368408,1996-02-29
4.116709232330322,1996-03-01
4.116709232330322,1996-03-04
4.085754871368408,1996-03-05
4.085754871368408,1996-03-06
4.116709232330322,1996-03-07
4.147661209106445,1996-03-08
4.147661209106445,1996-03-11
4.116709232330322,1996-03-12
4.116709232330322,1996-03-13
4.085754871368408,1996-03-14
4.116709232330322,1996-03-15
4.209566593170166,1996-03-18
4.302425384521484,1996-03-19
4.240519046783447,1996-03-20
4.147661209106445,1996-03-21
4.147661209106445,1996-03-22
4.147661209106445,1996-03-25
4.116709232330322,1996-03-26
4.178615093231201,1996-03-27
4.147661209106445,1996-03-28
4.178615093231201,1996-03-29
4.178615093231201,1996-04-01
4.147661209106445,1996-04-02
4.178615093231201,1996-04-03
4.178615093231201,1996-04-04
4.147661209106445,1996-04-08
4.116709232330322,1996-04-09
4.147661209106445,1996-04-10
4.178615093231201,1996-04-11
4.240519046783447,1996-04-12
4.302425384521484,1996-04-15
4.3643293380737305,1996-04-16
4.302425384521484,1996-04-17
4.333378791809082,1996-04-18
4.302425384521484,1996-04-19
4.333378791809082,1996-04-22
4.333378791809082,1996-04-23
4.333378791809082,1996-04-24
4.333378791809082,1996-04-25
4.240519046783447,1996-04-26
4.240519046783447,1996-04-29
4.302425384521484,1996-04-30
4.333378791809082,1996-05-01
4.302425384521484,1996-05-02
4.3643293380737305,1996-05-03
4.3643293380737305,1996-05-06
4.3643293380737305,1996-05-07
4.3643293380737305,1996-05-08
4.403614521026611,1996-05-09
4.435296058654785,1996-05-10
4.403614521026611,1996-05-13
4.498655796051025,1996-05-14
4.6887407302856445,1996-05-15
4.6887407302856445,1996-05-16
4.6887407302856445,1996-05-17
4.72042179107666,1996-05-20
4.6887407302856445,1996-05-21
4.783782005310059,1996-05-22
4.815464019775391,1996-05-23
4.72042179107666,1996-05-24
4.752100944519043,1996-05-28
4.72042179107666,1996-05-29
4.752100944519043,1996-05-30
4.783782005310059,1996-05-31
4.815464019775391,1996-06-03
4.8788228034973145,1996-06-04
4.9105024337768555,1996-06-05
4.942185878753662,1996-06-06
4.8788228034973145,1996-06-07
4.815464019775391,1996-06-10
4.847142696380615,1996-06-11
5.322356224060059,1996-06-12
5.1956329345703125,1996-06-13
5.100588798522949,1996-06-14
5.06890869140625,1996-06-17
5.037228107452393,1996-06-18
5.1639509201049805,1996-06-19
5.1322712898254395,1996-06-20
5.1956329345703125,1996-06-21
5.1956329345703125,1996-06-24
5.1322712898254395,1996-06-25
5.06890869140625,1996-06-26
5.06890869140625,1996-06-27
5.290672779083252,1996-06-28
5.1956329345703125,1996-07-01
5.1956329345703125,1996-07-02
5.1639509201049805,1996-07-03
5.1322712898254395,1996-07-05
5.1639509201049805,1996-07-08
5.227314472198486,1996-07-09
5.227314472198486,1996-07-10
5.227314472198486,1996-07-11
5.258991718292236,1996-07-12
5.258991718292236,1996-07-15
5.1956329345703125,1996-07-16
5.1639509201049805,1996-07-17
5.258991718292236,1996-07-18
5.1639509201049805,1996-07-19
5.1322712898254395,1996-07-22
5.037228107452393,1996-07-23
4.942185878753662,1996-07-24
4.9105024337768555,1996-07-25
4.973866939544678,1996-07-26
5.06890869140625,1996-07-29
5.1322712898254395,1996-07-30
5.1956329345703125,1996-07-31
5.227314472198486,1996-08-01
5.322356224060059,1996-08-02
5.385715484619141,1996-08-05
5.322356224060059,1996-08-06
5.322356224060059,1996-08-07
5.362411022186279,1996-08-08
5.362411022186279,1996-08-09
5.4270195960998535,1996-08-12
5.4270195960998535,1996-08-13
5.330109596252441,1996-08-14
5.330109596252441,1996-08-15
5.362411022186279,1996-08-16
5.394712924957275,1996-08-19
5.394712924957275,1996-08-20
5.330109596252441,1996-08-21
5.4270195960998535,1996-08-22
5.4270195960998535,1996-08-23
5.49162483215332,1996-08-26
5.49162483215332,1996-08-27
5.49162483215332,1996-08-28
5.459321022033691,1996-08-29
5.459321022033691,1996-08-30
5.49162483215332,1996-09-03
5.459321022033691,1996-09-04
5.4270195960998535,1996-09-05
5.4270195960998535,1996-09-06
5.459321022033691,1996-09-09
5.556233882904053,1996-09-10
5.588536262512207,1996-09-11
5.556233882904053,1996-09-12
5.556233882904053,1996-09-13
5.523927688598633,1996-09-16
5.459321022033691,1996-09-17
5.523927688598633,1996-09-18
5.49162483215332,1996-09-19
5.523927688598633,1996-09-20
5.49162483215332,1996-09-23
5.523927688598633,1996-09-24
5.49162483215332,1996-09-25
5.49162483215332,1996-09-26
5.750054359436035,1996-09-27
5.7823591232299805,1996-09-30
5.7823591232299805,1996-10-01
5.750054359436035,1996-10-02
5.685447692871094,1996-10-03
5.717751979827881,1996-10-04
5.685447692871094,1996-10-07
5.717751979827881,1996-10-08
5.717751979827881,1996-10-09
5.717751979827881,1996-10-10
5.750054359436035,1996-10-11
5.750054359436035,1996-10-14
5.685447692871094,1996-10-15
5.717751979827881,1996-10-16
5.685447692871094,1996-10-17
5.653144836425781,1996-10-18
5.653144836425781,1996-10-21
5.620842456817627,1996-10-22
5.620842456817627,1996-10-23
5.620842456817627,1996-10-24
5.588536262512207,1996-10-25
5.620842456817627,1996-10-28
5.653144836425781,1996-10-29
5.620842456817627,1996-10-30
5.620842456817627,1996-10-31
5.653144836425781,1996-11-01
5.750054359436035,1996-11-04
5.879267692565918,1996-11-05
6.051608085632324,1996-11-06
6.216056823730469,1996-11-07
6.4462785720825195,1996-11-08
6.314724922180176,1996-11-11
6.216056823730469,1996-11-12
6.150277614593506,1996-11-13
6.051608085632324,1996-11-14
6.084499359130859,1996-11-15
6.216056823730469,1996-11-18
6.281836032867432,1996-11-19
6.281836032867432,1996-11-20
6.248945236206055,1996-11-21
6.314724922180176,1996-11-22
6.4462785720825195,1996-11-25
6.413389682769775,1996-11-26
6.413389682769775,1996-11-27
6.314724922180176,1996-11-29
6.281836032867432,1996-12-02
6.281836032867432,1996-12-03
6.347615718841553,1996-12-04
6.347615718841553,1996-12-05
6.413389682769775,1996-12-06
6.4462785720825195,1996-12-09
6.544945240020752,1996-12-10
6.544945240020752,1996-12-11
6.47916841506958,1996-12-12
6.577835559844971,1996-12-13
6.544945240020752,1996-12-16
6.544945240020752,1996-12-17
6.544945240020752,1996-12-18
6.577835559844971,1996-12-19
6.610726833343506,1996-12-20
6.610726833343506,1996-12-23
6.643616199493408,1996-12-24
6.775169849395752,1996-12-26
6.775169849395752,1996-12-27
6.709393501281738,1996-12-30
6.906723499298096,1996-12-31
6.873836040496826,1997-01-02
6.8409504890441895,1997-01-03
6.709393501281738,1997-01-06
6.643616199493408,1997-01-07
6.610726833343506,1997-01-08
6.577835559844971,1997-01-09
6.610726833343506,1997-01-10
6.643616199493408,1997-01-13
6.742282867431641,1997-01-14
6.775169849395752,1997-01-15
6.8409504890441895,1997-01-16
6.873836040496826,1997-01-17
6.8409504890441895,1997-01-20
6.906723499298096,1997-01-21
6.906723499298096,1997-01-22
6.906723499298096,1997-01-23
6.873836040496826,1997-01-24
6.8409504890441895,1997-01-27
6.873836040496826,1997-01-28
6.873836040496826,1997-01-29
6.906723499298096,1997-01-30
6.873836040496826,1997-01-31
6.906723499298096,1997-02-03
7.005392551422119,1997-02-04
7.005392551422119,1997-02-05
7.005392551422119,1997-02-06
7.038283348083496,1997-02-07
7.150558948516846,1997-02-10
7.217379093170166,1997-02-11
7.217379093170166,1997-02-12
7.250796794891357,1997-02-13
7.217379093170166,1997-02-14
7.217379093170166,1997-02-18
7.183969020843506,1997-02-19
7.183969020843506,1997-02-20
7.351039886474609,1997-02-21
7.217379093170166,1997-02-24
7.183969020843506,1997-02-25
7.217379093170166,1997-02-26
7.284213066101074,1997-02-27
7.284213066101074,1997-02-28
7.317624568939209,1997-03-03
7.484692096710205,1997-03-04
7.451277732849121,1997-03-05
7.384451389312744,1997-03-06
7.4178667068481445,1997-03-07
7.451277732849121,1997-03-10
7.451277732849121,1997-03-11
7.4178667068481445,1997-03-12
7.384451389312744,1997-03-13
7.351039886474609,1997-03-14
7.317624568939209,1997-03-17
7.317624568939209,1997-03-18
7.351039886474609,1997-03-19
7.317624568939209,1997-03-20
7.317624568939209,1997-03-21
7.317624568939209,1997-03-24
7.150558948516846,1997-03-25
7.083725452423096,1997-03-26
7.183969020843506,1997-03-27
7.150558948516846,1997-03-31
6.9166579246521,1997-04-01
6.816415309906006,1997-04-02
6.74959135055542,1997-04-03
6.682762622833252,1997-04-04
6.7161784172058105,1997-04-07
6.9500732421875,1997-04-08
7.117141246795654,1997-04-09
7.183969020843506,1997-04-10
7.150558948516846,1997-04-11
7.083725452423096,1997-04-14
7.183969020843506,1997-04-15
7.150558948516846,1997-04-16
7.284213066101074,1997-04-17
7.284213066101074,1997-04-18
7.150558948516846,1997-04-21
7.183969020843506,1997-04-22
7.117141246795654,1997-04-23
7.117141246795654,1997-04-24
7.083725452423096,1997-04-25
7.0503153800964355,1997-04-28
7.0503153800964355,1997-04-29
6.9500732421875,1997-04-30
6.883246898651123,1997-05-01
6.983486175537109,1997-05-02
6.983486175537109,1997-05-05
6.983486175537109,1997-05-06
6.9500732421875,1997-05-07
7.016903877258301,1997-05-08
7.016903877258301,1997-05-09
7.097039222717285,1997-05-12
7.097039222717285,1997-05-13
7.1309990882873535,1997-05-14
7.232869625091553,1997-05-15
7.164950370788574,1997-05-16
7.232869625091553,1997-05-19
7.232869625091553,1997-05-20
7.198909759521484,1997-05-21
7.164950370788574,1997-05-22
7.232869625091553,1997-05-23
7.232869625091553,1997-05-27
7.164950370788574,1997-05-28
7.198909759521484,1997-05-29
7.164950370788574,1997-05-30
7.232869625091553,1997-06-02
7.198909759521484,1997-06-03
7.232869625091553,1997-06-04
7.3686933517456055,1997-06-05
7.300779342651367,1997-06-06
7.3686933517456055,1997-06-09
