MRK,Date
0.0689428299665451,1962-01-02
0.06605417281389236,1962-01-03
0.06538020819425583,1962-01-04
0.06316549330949783,1962-01-05
0.06335800141096115,1962-01-08
0.06364689022302628,1962-01-09
0.06470609456300735,1962-01-10
0.0648987740278244,1962-01-11
0.06470609456300735,1962-01-12
0.06412837654352188,1962-01-15
0.06335800141096115,1962-01-16
0.06181739270687103,1962-01-17
0.06297298520803452,1962-01-18
0.06412837654352188,1962-01-19
0.063550665974617,1962-01-22
0.06316549330949783,1962-01-23
0.06364689022302628,1962-01-24
0.06335800141096115,1962-01-25
0.06181739270687103,1962-01-26
0.06316549330949783,1962-01-29
0.06306926161050797,1962-01-30
0.06393587589263916,1962-01-31
0.06432092189788818,1962-02-01
0.06432092189788818,1962-02-02
0.06412837654352188,1962-02-05
0.0648987740278244,1962-02-06
0.06499496102333069,1962-02-07
0.06499496102333069,1962-02-08
0.06557270884513855,1962-02-09
0.06528374552726746,1962-02-12
0.06605417281389236,1962-02-13
0.06663188338279724,1962-02-14
0.06740228831768036,1962-02-15
0.06692080944776535,1962-02-16
0.06663188338279724,1962-02-19
0.06836514919996262,1962-02-20
0.06884662061929703,1962-02-21
0.06913534551858902,1962-02-23
0.06855759024620056,1962-02-26
0.06798000633716583,1962-02-27
0.06875034421682358,1962-02-28
0.06903908401727676,1962-03-01
0.06875034421682358,1962-03-02
0.06875034421682358,1962-03-05
0.06964012235403061,1962-03-06
0.07012376189231873,1962-03-07
0.07060738652944565,1962-03-08
0.0710909366607666,1962-03-09
0.0710909366607666,1962-03-12
0.07176799327135086,1962-03-13
0.07196136564016342,1962-03-14
0.07225154340267181,1962-03-15
0.07273518294095993,1962-03-16
0.07244495302438736,1962-03-19
0.07205820083618164,1962-03-20
0.07138105481863022,1962-03-21
0.07234827429056168,1962-03-22
0.07321881502866745,1962-03-23
0.07273518294095993,1962-03-26
0.07254180312156677,1962-03-27
0.07234827429056168,1962-03-28
0.07273518294095993,1962-03-29
0.0729285180568695,1962-03-30
0.07263851165771484,1962-04-02
0.07138105481863022,1962-04-03
0.07138105481863022,1962-04-04
0.07128434628248215,1962-04-05
0.06905986368656158,1962-04-06
0.06857620179653168,1962-04-09
0.06983355432748795,1962-04-10
0.06944659352302551,1962-04-11
0.06789904832839966,1962-04-12
0.06886626780033112,1962-04-13
0.06809263676404953,1962-04-16
0.0663515031337738,1962-04-17
0.06731877475976944,1962-04-18
0.06780241429805756,1962-04-19
0.06789904832839966,1962-04-23
0.06751210242509842,1962-04-24
0.06654485315084457,1962-04-25
0.06586791574954987,1962-04-26
0.06509407609701157,1962-04-27
0.06528762727975845,1962-04-30
0.0649973526597023,1962-05-01
0.0657711774110794,1962-05-02
0.06615815311670303,1962-05-03
0.06712538003921509,1962-05-04
0.0677056685090065,1962-05-07
0.06731877475976944,1962-05-08
0.06722207367420197,1962-05-09
0.06615815311670303,1962-05-10
0.06615815311670303,1962-05-11
0.0649973526597023,1962-05-14
0.0657711774110794,1962-05-15
0.06596463918685913,1962-05-16
0.06403011828660965,1962-05-17
0.06461045891046524,1962-05-18
0.06451377272605896,1962-05-21
0.06383676826953888,1962-05-22
0.06190231069922447,1962-05-23
0.059387531131505966,1962-05-24
0.05764644965529442,1962-05-25
0.05687279626727104,1962-05-28
0.05609894543886185,1962-05-29
0.05716285482048988,1962-05-31
0.05629229173064232,1962-06-01
0.05319732055068016,1962-06-04
0.051757317036390305,1962-06-05
0.052924931049346924,1962-06-06
0.05350857973098755,1962-06-07
0.05516238883137703,1962-06-08
0.05341135710477829,1962-06-11
0.05214652791619301,1962-06-12
0.051757317036390305,1962-06-13
0.051660116761922836,1962-06-14
0.052535705268383026,1962-06-15
0.052924931049346924,1962-06-18
0.052535705268383026,1962-06-19
0.051562853157520294,1962-06-20
0.04990900680422783,1962-06-21
0.0479632169008255,1962-06-22
0.049033381044864655,1962-06-25
0.048741426318883896,1962-06-26
0.04825497046113014,1962-06-27
0.050589948892593384,1962-06-28
0.050589948892593384,1962-06-29
0.052535705268383026,1962-07-02
0.05409231036901474,1962-07-03
0.05467599257826805,1962-07-05
0.0536058284342289,1962-07-06
0.054189570248126984,1962-07-09
0.054773420095443726,1962-07-10
0.05457878112792969,1962-07-11
0.05457878112792969,1962-07-12
0.054286956787109375,1962-07-13
0.05409231036901474,1962-07-16
0.05331413075327873,1962-07-17
0.05282766744494438,1962-07-18
0.05331413075327873,1962-07-19
0.054384246468544006,1962-07-20
0.05506516247987747,1962-07-23
0.05467599257826805,1962-07-24
0.05409231036901474,1962-07-25
0.05467599257826805,1962-07-26
0.05516238883137703,1962-07-27
0.05837304890155792,1962-07-30
0.058081112802028656,1962-07-31
0.057692088186740875,1962-08-01
0.0568164698779583,1962-08-02
0.057594697922468185,1962-08-03
0.0564272478222847,1962-08-06
0.054286956787109375,1962-08-07
0.054286956787109375,1962-08-08
0.05350857973098755,1962-08-09
0.05302213132381439,1962-08-10
0.05273018404841423,1962-08-13
0.05273018404841423,1962-08-14
0.05350857973098755,1962-08-15
0.052535705268383026,1962-08-16
0.052243784070014954,1962-08-17
0.05204927548766136,1962-08-20
0.05049268528819084,1962-08-21
0.051952064037323,1962-08-22
0.05107638239860535,1962-08-23
0.05039546638727188,1962-08-24
0.050103459507226944,1962-08-27
0.04922787472605705,1962-08-28
0.04864416643977165,1962-08-29
0.049033381044864655,1962-08-30
0.04922787472605705,1962-08-31
0.04922787472605705,1962-09-04
0.049932811409235,1962-09-05
0.05032447725534439,1962-09-06
0.05012858659029007,1962-09-07
0.05091191455721855,1962-09-10
0.052478402853012085,1962-09-11
0.052772168070077896,1962-09-12
0.05306578055024147,1962-09-13
0.05287006124854088,1962-09-14
0.052967920899391174,1962-09-17
0.05345745384693146,1962-09-18
0.05414295569062233,1962-09-19
0.05228269472718239,1962-09-20
0.05159720033407211,1962-09-21
0.05061813071370125,1962-09-24
0.05091191455721855,1962-09-25
0.05100975185632706,1962-09-26
0.05140144005417824,1962-09-27
0.05100975185632706,1962-09-28
0.0500306710600853,1962-10-01
0.05100975185632706,1962-10-02
0.05012858659029007,1962-10-03
0.05032447725534439,1962-10-04
0.05110767483711243,1962-10-05
0.05120570957660675,1962-10-08
0.05198890343308449,1962-10-09
0.051499318331480026,1962-10-10
0.05120570957660675,1962-10-11
0.05140144005417824,1962-10-12
0.05198890343308449,1962-10-15
0.05179308354854584,1962-10-16
0.05110767483711243,1962-10-17
0.05140144005417824,1962-10-18
0.05120570957660675,1962-10-19
0.0526743121445179,1962-10-22
0.05140144005417824,1962-10-23
0.05326175317168236,1962-10-24
0.052086710929870605,1962-10-25
0.05110767483711243,1962-10-26
0.05306578055024147,1962-10-29
0.05414295569062233,1962-10-30
0.05404483154416084,1962-10-31
0.05521988868713379,1962-11-01
0.05678635835647583,1962-11-02
0.05815711244940758,1962-11-05
0.05796125903725624,1962-11-07
0.057569682598114014,1962-11-08
0.056394703686237335,1962-11-09
0.056982073932886124,1962-11-12
0.057178057730197906,1962-11-13
0.05737382173538208,1962-11-14
0.057765454053878784,1962-11-15
0.058254994451999664,1962-11-16
0.05659060925245285,1962-11-19
0.056394703686237335,1962-11-20
0.056982073932886124,1962-11-21
0.057178057730197906,1962-11-23
0.05796125903725624,1962-11-26
