MRO,Date
0.3515550494194031,1962-01-02
0.349404901266098,1962-01-03
0.34833037853240967,1962-01-04
0.34617993235588074,1962-01-05
0.34833037853240967,1962-01-08
0.34833037853240967,1962-01-09
0.34617993235588074,1962-01-10
0.34617993235588074,1962-01-11
0.34833037853240967,1962-01-12
0.34833037853240967,1962-01-15
0.3472552001476288,1962-01-16
0.34617993235588074,1962-01-17
0.34833037853240967,1962-01-18
0.3515550494194031,1962-01-19
0.3526304066181183,1962-01-22
0.3526304066181183,1962-01-23
0.35693079233169556,1962-01-24
0.3558555245399475,1962-01-25
0.3580062687397003,1962-01-26
0.359080970287323,1962-01-29
0.36338120698928833,1962-01-30
0.36553144454956055,1962-01-31
0.3676815629005432,1962-02-01
0.36875656247138977,1962-02-02
0.37843266129493713,1962-02-05
0.3773573338985443,1962-02-06
0.376282662153244,1962-02-07
0.3805828094482422,1962-02-08
0.3848830759525299,1962-02-09
0.38165780901908875,1962-02-12
0.38078972697257996,1962-02-13
0.38187485933303833,1962-02-14
0.38729920983314514,1962-02-15
0.39272359013557434,1962-02-16
0.39272359013557434,1962-02-19
0.38729920983314514,1962-02-20
0.39055368304252625,1962-02-21
0.38729920983314514,1962-02-23
0.3797052800655365,1962-02-26
0.38295966386795044,1962-02-27
0.38187485933303833,1962-02-28
0.38187485933303833,1962-03-01
0.3840446472167969,1962-03-02
0.3851293921470642,1962-03-05
0.38729920983314514,1962-03-06
0.38729920983314514,1962-03-07
0.38621407747268677,1962-03-08
0.38838425278663635,1962-03-09
0.38078972697257996,1962-03-12
0.38838425278663635,1962-03-13
0.38621407747268677,1962-03-14
0.39055368304252625,1962-03-15
0.3851293921470642,1962-03-16
0.39055368304252625,1962-03-19
0.39055368304252625,1962-03-20
0.3851293921470642,1962-03-21
0.3840446472167969,1962-03-22
0.38187485933303833,1962-03-23
0.37862029671669006,1962-03-26
0.3688563406467438,1962-03-27
0.3731955885887146,1962-03-28
0.3731955885887146,1962-03-29
0.36777159571647644,1962-03-30
0.36668649315834045,1962-04-02
0.3645170032978058,1962-04-03
0.3634321689605713,1962-04-04
0.36126264929771423,1962-04-05
0.36777159571647644,1962-04-06
0.36777159571647644,1962-04-09
0.36668649315834045,1962-04-10
0.3645170032978058,1962-04-11
0.3601774573326111,1962-04-12
0.35041382908821106,1962-04-13
0.35258302092552185,1962-04-16
0.35041382908821106,1962-04-17
0.35258302092552185,1962-04-18
0.37102603912353516,1962-04-19
0.3688563406467438,1962-04-23
0.36994117498397827,1962-04-24
0.3688563406467438,1962-04-25
0.36994117498397827,1962-04-26
0.35909250378608704,1962-04-27
0.3493288457393646,1962-04-30
0.35475286841392517,1962-05-01
0.3536682724952698,1962-05-02
0.3601774573326111,1962-05-03
0.35909250378608704,1962-05-04
0.355837881565094,1962-05-07
0.355837881565094,1962-05-08
0.35258302092552185,1962-05-09
0.35041382908821106,1962-05-10
0.3493288457393646,1962-05-11
0.35475286841392517,1962-05-14
0.35990777611732483,1962-05-15
0.35990777611732483,1962-05-16
0.35543689131736755,1962-05-17
0.3520834445953369,1962-05-18
0.35655438899993896,1962-05-21
0.34202420711517334,1962-05-22
0.3386708199977875,1962-05-23
0.3386708199977875,1962-05-24
0.33755314350128174,1962-05-25
0.32861143350601196,1962-05-28
0.3464948236942291,1962-05-29
0.35990777611732483,1962-05-31
0.35990777611732483,1962-06-01
0.34873056411743164,1962-06-04
0.3409065902233124,1962-06-05
0.3476128578186035,1962-06-06
0.35096606612205505,1962-06-07
0.3520834445953369,1962-06-08
0.34873056411743164,1962-06-11
0.34202420711517334,1962-06-12
0.34202420711517334,1962-06-13
0.3409065902233124,1962-06-14
0.3453773558139801,1962-06-15
0.34873056411743164,1962-06-18
0.3464948236942291,1962-06-19
0.3453773558139801,1962-06-20
0.3353176712989807,1962-06-21
0.3342002034187317,1962-06-22
0.3308466374874115,1962-06-25
0.3308466374874115,1962-06-26
0.3308466374874115,1962-06-27
0.3353176712989807,1962-06-28
0.33755314350128174,1962-06-29
0.3397885262966156,1962-07-02
0.34202420711517334,1962-07-03
0.3464948236942291,1962-07-05
0.3543190360069275,1962-07-06
0.35767245292663574,1962-07-09
0.35767245292663574,1962-07-10
0.35767245292663574,1962-07-11
0.36102545261383057,1962-07-12
0.3621431589126587,1962-07-13
0.35767245292663574,1962-07-16
0.3543190360069275,1962-07-17
0.35767245292663574,1962-07-18
0.35543689131736755,1962-07-19
0.35767245292663574,1962-07-20
0.35767245292663574,1962-07-23
0.35767245292663574,1962-07-24
0.35767245292663574,1962-07-25
0.35320112109184265,1962-07-26
0.3520834445953369,1962-07-27
0.34425976872444153,1962-07-30
0.3464948236942291,1962-07-31
0.3453773558139801,1962-08-01
0.3453773558139801,1962-08-02
0.3453773558139801,1962-08-03
0.3397885262966156,1962-08-06
0.3353176712989807,1962-08-07
0.3353176712989807,1962-08-08
0.3308466374874115,1962-08-09
0.3330822288990021,1962-08-10
0.3308466374874115,1962-08-13
0.33220264315605164,1962-08-14
0.334462434053421,1962-08-15
0.33107292652130127,1962-08-16
0.334462434053421,1962-08-17
0.334462434053421,1962-08-20
0.3333326578140259,1962-08-21
0.334462434053421,1962-08-22
0.334462434053421,1962-08-23
0.33220264315605164,1962-08-24
0.33220264315605164,1962-08-27
0.3333326578140259,1962-08-28
0.33107292652130127,1962-08-29
0.3299430012702942,1962-08-30
0.334462434053421,1962-08-31
0.334462434053421,1962-09-04
0.33220264315605164,1962-09-05
0.334462434053421,1962-09-06
0.34802210330963135,1962-09-07
0.34802210330963135,1962-09-10
0.3468920588493347,1962-09-11
0.35254165530204773,1962-09-12
0.35480183362960815,1962-09-13
0.3581914007663727,1962-09-14
0.36158132553100586,1962-09-17
0.36836129426956177,1962-09-18
0.35932132601737976,1962-09-19
0.36610114574432373,1962-09-20
0.3581914007663727,1962-09-21
0.35254165530204773,1962-09-24
0.36158132553100586,1962-09-25
0.35254165530204773,1962-09-26
0.35932132601737976,1962-09-27
0.35367146134376526,1962-09-28
0.34802210330963135,1962-10-01
0.35028180480003357,1962-10-02
0.35028180480003357,1962-10-03
0.35932132601737976,1962-10-04
0.35932132601737976,1962-10-05
0.36045128107070923,1962-10-08
0.36384105682373047,1962-10-09
0.36610114574432373,1962-10-10
0.36610114574432373,1962-10-11
0.3672311007976532,1962-10-12
0.37062057852745056,1962-10-15
0.3728806674480438,1962-10-16
0.37966060638427734,1962-10-17
0.3694911003112793,1962-10-18
0.36836129426956177,1962-10-19
0.36158132553100586,1962-10-22
0.3570612668991089,1962-10-23
0.36497101187705994,1962-10-24
0.3627111613750458,1962-10-25
0.3740106225013733,1962-10-26
0.3740106225013733,1962-10-29
0.3819202780723572,1962-10-30
0.3774004280567169,1962-10-31
0.37966060638427734,1962-11-01
0.3819202780723572,1962-11-02
0.37966060638427734,1962-11-05
0.3841802179813385,1962-11-07
0.3807900547981262,1962-11-08
0.3841802179813385,1962-11-09
0.3819202780723572,1962-11-12
0.38671135902404785,1962-11-13
0.3924151062965393,1962-11-14
0.3855706453323364,1962-11-15
0.3787260353565216,1962-11-16
0.3821483552455902,1962-11-19
0.38442960381507874,1962-11-20
0.39355579018592834,1962-11-21
0.406104177236557,1962-11-23
0.40496334433555603,1962-11-26
0.40154072642326355,1962-11-27
0.40838539600372314,1962-11-28
0.39355579018592834,1962-11-29
0.39013341069221497,1962-11-30
0.3946967124938965,1962-12-03
0.3946967124938965,1962-12-04
0.3969780206680298,1962-12-05
0.39355579018592834,1962-12-06
0.40268149971961975,1962-12-07
0.3969780206680298,1962-12-10
0.40382230281829834,1962-12-11
0.40268149971961975,1962-12-12
0.40154072642326355,1962-12-13
0.40952634811401367,1962-12-14
0.40838539600372314,1962-12-17
0.40952634811401367,1962-12-18
0.40382230281829834,1962-12-19
0.406104177236557,1962-12-20
0.40838539600372314,1962-12-21
0.406104177236557,1962-12-24
0.40268149971961975,1962-12-26
0.40724462270736694,1962-12-27
0.40724462270736694,1962-12-28
0.406104177236557,1962-12-31
0.40838539600372314,1963-01-02
0.40838539600372314,1963-01-03
0.40838539600372314,1963-01-04
0.4106670916080475,1963-01-07
0.4289187490940094,1963-01-08
0.42321497201919556,1963-01-09
0.42435577511787415,1963-01-10
0.431200236082077,1963-01-11
0.44032636284828186,1963-01-14
0.4369043707847595,1963-01-15
0.4334816336631775,1963-01-16
