MA,Date
42.7793083190918,2012-10-01
42.850467681884766,2012-10-02
44.35888671875,2012-10-03
44.463741302490234,2012-10-04
44.52839279174805,2012-10-05
44.215457916259766,2012-10-08
43.5549430847168,2012-10-09
43.29355239868164,2012-10-10
44.27543258666992,2012-10-11
44.34944152832031,2012-10-12
44.579925537109375,2012-10-15
44.87879943847656,2012-10-16
45.25261306762695,2012-10-17
44.58086013793945,2012-10-18
44.04026794433594,2012-10-19
43.747005462646484,2012-10-22
43.08460998535156,2012-10-23
42.58617401123047,2012-10-24
42.100868225097656,2012-10-25
42.44001770019531,2012-10-26
43.18486785888672,2012-10-31
43.91191101074219,2012-11-01
43.983116149902344,2012-11-02
43.627071380615234,2012-11-05
44.201412200927734,2012-11-06
43.5380859375,2012-11-07
43.26637649536133,2012-11-08
43.534332275390625,2012-11-09
44.03464889526367,2012-11-12
44.1489372253418,2012-11-13
43.40785217285156,2012-11-14
42.83164596557617,2012-11-15
43.527767181396484,2012-11-16
44.84788131713867,2012-11-19
44.743873596191406,2012-11-20
44.91814041137695,2012-11-21
45.08772659301758,2012-11-23
44.974365234375,2012-11-26
44.830078125,2012-11-27
45.1130256652832,2012-11-28
45.55337905883789,2012-11-29
45.784786224365234,2012-11-30
45.594581604003906,2012-12-03
45.2919807434082,2012-12-04
