XYL,Date
21.53643035888672,2012-08-17
21.664920806884766,2012-08-20
21.58782958984375,2012-08-21
21.43362808227539,2012-08-22
21.18504524230957,2012-08-23
21.073232650756836,2012-08-24
20.76358413696289,2012-08-27
20.686180114746094,2012-08-28
20.651763916015625,2012-08-29
20.720577239990234,2012-08-30
20.892608642578125,2012-08-31
20.643169403076172,2012-09-04
20.703372955322266,2012-09-05
21.477497100830078,2012-09-06
21.58930778503418,2012-09-07
21.14204978942871,2012-09-10
21.83014488220215,2012-09-11
21.503297805786133,2012-09-12
21.812942504882812,2012-09-13
21.993576049804688,2012-09-14
21.795743942260742,2012-09-17
22.113988876342773,2012-09-18
22.346223831176758,2012-09-19
22.019371032714844,2012-09-20
21.88176155090332,2012-09-21
21.933364868164062,2012-09-24
21.8559513092041,2012-09-25
21.486095428466797,2012-09-26
21.761335372924805,2012-09-27
21.6323184967041,2012-09-28
21.70973014831543,2012-10-01
21.71833610534668,2012-10-02
21.52050018310547,2012-10-03
21.6323184967041,2012-10-04
21.623714447021484,2012-10-05
21.59791374206543,2012-10-08
21.322669982910156,2012-10-09
21.124839782714844,2012-10-10
20.918405532836914,2012-10-11
21.167848587036133,2012-10-12
21.271059036254883,2012-10-15
21.821548461914062,2012-10-16
21.57210922241211,2012-10-17
21.279338836669922,2012-10-18
20.916629791259766,2012-10-19
20.977081298828125,2012-10-22
20.899356842041016,2012-10-23
20.243009567260742,2012-10-24
20.476177215576172,2012-10-25
20.37255096435547,2012-10-26
20.951173782348633,2012-10-31
21.935686111450195,2012-11-01
22.134323120117188,2012-11-02
22.4538631439209,2012-11-05
22.497032165527344,2012-11-06
21.857959747314453,2012-11-07
21.521150588989258,2012-11-08
21.339794158935547,2012-11-09
21.382980346679688,2012-11-12
21.184349060058594,2012-11-13
20.76981544494629,2012-11-14
20.752544403076172,2012-11-15
20.89072608947754,2012-11-16
21.452064514160156,2012-11-19
21.693880081176758,2012-11-20
21.883878707885742,2012-11-21
22.03931999206543,2012-11-23
22.332948684692383,2012-11-26
22.134323120117188,2012-11-27
22.402042388916016,2012-11-28
22.56612777709961,2012-11-29
22.53158187866211,2012-11-30
22.255218505859375,2012-12-03
22.19477081298828,2012-12-04
22.4538631439209,2012-12-05
22.53158187866211,2012-12-06
22.78202247619629,2012-12-07
22.868389129638672,2012-12-10
22.997928619384766,2012-12-11
23.136112213134766,2012-12-12
23.049745559692383,2012-12-13
23.11019515991211,2012-12-14
22.9288330078125,2012-12-17
23.490182876586914,2012-12-18
23.80971908569336,2012-12-19
23.179283142089844,2012-12-20
23.11019515991211,2012-12-21
23.2051944732666,2012-12-24
23.127471923828125,2012-12-26
23.187915802001953,2012-12-27
22.825204849243164,2012-12-28
23.403820037841797,2012-12-31
23.7492618560791,2013-01-02
23.67154312133789,2013-01-03
23.637001037597656,2013-01-04
23.32610511779785,2013-01-07
23.041112899780273,2013-01-08
23.403820037841797,2013-01-09
23.73199462890625,2013-01-10
23.472919464111328,2013-01-11
23.498815536499023,2013-01-14
23.429731369018555,2013-01-15
23.2742862701416,2013-01-16
23.68018341064453,2013-01-17
23.757904052734375,2013-01-18
23.904722213745117,2013-01-22
24.094717025756836,2013-01-23
24.163803100585938,2013-01-24
23.9219913482666,2013-01-25
24.111984252929688,2013-01-28
24.155162811279297,2013-01-29
24.12925148010254,2013-01-30
24.120616912841797,2013-01-31
24.18971824645996,2013-02-01
23.79244613647461,2013-02-04
23.982444763183594,2013-02-05
24.051532745361328,2013-02-06
23.239734649658203,2013-02-07
23.395185470581055,2013-02-08
23.714719772338867,2013-02-11
24.13789176940918,2013-02-12
24.40561294555664,2013-02-13
24.586971282958984,2013-02-14
24.522804260253906,2013-02-15
24.939023971557617,2013-02-19
24.245317459106445,2013-02-20
24.002517700195312,2013-02-21
24.097900390625,2013-02-22
23.430192947387695,2013-02-25
23.41284942626953,2013-02-26
23.820417404174805,2013-02-27
23.846424102783203,2013-02-28
23.8377628326416,2013-03-01
23.8377628326416,2013-03-04
24.670217514038086,2013-03-05
25.441974639892578,2013-03-06
24.626863479614258,2013-03-07
24.65287208557129,2013-03-08
24.939023971557617,2013-03-11
24.739585876464844,2013-03-12
24.687559127807617,2013-03-13
24.895675659179688,2013-03-14
25.112455368041992,2013-03-15
24.956377029418945,2013-03-18
24.66153907775879,2013-03-19
24.722246170043945,2013-03-20
24.76560401916504,2013-03-21
24.66153907775879,2013-03-22
24.045875549316406,2013-03-25
24.011180877685547,2013-03-26
23.66433334350586,2013-03-27
23.898468017578125,2013-03-28
23.629648208618164,2013-04-01
23.603626251220703,2013-04-02
23.51691436767578,2013-04-03
24.037195205688477,2013-04-04
23.933147430419922,2013-04-05
24.149930953979492,2013-04-08
24.245317459106445,2013-04-09
24.87833023071289,2013-04-10
25.025745391845703,2013-04-11
24.800291061401367,2013-04-12
23.777061462402344,2013-04-15
23.985172271728516,2013-04-16
23.65566062927246,2013-04-17
23.44754409790039,2013-04-18
23.40418243408203,2013-04-19
23.274112701416016,2013-04-22
23.751039505004883,2013-04-23
24.011180877685547,2013-04-24
24.158605575561523,2013-04-25
24.028532028198242,2013-04-26
24.496789932250977,2013-04-29
24.063220977783203,2013-04-30
23.846424102783203,2013-05-01
23.794403076171875,2013-05-02
23.725032806396484,2013-05-03
23.76838493347168,2013-05-06
24.002517700195312,2013-05-07
24.375391006469727,2013-05-08
24.175941467285156,2013-05-09
24.106576919555664,2013-05-10
23.881118774414062,2013-05-13
24.548812866210938,2013-05-14
24.800291061401367,2013-05-15
24.834976196289062,2013-05-16
25.086442947387695,2013-05-17
25.14391326904297,2013-05-20
24.987197875976562,2013-05-21
24.8217716217041,2013-05-22
24.421289443969727,2013-05-23
24.247154235839844,2013-05-24
24.429981231689453,2013-05-28
24.421289443969727,2013-05-29
24.856597900390625,2013-05-30
24.499635696411133,2013-05-31
24.595407485961914,2013-06-03
24.255859375,2013-06-04
23.681238174438477,2013-06-05
23.76830291748047,2013-06-06
23.985960006713867,2013-06-07
23.94242286682129,2013-06-10
23.6899471282959,2013-06-11
23.51582145690918,2013-06-12
23.7421875,2013-06-13
23.61159324645996,2013-06-14
23.7421875,2013-06-17
24.081735610961914,2013-06-18
23.724767684936523,2013-06-19
22.993440628051758,2013-06-20
22.723539352416992,2013-06-21
22.436229705810547,2013-06-24
22.57553482055664,2013-06-25
22.706134796142578,2013-06-26
23.18497657775879,2013-06-27
23.45487403869629,2013-06-28
24.073030471801758,2013-07-01
23.94242286682129,2013-07-02
24.055614471435547,2013-07-03
24.360336303710938,2013-07-05
24.517053604125977,2013-07-08
24.8478946685791,2013-07-09
25.222265243530273,2013-07-10
25.274503707885742,2013-07-11
25.318029403686523,2013-07-12
25.300622940063477,2013-07-15
24.88271141052246,2013-07-16
24.926244735717773,2013-07-17
25.18743896484375,2013-07-18
25.065553665161133,2013-07-19
25.135196685791016,2013-07-22
24.99590301513672,2013-07-23
24.89142417907715,2013-07-24
25.100372314453125,2013-07-25
24.96107292175293,2013-07-26
24.77823829650879,2013-07-29
22.235990524291992,2013-07-30
21.704904556274414,2013-07-31
21.9312686920166,2013-08-01
22.000917434692383,2013-08-02
22.009620666503906,2013-08-05
22.14021873474121,2013-08-06
21.678781509399414,2013-08-07
21.748430252075195,2013-08-08
21.748430252075195,2013-08-09
21.61783790588379,2013-08-12
21.739721298217773,2013-08-13
21.757137298583984,2013-08-14
21.52207374572754,2013-08-15
21.347938537597656,2013-08-16
21.435001373291016,2013-08-19
21.156404495239258,2013-08-20
21.060632705688477,2013-08-21
21.226045608520508,2013-08-22
21.156404495239258,2013-08-23
21.400182723999023,2013-08-26
21.130277633666992,2013-08-27
21.339237213134766,2013-08-28
21.72231674194336,2013-08-29
21.67507553100586,2013-08-30
21.937490463256836,2013-09-03
22.30486488342285,2013-09-04
22.663497924804688,2013-09-05
22.890914916992188,2013-09-06
23.424476623535156,2013-09-09
23.678146362304688,2013-09-10
23.713130950927734,2013-09-11
23.58193016052246,2013-09-12
23.57318115234375,2013-09-13
23.756872177124023,2013-09-16
23.835588455200195,2013-09-17
24.04551887512207,2013-09-18
24.063005447387695,2013-09-19
23.76561737060547,2013-09-20
23.61692237854004,2013-09-23
23.931804656982422,2013-09-24
24.080507278442383,2013-09-25
24.692800521850586,2013-09-26
24.482872009277344,2013-09-27
24.430389404296875,2013-09-30
24.70154571533203,2013-10-01
24.596576690673828,2013-10-02
24.404142379760742,2013-10-03
24.649066925048828,2013-10-04
24.491609573364258,2013-10-07
23.966798782348633,2013-10-08
23.80060386657715,2013-10-09
24.430389404296875,2013-10-10
24.57908821105957,2013-10-11
24.64031410217285,2013-10-14
24.42163848876953,2013-10-15
24.42163848876953,2013-10-16
24.04551887512207,2013-10-17
24.34291648864746,2013-10-18
24.88398551940918,2013-10-21
24.778583526611328,2013-10-22
24.89277458190918,2013-10-23
25.200197219848633,2013-10-24
25.463706970214844,2013-10-25
25.411008834838867,2013-10-28
28.57311248779297,2013-10-29
29.40755271911621,2013-10-30
30.3034725189209,2013-10-31
29.17917823791504,2013-11-01
29.785245895385742,2013-11-04
29.64470863342285,2013-11-05
29.433902740478516,2013-11-06
29.082561492919922,2013-11-07
29.84673500061035,2013-11-08
29.82915687561035,2013-11-11
29.81159210205078,2013-11-12
30.145376205444336,2013-11-13
30.198078155517578,2013-11-14
30.277128219604492,2013-11-15
29.81159210205078,2013-11-18
29.996051788330078,2013-11-19
30.127805709838867,2013-11-20
30.373754501342773,2013-11-21
30.373754501342773,2013-11-22
30.32982063293457,2013-11-25
30.452804565429688,2013-11-26
30.5406436920166,2013-11-27
30.35618782043457,2013-11-29
29.785245895385742,2013-12-02
29.495389938354492,2013-12-03
29.477813720703125,2013-12-04
29.67106056213379,2013-12-05
29.433902740478516,2013-12-06
29.539308547973633,2013-12-09
29.46026039123535,2013-12-10
28.90688705444336,2013-12-11
29.433902740478516,2013-12-12
29.697404861450195,2013-12-13
29.767684936523438,2013-12-16
29.952133178710938,2013-12-17
30.479158401489258,2013-12-18
30.00483512878418,2013-12-19
29.9345645904541,2013-12-20
30.03118896484375,2013-12-23
30.154157638549805,2013-12-24
30.47037124633789,2013-12-26
30.34739875793457,2013-12-27
30.373754501342773,2013-12-30
30.391313552856445,2013-12-31
30.00483512878418,2014-01-02
30.277128219604492,2014-01-03
30.224435806274414,2014-01-06
30.312267303466797,2014-01-07
30.294696807861328,2014-01-08
30.41766357421875,2014-01-09
30.663604736328125,2014-01-10
30.76022720336914,2014-01-13
31.252117156982422,2014-01-14
31.946020126342773,2014-01-15
32.183170318603516,2014-01-16
32.12168502807617,2014-01-17
31.55076026916504,2014-01-21
32.05140686035156,2014-01-22
31.129135131835938,2014-01-23
29.58321762084961,2014-01-24
29.328502655029297,2014-01-27
29.785245895385742,2014-01-28
29.196752548217773,2014-01-29
29.302148818969727,2014-01-30
29.302148818969727,2014-01-31
28.810264587402344,2014-02-03
31.858177185058594,2014-02-04
31.19941520690918,2014-02-05
32.02506637573242,2014-02-06
32.46424865722656,2014-02-07
32.393985748291016,2014-02-10
32.58723068237305,2014-02-11
32.85072326660156,2014-02-12
33.23719787597656,2014-02-13
33.53511047363281,2014-02-14
33.993404388427734,2014-02-18
33.1561164855957,2014-02-19
34.116790771484375,2014-02-20
34.24898910522461,2014-02-21
34.724918365478516,2014-02-24
34.16086196899414,2014-02-25
34.592708587646484,2014-02-26
34.69847869873047,2014-02-27
34.680843353271484,2014-02-28
34.019832611083984,2014-03-03
34.187294006347656,2014-03-04
33.931705474853516,2014-03-05
33.75543212890625,2014-03-06
34.055091857910156,2014-03-07
33.53511047363281,2014-03-10
33.35883331298828,2014-03-11
32.96222686767578,2014-03-12
32.380550384521484,2014-03-13
32.42461013793945,2014-03-14
32.442237854003906,2014-03-17
32.415794372558594,2014-03-18
32.116146087646484,2014-03-19
32.02799987792969,2014-03-20
31.975114822387695,2014-03-21
31.472753524780273,2014-03-24
32.27476501464844,2014-03-25
31.587337493896484,2014-03-26
31.53445053100586,2014-03-27
31.728343963623047,2014-03-28
32.098514556884766,2014-03-31
32.74190902709961,2014-04-01
33.28831481933594,2014-04-02
32.847652435302734,2014-04-03
32.87409973144531,2014-04-04
32.06326675415039,2014-04-07
31.763587951660156,2014-04-08
32.618507385253906,2014-04-09
31.649028778076172,2014-04-10
31.0408992767334,2014-04-11
30.952770233154297,2014-04-14
30.750057220458984,2014-04-15
31.27886962890625,2014-04-16
31.111398696899414,2014-04-17
31.305313110351562,2014-04-21
31.472753524780273,2014-04-22
31.446317672729492,2014-04-23
31.552078247070312,2014-04-24
31.20834732055664,2014-04-25
31.164291381835938,2014-04-28
32.116146087646484,2014-04-29
33.12969207763672,2014-04-30
32.57443618774414,2014-05-01
32.486305236816406,2014-05-02
32.4069938659668,2014-05-05
32.54800033569336,2014-05-06
32.8035888671875,2014-05-07
32.87409973144531,2014-05-08
32.77714157104492,2014-05-09
33.51746368408203,2014-05-12
33.455772399902344,2014-05-13
33.27950668334961,2014-05-14
32.812400817871094,2014-05-15
32.52156066894531,2014-05-16
33.51917266845703,2014-05-19
32.9708366394043,2014-05-20
33.44841766357422,2014-05-21
33.56339645385742,2014-05-22
33.979061126708984,2014-05-23
34.085201263427734,2014-05-27
33.74912643432617,2014-05-28
32.50210952758789,2014-05-29
32.988529205322266,2014-05-30
33.191932678222656,2014-06-02
32.92661666870117,2014-06-03
32.61708068847656,2014-06-04
33.0504264831543,2014-06-05
33.386512756347656,2014-06-06
33.704898834228516,2014-06-09
33.72258377075195,2014-06-10
33.57223129272461,2014-06-11
33.40419006347656,2014-06-12
34.138248443603516,2014-06-13
34.02328872680664,2014-06-16
34.120567321777344,2014-06-17
34.4212760925293,2014-06-18
34.792724609375,2014-06-19
35.08457946777344,2014-06-20
35.18186950683594,2014-06-23
34.69545364379883,2014-06-24
34.81925964355469,2014-06-25
34.606990814208984,2014-06-26
34.71312713623047,2014-06-27
34.56278610229492,2014-06-30
34.606990814208984,2014-07-01
34.18248748779297,2014-07-02
34.50971603393555,2014-07-03
33.60761260986328,2014-07-07
33.041587829589844,2014-07-08
33.20079040527344,2014-07-09
32.935455322265625,2014-07-10
32.81165313720703,2014-07-11
33.18309783935547,2014-07-14
32.92661666870117,2014-07-15
33.24501037597656,2014-07-16
32.484405517578125,2014-07-17
33.12118911743164,2014-07-18
33.298072814941406,2014-07-21
33.25384521484375,2014-07-22
33.01506042480469,2014-07-23
32.908935546875,2014-07-24
32.581703186035156,2014-07-25
32.2456169128418,2014-07-28
32.90008544921875,2014-07-29
32.219085693359375,2014-07-30
31.210865020751953,2014-07-31
30.93669319152832,2014-08-01
31.219696044921875,2014-08-04
31.511560440063477,2014-08-05
31.52040672302246,2014-08-06
31.8741512298584,2014-08-07
31.891855239868164,2014-08-08
32.334068298339844,2014-08-11
32.28984451293945,2014-08-12
32.49325942993164,2014-08-13
32.44903564453125,2014-08-14
32.47556686401367,2014-08-15
33.076969146728516,2014-08-18
33.17424774169922,2014-08-19
33.616455078125,2014-08-20
33.41305160522461,2014-08-21
33.076969146728516,2014-08-22
33.44841766357422,2014-08-25
33.298072814941406,2014-08-26
33.1035041809082,2014-08-27
32.95314407348633,2014-08-28
32.95314407348633,2014-08-29
33.66067886352539,2014-09-02
33.474952697753906,2014-09-03
33.501487731933594,2014-09-04
33.40419006347656,2014-09-05
33.429054260253906,2014-09-08
33.16282272338867,2014-09-09
33.118438720703125,2014-09-10
33.19832229614258,2014-09-11
32.96760177612305,2014-09-12
32.994205474853516,2014-09-15
33.28705978393555,2014-09-16
33.189449310302734,2014-09-17
33.51778793334961,2014-09-18
33.51778793334961,2014-09-19
33.1273307800293,2014-09-22
33.180572509765625,2014-09-23
33.17169952392578,2014-09-24
32.39964294433594,2014-09-25
32.47951889038086,2014-09-26
32.168907165527344,2014-09-29
31.49448013305664,2014-09-30
30.935392379760742,2014-10-01
31.068511962890625,2014-10-02
31.12177085876465,2014-10-03
31.574350357055664,2014-10-06
30.30533218383789,2014-10-07
30.731287002563477,2014-10-08
29.622034072875977,2014-10-09
28.84109878540039,2014-10-10
28.317520141601562,2014-10-13
29.018573760986328,2014-10-14
29.551023483276367,2014-10-15
30.207725524902344,2014-10-16
30.35857582092285,2014-10-17
29.914878845214844,2014-10-20
30.62480354309082,2014-10-21
30.2254695892334,2014-10-22
31.10401153564453,2014-10-23
31.361352920532227,2014-10-24
31.190351486206055,2014-10-27
32.49069595336914,2014-10-28
31.804903030395508,2014-10-29
31.89396095275879,2014-10-30
32.383819580078125,2014-10-31
32.09880447387695,2014-11-03
32.009735107421875,2014-11-04
32.4105339050293,2014-11-05
33.05180358886719,2014-11-06
32.989463806152344,2014-11-07
33.20320510864258,2014-11-10
33.26555633544922,2014-11-11
33.44367980957031,2014-11-12
33.354637145996094,2014-11-13
33.50603103637695,2014-11-14
33.60400390625,2014-11-17
34.031517028808594,2014-11-18
33.25664138793945,2014-11-19
33.363525390625,2014-11-20
34.067142486572266,2014-11-21
34.20072555541992,2014-11-24
34.19182586669922,2014-11-25
34.32542419433594,2014-11-26
34.147300720214844,2014-11-28
34.23635482788086,2014-12-01
33.862274169921875,2014-12-02
34.63715362548828,2014-12-03
34.35215759277344,2014-12-04
34.36996078491211,2014-12-05
33.684165954589844,2014-12-08
33.95134735107422,2014-12-09
32.81134033203125,2014-12-10
32.93601608276367,2014-12-11
32.2413215637207,2014-12-12
32.276939392089844,2014-12-15
32.30365753173828,2014-12-16
32.87367248535156,2014-12-17
33.93353271484375,2014-12-18
34.36996078491211,2014-12-19
34.50355529785156,2014-12-22
34.48573684692383,2014-12-23
34.521366119384766,2014-12-24
34.690589904785156,2014-12-26
34.61043930053711,2014-12-29
34.22745895385742,2014-12-30
33.90683364868164,2014-12-31
33.91572952270508,2015-01-02
31.804903030395508,2015-01-05
31.617868423461914,2015-01-06
31.86724281311035,2015-01-07
32.107723236083984,2015-01-08
31.502079010009766,2015-01-09
30.816286087036133,2015-01-12
30.887537002563477,2015-01-13
30.69158935546875,2015-01-14
30.47783660888672,2015-01-15
30.70050048828125,2015-01-16
30.638151168823242,2015-01-20
31.261608123779297,2015-01-21
31.466461181640625,2015-01-22
31.32394027709961,2015-01-23
31.341760635375977,2015-01-26
30.940975189208984,2015-01-27
30.51346778869629,2015-01-28
30.424400329589844,2015-01-29
30.3709659576416,2015-01-30
30.940975189208984,2015-02-02
31.5198917388916,2015-02-03
31.074573516845703,2015-02-04
31.0478458404541,2015-02-05
31.341760635375977,2015-02-06
31.270523071289062,2015-02-09
31.5198917388916,2015-02-10
31.395206451416016,2015-02-11
31.715835571289062,2015-02-12
32.244300842285156,2015-02-13
32.08335876464844,2015-02-17
32.03865051269531,2015-02-18
31.886621475219727,2015-02-19
32.217464447021484,2015-02-20
32.020755767822266,2015-02-23
32.15488052368164,2015-02-24
32.22640609741211,2015-02-25
31.9849910736084,2015-02-26
31.922391891479492,2015-02-27
32.342655181884766,2015-03-02
32.280067443847656,2015-03-03
31.9134521484375,2015-03-04
31.815095901489258,2015-03-05
31.448463439941406,2015-03-06
31.52001190185547,2015-03-09
31.028213500976562,2015-03-10
30.920915603637695,2015-03-11
31.448463439941406,2015-03-12
30.94772720336914,2015-03-13
31.323291778564453,2015-03-16
31.00137710571289,2015-03-17
32.07440185546875,2015-03-18
31.77932357788086,2015-03-19
32.18170928955078,2015-03-20
31.385879516601562,2015-03-23
31.359067916870117,2015-03-24
31.063976287841797,2015-03-25
31.00137710571289,2015-03-26
31.269636154174805,2015-03-27
31.60944366455078,2015-03-30
31.31433868408203,2015-03-31
31.6630859375,2015-04-01
32.002872467041016,2015-04-02
32.25325393676758,2015-04-06
32.25325393676758,2015-04-07
31.52001190185547,2015-04-08
31.260698318481445,2015-04-09
31.47530174255371,2015-04-10
31.439531326293945,2015-04-13
31.47530174255371,2015-04-14
31.734622955322266,2015-04-15
32.03865051269531,2015-04-16
31.421653747558594,2015-04-17
31.707796096801758,2015-04-20
31.618370056152344,2015-04-21
31.707796096801758,2015-04-22
32.101226806640625,2015-04-23
31.85980224609375,2015-04-24
32.458900451660156,2015-04-27
32.52150344848633,2015-04-28
32.75400161743164,2015-04-29
33.10271453857422,2015-04-30
33.21002197265625,2015-05-01
32.99541473388672,2015-05-04
32.762935638427734,2015-05-05
32.66456604003906,2015-05-06
32.807640075683594,2015-05-07
32.99541473388672,2015-05-08
32.914939880371094,2015-05-11
32.628787994384766,2015-05-12
32.89704895019531,2015-05-13
33.165313720703125,2015-05-14
32.93282699584961,2015-05-15
33.09377670288086,2015-05-18
32.88810729980469,2015-05-19
32.914939880371094,2015-05-20
33.21002197265625,2015-05-21
33.075897216796875,2015-05-22
32.6190071105957,2015-05-26
32.762630462646484,2015-05-27
32.942142486572266,2015-05-28
32.825462341308594,2015-05-29
32.852394104003906,2015-06-01
32.933170318603516,2015-06-02
33.17551803588867,2015-06-03
32.69081497192383,2015-06-04
32.65492630004883,2015-06-05
32.43948745727539,2015-06-08
32.40359115600586,2015-06-09
32.78058624267578,2015-06-10
33.13064956665039,2015-06-11
32.798526763916016,2015-06-12
32.421539306640625,2015-06-15
32.71774673461914,2015-06-16
32.65492630004883,2015-06-17
33.12166976928711,2015-06-18
32.70876693725586,2015-06-19
33.2114372253418,2015-06-22
33.480716705322266,2015-06-23
33.43584060668945,2015-06-24
33.17551803588867,2015-06-25
33.15757369995117,2015-06-26
32.54719924926758,2015-06-29
33.27425765991211,2015-06-30
