BLK,Date
11.255329132080078,2000-01-18
11.411651611328125,2000-01-19
10.942681312561035,2000-01-20
10.864517211914062,2000-01-21
10.708197593688965,2000-01-24
10.786355972290039,2000-01-25
10.903602600097656,2000-01-26
10.942681312561035,2000-01-27
10.864517211914062,2000-01-28
10.942681312561035,2000-01-31
11.099005699157715,2000-02-01
11.21624755859375,2000-02-02
11.255329132080078,2000-02-03
11.528898239135742,2000-02-04
11.567975997924805,2000-02-07
11.607057571411133,2000-02-08
11.48981761932373,2000-02-09
11.177170753479004,2000-02-10
11.21624755859375,2000-02-11
11.255329132080078,2000-02-14
11.177170753479004,2000-02-15
11.567975997924805,2000-02-16
11.48981761932373,2000-02-17
11.567975997924805,2000-02-18
11.607057571411133,2000-02-22
11.763382911682129,2000-02-23
11.880631446838379,2000-02-24
12.036952018737793,2000-02-25
12.58408260345459,2000-02-28
13.678354263305664,2000-02-29
13.600193977355957,2000-03-01
13.795592308044434,2000-03-02
13.834673881530762,2000-03-03
13.795592308044434,2000-03-06
13.756513595581055,2000-03-07
13.756513595581055,2000-03-08
13.756513595581055,2000-03-09
13.834673881530762,2000-03-10
14.303647994995117,2000-03-13
14.303647994995117,2000-03-14
15.0852689743042,2000-03-15
15.24159049987793,2000-03-16
15.47607707977295,2000-03-17
15.007107734680176,2000-03-20
15.007107734680176,2000-03-21
14.147321701049805,2000-03-22
14.069164276123047,2000-03-23
14.03007984161377,2000-03-24
13.795592308044434,2000-03-27
12.505925178527832,2000-03-28
12.34959602355957,2000-03-29
12.779489517211914,2000-03-30
12.662243843078613,2000-03-31
12.896729469299316,2000-04-03
12.974891662597656,2000-04-04
13.40478229522705,2000-04-05
13.990997314453125,2000-04-06
15.163431167602539,2000-04-07
15.007107734680176,2000-04-10
15.046192169189453,2000-04-11
14.928950309753418,2000-04-12
14.616287231445312,2000-04-13
14.38180923461914,2000-04-14
14.03007984161377,2000-04-17
13.717434883117676,2000-04-18
13.131217956542969,2000-04-19
13.209381103515625,2000-04-20
13.522027969360352,2000-04-24
15.007107734680176,2000-04-25
15.0852689743042,2000-04-26
15.20251178741455,2000-04-27
16.257694244384766,2000-04-28
15.007107734680176,2000-05-01
14.88986873626709,2000-05-02
15.163431167602539,2000-05-03
14.772622108459473,2000-05-04
14.811701774597168,2000-05-05
15.007107734680176,2000-05-08
15.24159049987793,2000-05-09
15.67148494720459,2000-05-10
15.788727760314941,2000-05-11
16.10137176513672,2000-05-12
16.10137176513672,2000-05-15
16.414016723632812,2000-05-16
16.492185592651367,2000-05-17
16.37493896484375,2000-05-18
16.335859298706055,2000-05-19
16.140460968017578,2000-05-22
14.85078239440918,2000-05-23
14.538135528564453,2000-05-24
14.616287231445312,2000-05-25
14.538135528564453,2000-05-26
14.538135528564453,2000-05-30
15.046192169189453,2000-05-31
15.24159049987793,2000-06-01
16.10137176513672,2000-06-02
16.80483055114746,2000-06-05
16.53126335144043,2000-06-06
16.218618392944336,2000-06-07
15.905972480773926,2000-06-08
15.905972480773926,2000-06-09
15.788727760314941,2000-06-12
16.257694244384766,2000-06-13
16.765758514404297,2000-06-14
17.195648193359375,2000-06-15
18.133588790893555,2000-06-16
18.016345977783203,2000-06-19
17.78185272216797,2000-06-20
18.289907455444336,2000-06-21
19.306020736694336,2000-06-22
18.87612533569336,2000-06-23
19.38418197631836,2000-06-26
20.243955612182617,2000-06-27
21.88536262512207,2000-06-28
20.400278091430664,2000-06-29
18.133588790893555,2000-06-30
18.289907455444336,2000-07-03
18.36806869506836,2000-07-05
18.055423736572266,2000-07-06
18.602558135986328,2000-07-07
20.009471893310547,2000-07-10
20.869253158569336,2000-07-11
21.41639518737793,2000-07-12
21.064661026000977,2000-07-13
21.181909561157227,2000-07-14
20.673847198486328,2000-07-17
20.204883575439453,2000-07-18
20.087631225585938,2000-07-19
20.361202239990234,2000-07-20
21.1428279876709,2000-07-21
21.299152374267578,2000-07-24
21.103742599487305,2000-07-25
21.299152374267578,2000-07-26
21.299152374267578,2000-07-27
21.26006507873535,2000-07-28
21.103742599487305,2000-07-31
21.025569915771484,2000-08-01
20.98650550842285,2000-08-02
21.025569915771484,2000-08-03
21.103742599487305,2000-08-04
20.243955612182617,2000-08-07
20.556608200073242,2000-08-08
21.181909561157227,2000-08-09
21.025569915771484,2000-08-10
20.830177307128906,2000-08-11
20.94741439819336,2000-08-14
20.869253158569336,2000-08-15
21.064661026000977,2000-08-16
21.729034423828125,2000-08-17
21.6508731842041,2000-08-18
21.807205200195312,2000-08-21
22.119848251342773,2000-08-22
21.729034423828125,2000-08-23
21.88536262512207,2000-08-24
22.08076286315918,2000-08-25
22.08076286315918,2000-08-28
23.839406967163086,2000-08-29
23.761262893676758,2000-08-30
25.63713836669922,2000-08-31
26.067031860351562,2000-09-01
25.949783325195312,2000-09-05
25.28541374206543,2000-09-06
22.901466369628906,2000-09-07
23.13595199584961,2000-09-08
24.152063369750977,2000-09-11
24.308387756347656,2000-09-12
24.34746742248535,2000-09-13
24.152063369750977,2000-09-14
23.761262893676758,2000-09-15
23.761262893676758,2000-09-18
23.995737075805664,2000-09-19
23.917583465576172,2000-09-20
22.82330322265625,2000-09-21
21.6508731842041,2000-09-22
22.276174545288086,2000-09-25
22.08076286315918,2000-09-26
21.729034423828125,2000-09-27
20.98650550842285,2000-09-28
20.009471893310547,2000-09-29
20.6347713470459,2000-10-02
21.88536262512207,2000-10-03
21.963533401489258,2000-10-04
23.018709182739258,2000-10-05
23.13595199584961,2000-10-06
23.370437622070312,2000-10-09
23.604923248291016,2000-10-10
22.54973602294922,2000-10-11
22.4324951171875,2000-10-12
24.152063369750977,2000-10-13
24.933679580688477,2000-10-16
24.230222702026367,2000-10-17
26.0279541015625,2000-10-18
25.480819702148438,2000-10-19
26.301502227783203,2000-10-20
25.87162971496582,2000-10-23
24.69919204711914,2000-10-24
25.324487686157227,2000-10-25
25.51988983154297,2000-10-26
26.536001205444336,2000-10-27
26.575092315673828,2000-10-30
26.653244018554688,2000-10-31
26.496929168701172,2000-11-01
27.669347763061523,2000-11-02
27.317625045776367,2000-11-03
27.27854347229004,2000-11-06
27.317625045776367,2000-11-07
27.200387954711914,2000-11-08
27.669347763061523,2000-11-09
27.591184616088867,2000-11-10
26.575092315673828,2000-11-13
27.12222671508789,2000-11-14
28.216474533081055,2000-11-15
28.76361846923828,2000-11-16
29.115358352661133,2000-11-17
28.06015968322754,2000-11-20
26.106115341186523,2000-11-21
25.949783325195312,2000-11-22
26.575092315673828,2000-11-24
26.96590232849121,2000-11-27
27.43486976623535,2000-11-28
27.51302719116211,2000-11-29
27.27854347229004,2000-11-30
27.39579200744629,2000-12-01
26.731407165527344,2000-12-04
27.51302719116211,2000-12-05
28.138328552246094,2000-12-06
28.411888122558594,2000-12-07
29.70156478881836,2000-12-08
29.467073440551758,2000-12-11
28.138328552246094,2000-12-12
27.98199462890625,2000-12-13
27.669347763061523,2000-12-14
27.004974365234375,2000-12-15
28.29464340209961,2000-12-18
27.161296844482422,2000-12-19
26.106115341186523,2000-12-20
25.090002059936523,2000-12-21
24.073904037475586,2000-12-22
24.58195686340332,2000-12-26
25.71531105041504,2000-12-27
27.12222671508789,2000-12-28
26.262435913085938,2000-12-29
25.011850357055664,2001-01-02
24.894601821899414,2001-01-03
24.62103843688965,2001-01-04
22.354341506958008,2001-01-05
22.82330322265625,2001-01-08
22.706069946289062,2001-01-09
23.683086395263672,2001-01-10
22.901466369628906,2001-01-11
23.13595199584961,2001-01-12
23.761262893676758,2001-01-16
25.16816520690918,2001-01-17
25.246328353881836,2001-01-18
24.894601821899414,2001-01-19
24.972766876220703,2001-01-22
25.207237243652344,2001-01-23
24.503793716430664,2001-01-24
24.69919204711914,2001-01-25
24.7382755279541,2001-01-26
25.793458938598633,2001-01-29
25.505828857421875,2001-01-30
24.96182632446289,2001-01-31
25.63713836669922,2001-02-01
26.575092315673828,2001-02-02
25.63713836669922,2001-02-05
25.762195587158203,2001-02-06
26.800195693969727,2001-02-07
26.887725830078125,2001-02-08
26.387496948242188,2001-02-09
27.131595611572266,2001-02-12
27.262907028198242,2001-02-13
26.950265884399414,2001-02-14
27.13785743713379,2001-02-15
26.324970245361328,2001-02-16
24.63666534423828,2001-02-20
24.617910385131836,2001-02-21
24.39280128479004,2001-02-22
24.85551643371582,2001-02-23
26.324970245361328,2001-02-26
25.63713836669922,2001-02-27
24.63666534423828,2001-02-28
25.19943618774414,2001-03-01
25.330745697021484,2001-03-02
24.73670768737793,2001-03-05
24.761728286743164,2001-03-06
24.949308395385742,2001-03-07
24.980581283569336,2001-03-08
23.51113510131836,2001-03-09
23.780017852783203,2001-03-12
24.380298614501953,2001-03-13
24.511600494384766,2001-03-14
24.223974227905273,2001-03-15
23.792518615722656,2001-03-16
23.729984283447266,2001-03-19
22.62946319580078,2001-03-20
22.479393005371094,2001-03-21
21.26006507873535,2001-03-22
20.384653091430664,2001-03-23
20.791101455688477,2001-03-26
21.84784698486328,2001-03-27
22.19801139831543,2001-03-28
22.729503631591797,2001-03-29
22.510658264160156,2001-03-30
22.19801139831543,2001-04-02
21.729034423828125,2001-04-03
20.009471893310547,2001-04-04
20.972429275512695,2001-04-05
20.75982666015625,2001-04-06
21.07247543334961,2001-04-09
21.76030158996582,2001-04-10
22.760774612426758,2001-04-11
21.397632598876953,2001-04-12
19.896921157836914,2001-04-16
20.6347713470459,2001-04-17
21.510175704956055,2001-04-18
21.32259750366211,2001-04-19
20.197059631347656,2001-04-20
20.009471893310547,2001-04-23
20.884885787963867,2001-04-24
21.103742599487305,2001-04-25
20.259592056274414,2001-04-26
20.94741439819336,2001-04-27
21.135005950927734,2001-04-30
21.41639518737793,2001-05-01
21.178773880004883,2001-05-02
21.203786849975586,2001-05-03
21.041217803955078,2001-05-04
21.528945922851562,2001-05-07
21.841588973999023,2001-05-08
22.229278564453125,2001-05-09
22.510658264160156,2001-05-10
22.529409408569336,2001-05-11
22.61069679260254,2001-05-14
23.261018753051758,2001-05-15
22.604459762573242,2001-05-16
23.13595199584961,2001-05-17
23.148452758789062,2001-05-18
23.261018753051758,2001-05-21
23.242265701293945,2001-05-22
22.729503631591797,2001-05-23
22.354341506958008,2001-05-24
22.57944107055664,2001-05-25
22.97963523864746,2001-05-29
22.729503631591797,2001-05-30
22.760774612426758,2001-05-31
22.17924690246582,2001-06-01
22.448137283325195,2001-06-04
22.917104721069336,2001-06-05
22.760774612426758,2001-06-06
22.291805267333984,2001-06-07
22.172990798950195,2001-06-08
21.729034423828125,2001-06-11
21.71653175354004,2001-06-12
21.541454315185547,2001-06-13
20.97868537902832,2001-06-14
20.60350227355957,2001-06-15
20.622264862060547,2001-06-18
20.697298049926758,2001-06-19
20.791101455688477,2001-06-20
20.94741439819336,2001-06-21
20.622264862060547,2001-06-22
20.6347713470459,2001-06-25
20.94741439819336,2001-06-26
22.135475158691406,2001-06-27
22.82330322265625,2001-06-28
21.441410064697266,2001-06-29
22.3918514251709,2001-07-02
21.628984451293945,2001-07-03
22.035429000854492,2001-07-05
21.947891235351562,2001-07-06
21.729034423828125,2001-07-09
21.453908920288086,2001-07-10
22.573179244995117,2001-07-11
24.011375427246094,2001-07-12
24.40529441833496,2001-07-13
24.711708068847656,2001-07-16
25.762195587158203,2001-07-17
25.324487686157227,2001-07-18
25.9060115814209,2001-07-19
25.355764389038086,2001-07-20
25.08062744140625,2001-07-23
25.011850357055664,2001-07-24
25.01809310913086,2001-07-25
25.011850357055664,2001-07-26
24.761728286743164,2001-07-27
24.761728286743164,2001-07-30
24.918052673339844,2001-07-31
25.11187744140625,2001-08-01
25.355764389038086,2001-08-02
24.85551643371582,2001-08-03
25.537099838256836,2001-08-06
26.043590545654297,2001-08-07
25.04310417175293,2001-08-08
25.299476623535156,2001-08-09
24.924299240112305,2001-08-10
24.85551643371582,2001-08-13
25.261964797973633,2001-08-14
24.63666534423828,2001-08-15
24.63666534423828,2001-08-16
24.230222702026367,2001-08-17
24.480335235595703,2001-08-20
24.480335235595703,2001-08-21
24.35528564453125,2001-08-22
24.35528564453125,2001-08-23
25.16816520690918,2001-08-24
24.73046112060547,2001-08-27
24.261491775512695,2001-08-28
24.36777687072754,2001-08-29
24.042631149291992,2001-08-30
23.792518615722656,2001-08-31
24.223974227905273,2001-09-04
25.03059196472168,2001-09-05
25.286975860595703,2001-09-06
25.243207931518555,2001-09-07
25.293230056762695,2001-09-10
27.29416847229004,2001-09-17
26.481290817260742,2001-09-18
25.949783325195312,2001-09-19
24.69919204711914,2001-09-20
24.605392456054688,2001-09-21
24.86176872253418,2001-09-24
24.886775970458984,2001-09-25
25.074382781982422,2001-09-26
25.63713836669922,2001-09-27
27.65060043334961,2001-09-28
25.105648040771484,2001-10-01
24.761728286743164,2001-10-02
24.99933624267578,2001-10-03
24.85551643371582,2001-10-04
25.00559425354004,2001-10-05
25.061866760253906,2001-10-08
25.136892318725586,2001-10-09
25.19943618774414,2001-10-10
25.049365997314453,2001-10-11
24.59914207458496,2001-10-12
25.54959487915039,2001-10-15
26.106115341186523,2001-10-16
26.387496948242188,2001-10-17
26.262435913085938,2001-10-18
26.500045776367188,2001-10-19
26.262435913085938,2001-10-22
26.199907302856445,2001-10-23
26.206161499023438,2001-10-24
26.14987564086914,2001-10-25
26.199907302856445,2001-10-26
26.575092315673828,2001-10-29
27.044055938720703,2001-10-30
27.044055938720703,2001-10-31
27.081573486328125,2001-11-01
27.162858963012695,2001-11-02
26.518802642822266,2001-11-05
26.856460571289062,2001-11-06
26.70013427734375,2001-11-07
26.887725830078125,2001-11-08
26.81892967224121,2001-11-09
26.731407165527344,2001-11-12
26.612600326538086,2001-11-13
26.575092315673828,2001-11-14
26.23117446899414,2001-11-15
26.600095748901367,2001-11-16
25.774700164794922,2001-11-19
25.6809139251709,2001-11-20
25.605878829956055,2001-11-21
25.749692916870117,2001-11-23
26.262435913085938,2001-11-26
25.574604034423828,2001-11-27
25.24946403503418,2001-11-28
24.380298614501953,2001-11-29
24.24897575378418,2001-11-30
24.011375427246094,2001-12-03
23.81753158569336,2001-12-04
24.330272674560547,2001-12-05
25.186927795410156,2001-12-06
24.386550903320312,2001-12-07
24.19896125793457,2001-12-10
24.330272674560547,2001-12-11
23.898813247680664,2001-12-12
24.54287338256836,2001-12-13
25.949783325195312,2001-12-14
25.674650192260742,2001-12-17
25.64965057373047,2001-12-18
25.699668884277344,2001-12-19
25.63713836669922,2001-12-20
25.899757385253906,2001-12-21
25.730934143066406,2001-12-24
26.356233596801758,2001-12-26
26.543825149536133,2001-12-27
26.11235809326172,2001-12-28
26.074851989746094,2001-12-31
25.83724594116211,2002-01-02
25.899757385253906,2002-01-03
26.212411880493164,2002-01-04
25.887269973754883,2002-01-07
25.918535232543945,2002-01-08
25.912275314331055,2002-01-09
26.293716430664062,2002-01-10
25.574604034423828,2002-01-11
25.63713836669922,2002-01-14
26.262435913085938,2002-01-15
26.26869010925293,2002-01-16
26.82520294189453,2002-01-17
26.41876220703125,2002-01-18
26.01231575012207,2002-01-22
26.262435913085938,2002-01-23
26.137380599975586,2002-01-24
26.356233596801758,2002-01-25
25.630901336669922,2002-01-28
25.63713836669922,2002-01-29
26.024829864501953,2002-01-30
26.887725830078125,2002-01-31
26.868972778320312,2002-02-01
26.550071716308594,2002-02-04
26.83769989013672,2002-02-05
26.731407165527344,2002-02-06
26.856460571289062,2002-02-07
27.231639862060547,2002-02-08
26.981529235839844,2002-02-11
26.950265884399414,2002-02-12
26.637609481811523,2002-02-13
26.41876220703125,2002-02-14
25.787212371826172,2002-02-15
26.199907302856445,2002-02-19
26.443767547607422,2002-02-20
26.82520294189453,2002-02-21
26.97528839111328,2002-02-22
27.206634521484375,2002-02-25
27.331695556640625,2002-02-26
27.450498580932617,2002-02-27
27.825666427612305,2002-02-28
28.06329345703125,2002-03-01
28.926191329956055,2002-03-04
28.676074981689453,2002-03-05
27.519277572631836,2002-03-06
28.132070541381836,2002-03-07
28.138328552246094,2002-03-08
27.75690460205078,2002-03-11
27.613086700439453,2002-03-12
27.73187828063965,2002-03-13
27.888208389282227,2002-03-14
27.65060043334961,2002-03-15
27.888208389282227,2002-03-18
27.58806610107422,2002-03-19
27.51302719116211,2002-03-20
27.863210678100586,2002-03-21
27.81316375732422,2002-03-22
27.475509643554688,2002-03-25
27.48175621032715,2002-03-26
27.73187828063965,2002-03-27
27.888208389282227,2002-03-28
28.075801849365234,2002-04-01
27.825666427612305,2002-04-02
27.681842803955078,2002-04-03
27.431745529174805,2002-04-04
27.13785743713379,2002-04-05
27.200387954711914,2002-04-08
26.550071716308594,2002-04-09
26.262435913085938,2002-04-10
25.293230056762695,2002-04-11
28.51349449157715,2002-04-12
28.76361846923828,2002-04-15
29.045001983642578,2002-04-16
27.98199462890625,2002-04-17
28.132070541381836,2002-04-18
27.356708526611328,2002-04-19
28.144582748413086,2002-04-22
28.1883544921875,2002-04-23
28.313392639160156,2002-04-24
28.132070541381836,2002-04-25
28.138328552246094,2002-04-26
28.144582748413086,2002-04-29
28.76361846923828,2002-04-30
28.982471466064453,2002-05-01
29.23884391784668,2002-05-02
29.388904571533203,2002-05-03
28.788633346557617,2002-05-06
28.826152801513672,2002-05-07
28.8886775970459,2002-05-08
28.826152801513672,2002-05-09
28.43846893310547,2002-05-10
28.325910568237305,2002-05-13
29.607770919799805,2002-05-14
29.288869857788086,2002-05-15
28.94495391845703,2002-05-16
28.826152801513672,2002-05-17
28.551015853881836,2002-05-20
28.357175827026367,2002-05-21
28.282136917114258,2002-05-22
28.826152801513672,2002-05-23
28.39469337463379,2002-05-24
28.29464340209961,2002-05-28
28.044525146484375,2002-05-29
27.431745529174805,2002-05-30
26.887725830078125,2002-05-31
26.23117446899414,2002-06-03
26.612600326538086,2002-06-04
27.575550079345703,2002-06-05
27.419233322143555,2002-06-06
27.575550079345703,2002-06-07
27.83191680908203,2002-06-10
27.200387954711914,2002-06-11
27.106586456298828,2002-06-12
27.012788772583008,2002-06-13
26.356233596801758,2002-06-14
26.199907302856445,2002-06-17
27.29416847229004,2002-06-18
26.70013427734375,2002-06-19
26.800195693969727,2002-06-20
26.387496948242188,2002-06-21
26.60633659362793,2002-06-24
26.919004440307617,2002-06-25
26.981529235839844,2002-06-26
27.550552368164062,2002-06-27
27.700611114501953,2002-06-28
27.419233322143555,2002-07-01
27.01904296875,2002-07-02
26.36248207092285,2002-07-03
26.512544631958008,2002-07-05
26.856460571289062,2002-07-08
26.43126106262207,2002-07-09
26.324970245361328,2002-07-10
26.45002555847168,2002-07-11
27.08782386779785,2002-07-12
27.48175621032715,2002-07-15
27.331695556640625,2002-07-16
27.72562599182129,2002-07-17
27.337949752807617,2002-07-18
26.756412506103516,2002-07-19
27.09407615661621,2002-07-22
26.481290817260742,2002-07-23
25.324487686157227,2002-07-24
25.011850357055664,2002-07-25
25.38702392578125,2002-07-26
26.637609481811523,2002-07-29
26.53131103515625,2002-07-30
26.23117446899414,2002-07-31
26.193649291992188,2002-08-01
25.64338493347168,2002-08-02
25.355764389038086,2002-08-05
25.462068557739258,2002-08-06
25.280731201171875,2002-08-07
26.512544631958008,2002-08-08
27.844430923461914,2002-08-09
27.769393920898438,2002-08-12
27.250410079956055,2002-08-13
28.200851440429688,2002-08-14
27.888208389282227,2002-08-15
29.026262283325195,2002-08-16
28.138328552246094,2002-08-19
28.013269424438477,2002-08-20
28.325910568237305,2002-08-21
28.501001358032227,2002-08-22
28.107065200805664,2002-08-23
28.057044982910156,2002-08-26
27.794414520263672,2002-08-27
27.325448989868164,2002-08-28
27.29416847229004,2002-08-29
27.669347763061523,2002-08-30
26.925241470336914,2002-09-03
26.887725830078125,2002-09-04
26.850217819213867,2002-09-05
26.950265884399414,2002-09-06
27.494260787963867,2002-09-09
27.29416847229004,2002-09-10
27.613086700439453,2002-09-11
27.394224166870117,2002-09-12
28.075801849365234,2002-09-13
27.64434242248535,2002-09-16
27.450498580932617,2002-09-17
27.012788772583008,2002-09-18
26.675128936767578,2002-09-19
26.262435913085938,2002-09-20
25.974790573120117,2002-09-23
25.824716567993164,2002-09-24
25.5120792388916,2002-09-25
25.699668884277344,2002-09-26
26.143632888793945,2002-09-27
25.899757385253906,2002-09-30
25.812232971191406,2002-10-01
25.64965057373047,2002-10-02
25.136892318725586,2002-10-03
23.479869842529297,2002-10-04
22.479393005371094,2002-10-07
22.604459762573242,2002-10-08
22.63571548461914,2002-10-09
23.361061096191406,2002-10-10
23.117202758789062,2002-10-11
22.97963523864746,2002-10-14
23.71122932434082,2002-10-15
23.71122932434082,2002-10-16
24.092660903930664,2002-10-17
24.011375427246094,2002-10-18
24.011375427246094,2002-10-21
23.698713302612305,2002-10-22
22.792043685913086,2002-10-23
22.510658264160156,2002-10-24
22.19801139831543,2002-10-25
22.448137283325195,2002-10-28
21.879112243652344,2002-10-29
21.916627883911133,2002-10-30
22.335573196411133,2002-10-31
22.16674041748047,2002-11-01
21.666513442993164,2002-11-04
21.628984451293945,2002-11-05
21.447654724121094,2002-11-06
21.603979110717773,2002-11-07
22.041690826416016,2002-11-08
22.110469818115234,2002-11-11
22.19801139831543,2002-11-12
22.354341506958008,2002-11-13
22.835805892944336,2002-11-14
22.87333106994629,2002-11-15
22.923355102539062,2002-11-18
22.691997528076172,2002-11-19
23.354799270629883,2002-11-20
24.574132919311523,2002-11-21
24.54287338256836,2002-11-22
24.799251556396484,2002-11-25
24.792993545532227,2002-11-26
25.074382781982422,2002-11-27
25.01809310913086,2002-11-29
24.924299240112305,2002-12-02
24.480335235595703,2002-12-03
24.667922973632812,2002-12-04
24.073904037475586,2002-12-05
24.480335235595703,2002-12-06
24.073904037475586,2002-12-09
24.761728286743164,2002-12-10
24.761728286743164,2002-12-11
25.468313217163086,2002-12-12
25.799711227416992,2002-12-13
25.574604034423828,2002-12-16
25.493322372436523,2002-12-17
25.324487686157227,2002-12-18
25.37451171875,2002-12-19
25.13064956665039,2002-12-20
25.136892318725586,2002-12-23
24.943058013916016,2002-12-24
24.56788444519043,2002-12-26
24.36777687072754,2002-12-27
24.330272674560547,2002-12-30
24.63666534423828,2002-12-31
25.16816520690918,2003-01-02
25.605878829956055,2003-01-03
25.749692916870117,2003-01-06
25.61212730407715,2003-01-07
25.699668884277344,2003-01-08
26.281206130981445,2003-01-09
26.46879005432129,2003-01-10
26.324970245361328,2003-01-13
26.262435913085938,2003-01-14
25.949783325195312,2003-01-15
26.043590545654297,2003-01-16
26.137380599975586,2003-01-17
25.38702392578125,2003-01-21
25.555862426757812,2003-01-22
25.41828727722168,2003-01-23
25.09312629699707,2003-01-24
25.41828727722168,2003-01-27
25.762195587158203,2003-01-28
25.618383407592773,2003-01-29
25.793458938598633,2003-01-30
26.41876220703125,2003-01-31
26.387496948242188,2003-02-03
26.443767547607422,2003-02-04
26.193649291992188,2003-02-05
25.98729133605957,2003-02-06
26.11235809326172,2003-02-07
25.95603370666504,2003-02-10
25.768455505371094,2003-02-11
25.9060115814209,2003-02-12
25.780956268310547,2003-02-13
26.074851989746094,2003-02-14
26.262435913085938,2003-02-18
25.999814987182617,2003-02-19
26.106115341186523,2003-02-20
26.60633659362793,2003-02-21
25.937278747558594,2003-02-24
26.193649291992188,2003-02-25
25.6246395111084,2003-02-26
26.01231575012207,2003-02-27
26.01231575012207,2003-02-28
26.70013427734375,2003-03-03
26.406253814697266,2003-03-04
26.312461853027344,2003-03-05
26.287450790405273,2003-03-06
26.443767547607422,2003-03-07
26.256181716918945,2003-03-10
25.693416595458984,2003-03-11
24.980581283569336,2003-03-12
25.730934143066406,2003-03-13
25.912275314331055,2003-03-14
26.868972778320312,2003-03-17
27.106586456298828,2003-03-18
27.200387954711914,2003-03-19
27.187885284423828,2003-03-20
28.044525146484375,2003-03-21
27.31917381286621,2003-03-24
27.938234329223633,2003-03-25
28.1883544921875,2003-03-26
27.24415397644043,2003-03-27
27.500526428222656,2003-03-28
27.22538948059082,2003-03-31
27.200387954711914,2003-04-01
28.013269424438477,2003-04-02
28.075801849365234,2003-04-03
28.557275772094727,2003-04-04
28.419706344604492,2003-04-07
28.238374710083008,2003-04-08
28.51349449157715,2003-04-09
28.544757843017578,2003-04-10
28.501001358032227,2003-04-11
28.463476181030273,2003-04-14
28.357175827026367,2003-04-15
29.1387939453125,2003-04-16
29.57024574279785,2003-04-17
28.76361846923828,2003-04-21
28.013269424438477,2003-04-22
27.919483184814453,2003-04-23
28.107065200805664,2003-04-24
28.23212242126465,2003-04-25
28.450969696044922,2003-04-28
27.95074462890625,2003-04-29
28.43846893310547,2003-04-30
28.263383865356445,2003-05-01
28.29464340209961,2003-05-02
28.082035064697266,2003-05-05
27.95074462890625,2003-05-06
28.138328552246094,2003-05-07
28.169584274291992,2003-05-08
27.988258361816406,2003-05-09
28.3009033203125,2003-05-12
28.10080909729004,2003-05-13
27.888208389282227,2003-05-14
28.425960540771484,2003-05-15
28.919950485229492,2003-05-16
28.357175827026367,2003-05-19
28.3009033203125,2003-05-20
28.10080909729004,2003-05-21
28.425960540771484,2003-05-22
28.388444900512695,2003-05-23
28.43221092224121,2003-05-27
28.388444900512695,2003-05-28
28.307146072387695,2003-05-29
28.382192611694336,2003-05-30
29.076271057128906,2003-06-02
29.957937240600586,2003-06-03
29.70156478881836,2003-06-04
29.857900619506836,2003-06-05
29.789108276367188,2003-06-06
29.388904571533203,2003-06-09
29.807857513427734,2003-06-10
29.589006423950195,2003-06-11
28.682331085205078,2003-06-12
28.532264709472656,2003-06-13
28.76361846923828,2003-06-16
28.676074981689453,2003-06-17
28.482234954833984,2003-06-18
