PHM,Date
0.1344456821680069,1980-03-17
0.13303053379058838,1980-03-18
0.1302003711462021,1980-03-19
0.12878452241420746,1980-03-20
0.12878452241420746,1980-03-21
0.12736928462982178,1980-03-24
0.12170890718698502,1980-03-25
0.11463254690170288,1980-03-26
0.1047259271144867,1980-03-27
0.11887863278388977,1980-03-28
0.12029369920492172,1980-03-31
0.12878452241420746,1980-04-01
0.1302003711462021,1980-04-02
0.13161548972129822,1980-04-03
0.12736928462982178,1980-04-07
0.12312404066324234,1980-04-08
0.12453901022672653,1980-04-09
0.12878452241420746,1980-04-10
0.12878452241420746,1980-04-11
0.12878452241420746,1980-04-14
0.1302003711462021,1980-04-15
0.12736928462982178,1980-04-16
0.12595419585704803,1980-04-17
0.12595419585704803,1980-04-18
0.12453901022672653,1980-04-21
0.12453901022672653,1980-04-22
0.12453901022672653,1980-04-23
0.1302003711462021,1980-04-24
0.1302003711462021,1980-04-25
0.1302003711462021,1980-04-28
0.13161548972129822,1980-04-29
0.13161548972129822,1980-04-30
0.13161548972129822,1980-05-01
0.13303053379058838,1980-05-02
0.13586090505123138,1980-05-05
0.140106201171875,1980-05-06
0.15850433707237244,1980-05-07
0.15708915889263153,1980-05-08
0.15425896644592285,1980-05-09
0.15142792463302612,1980-05-12
0.15850433707237244,1980-05-13
0.15708915889263153,1980-05-14
0.15425896644592285,1980-05-15
0.15708915889263153,1980-05-16
0.15567409992218018,1980-05-19
0.15284384787082672,1980-05-20
0.15284384787082672,1980-05-21
0.15850433707237244,1980-05-22
0.1613345593214035,1980-05-23
0.16416548192501068,1980-05-27
0.16416548192501068,1980-05-28
0.16841086745262146,1980-05-29
0.16841086745262146,1980-05-30
0.1627497375011444,1980-06-02
0.1669958531856537,1980-06-03
0.1669958531856537,1980-06-04
0.17265625298023224,1980-06-05
0.17265625298023224,1980-06-06
0.17407146096229553,1980-06-09
0.17548730969429016,1980-06-10
0.17548730969429016,1980-06-11
0.17548730969429016,1980-06-12
0.17831747233867645,1980-06-13
0.17973262071609497,1980-06-16
0.17831747233867645,1980-06-17
0.17831747233867645,1980-06-18
0.17973262071609497,1980-06-19
0.17973262071609497,1980-06-20
0.17973262071609497,1980-06-23
0.18539319932460785,1980-06-24
0.18963928520679474,1980-06-25
0.19246958196163177,1980-06-26
0.18680909276008606,1980-06-27
0.18114784359931946,1980-06-30
0.18114784359931946,1980-07-01
0.18114784359931946,1980-07-02
0.1825629621744156,1980-07-03
0.18680909276008606,1980-07-07
0.18680909276008606,1980-07-08
0.18680909276008606,1980-07-09
0.18539319932460785,1980-07-10
0.196714848279953,1980-07-11
0.21511289477348328,1980-07-14
0.20945262908935547,1980-07-15
0.20662158727645874,1980-07-16
0.21228288114070892,1980-07-17
0.22784994542598724,1980-07-18
0.22360435128211975,1980-07-21
0.2306801974773407,1980-07-22
0.23492634296417236,1980-07-23
0.2533235251903534,1980-07-24
0.24341781437397003,1980-07-25
0.24341781437397003,1980-07-28
0.2533235251903534,1980-07-29
0.25473928451538086,1980-07-30
0.25473928451538086,1980-07-31
0.25615471601486206,1980-08-01
0.2533235251903534,1980-08-04
0.23775644600391388,1980-08-05
0.22926509380340576,1980-08-06
0.24341781437397003,1980-08-07
0.24200180172920227,1980-08-08
0.24907802045345306,1980-08-11
0.24766312539577484,1980-08-12
0.24907802045345306,1980-08-13
0.25756970047950745,1980-08-14
0.25615471601486206,1980-08-15
0.24907802045345306,1980-08-18
0.24624808132648468,1980-08-19
0.24058662354946136,1980-08-20
0.24766312539577484,1980-08-21
0.24766312539577484,1980-08-22
0.24341781437397003,1980-08-25
0.24058662354946136,1980-08-26
0.23917165398597717,1980-08-27
0.24624808132648468,1980-08-28
0.25190839171409607,1980-08-29
0.27172181010246277,1980-09-02
0.2745519280433655,1980-09-03
0.27313676476478577,1980-09-04
0.27172181010246277,1980-09-05
0.31134819984436035,1980-09-08
0.2971954047679901,1980-09-09
0.3283304274082184,1980-09-10
0.3368217349052429,1980-09-11
0.3339917063713074,1980-09-12
0.3170086741447449,1980-09-15
0.2971954047679901,1980-09-16
0.3255002498626709,1980-09-17
0.3283304274082184,1980-09-18
0.3255002498626709,1980-09-19
0.31134819984436035,1980-09-22
0.294365257024765,1980-09-23
0.2915349006652832,1980-09-24
0.2773829698562622,1980-09-25
0.2745519280433655,1980-09-26
0.26606106758117676,1980-09-29
0.2688913643360138,1980-09-30
0.26606106758117676,1980-10-01
0.28021326661109924,1980-10-02
0.2887045443058014,1980-10-03
0.31983891129493713,1980-10-06
0.3170086741447449,1980-10-07
0.3085171580314636,1980-10-08
0.31134819984436035,1980-10-09
0.294365257024765,1980-10-10
0.28587380051612854,1980-10-13
0.2773829698562622,1980-10-14
0.28587380051612854,1980-10-15
0.3000265061855316,1980-10-16
0.2915349006652832,1980-10-17
0.2971954047679901,1980-10-20
0.3028564751148224,1980-10-21
0.3000265061855316,1980-10-22
0.3028564751148224,1980-10-23
0.2971954047679901,1980-10-24
0.2971954047679901,1980-10-27
0.2915349006652832,1980-10-28
0.2887045443058014,1980-10-29
0.2887045443058014,1980-10-30
0.2830435335636139,1980-10-31
0.28021326661109924,1980-11-03
0.2971954047679901,1980-11-05
0.2745519280433655,1980-11-06
0.26606106758117676,1980-11-07
0.27172181010246277,1980-11-10
0.28021326661109924,1980-11-11
0.3000265061855316,1980-11-12
0.294365257024765,1980-11-13
0.3028564751148224,1980-11-14
0.3056868314743042,1980-11-17
0.3056868314743042,1980-11-18
0.31417831778526306,1980-11-19
0.31417831778526306,1980-11-20
0.3000265061855316,1980-11-21
0.2830435335636139,1980-11-24
0.2887045443058014,1980-11-25
0.2915349006652832,1980-11-26
0.2915349006652832,1980-11-28
0.28587380051612854,1980-12-01
0.294365257024765,1980-12-02
0.2887045443058014,1980-12-03
0.2830435335636139,1980-12-04
0.28021326661109924,1980-12-05
0.27172181010246277,1980-12-08
0.27172181010246277,1980-12-09
0.2688913643360138,1980-12-10
0.25473928451538086,1980-12-11
0.28021326661109924,1980-12-12
0.28021326661109924,1980-12-15
0.28021326661109924,1980-12-16
0.28021326661109924,1980-12-17
0.2773829698562622,1980-12-18
0.2745519280433655,1980-12-19
0.28021326661109924,1980-12-22
0.2915349006652832,1980-12-23
0.2971954047679901,1980-12-24
0.3000265061855316,1980-12-26
0.2971954047679901,1980-12-29
0.2971954047679901,1980-12-30
0.2915349006652832,1980-12-31
0.2971954047679901,1981-01-02
0.3028564751148224,1981-01-05
0.3056868314743042,1981-01-06
0.3028564751148224,1981-01-07
0.2915349006652832,1981-01-08
0.2688913643360138,1981-01-09
0.2773829698562622,1981-01-12
0.2745519280433655,1981-01-13
0.26606106758117676,1981-01-14
0.2745519280433655,1981-01-15
0.2887045443058014,1981-01-16
0.3056868314743042,1981-01-19
0.31134819984436035,1981-01-20
0.3028564751148224,1981-01-21
0.294365257024765,1981-01-22
0.28587380051612854,1981-01-23
0.2887045443058014,1981-01-26
0.3028564751148224,1981-01-27
0.294365257024765,1981-01-28
0.3056868314743042,1981-01-29
0.3056868314743042,1981-01-30
0.3000265061855316,1981-02-02
0.3000265061855316,1981-02-03
0.31417831778526306,1981-02-04
0.3283304274082184,1981-02-05
0.3255002498626709,1981-02-06
0.3255002498626709,1981-02-09
0.3255002498626709,1981-02-10
0.3283304274082184,1981-02-11
0.3170086741447449,1981-02-12
0.3085171580314636,1981-02-13
0.31417831778526306,1981-02-17
0.3170086741447449,1981-02-18
0.31417831778526306,1981-02-19
0.3170086741447449,1981-02-20
0.3226699233055115,1981-02-23
0.3226699233055115,1981-02-24
0.3170086741447449,1981-02-25
0.3170086741447449,1981-02-26
0.3226699233055115,1981-02-27
0.3311605155467987,1981-03-02
0.3311605155467987,1981-03-03
0.3255002498626709,1981-03-04
0.3339917063713074,1981-03-05
0.33965203166007996,1981-03-06
0.3764476478099823,1981-03-09
0.3622956871986389,1981-03-10
0.36795690655708313,1981-03-11
0.3792785704135895,1981-03-12
0.38776925206184387,1981-03-13
0.38493916392326355,1981-03-16
0.3821088373661041,1981-03-17
0.38493916392326355,1981-03-18
0.3821088373661041,1981-03-19
0.38493916392326355,1981-03-20
0.38493916392326355,1981-03-23
0.370787113904953,1981-03-24
0.3651259243488312,1981-03-25
0.35946524143218994,1981-03-26
0.3566349446773529,1981-03-27
0.3424822688102722,1981-03-30
0.34531331062316895,1981-03-31
0.3566349446773529,1981-04-01
0.3566349446773529,1981-04-02
0.3566349446773529,1981-04-03
0.3566349446773529,1981-04-06
0.3509737253189087,1981-04-07
0.3566349446773529,1981-04-08
0.3566349446773529,1981-04-09
0.348143607378006,1981-04-10
0.34531331062316895,1981-04-13
0.3368217349052429,1981-04-14
0.3311605155467987,1981-04-15
0.3311605155467987,1981-04-16
0.33965203166007996,1981-04-20
0.348143607378006,1981-04-21
0.35380417108535767,1981-04-22
0.35380417108535767,1981-04-23
0.3566349446773529,1981-04-24
0.3566349446773529,1981-04-27
0.3622956871986389,1981-04-28
0.3622956871986389,1981-04-29
0.370787113904953,1981-04-30
0.3651259243488312,1981-05-01
0.35380417108535767,1981-05-04
0.35380417108535767,1981-05-05
0.3509737253189087,1981-05-06
0.35380417108535767,1981-05-07
0.3509737253189087,1981-05-08
0.348143607378006,1981-05-11
0.3509737253189087,1981-05-12
0.3622956871986389,1981-05-13
0.3566349446773529,1981-05-14
0.35380417108535767,1981-05-15
0.3566349446773529,1981-05-18
0.3566349446773529,1981-05-19
0.3566349446773529,1981-05-20
0.3566349446773529,1981-05-21
0.3651259243488312,1981-05-22
0.3651259243488312,1981-05-26
0.370787113904953,1981-05-27
0.370787113904953,1981-05-28
0.3651259243488312,1981-05-29
0.3792785704135895,1981-06-01
0.3821088373661041,1981-06-02
0.370787113904953,1981-06-03
0.3764476478099823,1981-06-04
0.36795690655708313,1981-06-05
0.3651259243488312,1981-06-08
0.37361741065979004,1981-06-09
0.3792785704135895,1981-06-10
0.37361741065979004,1981-06-11
0.3792785704135895,1981-06-12
0.38493916392326355,1981-06-15
0.3792785704135895,1981-06-16
0.3792785704135895,1981-06-17
0.38776925206184387,1981-06-18
0.3821088373661041,1981-06-19
0.3821088373661041,1981-06-22
0.38776925206184387,1981-06-23
0.38776925206184387,1981-06-24
0.3934304714202881,1981-06-25
0.3821088373661041,1981-06-26
0.38493916392326355,1981-06-29
0.3566349446773529,1981-06-30
0.34531331062316895,1981-07-01
0.3509737253189087,1981-07-02
0.34531331062316895,1981-07-06
0.3339917063713074,1981-07-07
0.3339917063713074,1981-07-08
0.33965203166007996,1981-07-09
0.33965203166007996,1981-07-10
0.33965203166007996,1981-07-13
0.34531331062316895,1981-07-14
0.3566349446773529,1981-07-15
0.3622956871986389,1981-07-16
0.370787113904953,1981-07-17
0.370787113904953,1981-07-20
0.35946524143218994,1981-07-21
0.3509737253189087,1981-07-22
0.34531331062316895,1981-07-23
0.348143607378006,1981-07-24
0.34531331062316895,1981-07-27
0.3424822688102722,1981-07-28
0.348143607378006,1981-07-29
0.348143607378006,1981-07-30
