Date,BF.B
2007-09-05,15.0464
2007-09-06,14.9035
2007-09-07,14.688
2007-09-10,14.6005
2007-09-11,14.9184
2007-09-12,14.7371
2007-09-13,14.7413
2007-09-14,15.0784
2007-09-17,15.3643
2007-09-18,15.7653
2007-09-19,15.872
2007-09-20,16.032
2007-09-21,15.8827
2007-09-24,15.6715
2007-09-25,15.9083
2007-09-26,15.9701
2007-09-27,15.9381
2007-09-28,15.9808
2007-10-01,15.9872
2007-10-02,15.9467
2007-10-03,15.7973
2007-10-04,16.0
2007-10-05,15.9317
2007-10-08,15.9616
2007-10-09,16.0171
2007-10-10,15.9829
2007-10-11,15.9659
2007-10-12,15.808
2007-10-15,15.6224
2007-10-16,15.776
2007-10-17,15.5712
2007-10-18,15.5349
2007-10-19,15.3749
2007-10-22,15.4517
2007-10-23,15.4624
2007-10-24,15.5947
2007-10-25,15.6821
2007-10-26,15.648
2007-10-29,15.6693
2007-10-30,15.6629
2007-10-31,15.7824
2007-11-01,15.2896
2007-11-02,15.5605
2007-11-05,15.3579
2007-11-06,15.3045
2007-11-07,15.0848
2007-11-08,14.7371
2007-11-09,14.4469
2007-11-12,14.6475
2007-11-13,15.104
2007-11-14,14.6731
2007-11-15,14.5067
2007-11-16,14.9739
2007-11-19,14.6069
2007-11-20,14.9227
2007-11-21,14.6837
2007-11-23,14.8288
2007-11-26,14.2912
2007-11-27,15.1659
2007-11-28,15.3579
2007-11-29,14.8416
2007-11-30,15.0699
2007-12-03,15.5115
2007-12-04,15.2128
2007-12-05,15.4027
2007-12-06,15.4133
2007-12-07,15.2213
2007-12-10,15.1787
2007-12-11,14.976
2007-12-12,15.5008
2007-12-13,15.2555
2007-12-14,15.296
2007-12-17,15.3216
2007-12-18,15.5691
2007-12-19,15.3835
2007-12-20,15.8592
2007-12-21,16.0448
2007-12-24,16.0768
2007-12-26,16.0213
2007-12-27,16.0171
2007-12-28,15.9573
2007-12-31,15.8101
2008-01-02,15.3067
2008-01-03,15.6267
2008-01-04,15.5307
2008-01-07,15.8613
2008-01-08,15.8016
2008-01-09,15.7376
2008-01-10,15.5861
2008-01-11,14.8992
2008-01-14,15.168
2008-01-15,14.9525
2008-01-16,15.0101
2008-01-17,14.2699
2008-01-18,14.0715
2008-01-22,13.9136
2008-01-23,14.0672
2008-01-24,14.0565
2008-01-25,13.6896
2008-01-28,13.9627
2008-01-29,13.9179
2008-01-30,13.5595
2008-01-31,13.2651
2008-02-01,14.1973
2008-02-04,13.9797
2008-02-05,13.5915
2008-02-06,13.7045
2008-02-07,13.7813
2008-02-08,13.8987
2008-02-11,13.9477
2008-02-12,14.1397
2008-02-13,13.4955
2008-02-14,13.5659
2008-02-15,13.7899
2008-02-19,13.8005
2008-02-20,13.8283
2008-02-21,13.792
2008-02-22,14.1589
2008-02-25,14.5067
2008-02-26,14.3317
2008-02-27,14.2955
2008-02-28,14.0949
2008-02-29,13.6043
2008-03-03,13.888
2008-03-04,13.7664
2008-03-05,13.8091
2008-03-06,13.4101
2008-03-07,13.4912
2008-03-10,13.4933
2008-03-11,13.9627
2008-03-12,13.9371
2008-03-13,13.8432
2008-03-14,13.7899
2008-03-17,13.9179
2008-03-18,14.4128
2008-03-19,14.1675
2008-03-20,14.3061
2008-03-24,14.4981
2008-03-25,14.4128
2008-03-26,14.3061
2008-03-27,14.1568
2008-03-28,14.1568
2008-03-31,14.1269
2008-04-01,14.9035
2008-04-02,14.8437
2008-04-03,14.8395
2008-04-04,15.1872
2008-04-07,15.1851
2008-04-08,15.1851
2008-04-09,14.8629
2008-04-10,15.2747
2008-04-11,15.2683
2008-04-14,15.1424
2008-04-15,15.0144
2008-04-16,15.1445
2008-04-17,15.2981
2008-04-18,15.3323
2008-04-21,15.2171
2008-04-22,14.9611
2008-04-23,14.7243
2008-04-24,14.3531
2008-04-25,14.3979
2008-04-28,14.7563
2008-04-29,14.656
2008-04-30,14.5109
2008-05-01,14.8203
2008-05-02,14.9995
2008-05-05,15.0741
2008-05-06,15.1723
2008-05-07,14.9739
2008-05-08,15.1083
2008-05-09,15.04
2008-05-12,15.4133
2008-05-13,15.4987
2008-05-14,15.6032
2008-05-15,15.5733
2008-05-16,15.5456
2008-05-19,15.584
2008-05-20,15.7696
2008-05-21,15.7248
2008-05-22,15.8613
2008-05-23,15.7632
2008-05-27,16.0768
2008-05-28,15.8976
2008-05-29,16.0405
2008-05-30,16.0384
2008-06-02,15.712
2008-06-03,15.2725
2008-06-04,15.3771
2008-06-05,16.7403
2008-06-06,16.48
2008-06-09,16.4181
2008-06-10,16.3264
2008-06-11,16.2795
2008-06-12,16.2517
2008-06-13,16.5525
2008-06-16,16.2368
2008-06-17,16.2816
2008-06-18,16.2965
2008-06-19,16.3136
2008-06-20,16.1856
2008-06-23,16.3285
2008-06-24,16.2432
2008-06-25,16.3072
2008-06-26,16.2133
2008-06-27,16.2048
2008-06-30,16.1216
2008-07-01,15.5307
2008-07-02,14.6539
2008-07-03,14.8203
2008-07-07,14.6859
2008-07-08,14.7904
2008-07-09,14.8245
2008-07-10,14.6987
2008-07-11,14.7605
2008-07-14,14.9568
2008-07-15,14.9781
2008-07-16,15.0933
2008-07-17,15.1829
2008-07-18,15.1019
2008-07-21,14.9867
2008-07-22,15.3899
2008-07-23,15.4475
2008-07-24,15.3067
2008-07-25,15.1424
2008-07-28,15.0165
2008-07-29,15.0635
2008-07-30,15.1211
2008-07-31,15.3515
2008-08-01,15.2107
2008-08-04,15.3131
2008-08-05,15.7077
2008-08-06,15.8912
2008-08-07,15.4965
2008-08-08,15.9424
2008-08-11,16.448
2008-08-12,16.3563
2008-08-13,16.2645
2008-08-14,16.4139
2008-08-15,16.5483
2008-08-18,16.4117
2008-08-19,16.2987
2008-08-20,16.3328
2008-08-21,16.2603
2008-08-22,16.352
2008-08-25,16.2027
2008-08-26,16.1749
2008-08-27,16.4309
2008-08-28,15.8229
2008-08-29,15.3621
2008-09-02,15.4005
2008-09-03,15.3749
2008-09-04,14.9355
2008-09-05,15.2448
2008-09-08,15.5136
2008-09-09,15.4624
2008-09-10,15.4005
2008-09-11,15.6288
2008-09-12,15.808
2008-09-15,15.4859
2008-09-16,15.4261
2008-09-17,15.0357
2008-09-18,15.8272
2008-09-19,15.7184
2008-09-22,15.296
2008-09-23,15.0272
2008-09-24,15.1829
2008-09-25,15.5861
2008-09-26,15.4539
2008-09-29,14.9141
2008-09-30,15.3195
2008-10-01,15.3707
2008-10-02,15.0891
2008-10-03,14.8949
2008-10-06,14.6283
2008-10-07,14.6176
2008-10-08,14.4448
2008-10-09,13.4336
2008-10-10,12.6101
2008-10-13,13.5168
2008-10-14,13.7216
2008-10-15,12.8043
2008-10-16,12.7445
2008-10-17,12.5227
2008-10-20,12.9835
2008-10-21,12.7104
2008-10-22,12.0875
2008-10-23,12.1813
2008-10-24,11.6053
2008-10-27,11.3984
2008-10-28,12.2587
2008-10-29,11.776
2008-10-30,12.1813
2008-10-31,12.1067
2008-11-03,12.136
2008-11-04,12.68
2008-11-05,12.5093
2008-11-06,12.1387
2008-11-07,12.552
2008-11-10,12.6427
2008-11-11,12.2453
2008-11-12,11.8667
2008-11-13,12.8107
2008-11-14,12.592
2008-11-17,12.4747
2008-11-18,12.8267
2008-11-19,12.4453
2008-11-20,11.5867
2008-11-21,11.6453
2008-11-24,11.528
2008-11-25,10.9947
2008-11-26,11.424
2008-11-28,11.704
2008-12-01,11.4693
2008-12-02,11.76
2008-12-03,11.832
2008-12-04,11.7013
2008-12-05,12.8267
2008-12-08,13.584
2008-12-09,13.392
2008-12-10,13.5573
2008-12-11,13.488
2008-12-12,13.088
2008-12-15,13.1733
2008-12-16,13.7227
2008-12-17,13.5787
2008-12-18,13.44
2008-12-19,13.2613
2008-12-22,13.392
2008-12-23,13.304
2008-12-24,13.2773
2008-12-26,13.2827
2008-12-29,13.192
2008-12-30,13.5067
2008-12-31,13.7307
2009-01-02,14.08
2009-01-05,14.12
2009-01-06,13.7173
2009-01-07,13.144
2009-01-08,13.2453
2009-01-09,13.0213
2009-01-12,12.9893
2009-01-13,12.9067
2009-01-14,12.4427
2009-01-15,12.5467
2009-01-16,12.976
2009-01-20,12.768
2009-01-21,12.7787
2009-01-22,12.728
2009-01-23,12.2907
2009-01-26,12.352
2009-01-27,12.5707
2009-01-28,12.736
2009-01-29,12.5973
2009-01-30,12.1093
2009-02-02,12.088
2009-02-03,12.5893
2009-02-04,12.4613
2009-02-05,12.576
2009-02-06,12.848
2009-02-09,12.4907
2009-02-10,11.8613
2009-02-11,11.8827
2009-02-12,11.968
2009-02-13,11.7867
2009-02-17,11.392
2009-02-18,11.4453
2009-02-19,11.4853
2009-02-20,11.5067
2009-02-23,11.3947
2009-02-24,11.5867
2009-02-25,11.712
2009-02-26,11.4453
2009-02-27,11.4613
2009-03-02,11.4133
2009-03-03,11.3787
2009-03-04,11.272
2009-03-05,10.8907
2009-03-06,11.024
2009-03-09,10.9493
2009-03-10,9.8667
2009-03-11,9.8853
2009-03-12,10.312
2009-03-13,10.3093
2009-03-16,10.4773
2009-03-17,10.4053
2009-03-18,10.5173
2009-03-19,10.4347
2009-03-20,10.2587
2009-03-23,10.712
2009-03-24,10.5867
2009-03-25,10.7093
2009-03-26,10.8907
2009-03-27,10.3627
2009-03-30,10.2187
2009-03-31,10.3547
2009-04-01,10.4027
2009-04-02,10.6827
2009-04-03,11.0853
2009-04-06,10.7253
2009-04-07,10.84
2009-04-08,10.7813
2009-04-09,11.0667
2009-04-13,10.9147
2009-04-14,10.8533
2009-04-15,11.0373
2009-04-16,11.072
2009-04-17,11.0267
2009-04-20,11.336
2009-04-21,11.6773
2009-04-22,11.76
2009-04-23,12.0613
2009-04-24,12.1173
2009-04-27,12.1787
2009-04-28,11.7653
2009-04-29,12.2907
2009-04-30,12.4
2009-05-01,12.4693
2009-05-04,12.5227
2009-05-05,12.6133
2009-05-06,12.7013
2009-05-07,12.6133
2009-05-08,12.576
2009-05-11,12.5413
2009-05-12,12.7493
2009-05-13,12.3787
2009-05-14,12.3307
2009-05-15,12.2747
2009-05-18,12.3467
2009-05-19,12.352
2009-05-20,12.176
2009-05-21,11.904
2009-05-22,11.9707
2009-05-26,12.2
2009-05-27,11.936
2009-05-28,11.944
2009-05-29,11.6933
2009-06-01,12.3707
2009-06-02,12.496
2009-06-03,12.2987
2009-06-04,12.264
2009-06-05,12.144
2009-06-08,12.184
2009-06-09,12.072
2009-06-10,12.464
2009-06-11,12.408
2009-06-12,12.3493
2009-06-15,11.816
2009-06-16,11.5387
2009-06-17,11.496
2009-06-18,11.576
2009-06-19,11.7253
2009-06-22,11.4187
2009-06-23,11.2933
2009-06-24,11.1733
2009-06-25,11.344
2009-06-26,11.6267
2009-06-29,11.7067
2009-06-30,11.4613
2009-07-01,11.7093
2009-07-02,11.6267
2009-07-06,11.576
2009-07-07,11.2507
2009-07-08,11.2693
2009-07-09,11.2587
2009-07-10,11.1333
2009-07-13,11.296
2009-07-14,11.488
2009-07-15,11.6907
2009-07-16,11.6107
2009-07-17,11.496
2009-07-20,11.328
2009-07-21,11.4373
2009-07-22,11.328
2009-07-23,11.6587
2009-07-24,11.688
2009-07-27,11.6613
2009-07-28,11.7253
2009-07-29,11.6453
2009-07-30,11.7733
2009-07-31,11.72
2009-08-03,11.8747
2009-08-04,11.8987
2009-08-05,11.352
2009-08-06,11.296
2009-08-07,11.424
2009-08-10,11.4853
2009-08-11,11.4533
2009-08-12,11.4587
2009-08-13,11.6427
2009-08-14,11.8053
2009-08-17,11.5947
2009-08-18,11.544
2009-08-19,11.496
2009-08-20,11.5493
2009-08-21,11.9387
2009-08-24,11.9973
2009-08-25,12.032
2009-08-26,11.7253
2009-08-27,11.7947
2009-08-28,11.976
2009-08-31,11.9253
2009-09-01,11.6853
2009-09-02,12.3707
2009-09-03,12.0827
2009-09-04,12.216
2009-09-08,12.328
2009-09-09,12.1467
2009-09-10,12.6267
2009-09-11,12.6293
2009-09-14,13.184
2009-09-15,13.0853
2009-09-16,13.2613
2009-09-17,13.152
2009-09-18,12.8267
2009-09-21,13.064
2009-09-22,13.072
2009-09-23,13.048
2009-09-24,13.0747
2009-09-25,12.9787
2009-09-28,13.0
2009-09-29,12.9867
2009-09-30,12.8587
2009-10-01,12.9253
2009-10-02,12.8533
2009-10-05,12.864
2009-10-06,13.0053
2009-10-07,12.9493
2009-10-08,13.0
2009-10-09,13.0107
2009-10-12,13.1573
2009-10-13,13.2373
2009-10-14,13.1147
2009-10-15,13.4507
2009-10-16,12.9653
2009-10-19,13.1627
2009-10-20,13.1467
2009-10-21,13.1147
2009-10-22,13.1867
2009-10-23,12.888
2009-10-26,12.824
2009-10-27,12.872
2009-10-28,12.7307
2009-10-29,12.9893
2009-10-30,13.016
2009-11-02,13.1013
2009-11-03,12.9547
2009-11-04,12.8987
2009-11-05,13.112
2009-11-06,13.1813
2009-11-09,13.424
2009-11-10,13.5013
2009-11-11,13.5947
2009-11-12,13.512
2009-11-13,13.5973
2009-11-16,13.68
2009-11-17,13.72
2009-11-18,13.592
2009-11-19,13.456
2009-11-20,13.576
2009-11-23,13.856
2009-11-24,13.7013
2009-11-25,13.6267
2009-11-27,13.4373
2009-11-30,13.6453
2009-12-01,13.6213
2009-12-02,13.48
2009-12-03,13.4107
2009-12-04,13.8853
2009-12-07,13.928
2009-12-08,13.8987
2009-12-09,13.8267
2009-12-10,13.9547
2009-12-11,14.1307
2009-12-14,14.2187
2009-12-15,14.2773
2009-12-16,14.16
2009-12-17,14.0027
2009-12-18,13.992
2009-12-21,13.96
2009-12-22,13.9947
2009-12-23,14.128
2009-12-24,14.2453
2009-12-28,14.3333
2009-12-29,14.456
2009-12-30,14.408
2009-12-31,14.2853
2010-01-04,14.3467
2010-01-05,14.1973
2010-01-06,14.3947
2010-01-07,14.2533
2010-01-08,14.2507
2010-01-11,14.304
2010-01-12,14.4053
2010-01-13,14.704
2010-01-14,14.584
2010-01-15,14.3573
2010-01-19,14.3653
2010-01-20,14.248
2010-01-21,14.0427
2010-01-22,13.7893
2010-01-25,13.8027
2010-01-26,13.7547
2010-01-27,13.712
2010-01-28,13.6587
2010-01-29,13.6853
2010-02-01,13.784
2010-02-02,13.8747
2010-02-03,13.7013
2010-02-04,13.1973
2010-02-05,13.2
2010-02-08,13.216
2010-02-09,13.5467
2010-02-10,13.5333
2010-02-11,13.5333
2010-02-12,13.5067
2010-02-16,13.64
2010-02-17,13.8667
2010-02-18,14.072
2010-02-19,14.1173
2010-02-22,14.088
2010-02-23,13.9707
2010-02-24,14.192
2010-02-25,14.152
2010-02-26,13.9627
2010-03-01,14.248
2010-03-02,14.384
2010-03-03,14.4053
2010-03-04,14.5653
2010-03-05,14.8027
2010-03-08,14.792
2010-03-09,14.904
2010-03-10,14.6107
2010-03-11,14.7627
2010-03-12,14.7707
2010-03-15,14.68
2010-03-16,14.816
2010-03-17,15.056
2010-03-18,15.2987
2010-03-19,15.352
2010-03-22,15.376
2010-03-23,15.4693
2010-03-24,15.352
2010-03-25,15.3173
2010-03-26,15.2773
2010-03-29,15.6747
2010-03-30,15.84
2010-03-31,15.8533
2010-04-01,16.0
2010-04-05,16.0427
2010-04-06,15.984
2010-04-07,15.8187
2010-04-08,15.8427
2010-04-09,15.9627
2010-04-12,16.0347
2010-04-13,16.048
2010-04-14,15.9333
2010-04-15,15.912
2010-04-16,15.632
2010-04-19,15.7733
2010-04-20,15.8107
2010-04-21,15.8187
2010-04-22,15.848
2010-04-23,15.8693
2010-04-26,15.8747
2010-04-27,15.512
2010-04-28,15.48
2010-04-29,15.6693
2010-04-30,15.5147
2010-05-03,15.592
2010-05-04,15.072
2010-05-05,15.144
2010-05-06,14.9493
2010-05-07,14.7093
2010-05-10,15.2693
2010-05-11,15.3547
2010-05-12,15.704
2010-05-13,15.5893
2010-05-14,15.2667
2010-05-17,15.4
2010-05-18,15.3547
2010-05-19,15.3093
2010-05-20,14.6773
2010-05-21,14.832
2010-05-24,14.6827
2010-05-25,14.5547
2010-05-26,14.52
2010-05-27,15.0533
2010-05-28,14.7893
2010-06-01,14.688
2010-06-02,15.1947
2010-06-03,15.232
2010-06-04,14.8987
2010-06-07,14.8107
2010-06-08,15.248
2010-06-09,15.496
2010-06-10,15.7787
2010-06-11,15.6667
2010-06-14,15.8373
2010-06-15,15.9947
2010-06-16,16.0347
2010-06-17,16.032
2010-06-18,15.8587
2010-06-21,15.9307
2010-06-22,15.9307
2010-06-23,15.8373
2010-06-24,15.864
2010-06-25,15.552
2010-06-28,15.7307
2010-06-29,15.3947
2010-06-30,15.2613
2010-07-01,15.2587
2010-07-02,15.4427
2010-07-06,15.648
2010-07-07,16.0267
2010-07-08,16.4293
2010-07-09,16.3227
2010-07-12,16.1707
2010-07-13,16.2453
2010-07-14,16.3333
2010-07-15,16.472
2010-07-16,16.1973
2010-07-19,16.216
2010-07-20,16.6533
2010-07-21,16.2613
2010-07-22,16.568
2010-07-23,16.8213
2010-07-26,17.1067
2010-07-27,17.2347
2010-07-28,17.008
2010-07-29,16.9253
2010-07-30,16.856
2010-08-02,17.2667
2010-08-03,17.184
2010-08-04,17.2053
2010-08-05,16.8587
2010-08-06,16.6773
2010-08-09,16.704
2010-08-10,16.7733
2010-08-11,16.3627
2010-08-12,16.2747
2010-08-13,16.2347
2010-08-16,16.144
2010-08-17,16.7253
2010-08-18,16.576
2010-08-19,16.3253
2010-08-20,16.3333
2010-08-23,16.4053
2010-08-24,16.4987
2010-08-25,16.448
2010-08-26,16.3227
2010-08-27,16.56
2010-08-30,16.2907
2010-08-31,16.344
2010-09-01,15.6053
2010-09-02,15.5387
2010-09-03,15.7547
2010-09-07,15.7173
2010-09-08,15.7467
2010-09-09,15.8107
2010-09-10,15.728
2010-09-13,15.592
2010-09-14,16.064
2010-09-15,15.992
2010-09-16,16.2267
2010-09-17,16.2747
2010-09-20,16.4347
2010-09-21,16.2533
2010-09-22,16.264
2010-09-23,16.2373
2010-09-24,16.4853
2010-09-27,16.3307
2010-09-28,16.472
2010-09-29,16.3973
2010-09-30,16.4373
2010-10-01,16.5547
2010-10-04,16.4667
2010-10-05,16.5813
2010-10-06,16.4747
2010-10-07,16.28
2010-10-08,16.296
2010-10-11,16.336
2010-10-12,16.3867
2010-10-13,16.552
2010-10-14,16.608
2010-10-15,16.608
2010-10-18,16.688
2010-10-19,16.544
2010-10-20,16.7653
2010-10-21,16.6827
2010-10-22,16.5147
2010-10-25,16.3733
2010-10-26,16.1093
2010-10-27,15.9067
2010-10-28,16.016
2010-10-29,16.216
2010-11-01,16.2587
2010-11-02,16.3253
2010-11-03,16.4347
2010-11-04,16.7147
2010-11-05,16.7653
2010-11-08,16.7493
2010-11-09,16.696
2010-11-10,16.6027
2010-11-11,16.6373
2010-11-12,16.6053
2010-11-15,16.6453
2010-11-16,16.4507
2010-11-17,16.6347
2010-11-18,16.92
2010-11-19,17.0667
2010-11-22,17.2133
2010-11-23,17.1013
2010-11-24,17.3253
2010-11-26,17.2613
2010-11-29,17.2773
2010-11-30,17.4453
2010-12-01,17.8133
2010-12-02,18.432
2010-12-03,18.7573
2010-12-06,18.672
2010-12-07,18.3973
2010-12-08,18.3547
2010-12-09,18.504
2010-12-10,18.3653
2010-12-13,18.3067
2010-12-14,18.5093
2010-12-15,18.5093
2010-12-16,18.664
2010-12-17,18.6693
2010-12-20,18.8293
2010-12-21,18.7893
2010-12-22,18.8027
2010-12-23,18.8213
2010-12-27,18.712
2010-12-28,18.68
2010-12-29,18.632
2010-12-30,18.5173
2010-12-31,18.5653
2011-01-03,18.4773
2011-01-04,18.3973
2011-01-05,18.2667
2011-01-06,18.432
2011-01-07,18.1707
2011-01-10,18.1147
2011-01-11,18.1333
2011-01-12,18.16
2011-01-13,18.0933
2011-01-14,18.0667
2011-01-18,18.0347
2011-01-19,17.976
2011-01-20,18.0133
2011-01-21,18.0187
2011-01-24,17.9467
2011-01-25,17.9893
2011-01-26,17.9387
2011-01-27,17.8987
2011-01-28,17.6133
2011-01-31,17.6933
2011-02-01,17.9227
2011-02-02,17.8053
2011-02-03,17.9173
2011-02-04,17.9147
2011-02-07,17.888
2011-02-08,17.8293
2011-02-09,17.768
2011-02-10,17.6693
2011-02-11,17.7787
2011-02-14,17.7787
2011-02-15,17.872
2011-02-16,17.944
2011-02-17,18.0533
2011-02-18,18.1147
2011-02-22,17.9093
2011-02-23,18.072
2011-02-24,18.056
2011-02-25,18.3333
2011-02-28,18.44
2011-03-01,18.144
2011-03-02,18.0293
2011-03-03,18.144
2011-03-04,18.1307
2011-03-07,17.9893
2011-03-08,18.8453
2011-03-09,18.92
2011-03-10,18.5387
2011-03-11,18.3973
2011-03-14,18.1013
2011-03-15,17.8693
2011-03-16,17.4587
2011-03-17,17.7253
2011-03-18,17.7307
2011-03-21,18.0427
2011-03-22,17.9307
2011-03-23,17.872
2011-03-24,17.976
2011-03-25,18.04
2011-03-28,17.984
2011-03-29,18.0587
2011-03-30,18.1547
2011-03-31,18.2133
2011-04-01,18.3013
2011-04-04,18.3467
2011-04-05,18.3333
2011-04-06,18.32
2011-04-07,18.28
2011-04-08,18.176
2011-04-11,18.072
2011-04-12,18.5413
2011-04-13,18.5067
2011-04-14,18.648
2011-04-15,18.9013
2011-04-18,18.6187
2011-04-19,18.8187
2011-04-20,19.0667
2011-04-21,19.104
2011-04-25,19.144
2011-04-26,19.4667
2011-04-27,19.472
2011-04-28,19.184
2011-04-29,19.1627
2011-05-02,18.9013
2011-05-03,18.9707
2011-05-04,18.8773
2011-05-05,18.736
2011-05-06,18.7627
2011-05-09,18.7947
2011-05-10,18.9573
2011-05-11,18.888
2011-05-12,19.4213
2011-05-13,19.2213
2011-05-16,19.1813
2011-05-17,19.304
2011-05-18,19.3467
2011-05-19,19.4587
2011-05-20,19.36
2011-05-23,19.112
2011-05-24,19.136
2011-05-25,19.008
2011-05-26,19.1067
2011-05-27,19.2533
2011-05-31,19.328
2011-06-01,19.1493
2011-06-02,18.9013
2011-06-03,18.6133
2011-06-06,18.5867
2011-06-07,18.632
2011-06-08,18.76
2011-06-09,19.1333
2011-06-10,18.768
2011-06-13,18.6853
2011-06-14,18.8773
2011-06-15,18.8907
2011-06-16,19.1627
2011-06-17,19.456
2011-06-20,19.6
2011-06-21,19.7627
2011-06-22,19.6453
2011-06-23,19.64
2011-06-24,19.6453
2011-06-27,19.7093
2011-06-28,19.64
2011-06-29,19.6613
2011-06-30,19.9173
2011-07-01,20.2667
2011-07-05,20.2933
2011-07-06,20.4
2011-07-07,20.4027
2011-07-08,20.1653
2011-07-11,19.8107
2011-07-12,19.88
2011-07-13,19.8693
2011-07-14,19.8133
2011-07-15,19.7253
2011-07-18,19.48
2011-07-19,19.8347
2011-07-20,19.664
2011-07-21,20.1707
2011-07-22,20.256
2011-07-25,20.1387
2011-07-26,20.1307
2011-07-27,19.7627
2011-07-28,19.72
2011-07-29,19.616
2011-08-01,19.424
2011-08-02,18.9973
2011-08-03,19.1067
2011-08-04,18.2053
2011-08-05,18.4773
2011-08-08,17.3973
2011-08-09,17.752
2011-08-10,16.5973
2011-08-11,17.144
2011-08-12,18.1467
2011-08-15,18.288
2011-08-16,18.5627
2011-08-17,18.432
2011-08-18,18.216
2011-08-19,18.0693
2011-08-22,18.248
2011-08-23,19.0453
2011-08-24,18.976
2011-08-25,18.8133
2011-08-26,19.1013
2011-08-29,19.5653
2011-08-30,19.5947
2011-08-31,19.1333
2011-09-01,18.8613
2011-09-02,18.632
2011-09-06,18.152
2011-09-07,18.656
2011-09-08,18.4187
2011-09-09,17.9787
2011-09-12,17.8453
2011-09-13,18.04
2011-09-14,18.1307
2011-09-15,18.5813
2011-09-16,18.7973
2011-09-19,18.224
2011-09-20,18.768
2011-09-21,17.96
2011-09-22,17.5227
2011-09-23,17.768
2011-09-26,18.112
2011-09-27,18.8187
2011-09-28,18.1307
2011-09-29,18.656
2011-09-30,18.704
2011-10-03,17.9387
2011-10-04,18.5093
2011-10-05,18.5547
2011-10-06,19.1867
2011-10-07,19.192
2011-10-10,19.6133
2011-10-11,19.656
2011-10-12,19.4453
2011-10-13,19.4773
2011-10-14,19.7653
2011-10-17,19.2107
2011-10-18,19.7387
2011-10-19,19.8853
2011-10-20,19.792
2011-10-21,20.3573
2011-10-24,20.1573
2011-10-25,19.624
2011-10-26,20.0533
2011-10-27,20.3467
2011-10-28,20.2667
2011-10-31,19.928
2011-11-01,19.4133
2011-11-02,19.6693
2011-11-03,20.0507
2011-11-04,19.8853
2011-11-07,19.928
2011-11-08,20.256
2011-11-09,19.504
2011-11-10,19.744
2011-11-11,20.3173
2011-11-14,20.1333
2011-11-15,20.3867
2011-11-16,20.12
2011-11-17,19.8773
2011-11-18,20.0027
2011-11-21,19.848
2011-11-22,19.9147
2011-11-23,19.7067
2011-11-25,19.696
2011-11-28,20.4427
2011-11-29,20.472
2011-11-30,21.2827
2011-12-01,21.216
2011-12-02,20.9147
2011-12-05,21.4853
2011-12-06,21.568
2011-12-07,21.5307
2011-12-08,21.352
2011-12-09,21.5013
2011-12-12,20.9893
2011-12-13,20.656
2011-12-14,20.6747
2011-12-15,20.9733
2011-12-16,20.728
2011-12-19,20.6667
2011-12-20,21.0853
2011-12-21,21.312
2011-12-22,21.2747
2011-12-23,21.4773
2011-12-27,21.8267
2011-12-28,21.5493
2011-12-29,21.6053
2011-12-30,21.4693
2012-01-03,21.496
2012-01-04,21.1413
2012-01-05,21.0667
2012-01-06,20.7067
2012-01-09,21.08
2012-01-10,21.4133
2012-01-11,21.312
2012-01-12,21.0667
2012-01-13,21.0293
2012-01-17,21.4053
2012-01-18,21.6027
2012-01-19,21.8667
2012-01-20,21.9733
2012-01-23,21.9627
2012-01-24,21.9413
2012-01-25,22.1973
2012-01-26,21.9813
2012-01-27,21.7067
2012-01-30,21.5173
2012-01-31,21.656
2012-02-01,22.0053
2012-02-02,22.1013
2012-02-03,22.432
2012-02-06,22.232
2012-02-07,22.136
2012-02-08,21.9893
2012-02-09,22.144
2012-02-10,21.9573
2012-02-13,21.9867
2012-02-14,21.8667
2012-02-15,21.712
2012-02-16,21.8133
2012-02-17,21.6587
2012-02-21,21.5893
2012-02-22,21.5467
2012-02-23,21.5467
2012-02-24,21.6267
2012-02-27,21.6267
2012-02-28,21.72
2012-02-29,21.7733
2012-03-01,21.8
2012-03-02,21.6293
2012-03-05,21.6
2012-03-06,21.368
2012-03-07,21.3573
2012-03-08,21.2693
2012-03-09,21.3227
2012-03-12,21.4933
2012-03-13,21.776
2012-03-14,21.48
2012-03-15,21.344
2012-03-16,21.4
2012-03-19,21.4187
2012-03-20,21.3947
2012-03-21,21.4613
2012-03-22,21.5733
2012-03-23,21.784
2012-03-26,22.3333
2012-03-27,22.3253
2012-03-28,22.2213
2012-03-29,22.072
2012-03-30,22.2373
2012-04-02,22.568
2012-04-03,22.3733
2012-04-04,22.5573
2012-04-05,22.416
2012-04-09,22.1947
2012-04-10,21.8907
2012-04-11,22.112
2012-04-12,22.1467
2012-04-13,22.2267
2012-04-16,22.2453
2012-04-17,22.344
2012-04-18,22.2267
2012-04-19,22.4773
2012-04-20,22.6613
2012-04-23,22.36
2012-04-24,22.64
2012-04-25,22.864
2012-04-26,23.0853
2012-04-27,23.0373
2012-04-30,23.0267
2012-05-01,23.1627
2012-05-02,23.4027
2012-05-03,23.2613
2012-05-04,23.0667
2012-05-07,23.2347
2012-05-08,23.1067
2012-05-09,22.8747
2012-05-10,23.088
2012-05-11,23.1173
2012-05-14,23.0347
2012-05-15,23.4107
2012-05-16,23.5493
2012-05-17,23.1253
2012-05-18,22.856
2012-05-21,23.048
2012-05-22,23.0773
2012-05-23,23.0027
2012-05-24,23.2987
2012-05-25,23.3893
2012-05-29,23.5067
