Date,BF.B
2012-05-30,23.328
2012-05-31,23.248
2012-06-01,22.528
2012-06-04,22.4
2012-06-05,22.5973
2012-06-06,23.64
2012-06-07,23.5627
2012-06-08,23.7867
2012-06-11,23.4213
2012-06-12,23.6987
2012-06-13,23.584
2012-06-14,24.272
2012-06-15,24.4053
2012-06-18,24.5573
2012-06-19,24.8453
2012-06-20,24.7973
2012-06-21,24.7787
2012-06-22,24.7413
2012-06-25,24.792
2012-06-26,25.5307
2012-06-27,25.0587
2012-06-28,25.2533
2012-06-29,25.8267
2012-07-02,25.8507
2012-07-03,25.72
2012-07-05,25.3413
2012-07-06,25.0987
2012-07-09,25.0107
2012-07-10,25.0853
2012-07-11,25.0693
2012-07-12,25.512
2012-07-13,25.7333
2012-07-16,25.5787
2012-07-17,25.728
2012-07-18,25.7893
2012-07-19,25.6
2012-07-20,25.4667
2012-07-23,24.888
2012-07-24,24.7173
2012-07-25,24.592
2012-07-26,24.944
2012-07-27,25.2773
2012-07-30,25.2533
2012-07-31,24.9493
2012-08-01,25.0107
2012-08-02,24.5813
2012-08-03,25.2667
2012-08-06,24.8187
2012-08-07,24.8507
2012-08-08,24.5893
2012-08-09,24.416
2012-08-10,24.5787
2012-08-13,24.592
2012-08-14,24.684
2012-08-15,24.792
2012-08-16,24.8
2012-08-17,24.868
2012-08-20,24.8
2012-08-21,24.672
2012-08-22,24.74
2012-08-23,24.688
2012-08-24,24.884
2012-08-27,25.08
2012-08-28,25.112
2012-08-29,25.68
2012-08-30,25.504
2012-08-31,25.64
2012-09-04,25.864
2012-09-05,25.96
2012-09-06,26.716
2012-09-07,26.692
2012-09-10,26.576
2012-09-11,26.208
2012-09-12,25.836
2012-09-13,25.96
2012-09-14,25.676
2012-09-17,25.612
2012-09-18,25.944
2012-09-19,25.948
2012-09-20,25.868
2012-09-21,25.768
2012-09-24,25.708
2012-09-25,25.844
2012-09-26,25.78
2012-09-27,26.02
2012-09-28,26.1
2012-10-01,26.196
2012-10-02,26.488
2012-10-03,26.868
2012-10-04,26.612
2012-10-05,26.668
2012-10-08,26.58
2012-10-09,26.48
2012-10-10,26.04
2012-10-11,26.072
2012-10-12,26.184
2012-10-15,26.632
2012-10-16,26.752
2012-10-17,26.844
2012-10-18,26.436
2012-10-19,25.784
2012-10-22,25.94
2012-10-23,25.488
2012-10-24,25.364
2012-10-25,25.58
2012-10-26,25.44
2012-10-31,25.624
2012-11-01,25.812
2012-11-02,25.788
2012-11-05,25.776
2012-11-06,25.84
2012-11-07,25.76
2012-11-08,25.812
2012-11-09,25.66
2012-11-12,25.64
2012-11-13,25.82
2012-11-14,25.672
2012-11-15,25.896
2012-11-16,26.124
2012-11-19,26.732
2012-11-20,26.916
2012-11-21,26.788
2012-11-23,27.368
2012-11-26,27.192
2012-11-27,27.716
2012-11-28,27.74
2012-11-29,28.056
2012-11-30,28.072
2012-12-03,27.888
2012-12-04,27.496
2012-12-05,27.372
2012-12-06,27.244
2012-12-07,27.428
2012-12-10,26.212
2012-12-11,26.192
2012-12-12,25.6
2012-12-13,25.296
2012-12-14,25.312
2012-12-17,25.436
2012-12-18,25.604
2012-12-19,25.284
2012-12-20,25.46
2012-12-21,25.324
2012-12-24,25.4
2012-12-26,25.088
2012-12-27,25.184
2012-12-28,24.82
2012-12-31,25.3
2013-01-02,25.568
2013-01-03,25.0
2013-01-04,25.092
2013-01-07,24.684
2013-01-08,25.156
2013-01-09,24.928
2013-01-10,25.144
2013-01-11,25.176
2013-01-14,25.444
2013-01-15,25.516
2013-01-16,25.44
2013-01-17,25.668
2013-01-18,25.848
2013-01-22,25.748
2013-01-23,25.632
2013-01-24,25.788
2013-01-25,26.036
2013-01-28,25.736
2013-01-29,25.956
2013-01-30,26.048
2013-01-31,25.88
2013-02-01,26.176
2013-02-04,25.868
2013-02-05,25.992
2013-02-06,25.924
2013-02-07,26.028
2013-02-08,26.032
2013-02-11,25.64
2013-02-12,25.68
2013-02-13,25.644
2013-02-14,25.732
2013-02-15,26.096
2013-02-19,26.592
2013-02-20,26.444
2013-02-21,26.34
2013-02-22,26.748
2013-02-25,26.32
2013-02-26,26.26
2013-02-27,26.232
2013-02-28,26.248
2013-03-01,26.24
2013-03-04,26.884
2013-03-05,27.212
2013-03-06,27.152
2013-03-07,26.952
2013-03-08,26.992
2013-03-11,27.276
2013-03-12,27.268
2013-03-13,27.392
2013-03-14,27.532
2013-03-15,27.54
2013-03-18,27.216
2013-03-19,27.476
2013-03-20,27.576
2013-03-21,27.284
2013-03-22,27.576
2013-03-25,27.692
2013-03-26,28.136
2013-03-27,28.076
2013-03-28,28.56
2013-04-01,28.42
2013-04-02,28.744
2013-04-03,28.136
2013-04-04,28.028
2013-04-05,27.772
2013-04-08,27.872
2013-04-09,27.756
2013-04-10,28.152
2013-04-11,28.372
2013-04-12,28.32
2013-04-15,28.032
2013-04-16,28.696
2013-04-17,28.264
2013-04-18,28.28
2013-04-19,28.684
2013-04-22,28.384
2013-04-23,28.532
2013-04-24,27.98
2013-04-25,28.084
2013-04-26,28.08
2013-04-29,28.144
2013-04-30,28.2
2013-05-01,27.98
2013-05-02,28.368
2013-05-03,28.64
2013-05-06,28.22
2013-05-07,28.536
2013-05-08,28.488
2013-05-09,28.18
2013-05-10,28.232
2013-05-13,28.196
2013-05-14,28.78
2013-05-15,29.196
2013-05-16,29.104
2013-05-17,29.152
2013-05-20,28.86
2013-05-21,28.716
2013-05-22,28.456
2013-05-23,28.464
2013-05-24,28.412
2013-05-28,28.6
2013-05-29,28.256
2013-05-30,28.368
2013-05-31,27.528
2013-06-03,27.296
2013-06-04,27.392
2013-06-05,27.28
2013-06-06,27.652
2013-06-07,27.956
2013-06-10,27.948
2013-06-11,27.988
2013-06-12,27.588
2013-06-13,28.076
2013-06-14,27.976
2013-06-17,28.232
2013-06-18,28.256
2013-06-19,27.6
2013-06-20,26.6
2013-06-21,27.296
2013-06-24,27.044
2013-06-25,27.088
2013-06-26,27.172
2013-06-27,27.372
2013-06-28,27.02
2013-07-01,26.98
2013-07-02,27.096
2013-07-03,26.972
2013-07-05,26.992
2013-07-08,27.6
2013-07-09,27.864
2013-07-10,28.288
2013-07-11,28.82
2013-07-12,28.864
2013-07-15,28.892
2013-07-16,29.012
2013-07-17,29.364
2013-07-18,29.372
2013-07-19,29.2
2013-07-22,29.1
2013-07-23,29.108
2013-07-24,28.784
2013-07-25,28.968
2013-07-26,28.832
2013-07-29,28.832
2013-07-30,28.616
2013-07-31,29.004
2013-08-01,29.16
2013-08-02,29.048
2013-08-05,29.148
2013-08-06,29.208
2013-08-07,28.824
2013-08-08,29.144
2013-08-09,29.024
2013-08-12,28.6
2013-08-13,28.652
2013-08-14,28.46
2013-08-15,27.952
2013-08-16,27.5
2013-08-19,27.708
2013-08-20,27.864
2013-08-21,27.576
2013-08-22,28.012
2013-08-23,27.948
2013-08-26,27.648
2013-08-27,27.608
2013-08-28,27.184
2013-08-29,27.06
2013-08-30,26.796
2013-09-03,26.676
2013-09-04,27.268
2013-09-05,27.268
2013-09-06,27.292
2013-09-09,27.608
2013-09-10,27.676
2013-09-11,27.896
2013-09-12,27.852
2013-09-13,28.012
2013-09-16,28.288
2013-09-17,28.368
2013-09-18,28.832
2013-09-19,28.592
2013-09-20,28.184
2013-09-23,28.176
2013-09-24,27.76
2013-09-25,27.516
2013-09-26,27.644
2013-09-27,27.508
2013-09-30,27.252
2013-10-01,27.648
2013-10-02,27.34
2013-10-03,27.1
2013-10-04,27.5
2013-10-07,27.436
2013-10-08,27.144
2013-10-09,26.96
2013-10-10,27.928
2013-10-11,28.092
2013-10-14,28.16
2013-10-15,27.9
2013-10-16,28.456
2013-10-17,28.976
2013-10-18,29.044
2013-10-21,29.052
2013-10-22,29.28
2013-10-23,28.984
2013-10-24,28.968
2013-10-25,29.12
2013-10-28,29.584
2013-10-29,29.82
2013-10-30,29.552
2013-10-31,29.192
2013-11-01,29.236
2013-11-04,29.416
2013-11-05,29.416
2013-11-06,29.648
2013-11-07,29.196
2013-11-08,29.684
2013-11-11,29.576
2013-11-12,29.54
2013-11-13,29.704
2013-11-14,29.924
2013-11-15,30.036
2013-11-18,30.032
2013-11-19,29.928
2013-11-20,29.796
2013-11-21,30.144
2013-11-22,30.152
2013-11-25,30.22
2013-11-26,30.156
2013-11-27,30.26
2013-11-29,30.008
2013-12-02,29.552
2013-12-03,29.8
2013-12-04,29.976
2013-12-05,29.764
2013-12-06,30.524
2013-12-09,30.464
2013-12-10,30.08
2013-12-11,29.956
2013-12-12,29.384
2013-12-13,29.348
2013-12-16,29.532
2013-12-17,29.284
2013-12-18,29.96
2013-12-19,29.772
2013-12-20,30.056
2013-12-23,30.004
2013-12-24,30.024
2013-12-26,30.004
2013-12-27,30.164
2013-12-30,30.22
2013-12-31,30.228
2014-01-02,29.86
2014-01-03,29.972
2014-01-06,29.712
2014-01-07,29.908
2014-01-08,29.632
2014-01-09,29.876
2014-01-10,30.08
2014-01-13,31.288
2014-01-14,31.276
2014-01-15,31.52
2014-01-16,32.088
2014-01-17,31.68
2014-01-21,32.012
2014-01-22,31.808
2014-01-23,31.568
2014-01-24,31.104
2014-01-27,31.34
2014-01-28,31.832
2014-01-29,31.204
2014-01-30,31.22
2014-01-31,30.8
2014-02-03,30.412
2014-02-04,30.692
2014-02-05,30.34
2014-02-06,30.86
2014-02-07,31.432
2014-02-10,31.416
2014-02-11,31.772
2014-02-12,31.98
2014-02-13,32.236
2014-02-14,32.38
2014-02-18,32.448
2014-02-19,32.408
2014-02-20,32.616
2014-02-21,32.672
2014-02-24,33.244
2014-02-25,33.56
2014-02-26,33.196
2014-02-27,33.372
2014-02-28,33.52
2014-03-03,33.268
2014-03-04,33.72
2014-03-05,34.844
2014-03-06,35.28
2014-03-07,35.24
2014-03-10,35.256
2014-03-11,35.18
2014-03-12,35.024
2014-03-13,34.804
2014-03-14,34.852
2014-03-17,35.344
2014-03-18,35.552
2014-03-19,35.624
2014-03-20,35.784
2014-03-21,35.896
2014-03-24,35.204
2014-03-25,35.304
2014-03-26,35.524
2014-03-27,35.52
2014-03-28,35.584
2014-03-31,35.876
2014-04-01,35.872
2014-04-02,35.732
2014-04-03,35.744
2014-04-04,35.492
2014-04-07,35.332
2014-04-08,35.608
2014-04-09,36.192
2014-04-10,35.692
2014-04-11,34.968
2014-04-14,34.688
2014-04-15,34.796
2014-04-16,35.476
2014-04-17,35.568
2014-04-21,35.6
2014-04-22,35.312
2014-04-23,35.156
2014-04-24,35.44
2014-04-25,35.48
2014-04-28,35.768
2014-04-29,35.928
2014-04-30,35.888
2014-05-01,35.936
2014-05-02,36.224
2014-05-05,36.48
2014-05-06,35.912
2014-05-07,36.252
2014-05-08,36.068
2014-05-09,36.184
2014-05-12,36.228
2014-05-13,36.352
2014-05-14,36.54
2014-05-15,36.164
2014-05-16,36.856
2014-05-19,36.612
2014-05-20,36.156
2014-05-21,36.6
2014-05-22,36.752
2014-05-23,36.568
2014-05-27,36.804
2014-05-28,36.52
2014-05-29,36.912
2014-05-30,37.068
2014-06-02,37.436
2014-06-03,37.16
2014-06-04,37.26
2014-06-05,37.868
2014-06-06,37.796
2014-06-09,37.348
2014-06-10,37.472
2014-06-11,37.568
2014-06-12,37.536
2014-06-13,37.456
2014-06-16,37.528
2014-06-17,37.588
2014-06-18,38.388
2014-06-19,38.66
2014-06-20,38.564
2014-06-23,38.136
2014-06-24,37.768
2014-06-25,37.9
2014-06-26,37.604
2014-06-27,37.696
2014-06-30,37.668
2014-07-01,37.948
2014-07-02,37.76
2014-07-03,37.772
2014-07-07,38.128
2014-07-08,37.688
2014-07-09,37.636
2014-07-10,37.516
2014-07-11,37.54
2014-07-14,37.572
2014-07-15,37.336
2014-07-16,37.12
2014-07-17,36.656
2014-07-18,37.072
2014-07-21,36.808
2014-07-22,37.12
2014-07-23,36.86
2014-07-24,36.788
2014-07-25,36.58
2014-07-28,36.116
2014-07-29,36.02
2014-07-30,35.268
2014-07-31,34.66
2014-08-01,35.02
2014-08-04,35.352
2014-08-05,35.356
2014-08-06,36.228
2014-08-07,36.128
2014-08-08,36.66
2014-08-11,36.82
2014-08-12,36.736
2014-08-13,36.712
2014-08-14,36.964
2014-08-15,37.116
2014-08-18,37.18
2014-08-19,37.2
2014-08-20,37.08
2014-08-21,37.096
2014-08-22,36.968
2014-08-25,37.364
2014-08-26,36.896
2014-08-27,36.82
2014-08-28,36.608
2014-08-29,37.064
2014-09-02,36.884
2014-09-03,36.78
2014-09-04,36.72
2014-09-05,36.884
2014-09-08,36.268
2014-09-09,36.116
2014-09-10,36.228
2014-09-11,36.412
2014-09-12,36.0
2014-09-15,36.428
2014-09-16,37.004
2014-09-17,36.732
2014-09-18,37.1
2014-09-19,37.228
2014-09-22,37.088
2014-09-23,36.44
2014-09-24,36.836
2014-09-25,36.072
2014-09-26,36.028
2014-09-29,36.068
2014-09-30,36.088
2014-10-01,35.448
2014-10-02,35.136
2014-10-03,35.712
2014-10-06,35.48
2014-10-07,35.068
2014-10-08,35.656
2014-10-09,35.384
2014-10-10,34.696
2014-10-13,34.008
2014-10-14,33.86
2014-10-15,33.444
2014-10-16,33.536
2014-10-17,34.288
2014-10-20,34.792
2014-10-21,35.232
2014-10-22,35.372
2014-10-23,35.216
2014-10-24,35.6
2014-10-27,35.804
2014-10-28,36.38
2014-10-29,36.188
2014-10-30,36.352
2014-10-31,37.068
2014-11-03,37.096
2014-11-04,37.048
2014-11-05,37.176
2014-11-06,37.324
2014-11-07,37.436
2014-11-10,37.636
2014-11-11,37.66
2014-11-12,37.576
2014-11-13,37.696
2014-11-14,37.336
2014-11-17,37.616
2014-11-18,37.632
2014-11-19,37.636
2014-11-20,37.548
2014-11-21,37.656
2014-11-24,37.924
2014-11-25,38.132
2014-11-26,38.044
2014-11-28,38.82
2014-12-01,38.232
2014-12-02,38.4
2014-12-03,36.9
2014-12-04,36.372
2014-12-05,36.508
2014-12-08,36.4
2014-12-09,36.144
2014-12-10,35.152
2014-12-11,35.712
2014-12-12,34.624
2014-12-15,34.648
2014-12-16,34.268
2014-12-17,34.876
2014-12-18,35.512
2014-12-19,35.248
2014-12-22,35.648
2014-12-23,36.004
2014-12-24,36.164
2014-12-26,36.108
2014-12-29,35.904
2014-12-30,35.5
2014-12-31,35.136
2015-01-02,35.3
2015-01-05,35.108
2015-01-06,34.916
2015-01-07,35.512
2015-01-08,36.056
2015-01-09,35.636
2015-01-12,35.824
2015-01-13,35.732
2015-01-14,35.656
2015-01-15,35.5
2015-01-16,35.776
2015-01-20,36.42
2015-01-21,36.704
2015-01-22,37.352
2015-01-23,37.168
2015-01-26,36.996
2015-01-27,36.404
2015-01-28,36.072
2015-01-29,36.176
2015-01-30,35.548
2015-02-02,36.0
2015-02-03,35.888
2015-02-04,35.804
2015-02-05,36.124
2015-02-06,36.076
2015-02-09,35.688
2015-02-10,35.856
2015-02-11,36.24
2015-02-12,36.4
2015-02-13,36.288
2015-02-17,36.496
2015-02-18,36.788
2015-02-19,36.612
2015-02-20,36.884
2015-02-23,36.908
2015-02-24,36.888
2015-02-25,36.784
2015-02-26,36.968
2015-02-27,36.676
2015-03-02,36.752
2015-03-03,36.484
2015-03-04,36.16
2015-03-05,36.316
2015-03-06,35.504
2015-03-09,35.548
2015-03-10,35.276
2015-03-11,34.98
2015-03-12,35.98
2015-03-13,35.452
2015-03-16,35.776
2015-03-17,35.564
2015-03-18,35.728
2015-03-19,35.628
2015-03-20,35.896
2015-03-23,35.504
2015-03-24,35.14
2015-03-25,34.788
2015-03-26,35.388
2015-03-27,35.768
2015-03-30,36.32
2015-03-31,36.14
2015-04-01,35.636
2015-04-02,36.432
2015-04-06,36.892
2015-04-07,37.048
2015-04-08,36.884
2015-04-09,37.296
2015-04-10,37.44
2015-04-13,37.028
2015-04-14,37.084
2015-04-15,37.216
2015-04-16,37.304
2015-04-17,37.004
2015-04-20,37.324
2015-04-21,37.324
2015-04-22,37.06
2015-04-23,36.664
2015-04-24,36.536
2015-04-27,36.472
2015-04-28,36.892
2015-04-29,36.46
2015-04-30,36.092
2015-05-01,36.636
2015-05-04,36.832
2015-05-05,36.424
2015-05-06,36.26
2015-05-07,36.38
2015-05-08,36.992
2015-05-11,37.168
2015-05-12,36.9
2015-05-13,36.9
2015-05-14,37.736
2015-05-15,38.02
2015-05-18,38.036
2015-05-19,38.144
2015-05-20,38.044
2015-05-21,37.928
2015-05-22,37.8
2015-05-26,37.688
2015-05-27,37.58
2015-05-28,37.94
2015-05-29,37.708
2015-06-01,37.452
2015-06-02,37.74
2015-06-03,38.7
2015-06-04,39.384
2015-06-05,38.896
2015-06-08,38.972
2015-06-09,38.864
2015-06-10,39.376
2015-06-11,39.308
2015-06-12,39.268
2015-06-15,38.864
2015-06-16,39.616
2015-06-17,39.988
2015-06-18,40.64
2015-06-19,40.364
2015-06-22,40.576
2015-06-23,40.512
2015-06-24,40.096
2015-06-25,40.032
2015-06-26,40.372
2015-06-29,39.916
2015-06-30,40.072
2015-07-01,40.632
2015-07-02,40.276
2015-07-06,39.992
2015-07-07,40.82
2015-07-08,40.3
2015-07-09,40.544
2015-07-10,40.68
2015-07-13,40.828
2015-07-14,40.852
2015-07-15,40.424
2015-07-16,40.908
2015-07-17,40.688
2015-07-20,40.88
2015-07-21,40.76
2015-07-22,41.216
2015-07-23,40.9
2015-07-24,40.932
2015-07-27,41.068
2015-07-28,41.92
2015-07-29,42.352
2015-07-30,42.704
2015-07-31,43.364
2015-08-03,43.428
2015-08-04,43.804
2015-08-05,44.276
2015-08-06,44.324
2015-08-07,43.924
2015-08-10,44.212
2015-08-11,44.24
2015-08-12,43.504
2015-08-13,43.46
2015-08-14,43.4
2015-08-17,43.504
2015-08-18,43.272
2015-08-19,42.644
2015-08-20,41.98
2015-08-21,40.896
2015-08-24,39.616
2015-08-25,39.288
2015-08-26,39.308
2015-08-27,39.1
2015-08-28,39.388
2015-08-31,39.24
2015-09-01,38.38
2015-09-02,38.732
2015-09-03,38.968
2015-09-04,38.084
2015-09-08,39.18
2015-09-09,38.464
2015-09-10,38.992
2015-09-11,38.456
2015-09-14,38.232
2015-09-15,38.66
2015-09-16,38.908
2015-09-17,38.756
2015-09-18,39.5
2015-09-21,39.952
2015-09-22,39.672
2015-09-23,39.432
2015-09-24,39.436
2015-09-25,39.832
2015-09-28,38.484
2015-09-29,38.208
2015-09-30,38.76
2015-10-01,39.276
2015-10-02,39.884
2015-10-05,41.208
2015-10-06,41.288
2015-10-07,41.516
2015-10-08,42.188
2015-10-09,42.28
2015-10-12,42.588
2015-10-13,42.516
2015-10-14,42.3
2015-10-15,42.368
2015-10-16,42.872
2015-10-19,42.98
2015-10-20,43.188
2015-10-21,43.24
2015-10-22,43.588
2015-10-23,43.392
2015-10-26,42.988
2015-10-27,43.012
2015-10-28,43.016
2015-10-29,42.692
2015-10-30,42.472
2015-11-02,42.752
2015-11-03,42.64
2015-11-04,42.74
2015-11-05,42.752
2015-11-06,41.776
2015-11-09,41.536
2015-11-10,41.644
2015-11-11,42.084
2015-11-12,41.588
2015-11-13,40.968
2015-11-16,41.768
2015-11-17,42.128
2015-11-18,42.464
2015-11-19,42.608
2015-11-20,42.144
2015-11-23,42.228
2015-11-24,41.972
2015-11-25,42.032
2015-11-27,42.604
2015-11-30,41.016
2015-12-01,41.556
2015-12-02,40.812
2015-12-03,40.608
2015-12-04,41.884
2015-12-07,41.248
2015-12-08,41.208
2015-12-09,41.056
2015-12-10,40.192
2015-12-11,40.016
2015-12-14,40.404
2015-12-15,40.548
2015-12-16,41.308
2015-12-17,40.596
2015-12-18,40.108
2015-12-21,40.208
2015-12-22,40.844
2015-12-23,41.272
2015-12-24,40.76
2015-12-28,40.78
2015-12-29,40.804
2015-12-30,40.568
2015-12-31,39.712
2016-01-04,38.884
2016-01-05,38.904
2016-01-06,38.152
2016-01-07,37.344
2016-01-08,37.212
2016-01-11,37.56
2016-01-12,37.828
2016-01-13,36.604
2016-01-14,37.096
2016-01-15,36.8
2016-01-19,37.052
2016-01-20,36.736
2016-01-21,36.24
2016-01-22,36.876
2016-01-25,36.856
2016-01-26,37.496
2016-01-27,37.1
2016-01-28,37.924
2016-01-29,39.136
2016-02-01,38.512
2016-02-02,38.324
2016-02-03,38.528
2016-02-04,38.504
2016-02-05,38.564
2016-02-08,37.728
2016-02-09,38.344
2016-02-10,38.112
2016-02-11,38.232
2016-02-12,38.808
2016-02-16,39.288
2016-02-17,39.936
2016-02-18,40.476
2016-02-19,40.804
2016-02-22,41.112
2016-02-23,41.104
2016-02-24,40.944
2016-02-25,41.356
2016-02-26,40.044
2016-02-29,39.388
2016-03-01,39.064
2016-03-02,38.476
2016-03-03,38.744
2016-03-04,39.208
2016-03-07,39.012
2016-03-08,39.2
2016-03-09,38.932
2016-03-10,39.012
2016-03-11,39.156
2016-03-14,38.96
2016-03-15,38.308
2016-03-16,38.132
2016-03-17,39.132
2016-03-18,39.08
2016-03-21,39.088
2016-03-22,39.008
2016-03-23,38.648
2016-03-24,38.6
2016-03-28,38.616
2016-03-29,39.392
2016-03-30,39.412
2016-03-31,39.388
2016-04-01,39.668
2016-04-04,39.324
2016-04-05,39.264
2016-04-06,39.276
2016-04-07,38.22
2016-04-08,38.496
2016-04-11,38.024
2016-04-12,38.404
2016-04-13,38.016
2016-04-14,38.092
2016-04-15,38.244
2016-04-18,37.964
2016-04-19,38.644
2016-04-20,39.016
2016-04-21,37.512
2016-04-22,37.3
2016-04-25,37.624
2016-04-26,37.34
2016-04-27,37.792
2016-04-28,38.164
2016-04-29,38.528
2016-05-02,38.684
2016-05-03,38.372
2016-05-04,38.328
2016-05-05,38.408
2016-05-06,38.908
2016-05-09,39.22
2016-05-10,39.584
2016-05-11,39.164
2016-05-12,39.348
2016-05-13,39.052
2016-05-16,39.2
2016-05-17,38.68
2016-05-18,38.124
2016-05-19,38.124
2016-05-20,38.204
2016-05-23,38.148
2016-05-24,38.436
2016-05-25,38.62
2016-05-26,38.748
2016-05-27,39.344
2016-05-31,39.228
2016-06-01,38.956
2016-06-02,38.82
2016-06-03,38.912
2016-06-06,39.264
2016-06-07,38.94
2016-06-08,40.32
2016-06-09,39.556
2016-06-10,39.284
2016-06-13,38.908
2016-06-14,39.184
2016-06-15,39.16
2016-06-16,39.056
2016-06-17,38.668
2016-06-20,39.14
2016-06-21,39.12
2016-06-22,38.676
2016-06-23,39.188
2016-06-24,37.56
2016-06-27,37.608
2016-06-28,37.712
2016-06-29,38.392
2016-06-30,39.904
2016-07-01,39.552
2016-07-05,39.292
2016-07-06,38.812
2016-07-07,38.836
2016-07-08,39.308
2016-07-11,39.428
2016-07-12,39.368
2016-07-13,39.196
2016-07-14,39.38
2016-07-15,39.464
2016-07-18,39.264
2016-07-19,39.288
2016-07-20,39.52
2016-07-21,39.392
2016-07-22,39.956
2016-07-25,39.468
2016-07-26,39.268
2016-07-27,38.64
2016-07-28,39.204
2016-07-29,39.276
2016-08-01,39.092
2016-08-02,38.748
2016-08-03,38.748
2016-08-04,38.736
2016-08-05,39.0
2016-08-08,38.832
2016-08-09,38.916
2016-08-10,39.376
2016-08-11,39.188
2016-08-12,39.188
2016-08-15,39.248
2016-08-16,39.804
2016-08-17,39.892
2016-08-18,39.86
2016-08-19,40.32
2016-08-22,40.264
2016-08-23,40.248
2016-08-24,40.624
2016-08-25,40.824
2016-08-26,40.408
2016-08-29,40.848
2016-08-30,40.264
2016-08-31,38.84
2016-09-01,38.328
2016-09-02,38.496
2016-09-06,38.216
2016-09-07,37.544
2016-09-08,37.432
2016-09-09,36.464
2016-09-12,37.152
2016-09-13,36.408
2016-09-14,36.248
2016-09-15,36.496
2016-09-16,36.888
2016-09-19,37.128
2016-09-20,37.248
2016-09-21,37.496
2016-09-22,38.048
2016-09-23,37.904
2016-09-26,37.568
2016-09-27,37.728
2016-09-28,37.752
2016-09-29,37.664
2016-09-30,37.952
2016-10-03,37.736
2016-10-04,37.44
2016-10-05,37.24
2016-10-06,37.336
2016-10-07,37.104
2016-10-10,37.416
2016-10-11,37.104
2016-10-12,36.728
2016-10-13,36.712
2016-10-14,36.28
2016-10-17,35.992
2016-10-18,36.304
2016-10-19,36.104
2016-10-20,35.728
2016-10-21,36.0
2016-10-24,36.296
2016-10-25,36.376
2016-10-26,36.376
2016-10-27,36.368
2016-10-28,36.824
2016-10-31,36.936
2016-11-01,36.616
2016-11-02,36.888
2016-11-03,36.76
2016-11-04,36.824
2016-11-07,37.56
2016-11-08,37.632
2016-11-09,36.504
2016-11-10,36.232
2016-11-11,36.272
2016-11-14,36.216
2016-11-15,36.448
2016-11-16,36.4
2016-11-17,36.712
2016-11-18,36.664
2016-11-21,37.32
2016-11-22,37.248
2016-11-23,36.656
2016-11-25,37.344
2016-11-28,37.352
2016-11-29,37.544
2016-11-30,36.28
2016-12-01,35.68
2016-12-02,36.024
2016-12-05,36.064
2016-12-06,35.96
2016-12-07,35.488
2016-12-08,36.512
2016-12-09,36.696
2016-12-12,36.328
2016-12-13,36.448
2016-12-14,35.8
2016-12-15,36.112
2016-12-16,36.288
2016-12-19,36.36
2016-12-20,36.272
2016-12-21,36.272
2016-12-22,35.96
2016-12-23,35.864
2016-12-27,35.992
2016-12-28,35.88
2016-12-29,36.104
2016-12-30,35.936
2017-01-03,36.064
2017-01-04,36.464
2017-01-05,36.224
2017-01-06,36.048
2017-01-09,35.8
2017-01-10,35.656
2017-01-11,35.48
2017-01-12,35.336
2017-01-13,35.168
2017-01-17,35.568
2017-01-18,35.816
2017-01-19,35.688
2017-01-20,36.016
2017-01-23,36.36
2017-01-24,36.688
2017-01-25,36.832
2017-01-26,36.552
2017-01-27,36.472
2017-01-30,36.384
2017-01-31,36.48
2017-02-01,36.008
2017-02-02,36.112
2017-02-03,36.56
2017-02-06,36.36
2017-02-07,36.624
2017-02-08,36.952
2017-02-09,37.328
2017-02-10,37.568
2017-02-13,37.496
2017-02-14,37.704
2017-02-15,38.0
2017-02-16,38.256
2017-02-17,38.56
2017-02-21,38.712
2017-02-22,39.016
2017-02-23,39.136
2017-02-24,39.104
2017-02-27,39.04
2017-02-28,39.008
2017-03-01,39.04
2017-03-02,38.96
2017-03-03,39.16
2017-03-06,38.784
2017-03-07,37.568
2017-03-08,37.088
2017-03-09,36.968
2017-03-10,37.12
2017-03-13,36.984
2017-03-14,37.072
2017-03-15,37.448
2017-03-16,37.344
2017-03-17,37.432
2017-03-20,37.448
2017-03-21,37.824
2017-03-22,38.016
2017-03-23,37.896
2017-03-24,37.672
2017-03-27,37.496
2017-03-28,37.456
2017-03-29,37.384
2017-03-30,37.088
2017-03-31,36.944
2017-04-03,36.704
2017-04-04,36.656
2017-04-05,36.56
2017-04-06,36.528
2017-04-07,36.536
2017-04-10,36.784
2017-04-11,36.76
2017-04-12,36.76
2017-04-13,36.376
2017-04-17,36.744
2017-04-18,37.024
2017-04-19,36.984
2017-04-20,36.896
2017-04-21,37.008
2017-04-24,37.552
2017-04-25,37.856
2017-04-26,37.408
2017-04-27,37.424
2017-04-28,37.856
2017-05-01,37.888
2017-05-02,38.0
2017-05-03,37.912
2017-05-04,38.72
2017-05-05,39.208
2017-05-08,39.512
2017-05-09,39.528
2017-05-10,39.4
2017-05-11,39.688
2017-05-12,39.36
2017-05-15,39.576
2017-05-16,40.368
2017-05-17,41.824
2017-05-18,42.064
2017-05-19,42.344
2017-05-22,45.536
2017-05-23,42.704
2017-05-24,43.472
2017-05-25,41.28
2017-05-26,41.384
2017-05-30,41.168
2017-05-31,41.56
2017-06-01,42.232
2017-06-02,42.032
2017-06-05,41.864
2017-06-06,41.856
2017-06-07,40.56
2017-06-08,39.4
2017-06-09,39.328
2017-06-12,39.424
2017-06-13,39.392
