URI,Date
24.959508895874023,1998-04-01
24.959508895874023,1998-04-02
25.390907287597656,1998-04-03
24.959508895874023,1998-04-06
24.03508186340332,1998-04-07
24.40485382080078,1998-04-08
24.77462387084961,1998-04-09
25.514163970947266,1998-04-13
29.458383560180664,1998-04-14
29.704896926879883,1998-04-15
30.93746566772461,1998-04-16
31.06072235107422,1998-04-17
29.828153610229492,1998-04-20
30.56769561767578,1998-04-21
31.183977127075195,1998-04-22
30.07466697692871,1998-04-23
30.07466697692871,1998-04-24
30.07466697692871,1998-04-27
33.58749008178711,1998-04-28
34.01888656616211,1998-04-29
33.95726013183594,1998-04-30
34.01888656616211,1998-05-01
34.14214324951172,1998-05-04
34.635169982910156,1998-05-05
35.00494384765625,1998-05-06
34.38865661621094,1998-05-07
35.00494384765625,1998-05-08
36.0526237487793,1998-05-11
36.0526237487793,1998-05-12
36.4840202331543,1998-05-13
35.74448013305664,1998-05-14
35.62122344970703,1998-05-15
33.27934265136719,1998-05-18
33.27934265136719,1998-05-19
33.4642333984375,1998-05-20
33.4642333984375,1998-05-21
33.4642333984375,1998-05-22
34.758426666259766,1998-05-26
34.01888656616211,1998-05-27
33.649112701416016,1998-05-28
34.01888656616211,1998-05-29
34.45028305053711,1998-06-01
34.51191329956055,1998-06-02
35.49797439575195,1998-06-03
35.49797439575195,1998-06-04
34.94331359863281,1998-06-05
34.881683349609375,1998-06-08
35.2514533996582,1998-06-09
34.94331359863281,1998-06-10
34.51191329956055,1998-06-11
33.83400344848633,1998-06-12
32.909576416015625,1998-06-15
35.2514533996582,1998-06-16
35.867740631103516,1998-06-17
35.37471008300781,1998-06-18
35.49797439575195,1998-06-19
35.867740631103516,1998-06-22
36.545650482177734,1998-06-23
36.6997184753418,1998-06-24
38.3328742980957,1998-06-25
39.07241439819336,1998-06-26
40.5515022277832,1998-06-29
41.4142951965332,1998-06-30
41.167781829833984,1998-07-01
41.10615158081055,1998-07-02
41.599178314208984,1998-07-06
43.263153076171875,1998-07-07
44.74223327636719,1998-07-08
44.61897659301758,1998-07-09
43.817806243896484,1998-07-10
45.420143127441406,1998-07-13
44.37245559692383,1998-07-14
44.55734634399414,1998-07-15
45.2968864440918,1998-07-16
45.789913177490234,1998-07-17
47.330623626708984,1998-07-20
45.66666030883789,1998-07-21
43.75617599487305,1998-07-22
42.400352478027344,1998-07-23
42.6468620300293,1998-07-24
41.167781829833984,1998-07-27
38.27124786376953,1998-07-28
36.29914093017578,1998-07-29
34.69679641723633,1998-07-30
33.4642333984375,1998-07-31
33.4642333984375,1998-08-03
34.08051681518555,1998-08-04
35.49797439575195,1998-08-05
35.18982696533203,1998-08-06
35.00494384765625,1998-08-07
34.45028305053711,1998-08-10
33.27934265136719,1998-08-11
33.21771240234375,1998-08-12
30.69095230102539,1998-08-13
30.814208984375,1998-08-14
28.595584869384766,1998-08-17
32.41654586791992,1998-08-18
32.663063049316406,1998-08-19
31.06072235107422,1998-08-20
30.382808685302734,1998-08-21
29.58163833618164,1998-08-24
29.458383560180664,1998-08-25
27.424646377563477,1998-08-26
24.6513671875,1998-08-27
25.637422561645508,1998-08-28
19.228065490722656,1998-08-31
17.87224006652832,1998-09-01
19.53620719909668,1998-09-02
19.721094131469727,1998-09-03
19.844348907470703,1998-09-04
20.460636138916016,1998-09-08
19.289695739746094,1998-09-09
18.24201011657715,1998-09-10
18.73503875732422,1998-09-11
20.2757511138916,1998-09-14
20.768774032592773,1998-09-15
21.385059356689453,1998-09-16
19.967607498168945,1998-09-17
19.78272247314453,1998-09-18
19.967607498168945,1998-09-21
20.2757511138916,1998-09-22
19.844348907470703,1998-09-23
20.337377548217773,1998-09-24
19.90597915649414,1998-09-25
20.460636138916016,1998-09-28
21.076919555664062,1998-09-29
23.603683471679688,1998-09-30
21.32343101501465,1998-10-01
20.7071475982666,1998-10-02
19.78272247314453,1998-10-05
18.180383682250977,1998-10-06
14.236164093017578,1998-10-07
12.264054298400879,1998-10-08
14.667564392089844,1998-10-09
17.933870315551758,1998-10-12
17.99549674987793,1998-10-13
17.810611724853516,1998-10-14
19.844348907470703,1998-10-15
21.138547897338867,1998-10-16
21.81646156311035,1998-10-19
22.555999755859375,1998-10-20
23.665311813354492,1998-10-21
24.158342361450195,1998-10-22
24.589738845825195,1998-10-23
25.329280853271484,1998-10-26
25.14439582824707,1998-10-27
25.883934020996094,1998-10-28
26.315336227416992,1998-10-29
26.500219345092773,1998-10-30
26.62347412109375,1998-11-02
26.93161964416504,1998-11-03
28.164188385009766,1998-11-04
27.486276626586914,1998-11-05
28.040929794311523,1998-11-06
27.60953140258789,1998-11-09
23.418798446655273,1998-11-10
23.726940155029297,1998-11-11
24.836252212524414,1998-11-12
25.575794219970703,1998-11-13
26.007190704345703,1998-11-16
26.130449295043945,1998-11-17
26.376962661743164,1998-11-18
25.637422561645508,1998-11-19
25.822307586669922,1998-11-20
26.808361053466797,1998-11-23
25.883934020996094,1998-11-24
25.822307586669922,1998-11-25
26.06882095336914,1998-11-27
25.883934020996094,1998-11-30
24.89788055419922,1998-12-01
24.40485382080078,1998-12-02
22.74088478088379,1998-12-03
22.617630004882812,1998-12-04
22.30948829650879,1998-12-07
21.261802673339844,1998-12-08
22.617630004882812,1998-12-09
22.49437141418457,1998-12-10
23.665311813354492,1998-12-11
22.432743072509766,1998-12-14
21.44668960571289,1998-12-15
21.69320297241211,1998-12-16
21.44668960571289,1998-12-17
21.261802673339844,1998-12-18
21.939714431762695,1998-12-21
24.836252212524414,1998-12-22
26.746734619140625,1998-12-23
28.657215118408203,1998-12-24
28.718843460083008,1998-12-28
30.07466697692871,1998-12-29
31.553749084472656,1998-12-30
32.663063049316406,1998-12-31
30.752578735351562,1999-01-04
30.506067276000977,1999-01-05
31.368864059448242,1999-01-06
31.183977127075195,1999-01-07
31.553749084472656,1999-01-08
30.814208984375,1999-01-11
30.32118034362793,1999-01-12
31.245607376098633,1999-01-13
32.663063049316406,1999-01-14
34.01888656616211,1999-01-15
33.58749008178711,1999-01-19
33.8956298828125,1999-01-20
33.8956298828125,1999-01-21
34.20376968383789,1999-01-22
34.57353591918945,1999-01-25
34.14214324951172,1999-01-26
32.53980255126953,1999-01-27
33.772369384765625,1999-01-28
34.758426666259766,1999-01-29
34.57353591918945,1999-02-01
34.45028305053711,1999-02-02
33.83400344848633,1999-02-03
33.4025993347168,1999-02-04
32.41654586791992,1999-02-05
31.368864059448242,1999-02-08
30.93746566772461,1999-02-09
30.07466697692871,1999-02-10
32.47817611694336,1999-02-11
31.738636016845703,1999-02-12
31.923521041870117,1999-02-16
31.677005767822266,1999-02-17
31.985149383544922,1999-02-18
30.56769561767578,1999-02-19
32.47817611694336,1999-02-22
32.78631591796875,1999-02-23
33.032833099365234,1999-02-24
32.108402252197266,1999-02-25
31.738636016845703,1999-02-26
32.046775817871094,1999-03-01
32.53980255126953,1999-03-02
31.245607376098633,1999-03-03
29.951412200927734,1999-03-04
29.766525268554688,1999-03-05
29.889781951904297,1999-03-08
29.643268585205078,1999-03-09
29.58163833618164,1999-03-10
29.643268585205078,1999-03-11
29.58163833618164,1999-03-12
29.643268585205078,1999-03-15
29.58163833618164,1999-03-16
27.11650276184082,1999-03-17
26.06882095336914,1999-03-18
27.363018035888672,1999-03-19
26.746734619140625,1999-03-22
26.253705978393555,1999-03-23
26.130449295043945,1999-03-24
25.9455623626709,1999-03-25
28.10256004333496,1999-03-26
30.69095230102539,1999-03-29
29.58163833618164,1999-03-30
28.10256004333496,1999-03-31
28.349071502685547,1999-04-01
27.424646377563477,1999-04-05
26.43859100341797,1999-04-06
25.760679244995117,1999-04-07
26.500219345092773,1999-04-08
26.253705978393555,1999-04-09
26.130449295043945,1999-04-12
26.993247985839844,1999-04-13
29.39675521850586,1999-04-14
30.07466697692871,1999-04-15
30.382808685302734,1999-04-16
31.615379333496094,1999-04-19
31.553749084472656,1999-04-20
31.307235717773438,1999-04-21
29.58163833618164,1999-04-22
29.704896926879883,1999-04-23
29.458383560180664,1999-04-26
29.52001190185547,1999-04-27
30.32118034362793,1999-04-28
30.259553909301758,1999-04-29
29.39675521850586,1999-04-30
28.595584869384766,1999-05-03
29.335128784179688,1999-05-04
29.704896926879883,1999-05-05
29.458383560180664,1999-05-06
30.07466697692871,1999-05-07
29.643268585205078,1999-05-10
29.27349853515625,1999-05-11
28.472328186035156,1999-05-12
28.287443161010742,1999-05-13
28.164188385009766,1999-05-14
28.164188385009766,1999-05-17
28.595584869384766,1999-05-18
28.780471801757812,1999-05-19
28.225814819335938,1999-05-20
29.643268585205078,1999-05-21
29.889781951904297,1999-05-24
29.828153610229492,1999-05-25
29.0269832611084,1999-05-26
30.07466697692871,1999-05-27
29.58163833618164,1999-05-28
29.458383560180664,1999-06-01
27.363018035888672,1999-06-02
27.671159744262695,1999-06-03
27.60953140258789,1999-06-04
26.685102462768555,1999-06-07
25.883934020996094,1999-06-08
25.45253562927246,1999-06-09
25.575794219970703,1999-06-10
25.45253562927246,1999-06-11
25.14439582824707,1999-06-14
25.390907287597656,1999-06-15
26.62347412109375,1999-06-16
26.500219345092773,1999-06-17
26.500219345092773,1999-06-18
26.62347412109375,1999-06-21
26.808361053466797,1999-06-22
26.43859100341797,1999-06-23
25.883934020996094,1999-06-24
25.760679244995117,1999-06-25
26.685102462768555,1999-06-28
28.780471801757812,1999-06-29
29.088613510131836,1999-06-30
28.657215118408203,1999-07-01
29.458383560180664,1999-07-02
29.088613510131836,1999-07-06
29.088613510131836,1999-07-07
28.53395652770996,1999-07-08
29.150239944458008,1999-07-09
28.657215118408203,1999-07-12
29.211868286132812,1999-07-13
28.842098236083984,1999-07-14
28.718843460083008,1999-07-15
29.766525268554688,1999-07-16
30.259553909301758,1999-07-19
30.013038635253906,1999-07-20
29.52001190185547,1999-07-21
30.19792366027832,1999-07-22
30.19792366027832,1999-07-23
29.0269832611084,1999-07-26
29.458383560180664,1999-07-27
29.643268585205078,1999-07-28
28.472328186035156,1999-07-29
28.53395652770996,1999-07-30
26.8699893951416,1999-08-02
26.8699893951416,1999-08-03
26.315336227416992,1999-08-04
25.637422561645508,1999-08-05
23.91182518005371,1999-08-06
24.589738845825195,1999-08-09
24.219968795776367,1999-08-10
23.418798446655273,1999-08-11
23.97345542907715,1999-08-12
24.528108596801758,1999-08-13
24.158342361450195,1999-08-16
23.7885684967041,1999-08-17
24.28159523010254,1999-08-18
23.295541763305664,1999-08-19
23.726940155029297,1999-08-20
25.883934020996094,1999-08-23
27.547903060913086,1999-08-24
27.671159744262695,1999-08-25
27.178131103515625,1999-08-26
26.315336227416992,1999-08-27
24.712993621826172,1999-08-30
24.096710205078125,1999-08-31
23.97345542907715,1999-09-01
24.40485382080078,1999-09-02
24.03508186340332,1999-09-03
24.836252212524414,1999-09-07
24.6513671875,1999-09-08
23.91182518005371,1999-09-09
24.158342361450195,1999-09-10
24.77462387084961,1999-09-13
25.14439582824707,1999-09-14
24.89788055419922,1999-09-15
24.158342361450195,1999-09-16
24.28159523010254,1999-09-17
23.418798446655273,1999-09-20
22.74088478088379,1999-09-21
22.247859954833984,1999-09-22
22.062973022460938,1999-09-23
21.939714431762695,1999-09-24
22.679256439208984,1999-09-27
22.617630004882812,1999-09-28
22.186227798461914,1999-09-29
21.44668960571289,1999-09-30
21.508316040039062,1999-10-01
21.138547897338867,1999-10-04
21.200176239013672,1999-10-05
20.953662872314453,1999-10-06
19.043180465698242,1999-10-07
19.53620719909668,1999-10-08
19.78272247314453,1999-10-11
18.488525390625,1999-10-12
18.426897048950195,1999-10-13
17.87224006652832,1999-10-14
16.20827293395996,1999-10-15
15.776874542236328,1999-10-18
15.838502883911133,1999-10-19
17.87224006652832,1999-10-20
17.317584991455078,1999-10-21
17.87224006652832,1999-10-22
17.87224006652832,1999-10-25
17.687355041503906,1999-10-26
17.19432830810547,1999-10-27
18.24201011657715,1999-10-28
18.36526870727539,1999-10-29
19.474580764770508,1999-11-01
18.303640365600586,1999-11-02
18.118755340576172,1999-11-03
17.87224006652832,1999-11-04
17.317584991455078,1999-11-05
16.7012996673584,1999-11-08
16.269901275634766,1999-11-09
16.454788208007812,1999-11-10
16.269901275634766,1999-11-11
16.023387908935547,1999-11-12
15.776874542236328,1999-11-15
14.914076805114746,1999-11-16
14.852448463439941,1999-11-17
15.4071044921875,1999-11-18
15.345476150512695,1999-11-19
15.037333488464355,1999-11-22
14.482677459716797,1999-11-23
15.591988563537598,1999-11-24
15.468732833862305,1999-11-26
15.961760520935059,1999-11-29
17.009443283081055,1999-11-30
18.550153732299805,1999-12-01
18.796667098999023,1999-12-02
19.228065490722656,1999-12-03
18.858295440673828,1999-12-06
18.73503875732422,1999-12-07
18.73503875732422,1999-12-08
17.933870315551758,1999-12-09
18.796667098999023,1999-12-10
18.426897048950195,1999-12-13
18.118755340576172,1999-12-14
18.118755340576172,1999-12-15
17.440841674804688,1999-12-16
16.7012996673584,1999-12-17
16.269901275634766,1999-12-20
15.71524715423584,1999-12-21
16.824556350708008,1999-12-22
17.748987197875977,1999-12-23
17.748987197875977,1999-12-27
16.886184692382812,1999-12-28
16.886184692382812,1999-12-29
16.762929916381836,1999-12-30
16.886184692382812,1999-12-31
16.454788208007812,2000-01-03
16.269901275634766,2000-01-04
16.20827293395996,2000-01-05
17.132701873779297,2000-01-06
17.687355041503906,2000-01-07
17.564098358154297,2000-01-10
17.564098358154297,2000-01-11
17.564098358154297,2000-01-12
18.303640365600586,2000-01-13
18.488525390625,2000-01-14
18.73503875732422,2000-01-18
20.460636138916016,2000-01-19
19.844348907470703,2000-01-20
20.337377548217773,2000-01-21
20.892032623291016,2000-01-24
20.02923583984375,2000-01-25
20.953662872314453,2000-01-26
20.02923583984375,2000-01-27
18.919923782348633,2000-01-28
18.858295440673828,2000-01-31
19.474580764770508,2000-02-01
19.043180465698242,2000-02-02
18.981552124023438,2000-02-03
18.673410415649414,2000-02-04
18.24201011657715,2000-02-07
17.440841674804688,2000-02-08
16.824556350708008,2000-02-09
16.639671325683594,2000-02-10
16.08501625061035,2000-02-11
15.53036117553711,2000-02-14
17.009443283081055,2000-02-15
16.7012996673584,2000-02-16
16.578046798706055,2000-02-17
16.146644592285156,2000-02-18
15.838502883911133,2000-02-22
16.146644592285156,2000-02-23
16.331531524658203,2000-02-24
16.20827293395996,2000-02-25
15.653617858886719,2000-02-28
15.4071044921875,2000-02-29
15.28384780883789,2000-03-01
14.79081916809082,2000-03-02
14.729191780090332,2000-03-03
14.79081916809082,2000-03-06
14.297792434692383,2000-03-07
13.743138313293457,2000-03-08
14.297792434692383,2000-03-09
14.359421730041504,2000-03-10
14.297792434692383,2000-03-13
13.619879722595215,2000-03-14
13.55825138092041,2000-03-15
14.174535751342773,2000-03-16
13.55825138092041,2000-03-17
13.928021430969238,2000-03-20
14.667564392089844,2000-03-21
14.605934143066406,2000-03-22
14.605934143066406,2000-03-23
14.914076805114746,2000-03-24
14.975706100463867,2000-03-27
14.729191780090332,2000-03-28
14.544306755065918,2000-03-29
15.53036117553711,2000-03-30
17.009443283081055,2000-03-31
16.146644592285156,2000-04-03
15.71524715423584,2000-04-04
15.468732833862305,2000-04-05
15.037333488464355,2000-04-06
14.79081916809082,2000-04-07
14.359421730041504,2000-04-10
14.297792434692383,2000-04-11
13.866393089294434,2000-04-12
14.667564392089844,2000-04-13
14.174535751342773,2000-04-14
14.605934143066406,2000-04-17
14.544306755065918,2000-04-18
14.297792434692383,2000-04-19
14.421049118041992,2000-04-20
13.681509017944336,2000-04-24
13.928021430969238,2000-04-25
13.55825138092041,2000-04-26
13.619879722595215,2000-04-27
13.311737060546875,2000-04-28
13.804765701293945,2000-05-01
13.373367309570312,2000-05-02
13.065224647521973,2000-05-03
13.188481330871582,2000-05-04
13.250109672546387,2000-05-05
13.619879722595215,2000-05-08
13.804765701293945,2000-05-09
13.743138313293457,2000-05-10
13.681509017944336,2000-05-11
13.743138313293457,2000-05-12
13.989649772644043,2000-05-15
14.359421730041504,2000-05-16
14.667564392089844,2000-05-17
14.359421730041504,2000-05-18
14.236164093017578,2000-05-19
13.866393089294434,2000-05-22
14.852448463439941,2000-05-23
15.838502883911133,2000-05-24
16.454788208007812,2000-05-25
16.454788208007812,2000-05-26
16.20827293395996,2000-05-30
16.023387908935547,2000-05-31
15.838502883911133,2000-06-01
15.838502883911133,2000-06-02
15.776874542236328,2000-06-05
16.146644592285156,2000-06-06
16.762929916381836,2000-06-07
16.824556350708008,2000-06-08
17.379213333129883,2000-06-09
17.810611724853516,2000-06-12
18.796667098999023,2000-06-13
19.41295051574707,2000-06-14
17.933870315551758,2000-06-15
18.057125091552734,2000-06-16
18.550153732299805,2000-06-19
18.796667098999023,2000-06-20
18.858295440673828,2000-06-21
18.24201011657715,2000-06-22
18.24201011657715,2000-06-23
18.118755340576172,2000-06-26
17.748987197875977,2000-06-27
18.180383682250977,2000-06-28
18.180383682250977,2000-06-29
16.886184692382812,2000-06-30
18.36526870727539,2000-07-03
17.564098358154297,2000-07-05
17.132701873779297,2000-07-06
17.748987197875977,2000-07-07
17.933870315551758,2000-07-10
17.748987197875977,2000-07-11
18.426897048950195,2000-07-12
19.10481071472168,2000-07-13
19.41295051574707,2000-07-14
19.41295051574707,2000-07-17
18.981552124023438,2000-07-18
18.73503875732422,2000-07-19
19.53620719909668,2000-07-20
19.289695739746094,2000-07-21
19.10481071472168,2000-07-24
18.73503875732422,2000-07-25
18.796667098999023,2000-07-26
18.858295440673828,2000-07-27
19.597835540771484,2000-07-28
20.337377548217773,2000-07-31
20.460636138916016,2000-08-01
20.768774032592773,2000-08-02
20.892032623291016,2000-08-03
21.261802673339844,2000-08-04
21.939714431762695,2000-08-07
22.247859954833984,2000-08-08
22.247859954833984,2000-08-09
21.200176239013672,2000-08-10
20.2757511138916,2000-08-11
20.2757511138916,2000-08-14
20.2757511138916,2000-08-15
20.21411895751953,2000-08-16
19.78272247314453,2000-08-17
19.721094131469727,2000-08-18
20.02923583984375,2000-08-21
20.090864181518555,2000-08-22
19.721094131469727,2000-08-23
18.550153732299805,2000-08-24
18.796667098999023,2000-08-25
19.16643714904785,2000-08-28
18.981552124023438,2000-08-29
20.337377548217773,2000-08-30
20.460636138916016,2000-08-31
20.152490615844727,2000-09-01
20.83040428161621,2000-09-05
20.460636138916016,2000-09-06
20.244935989379883,2000-09-07
20.12167739868164,2000-09-08
20.460636138916016,2000-09-11
19.844348907470703,2000-09-12
20.64552116394043,2000-09-13
21.44668960571289,2000-09-14
21.385059356689453,2000-09-15
20.399005889892578,2000-09-18
20.52226448059082,2000-09-19
20.460636138916016,2000-09-20
20.02923583984375,2000-09-21
19.721094131469727,2000-09-22
22.124601364135742,2000-09-25
21.939714431762695,2000-09-26
22.679256439208984,2000-09-27
23.295541763305664,2000-09-28
23.7885684967041,2000-09-29
23.357168197631836,2000-10-02
23.97345542907715,2000-10-03
23.295541763305664,2000-10-04
23.603683471679688,2000-10-05
23.23391342163086,2000-10-06
23.049028396606445,2000-10-09
23.172283172607422,2000-10-10
22.371116638183594,2000-10-11
21.261802673339844,2000-10-12
21.44668960571289,2000-10-13
21.44668960571289,2000-10-16
19.474580764770508,2000-10-17
19.41295051574707,2000-10-18
19.90597915649414,2000-10-19
20.090864181518555,2000-10-20
20.02923583984375,2000-10-23
19.844348907470703,2000-10-24
19.53620719909668,2000-10-25
18.550153732299805,2000-10-26
18.303640365600586,2000-10-27
19.10481071472168,2000-10-30
21.200176239013672,2000-10-31
20.090864181518555,2000-11-01
20.090864181518555,2000-11-02
18.73503875732422,2000-11-03
18.673410415649414,2000-11-06
18.36526870727539,2000-11-07
19.289695739746094,2000-11-08
18.180383682250977,2000-11-09
18.057125091552734,2000-11-10
17.687355041503906,2000-11-13
17.6257266998291,2000-11-14
18.303640365600586,2000-11-15
17.440841674804688,2000-11-16
17.687355041503906,2000-11-17
16.824556350708008,2000-11-20
16.393157958984375,2000-11-21
15.591988563537598,2000-11-22
16.08501625061035,2000-11-24
16.146644592285156,2000-11-27
15.71524715423584,2000-11-28
15.160590171813965,2000-11-29
15.345476150512695,2000-11-30
16.331531524658203,2000-12-01
15.4071044921875,2000-12-04
16.824556350708008,2000-12-05
16.269901275634766,2000-12-06
16.331531524658203,2000-12-07
17.748987197875977,2000-12-08
17.564098358154297,2000-12-11
17.99549674987793,2000-12-12
16.886184692382812,2000-12-13
16.331531524658203,2000-12-14
16.023387908935547,2000-12-15
12.572197914123535,2000-12-18
12.695453643798828,2000-12-19
12.01754093170166,2000-12-20
11.832655906677246,2000-12-21
12.264054298400879,2000-12-22
12.32568359375,2000-12-26
13.311737060546875,2000-12-27
14.112907409667969,2000-12-28
13.250109672546387,2000-12-29
13.003595352172852,2001-01-02
14.112907409667969,2001-01-03
14.667564392089844,2001-01-04
14.544306755065918,2001-01-05
14.729191780090332,2001-01-08
14.482677459716797,2001-01-09
14.975706100463867,2001-01-10
14.605934143066406,2001-01-11
14.667564392089844,2001-01-12
15.776874542236328,2001-01-16
15.591988563537598,2001-01-17
14.975706100463867,2001-01-18
15.09896183013916,2001-01-19
15.345476150512695,2001-01-22
15.900131225585938,2001-01-23
15.71524715423584,2001-01-24
16.331531524658203,2001-01-25
16.7012996673584,2001-01-26
17.22637367248535,2001-01-29
17.92647361755371,2001-01-30
17.048885345458984,2001-01-31
17.048885345458984,2001-02-01
16.575578689575195,2001-02-02
16.762929916381836,2001-02-05
16.812231063842773,2001-02-06
16.920698165893555,2001-02-07
17.147489547729492,2001-02-08
17.098188400268555,2001-02-09
17.630657196044922,2001-02-12
18.3997802734375,2001-02-13
16.693906784057617,2001-02-14
17.640518188476562,2001-02-15
17.019304275512695,2001-02-16
16.713626861572266,2001-02-20
16.743207931518555,2001-02-21
16.585437774658203,2001-02-22
16.762929916381836,2001-02-23
16.753070831298828,2001-02-26
16.05297088623047,2001-02-27
16.871395111083984,2001-02-28
16.85167694091797,2001-03-01
17.650379180908203,2001-03-02
16.960142135620117,2001-03-05
17.127771377563477,2001-03-06
17.246095657348633,2001-03-07
18.02507781982422,2001-03-08
19.16890525817871,2001-03-09
18.409639358520508,2001-03-12
19.159042358398438,2001-03-13
18.19270896911621,2001-03-14
17.748987197875977,2001-03-15
17.29540252685547,2001-03-16
17.009443283081055,2001-03-19
16.772790908813477,2001-03-20
15.954365730285645,2001-03-21
15.79659652709961,2001-03-22
16.260042190551758,2001-03-23
15.993803977966309,2001-03-26
16.762929916381836,2001-03-27
16.121994018554688,2001-03-28
15.757152557373047,2001-03-29
16.10227394104004,2001-03-30
15.559942245483398,2001-04-02
15.047194480895996,2001-04-03
14.978171348571777,2001-04-04
16.703765869140625,2001-04-05
16.250179290771484,2001-04-06
16.753070831298828,2001-04-09
17.443307876586914,2001-04-10
17.67009925842285,2001-04-11
17.394004821777344,2001-04-12
16.979862213134766,2001-04-16
17.640518188476562,2001-04-17
18.744897842407227,2001-04-18
18.271595001220703,2001-04-19
17.99549674987793,2001-04-20
17.808147430419922,2001-04-23
17.453166961669922,2001-04-24
18.212430953979492,2001-04-25
18.73503875732422,2001-04-26
19.514022827148438,2001-04-27
19.740814208984375,2001-04-30
21.397384643554688,2001-05-01
21.94957733154297,2001-05-02
21.91013526916504,2001-05-03
22.08762550354004,2001-05-04
21.79180908203125,2001-05-07
21.10157012939453,2001-05-08
21.200176239013672,2001-05-09
21.505849838256836,2001-05-10
21.1508731842041,2001-05-11
20.98324203491211,2001-05-14
20.401472091674805,2001-05-15
20.411333084106445,2001-05-16
20.509937286376953,2001-05-17
20.559242248535156,2001-05-18
20.94379997253418,2001-05-21
21.97916030883789,2001-05-22
22.53135108947754,2001-05-23
22.117206573486328,2001-05-24
21.94957733154297,2001-05-25
21.86083221435547,2001-05-29
22.649677276611328,2001-05-30
22.748281478881836,2001-05-31
22.777864456176758,2001-06-01
23.46809959411621,2001-06-04
24.325969696044922,2001-06-05
23.89210319519043,2001-06-06
24.89788055419922,2001-06-07
25.617698669433594,2001-06-08
25.11481285095215,2001-06-11
25.883934020996094,2001-06-12
25.06551170349121,2001-06-13
25.045787811279297,2001-06-14
24.35555076599121,2001-06-15
24.069595336914062,2001-06-18
24.197782516479492,2001-06-19
24.207639694213867,2001-06-20
24.08931541442871,2001-06-21
23.369497299194336,2001-06-22
23.063819885253906,2001-06-25
23.280750274658203,2001-06-26
24.503459930419922,2001-06-27
24.77955436706543,2001-06-28
25.588119506835938,2001-06-29
25.124671936035156,2001-07-02
24.9176025390625,2001-07-03
24.927461624145508,2001-07-05
23.566707611083984,2001-07-06
23.91182518005371,2001-07-09
23.71461296081543,2001-07-10
22.925771713256836,2001-07-11
23.122982025146484,2001-07-12
23.221586227416992,2001-07-13
23.053956985473633,2001-07-16
23.616010665893555,2001-07-17
23.537124633789062,2001-07-18
23.537124633789062,2001-07-19
23.083539962768555,2001-07-20
23.81321907043457,2001-07-23
23.330053329467773,2001-07-24
23.103261947631836,2001-07-25
23.46809959411621,2001-07-26
23.616010665893555,2001-07-27
22.994794845581055,2001-07-30
23.063819885253906,2001-07-31
23.359634399414062,2001-08-01
23.182146072387695,2001-08-02
23.566707611083984,2001-08-03
22.886327743530273,2001-08-06
23.004655838012695,2001-08-07
22.817304611206055,2001-08-08
22.728557586669922,2001-08-09
23.024375915527344,2001-08-10
23.073678970336914,2001-08-13
23.122982025146484,2001-08-14
22.915908813476562,2001-08-15
23.182146072387695,2001-08-16
23.38921546936035,2001-08-17
24.128755569458008,2001-08-20
23.79349708557129,2001-08-21
23.645591735839844,2001-08-22
23.625869750976562,2001-08-23
23.58642578125,2001-08-24
23.458240509033203,2001-08-27
23.25116729736328,2001-08-28
23.310331344604492,2001-08-29
22.521488189697266,2001-08-30
