PDD,Date
21.520000457763672,2019-05-21
20.459999084472656,2019-05-22
20.530000686645508,2019-05-23
20.280000686645508,2019-05-24
20.229999542236328,2019-05-28
19.979999542236328,2019-05-29
19.649999618530273,2019-05-30
19.420000076293945,2019-05-31
19.030000686645508,2019-06-03
19.280000686645508,2019-06-04
19.1299991607666,2019-06-05
19.3700008392334,2019-06-06
19.780000686645508,2019-06-07
20.200000762939453,2019-06-10
20.049999237060547,2019-06-11
20.40999984741211,2019-06-12
20.469999313354492,2019-06-13
20.510000228881836,2019-06-14
20.59000015258789,2019-06-17
20.889999389648438,2019-06-18
20.959999084472656,2019-06-19
20.950000762939453,2019-06-20
21.049999237060547,2019-06-21
20.75,2019-06-24
20.540000915527344,2019-06-25
20.450000762939453,2019-06-26
20.760000228881836,2019-06-27
20.6299991607666,2019-06-28
20.639999389648438,2019-07-01
20.309999465942383,2019-07-02
20.09000015258789,2019-07-03
20.290000915527344,2019-07-05
20.040000915527344,2019-07-08
20.479999542236328,2019-07-09
19.84000015258789,2019-07-10
19.34000015258789,2019-07-11
19.139999389648438,2019-07-12
19.350000381469727,2019-07-15
20.1200008392334,2019-07-16
19.969999313354492,2019-07-17
20.190000534057617,2019-07-18
20.049999237060547,2019-07-19
20.139999389648438,2019-07-22
20.989999771118164,2019-07-23
20.93000030517578,2019-07-24
21.510000228881836,2019-07-25
21.610000610351562,2019-07-26
21.90999984741211,2019-07-29
21.950000762939453,2019-07-30
22.270000457763672,2019-07-31
22.65999984741211,2019-08-01
22.989999771118164,2019-08-02
22.170000076293945,2019-08-05
21.959999084472656,2019-08-06
22.1299991607666,2019-08-07
22.809999465942383,2019-08-08
22.600000381469727,2019-08-09
22.360000610351562,2019-08-12
23.780000686645508,2019-08-13
23.559999465942383,2019-08-14
23.8700008392334,2019-08-15
25.010000228881836,2019-08-16
25.56999969482422,2019-08-19
25.959999084472656,2019-08-20
30.110000610351562,2019-08-21
30.59000015258789,2019-08-22
29.489999771118164,2019-08-23
30.610000610351562,2019-08-26
30.8700008392334,2019-08-27
30.93000030517578,2019-08-28
33.61000061035156,2019-08-29
32.77000045776367,2019-08-30
33.25,2019-09-03
34.0,2019-09-04
34.869998931884766,2019-09-05
34.97999954223633,2019-09-06
34.97999954223633,2019-09-09
34.849998474121094,2019-09-10
36.66999816894531,2019-09-11
36.15999984741211,2019-09-12
35.900001525878906,2019-09-13
34.72999954223633,2019-09-16
35.43000030517578,2019-09-17
34.369998931884766,2019-09-18
34.619998931884766,2019-09-19
34.08000183105469,2019-09-20
33.81999969482422,2019-09-23
30.989999771118164,2019-09-24
32.25,2019-09-25
32.650001525878906,2019-09-26
31.280000686645508,2019-09-27
32.220001220703125,2019-09-30
32.75,2019-10-01
32.59000015258789,2019-10-02
32.95000076293945,2019-10-03
33.349998474121094,2019-10-04
31.670000076293945,2019-10-07
31.25,2019-10-08
31.780000686645508,2019-10-09
31.940000534057617,2019-10-10
32.86000061035156,2019-10-11
32.84000015258789,2019-10-14
33.939998626708984,2019-10-15
33.7400016784668,2019-10-16
34.20000076293945,2019-10-17
33.380001068115234,2019-10-18
34.0,2019-10-21
34.369998931884766,2019-10-22
35.5,2019-10-23
39.959999084472656,2019-10-24
40.84000015258789,2019-10-25
42.58000183105469,2019-10-28
40.5,2019-10-29
40.880001068115234,2019-10-30
40.880001068115234,2019-10-31
41.4900016784668,2019-11-01
42.529998779296875,2019-11-04
43.529998779296875,2019-11-05
43.4900016784668,2019-11-06
43.310001373291016,2019-11-07
43.22999954223633,2019-11-08
41.91999816894531,2019-11-11
41.56999969482422,2019-11-12
41.689998626708984,2019-11-13
41.31999969482422,2019-11-14
42.7599983215332,2019-11-15
41.5099983215332,2019-11-18
40.720001220703125,2019-11-19
31.399999618530273,2019-11-20
31.579999923706055,2019-11-21
33.9900016784668,2019-11-22
36.52000045776367,2019-11-25
36.97999954223633,2019-11-26
35.86000061035156,2019-11-27
35.95000076293945,2019-11-29
36.040000915527344,2019-12-02
36.16999816894531,2019-12-03
35.849998474121094,2019-12-04
36.58000183105469,2019-12-05
37.52000045776367,2019-12-06
37.52000045776367,2019-12-09
38.130001068115234,2019-12-10
37.310001373291016,2019-12-11
38.09000015258789,2019-12-12
36.459999084472656,2019-12-13
38.68000030517578,2019-12-16
38.709999084472656,2019-12-17
37.720001220703125,2019-12-18
37.52000045776367,2019-12-19
37.36000061035156,2019-12-20
37.88999938964844,2019-12-23
38.040000915527344,2019-12-24
38.56999969482422,2019-12-26
39.2400016784668,2019-12-27
38.150001525878906,2019-12-30
37.81999969482422,2019-12-31
41.22999954223633,2020-01-02
40.88999938964844,2020-01-03
40.09000015258789,2020-01-06
41.209999084472656,2020-01-07
40.5,2020-01-08
39.65999984741211,2020-01-09
38.41999816894531,2020-01-10
39.349998474121094,2020-01-13
38.02000045776367,2020-01-14
38.66999816894531,2020-01-15
39.5099983215332,2020-01-16
39.43000030517578,2020-01-17
39.34000015258789,2020-01-21
38.790000915527344,2020-01-22
38.369998931884766,2020-01-23
37.34000015258789,2020-01-24
36.59000015258789,2020-01-27
36.959999084472656,2020-01-28
36.7400016784668,2020-01-29
35.93000030517578,2020-01-30
35.220001220703125,2020-01-31
35.790000915527344,2020-02-03
36.5099983215332,2020-02-04
35.720001220703125,2020-02-05
36.380001068115234,2020-02-06
34.279998779296875,2020-02-07
34.5,2020-02-10
36.0,2020-02-11
36.810001373291016,2020-02-12
37.41999816894531,2020-02-13
37.119998931884766,2020-02-14
36.439998626708984,2020-02-18
37.130001068115234,2020-02-19
36.31999969482422,2020-02-20
34.56999969482422,2020-02-21
33.13999938964844,2020-02-24
32.79999923706055,2020-02-25
34.529998779296875,2020-02-26
35.18000030517578,2020-02-27
35.779998779296875,2020-02-28
37.5099983215332,2020-03-02
35.790000915527344,2020-03-03
36.290000915527344,2020-03-04
36.119998931884766,2020-03-05
36.7599983215332,2020-03-06
36.5099983215332,2020-03-09
37.689998626708984,2020-03-10
35.060001373291016,2020-03-11
32.810001373291016,2020-03-12
33.7599983215332,2020-03-13
32.189998626708984,2020-03-16
33.38999938964844,2020-03-17
31.770000457763672,2020-03-18
33.79999923706055,2020-03-19
33.56999969482422,2020-03-20
34.099998474121094,2020-03-23
36.04999923706055,2020-03-24
37.2599983215332,2020-03-25
37.0099983215332,2020-03-26
35.31999969482422,2020-03-27
35.630001068115234,2020-03-30
36.029998779296875,2020-03-31
35.900001525878906,2020-04-01
36.279998779296875,2020-04-02
36.900001525878906,2020-04-03
38.4900016784668,2020-04-06
40.630001068115234,2020-04-07
39.709999084472656,2020-04-08
41.040000915527344,2020-04-09
41.41999816894531,2020-04-13
43.029998779296875,2020-04-14
43.88999938964844,2020-04-15
45.119998931884766,2020-04-16
44.459999084472656,2020-04-17
50.11000061035156,2020-04-20
50.939998626708984,2020-04-21
52.150001525878906,2020-04-22
49.16999816894531,2020-04-23
49.56999969482422,2020-04-24
51.189998626708984,2020-04-27
48.060001373291016,2020-04-28
48.86000061035156,2020-04-29
47.439998626708984,2020-04-30
45.43000030517578,2020-05-01
46.369998931884766,2020-05-04
48.720001220703125,2020-05-05
49.20000076293945,2020-05-06
50.04999923706055,2020-05-07
54.599998474121094,2020-05-08
54.939998626708984,2020-05-11
57.83000183105469,2020-05-12
59.83000183105469,2020-05-13
60.84000015258789,2020-05-14
61.29999923706055,2020-05-15
66.45999908447266,2020-05-18
63.09000015258789,2020-05-19
60.900001525878906,2020-05-20
60.0,2020-05-21
68.69999694824219,2020-05-22
64.88999938964844,2020-05-26
60.31999969482422,2020-05-27
60.36000061035156,2020-05-28
66.87000274658203,2020-05-29
65.76000213623047,2020-06-01
67.30000305175781,2020-06-02
68.1500015258789,2020-06-03
66.2699966430664,2020-06-04
69.69999694824219,2020-06-05
68.30999755859375,2020-06-08
69.37999725341797,2020-06-09
72.80000305175781,2020-06-10
71.51000213623047,2020-06-11
73.11000061035156,2020-06-12
77.66999816894531,2020-06-15
78.0,2020-06-16
82.80000305175781,2020-06-17
82.41999816894531,2020-06-18
87.58000183105469,2020-06-19
81.79000091552734,2020-06-22
83.63999938964844,2020-06-23
84.5,2020-06-24
86.0,2020-06-25
85.16000366210938,2020-06-26
87.47000122070312,2020-06-29
85.83999633789062,2020-06-30
85.44999694824219,2020-07-01
93.0,2020-07-02
87.0,2020-07-06
91.0,2020-07-07
92.30999755859375,2020-07-08
90.25,2020-07-09
87.30000305175781,2020-07-10
88.27999877929688,2020-07-13
87.33000183105469,2020-07-14
85.30000305175781,2020-07-15
83.55000305175781,2020-07-16
82.47000122070312,2020-07-17
84.83000183105469,2020-07-20
82.58000183105469,2020-07-21
80.76000213623047,2020-07-22
79.05000305175781,2020-07-23
78.94999694824219,2020-07-24
83.44000244140625,2020-07-27
83.7699966430664,2020-07-28
84.02999877929688,2020-07-29
84.94000244140625,2020-07-30
91.80000305175781,2020-07-31
96.02999877929688,2020-08-03
94.0199966430664,2020-08-04
97.45999908447266,2020-08-05
91.62000274658203,2020-08-06
88.19999694824219,2020-08-07
87.52999877929688,2020-08-10
87.2699966430664,2020-08-11
90.11000061035156,2020-08-12
88.8499984741211,2020-08-13
85.04000091552734,2020-08-14
89.18000030517578,2020-08-17
91.58999633789062,2020-08-18
95.94000244140625,2020-08-19
97.12999725341797,2020-08-20
84.0,2020-08-21
83.16000366210938,2020-08-24
87.23999786376953,2020-08-25
89.25,2020-08-26
88.81999969482422,2020-08-27
89.19999694824219,2020-08-28
88.94000244140625,2020-08-31
91.36000061035156,2020-09-01
90.29000091552734,2020-09-02
85.76000213623047,2020-09-03
85.04000091552734,2020-09-04
81.70999908447266,2020-09-08
84.6500015258789,2020-09-09
83.87000274658203,2020-09-10
84.73999786376953,2020-09-11
85.27999877929688,2020-09-14
82.6500015258789,2020-09-15
82.6500015258789,2020-09-16
81.0199966430664,2020-09-17
79.80999755859375,2020-09-18
79.95999908447266,2020-09-21
80.04000091552734,2020-09-22
76.63999938964844,2020-09-23
75.29000091552734,2020-09-24
74.33000183105469,2020-09-25
75.0999984741211,2020-09-28
73.69999694824219,2020-09-29
74.1500015258789,2020-09-30
74.43000030517578,2020-10-01
71.4000015258789,2020-10-02
72.06999969482422,2020-10-05
72.98999786376953,2020-10-06
74.80000305175781,2020-10-07
73.41000366210938,2020-10-08
79.54000091552734,2020-10-09
84.72000122070312,2020-10-12
84.6500015258789,2020-10-13
82.66000366210938,2020-10-14
82.79000091552734,2020-10-15
84.0199966430664,2020-10-16
84.1500015258789,2020-10-19
89.06999969482422,2020-10-20
90.2300033569336,2020-10-21
87.7699966430664,2020-10-22
86.91000366210938,2020-10-23
86.91999816894531,2020-10-26
90.30999755859375,2020-10-27
89.98999786376953,2020-10-28
94.12000274658203,2020-10-29
89.9800033569336,2020-10-30
91.62000274658203,2020-11-02
97.72000122070312,2020-11-03
110.26000213623047,2020-11-04
113.06999969482422,2020-11-05
114.52999877929688,2020-11-06
106.13999938964844,2020-11-09
103.08999633789062,2020-11-10
111.45999908447266,2020-11-11
134.2100067138672,2020-11-12
151.2899932861328,2020-11-13
142.02999877929688,2020-11-16
132.3699951171875,2020-11-17
132.3800048828125,2020-11-18
137.66000366210938,2020-11-19
143.5500030517578,2020-11-20
141.0500030517578,2020-11-23
143.94000244140625,2020-11-24
135.89999389648438,2020-11-25
144.0500030517578,2020-11-27
138.80999755859375,2020-11-30
136.5399932861328,2020-12-01
144.05999755859375,2020-12-02
145.16000366210938,2020-12-03
146.36000061035156,2020-12-04
146.7899932861328,2020-12-07
157.49000549316406,2020-12-08
147.57000732421875,2020-12-09
154.33999633789062,2020-12-10
147.64999389648438,2020-12-11
142.1199951171875,2020-12-14
142.02999877929688,2020-12-15
145.47000122070312,2020-12-16
149.9499969482422,2020-12-17
149.3699951171875,2020-12-18
146.8699951171875,2020-12-21
139.02000427246094,2020-12-22
140.25,2020-12-23
152.75,2020-12-24
143.8000030517578,2020-12-28
166.19000244140625,2020-12-29
179.11000061035156,2020-12-30
177.6699981689453,2020-12-31
166.77999877929688,2021-01-04
187.1999969482422,2021-01-05
176.75,2021-01-06
180.1199951171875,2021-01-07
180.77000427246094,2021-01-08
172.49000549316406,2021-01-11
169.47999572753906,2021-01-12
164.8000030517578,2021-01-13
167.25999450683594,2021-01-14
161.1999969482422,2021-01-15
168.7899932861328,2021-01-19
170.9600067138672,2021-01-20
172.80999755859375,2021-01-21
171.88999938964844,2021-01-22
180.42999267578125,2021-01-25
173.97999572753906,2021-01-26
166.3000030517578,2021-01-27
169.36000061035156,2021-01-28
165.7100067138672,2021-01-29
173.9600067138672,2021-02-01
182.0,2021-02-02
193.11000061035156,2021-02-03
197.25999450683594,2021-02-04
196.16000366210938,2021-02-05
188.25999450683594,2021-02-08
189.75999450683594,2021-02-09
199.61000061035156,2021-02-10
199.8000030517578,2021-02-11
196.58999633789062,2021-02-12
202.80999755859375,2021-02-16
202.82000732421875,2021-02-17
195.77999877929688,2021-02-18
195.97999572753906,2021-02-19
188.24000549316406,2021-02-22
187.91000366210938,2021-02-23
179.32000732421875,2021-02-24
171.05999755859375,2021-02-25
171.16000366210938,2021-02-26
186.14999389648438,2021-03-01
175.52000427246094,2021-03-02
168.75,2021-03-03
158.39999389648438,2021-03-04
156.82000732421875,2021-03-05
137.60000610351562,2021-03-08
154.17999267578125,2021-03-09
148.13999938964844,2021-03-10
162.39999389648438,2021-03-11
161.05999755859375,2021-03-12
159.1300048828125,2021-03-15
160.88999938964844,2021-03-16
149.4600067138672,2021-03-17
141.82000732421875,2021-03-18
141.8000030517578,2021-03-19
137.14999389648438,2021-03-22
136.05999755859375,2021-03-23
124.18000030517578,2021-03-24
127.52999877929688,2021-03-25
131.2899932861328,2021-03-26
131.52999877929688,2021-03-29
135.44000244140625,2021-03-30
133.8800048828125,2021-03-31
143.92999267578125,2021-04-01
142.91000366210938,2021-04-05
148.1300048828125,2021-04-06
137.88999938964844,2021-04-07
140.1999969482422,2021-04-08
137.6199951171875,2021-04-09
133.77000427246094,2021-04-12
135.14999389648438,2021-04-13
132.61000061035156,2021-04-14
132.3800048828125,2021-04-15
133.30999755859375,2021-04-16
132.8000030517578,2021-04-19
125.61000061035156,2021-04-20
128.6699981689453,2021-04-21
133.32000732421875,2021-04-22
138.61000061035156,2021-04-23
141.5,2021-04-26
140.0800018310547,2021-04-27
142.3699951171875,2021-04-28
137.49000549316406,2021-04-29
133.92999267578125,2021-04-30
133.42999267578125,2021-05-03
132.1699981689453,2021-05-04
131.11000061035156,2021-05-05
134.64999389648438,2021-05-06
133.7899932861328,2021-05-07
121.5999984741211,2021-05-10
125.83000183105469,2021-05-11
124.05999755859375,2021-05-12
115.2300033569336,2021-05-13
118.33000183105469,2021-05-14
118.0199966430664,2021-05-17
122.23999786376953,2021-05-18
127.16999816894531,2021-05-19
131.0,2021-05-20
129.2899932861328,2021-05-21
130.41000366210938,2021-05-24
130.82000732421875,2021-05-25
123.56999969482422,2021-05-26
119.66000366210938,2021-05-27
124.87999725341797,2021-05-28
139.33999633789062,2021-06-01
139.89999389648438,2021-06-02
133.4499969482422,2021-06-03
132.1699981689453,2021-06-04
127.93000030517578,2021-06-07
127.0,2021-06-08
125.5199966430664,2021-06-09
123.19999694824219,2021-06-10
121.97000122070312,2021-06-11
121.61000061035156,2021-06-14
121.91000366210938,2021-06-15
122.81999969482422,2021-06-16
125.79000091552734,2021-06-17
125.02999877929688,2021-06-18
120.77999877929688,2021-06-21
118.30000305175781,2021-06-22
121.61000061035156,2021-06-23
127.72000122070312,2021-06-24
127.5999984741211,2021-06-25
124.91000366210938,2021-06-28
133.5500030517578,2021-06-29
127.0199966430664,2021-06-30
121.83999633789062,2021-07-01
119.19999694824219,2021-07-02
113.0999984741211,2021-07-06
110.29000091552734,2021-07-07
108.7699966430664,2021-07-08
111.06999969482422,2021-07-09
110.5199966430664,2021-07-12
112.06999969482422,2021-07-13
108.94000244140625,2021-07-14
110.73999786376953,2021-07-15
107.44999694824219,2021-07-16
104.69000244140625,2021-07-19
102.25,2021-07-20
104.5199966430664,2021-07-21
104.95999908447266,2021-07-22
97.30999755859375,2021-07-23
88.70999908447266,2021-07-26
79.52999877929688,2021-07-27
91.88999938964844,2021-07-28
92.0999984741211,2021-07-29
91.61000061035156,2021-07-30
91.4800033569336,2021-08-02
88.91000366210938,2021-08-03
89.27999877929688,2021-08-04
88.73999786376953,2021-08-05
87.45999908447266,2021-08-06
92.70999908447266,2021-08-09
91.58999633789062,2021-08-10
89.61000061035156,2021-08-11
87.41999816894531,2021-08-12
84.37999725341797,2021-08-13
82.22000122070312,2021-08-16
79.44999694824219,2021-08-17
80.95999908447266,2021-08-18
74.69000244140625,2021-08-19
77.29000091552734,2021-08-20
81.08000183105469,2021-08-23
99.12000274658203,2021-08-24
97.83999633789062,2021-08-25
95.86000061035156,2021-08-26
94.62999725341797,2021-08-27
94.9800033569336,2021-08-30
100.0199966430664,2021-08-31
106.83000183105469,2021-09-01
102.76000213623047,2021-09-02
102.2300033569336,2021-09-03
107.73999786376953,2021-09-07
104.72000122070312,2021-09-08
104.27999877929688,2021-09-09
103.75,2021-09-10
104.16000366210938,2021-09-13
101.77999877929688,2021-09-14
99.30000305175781,2021-09-15
99.88999938964844,2021-09-16
100.7300033569336,2021-09-17
94.18000030517578,2021-09-20
95.0999984741211,2021-09-21
97.5999984741211,2021-09-22
98.27999877929688,2021-09-23
94.55000305175781,2021-09-24
96.31999969482422,2021-09-27
89.0,2021-09-28
89.05999755859375,2021-09-29
90.66999816894531,2021-09-30
88.1500015258789,2021-10-01
85.08000183105469,2021-10-04
87.41999816894531,2021-10-05
89.31999969482422,2021-10-06
94.94999694824219,2021-10-07
96.22000122070312,2021-10-08
94.83000183105469,2021-10-11
93.5199966430664,2021-10-12
97.58000183105469,2021-10-13
94.02999877929688,2021-10-14
94.01000213623047,2021-10-15
97.0,2021-10-18
97.5199966430664,2021-10-19
99.4000015258789,2021-10-20
97.1500015258789,2021-10-21
99.05000305175781,2021-10-22
100.63999938964844,2021-10-25
93.19000244140625,2021-10-26
92.29000091552734,2021-10-27
92.44999694824219,2021-10-28
88.91999816894531,2021-10-29
93.4800033569336,2021-11-01
92.27999877929688,2021-11-02
92.38999938964844,2021-11-03
86.66999816894531,2021-11-04
83.66999816894531,2021-11-05
83.23999786376953,2021-11-08
83.23999786376953,2021-11-09
86.51000213623047,2021-11-10
92.87000274658203,2021-11-11
95.0,2021-11-12
91.37000274658203,2021-11-15
93.95999908447266,2021-11-16
89.7699966430664,2021-11-17
85.08000183105469,2021-11-18
81.87000274658203,2021-11-19
79.5199966430664,2021-11-22
79.2699966430664,2021-11-23
81.36000061035156,2021-11-24
68.45999908447266,2021-11-26
71.95999908447266,2021-11-29
66.5,2021-11-30
62.11000061035156,2021-12-01
59.279998779296875,2021-12-02
54.439998626708984,2021-12-03
56.0099983215332,2021-12-06
63.029998779296875,2021-12-07
62.43000030517578,2021-12-08
62.18000030517578,2021-12-09
63.619998931884766,2021-12-10
61.61000061035156,2021-12-13
61.619998931884766,2021-12-14
59.130001068115234,2021-12-15
57.09000015258789,2021-12-16
58.060001373291016,2021-12-17
54.779998779296875,2021-12-20
59.310001373291016,2021-12-21
58.439998626708984,2021-12-22
57.709999084472656,2021-12-23
56.959999084472656,2021-12-27
56.040000915527344,2021-12-28
54.0099983215332,2021-12-29
59.45000076293945,2021-12-30
58.29999923706055,2021-12-31
56.099998474121094,2022-01-03
49.81999969482422,2022-01-04
48.529998779296875,2022-01-05
52.130001068115234,2022-01-06
55.900001525878906,2022-01-07
56.9900016784668,2022-01-10
60.02000045776367,2022-01-11
60.380001068115234,2022-01-12
57.619998931884766,2022-01-13
60.40999984741211,2022-01-14
61.529998779296875,2022-01-18
64.3499984741211,2022-01-19
66.12000274658203,2022-01-20
62.40999984741211,2022-01-21
60.52000045776367,2022-01-24
59.5,2022-01-25
54.08000183105469,2022-01-26
50.83000183105469,2022-01-27
53.04999923706055,2022-01-28
59.84000015258789,2022-01-31
59.599998474121094,2022-02-01
57.790000915527344,2022-02-02
55.130001068115234,2022-02-03
55.849998474121094,2022-02-04
53.33000183105469,2022-02-07
60.15999984741211,2022-02-08
62.279998779296875,2022-02-09
63.20000076293945,2022-02-10
60.0,2022-02-11
59.15999984741211,2022-02-14
61.22999954223633,2022-02-15
60.20000076293945,2022-02-16
59.63999938964844,2022-02-17
56.029998779296875,2022-02-18
54.400001525878906,2022-02-22
51.81999969482422,2022-02-23
51.060001373291016,2022-02-24
51.650001525878906,2022-02-25
51.86000061035156,2022-02-28
50.97999954223633,2022-03-01
48.77000045776367,2022-03-02
45.220001220703125,2022-03-03
41.27000045776367,2022-03-04
38.61000061035156,2022-03-07
40.02000045776367,2022-03-08
43.34000015258789,2022-03-09
35.7599983215332,2022-03-10
32.130001068115234,2022-03-11
25.530000686645508,2022-03-14
27.309999465942383,2022-03-15
42.619998931884766,2022-03-16
39.369998931884766,2022-03-17
42.599998474121094,2022-03-18
39.9900016784668,2022-03-21
47.529998779296875,2022-03-22
49.400001525878906,2022-03-23
44.939998626708984,2022-03-24
44.2400016784668,2022-03-25
43.66999816894531,2022-03-28
44.29999923706055,2022-03-29
43.7599983215332,2022-03-30
40.11000061035156,2022-03-31
42.650001525878906,2022-04-01
49.29999923706055,2022-04-04
46.81999969482422,2022-04-05
45.290000915527344,2022-04-06
42.369998931884766,2022-04-07
42.599998474121094,2022-04-08
42.220001220703125,2022-04-11
41.470001220703125,2022-04-12
43.90999984741211,2022-04-13
40.029998779296875,2022-04-14
40.0099983215332,2022-04-18
39.79999923706055,2022-04-19
37.310001373291016,2022-04-20
34.75,2022-04-21
34.72999954223633,2022-04-22
35.599998474121094,2022-04-25
34.84000015258789,2022-04-26
37.41999816894531,2022-04-27
37.95000076293945,2022-04-28
