DOCU,Date
39.72999954223633,2018-04-27
38.630001068115234,2018-04-30
39.45000076293945,2018-05-01
39.31999969482422,2018-05-02
41.959999084472656,2018-05-03
41.09000015258789,2018-05-04
41.310001373291016,2018-05-07
43.220001220703125,2018-05-08
44.099998474121094,2018-05-09
44.0099983215332,2018-05-10
44.369998931884766,2018-05-11
44.189998626708984,2018-05-14
45.459999084472656,2018-05-15
45.22999954223633,2018-05-16
44.900001525878906,2018-05-17
44.779998779296875,2018-05-18
42.97999954223633,2018-05-21
43.04999923706055,2018-05-22
45.41999816894531,2018-05-23
46.79999923706055,2018-05-24
46.369998931884766,2018-05-25
48.43000030517578,2018-05-29
49.9900016784668,2018-05-30
49.810001373291016,2018-05-31
50.119998931884766,2018-06-01
53.650001525878906,2018-06-04
54.59000015258789,2018-06-05
57.36000061035156,2018-06-06
55.9900016784668,2018-06-07
57.91999816894531,2018-06-08
59.540000915527344,2018-06-11
61.81999969482422,2018-06-12
63.77000045776367,2018-06-13
63.529998779296875,2018-06-14
63.95000076293945,2018-06-15
63.900001525878906,2018-06-18
63.869998931884766,2018-06-19
62.459999084472656,2018-06-20
57.59000015258789,2018-06-21
57.54999923706055,2018-06-22
55.0,2018-06-25
56.470001220703125,2018-06-26
51.77000045776367,2018-06-27
53.040000915527344,2018-06-28
52.95000076293945,2018-06-29
52.34000015258789,2018-07-02
51.970001220703125,2018-07-03
54.619998931884766,2018-07-05
54.95000076293945,2018-07-06
55.349998474121094,2018-07-09
52.369998931884766,2018-07-10
51.97999954223633,2018-07-11
55.369998931884766,2018-07-12
55.33000183105469,2018-07-13
55.04999923706055,2018-07-16
54.09000015258789,2018-07-17
53.04999923706055,2018-07-18
52.36000061035156,2018-07-19
52.209999084472656,2018-07-20
55.529998779296875,2018-07-23
53.790000915527344,2018-07-24
54.689998626708984,2018-07-25
55.5099983215332,2018-07-26
54.81999969482422,2018-07-27
51.709999084472656,2018-07-30
53.900001525878906,2018-07-31
55.75,2018-08-01
58.90999984741211,2018-08-02
57.0099983215332,2018-08-03
60.0,2018-08-06
59.88999938964844,2018-08-07
61.349998474121094,2018-08-08
60.45000076293945,2018-08-09
58.20000076293945,2018-08-10
56.13999938964844,2018-08-13
57.849998474121094,2018-08-14
56.150001525878906,2018-08-15
57.689998626708984,2018-08-16
58.68000030517578,2018-08-17
61.220001220703125,2018-08-20
62.5,2018-08-21
61.84000015258789,2018-08-22
63.900001525878906,2018-08-23
65.54000091552734,2018-08-24
65.52999877929688,2018-08-27
66.30000305175781,2018-08-28
67.87000274658203,2018-08-29
65.0,2018-08-30
62.439998626708984,2018-08-31
64.8499984741211,2018-09-04
63.099998474121094,2018-09-05
57.849998474121094,2018-09-06
56.939998626708984,2018-09-07
53.93000030517578,2018-09-10
53.959999084472656,2018-09-11
57.18000030517578,2018-09-12
55.369998931884766,2018-09-13
53.790000915527344,2018-09-14
52.18000030517578,2018-09-17
53.029998779296875,2018-09-18
51.72999954223633,2018-09-19
52.22999954223633,2018-09-20
52.540000915527344,2018-09-21
51.83000183105469,2018-09-24
53.400001525878906,2018-09-25
52.540000915527344,2018-09-26
52.81999969482422,2018-09-27
52.56999969482422,2018-09-28
48.849998474121094,2018-10-01
46.400001525878906,2018-10-02
47.11000061035156,2018-10-03
45.79999923706055,2018-10-04
45.27000045776367,2018-10-05
43.22999954223633,2018-10-08
41.5099983215332,2018-10-09
40.599998474121094,2018-10-10
40.25,2018-10-11
44.63999938964844,2018-10-12
43.83000183105469,2018-10-15
47.720001220703125,2018-10-16
47.52000045776367,2018-10-17
46.2400016784668,2018-10-18
42.005001068115234,2018-10-19
42.459999084472656,2018-10-22
41.33000183105469,2018-10-23
39.16999816894531,2018-10-24
40.31999969482422,2018-10-25
41.18000030517578,2018-10-26
40.349998474121094,2018-10-29
41.7400016784668,2018-10-30
41.939998626708984,2018-10-31
41.849998474121094,2018-11-01
42.81999969482422,2018-11-02
42.40999984741211,2018-11-05
42.54999923706055,2018-11-06
43.880001068115234,2018-11-07
44.81999969482422,2018-11-08
44.43000030517578,2018-11-09
41.34000015258789,2018-11-12
42.59000015258789,2018-11-13
39.86000061035156,2018-11-14
40.369998931884766,2018-11-15
39.0,2018-11-16
37.40999984741211,2018-11-19
38.33000183105469,2018-11-20
40.7599983215332,2018-11-21
40.81999969482422,2018-11-23
41.11000061035156,2018-11-26
40.63999938964844,2018-11-27
41.81999969482422,2018-11-28
41.77000045776367,2018-11-29
41.7599983215332,2018-11-30
42.52000045776367,2018-12-03
41.470001220703125,2018-12-04
41.77000045776367,2018-12-06
39.65999984741211,2018-12-07
40.689998626708984,2018-12-10
41.65999984741211,2018-12-11
42.400001525878906,2018-12-12
43.150001525878906,2018-12-13
42.88999938964844,2018-12-14
41.75,2018-12-17
41.869998931884766,2018-12-18
41.11000061035156,2018-12-19
39.90999984741211,2018-12-20
37.9900016784668,2018-12-21
37.47999954223633,2018-12-24
39.650001525878906,2018-12-26
40.9900016784668,2018-12-27
40.5,2018-12-28
40.08000183105469,2018-12-31
40.81999969482422,2019-01-02
38.83000183105469,2019-01-03
40.900001525878906,2019-01-04
41.689998626708984,2019-01-07
42.08000183105469,2019-01-08
42.66999816894531,2019-01-09
44.029998779296875,2019-01-10
43.47999954223633,2019-01-11
43.220001220703125,2019-01-14
44.9900016784668,2019-01-15
43.060001373291016,2019-01-16
44.900001525878906,2019-01-17
47.0,2019-01-18
45.849998474121094,2019-01-22
45.400001525878906,2019-01-23
46.709999084472656,2019-01-24
48.56999969482422,2019-01-25
48.81999969482422,2019-01-28
48.29999923706055,2019-01-29
49.369998931884766,2019-01-30
49.45000076293945,2019-01-31
49.959999084472656,2019-02-01
51.040000915527344,2019-02-04
52.45000076293945,2019-02-05
51.29999923706055,2019-02-06
50.709999084472656,2019-02-07
51.77000045776367,2019-02-08
51.630001068115234,2019-02-11
52.65999984741211,2019-02-12
53.650001525878906,2019-02-13
53.33000183105469,2019-02-14
53.630001068115234,2019-02-15
54.33000183105469,2019-02-19
54.11000061035156,2019-02-20
53.83000183105469,2019-02-21
53.9900016784668,2019-02-22
54.7400016784668,2019-02-25
55.0099983215332,2019-02-26
55.540000915527344,2019-02-27
55.150001525878906,2019-02-28
56.290000915527344,2019-03-01
55.560001373291016,2019-03-04
55.7400016784668,2019-03-05
55.220001220703125,2019-03-06
55.5,2019-03-07
55.9900016784668,2019-03-08
57.150001525878906,2019-03-11
57.27000045776367,2019-03-12
57.65999984741211,2019-03-13
58.849998474121094,2019-03-14
56.470001220703125,2019-03-15
57.75,2019-03-18
56.65999984741211,2019-03-19
55.380001068115234,2019-03-20
57.08000183105469,2019-03-21
53.34000015258789,2019-03-22
52.59000015258789,2019-03-25
53.7400016784668,2019-03-26
51.880001068115234,2019-03-27
51.779998779296875,2019-03-28
51.84000015258789,2019-03-29
52.13999938964844,2019-04-01
53.720001220703125,2019-04-02
54.13999938964844,2019-04-03
53.34000015258789,2019-04-04
53.84000015258789,2019-04-05
53.810001373291016,2019-04-08
53.58000183105469,2019-04-09
55.90999984741211,2019-04-10
55.349998474121094,2019-04-11
55.25,2019-04-12
55.41999816894531,2019-04-15
55.209999084472656,2019-04-16
53.18000030517578,2019-04-17
52.790000915527344,2019-04-18
54.130001068115234,2019-04-22
55.2400016784668,2019-04-23
55.84000015258789,2019-04-24
57.0099983215332,2019-04-25
57.2599983215332,2019-04-26
57.65999984741211,2019-04-29
56.66999816894531,2019-04-30
55.81999969482422,2019-05-01
54.88999938964844,2019-05-02
56.459999084472656,2019-05-03
55.88999938964844,2019-05-06
53.22999954223633,2019-05-07
53.59000015258789,2019-05-08
53.5,2019-05-09
53.04999923706055,2019-05-10
50.41999816894531,2019-05-13
52.540000915527344,2019-05-14
53.66999816894531,2019-05-15
54.7400016784668,2019-05-16
53.59000015258789,2019-05-17
53.16999816894531,2019-05-20
54.7599983215332,2019-05-21
54.779998779296875,2019-05-22
53.209999084472656,2019-05-23
54.099998474121094,2019-05-24
54.470001220703125,2019-05-28
54.380001068115234,2019-05-29
55.47999954223633,2019-05-30
56.060001373291016,2019-05-31
50.56999969482422,2019-06-03
52.939998626708984,2019-06-04
53.31999969482422,2019-06-05
54.7400016784668,2019-06-06
48.15999984741211,2019-06-07
48.310001373291016,2019-06-10
47.900001525878906,2019-06-11
48.08000183105469,2019-06-12
48.279998779296875,2019-06-13
50.779998779296875,2019-06-14
52.75,2019-06-17
53.5099983215332,2019-06-18
53.09000015258789,2019-06-19
54.869998931884766,2019-06-20
52.83000183105469,2019-06-21
51.0099983215332,2019-06-24
49.83000183105469,2019-06-25
49.4900016784668,2019-06-26
50.650001525878906,2019-06-27
49.709999084472656,2019-06-28
50.650001525878906,2019-07-01
51.34000015258789,2019-07-02
51.650001525878906,2019-07-03
52.15999984741211,2019-07-05
51.650001525878906,2019-07-08
52.0,2019-07-09
51.349998474121094,2019-07-10
53.79999923706055,2019-07-11
53.20000076293945,2019-07-12
54.04999923706055,2019-07-15
53.619998931884766,2019-07-16
52.77000045776367,2019-07-17
53.04999923706055,2019-07-18
52.41999816894531,2019-07-19
52.369998931884766,2019-07-22
52.939998626708984,2019-07-23
54.349998474121094,2019-07-24
52.470001220703125,2019-07-25
54.68000030517578,2019-07-26
53.900001525878906,2019-07-29
54.150001525878906,2019-07-30
51.720001220703125,2019-07-31
49.93000030517578,2019-08-01
48.79999923706055,2019-08-02
44.70000076293945,2019-08-05
44.59000015258789,2019-08-06
45.040000915527344,2019-08-07
46.36000061035156,2019-08-08
45.33000183105469,2019-08-09
44.209999084472656,2019-08-12
45.619998931884766,2019-08-13
43.90999984741211,2019-08-14
44.130001068115234,2019-08-15
44.810001373291016,2019-08-16
44.540000915527344,2019-08-19
44.630001068115234,2019-08-20
45.02000045776367,2019-08-21
44.724998474121094,2019-08-22
43.97999954223633,2019-08-23
45.22999954223633,2019-08-26
44.7599983215332,2019-08-27
45.439998626708984,2019-08-28
46.41999816894531,2019-08-29
46.689998626708984,2019-08-30
46.61000061035156,2019-09-03
46.849998474121094,2019-09-04
46.25,2019-09-05
56.27000045776367,2019-09-06
58.56999969482422,2019-09-09
59.90999984741211,2019-09-10
63.29999923706055,2019-09-11
62.93000030517578,2019-09-12
62.4900016784668,2019-09-13
61.880001068115234,2019-09-16
61.900001525878906,2019-09-17
63.29999923706055,2019-09-18
63.36000061035156,2019-09-19
64.80000305175781,2019-09-20
64.5199966430664,2019-09-23
61.720001220703125,2019-09-24
62.61000061035156,2019-09-25
62.38999938964844,2019-09-26
60.63999938964844,2019-09-27
61.91999816894531,2019-09-30
60.88999938964844,2019-10-01
60.7599983215332,2019-10-02
62.209999084472656,2019-10-03
62.400001525878906,2019-10-04
65.05000305175781,2019-10-07
64.62000274658203,2019-10-08
67.04000091552734,2019-10-09
67.13999938964844,2019-10-10
66.52999877929688,2019-10-11
67.08999633789062,2019-10-14
66.98999786376953,2019-10-15
67.05999755859375,2019-10-16
66.72000122070312,2019-10-17
64.5199966430664,2019-10-18
66.02999877929688,2019-10-21
63.20000076293945,2019-10-22
62.83000183105469,2019-10-23
64.91000366210938,2019-10-24
65.4000015258789,2019-10-25
66.37000274658203,2019-10-28
66.38999938964844,2019-10-29
66.7699966430664,2019-10-30
66.19000244140625,2019-10-31
66.87999725341797,2019-11-01
68.44999694824219,2019-11-04
66.0,2019-11-05
66.08000183105469,2019-11-06
65.41000366210938,2019-11-07
66.7300033569336,2019-11-08
67.25,2019-11-11
67.01000213623047,2019-11-12
67.81999969482422,2019-11-13
67.75,2019-11-14
67.77999877929688,2019-11-15
66.66000366210938,2019-11-18
66.56999969482422,2019-11-19
67.88999938964844,2019-11-20
69.94000244140625,2019-11-21
71.12000274658203,2019-11-22
71.5,2019-11-25
72.30999755859375,2019-11-26
71.66000366210938,2019-11-27
71.20999908447266,2019-11-29
69.91999816894531,2019-12-02
70.68000030517578,2019-12-03
70.0,2019-12-04
69.5,2019-12-05
75.56999969482422,2019-12-06
75.45999908447266,2019-12-09
72.79000091552734,2019-12-10
72.45999908447266,2019-12-11
71.97000122070312,2019-12-12
73.72000122070312,2019-12-13
73.63999938964844,2019-12-16
73.62999725341797,2019-12-17
73.55000305175781,2019-12-18
73.37999725341797,2019-12-19
74.18000030517578,2019-12-20
73.3499984741211,2019-12-23
73.69999694824219,2019-12-24
74.44000244140625,2019-12-26
74.38999938964844,2019-12-27
73.75,2019-12-30
74.11000061035156,2019-12-31
75.9000015258789,2020-01-02
75.55999755859375,2020-01-03
75.38999938964844,2020-01-06
75.23999786376953,2020-01-07
76.2699966430664,2020-01-08
75.80000305175781,2020-01-09
74.83000183105469,2020-01-10
74.1500015258789,2020-01-13
72.80000305175781,2020-01-14
73.02999877929688,2020-01-15
73.08000183105469,2020-01-16
72.52999877929688,2020-01-17
73.12999725341797,2020-01-21
74.4000015258789,2020-01-22
74.33000183105469,2020-01-23
74.18000030517578,2020-01-24
72.7699966430664,2020-01-27
74.93000030517578,2020-01-28
76.91999816894531,2020-01-29
79.11000061035156,2020-01-30
78.51000213623047,2020-01-31
80.62999725341797,2020-02-03
82.0199966430664,2020-02-04
80.73999786376953,2020-02-05
81.44000244140625,2020-02-06
83.16000366210938,2020-02-07
84.61000061035156,2020-02-10
85.33000183105469,2020-02-11
87.33000183105469,2020-02-12
88.02999877929688,2020-02-13
89.41000366210938,2020-02-14
90.76000213623047,2020-02-18
91.48999786376953,2020-02-19
90.30999755859375,2020-02-20
88.7300033569336,2020-02-21
86.37000274658203,2020-02-24
83.05999755859375,2020-02-25
83.58000183105469,2020-02-26
83.20999908447266,2020-02-27
86.30999755859375,2020-02-28
87.95999908447266,2020-03-02
85.80999755859375,2020-03-03
89.55000305175781,2020-03-04
88.5999984741211,2020-03-05
84.0199966430664,2020-03-06
77.62999725341797,2020-03-09
79.81999969482422,2020-03-10
75.0,2020-03-11
68.68000030517578,2020-03-12
77.31999969482422,2020-03-13
72.30999755859375,2020-03-16
70.94000244140625,2020-03-17
76.61000061035156,2020-03-18
75.87999725341797,2020-03-19
79.69999694824219,2020-03-20
83.5,2020-03-23
85.0,2020-03-24
81.37000274658203,2020-03-25
83.66000366210938,2020-03-26
82.56999969482422,2020-03-27
88.13999938964844,2020-03-30
92.4000015258789,2020-03-31
92.08999633789062,2020-04-01
84.04000091552734,2020-04-02
79.0,2020-04-03
90.1500015258789,2020-04-06
87.97000122070312,2020-04-07
88.37000274658203,2020-04-08
90.62999725341797,2020-04-09
93.97000122070312,2020-04-13
98.43000030517578,2020-04-14
100.52999877929688,2020-04-15
100.68000030517578,2020-04-16
100.3499984741211,2020-04-17
101.80000305175781,2020-04-20
99.33000183105469,2020-04-21
101.79000091552734,2020-04-22
102.19000244140625,2020-04-23
105.06999969482422,2020-04-24
108.25,2020-04-27
103.94000244140625,2020-04-28
103.4000015258789,2020-04-29
104.75,2020-04-30
103.5199966430664,2020-05-01
107.08000183105469,2020-05-04
109.3499984741211,2020-05-05
115.48999786376953,2020-05-06
117.69999694824219,2020-05-07
116.55999755859375,2020-05-08
120.6500015258789,2020-05-11
120.26000213623047,2020-05-12
119.06999969482422,2020-05-13
122.01000213623047,2020-05-14
125.87999725341797,2020-05-15
122.91999816894531,2020-05-18
127.22000122070312,2020-05-19
128.77000427246094,2020-05-20
132.85000610351562,2020-05-21
133.0,2020-05-22
128.9499969482422,2020-05-26
126.54000091552734,2020-05-27
127.80000305175781,2020-05-28
139.74000549316406,2020-05-29
147.22000122070312,2020-06-01
147.67999267578125,2020-06-02
147.4499969482422,2020-06-03
140.05999755859375,2020-06-04
139.63999938964844,2020-06-05
146.5399932861328,2020-06-08
141.9199981689453,2020-06-09
148.0500030517578,2020-06-10
148.89999389648438,2020-06-11
150.60000610351562,2020-06-12
162.69000244140625,2020-06-15
163.0500030517578,2020-06-16
161.7100067138672,2020-06-17
162.3000030517578,2020-06-18
161.4199981689453,2020-06-19
168.3000030517578,2020-06-22
166.8000030517578,2020-06-23
163.91000366210938,2020-06-24
168.39999389648438,2020-06-25
177.5800018310547,2020-06-26
171.6699981689453,2020-06-29
172.2100067138672,2020-06-30
178.9600067138672,2020-07-01
190.99000549316406,2020-07-02
190.66000366210938,2020-07-06
197.75,2020-07-07
206.35000610351562,2020-07-08
212.4199981689453,2020-07-09
210.11000061035156,2020-07-10
190.02000427246094,2020-07-13
196.42999267578125,2020-07-14
192.8300018310547,2020-07-15
191.72000122070312,2020-07-16
196.41000366210938,2020-07-17
201.99000549316406,2020-07-20
201.02999877929688,2020-07-21
203.97999572753906,2020-07-22
198.49000549316406,2020-07-23
190.9499969482422,2020-07-24
196.27000427246094,2020-07-27
196.72999572753906,2020-07-28
209.14999389648438,2020-07-29
213.94000244140625,2020-07-30
216.8300018310547,2020-07-31
226.27999877929688,2020-08-03
227.67999267578125,2020-08-04
226.02000427246094,2020-08-05
215.67999267578125,2020-08-06
204.75999450683594,2020-08-07
198.3800048828125,2020-08-10
191.82000732421875,2020-08-11
193.3000030517578,2020-08-12
199.3800048828125,2020-08-13
199.7100067138672,2020-08-14
207.6999969482422,2020-08-17
209.47000122070312,2020-08-18
208.2100067138672,2020-08-19
214.47999572753906,2020-08-20
210.17999267578125,2020-08-21
204.49000549316406,2020-08-24
205.08999633789062,2020-08-25
214.41000366210938,2020-08-26
214.77000427246094,2020-08-27
215.24000549316406,2020-08-28
223.0,2020-08-31
268.79998779296875,2020-09-01
265.1600036621094,2020-09-02
242.00999450683594,2020-09-03
216.25999450683594,2020-09-04
205.6300048828125,2020-09-08
211.7899932861328,2020-09-09
205.9499969482422,2020-09-10
197.94000244140625,2020-09-11
