IFF,Date
2.337068796157837,1975-08-14
2.3589117527008057,1975-08-15
2.2715437412261963,1975-08-18
2.206019401550293,1975-08-19
2.227860450744629,1975-08-20
2.227860450744629,1975-08-21
2.337068796157837,1975-08-22
2.347989320755005,1975-08-25
2.282464027404785,1975-08-26
2.3152287006378174,1975-08-27
2.4025933742523193,1975-08-28
2.380751848220825,1975-08-29
2.32614803314209,1975-09-02
2.282464027404785,1975-09-03
2.282464027404785,1975-09-04
2.1732559204101562,1975-09-05
2.216938018798828,1975-09-08
2.151414632797241,1975-09-09
2.0094428062438965,1975-09-10
2.0749692916870117,1975-09-11
2.0858888626098633,1975-09-12
2.0531256198883057,1975-09-15
2.059699535369873,1975-09-16
2.0925676822662354,1975-09-17
2.048743963241577,1975-09-18
2.1473469734191895,1975-09-19
2.1035237312316895,1975-09-22
2.059699535369873,1975-09-23
2.0925676822662354,1975-09-24
2.0816116333007812,1975-09-25
2.0706560611724854,1975-09-26
2.0816116333007812,1975-09-29
2.0268313884735107,1975-09-30
2.004920244216919,1975-10-01
2.004920244216919,1975-10-02
2.0706560611724854,1975-10-03
2.191169500350952,1975-10-06
2.191169500350952,1975-10-07
2.3555071353912354,1975-10-08
2.256906270980835,1975-10-09
2.2021265029907227,1975-10-10
2.2678608894348145,1975-10-13
2.2459495067596436,1975-10-14
2.2021265029907227,1975-10-15
2.1473469734191895,1975-10-16
2.213082790374756,1975-10-17
2.1802139282226562,1975-10-20
2.1583032608032227,1975-10-21
2.125434160232544,1975-10-22
2.125434160232544,1975-10-23
2.125434160232544,1975-10-24
2.224036931991577,1975-10-27
2.289771556854248,1975-10-28
2.213082790374756,1975-10-29
2.213082790374756,1975-10-30
2.1802139282226562,1975-10-31
2.1692564487457275,1975-11-03
2.125434160232544,1975-11-04
2.1802139282226562,1975-11-05
2.1473469734191895,1975-11-06
2.1363911628723145,1975-11-07
2.125434160232544,1975-11-10
2.1035237312316895,1975-11-11
2.1583032608032227,1975-11-12
2.2349939346313477,1975-11-13
2.2459495067596436,1975-11-14
2.191169500350952,1975-11-17
2.2349939346313477,1975-11-18
2.213082790374756,1975-11-19
2.2021265029907227,1975-11-20
2.224036931991577,1975-11-21
2.2021265029907227,1975-11-24
2.224036931991577,1975-11-25
2.256906270980835,1975-11-26
2.2678608894348145,1975-11-28
2.300729751586914,1975-12-01
2.191169500350952,1975-12-02
2.1473469734191895,1975-12-03
2.1583032608032227,1975-12-04
2.1144776344299316,1975-12-05
2.1144776344299316,1975-12-08
2.191169500350952,1975-12-09
2.1692564487457275,1975-12-10
2.1473469734191895,1975-12-11
2.1473469734191895,1975-12-12
2.1144776344299316,1975-12-15
2.1654820442199707,1975-12-16
2.110523223876953,1975-12-17
2.1215150356292725,1975-12-18
2.0775439739227295,1975-12-19
2.044567584991455,1975-12-22
2.110523223876953,1975-12-23
2.1874687671661377,1975-12-24
2.176476001739502,1975-12-26
2.099529981613159,1975-12-29
2.088536500930786,1975-12-30
2.110523223876953,1975-12-31
2.110523223876953,1976-01-02
2.198460817337036,1976-01-05
2.2644147872924805,1976-01-06
2.2424299716949463,1976-01-07
2.2534215450286865,1976-01-08
2.198460817337036,1976-01-09
2.220444917678833,1976-01-12
2.2424299716949463,1976-01-13
2.2424299716949463,1976-01-14
2.2644147872924805,1976-01-15
2.2863986492156982,1976-01-16
2.2754063606262207,1976-01-19
2.2644147872924805,1976-01-20
2.2094528675079346,1976-01-21
2.1544911861419678,1976-01-22
2.3083841800689697,1976-01-23
2.4622745513916016,1976-01-26
2.374335289001465,1976-01-27
2.3633437156677246,1976-01-28
2.418306589126587,1976-01-29
2.4292991161346436,1976-01-30
2.473268747329712,1976-02-02
2.4622745513916016,1976-02-03
2.418306589126587,1976-02-04
2.2973906993865967,1976-02-05
2.3303675651550293,1976-02-06
2.3303675651550293,1976-02-09
2.2644147872924805,1976-02-10
2.2534215450286865,1976-02-11
2.2424299716949463,1976-02-12
2.198460817337036,1976-02-13
2.198460817337036,1976-02-17
2.220444917678833,1976-02-18
2.2314367294311523,1976-02-19
2.2094528675079346,1976-02-20
2.176476001739502,1976-02-23
2.13250470161438,1976-02-24
2.1654820442199707,1976-02-25
2.1544911861419678,1976-02-26
2.044567584991455,1976-02-27
2.000598669052124,1976-03-01
2.110523223876953,1976-03-02
2.110523223876953,1976-03-03
2.110523223876953,1976-03-04
2.13250470161438,1976-03-05
2.2424299716949463,1976-03-08
2.2863986492156982,1976-03-09
2.2863986492156982,1976-03-10
2.3083841800689697,1976-03-11
2.220444917678833,1976-03-12
2.176476001739502,1976-03-15
2.227644681930542,1976-03-16
2.260730028152466,1976-03-17
2.227644681930542,1976-03-18
2.216618061065674,1976-03-19
2.216618061065674,1976-03-22
2.2386724948883057,1976-03-23
2.3158698081970215,1976-03-24
2.3048410415649414,1976-03-25
2.227644681930542,1976-03-26
2.227644681930542,1976-03-29
2.249701499938965,1976-03-30
2.3158698081970215,1976-03-31
2.2386724948883057,1976-04-01
2.194561719894409,1976-04-02
2.2386724948883057,1976-04-05
2.2717580795288086,1976-04-06
2.282785654067993,1976-04-07
2.293813467025757,1976-04-08
2.3158698081970215,1976-04-09
2.293813467025757,1976-04-12
2.326897382736206,1976-04-13
2.3048410415649414,1976-04-14
2.3489530086517334,1976-04-15
2.404093027114868,1976-04-19
2.4371771812438965,1976-04-20
2.359980583190918,1976-04-21
2.3710083961486816,1976-04-22
2.359980583190918,1976-04-23
2.3489530086517334,1976-04-26
2.3158698081970215,1976-04-27
2.326897382736206,1976-04-28
2.282785654067993,1976-04-29
2.205590009689331,1976-04-30
2.282785654067993,1976-05-03
2.282785654067993,1976-05-04
2.205590009689331,1976-05-05
2.205590009689331,1976-05-06
2.227644681930542,1976-05-07
2.227644681930542,1976-05-10
2.249701499938965,1976-05-11
2.183534622192383,1976-05-12
2.1283938884735107,1976-05-13
2.095309257507324,1976-05-14
2.073254346847534,1976-05-17
2.0401694774627686,1976-05-18
2.0511975288391113,1976-05-19
2.095309257507324,1976-05-20
2.0511975288391113,1976-05-21
2.029142141342163,1976-05-24
2.0622265338897705,1976-05-25
2.029142141342163,1976-05-26
2.029142141342163,1976-05-27
2.0070858001708984,1976-05-28
1.962974190711975,1976-06-01
1.9740021228790283,1976-06-02
1.8637213706970215,1976-06-03
1.8968067169189453,1976-06-04
1.9078350067138672,1976-06-07
1.929891586303711,1976-06-08
1.9409188032150269,1976-06-09
1.91886305809021,1976-06-10
2.029142141342163,1976-06-11
2.106337785720825,1976-06-14
2.1908743381500244,1976-06-15
2.1908743381500244,1976-06-16
2.2130043506622314,1976-06-17
2.2130043506622314,1976-06-18
2.2130043506622314,1976-06-21
2.1687450408935547,1976-06-22
2.2019405364990234,1976-06-23
2.2019405364990234,1976-06-24
2.2130043506622314,1976-06-25
2.2130043506622314,1976-06-28
2.224069595336914,1976-06-29
2.235133409500122,1976-06-30
2.224069595336914,1976-07-01
2.1908743381500244,1976-07-02
2.224069595336914,1976-07-06
2.2130043506622314,1976-07-07
2.2572646141052246,1976-07-08
2.2683305740356445,1976-07-09
2.3125905990600586,1976-07-12
2.323655128479004,1976-07-13
2.323655128479004,1976-07-14
2.2904605865478516,1976-07-15
2.2904605865478516,1976-07-16
2.2461986541748047,1976-07-19
2.1908743381500244,1976-07-20
2.146613359451294,1976-07-21
2.157679319381714,1976-07-22
2.146613359451294,1976-07-23
2.0580942630767822,1976-07-26
2.113419532775879,1976-07-27
2.0691587924957275,1976-07-28
2.035964250564575,1976-07-29
2.0138328075408936,1976-07-30
1.9585105180740356,1976-08-02
2.0138328075408936,1976-08-03
2.1244845390319824,1976-08-04
2.2572646141052246,1976-08-05
2.2572646141052246,1976-08-06
2.2572646141052246,1976-08-09
2.301525115966797,1976-08-10
2.235133409500122,1976-08-11
2.2130043506622314,1976-08-12
2.2019405364990234,1976-08-13
2.1908743381500244,1976-08-16
2.1908743381500244,1976-08-17
2.1798102855682373,1976-08-18
2.113419532775879,1976-08-19
2.0470287799835205,1976-08-20
2.0691587924957275,1976-08-23
2.0580942630767822,1976-08-24
2.1244845390319824,1976-08-25
2.080223321914673,1976-08-26
2.0580942630767822,1976-08-27
2.0580942630767822,1976-08-30
2.080223321914673,1976-08-31
2.113419532775879,1976-09-01
2.1023547649383545,1976-09-02
2.157679319381714,1976-09-03
2.235133409500122,1976-09-07
2.2461986541748047,1976-09-08
2.2683305740356445,1976-09-09
2.2572646141052246,1976-09-10
2.2572646141052246,1976-09-13
2.1908743381500244,1976-09-14
2.235133409500122,1976-09-15
2.3125905990600586,1976-09-16
2.3125905990600586,1976-09-17
2.2650671005249023,1976-09-20
2.2983782291412354,1976-09-21
2.2872743606567383,1976-09-22
2.2650671005249023,1976-09-23
2.231757164001465,1976-09-24
2.231757164001465,1976-09-27
2.2095518112182617,1976-09-28
2.198448419570923,1976-09-29
2.1762423515319824,1976-09-30
2.15403413772583,1976-10-01
2.1762423515319824,1976-10-04
2.12072491645813,1976-10-05
2.12072491645813,1976-10-06
2.1096222400665283,1976-10-07
2.12072491645813,1976-10-08
2.1096222400665283,1976-10-11
2.12072491645813,1976-10-12
2.1096222400665283,1976-10-13
2.054105758666992,1976-10-14
2.0874147415161133,1976-10-15
2.054105758666992,1976-10-18
2.031899929046631,1976-10-19
2.0430028438568115,1976-10-20
2.031899929046631,1976-10-21
2.009692668914795,1976-10-22
1.9874866008758545,1976-10-25
2.02079439163208,1976-10-26
2.02079439163208,1976-10-27
1.9763822555541992,1976-10-28
1.9874866008758545,1976-10-29
1.9097639322280884,1976-11-01
1.8653501272201538,1976-11-03
1.9319698810577393,1976-11-04
1.9319698810577393,1976-11-05
1.9430723190307617,1976-11-08
1.9319698810577393,1976-11-09
1.9319698810577393,1976-11-10
1.9319698810577393,1976-11-11
1.9319698810577393,1976-11-12
1.9319698810577393,1976-11-15
1.9319698810577393,1976-11-16
1.9208670854568481,1976-11-17
1.954176664352417,1976-11-18
1.9097639322280884,1976-11-19
1.9097639322280884,1976-11-22
1.843144178390503,1976-11-23
1.7987301349639893,1976-11-24
1.8542464971542358,1976-11-26
1.7765240669250488,1976-11-29
1.6988009214401245,1976-11-30
1.7321102619171143,1976-12-01
1.7765240669250488,1976-12-02
1.843144178390503,1976-12-03
1.8764539957046509,1976-12-06
1.8764539957046509,1976-12-07
1.9097639322280884,1976-12-08
1.9319698810577393,1976-12-09
1.954176664352417,1976-12-10
1.8653501272201538,1976-12-13
1.843144178390503,1976-12-14
1.8542464971542358,1976-12-15
1.8653501272201538,1976-12-16
1.886334776878357,1976-12-17
1.886334776878357,1976-12-20
1.9309810400009155,1976-12-21
1.953303575515747,1976-12-22
1.9421429634094238,1976-12-23
1.9421429634094238,1976-12-27
1.953303575515747,1976-12-28
1.9644660949707031,1976-12-29
1.9867892265319824,1976-12-30
1.9756293296813965,1976-12-31
1.953303575515747,1977-01-03
1.9421429634094238,1977-01-04
1.8751723766326904,1977-01-05
1.8974957466125488,1977-01-06
1.8974957466125488,1977-01-07
1.8974957466125488,1977-01-10
1.9086573123931885,1977-01-11
1.886334776878357,1977-01-12
1.9086573123931885,1977-01-13
1.9086573123931885,1977-01-14
1.8974957466125488,1977-01-17
1.8640103340148926,1977-01-18
1.8640103340148926,1977-01-19
1.8528494834899902,1977-01-20
1.8193633556365967,1977-01-21
1.7635549306869507,1977-01-24
1.7635549306869507,1977-01-25
1.7300684452056885,1977-01-26
1.741231083869934,1977-01-27
1.7189091444015503,1977-01-28
1.7189091444015503,1977-01-31
1.741231083869934,1977-02-01
1.7077462673187256,1977-02-02
1.6965839862823486,1977-02-03
1.7077462673187256,1977-02-04
1.6519378423690796,1977-02-07
1.6854220628738403,1977-02-08
1.6854220628738403,1977-02-09
1.7300684452056885,1977-02-10
1.7300684452056885,1977-02-11
1.7300684452056885,1977-02-14
1.7300684452056885,1977-02-15
1.7300684452056885,1977-02-16
1.6965839862823486,1977-02-17
1.6965839862823486,1977-02-18
1.741231083869934,1977-02-22
1.6965839862823486,1977-02-23
1.6965839862823486,1977-02-24
1.6854220628738403,1977-02-25
1.6742610931396484,1977-02-28
1.7300684452056885,1977-03-01
1.7523926496505737,1977-03-02
1.7858785390853882,1977-03-03
1.8193633556365967,1977-03-04
1.8082019090652466,1977-03-07
1.7523926496505737,1977-03-08
1.7300684452056885,1977-03-09
1.7635549306869507,1977-03-10
1.7747164964675903,1977-03-11
1.7970401048660278,1977-03-14
1.8293625116348267,1977-03-15
1.7956936359405518,1977-03-16
1.7956936359405518,1977-03-17
1.80691659450531,1977-03-18
1.7956936359405518,1977-03-21
1.818139672279358,1977-03-22
1.7956936359405518,1977-03-23
1.8518098592758179,1977-03-24
1.8405859470367432,1977-03-25
1.8405859470367432,1977-03-28
1.8630326986312866,1977-03-29
1.8405859470367432,1977-03-30
1.8293625116348267,1977-03-31
1.7844702005386353,1977-04-01
1.7732473611831665,1977-04-04
1.739576816558838,1977-04-05
1.762023687362671,1977-04-06
1.7283562421798706,1977-04-07
1.7508008480072021,1977-04-11
1.7732473611831665,1977-04-12
1.739576816558838,1977-04-13
1.7956936359405518,1977-04-14
1.8293625116348267,1977-04-15
1.8293625116348267,1977-04-18
1.8518098592758179,1977-04-19
1.8518098592758179,1977-04-20
1.7732473611831665,1977-04-21
1.7508008480072021,1977-04-22
1.6834628582000732,1977-04-25
1.672239899635315,1977-04-26
1.6610169410705566,1977-04-27
1.6497944593429565,1977-04-28
1.6946851015090942,1977-04-29
1.6946851015090942,1977-05-02
1.6834628582000732,1977-05-03
1.6834628582000732,1977-05-04
1.7283562421798706,1977-05-05
1.7508008480072021,1977-05-06
1.7283562421798706,1977-05-09
1.7171319723129272,1977-05-10
1.7171319723129272,1977-05-11
1.7059082984924316,1977-05-12
1.7844702005386353,1977-05-13
1.80691659450531,1977-05-16
1.8293625116348267,1977-05-17
1.8518098592758179,1977-05-18
1.7956936359405518,1977-05-19
1.7844702005386353,1977-05-20
1.7508008480072021,1977-05-23
1.762023687362671,1977-05-24
1.7283562421798706,1977-05-25
1.739576816558838,1977-05-26
1.6946851015090942,1977-05-27
1.7059082984924316,1977-05-31
1.7508008480072021,1977-06-01
1.7283562421798706,1977-06-02
1.7956936359405518,1977-06-03
1.7956936359405518,1977-06-06
1.8293625116348267,1977-06-07
1.8405859470367432,1977-06-08
1.8405859470367432,1977-06-09
1.8630326986312866,1977-06-10
1.885478138923645,1977-06-13
1.952751874923706,1977-06-14
1.9414652585983276,1977-06-15
1.9866143465042114,1977-06-16
1.964038372039795,1977-06-17
1.975327491760254,1977-06-20
1.997902512550354,1977-06-21
1.952751874923706,1977-06-22
1.9414652585983276,1977-06-23
1.9188897609710693,1977-06-24
1.896315574645996,1977-06-27
1.9188897609710693,1977-06-28
1.952751874923706,1977-06-29
1.975327491760254,1977-06-30
1.9414652585983276,1977-07-01
1.952751874923706,1977-07-05
1.896315574645996,1977-07-06
1.8850276470184326,1977-07-07
1.8850276470184326,1977-07-08
1.952751874923706,1977-07-11
1.9188897609710693,1977-07-12
1.9414652585983276,1977-07-13
1.964038372039795,1977-07-15
1.9866143465042114,1977-07-18
2.0204780101776123,1977-07-19
1.997902512550354,1977-07-20
1.997902512550354,1977-07-21
1.9866143465042114,1977-07-22
1.9414652585983276,1977-07-25
1.9301776885986328,1977-07-26
1.862451434135437,1977-07-27
1.896315574645996,1977-07-28
1.9301776885986328,1977-07-29
1.9301776885986328,1977-08-01
1.862451434135437,1977-08-02
1.8737400770187378,1977-08-03
1.8850276470184326,1977-08-04
1.8737400770187378,1977-08-05
1.8850276470184326,1977-08-08
1.8737400770187378,1977-08-09
1.9076032638549805,1977-08-10
1.8850276470184326,1977-08-11
1.896315574645996,1977-08-12
1.896315574645996,1977-08-15
1.896315574645996,1977-08-16
1.896315574645996,1977-08-17
1.9188897609710693,1977-08-18
1.9188897609710693,1977-08-19
1.9301776885986328,1977-08-22
1.964038372039795,1977-08-23
1.9866143465042114,1977-08-24
1.975327491760254,1977-08-25
1.9866143465042114,1977-08-26
2.0656280517578125,1977-08-29
2.0994911193847656,1977-08-30
2.0882022380828857,1977-08-31
2.076916456222534,1977-09-01
2.0543408393859863,1977-09-02
2.0430517196655273,1977-09-06
2.0994911193847656,1977-09-07
2.0994911193847656,1977-09-08
2.076916456222534,1977-09-09
2.0882022380828857,1977-09-12
2.076916456222534,1977-09-13
2.0882022380828857,1977-09-14
2.08774995803833,1977-09-15
2.08774995803833,1977-09-16
2.065056324005127,1977-09-19
2.0423641204833984,1977-09-20
1.9742834568023682,1977-09-21
2.0196714401245117,1977-09-22
2.0196714401245117,1977-09-23
2.0083236694335938,1977-09-26
2.0083236694335938,1977-09-27
1.99697744846344,1977-09-28
2.0423641204833984,1977-09-29
2.0423641204833984,1977-09-30
2.0196714401245117,1977-10-03
2.0083236694335938,1977-10-04
1.9856313467025757,1977-10-05
2.0083236694335938,1977-10-06
1.9742834568023682,1977-10-07
1.9288986921310425,1977-10-10
1.8948602676391602,1977-10-11
1.8721668720245361,1977-10-12
1.849472999572754,1977-10-13
1.8721668720245361,1977-10-14
1.8721668720245361,1977-10-17
1.7927407026290894,1977-10-18
1.80408775806427,1977-10-19
1.7927407026290894,1977-10-20
1.8267804384231567,1977-10-21
1.80408775806427,1977-10-24
1.7813959121704102,1977-10-25
1.8381274938583374,1977-10-26
1.8381274938583374,1977-10-27
1.860819935798645,1977-10-28
1.8381274938583374,1977-10-31
1.7700473070144653,1977-11-01
1.747355580329895,1977-11-02
1.7700473070144653,1977-11-03
1.7587013244628906,1977-11-04
1.80408775806427,1977-11-07
1.7927407026290894,1977-11-08
1.849472999572754,1977-11-09
1.9062069654464722,1977-11-10
1.9062069654464722,1977-11-11
1.9515926837921143,1977-11-14
2.053709030151367,1977-11-15
2.053709030151367,1977-11-16
2.0764033794403076,1977-11-17
2.065056324005127,1977-11-18
2.0764033794403076,1977-11-21
2.099095106124878,1977-11-22
2.133136034011841,1977-11-23
2.121788740158081,1977-11-25
2.0196714401245117,1977-11-28
2.0423641204833984,1977-11-29
2.0764033794403076,1977-11-30
2.0764033794403076,1977-12-01
2.0196714401245117,1977-12-02
1.99697744846344,1977-12-05
1.9742834568023682,1977-12-06
1.9742834568023682,1977-12-07
2.0310168266296387,1977-12-08
2.0310168266296387,1977-12-09
1.99697744846344,1977-12-12
1.9742834568023682,1977-12-13
2.0083236694335938,1977-12-14
1.9856313467025757,1977-12-15
1.9856313467025757,1977-12-16
1.952743649482727,1977-12-19
1.9870015382766724,1977-12-20
1.964162826538086,1977-12-21
1.9870015382766724,1977-12-22
2.0326802730560303,1977-12-23
2.055518388748169,1977-12-27
2.1011977195739746,1977-12-28
2.089777946472168,1977-12-29
2.089777946472168,1977-12-30
2.055518388748169,1978-01-03
1.9870015382766724,1978-01-04
1.9870015382766724,1978-01-05
1.964162826538086,1978-01-06
1.9070663452148438,1978-01-09
1.9070663452148438,1978-01-10
1.9184848070144653,1978-01-11
1.941322922706604,1978-01-12
1.9184848070144653,1978-01-13
1.929904580116272,1978-01-16
1.929904580116272,1978-01-17
1.9184848070144653,1978-01-18
1.9184848070144653,1978-01-19
1.8956458568572998,1978-01-20
1.8613861799240112,1978-01-23
1.8613861799240112,1978-01-24
1.9184848070144653,1978-01-25
1.8956458568572998,1978-01-26
1.8728057146072388,1978-01-27
1.8956458568572998,1978-01-30
1.8956458568572998,1978-01-31
1.9070663452148438,1978-02-01
1.9984207153320312,1978-02-02
1.964162826538086,1978-02-03
1.941322922706604,1978-02-06
1.952743649482727,1978-02-07
1.9755833148956299,1978-02-08
1.941322922706604,1978-02-09
1.941322922706604,1978-02-10
1.8956458568572998,1978-02-13
1.8956458568572998,1978-02-14
1.9070663452148438,1978-02-15
1.8728057146072388,1978-02-16
1.8385467529296875,1978-02-17
1.804288387298584,1978-02-21
1.8385467529296875,1978-02-22
1.8271280527114868,1978-02-23
1.8956458568572998,1978-02-24
1.8956458568572998,1978-02-27
1.8728057146072388,1978-02-28
1.884225845336914,1978-03-01
1.8728057146072388,1978-03-02
1.8956458568572998,1978-03-03
1.8728057146072388,1978-03-06
1.8956458568572998,1978-03-07
1.8728057146072388,1978-03-08
1.8956458568572998,1978-03-09
1.8956458568572998,1978-03-10
1.9070663452148438,1978-03-13
1.8728057146072388,1978-03-14
1.8971821069717407,1978-03-15
1.9086812734603882,1978-03-16
1.931676983833313,1978-03-17
1.9431748390197754,1978-03-20
1.9431748390197754,1978-03-21
1.9086812734603882,1978-03-22
1.8511896133422852,1978-03-23
1.8511896133422852,1978-03-27
1.8511896133422852,1978-03-28
1.8971821069717407,1978-03-29
1.931676983833313,1978-03-30
1.931676983833313,1978-03-31
1.8741865158081055,1978-04-03
1.8741865158081055,1978-04-04
1.9201794862747192,1978-04-05
1.9201794862747192,1978-04-06
1.9546728134155273,1978-04-07
1.9431748390197754,1978-04-10
1.8971821069717407,1978-04-11
1.9201794862747192,1978-04-12
1.9201794862747192,1978-04-13
1.9431748390197754,1978-04-14
1.9661712646484375,1978-04-17
1.9086812734603882,1978-04-18
1.9546728134155273,1978-04-19
2.000664234161377,1978-04-20
1.9661712646484375,1978-04-21
1.9776697158813477,1978-04-24
2.046656608581543,1978-04-25
2.0696535110473633,1978-04-26
2.0581557750701904,1978-04-27
2.0696535110473633,1978-04-28
2.1156461238861084,1978-05-01
2.1156461238861084,1978-05-02
2.1041476726531982,1978-05-03
2.1041476726531982,1978-05-04
2.184634208679199,1978-05-05
2.1961324214935303,1978-05-08
2.2306265830993652,1978-05-09
2.207629442214966,1978-05-10
2.2306265830993652,1978-05-11
2.276618242263794,1978-05-12
2.265119791030884,1978-05-15
2.288116693496704,1978-05-16
2.288116693496704,1978-05-17
2.207629442214966,1978-05-18
2.138641357421875,1978-05-19
2.1961324214935303,1978-05-22
2.1961324214935303,1978-05-23
2.1731369495391846,1978-05-24
2.1041476726531982,1978-05-25
2.1156461238861084,1978-05-26
2.1156461238861084,1978-05-30
2.207629442214966,1978-05-31
2.265119791030884,1978-06-01
2.265119791030884,1978-06-02
2.3226113319396973,1978-06-05
2.4030983448028564,1978-06-06
2.391599655151367,1978-06-07
2.4260919094085693,1978-06-08
2.4260919094085693,1978-06-09
2.391599655151367,1978-06-12
2.3571054935455322,1978-06-13
2.3816146850585938,1978-06-14
2.3122482299804688,1978-06-15
2.242879629135132,1978-06-16
2.219756841659546,1978-06-19
2.2544422149658203,1978-06-20
2.242879629135132,1978-06-21
2.2660021781921387,1978-06-22
2.2660021781921387,1978-06-23
2.196636438369751,1978-06-26
2.1272683143615723,1978-06-27
2.161951780319214,1978-06-28
2.1272683143615723,1978-06-29
2.161951780319214,1978-06-30
