OSI,Date
9.770000457763672,2022-08-30
9.739999771118164,2022-08-31
9.75,2022-09-01
9.75,2022-09-02
9.739999771118164,2022-09-06
9.739999771118164,2022-09-07
9.739999771118164,2022-09-08
9.739999771118164,2022-09-09
9.739999771118164,2022-09-12
9.770000457763672,2022-09-13
9.800000190734863,2022-09-14
9.760000228881836,2022-09-15
9.760000228881836,2022-09-16
9.760000228881836,2022-09-19
9.760000228881836,2022-09-20
9.770000457763672,2022-09-21
9.770000457763672,2022-09-22
9.770000457763672,2022-09-23
9.800000190734863,2022-09-26
9.800000190734863,2022-09-27
9.800000190734863,2022-09-28
9.800000190734863,2022-09-29
9.800000190734863,2022-09-30
9.800000190734863,2022-10-03
9.8100004196167,2022-10-04
9.8100004196167,2022-10-05
9.819999694824219,2022-10-06
9.819999694824219,2022-10-07
9.829999923706055,2022-10-10
9.829999923706055,2022-10-11
9.829999923706055,2022-10-12
9.779999732971191,2022-10-13
9.800000190734863,2022-10-14
9.800000190734863,2022-10-17
9.800000190734863,2022-10-18
9.800000190734863,2022-10-19
9.800000190734863,2022-10-20
9.800000190734863,2022-10-21
9.930000305175781,2022-10-24
9.960000038146973,2022-10-25
9.970000267028809,2022-10-26
9.970000267028809,2022-10-27
9.979999542236328,2022-10-28
9.970000267028809,2022-10-31
9.970000267028809,2022-11-01
9.96500015258789,2022-11-02
9.949999809265137,2022-11-03
9.949999809265137,2022-11-04
9.949999809265137,2022-11-07
9.9399995803833,2022-11-08
9.9399995803833,2022-11-09
9.9399995803833,2022-11-10
9.949999809265137,2022-11-11
9.949999809265137,2022-11-14
9.930000305175781,2022-11-15
9.949999809265137,2022-11-16
9.949999809265137,2022-11-17
9.970000267028809,2022-11-18
9.960000038146973,2022-11-21
9.960000038146973,2022-11-22
9.960000038146973,2022-11-23
9.960000038146973,2022-11-25
9.979999542236328,2022-11-28
9.970000267028809,2022-11-29
9.970000267028809,2022-11-30
9.979999542236328,2022-12-01
10.020000457763672,2022-12-02
10.0,2022-12-05
9.989999771118164,2022-12-06
10.0,2022-12-07
9.979999542236328,2022-12-08
9.979999542236328,2022-12-09
9.949999809265137,2022-12-12
9.949999809265137,2022-12-13
9.949999809265137,2022-12-14
9.989999771118164,2022-12-15
9.989999771118164,2022-12-16
9.880000114440918,2022-12-19
9.880000114440918,2022-12-20
9.880000114440918,2022-12-21
9.880000114440918,2022-12-22
9.90999984741211,2022-12-23
9.949999809265137,2022-12-27
10.100000381469727,2022-12-28
9.949999809265137,2022-12-29
9.949999809265137,2022-12-30
9.902999877929688,2023-01-03
9.949999809265137,2023-01-04
9.899999618530273,2023-01-05
9.899999618530273,2023-01-06
9.979999542236328,2023-01-09
9.979999542236328,2023-01-10
9.979999542236328,2023-01-11
9.9399995803833,2023-01-12
9.9399995803833,2023-01-13
9.9399995803833,2023-01-17
9.9399995803833,2023-01-18
9.9399995803833,2023-01-19
10.0,2023-01-20
10.0,2023-01-23
10.0,2023-01-24
9.970000267028809,2023-01-25
9.960000038146973,2023-01-26
9.970000267028809,2023-01-27
10.0,2023-01-30
10.0,2023-01-31
10.289999961853027,2023-02-01
9.970000267028809,2023-02-02
9.970000267028809,2023-02-03
9.960000038146973,2023-02-06
9.960000038146973,2023-02-07
9.960000038146973,2023-02-08
9.960000038146973,2023-02-09
9.960000038146973,2023-02-10
9.970000267028809,2023-02-13
9.979999542236328,2023-02-14
9.970000267028809,2023-02-15
9.970000267028809,2023-02-16
9.970000267028809,2023-02-17
9.979999542236328,2023-02-21
9.970000267028809,2023-02-22
9.970000267028809,2023-02-23
9.970000267028809,2023-02-24
9.930000305175781,2023-02-27
9.930000305175781,2023-02-28
9.930000305175781,2023-03-01
9.930000305175781,2023-03-02
9.930000305175781,2023-03-03
9.930000305175781,2023-03-06
9.930000305175781,2023-03-07
9.930000305175781,2023-03-08
9.930000305175781,2023-03-09
9.930000305175781,2023-03-10
9.869999885559082,2023-03-13
9.869999885559082,2023-03-14
9.869999885559082,2023-03-15
9.869999885559082,2023-03-16
9.920000076293945,2023-03-17
9.994999885559082,2023-03-20
9.970000267028809,2023-03-21
9.970000267028809,2023-03-22
9.949999809265137,2023-03-23
9.949999809265137,2023-03-24
9.949999809265137,2023-03-27
9.949999809265137,2023-03-28
9.949999809265137,2023-03-29
9.949999809265137,2023-03-30
9.949999809265137,2023-03-31
9.970000267028809,2023-04-03
9.949999809265137,2023-04-04
9.960000038146973,2023-04-05
9.960000038146973,2023-04-06
9.960000038146973,2023-04-10
9.960000038146973,2023-04-11
9.960000038146973,2023-04-12
9.960000038146973,2023-04-13
9.960000038146973,2023-04-14
9.960000038146973,2023-04-17
9.949999809265137,2023-04-18
9.949999809265137,2023-04-19
9.949999809265137,2023-04-20
9.949999809265137,2023-04-21
9.949999809265137,2023-04-24
9.899999618530273,2023-04-25
9.9399995803833,2023-04-26
9.949999809265137,2023-04-27
9.949999809265137,2023-04-28
9.949999809265137,2023-05-01
9.960000038146973,2023-05-02
9.960000038146973,2023-05-03
9.960000038146973,2023-05-04
9.960000038146973,2023-05-05
9.960000038146973,2023-05-08
9.960000038146973,2023-05-09
9.949999809265137,2023-05-10
9.899999618530273,2023-05-11
9.890000343322754,2023-05-12
9.859999656677246,2023-05-15
9.899999618530273,2023-05-16
9.899999618530273,2023-05-17
9.890000343322754,2023-05-18
9.899999618530273,2023-05-19
9.899999618530273,2023-05-22
9.899999618530273,2023-05-23
9.899999618530273,2023-05-24
9.899999618530273,2023-05-25
9.930000305175781,2023-05-26
9.970000267028809,2023-05-30
9.975000381469727,2023-05-31
9.975000381469727,2023-06-01
9.979999542236328,2023-06-02
9.979999542236328,2023-06-05
9.970999717712402,2023-06-06
9.979999542236328,2023-06-07
9.979999542236328,2023-06-08
9.930000305175781,2023-06-09
10.010000228881836,2023-06-12
10.010000228881836,2023-06-13
10.010000228881836,2023-06-14
10.010000228881836,2023-06-15
10.010000228881836,2023-06-16
10.010000228881836,2023-06-20
10.010000228881836,2023-06-21
10.010000228881836,2023-06-22
10.052000045776367,2023-06-23
10.0600004196167,2023-06-26
10.0600004196167,2023-06-27
10.0600004196167,2023-06-28
10.0600004196167,2023-06-29
10.880000114440918,2023-06-30
10.470000267028809,2023-07-03
10.470000267028809,2023-07-05
10.470000267028809,2023-07-06
10.470000267028809,2023-07-07
10.470000267028809,2023-07-10
10.399999618530273,2023-07-11
10.399999618530273,2023-07-12
10.850000381469727,2023-07-13
10.5600004196167,2023-07-14
10.850000381469727,2023-07-17
10.779999732971191,2023-07-18
10.770000457763672,2023-07-19
10.420000076293945,2023-07-20
10.420000076293945,2023-07-21
10.100000381469727,2023-07-24
10.229999542236328,2023-07-25
10.229999542236328,2023-07-26
10.0600004196167,2023-07-27
10.085000038146973,2023-07-28
10.020000457763672,2023-07-31
10.020000457763672,2023-08-01
10.020000457763672,2023-08-02
10.020000457763672,2023-08-03
10.020000457763672,2023-08-04
10.020000457763672,2023-08-07
10.031000137329102,2023-08-08
10.119999885559082,2023-08-09
10.204999923706055,2023-08-10
10.210000038146973,2023-08-11
10.199999809265137,2023-08-14
10.079999923706055,2023-08-15
10.199999809265137,2023-08-16
10.199999809265137,2023-08-17
10.1899995803833,2023-08-18
10.25,2023-08-21
10.25,2023-08-22
10.25,2023-08-23
10.241999626159668,2023-08-24
10.354999542236328,2023-08-25
10.505000114440918,2023-08-28
10.399999618530273,2023-08-29
10.399999618530273,2023-08-30
10.399999618530273,2023-08-31
10.399999618530273,2023-09-01
10.399999618530273,2023-09-05
10.40999984741211,2023-09-06
10.40999984741211,2023-09-07
10.260000228881836,2023-09-08
10.260000228881836,2023-09-11
10.260000228881836,2023-09-12
10.270000457763672,2023-09-13
10.270000457763672,2023-09-14
10.270000457763672,2023-09-15
10.270000457763672,2023-09-18
10.270000457763672,2023-09-19
10.319999694824219,2023-09-20
10.3100004196167,2023-09-21
10.3100004196167,2023-09-22
10.3100004196167,2023-09-25
10.3100004196167,2023-09-26
10.3100004196167,2023-09-27
10.329999923706055,2023-09-28
10.329999923706055,2023-09-29
10.350000381469727,2023-10-02
10.359999656677246,2023-10-03
10.359999656677246,2023-10-04
10.380000114440918,2023-10-05
10.380000114440918,2023-10-06
10.380000114440918,2023-10-09
10.380000114440918,2023-10-10
10.380000114440918,2023-10-11
10.380000114440918,2023-10-12
10.380000114440918,2023-10-13
10.520000457763672,2023-10-16
10.390000343322754,2023-10-17
10.399999618530273,2023-10-18
10.380000114440918,2023-10-19
10.380000114440918,2023-10-20
10.319999694824219,2023-10-23
10.399999618530273,2023-10-24
10.479999542236328,2023-10-25
10.520000457763672,2023-10-26
10.600000381469727,2023-10-27
10.3100004196167,2023-10-30
10.3100004196167,2023-10-31
10.3100004196167,2023-11-01
10.3100004196167,2023-11-02
10.3100004196167,2023-11-03
10.3100004196167,2023-11-06
10.399999618530273,2023-11-07
10.399999618530273,2023-11-08
10.399999618530273,2023-11-09
10.399999618530273,2023-11-10
10.399999618530273,2023-11-13
10.399999618530273,2023-11-14
10.399999618530273,2023-11-15
10.390000343322754,2023-11-16
10.5,2023-11-17
10.399999618530273,2023-11-20
10.430000305175781,2023-11-21
10.420000076293945,2023-11-22
10.420000076293945,2023-11-24
10.420000076293945,2023-11-27
10.420000076293945,2023-11-28
10.449999809265137,2023-11-29
10.449999809265137,2023-11-30
10.390000343322754,2023-12-01
10.399999618530273,2023-12-04
10.399999618530273,2023-12-05
10.399999618530273,2023-12-06
10.420000076293945,2023-12-07
10.420000076293945,2023-12-08
10.420000076293945,2023-12-11
10.4399995803833,2023-12-12
10.4399995803833,2023-12-13
10.4399995803833,2023-12-14
10.4399995803833,2023-12-15
10.4399995803833,2023-12-18
10.4399995803833,2023-12-19
10.4399995803833,2023-12-20
10.329999923706055,2023-12-21
10.329999923706055,2023-12-22
10.329999923706055,2023-12-26
10.329999923706055,2023-12-27
10.399999618530273,2023-12-28
10.399999618530273,2023-12-29
10.399999618530273,2024-01-02
10.75,2024-01-03
10.75,2024-01-04
10.713000297546387,2024-01-05
10.640000343322754,2024-01-08
10.640000343322754,2024-01-09
10.640000343322754,2024-01-10
10.640000343322754,2024-01-11
10.640000343322754,2024-01-12
10.529999732971191,2024-01-16
10.539999961853027,2024-01-17
10.539999961853027,2024-01-18
10.550000190734863,2024-01-19
10.550000190734863,2024-01-22
10.595000267028809,2024-01-23
10.539999961853027,2024-01-24
10.539999961853027,2024-01-25
10.550000190734863,2024-01-26
10.550000190734863,2024-01-29
10.550000190734863,2024-01-30
10.550000190734863,2024-01-31
10.550000190734863,2024-02-01
10.550000190734863,2024-02-02
10.550000190734863,2024-02-05
10.550000190734863,2024-02-06
10.550000190734863,2024-02-07
10.550000190734863,2024-02-08
10.550000190734863,2024-02-09
10.550000190734863,2024-02-12
10.649999618530273,2024-02-13
10.649999618530273,2024-02-14
10.649999618530273,2024-02-15
10.649999618530273,2024-02-16
10.579999923706055,2024-02-20
10.649999618530273,2024-02-21
10.600000381469727,2024-02-22
10.649999618530273,2024-02-23
10.65999984741211,2024-02-26
10.800000190734863,2024-02-27
10.65999984741211,2024-02-28
10.65999984741211,2024-02-29
10.600000381469727,2024-03-01
10.640000343322754,2024-03-04
10.640000343322754,2024-03-05
10.680000305175781,2024-03-06
10.680000305175781,2024-03-07
10.710000038146973,2024-03-08
10.800000190734863,2024-03-11
10.699999809265137,2024-03-12
10.800000190734863,2024-03-13
10.720000267028809,2024-03-14
10.720000267028809,2024-03-15
10.720000267028809,2024-03-18
10.720000267028809,2024-03-19
10.699999809265137,2024-03-20
10.699999809265137,2024-03-21
10.699999809265137,2024-03-22
10.699999809265137,2024-03-25
10.619999885559082,2024-03-26
10.710000038146973,2024-03-27
10.600000381469727,2024-03-28
10.600000381469727,2024-04-01
10.600000381469727,2024-04-02
10.579999923706055,2024-04-03
10.65999984741211,2024-04-04
10.65999984741211,2024-04-05
10.680000305175781,2024-04-08
10.710000038146973,2024-04-09
