Date,WFM
2017-08-25,41.99
2017-08-24,41.98
2017-08-23,41.68
2017-08-22,41.71
2017-08-21,41.73
2017-08-18,41.73
2017-08-17,41.73
2017-08-16,41.75
2017-08-15,41.79
2017-08-14,41.86
2017-08-11,41.75
2017-08-10,41.83
2017-08-09,41.85
2017-08-08,41.85
2017-08-07,41.82
2017-08-04,41.81
2017-08-03,41.84
2017-08-02,41.81
2017-08-01,41.85
2017-07-31,41.76
2017-07-28,41.82
2017-07-27,41.78
2017-07-26,41.81
2017-07-25,41.75
2017-07-24,41.67
2017-07-21,41.71
2017-07-20,41.76
2017-07-19,41.76
2017-07-18,41.76
2017-07-17,41.89
2017-07-14,42.1
2017-07-13,41.96
2017-07-12,41.94
2017-07-11,41.94
2017-07-10,41.85
2017-07-07,42.0
2017-07-06,42.01
2017-07-05,41.99
2017-07-03,42.04
2017-06-30,42.11
2017-06-29,42.07
2017-06-28,42.25
2017-06-27,42.56
2017-06-26,42.69
2017-06-23,42.95
2017-06-22,43.2
2017-06-21,43.26
2017-06-20,42.78
2017-06-19,43.22
2017-06-16,42.68
2017-06-15,33.06
2017-06-14,35.45
2017-06-13,35.62
2017-06-12,35.32
2017-06-09,35.73
2017-06-08,35.44
2017-06-07,34.92
2017-06-06,34.73
2017-06-05,35.13
2017-06-02,35.08
2017-06-01,35.21
2017-05-31,34.99
2017-05-30,34.87
2017-05-26,35.12
2017-05-25,35.32
2017-05-24,35.32
2017-05-23,35.33
2017-05-22,36.22
2017-05-19,35.99
2017-05-18,36.15
2017-05-17,36.04
2017-05-16,36.49
2017-05-15,36.44
2017-05-12,36.28
2017-05-11,37.03
2017-05-10,36.25
2017-05-09,36.57
2017-05-08,36.71
2017-05-05,36.87
2017-05-04,36.68
2017-05-03,36.32
2017-05-02,36.38
2017-05-01,36.16
2017-04-28,36.37
2017-04-27,36.9
2017-04-26,36.35
2017-04-25,36.06
2017-04-24,36.46
2017-04-21,35.71
2017-04-20,35.5
2017-04-19,34.91
2017-04-18,34.82
2017-04-17,34.52
2017-04-13,33.96
2017-04-12,34.12
2017-04-11,33.55
2017-04-10,34.17
2017-04-07,31.07
2017-04-06,30.81
2017-04-05,30.25
2017-04-04,30.31
2017-04-03,29.76
2017-03-31,29.72
2017-03-30,29.27
2017-03-29,29.14
2017-03-28,28.6
2017-03-27,28.53
2017-03-24,28.93
2017-03-23,29.2
2017-03-22,29.92
2017-03-21,29.83
2017-03-20,29.85
2017-03-17,29.53
2017-03-16,29.47
2017-03-15,28.89
2017-03-14,28.86
2017-03-13,28.95
2017-03-10,29.19
2017-03-09,29.28
2017-03-08,29.36
2017-03-07,29.47
2017-03-06,29.66
2017-03-03,29.7
2017-03-02,30.46
2017-03-01,30.62
2017-02-28,30.67
2017-02-27,31.1
2017-02-24,31.56
2017-02-23,31.15
2017-02-22,31.1
2017-02-21,31.22
2017-02-17,30.91
2017-02-16,30.56
2017-02-15,30.72
2017-02-14,30.38
2017-02-13,30.03
2017-02-10,30.34
2017-02-09,30.35
2017-02-08,29.3
2017-02-07,28.98
2017-02-06,29.28
2017-02-03,29.8
2017-02-02,29.66
2017-02-01,29.83
2017-01-31,30.22
2017-01-30,29.9
2017-01-27,30.31
2017-01-26,31.19
2017-01-25,30.9
2017-01-24,30.46
2017-01-23,30.36
2017-01-20,30.81
2017-01-19,30.77
2017-01-18,31.21
2017-01-17,30.98
2017-01-13,30.68
2017-01-12,30.52
2017-01-11,30.5
2017-01-10,30.73
2017-01-09,30.77
2017-01-06,30.71
2017-01-05,30.46
2017-01-04,30.94
2017-01-03,30.89
2016-12-30,30.76
2016-12-29,31.01
2016-12-28,31.22
2016-12-27,31.72
2016-12-23,31.91
2016-12-22,31.86
2016-12-21,32.51
2016-12-20,32.39
2016-12-19,32.44
2016-12-16,32.29
2016-12-15,31.68
2016-12-14,31.21
2016-12-13,31.39
2016-12-12,31.04
2016-12-09,32.04
2016-12-08,31.7
2016-12-07,31.03
2016-12-06,30.5
2016-12-05,30.76
2016-12-02,30.76
2016-12-01,30.91
2016-11-30,30.39
2016-11-29,30.61
2016-11-28,30.94
2016-11-25,30.93
2016-11-23,31.13
2016-11-22,31.06
2016-11-21,31.0
2016-11-18,30.96
2016-11-17,30.94
2016-11-16,31.06
2016-11-15,32.24
2016-11-14,32.03
2016-11-11,30.3
2016-11-10,30.08
2016-11-09,29.68
2016-11-08,28.89
2016-11-07,28.94
2016-11-04,28.93
2016-11-03,28.46
2016-11-02,28.51
2016-11-01,28.66
2016-10-31,28.29
2016-10-28,28.75
2016-10-27,28.29
2016-10-26,28.43
2016-10-25,28.59
2016-10-24,28.27
2016-10-21,28.08
2016-10-20,28.29
2016-10-19,28.72
2016-10-18,28.21
2016-10-17,28.31
2016-10-14,28.72
2016-10-13,28.65
2016-10-12,28.93
2016-10-11,28.56
2016-10-10,28.77
2016-10-07,28.86
2016-10-06,29.33
2016-10-05,27.96
2016-10-04,28.03
2016-10-03,28.21
2016-09-30,28.35
2016-09-29,28.01
2016-09-28,28.42
2016-09-27,28.46
2016-09-26,28.65
2016-09-23,28.52
2016-09-22,28.67
2016-09-21,28.59
2016-09-20,28.22
2016-09-19,28.58
2016-09-16,28.39
2016-09-15,28.52
2016-09-14,28.0
2016-09-13,28.0
2016-09-12,28.39
2016-09-09,28.6
2016-09-08,29.26
2016-09-07,29.08
2016-09-06,30.7
2016-09-02,30.78
2016-09-01,30.56
2016-08-31,30.38
2016-08-30,30.84
2016-08-29,30.69
2016-08-26,30.73
2016-08-25,31.0
2016-08-24,31.11
2016-08-23,30.56
2016-08-22,31.01
2016-08-19,30.28
2016-08-18,30.21
2016-08-17,30.22
2016-08-16,30.63
2016-08-15,31.13
2016-08-12,30.9
2016-08-11,30.42
2016-08-10,30.41
2016-08-09,30.52
2016-08-08,30.64
2016-08-05,30.3
2016-08-04,30.39
2016-08-03,30.4
2016-08-02,30.16
2016-08-01,30.41
2016-07-29,30.48
2016-07-28,30.61
2016-07-27,33.64
2016-07-26,34.11
2016-07-25,34.57
2016-07-22,33.72
2016-07-21,33.17
2016-07-20,33.04
2016-07-19,32.78
2016-07-18,33.38
2016-07-15,33.16
2016-07-14,33.58
2016-07-13,33.76
2016-07-12,33.38
2016-07-11,33.61
2016-07-08,33.58
2016-07-07,33.28
2016-07-06,33.16
2016-07-05,32.31
2016-07-01,32.68
2016-06-30,32.02
2016-06-29,31.43
2016-06-28,31.33
2016-06-27,31.25
2016-06-24,30.76
2016-06-23,30.67
2016-06-22,30.36
2016-06-21,30.37
2016-06-20,30.42
2016-06-17,30.57
2016-06-16,30.82
2016-06-15,30.92
2016-06-14,32.52
2016-06-13,33.49
2016-06-10,34.31
2016-06-09,34.78
2016-06-08,35.15
2016-06-07,35.17
2016-06-06,34.91
2016-06-03,34.07
2016-06-02,34.32
2016-06-01,33.94
2016-05-31,32.35
2016-05-27,32.03
2016-05-26,32.51
2016-05-25,32.06
2016-05-24,31.68
2016-05-23,31.16
2016-05-20,31.52
2016-05-19,30.86
2016-05-18,30.34
2016-05-17,30.46
2016-05-16,30.48
2016-05-13,30.3
2016-05-12,30.51
2016-05-11,30.53
2016-05-10,30.28
2016-05-09,30.32
2016-05-06,29.9
2016-05-05,30.21
2016-05-04,28.51
2016-05-03,28.75
2016-05-02,29.05
2016-04-29,29.08
2016-04-28,29.79
2016-04-27,29.43
2016-04-26,29.82
2016-04-25,29.74
2016-04-22,29.76
2016-04-21,29.53
2016-04-20,30.75
2016-04-19,30.23
2016-04-18,30.49
2016-04-15,30.97
2016-04-14,30.65
2016-04-13,30.25
2016-04-12,29.62
2016-04-11,29.64
2016-04-08,30.27
2016-04-07,30.6
2016-04-06,30.89
2016-04-05,30.22
2016-04-04,30.34
2016-04-01,30.52
2016-03-31,31.11
2016-03-30,31.87
2016-03-29,31.84
2016-03-28,32.09
2016-03-24,32.14
2016-03-23,32.12
2016-03-22,32.93
2016-03-21,33.27
2016-03-18,33.42
2016-03-17,32.92
2016-03-16,33.37
2016-03-15,33.31
2016-03-14,33.49
2016-03-11,33.04
2016-03-10,33.07
2016-03-09,33.92
2016-03-08,33.57
2016-03-07,33.61
2016-03-04,32.5
2016-03-03,32.74
2016-03-02,32.75
2016-03-01,32.46
2016-02-29,31.31
2016-02-27,31.11
2016-02-26,31.1
2016-02-25,30.86
2016-02-24,30.72
2016-02-23,30.8
2016-02-22,30.66
2016-02-19,31.39
2016-02-18,31.39
2016-02-17,31.76
2016-02-16,30.9
2016-02-12,30.65
2016-02-11,28.93
2016-02-10,28.87
2016-02-09,29.06
2016-02-08,29.38
2016-02-05,29.19
2016-02-04,29.2
2016-02-03,28.64
2016-02-02,28.93
2016-02-01,29.96
2016-01-29,29.31
2016-01-28,28.84
2016-01-27,28.77
2016-01-26,29.11
2016-01-25,28.85
2016-01-22,30.42
2016-01-21,29.09
2016-01-20,29.32
2016-01-19,29.41
2016-01-15,29.86
2016-01-14,30.57
2016-01-13,31.25
2016-01-12,32.27
2016-01-11,31.86
2016-01-08,31.98
2016-01-07,32.5
2016-01-06,33.43
2016-01-05,33.65
2016-01-04,33.27
2015-12-31,33.5
2015-12-30,33.78
2015-12-29,34.23
2015-12-28,34.24
2015-12-24,34.49
2015-12-23,34.46
2015-12-22,34.78
2015-12-21,32.98
2015-12-18,32.75
2015-12-17,33.38
2015-12-16,33.65
2015-12-15,32.97
2015-12-14,33.34
2015-12-11,34.02
2015-12-10,31.33
2015-12-09,30.69
2015-12-08,30.2
2015-12-07,30.69
2015-12-04,29.52
2015-12-03,29.96
2015-12-02,29.98
2015-12-01,30.07
2015-11-30,29.15
2015-11-27,29.41
2015-11-25,29.84
2015-11-24,29.56
2015-11-23,29.57
2015-11-20,29.93
2015-11-19,29.93
2015-11-18,30.18
2015-11-17,29.89
2015-11-16,30.07
2015-11-13,29.55
2015-11-12,29.91
2015-11-11,29.92
2015-11-10,30.39
2015-11-09,30.48
2015-11-06,31.11
2015-11-05,30.11
2015-11-04,30.76
2015-11-03,31.27
2015-11-02,30.92
2015-10-30,29.96
2015-10-29,30.15
2015-10-28,30.14
2015-10-27,30.19
2015-10-26,30.7
2015-10-23,32.28
2015-10-22,32.53
2015-10-21,32.98
2015-10-20,33.22
2015-10-19,33.81
2015-10-16,33.84
2015-10-15,33.65
2015-10-14,32.92
2015-10-13,33.24
2015-10-12,33.65
2015-10-09,34.24
2015-10-08,34.15
2015-10-07,33.94
2015-10-06,33.53
2015-10-05,33.84
2015-10-02,33.92
2015-10-01,31.26
2015-09-30,31.65
2015-09-29,31.27
2015-09-28,30.75
2015-09-25,31.1
2015-09-24,31.29
2015-09-23,31.4
2015-09-22,31.77
2015-09-21,31.98
2015-09-18,32.07
2015-09-17,33.21
2015-09-16,33.2
2015-09-15,32.47
2015-09-14,32.0
2015-09-11,32.3
2015-09-10,33.05
2015-09-09,31.99
2015-09-08,32.55
2015-09-04,32.02
2015-09-03,32.36
2015-09-02,32.27
2015-09-01,32.13
2015-08-31,32.76
2015-08-28,32.85
2015-08-27,33.14
2015-08-26,32.4
2015-08-25,31.59
2015-08-24,31.82
2015-08-21,31.64
2015-08-20,32.85
2015-08-19,32.79
2015-08-18,33.36
2015-08-17,33.69
2015-08-14,33.31
2015-08-13,33.72
2015-08-12,34.27
2015-08-11,33.97
2015-08-10,34.21
2015-08-07,34.48
2015-08-06,34.84
2015-08-05,35.38
2015-08-04,35.81
2015-08-03,35.44
2015-07-31,36.4
2015-07-30,36.08
2015-07-29,40.82
2015-07-28,40.94
2015-07-27,40.16
2015-07-24,40.43
2015-07-23,41.07
2015-07-22,41.15
2015-07-21,41.22
2015-07-20,41.41
2015-07-17,41.63
2015-07-16,41.95
2015-07-15,41.12
2015-07-14,40.84
2015-07-13,40.75
2015-07-10,40.8
2015-07-09,40.87
2015-07-08,39.9
2015-07-07,39.89
2015-07-06,39.27
2015-07-02,39.15
2015-07-01,39.4
2015-06-30,39.44
2015-06-29,39.77
2015-06-26,40.35
2015-06-25,40.7
2015-06-24,41.03
2015-06-23,41.09
2015-06-22,41.59
2015-06-19,40.95
2015-06-18,40.95
2015-06-17,40.88
2015-06-16,40.97
2015-06-15,40.3
2015-06-12,40.37
2015-06-11,40.58
2015-06-10,40.73
2015-06-09,40.28
2015-06-08,39.99
2015-06-05,40.18
2015-06-04,40.6
2015-06-03,41.05
2015-06-02,40.98
2015-06-01,41.07
2015-05-29,41.24
2015-05-28,42.23
2015-05-27,42.73
2015-05-26,42.45
2015-05-22,42.3
2015-05-21,42.56
2015-05-20,42.56
2015-05-19,42.48
2015-05-18,42.7
2015-05-15,43.08
2015-05-14,42.9
2015-05-13,42.71
2015-05-12,42.51
2015-05-11,42.73
2015-05-08,42.59
2015-05-07,43.07
2015-05-06,47.72
2015-05-05,47.53
2015-05-04,48.78
2015-05-01,48.17
2015-04-30,47.76
2015-04-29,48.21
2015-04-28,48.81
2015-04-27,48.94
2015-04-24,49.63
2015-04-23,48.25
2015-04-22,48.6
2015-04-21,48.97
2015-04-20,48.37
2015-04-17,48.81
2015-04-16,49.36
2015-04-15,50.21
2015-04-14,50.99
2015-04-13,51.91
2015-04-10,51.53
2015-04-09,51.67
2015-04-08,51.35
2015-04-07,51.52
2015-04-06,52.03
2015-04-02,52.18
2015-04-01,51.42
2015-03-31,52.08
2015-03-30,52.35
2015-03-27,51.93
2015-03-26,52.15
2015-03-25,51.6
2015-03-24,52.7
2015-03-23,53.27
2015-03-20,53.97
2015-03-19,53.62
2015-03-18,53.8
2015-03-17,53.92
2015-03-16,54.66
2015-03-13,54.21
2015-03-12,54.61
2015-03-11,54.09
2015-03-10,54.49
2015-03-09,55.63
2015-03-06,55.66
2015-03-05,56.15
2015-03-04,55.34
2015-03-03,55.53
2015-03-02,56.22
2015-02-27,56.49
2015-02-26,56.73
2015-02-25,56.89
2015-02-24,56.68
2015-02-23,56.98
2015-02-20,56.72
2015-02-19,56.63
2015-02-18,57.2
2015-02-17,55.93
2015-02-13,56.15
2015-02-12,56.3
2015-02-11,53.51
2015-02-10,53.02
2015-02-09,52.94
2015-02-06,53.52
2015-02-05,53.38
2015-02-04,53.68
2015-02-03,53.41
2015-02-02,53.15
2015-01-30,52.09
2015-01-29,53.0
2015-01-28,52.7
2015-01-27,53.15
2015-01-26,53.49
2015-01-23,53.18
2015-01-22,52.74
2015-01-21,52.73
2015-01-20,51.31
2015-01-16,51.46
2015-01-15,50.59
2015-01-14,51.45
2015-01-13,51.73
2015-01-12,51.81
2015-01-09,49.95
2015-01-08,50.64
2015-01-07,50.17
2015-01-06,49.46
2015-01-05,49.81
2015-01-02,50.13
2014-12-31,50.42
2014-12-30,50.4
2014-12-29,49.7
2014-12-26,48.4
2014-12-24,48.67
2014-12-23,49.07
2014-12-22,49.07
2014-12-19,48.8
2014-12-18,48.96
2014-12-17,48.55
2014-12-16,47.88
2014-12-15,48.54
2014-12-12,48.32
2014-12-11,47.7
2014-12-10,47.4
2014-12-09,48.15
2014-12-08,48.02
2014-12-05,48.29
2014-12-04,48.91
2014-12-03,48.19
2014-12-02,48.3
2014-12-01,48.7
2014-11-28,49.03
2014-11-26,48.36
2014-11-25,48.18
2014-11-24,48.21
2014-11-21,48.23
2014-11-20,47.69
2014-11-19,47.78
2014-11-18,47.89
2014-11-17,47.41
2014-11-14,47.11
2014-11-13,46.73
2014-11-12,47.48
2014-11-11,47.49
2014-11-10,48.05
2014-11-07,46.81
2014-11-06,44.85
2014-11-05,39.99
2014-11-04,39.8
2014-11-03,39.95
2014-10-31,39.33
2014-10-30,38.77
2014-10-29,38.6
2014-10-28,38.8
2014-10-27,38.45
2014-10-24,37.71
2014-10-23,38.03
2014-10-22,37.66
2014-10-21,37.95
2014-10-20,37.2
2014-10-17,36.94
2014-10-16,36.87
2014-10-15,36.92
2014-10-14,37.06
2014-10-13,36.72
2014-10-10,36.7
2014-10-09,37.23
2014-10-08,37.8
2014-10-07,37.43
2014-10-06,38.49
2014-10-03,38.21
2014-10-02,37.53
2014-10-01,37.85
2014-09-30,38.11
2014-09-29,37.56
2014-09-26,37.67
2014-09-25,37.58
2014-09-24,38.34
2014-09-23,38.13
2014-09-22,38.8
2014-09-19,39.17
2014-09-18,39.79
2014-09-17,39.38
2014-09-16,38.19
2014-09-15,37.57
2014-09-12,38.09
2014-09-11,38.51
2014-09-10,38.63
2014-09-09,38.35
2014-09-08,38.81
2014-09-05,39.52
2014-09-04,39.12
2014-09-03,39.05
2014-09-02,39.09
2014-08-29,39.14
2014-08-28,39.19
2014-08-27,39.8
2014-08-26,38.49
2014-08-25,38.49
2014-08-22,38.55
2014-08-21,37.92
2014-08-20,38.19
2014-08-19,38.76
2014-08-18,38.75
2014-08-15,38.53
2014-08-14,38.56
2014-08-13,37.96
2014-08-12,38.4
2014-08-11,38.26
2014-08-08,37.89
2014-08-07,37.35
2014-08-06,38.49
2014-08-05,38.47
2014-08-04,37.95
2014-08-01,37.86
2014-07-31,38.23
2014-07-30,39.11
2014-07-29,37.68
2014-07-28,36.53
2014-07-25,36.88
2014-07-24,37.33
2014-07-23,36.85
2014-07-22,36.85
2014-07-21,36.77
2014-07-18,37.11
2014-07-17,36.75
2014-07-16,36.46
2014-07-15,36.84
2014-07-14,37.21
2014-07-11,37.6
2014-07-10,37.64
2014-07-09,38.42
2014-07-08,38.2
2014-07-07,38.76
2014-07-03,39.16
2014-07-02,38.95
2014-07-01,38.81
2014-06-30,38.63
2014-06-27,38.7
2014-06-26,38.91
2014-06-25,39.09
2014-06-24,38.95
2014-06-23,39.24
2014-06-20,39.22
2014-06-19,40.55
2014-06-18,41.82
2014-06-17,41.74
2014-06-16,41.89
2014-06-13,42.12
2014-06-12,42.69
2014-06-11,42.1
2014-06-10,41.87
2014-06-09,41.14
2014-06-06,40.93
2014-06-05,40.08
2014-06-04,38.38
2014-06-03,37.71
2014-06-02,37.76
2014-05-30,38.24
2014-05-29,38.1
2014-05-28,37.85
2014-05-27,38.65
2014-05-23,37.78
2014-05-22,37.5
2014-05-21,37.55
2014-05-20,37.18
2014-05-19,37.76
2014-05-16,37.91
2014-05-15,38.76
2014-05-14,38.74
2014-05-13,39.35
2014-05-12,39.64
2014-05-09,39.32
2014-05-08,38.99
2014-05-07,38.93
2014-05-06,47.95
2014-05-05,48.28
2014-05-02,49.65
2014-05-01,50.35
2014-04-30,49.7
2014-04-29,49.13
2014-04-28,49.94
2014-04-25,50.65
2014-04-24,51.02
2014-04-23,49.8
2014-04-22,49.33
2014-04-21,48.63
2014-04-17,48.13
2014-04-16,48.52
2014-04-15,48.9
2014-04-14,49.49
2014-04-11,49.5
2014-04-10,49.61
2014-04-09,51.72
2014-04-08,51.38
2014-04-07,50.29
2014-04-04,51.1
2014-04-03,52.24
2014-04-02,52.61
2014-04-01,52.17
2014-03-31,50.71
2014-03-28,51.15
2014-03-27,50.23
2014-03-26,51.06
2014-03-25,52.26
2014-03-24,53.75
2014-03-21,55.04
2014-03-20,54.28
2014-03-19,53.94
2014-03-18,54.65
2014-03-17,54.54
2014-03-14,53.93
2014-03-13,53.83
2014-03-12,55.48
2014-03-11,54.26
2014-03-10,53.85
2014-03-07,53.67
2014-03-06,53.89
2014-03-05,54.16
2014-03-04,55.07
2014-03-03,53.53
2014-02-28,54.05
2014-02-27,53.45
2014-02-26,53.31
2014-02-25,53.55
2014-02-24,52.88
2014-02-21,52.76
2014-02-20,52.35
2014-02-19,52.31
2014-02-18,51.7
2014-02-14,52.25
2014-02-13,51.46
2014-02-12,55.46
2014-02-11,55.88
2014-02-10,54.96
2014-02-07,54.18
2014-02-06,54.08
2014-02-05,52.96
2014-02-04,52.91
2014-02-03,52.23
2014-01-31,52.26
2014-01-30,52.43
2014-01-29,51.61
2014-01-28,52.0
2014-01-27,51.01
2014-01-24,51.61
2014-01-23,51.5
2014-01-22,51.85
2014-01-21,52.25
2014-01-17,52.3
2014-01-16,52.72
2014-01-15,53.3
2014-01-14,53.78
2014-01-13,52.5
2014-01-10,52.56
2014-01-09,53.5
2014-01-08,53.97
2014-01-07,55.07
2014-01-06,54.3
2014-01-03,56.29
2014-01-02,57.07
2013-12-31,57.83
2013-12-30,57.66
2013-12-27,56.68
2013-12-26,57.68
2013-12-24,57.99
2013-12-23,57.95
2013-12-20,59.27
2013-12-19,58.75
2013-12-18,57.56
2013-12-17,57.31
2013-12-16,56.09
2013-12-13,56.01
2013-12-12,55.9
2013-12-11,56.18
2013-12-10,55.7
2013-12-09,55.69
2013-12-06,56.26
2013-12-05,55.61
2013-12-04,56.16
2013-12-03,56.69
2013-12-02,56.73
2013-11-29,56.6
2013-11-27,57.07
2013-11-26,56.47
2013-11-25,56.12
2013-11-22,55.95
2013-11-21,56.48
2013-11-20,55.84
2013-11-19,55.72
2013-11-18,56.99
2013-11-15,58.84
2013-11-14,59.27
2013-11-13,59.05
2013-11-12,59.0
2013-11-11,57.8
2013-11-08,58.55
2013-11-07,57.26
2013-11-06,64.47
2013-11-05,63.69
2013-11-04,63.48
2013-11-01,63.3
2013-10-31,63.13
2013-10-30,63.96
2013-10-29,64.85
2013-10-28,64.83
2013-10-25,65.24
2013-10-24,64.59
2013-10-23,64.14
2013-10-22,64.03
2013-10-21,63.86
2013-10-18,63.85
2013-10-17,63.4
2013-10-16,62.66
2013-10-15,61.51
2013-10-14,61.89
2013-10-11,61.18
2013-10-10,59.81
2013-10-09,58.42
2013-10-08,59.09
2013-10-07,59.15
2013-10-04,59.55
2013-10-03,58.89
2013-10-02,59.59
2013-10-01,59.12
2013-09-30,58.5
2013-09-27,58.33
2013-09-26,58.51
2013-09-25,58.33
2013-09-24,58.55
2013-09-23,58.24
2013-09-20,57.85
2013-09-19,58.54
2013-09-18,59.32
2013-09-17,58.14
2013-09-16,57.71
2013-09-13,57.11
2013-09-12,56.36
2013-09-11,56.09
2013-09-10,55.48
2013-09-09,54.91
2013-09-06,54.52
2013-09-05,54.19
2013-09-04,53.81
2013-09-03,53.31
2013-08-30,52.75
2013-08-29,52.47
2013-08-28,51.48
2013-08-27,51.86
2013-08-26,52.39
2013-08-23,52.88
2013-08-22,52.86
2013-08-21,52.2
2013-08-20,52.44
2013-08-19,52.55
2013-08-16,52.96
2013-08-15,53.82
2013-08-14,54.61
2013-08-13,55.53
2013-08-12,55.4
2013-08-09,55.42
2013-08-08,55.9
2013-08-07,55.4
2013-08-06,56.07
2013-08-05,55.73
2013-08-02,54.85
2013-08-01,55.14
2013-07-31,55.58
2013-07-30,55.62
2013-07-29,55.51
2013-07-26,55.97
2013-07-25,55.12
2013-07-24,54.49
2013-07-23,55.07
2013-07-22,55.97
2013-07-19,55.93
2013-07-18,56.22
2013-07-17,56.23
2013-07-16,56.38
2013-07-15,56.67
2013-07-12,56.23
2013-07-11,55.77
2013-07-10,54.66
2013-07-09,54.71
2013-07-08,53.85
2013-07-05,53.23
2013-07-03,53.03
2013-07-02,52.68
2013-07-01,52.06
2013-06-28,51.48
2013-06-27,52.37
2013-06-26,52.86
2013-06-25,51.92
2013-06-24,50.83
2013-06-21,51.14
2013-06-20,50.71
2013-06-19,51.93
2013-06-18,52.73
2013-06-17,52.31
2013-06-14,51.38
2013-06-13,51.35
2013-06-12,50.72
2013-06-11,51.25
2013-06-10,52.05
2013-06-07,51.51
2013-06-06,50.88
2013-06-05,50.42
2013-06-04,51.24
2013-06-03,52.38
2013-05-31,51.86
2013-05-30,53.17
2013-05-29,52.7
2013-05-28,52.85
2013-05-24,52.4
2013-05-23,52.29
2013-05-22,51.77
2013-05-21,52.53
2013-05-20,51.87
2013-05-17,51.88
2013-05-16,51.02
2013-05-15,51.66
2013-05-14,51.33
2013-05-13,50.68
2013-05-10,50.45
2013-05-09,50.44
2013-05-08,51.09
2013-05-07,46.4
2013-05-06,45.9
2013-05-03,45.73
2013-05-02,45.13
2013-05-01,44.51
2013-04-30,44.16
2013-04-29,44.06
2013-04-26,44.3
2013-04-25,44.12
2013-04-24,44.59
2013-04-23,44.39
2013-04-22,43.55
2013-04-19,43.03
2013-04-18,42.51
2013-04-17,42.92
2013-04-16,43.51
2013-04-15,43.28
2013-04-12,44.01
2013-04-11,43.71
2013-04-10,43.19
2013-04-09,41.84
2013-04-08,41.87
2013-04-05,41.51
2013-04-04,41.55
2013-04-03,41.62
2013-04-02,42.26
2013-04-01,42.67
2013-03-28,43.38
2013-03-27,43.63
2013-03-26,43.44
2013-03-25,43.17
2013-03-22,43.89
2013-03-21,43.13
2013-03-20,43.15
2013-03-19,42.78
2013-03-18,43.22
2013-03-15,43.53
2013-03-14,44.29
2013-03-13,44.01
2013-03-12,42.9
2013-03-11,43.0
2013-03-08,42.5
2013-03-07,43.02
2013-03-06,42.74
2013-03-05,42.85
2013-03-04,43.02
2013-03-01,42.9
2013-02-28,42.81
2013-02-27,42.65
2013-02-26,41.98
2013-02-25,42.25
2013-02-22,42.91
2013-02-21,42.47
2013-02-20,42.65
2013-02-19,43.68
2013-02-15,44.06
2013-02-14,43.75
2013-02-13,48.45
2013-02-12,48.05
2013-02-11,47.96
2013-02-08,47.3
2013-02-07,47.09
2013-02-06,46.68
2013-02-05,47.25
2013-02-04,47.14
2013-02-01,48.11
2013-01-31,48.12
2013-01-30,47.62
2013-01-29,47.81
2013-01-28,48.16
2013-01-25,47.83
2013-01-24,46.77
2013-01-23,46.59
2013-01-22,46.21
2013-01-18,45.27
2013-01-17,45.12
2013-01-16,44.74
2013-01-15,44.65
2013-01-14,44.58
2013-01-11,44.33
2013-01-10,44.22
2013-01-09,44.48
2013-01-08,43.94
2013-01-07,44.21
2013-01-04,45.61
2013-01-03,45.89
2013-01-02,45.98
2012-12-31,45.58
2012-12-28,44.6
2012-12-27,45.05
2012-12-26,45.23
2012-12-24,45.5
2012-12-21,45.59
2012-12-20,45.85
2012-12-19,45.62
2012-12-18,45.85
2012-12-17,44.92
2012-12-14,44.27
2012-12-13,44.61
2012-12-12,45.3
2012-12-11,45.88
2012-12-10,45.33
2012-12-07,45.3
2012-12-06,45.59
2012-12-05,46.43
2012-12-04,46.03
2012-12-03,46.21
2012-11-30,46.68
2012-11-29,46.54
2012-11-28,46.22
2012-11-27,45.69
2012-11-26,46.08
2012-11-23,47.53
2012-11-21,46.03
2012-11-20,46.71
2012-11-19,45.7
2012-11-16,45.27
2012-11-15,44.31
2012-11-14,44.05
2012-11-13,45.2
2012-11-12,45.51
2012-11-09,45.78
2012-11-08,45.16
2012-11-07,47.97
2012-11-06,49.0
2012-11-05,49.09
2012-11-02,48.58
2012-11-01,47.23
2012-10-31,47.4
2012-10-26,47.1
2012-10-25,46.75
2012-10-24,46.51
2012-10-23,46.98
2012-10-22,47.95
2012-10-19,48.33
2012-10-18,49.94
2012-10-17,49.92
2012-10-16,49.42
2012-10-15,48.72
2012-10-12,48.2
2012-10-11,48.58
2012-10-10,48.7
2012-10-09,48.99
2012-10-08,50.23
2012-10-05,50.59
2012-10-04,49.77
2012-10-03,49.09
2012-10-02,48.71
2012-10-01,48.74
2012-09-28,48.7
2012-09-27,48.83
2012-09-26,48.22
2012-09-25,49.13
2012-09-24,50.04
2012-09-21,49.88
2012-09-20,49.7
2012-09-19,49.62
2012-09-18,48.73
2012-09-17,48.81
2012-09-14,48.88
2012-09-13,48.98
2012-09-12,48.15
2012-09-11,47.95
2012-09-10,48.89
2012-09-07,48.85
2012-09-06,49.11
2012-09-05,48.16
2012-09-04,48.31
2012-08-31,48.38
2012-08-30,48.52
2012-08-29,48.5
2012-08-28,48.4
2012-08-27,48.41
2012-08-24,48.52
2012-08-23,47.54
2012-08-22,48.5
2012-08-21,47.97
2012-08-20,47.55
2012-08-17,47.87
2012-08-16,47.97
2012-08-15,47.23
2012-08-14,46.87
2012-08-13,46.99
2012-08-10,46.98
2012-08-09,47.33
2012-08-08,46.85
