FLEX,Date
11.680000305175781,2003-07-29
11.520000457763672,2003-07-30
11.0,2003-07-31
11.09000015258789,2003-08-01
11.270000457763672,2003-08-04
11.130000114440918,2003-08-05
11.050000190734863,2003-08-06
10.949999809265137,2003-08-07
10.670000076293945,2003-08-08
10.710000038146973,2003-08-11
11.140000343322754,2003-08-12
11.319999694824219,2003-08-13
11.229999542236328,2003-08-14
11.25,2003-08-15
11.649999618530273,2003-08-18
12.84000015258789,2003-08-19
12.8100004196167,2003-08-20
13.149999618530273,2003-08-21
12.75,2003-08-22
12.600000381469727,2003-08-25
12.699999809265137,2003-08-26
13.300000190734863,2003-08-27
13.220000267028809,2003-08-28
13.479999542236328,2003-08-29
13.399999618530273,2003-09-02
13.65999984741211,2003-09-03
14.239999771118164,2003-09-04
14.140000343322754,2003-09-05
14.960000038146973,2003-09-08
14.180000305175781,2003-09-09
13.649999618530273,2003-09-10
14.15999984741211,2003-09-11
14.109999656677246,2003-09-12
14.100000381469727,2003-09-15
15.0,2003-09-16
14.850000381469727,2003-09-17
15.09000015258789,2003-09-18
15.34000015258789,2003-09-19
15.119999885559082,2003-09-22
15.819999694824219,2003-09-23
14.989999771118164,2003-09-24
13.899999618530273,2003-09-25
13.619999885559082,2003-09-26
14.4399995803833,2003-09-29
14.220000267028809,2003-09-30
13.960000038146973,2003-10-01
14.039999961853027,2003-10-02
14.449999809265137,2003-10-03
14.460000038146973,2003-10-06
14.619999885559082,2003-10-07
14.460000038146973,2003-10-08
14.670000076293945,2003-10-09
14.949999809265137,2003-10-10
15.270000457763672,2003-10-13
15.550000190734863,2003-10-14
15.539999961853027,2003-10-15
15.3100004196167,2003-10-16
15.130000114440918,2003-10-17
15.229999542236328,2003-10-20
15.619999885559082,2003-10-21
15.020000457763672,2003-10-22
14.180000305175781,2003-10-23
13.890000343322754,2003-10-24
13.869999885559082,2003-10-27
14.479999542236328,2003-10-28
14.470000267028809,2003-10-29
14.359999656677246,2003-10-30
13.989999771118164,2003-10-31
14.140000343322754,2003-11-03
14.300000190734863,2003-11-04
14.170000076293945,2003-11-05
14.319999694824219,2003-11-06
14.859999656677246,2003-11-07
14.75,2003-11-10
14.710000038146973,2003-11-11
15.170000076293945,2003-11-12
15.390000343322754,2003-11-13
14.789999961853027,2003-11-14
14.600000381469727,2003-11-17
14.550000190734863,2003-11-18
14.279999732971191,2003-11-19
14.3100004196167,2003-11-20
14.430000305175781,2003-11-21
14.960000038146973,2003-11-24
15.390000343322754,2003-11-25
15.84000015258789,2003-11-26
16.0,2003-11-28
15.670000076293945,2003-12-01
15.25,2003-12-02
14.710000038146973,2003-12-03
15.130000114440918,2003-12-04
14.829999923706055,2003-12-05
14.779999732971191,2003-12-08
14.210000038146973,2003-12-09
13.989999771118164,2003-12-10
14.609999656677246,2003-12-11
14.369999885559082,2003-12-12
14.270000457763672,2003-12-15
14.239999771118164,2003-12-16
13.9399995803833,2003-12-17
14.8100004196167,2003-12-18
14.890000343322754,2003-12-19
14.75,2003-12-22
14.770000457763672,2003-12-23
14.680000305175781,2003-12-24
14.460000038146973,2003-12-26
14.699999809265137,2003-12-29
14.65999984741211,2003-12-30
14.800000190734863,2003-12-31
15.050000190734863,2004-01-02
15.479999542236328,2004-01-05
15.779999732971191,2004-01-06
15.819999694824219,2004-01-07
16.469999313354492,2004-01-08
16.56999969482422,2004-01-09
16.729999542236328,2004-01-12
16.25,2004-01-13
16.510000228881836,2004-01-14
16.260000228881836,2004-01-15
16.610000610351562,2004-01-16
17.389999389648438,2004-01-20
17.31999969482422,2004-01-21
17.5,2004-01-22
17.799999237060547,2004-01-23
17.770000457763672,2004-01-26
17.06999969482422,2004-01-27
18.440000534057617,2004-01-28
18.15999984741211,2004-01-29
18.93000030517578,2004-01-30
18.540000915527344,2004-02-02
18.8700008392334,2004-02-03
17.959999084472656,2004-02-04
17.75,2004-02-05
18.860000610351562,2004-02-06
18.510000228881836,2004-02-09
18.770000457763672,2004-02-10
19.309999465942383,2004-02-11
18.979999542236328,2004-02-12
18.600000381469727,2004-02-13
19.049999237060547,2004-02-17
18.889999389648438,2004-02-18
18.770000457763672,2004-02-19
18.559999465942383,2004-02-20
17.899999618530273,2004-02-23
17.360000610351562,2004-02-24
17.770000457763672,2004-02-25
18.399999618530273,2004-02-26
18.010000228881836,2004-02-27
18.329999923706055,2004-03-01
18.399999618530273,2004-03-02
18.239999771118164,2004-03-03
18.700000762939453,2004-03-04
18.260000228881836,2004-03-05
17.399999618530273,2004-03-08
16.829999923706055,2004-03-09
16.31999969482422,2004-03-10
16.200000762939453,2004-03-11
16.899999618530273,2004-03-12
16.290000915527344,2004-03-15
16.6200008392334,2004-03-16
16.899999618530273,2004-03-17
16.979999542236328,2004-03-18
16.459999084472656,2004-03-19
16.200000762939453,2004-03-22
15.979999542236328,2004-03-23
15.869999885559082,2004-03-24
16.1299991607666,2004-03-25
16.3700008392334,2004-03-26
16.540000915527344,2004-03-29
17.149999618530273,2004-03-30
17.09000015258789,2004-03-31
17.3700008392334,2004-04-01
17.899999618530273,2004-04-02
18.25,2004-04-05
18.049999237060547,2004-04-06
17.899999618530273,2004-04-07
18.1200008392334,2004-04-08
18.299999237060547,2004-04-12
17.8700008392334,2004-04-13
17.93000030517578,2004-04-14
17.6299991607666,2004-04-15
17.030000686645508,2004-04-16
17.469999313354492,2004-04-19
17.1299991607666,2004-04-20
17.690000534057617,2004-04-21
18.260000228881836,2004-04-22
18.850000381469727,2004-04-23
18.43000030517578,2004-04-26
18.459999084472656,2004-04-27
17.190000534057617,2004-04-28
16.670000076293945,2004-04-29
16.06999969482422,2004-04-30
16.31999969482422,2004-05-03
16.280000686645508,2004-05-04
16.440000534057617,2004-05-05
16.010000228881836,2004-05-06
16.020000457763672,2004-05-07
15.890000343322754,2004-05-10
16.059999465942383,2004-05-11
15.819999694824219,2004-05-12
16.149999618530273,2004-05-13
15.779999732971191,2004-05-14
15.3100004196167,2004-05-17
15.819999694824219,2004-05-18
16.219999313354492,2004-05-19
16.3700008392334,2004-05-20
16.270000457763672,2004-05-21
16.709999084472656,2004-05-24
17.049999237060547,2004-05-25
17.229999542236328,2004-05-26
17.579999923706055,2004-05-27
17.559999465942383,2004-05-28
17.709999084472656,2004-06-01
17.229999542236328,2004-06-02
16.420000076293945,2004-06-03
16.950000762939453,2004-06-04
17.149999618530273,2004-06-07
17.270000457763672,2004-06-08
16.809999465942383,2004-06-09
16.93000030517578,2004-06-10
16.420000076293945,2004-06-14
16.5,2004-06-15
16.3799991607666,2004-06-16
15.3100004196167,2004-06-17
15.0,2004-06-18
14.949999809265137,2004-06-21
15.279999732971191,2004-06-22
15.350000381469727,2004-06-23
15.279999732971191,2004-06-24
15.5,2004-06-25
15.369999885559082,2004-06-28
15.979999542236328,2004-06-29
15.949999809265137,2004-06-30
15.4399995803833,2004-07-01
15.420000076293945,2004-07-02
14.6899995803833,2004-07-06
14.239999771118164,2004-07-07
14.109999656677246,2004-07-08
14.369999885559082,2004-07-09
14.050000190734863,2004-07-12
14.010000228881836,2004-07-13
13.800000190734863,2004-07-14
13.899999618530273,2004-07-15
14.100000381469727,2004-07-16
14.0600004196167,2004-07-19
13.59000015258789,2004-07-20
13.0600004196167,2004-07-21
13.329999923706055,2004-07-22
12.5,2004-07-23
12.1899995803833,2004-07-26
12.170000076293945,2004-07-27
11.90999984741211,2004-07-28
12.4399995803833,2004-07-29
12.569999694824219,2004-07-30
12.510000228881836,2004-08-02
12.09000015258789,2004-08-03
12.25,2004-08-04
11.960000038146973,2004-08-05
11.270000457763672,2004-08-06
11.25,2004-08-09
11.369999885559082,2004-08-10
10.640000343322754,2004-08-11
10.079999923706055,2004-08-12
10.300000190734863,2004-08-13
10.649999618530273,2004-08-16
10.9399995803833,2004-08-17
11.199999809265137,2004-08-18
11.369999885559082,2004-08-19
11.479999542236328,2004-08-20
11.529999732971191,2004-08-23
11.699999809265137,2004-08-24
11.770000457763672,2004-08-25
12.609999656677246,2004-08-26
12.850000381469727,2004-08-27
12.529999732971191,2004-08-30
12.40999984741211,2004-08-31
12.510000228881836,2004-09-01
13.199999809265137,2004-09-02
12.630000114440918,2004-09-03
12.550000190734863,2004-09-07
12.270000457763672,2004-09-08
13.09000015258789,2004-09-09
13.15999984741211,2004-09-10
13.300000190734863,2004-09-13
13.59000015258789,2004-09-14
12.65999984741211,2004-09-15
12.710000038146973,2004-09-16
12.90999984741211,2004-09-17
12.760000228881836,2004-09-20
13.199999809265137,2004-09-21
13.399999618530273,2004-09-22
13.529999732971191,2004-09-23
13.470000267028809,2004-09-24
13.25,2004-09-27
13.180000305175781,2004-09-28
13.25,2004-09-29
13.25,2004-09-30
13.550000190734863,2004-10-01
13.850000381469727,2004-10-04
13.800000190734863,2004-10-05
13.949999809265137,2004-10-06
13.869999885559082,2004-10-07
13.140000343322754,2004-10-08
13.050000190734863,2004-10-11
12.989999771118164,2004-10-12
13.079999923706055,2004-10-13
12.670000076293945,2004-10-14
12.529999732971191,2004-10-15
12.850000381469727,2004-10-18
12.880000114440918,2004-10-19
13.0600004196167,2004-10-20
12.979999542236328,2004-10-21
12.579999923706055,2004-10-22
12.539999961853027,2004-10-25
11.670000076293945,2004-10-26
11.979999542236328,2004-10-27
11.899999618530273,2004-10-28
12.050000190734863,2004-10-29
12.399999618530273,2004-11-01
13.039999961853027,2004-11-02
12.890000343322754,2004-11-03
13.010000228881836,2004-11-04
13.25,2004-11-05
13.510000228881836,2004-11-08
13.59000015258789,2004-11-09
13.579999923706055,2004-11-10
14.260000228881836,2004-11-11
14.510000228881836,2004-11-12
14.529999732971191,2004-11-15
14.529999732971191,2004-11-16
14.84000015258789,2004-11-17
14.850000381469727,2004-11-18
14.510000228881836,2004-11-19
14.710000038146973,2004-11-22
14.449999809265137,2004-11-23
14.640000343322754,2004-11-24
14.59000015258789,2004-11-26
14.59000015258789,2004-11-29
14.350000381469727,2004-11-30
14.720000267028809,2004-12-01
14.420000076293945,2004-12-02
14.359999656677246,2004-12-03
14.25,2004-12-06
13.880000114440918,2004-12-07
13.739999771118164,2004-12-08
13.779999732971191,2004-12-09
13.6899995803833,2004-12-10
13.789999961853027,2004-12-13
14.5,2004-12-14
14.670000076293945,2004-12-15
14.359999656677246,2004-12-16
14.050000190734863,2004-12-17
14.3100004196167,2004-12-20
14.279999732971191,2004-12-21
14.119999885559082,2004-12-22
14.0,2004-12-23
13.770000457763672,2004-12-27
13.829999923706055,2004-12-28
13.949999809265137,2004-12-29
13.8100004196167,2004-12-30
13.819999694824219,2004-12-31
13.5,2005-01-03
13.029999732971191,2005-01-04
13.0,2005-01-05
12.75,2005-01-06
12.539999961853027,2005-01-07
12.670000076293945,2005-01-10
12.579999923706055,2005-01-11
12.720000267028809,2005-01-12
12.430000305175781,2005-01-13
12.979999542236328,2005-01-14
13.130000114440918,2005-01-18
12.8100004196167,2005-01-19
12.789999961853027,2005-01-20
12.649999618530273,2005-01-21
12.529999732971191,2005-01-24
12.420000076293945,2005-01-25
13.9399995803833,2005-01-26
14.100000381469727,2005-01-27
13.699999809265137,2005-01-28
14.149999618530273,2005-01-31
14.100000381469727,2005-02-01
14.010000228881836,2005-02-02
13.760000228881836,2005-02-03
14.140000343322754,2005-02-04
14.09000015258789,2005-02-07
14.15999984741211,2005-02-08
13.75,2005-02-09
13.8100004196167,2005-02-10
14.149999618530273,2005-02-11
14.09000015258789,2005-02-14
14.3100004196167,2005-02-15
14.020000457763672,2005-02-16
13.670000076293945,2005-02-17
13.489999771118164,2005-02-18
13.1899995803833,2005-02-22
13.369999885559082,2005-02-23
13.720000267028809,2005-02-24
13.75,2005-02-25
13.350000381469727,2005-02-28
13.479999542236328,2005-03-01
13.460000038146973,2005-03-02
13.390000343322754,2005-03-03
13.779999732971191,2005-03-04
13.859999656677246,2005-03-07
13.300000190734863,2005-03-08
12.90999984741211,2005-03-09
12.859999656677246,2005-03-10
12.600000381469727,2005-03-11
12.579999923706055,2005-03-14
12.359999656677246,2005-03-15
12.069999694824219,2005-03-16
12.300000190734863,2005-03-17
12.229999542236328,2005-03-18
12.289999961853027,2005-03-21
12.100000381469727,2005-03-22
12.100000381469727,2005-03-23
12.15999984741211,2005-03-24
12.100000381469727,2005-03-28
12.15999984741211,2005-03-29
12.25,2005-03-30
12.039999961853027,2005-03-31
11.899999618530273,2005-04-01
11.949999809265137,2005-04-04
11.920000076293945,2005-04-05
12.15999984741211,2005-04-06
11.989999771118164,2005-04-07
12.140000343322754,2005-04-08
11.890000343322754,2005-04-11
11.739999771118164,2005-04-12
11.470000267028809,2005-04-13
11.180000305175781,2005-04-14
10.449999809265137,2005-04-15
10.5600004196167,2005-04-18
10.770000457763672,2005-04-19
10.739999771118164,2005-04-20
11.279999732971191,2005-04-21
11.210000038146973,2005-04-22
11.289999961853027,2005-04-25
11.0600004196167,2005-04-26
10.9399995803833,2005-04-27
10.640000343322754,2005-04-28
11.149999618530273,2005-04-29
11.100000381469727,2005-05-02
11.079999923706055,2005-05-03
11.40999984741211,2005-05-04
11.270000457763672,2005-05-05
11.449999809265137,2005-05-06
11.5600004196167,2005-05-09
11.739999771118164,2005-05-10
11.960000038146973,2005-05-11
11.949999809265137,2005-05-12
12.369999885559082,2005-05-13
12.460000038146973,2005-05-16
12.619999885559082,2005-05-17
12.699999809265137,2005-05-18
12.760000228881836,2005-05-19
12.859999656677246,2005-05-20
12.760000228881836,2005-05-23
12.720000267028809,2005-05-24
12.680000305175781,2005-05-25
12.739999771118164,2005-05-26
12.75,2005-05-27
12.779999732971191,2005-05-31
12.850000381469727,2005-06-01
13.25,2005-06-02
13.010000228881836,2005-06-03
13.359999656677246,2005-06-06
13.069999694824219,2005-06-07
13.3100004196167,2005-06-08
13.3100004196167,2005-06-09
13.220000267028809,2005-06-10
13.369999885559082,2005-06-13
13.369999885559082,2005-06-14
13.399999618530273,2005-06-15
13.380000114440918,2005-06-16
13.5,2005-06-17
13.5600004196167,2005-06-20
13.40999984741211,2005-06-21
13.710000038146973,2005-06-22
13.520000457763672,2005-06-23
13.220000267028809,2005-06-24
13.079999923706055,2005-06-27
13.130000114440918,2005-06-28
13.109999656677246,2005-06-29
13.210000038146973,2005-06-30
13.180000305175781,2005-07-01
13.270000457763672,2005-07-05
13.220000267028809,2005-07-06
13.140000343322754,2005-07-07
13.329999923706055,2005-07-08
13.59000015258789,2005-07-11
13.6899995803833,2005-07-12
13.739999771118164,2005-07-13
13.84000015258789,2005-07-14
13.930000305175781,2005-07-15
13.829999923706055,2005-07-18
14.010000228881836,2005-07-19
14.25,2005-07-20
14.239999771118164,2005-07-21
13.899999618530273,2005-07-22
13.670000076293945,2005-07-25
13.699999809265137,2005-07-26
13.510000228881836,2005-07-27
13.670000076293945,2005-07-28
13.539999961853027,2005-07-29
13.600000381469727,2005-08-01
13.289999961853027,2005-08-02
13.109999656677246,2005-08-03
12.789999961853027,2005-08-04
12.699999809265137,2005-08-05
12.770000457763672,2005-08-08
12.970000267028809,2005-08-09
13.050000190734863,2005-08-10
13.359999656677246,2005-08-11
13.289999961853027,2005-08-12
13.40999984741211,2005-08-15
13.109999656677246,2005-08-16
13.170000076293945,2005-08-17
13.180000305175781,2005-08-18
13.359999656677246,2005-08-19
13.1899995803833,2005-08-22
13.180000305175781,2005-08-23
12.930000305175781,2005-08-24
13.0600004196167,2005-08-25
12.970000267028809,2005-08-26
13.039999961853027,2005-08-29
12.920000076293945,2005-08-30
13.0600004196167,2005-08-31
12.84000015258789,2005-09-01
12.930000305175781,2005-09-02
13.109999656677246,2005-09-06
13.489999771118164,2005-09-07
13.510000228881836,2005-09-08
13.84000015258789,2005-09-09
13.720000267028809,2005-09-12
13.640000343322754,2005-09-13
13.329999923706055,2005-09-14
13.09000015258789,2005-09-15
12.890000343322754,2005-09-16
12.899999618530273,2005-09-19
12.65999984741211,2005-09-20
12.600000381469727,2005-09-21
12.40999984741211,2005-09-22
12.5,2005-09-23
12.489999771118164,2005-09-26
12.270000457763672,2005-09-27
12.5600004196167,2005-09-28
12.600000381469727,2005-09-29
12.850000381469727,2005-09-30
12.800000190734863,2005-10-03
12.390000343322754,2005-10-04
12.010000228881836,2005-10-05
12.220000267028809,2005-10-06
11.920000076293945,2005-10-07
11.920000076293945,2005-10-10
11.770000457763672,2005-10-11
11.680000305175781,2005-10-12
11.880000114440918,2005-10-13
11.819999694824219,2005-10-14
11.800000190734863,2005-10-17
11.569999694824219,2005-10-18
12.15999984741211,2005-10-19
11.920000076293945,2005-10-20
11.800000190734863,2005-10-21
12.029999732971191,2005-10-24
12.100000381469727,2005-10-25
9.199999809265137,2005-10-26
9.260000228881836,2005-10-27
9.600000381469727,2005-10-28
9.270000457763672,2005-10-31
9.449999809265137,2005-11-01
9.520000457763672,2005-11-02
9.260000228881836,2005-11-03
9.399999618530273,2005-11-04
9.609999656677246,2005-11-07
9.949999809265137,2005-11-08
9.829999923706055,2005-11-09
9.90999984741211,2005-11-10
10.079999923706055,2005-11-11
10.170000076293945,2005-11-14
10.09000015258789,2005-11-15
9.880000114440918,2005-11-16
10.100000381469727,2005-11-17
10.0,2005-11-18
9.890000343322754,2005-11-21
10.0600004196167,2005-11-22
10.449999809265137,2005-11-23
10.8100004196167,2005-11-25
10.5600004196167,2005-11-28
10.109999656677246,2005-11-29
10.319999694824219,2005-11-30
10.779999732971191,2005-12-01
10.739999771118164,2005-12-02
10.569999694824219,2005-12-05
10.789999961853027,2005-12-06
10.630000114440918,2005-12-07
10.550000190734863,2005-12-08
10.680000305175781,2005-12-09
10.800000190734863,2005-12-12
11.0600004196167,2005-12-13
10.6899995803833,2005-12-14
10.800000190734863,2005-12-15
10.75,2005-12-16
10.850000381469727,2005-12-19
10.850000381469727,2005-12-20
10.9399995803833,2005-12-21
11.119999885559082,2005-12-22
11.029999732971191,2005-12-23
10.859999656677246,2005-12-27
10.670000076293945,2005-12-28
10.529999732971191,2005-12-29
10.4399995803833,2005-12-30
10.420000076293945,2006-01-03
10.9399995803833,2006-01-04
10.970000267028809,2006-01-05
11.170000076293945,2006-01-06
11.289999961853027,2006-01-09
11.100000381469727,2006-01-10
11.050000190734863,2006-01-11
10.779999732971191,2006-01-12
10.720000267028809,2006-01-13
10.819999694824219,2006-01-17
10.819999694824219,2006-01-18
10.979999542236328,2006-01-19
10.569999694824219,2006-01-20
10.529999732971191,2006-01-23
10.649999618530273,2006-01-24
10.789999961853027,2006-01-25
10.800000190734863,2006-01-26
10.550000190734863,2006-01-27
10.5,2006-01-30
10.460000038146973,2006-01-31
10.760000228881836,2006-02-01
10.369999885559082,2006-02-02
10.020000457763672,2006-02-03
10.100000381469727,2006-02-06
10.170000076293945,2006-02-07
10.15999984741211,2006-02-08
10.079999923706055,2006-02-09
10.079999923706055,2006-02-10
10.010000228881836,2006-02-13
9.979999542236328,2006-02-14
10.149999618530273,2006-02-15
10.270000457763672,2006-02-16
10.40999984741211,2006-02-17
10.420000076293945,2006-02-21
10.550000190734863,2006-02-22
10.470000267028809,2006-02-23
10.710000038146973,2006-02-24
10.699999809265137,2006-02-27
10.789999961853027,2006-02-28
10.460000038146973,2006-03-01
10.539999961853027,2006-03-02
10.300000190734863,2006-03-03
10.289999961853027,2006-03-06
10.229999542236328,2006-03-07
10.260000228881836,2006-03-08
10.109999656677246,2006-03-09
10.289999961853027,2006-03-10
10.109999656677246,2006-03-13
10.199999809265137,2006-03-14
10.369999885559082,2006-03-15
10.170000076293945,2006-03-16
10.149999618530273,2006-03-17
10.170000076293945,2006-03-20
10.119999885559082,2006-03-21
10.170000076293945,2006-03-22
10.180000305175781,2006-03-23
10.270000457763672,2006-03-24
10.229999542236328,2006-03-27
10.180000305175781,2006-03-28
10.430000305175781,2006-03-29
10.40999984741211,2006-03-30
10.350000381469727,2006-03-31
10.449999809265137,2006-04-03
10.760000228881836,2006-04-04
10.850000381469727,2006-04-05
10.880000114440918,2006-04-06
10.829999923706055,2006-04-07
10.779999732971191,2006-04-10
10.510000228881836,2006-04-11
10.680000305175781,2006-04-12
10.779999732971191,2006-04-13
11.229999542236328,2006-04-17
11.510000228881836,2006-04-18
11.359999656677246,2006-04-19
11.15999984741211,2006-04-20
11.109999656677246,2006-04-21
11.079999923706055,2006-04-24
10.989999771118164,2006-04-25
11.380000114440918,2006-04-26
11.470000267028809,2006-04-27
11.359999656677246,2006-04-28
11.130000114440918,2006-05-01
11.710000038146973,2006-05-02
11.670000076293945,2006-05-03
12.050000190734863,2006-05-04
11.890000343322754,2006-05-05
12.229999542236328,2006-05-08
12.460000038146973,2006-05-09
12.180000305175781,2006-05-10
11.960000038146973,2006-05-11
11.829999923706055,2006-05-12
11.5,2006-05-15
11.380000114440918,2006-05-16
11.010000228881836,2006-05-17
11.0,2006-05-18
11.140000343322754,2006-05-19
10.949999809265137,2006-05-22
10.869999885559082,2006-05-23
11.079999923706055,2006-05-24
11.300000190734863,2006-05-25
11.390000343322754,2006-05-26
11.180000305175781,2006-05-30
11.260000228881836,2006-05-31
11.5,2006-06-01
11.5,2006-06-02
11.260000228881836,2006-06-05
11.130000114440918,2006-06-06
10.819999694824219,2006-06-07
10.460000038146973,2006-06-08
10.520000457763672,2006-06-09
10.279999732971191,2006-06-12
9.949999809265137,2006-06-13
10.119999885559082,2006-06-14
10.550000190734863,2006-06-15
10.25,2006-06-16
10.130000114440918,2006-06-19
10.390000343322754,2006-06-20
10.479999542236328,2006-06-21
10.260000228881836,2006-06-22
10.149999618530273,2006-06-23
10.100000381469727,2006-06-26
9.84000015258789,2006-06-27
10.15999984741211,2006-06-28
10.680000305175781,2006-06-29
10.619999885559082,2006-06-30
10.770000457763672,2006-07-03
10.569999694824219,2006-07-05
10.550000190734863,2006-07-06
10.3100004196167,2006-07-07
10.140000343322754,2006-07-10
10.050000190734863,2006-07-11
9.960000038146973,2006-07-12
10.020000457763672,2006-07-13
10.0,2006-07-14
10.109999656677246,2006-07-17
10.170000076293945,2006-07-18
10.380000114440918,2006-07-19
10.399999618530273,2006-07-20
10.140000343322754,2006-07-21
10.390000343322754,2006-07-24
10.600000381469727,2006-07-25
11.289999961853027,2006-07-26
11.149999618530273,2006-07-27
11.25,2006-07-28
11.34000015258789,2006-07-31
11.119999885559082,2006-08-01
11.220000267028809,2006-08-02
11.539999961853027,2006-08-03
11.619999885559082,2006-08-04
11.5,2006-08-07
11.600000381469727,2006-08-08
11.720000267028809,2006-08-09
11.609999656677246,2006-08-10
11.59000015258789,2006-08-11
11.600000381469727,2006-08-14
11.829999923706055,2006-08-15
11.9399995803833,2006-08-16
12.029999732971191,2006-08-17
12.079999923706055,2006-08-18
12.010000228881836,2006-08-21
11.84000015258789,2006-08-22
11.680000305175781,2006-08-23
11.630000114440918,2006-08-24
11.59000015258789,2006-08-25
11.670000076293945,2006-08-28
11.649999618530273,2006-08-29
11.710000038146973,2006-08-30
11.789999961853027,2006-08-31
11.770000457763672,2006-09-01
11.720000267028809,2006-09-05
11.3100004196167,2006-09-06
11.670000076293945,2006-09-07
11.90999984741211,2006-09-08
11.890000343322754,2006-09-11
12.069999694824219,2006-09-12
12.359999656677246,2006-09-13
12.550000190734863,2006-09-14
12.4399995803833,2006-09-15
12.399999618530273,2006-09-18
12.229999542236328,2006-09-19
12.539999961853027,2006-09-20
12.350000381469727,2006-09-21
12.180000305175781,2006-09-22
12.489999771118164,2006-09-25
12.579999923706055,2006-09-26
12.800000190734863,2006-09-27
12.970000267028809,2006-09-28
12.640000343322754,2006-09-29
12.609999656677246,2006-10-02
12.699999809265137,2006-10-03
12.960000038146973,2006-10-04
12.899999618530273,2006-10-05
12.6899995803833,2006-10-06
12.569999694824219,2006-10-09
12.479999542236328,2006-10-10
13.130000114440918,2006-10-11
13.15999984741211,2006-10-12
13.1899995803833,2006-10-13
13.130000114440918,2006-10-16
12.84000015258789,2006-10-17
12.670000076293945,2006-10-18
12.84000015258789,2006-10-19
12.710000038146973,2006-10-20
12.40999984741211,2006-10-23
12.470000267028809,2006-10-24
12.100000381469727,2006-10-25
11.989999771118164,2006-10-26
11.760000228881836,2006-10-27
11.8100004196167,2006-10-30
11.600000381469727,2006-10-31
11.279999732971191,2006-11-01
11.369999885559082,2006-11-02
11.34000015258789,2006-11-03
11.460000038146973,2006-11-06
11.520000457763672,2006-11-07
11.510000228881836,2006-11-08
11.529999732971191,2006-11-09
11.640000343322754,2006-11-10
11.6899995803833,2006-11-13
11.640000343322754,2006-11-14
11.6899995803833,2006-11-15
11.739999771118164,2006-11-16
11.609999656677246,2006-11-17
11.5,2006-11-20
11.550000190734863,2006-11-21
11.5,2006-11-22
11.369999885559082,2006-11-24
11.210000038146973,2006-11-27
11.079999923706055,2006-11-28
11.260000228881836,2006-11-29
11.25,2006-11-30
11.300000190734863,2006-12-01
11.4399995803833,2006-12-04
11.479999542236328,2006-12-05
11.75,2006-12-06
11.720000267028809,2006-12-07
11.710000038146973,2006-12-08
11.6899995803833,2006-12-11
11.609999656677246,2006-12-12
11.550000190734863,2006-12-13
11.729999542236328,2006-12-14
11.829999923706055,2006-12-15
11.819999694824219,2006-12-18
11.609999656677246,2006-12-19
11.609999656677246,2006-12-20
11.420000076293945,2006-12-21
11.350000381469727,2006-12-22
11.359999656677246,2006-12-26
11.4399995803833,2006-12-27
11.489999771118164,2006-12-28
11.479999542236328,2006-12-29
11.390000343322754,2007-01-03
11.529999732971191,2007-01-04
11.59000015258789,2007-01-05
11.729999542236328,2007-01-08
11.579999923706055,2007-01-09
11.630000114440918,2007-01-10
11.8100004196167,2007-01-11
12.079999923706055,2007-01-12
12.15999984741211,2007-01-16
11.949999809265137,2007-01-17
11.8100004196167,2007-01-18
11.829999923706055,2007-01-19
11.5600004196167,2007-01-22
11.5600004196167,2007-01-23
11.5600004196167,2007-01-24
11.34000015258789,2007-01-25
11.3100004196167,2007-01-26
11.25,2007-01-29
11.399999618530273,2007-01-30
11.630000114440918,2007-01-31
11.609999656677246,2007-02-01
11.489999771118164,2007-02-02
11.149999618530273,2007-02-05
11.390000343322754,2007-02-06
11.550000190734863,2007-02-07
11.600000381469727,2007-02-08
11.489999771118164,2007-02-09
11.399999618530273,2007-02-12
11.539999961853027,2007-02-13
11.6899995803833,2007-02-14
12.010000228881836,2007-02-15
11.960000038146973,2007-02-16
11.880000114440918,2007-02-20
12.020000457763672,2007-02-21
12.010000228881836,2007-02-22
11.920000076293945,2007-02-23
11.739999771118164,2007-02-26
11.279999732971191,2007-02-27
10.930000305175781,2007-02-28
10.979999542236328,2007-03-01
10.800000190734863,2007-03-02
10.800000190734863,2007-03-05
11.09000015258789,2007-03-06
10.970000267028809,2007-03-07
11.0,2007-03-08
11.069999694824219,2007-03-09
11.25,2007-03-12
11.069999694824219,2007-03-13
11.100000381469727,2007-03-14
11.149999618530273,2007-03-15
11.010000228881836,2007-03-16
11.039999961853027,2007-03-19
11.020000457763672,2007-03-20
11.329999923706055,2007-03-21
11.079999923706055,2007-03-22
11.170000076293945,2007-03-23
11.1899995803833,2007-03-26
11.020000457763672,2007-03-27
10.75,2007-03-28
10.850000381469727,2007-03-29
10.9399995803833,2007-03-30
10.90999984741211,2007-04-02
10.949999809265137,2007-04-03
11.109999656677246,2007-04-04
11.020000457763672,2007-04-05
11.050000190734863,2007-04-09
10.920000076293945,2007-04-10
10.869999885559082,2007-04-11
10.970000267028809,2007-04-12
11.0600004196167,2007-04-13
11.229999542236328,2007-04-16
11.350000381469727,2007-04-17
11.140000343322754,2007-04-18
11.15999984741211,2007-04-19
11.119999885559082,2007-04-20
11.100000381469727,2007-04-23
11.100000381469727,2007-04-24
11.15999984741211,2007-04-25
11.260000228881836,2007-04-26
11.619999885559082,2007-04-27
11.149999618530273,2007-04-30
11.270000457763672,2007-05-01
11.489999771118164,2007-05-02
