FE,Date
16.313291549682617,2004-04-12
16.11823272705078,2004-04-13
16.228483200073242,2004-04-14
16.36842155456543,2004-04-15
16.36842155456543,2004-04-16
16.34722137451172,2004-04-19
16.32177734375,2004-04-20
16.436264038085938,2004-04-21
16.64405632019043,2004-04-22
16.64405632019043,2004-04-23
16.665254592895508,2004-04-26
16.614364624023438,2004-04-27
16.614364624023438,2004-04-28
16.546518325805664,2004-04-29
16.580446243286133,2004-04-30
16.68646240234375,2004-05-03
16.639816284179688,2004-05-04
16.522079467773438,2004-05-05
16.496383666992188,2004-05-06
16.09821128845215,2004-05-07
15.991169929504395,2004-05-10
15.854172706604004,2004-05-11
15.875578880310059,2004-05-12
15.798507690429688,2004-05-13
15.956927299499512,2004-05-14
15.789946556091309,2004-05-17
15.926956176757812,2004-05-18
15.841326713562012,2004-05-19
15.952643394470215,2004-05-20
15.849891662597656,2004-05-21
16.025423049926758,2004-05-24
16.26946449279785,2004-05-25
16.457847595214844,2004-05-26
16.594863891601562,2004-05-27
16.697607040405273,2004-05-28
16.577730178833008,2004-06-01
16.69333267211914,2004-06-02
16.66335678100586,2004-06-03
16.826053619384766,2004-06-04
16.843183517456055,2004-06-07
16.69333267211914,2004-06-08
16.046829223632812,2004-06-09
16.226652145385742,2004-06-10
16.17099380493164,2004-06-14
16.205244064331055,2004-06-15
16.29515838623047,2004-06-16
16.26946449279785,2004-06-17
16.226652145385742,2004-06-18
16.303709030151367,2004-06-21
16.26946449279785,2004-06-22
16.26946449279785,2004-06-23
16.119619369506836,2004-06-24
16.012582778930664,2004-06-25
16.08536148071289,2004-06-28
15.948358535766602,2004-06-29
16.016860961914062,2004-06-30
15.956927299499512,2004-07-01
15.974047660827637,2004-07-02
16.08536148071289,2004-07-06
16.235214233398438,2004-07-07
16.20952796936035,2004-07-08
16.2437686920166,2004-07-09
16.09821128845215,2004-07-12
16.18383026123047,2004-07-13
16.372230529785156,2004-07-14
16.38077735900879,2004-07-15
16.500659942626953,2004-07-16
16.689048767089844,2004-07-19
16.74898910522461,2004-07-20
16.474971771240234,2004-07-21
16.440723419189453,2004-07-22
16.273746490478516,2004-07-23
16.196687698364258,2004-07-26
16.235214233398438,2004-07-27
16.35509490966797,2004-07-28
16.65907096862793,2004-07-29
16.74042320251465,2004-07-30
16.924530029296875,2004-08-02
16.91596221923828,2004-08-03
17.225019454956055,2004-08-04
17.2941837310791,2004-08-05
17.24663543701172,2004-08-06
17.056440353393555,2004-08-09
16.935413360595703,2004-08-10
16.961353302001953,2004-08-11
16.99160385131836,2004-08-12
16.8835506439209,2004-08-13
16.9786376953125,2004-08-16
16.935413360595703,2004-08-17
17.16883087158203,2004-08-18
17.060766220092773,2004-08-19
17.086706161499023,2004-08-20
17.12992286682129,2004-08-23
17.24663543701172,2004-08-24
17.376306533813477,2004-08-25
17.363344192504883,2004-08-26
17.34172821044922,2004-08-27
17.34604835510254,2004-08-30
17.39360237121582,2004-08-31
17.6745548248291,2004-09-01
17.925251007080078,2004-09-02
17.916608810424805,2004-09-03
17.951194763183594,2004-09-07
17.69184112548828,2004-09-08
17.657262802124023,2004-09-09
17.63133430480957,2004-09-10
17.639982223510742,2004-09-13
17.877710342407227,2004-09-14
17.834487915039062,2004-09-15
17.968488693237305,2004-09-16
18.01170539855957,2004-09-17
17.938230514526367,2004-09-20
17.821523666381836,2004-09-21
17.77829933166504,2004-09-22
17.709138870239258,2004-09-23
17.63565444946289,2004-09-24
17.86041831970215,2004-09-27
17.951194763183594,2004-09-28
17.85609245300293,2004-09-29
17.756681442260742,2004-09-30
17.739397048950195,2004-10-01
17.80423355102539,2004-10-04
17.748043060302734,2004-10-05
17.825841903686523,2004-10-06
17.62268829345703,2004-10-07
17.626996994018555,2004-10-08
17.72642707824707,2004-10-11
17.925251007080078,2004-10-12
17.916608810424805,2004-10-13
17.929582595825195,2004-10-14
18.01170539855957,2004-10-15
17.946874618530273,2004-10-18
17.765329360961914,2004-10-19
17.74371337890625,2004-10-20
17.70048713684082,2004-10-21
17.657262802124023,2004-10-22
17.75235939025879,2004-10-25
18.024681091308594,2004-10-26
17.938230514526367,2004-10-27
17.78694725036621,2004-10-28
17.8647518157959,2004-10-29
17.88203239440918,2004-11-01
17.735069274902344,2004-11-02
17.951013565063477,2004-11-03
18.24764060974121,2004-11-04
18.14731216430664,2004-11-05
18.199663162231445,2004-11-08
18.16912078857422,2004-11-09
18.156034469604492,2004-11-10
18.435230255126953,2004-11-11
18.823469161987305,2004-11-12
18.766767501831055,2004-11-15
18.823469161987305,2004-11-16
18.539918899536133,2004-11-17
18.365427017211914,2004-11-18
18.352340698242188,2004-11-19
18.771127700805664,2004-11-22
18.63589859008789,2004-11-23
18.736230850219727,2004-11-24
18.749311447143555,2004-11-26
18.60535430908203,2004-11-29
18.422136306762695,2004-11-30
17.222503662109375,2004-12-01
17.095991134643555,2004-12-02
17.100353240966797,2004-12-03
17.109073638916016,2004-12-06
17.034915924072266,2004-12-07
17.01310157775879,2004-12-08
17.01310157775879,2004-12-09
16.965120315551758,2004-12-10
17.01310157775879,2004-12-13
17.01310157775879,2004-12-14
17.026195526123047,2004-12-15
16.925861358642578,2004-12-16
17.15269660949707,2004-12-17
17.44061851501465,2004-12-20
17.427522659301758,2004-12-21
17.462425231933594,2004-12-22
17.379541397094727,2004-12-23
17.261749267578125,2004-12-27
17.33155632019043,2004-12-28
17.32719612121582,2004-12-29
17.28792953491211,2004-12-30
17.235580444335938,2004-12-31
17.165782928466797,2005-01-03
17.109073638916016,2005-01-04
16.969480514526367,2005-01-05
16.973838806152344,2005-01-06
16.79499053955078,2005-01-07
16.707744598388672,2005-01-10
16.690290451049805,2005-01-11
16.707744598388672,2005-01-12
16.925861358642578,2005-01-13
17.06545639038086,2005-01-14
17.196327209472656,2005-01-18
17.143978118896484,2005-01-19
16.947662353515625,2005-01-20
16.899686813354492,2005-01-21
17.11780548095703,2005-01-24
17.004383087158203,2005-01-25
17.366455078125,2005-01-26
17.449337005615234,2005-01-27
17.187597274780273,2005-01-28
17.344650268554688,2005-01-31
17.449337005615234,2005-02-01
17.60638427734375,2005-02-02
17.5548152923584,2005-02-03
17.695850372314453,2005-02-04
17.656185150146484,2005-02-07
17.80603790283203,2005-02-08
17.86333656311035,2005-02-09
18.03522300720215,2005-02-10
18.101329803466797,2005-02-11
18.237964630126953,2005-02-14
18.167451858520508,2005-02-15
18.079301834106445,2005-02-16
18.290864944458008,2005-02-17
17.92504119873047,2005-02-18
17.572446823120117,2005-02-22
17.79722785949707,2005-02-23
17.85892677307129,2005-02-24
18.123369216918945,2005-02-25
18.176267623901367,2005-02-28
18.326120376586914,2005-03-01
18.176267623901367,2005-03-02
18.193891525268555,2005-03-03
18.277639389038086,2005-03-04
18.40985870361328,2005-03-07
18.326120376586914,2005-03-08
17.85892677307129,2005-03-09
18.149816513061523,2005-03-10
17.889774322509766,2005-03-11
18.520048141479492,2005-03-14
18.436302185058594,2005-03-15
18.348155975341797,2005-03-16
18.370187759399414,2005-03-17
18.224742889404297,2005-03-18
18.15863800048828,2005-03-21
17.93385124206543,2005-03-22
17.84129524230957,2005-03-23
17.986745834350586,2005-03-24
18.008785247802734,2005-03-28
17.94266700744629,2005-03-29
18.14541244506836,2005-03-30
18.489192962646484,2005-03-31
18.498010635375977,2005-04-01
18.489192962646484,2005-04-04
18.53326988220215,2005-04-05
18.33933448791504,2005-04-06
18.4671573638916,2005-04-07
18.334930419921875,2005-04-08
18.511226654052734,2005-04-11
18.824155807495117,2005-04-12
18.621416091918945,2005-04-13
18.511226654052734,2005-04-14
18.171859741210938,2005-04-15
18.326120376586914,2005-04-18
18.295265197753906,2005-04-19
18.1366024017334,2005-04-20
18.498010635375977,2005-04-21
18.678714752197266,2005-04-22
18.837379455566406,2005-04-25
18.740413665771484,2005-04-26
18.894685745239258,2005-04-27
18.881454467773438,2005-04-28
19.181156158447266,2005-04-29
19.07979393005371,2005-05-02
19.264907836914062,2005-05-03
19.057113647460938,2005-05-04
19.21283721923828,2005-05-05
19.021516799926758,2005-05-06
19.381925582885742,2005-05-09
19.337432861328125,2005-05-10
19.662235260009766,2005-05-11
19.68894386291504,2005-05-12
19.453113555908203,2005-05-13
19.46646499633789,2005-05-16
19.582151412963867,2005-05-17
19.59994125366211,2005-05-18
19.577695846557617,2005-05-19
19.631088256835938,2005-05-20
19.648887634277344,2005-05-23
19.613306045532227,2005-05-24
19.484262466430664,2005-05-25
19.577695846557617,2005-05-26
19.711183547973633,2005-05-27
19.711183547973633,2005-05-31
19.831315994262695,2005-06-01
20.178380966186523,2005-06-02
20.02265739440918,2005-06-03
20.05378532409668,2005-06-06
20.2050724029541,2005-06-07
20.058252334594727,2005-06-08
20.08938217163086,2005-06-09
20.01375389099121,2005-06-10
19.96034812927246,2005-06-13
20.245121002197266,2005-06-14
20.213979721069336,2005-06-15
20.28961944580078,2005-06-16
20.970388412475586,2005-06-17
20.836902618408203,2005-06-20
20.930349349975586,2005-06-21
21.081619262695312,2005-06-22
21.299646377563477,2005-06-23
21.166162490844727,2005-06-24
21.241806030273438,2005-06-27
21.6378116607666,2005-06-28
21.655609130859375,2005-06-29
21.40644073486328,2005-06-30
21.673402786254883,2005-07-01
21.58441162109375,2005-07-05
21.37082862854004,2005-07-06
21.522123336791992,2005-07-07
21.81133460998535,2005-07-08
22.082748413085938,2005-07-11
22.033811569213867,2005-07-12
22.02490997314453,2005-07-13
21.8958740234375,2005-07-14
21.789087295532227,2005-07-15
21.85582733154297,2005-07-18
21.953725814819336,2005-07-19
22.060510635375977,2005-07-20
21.88253402709961,2005-07-21
22.08719253540039,2005-07-22
21.820232391357422,2005-07-25
21.80244255065918,2005-07-26
22.24738311767578,2005-07-27
22.24738311767578,2005-07-28
22.149499893188477,2005-07-29
21.80244255065918,2005-08-01
22.091655731201172,2005-08-02
22.281448364257812,2005-08-03
22.38016128540039,2005-08-04
22.214147567749023,2005-08-05
21.962890625,2005-08-08
22.303878784179688,2005-08-09
22.308364868164062,2005-08-10
22.46539878845215,2005-08-11
22.308364868164062,2005-08-12
22.290420532226562,2005-08-15
21.994279861450195,2005-08-16
21.922496795654297,2005-08-17
22.084030151367188,2005-08-18
22.012231826782227,2005-08-19
22.22760581970215,2005-08-22
22.456436157226562,2005-08-23
22.407072067260742,2005-08-24
22.725643157958984,2005-08-25
22.617958068847656,2005-08-26
22.801925659179688,2005-08-29
22.734617233276367,2005-08-30
22.896133422851562,2005-08-31
23.264049530029297,2005-09-01
23.2864933013916,2005-09-02
23.465959548950195,2005-09-06
23.546724319458008,2005-09-07
23.39865493774414,2005-09-08
23.658893585205078,2005-09-09
23.407634735107422,2005-09-12
23.2864933013916,2005-09-13
23.29546546936035,2005-09-14
23.474931716918945,2005-09-15
23.63196563720703,2005-09-16
23.578134536743164,2005-09-19
23.349294662475586,2005-09-20
23.107019424438477,2005-09-21
22.88267707824707,2005-09-22
22.67180061340332,2005-09-23
22.73910140991211,2005-09-26
23.00831413269043,2005-09-27
23.039722442626953,2005-09-28
23.39417266845703,2005-09-29
23.385194778442383,2005-09-30
23.421092987060547,2005-10-03
23.39865493774414,2005-10-04
22.810884475708008,2005-10-05
22.600004196166992,2005-10-06
22.774995803833008,2005-10-07
22.353233337402344,2005-10-10
22.294898986816406,2005-10-11
22.030183792114258,2005-10-12
21.680221557617188,2005-10-13
21.671241760253906,2005-10-14
21.87763214111328,2005-10-17
21.50074005126953,2005-10-18
21.402034759521484,2005-10-19
20.814260482788086,2005-10-20
20.720043182373047,2005-10-21
20.95336151123047,2005-10-24
21.025142669677734,2005-10-25
20.85914421081543,2005-10-26
20.818756103515625,2005-10-27
21.061044692993164,2005-10-28
21.312294006347656,2005-10-31
20.818756103515625,2005-11-01
20.895029067993164,2005-11-02
20.89049530029297,2005-11-03
20.981069564819336,2005-11-04
20.931259155273438,2005-11-07
20.91314125061035,2005-11-08
21.058055877685547,2005-11-09
21.2165584564209,2005-11-10
21.035409927368164,2005-11-11
20.9901180267334,2005-11-14
20.96295738220215,2005-11-15
20.9901180267334,2005-11-16
21.239192962646484,2005-11-17
21.212024688720703,2005-11-18
21.13503646850586,2005-11-21
21.094282150268555,2005-11-22
21.261837005615234,2005-11-23
21.329774856567383,2005-11-25
21.112394332885742,2005-11-28
21.3071231842041,2005-11-29
21.266374588012695,2005-11-30
21.284486770629883,2005-12-01
21.207508087158203,2005-12-02
21.388652801513672,2005-12-05
21.361469268798828,2005-12-06
21.2165584564209,2005-12-07
21.46563720703125,2005-12-08
21.701122283935547,2005-12-09
21.565261840820312,2005-12-12
21.778104782104492,2005-12-13
22.1766300201416,2005-12-14
22.466463088989258,2005-12-15
22.48456573486328,2005-12-16
22.244548797607422,2005-12-19
22.330598831176758,2005-12-20
22.086057662963867,2005-12-21
22.312480926513672,2005-12-22
22.452878952026367,2005-12-23
22.52079963684082,2005-12-27
22.4075870513916,2005-12-28
22.28984260559082,2005-12-29
22.18568229675293,2005-12-30
22.65665626525879,2006-01-03
22.86949920654297,2006-01-04
22.901212692260742,2006-01-05
23.12310028076172,2006-01-06
23.236326217651367,2006-01-09
23.186500549316406,2006-01-10
23.118581771850586,2006-01-11
23.005361557006836,2006-01-12
22.98271942138672,2006-01-13
23.295194625854492,2006-01-17
23.14574432373047,2006-01-18
23.32688331604004,2006-01-19
23.014423370361328,2006-01-20
23.14121437072754,2006-01-23
23.376707077026367,2006-01-24
22.765342712402344,2006-01-25
22.806100845336914,2006-01-26
22.905733108520508,2006-01-27
22.742706298828125,2006-01-30
22.688356399536133,2006-01-31
22.75628662109375,2006-02-01
22.357755661010742,2006-02-02
22.11554718017578,2006-02-03
22.330339431762695,2006-02-06
22.051551818847656,2006-02-07
22.179536819458008,2006-02-08
22.403465270996094,2006-02-09
22.45374870300293,2006-02-10
22.321210861206055,2006-02-13
22.412614822387695,2006-02-14
22.028711318969727,2006-02-15
22.344064712524414,2006-02-16
22.805654525756836,2006-02-17
22.81021499633789,2006-02-21
23.162132263183594,2006-02-22
22.82850456237793,2006-02-23
23.07986831665039,2006-02-24
23.37236785888672,2006-02-27
23.344945907592773,2006-02-28
23.308382034301758,2006-03-01
23.271827697753906,2006-03-02
23.32666778564453,2006-03-03
22.750812530517578,2006-03-06
22.705114364624023,2006-03-07
22.773664474487305,2006-03-08
22.504013061523438,2006-03-09
22.590845108032227,2006-03-10
22.737098693847656,2006-03-13
23.06159019470215,2006-03-14
23.322092056274414,2006-03-15
23.651153564453125,2006-03-16
23.646581649780273,2006-03-17
23.37693214416504,2006-03-20
23.075302124023438,2006-03-21
23.07986831665039,2006-03-22
23.00217056274414,2006-03-23
22.9838924407959,2006-03-24
22.737098693847656,2006-03-27
22.54058265686035,2006-03-28
23.171281814575195,2006-03-29
22.846792221069336,2006-03-30
22.348630905151367,2006-03-31
22.312063217163086,2006-04-03
22.668550491333008,2006-04-04
22.85136604309082,2006-04-05
22.641128540039062,2006-04-06
22.21152687072754,2006-04-07
22.344064712524414,2006-04-10
22.225229263305664,2006-04-11
22.458314895629883,2006-04-12
22.339488983154297,2006-04-13
22.142959594726562,2006-04-17
22.750812530517578,2006-04-18
22.78280258178711,2006-04-19
22.993040084838867,2006-04-20
22.997604370117188,2006-04-21
22.865062713623047,2006-04-24
22.47659683227539,2006-04-25
22.595422744750977,2006-04-26
23.258106231689453,2006-04-27
23.17584800720215,2006-04-28
22.919902801513672,2006-05-01
23.614593505859375,2006-05-02
23.51776695251465,2006-05-03
23.554662704467773,2006-05-04
23.918880462646484,2006-05-05
23.960365295410156,2006-05-08
24.06641960144043,2006-05-09
24.094078063964844,2006-05-10
23.849733352661133,2006-05-11
23.757503509521484,2006-05-12
24.19089126586914,2006-05-15
24.426025390625,2006-05-16
24.12173843383789,2006-05-17
24.200124740600586,2006-05-18
24.117145538330078,2006-05-19
24.430641174316406,2006-05-22
23.92349624633789,2006-05-23
23.983423233032227,2006-05-24
24.112516403198242,2006-05-25
24.27849006652832,2006-05-26
23.93271827697754,2006-05-30
24.167848587036133,2006-05-31
24.181676864624023,2006-06-01
24.366092681884766,2006-06-02
24.17706871032715,2006-06-05
24.41681480407715,2006-06-06
24.532062530517578,2006-06-07
24.619659423828125,2006-06-08
24.771812438964844,2006-06-09
25.103759765625,2006-06-12
24.550498962402344,2006-06-13
24.112516403198242,2006-06-14
24.232391357421875,2006-06-15
24.379924774169922,2006-06-16
24.07101821899414,2006-06-19
24.426025390625,2006-06-20
24.568954467773438,2006-06-21
24.306156158447266,2006-06-22
24.39835548400879,2006-06-23
24.578174591064453,2006-06-26
24.343040466308594,2006-06-27
24.721099853515625,2006-06-28
25.02999496459961,2006-06-29
24.993114471435547,2006-06-30
25.149860382080078,2006-07-03
24.97926139831543,2006-07-05
24.785634994506836,2006-07-06
24.776424407958984,2006-07-07
25.01156234741211,2006-07-10
24.97006607055664,2006-07-11
24.781030654907227,2006-07-12
24.79025650024414,2006-07-13
24.840972900390625,2006-07-14
24.97926139831543,2006-07-17
25.0253849029541,2006-07-18
25.587852478027344,2006-07-19
25.55096435546875,2006-07-20
25.46798324584961,2006-07-21
25.726171493530273,2006-07-24
25.689285278320312,2006-07-25
25.846033096313477,2006-07-26
25.564802169799805,2006-07-27
25.8414249420166,2006-07-28
25.818374633789062,2006-07-31
26.311689376831055,2006-08-01
26.076560974121094,2006-08-02
26.104434967041016,2006-08-03
26.504119873046875,2006-08-04
25.872074127197266,2006-08-07
26.257802963256836,2006-08-08
26.229921340942383,2006-08-09
26.104434967041016,2006-08-10
26.118377685546875,2006-08-11
26.062618255615234,2006-08-14
26.197399139404297,2006-08-15
26.0068416595459,2006-08-16
25.94643783569336,2006-08-17
26.09979820251465,2006-08-18
26.030092239379883,2006-08-21
26.197399139404297,2006-08-22
25.867422103881836,2006-08-23
26.09979820251465,2006-08-24
26.253170013427734,2006-08-25
26.141626358032227,2006-08-28
26.21133041381836,2006-08-29
26.229921340942383,2006-08-30
26.51806640625,2006-08-31
26.555238723754883,2006-09-01
26.355398178100586,2006-09-05
26.07190704345703,2006-09-06
26.025440216064453,2006-09-07
25.923200607299805,2006-09-08
26.262454986572266,2006-09-11
25.695480346679688,2006-09-12
25.974313735961914,2006-09-13
25.83953285217285,2006-09-14
26.025440216064453,2006-09-15
26.136978149414062,2006-09-18
25.91855239868164,2006-09-19
25.769824981689453,2006-09-20
25.574642181396484,2006-09-21
25.58393096923828,2006-09-22
26.057966232299805,2006-09-25
25.955726623535156,2006-09-26
26.369342803955078,2006-09-27
26.271730422973633,2006-09-28
25.960376739501953,2006-09-29
26.494827270507812,2006-10-02
26.722537994384766,2006-10-03
26.694664001464844,2006-10-04
26.79690933227539,2006-10-05
26.54595184326172,2006-10-06
26.42510986328125,2006-10-09
26.792261123657227,2006-10-10
26.848024368286133,2006-10-11
26.848024368286133,2006-10-12
26.945629119873047,2006-10-13
26.85732078552246,2006-10-16
27.108285903930664,2006-10-17
27.3685359954834,2006-10-18
27.27094268798828,2006-10-19
27.331369400024414,2006-10-20
27.4940185546875,2006-10-23
27.56836700439453,2006-10-24
27.851863861083984,2006-10-25
27.703142166137695,2006-10-26
27.665966033935547,2006-10-27
27.373178482055664,2006-10-30
27.34994888305664,2006-10-31
27.563716888427734,2006-11-01
27.396432876586914,2006-11-02
27.106061935424805,2006-11-03
27.405786514282227,2006-11-06
27.447933197021484,2006-11-07
27.78042984008789,2006-11-08
27.588422775268555,2006-11-09
27.630573272705078,2006-11-10
27.630573272705078,2006-11-13
27.560331344604492,2006-11-14
27.232515335083008,2006-11-15
27.452613830566406,2006-11-16
27.461984634399414,2006-11-17
27.39173126220703,2006-11-20
27.579071044921875,2006-11-21
27.710193634033203,2006-11-22
27.616531372070312,2006-11-24
27.569713592529297,2006-11-27
27.611845016479492,2006-11-28
27.94434928894043,2006-11-29
28.023948669433594,2006-11-30
28.34709930419922,2006-12-01
28.436080932617188,2006-12-04
28.707712173461914,2006-12-05
28.501646041870117,2006-12-06
28.225339889526367,2006-12-07
28.183197021484375,2006-12-08
28.34709930419922,2006-12-11
28.52506446838379,2006-12-12
28.47355079650879,2006-12-13
28.487594604492188,2006-12-14
28.496963500976562,2006-12-15
28.548479080200195,2006-12-18
28.712390899658203,2006-12-19
28.670238494873047,2006-12-20
28.426712036132812,2006-12-21
28.417341232299805,2006-12-22
28.51569366455078,2006-12-26
28.5718994140625,2006-12-27
28.384559631347656,2006-12-28
28.239383697509766,2006-12-29
28.31432342529297,2007-01-03
28.281538009643555,2007-01-04
27.68209457397461,2007-01-05
27.630573272705078,2007-01-08
27.508821487426758,2007-01-09
27.476041793823242,2007-01-10
27.43389129638672,2007-01-11
27.157594680786133,2007-01-12
27.190359115600586,2007-01-16
27.321487426757812,2007-01-17
27.246562957763672,2007-01-18
27.429195404052734,2007-01-19
27.24187469482422,2007-01-22
27.115421295166016,2007-01-23
27.43389129638672,2007-01-24
27.340232849121094,2007-01-25
27.583742141723633,2007-01-26
27.677404403686523,2007-01-29
27.78042984008789,2007-01-30
27.78512191772461,2007-01-31
28.365825653076172,2007-02-01
28.492279052734375,2007-02-02
29.106128692626953,2007-02-05
29.214736938476562,2007-02-06
29.413061141967773,2007-02-07
29.81914520263672,2007-02-08
29.81914520263672,2007-02-09
29.880535125732422,2007-02-12
29.956090927124023,2007-02-13
30.14496612548828,2007-02-14
29.970252990722656,2007-02-15
29.781370162963867,2007-02-16
30.11191177368164,2007-02-20
29.82859230041504,2007-02-21
29.92774200439453,2007-02-22
29.989131927490234,2007-02-23
30.518007278442383,2007-02-26
29.83803367614746,2007-02-27
29.54526710510254,2007-02-28
29.5736141204834,2007-03-01
29.11085319519043,2007-03-02
28.898372650146484,2007-03-05
29.25251007080078,2007-03-06
29.224180221557617,2007-03-07
29.280851364135742,2007-03-08
29.40361213684082,2007-03-09
29.66332244873047,2007-03-12
29.19112777709961,2007-03-13
29.313886642456055,2007-03-14
29.535829544067383,2007-03-15
29.800262451171875,2007-03-16
29.99858856201172,2007-03-19
30.626611709594727,2007-03-20
31.013803482055664,2007-03-21
31.07046890258789,2007-03-22
31.188505172729492,2007-03-23
31.45295524597168,2007-03-26
31.29239845275879,2007-03-27
31.415180206298828,2007-03-28
31.552093505859375,2007-03-29
31.27821922302246,2007-03-30
32.01957702636719,2007-04-02
31.991247177124023,2007-04-03
31.821260452270508,2007-04-04
32.13290786743164,2007-04-05
32.22734451293945,2007-04-09
32.25566482543945,2007-04-10
32.184844970703125,2007-04-11
31.646530151367188,2007-04-12
31.632387161254883,2007-04-13
31.873201370239258,2007-04-16
31.9204158782959,2007-04-17
32.24149703979492,2007-04-18
32.080963134765625,2007-04-19
32.51066589355469,2007-04-20
32.7089729309082,2007-04-23
33.455055236816406,2007-04-24
33.63448715209961,2007-04-25
33.35116195678711,2007-04-26
32.99701690673828,2007-04-27
32.31706619262695,2007-04-30
32.8411979675293,2007-05-01
33.14339828491211,2007-05-02
33.1196174621582,2007-05-03
33.20998764038086,2007-05-04
34.01373291015625,2007-05-07
33.8330078125,2007-05-08
33.818729400634766,2007-05-09
33.404964447021484,2007-05-10
33.68556213378906,2007-05-11
34.16115188598633,2007-05-14
34.08980941772461,2007-05-15
34.046993255615234,2007-05-16
33.64751434326172,2007-05-17
33.85203170776367,2007-05-18
34.351383209228516,2007-05-21
34.308597564697266,2007-05-22
33.82349395751953,2007-05-23
32.56319046020508,2007-05-24
32.59648513793945,2007-05-25
32.862815856933594,2007-05-29
33.12913131713867,2007-05-30
32.924625396728516,2007-05-31
32.97694778442383,2007-06-01
32.967430114746094,2007-06-04
32.20651626586914,2007-06-05
32.030540466308594,2007-06-06
30.784517288208008,2007-06-07
31.164976119995117,2007-06-08
30.99376678466797,2007-06-11
30.508678436279297,2007-06-12
30.903404235839844,2007-06-13
30.817800521850586,2007-06-14
31.816530227661133,2007-06-15
31.255338668823242,2007-06-18
31.241069793701172,2007-06-19
30.20430564880371,2007-06-20
30.670372009277344,2007-06-21
30.232830047607422,2007-06-22
30.537199020385742,2007-06-25
30.385032653808594,2007-06-26
30.81304359436035,2007-06-27
30.551464080810547,2007-06-28
30.784517288208008,2007-06-29
31.59300994873047,2007-07-02
31.369470596313477,2007-07-03
31.326679229736328,2007-07-05
31.188758850097656,2007-07-06
31.193500518798828,2007-07-09
30.755970001220703,2007-07-10
31.046083450317383,2007-07-11
31.40276336669922,2007-07-12
32.078094482421875,2007-07-13
31.359975814819336,2007-07-16
31.164976119995117,2007-07-17
31.507404327392578,2007-07-18
32.387229919433594,2007-07-19
31.69287872314453,2007-07-20
31.906871795654297,2007-07-23
30.484888076782227,2007-07-24
30.190034866333008,2007-07-25
28.93449592590332,2007-07-26
28.74427032470703,2007-07-27
28.63962745666504,2007-07-30
28.891685485839844,2007-07-31
30.066370010375977,2007-08-01
30.047348022460938,2007-08-02
28.70989227294922,2007-08-03
30.03777503967285,2007-08-06
30.939001083374023,2007-08-07
30.80476951599121,2007-08-08
29.414562225341797,2007-08-09
28.89684295654297,2007-08-10
30.085710525512695,2007-08-13
29.51045036315918,2007-08-14
29.126949310302734,2007-08-15
29.083799362182617,2007-08-16
30.080902099609375,2007-08-17
29.884368896484375,2007-08-20
29.93709373474121,2007-08-21
30.378131866455078,2007-08-22
30.301422119140625,2007-08-23
30.358949661254883,2007-08-24
29.213237762451172,2007-08-27
28.561294555664062,2007-08-28
29.347463607788086,2007-08-29
29.246803283691406,2007-08-30
29.45292854309082,2007-08-31
29.812461853027344,2007-09-04
29.606321334838867,2007-09-05
30.028175354003906,2007-09-06
29.529624938964844,2007-09-07
29.64468002319336,2007-09-10
29.836429595947266,2007-09-11
29.750146865844727,2007-09-12
30.05214500427246,2007-09-13
30.056936264038086,2007-09-14
30.018585205078125,2007-09-17
30.56029510498047,2007-09-18
31.26496124267578,2007-09-19
30.891061782836914,2007-09-20
31.020483016967773,2007-09-21
30.867101669311523,2007-09-24
31.212242126464844,2007-09-25
31.54300880432129,2007-09-26
31.135536193847656,2007-09-27
30.36374282836914,2007-09-28
31.08760643005371,2007-10-01
30.809551239013672,2007-10-02
31.073211669921875,2007-10-03
31.859413146972656,2007-10-04
32.06552505493164,2007-10-05
31.92172622680664,2007-10-08
32.166202545166016,2007-10-09
32.04155731201172,2007-10-10
32.64558029174805,2007-10-11
32.78459930419922,2007-10-12
32.22852325439453,2007-10-15
32.1757926940918,2007-10-16
31.9792423248291,2007-10-17
31.96965789794922,2007-10-18
31.40399169921875,2007-10-19
31.471107482910156,2007-10-22
31.336877822875977,2007-10-23
31.67723274230957,2007-10-24
32.295631408691406,2007-10-25
32.76541519165039,2007-10-26
33.28314971923828,2007-10-29
32.9379997253418,2007-10-30
33.412574768066406,2007-10-31
32.95716857910156,2007-11-01
33.14893341064453,2007-11-02
33.390350341796875,2007-11-05
32.87851333618164,2007-11-06
32.29425048828125,2007-11-07
32.5936393737793,2007-11-08
32.60810852050781,2007-11-09
32.24595642089844,2007-11-12
32.511539459228516,2007-11-13
32.3521842956543,2007-11-14
32.5067138671875,2007-11-15
32.6708869934082,2007-11-16
32.70950698852539,2007-11-19
33.013729095458984,2007-11-20
32.921974182128906,2007-11-21
32.77229309082031,2007-11-23
32.67572021484375,2007-11-26
32.69019317626953,2007-11-27
32.69019317626953,2007-11-28
32.70468521118164,2007-11-29
33.10546875,2007-11-30
33.52554702758789,2007-12-03
34.13881301879883,2007-12-04
34.81964874267578,2007-12-05
35.210777282714844,2007-12-06
35.69847106933594,2007-12-07
35.69847106933594,2007-12-10
34.91139602661133,2007-12-11
35.09971618652344,2007-12-12
35.53428649902344,2007-12-13
34.97416687011719,2007-12-14
34.87276077270508,2007-12-17
35.659828186035156,2007-12-18
35.635684967041016,2007-12-19
35.61155700683594,2007-12-20
36.0992546081543,2007-12-21
