GLW,Date
0.8068568706512451,1981-12-31
0.8088012337684631,1982-01-04
0.8029687404632568,1982-01-05
0.7874152064323425,1982-01-06
0.7582515478134155,1982-01-07
0.7854704260826111,1982-01-08
0.7699168920516968,1982-01-11
0.7679725885391235,1982-01-12
0.7563068270683289,1982-01-13
0.7368648648262024,1982-01-14
0.7465860843658447,1982-01-15
0.7543627619743347,1982-01-18
0.7446416616439819,1982-01-19
0.7368648648262024,1982-01-20
0.7368648648262024,1982-01-21
0.7407530546188354,1982-01-22
0.738808810710907,1982-01-25
0.7446416616439819,1982-01-26
0.7407530546188354,1982-01-27
0.7407530546188354,1982-01-28
0.738808810710907,1982-01-29
0.7329762578010559,1982-02-01
0.7251991033554077,1982-02-02
0.7077007293701172,1982-02-03
0.699924111366272,1982-02-04
0.6979802250862122,1982-02-05
0.690202534198761,1982-02-08
0.6882587671279907,1982-02-09
0.6979802250862122,1982-02-10
0.699924111366272,1982-02-11
0.699924111366272,1982-02-12
0.6960358023643494,1982-02-16
0.6960358023643494,1982-02-17
0.6960358023643494,1982-02-18
0.6940918564796448,1982-02-19
0.6960358023643494,1982-02-22
0.6921473145484924,1982-02-23
0.6960358023643494,1982-02-24
0.6979802250862122,1982-02-25
0.6979802250862122,1982-02-26
0.6960358023643494,1982-03-01
0.682426393032074,1982-03-02
0.6649276614189148,1982-03-03
0.6513187885284424,1982-03-04
0.6688165068626404,1982-03-05
0.668107271194458,1982-03-08
0.6700778603553772,1982-03-09
0.6779613494873047,1982-03-10
0.6799323558807373,1982-03-11
0.6740192770957947,1982-03-12
0.6799323558807373,1982-03-15
0.6779613494873047,1982-03-16
0.6838740110397339,1982-03-17
0.6799323558807373,1982-03-18
0.6799323558807373,1982-03-19
0.6819025278091431,1982-03-22
0.6740192770957947,1982-03-23
0.666136622428894,1982-03-24
0.666136622428894,1982-03-25
0.6641656160354614,1982-03-26
0.668107271194458,1982-03-29
0.6621947884559631,1982-03-30
0.6346032023429871,1982-03-31
0.6306614279747009,1982-04-01
0.6464282274246216,1982-04-02
0.6582526564598083,1982-04-05
0.6779613494873047,1982-04-06
0.6858441233634949,1982-04-07
0.7016111016273499,1982-04-08
0.7075237035751343,1982-04-12
0.7232893705368042,1982-04-13
0.7252610325813293,1982-04-14
0.7114647030830383,1982-04-15
0.7252610325813293,1982-04-16
0.7331439852714539,1982-04-19
0.7154068350791931,1982-04-20
0.7134355306625366,1982-04-21
0.7213191390037537,1982-04-22
0.7390567064285278,1982-04-23
0.7489104270935059,1982-04-26
0.7449690699577332,1982-04-27
0.7469397783279419,1982-04-28
0.7469397783279419,1982-04-29
0.7567940950393677,1982-04-30
0.7508812546730042,1982-05-03
0.7567940950393677,1982-05-04
0.7567940950393677,1982-05-05
0.7627062797546387,1982-05-06
0.7607358694076538,1982-05-07
0.7627062797546387,1982-05-10
0.7686189413070679,1982-05-11
0.7666477560997009,1982-05-12
0.7666477560997009,1982-05-13
0.7646769881248474,1982-05-14
0.7666477560997009,1982-05-17
0.7646769881248474,1982-05-18
0.7627062797546387,1982-05-19
0.7567940950393677,1982-05-20
0.7627062797546387,1982-05-21
0.7627062797546387,1982-05-24
0.7646769881248474,1982-05-25
0.7627062797546387,1982-05-26
0.7607358694076538,1982-05-27
0.7567940950393677,1982-05-28
0.7370857000350952,1982-06-01
0.7449690699577332,1982-06-02
0.7489104270935059,1982-06-03
0.7370857000350952,1982-06-04
0.7252610325813293,1982-06-07
0.7125667333602905,1982-06-08
0.716558575630188,1982-06-09
0.7145624160766602,1982-06-10
0.7185543775558472,1982-06-11
0.7245425581932068,1982-06-14
0.7225462198257446,1982-06-15
0.720550000667572,1982-06-16
0.720550000667572,1982-06-17
0.7145624160766602,1982-06-18
0.716558575630188,1982-06-21
0.7265381217002869,1982-06-22
0.738514244556427,1982-06-23
0.742506206035614,1982-06-24
0.7345225811004639,1982-06-25
0.7185543775558472,1982-06-28
0.7025865912437439,1982-06-29
0.6926069259643555,1982-06-30
0.6906104683876038,1982-07-01
0.6886149048805237,1982-07-02
0.6906104683876038,1982-07-06
0.6985951066017151,1982-07-07
0.7025865912437439,1982-07-08
0.70657879114151,1982-07-09
0.7185543775558472,1982-07-12
0.7145624160766602,1982-07-13
0.7185543775558472,1982-07-14
0.7245425581932068,1982-07-15
0.7265381217002869,1982-07-16
0.7225462198257446,1982-07-19
0.720550000667572,1982-07-20
0.7145624160766602,1982-07-21
0.7105706930160522,1982-07-22
0.7105706930160522,1982-07-23
0.716558575630188,1982-07-26
0.7185543775558472,1982-07-27
0.7145624160766602,1982-07-28
0.7185543775558472,1982-07-29
0.7185543775558472,1982-07-30
0.7305303812026978,1982-08-02
0.7325260043144226,1982-08-03
0.7225462198257446,1982-08-04
0.716558575630188,1982-08-05
0.7125667333602905,1982-08-06
0.6985951066017151,1982-08-09
0.6866188645362854,1982-08-10
0.6846227645874023,1982-08-11
0.6906104683876038,1982-08-12
0.7025865912437439,1982-08-13
0.7025865912437439,1982-08-16
0.7345225811004639,1982-08-17
0.7345225811004639,1982-08-18
0.742506206035614,1982-08-19
0.7983938455581665,1982-08-20
0.8462973833084106,1982-08-23
0.8163578510284424,1982-08-24
0.8223456740379333,1982-08-25
0.8243417739868164,1982-08-26
0.810369610786438,1982-08-27
0.8443014025688171,1982-08-30
0.8423054814338684,1982-08-31
0.8083742260932922,1982-09-01
0.8343214988708496,1982-09-02
0.8423054814338684,1982-09-03
0.8637789487838745,1982-09-07
0.8637789487838745,1982-09-08
0.8617604374885559,1982-09-09
0.843596875667572,1982-09-10
0.8173612356185913,1982-09-13
0.8234157562255859,1982-09-14
0.8375427722930908,1982-09-15
0.8456153273582458,1982-09-16
0.8314883708953857,1982-09-17
0.8213973045349121,1982-09-20
0.8516697287559509,1982-09-21
0.8557056784629822,1982-09-22
0.8678151369094849,1982-09-23
0.8577242493629456,1982-09-24
0.8577242493629456,1982-09-27
0.8557056784629822,1982-09-28
0.8516697287559509,1982-09-29
0.8355240225791931,1982-09-30
0.8375427722930908,1982-10-01
0.8476336002349854,1982-10-04
0.8314883708953857,1982-10-05
0.8496511578559875,1982-10-06
0.877906084060669,1982-10-07
0.9001058340072632,1982-10-08
0.9001058340072632,1982-10-11
0.9001058340072632,1982-10-12
0.9041420817375183,1982-10-13
0.9001058340072632,1982-10-14
0.910196840763092,1982-10-15
0.9384514689445496,1982-10-18
0.9263421893119812,1982-10-19
0.9727609157562256,1982-10-20
0.9646875858306885,1982-10-21
0.9788148999214172,1982-10-22
0.954596996307373,1982-10-25
0.9626695513725281,1982-10-26
0.9687243103981018,1982-10-27
0.9727609157562256,1982-10-28
0.9848694801330566,1982-10-29
0.9889060854911804,1982-11-01
0.998996913433075,1982-11-02
1.0676149129867554,1982-11-03
1.0555057525634766,1982-11-04
1.0494507551193237,1982-11-05
1.0413784980773926,1982-11-08
1.0676149129867554,1982-11-09
1.0777052640914917,1982-11-10
1.0857781171798706,1982-11-11
1.0756876468658447,1982-11-12
1.0514695644378662,1982-11-15
1.0272513628005981,1982-11-16
1.0413784980773926,1982-11-17
1.0433963537216187,1982-11-18
1.0353237390518188,1982-11-19
1.0272513628005981,1982-11-22
0.9949600696563721,1982-11-23
0.9848694801330566,1982-11-24
0.9969786405563354,1982-11-26
0.9848694801330566,1982-11-29
0.9808328151702881,1982-11-30
0.9727609157562256,1982-12-01
0.9767959713935852,1982-12-02
0.9929417371749878,1982-12-03
