ICE,Date
9.635457992553711,2006-06-02
9.074254035949707,2006-06-05
8.85962200164795,2006-06-06
8.917679786682129,2006-06-07
8.791013717651367,2006-06-08
8.944066047668457,2006-06-09
8.620363235473633,2006-06-12
8.092589378356934,2006-06-13
8.268512725830078,2006-06-14
8.622124671936035,2006-06-15
8.900087356567383,2006-06-16
8.824440956115723,2006-06-19
8.727681159973145,2006-06-20
9.448974609375,2006-06-21
9.325828552246094,2006-06-22
9.57740306854248,2006-06-23
9.631940841674805,2006-06-26
9.42082691192627,2006-06-27
9.156937599182129,2006-06-28
9.737492561340332,2006-06-29
10.193145751953125,2006-06-30
10.439435958862305,2006-07-03
10.201937675476074,2006-07-05
10.128049850463867,2006-07-06
9.65304946899414,2006-07-07
9.290645599365234,2006-07-10
9.763884544372559,2006-07-11
10.29166030883789,2006-07-12
10.520363807678223,2006-07-13
10.486937522888184,2006-07-14
10.22304916381836,2006-07-17
9.904621124267578,2006-07-18
10.340920448303223,2006-07-19
10.191383361816406,2006-07-20
10.22128677368164,2006-07-21
10.687492370605469,2006-07-24
10.581938743591309,2006-07-25
10.062952995300293,2006-07-26
10.027772903442383,2006-07-27
10.374345779418945,2006-07-28
10.485177993774414,2006-07-31
10.400732040405273,2006-08-01
10.449992179870605,2006-08-02
10.307494163513184,2006-08-03
10.46054744720459,2006-08-04
10.335641860961914,2006-08-07
10.502769470214844,2006-08-08
10.522123336791992,2006-08-09
10.817680358886719,2006-08-10
10.603050231933594,2006-08-11
10.562585830688477,2006-08-14
10.705085754394531,2006-08-15
10.998881340026855,2006-08-16
11.23110294342041,2006-08-17
11.32258415222168,2006-08-18
11.373604774475098,2006-08-21
10.981290817260742,2006-08-22
11.000639915466309,2006-08-23
10.694528579711914,2006-08-24
10.926751136779785,2006-08-25
10.798325538635254,2006-08-28
10.898604393005371,2006-08-29
11.187122344970703,2006-08-30
11.129066467285156,2006-08-31
11.19767951965332,2006-09-01
11.473880767822266,2006-09-05
11.472121238708496,2006-09-06
11.278603553771973,2006-09-07
11.271566390991211,2006-09-08
11.15545654296875,2006-09-11
11.132587432861328,2006-09-12
11.385920524597168,2006-09-13
11.370081901550293,2006-09-14
13.080084800720215,2006-09-15
13.396748542785645,2006-09-18
13.01323413848877,2006-09-19
12.745823860168457,2006-09-20
13.525177955627441,2006-09-21
12.963973999023438,2006-09-22
12.221567153930664,2006-09-25
12.316566467285156,2006-09-26
12.594531059265137,2006-09-27
12.694806098937988,2006-09-28
13.206751823425293,2006-09-29
13.097675323486328,2006-10-02
13.583232879638672,2006-10-03
14.29397201538086,2006-10-04
14.788326263427734,2006-10-05
15.024062156677246,2006-10-06
14.939621925354004,2006-10-09
15.36359691619873,2006-10-10
15.44628620147705,2006-10-11
14.760177612304688,2006-10-12
14.596565246582031,2006-10-13
13.599066734313965,2006-10-16
14.367863655090332,2006-10-17
14.40480899810791,2006-10-18
14.346750259399414,2006-10-19
14.387211799621582,2006-10-20
14.49804401397705,2006-10-23
14.746099472045898,2006-10-24
14.6968412399292,2006-10-25
15.071565628051758,2006-10-26
14.858697891235352,2006-10-27
14.450543403625488,2006-10-30
14.851658821105957,2006-10-31
14.936100959777832,2006-11-01
14.654623031616211,2006-11-02
14.381932258605957,2006-11-03
14.936100959777832,2006-11-06
15.326661109924316,2006-11-07
15.467395782470703,2006-11-08
14.689807891845703,2006-11-09
14.973042488098145,2006-11-10
15.569438934326172,2006-11-13
16.985637664794922,2006-11-14
16.827306747436523,2006-11-15
16.642581939697266,2006-11-16
17.80368995666504,2006-11-17
17.184431076049805,2006-11-20
17.78961181640625,2006-11-21
17.78961181640625,2006-11-22
18.313875198364258,2006-11-24
17.70166015625,2006-11-27
17.735082626342773,2006-11-28
17.0823974609375,2006-11-29
17.284713745117188,2006-11-30
16.727031707763672,2006-12-01
17.416650772094727,2006-12-04
18.70091438293457,2006-12-05
18.472209930419922,2006-12-06
18.444061279296875,2006-12-07
19.01758575439453,2006-12-08
19.916563034057617,2006-12-11
19.350082397460938,2006-12-12
18.859249114990234,2006-12-13
18.262859344482422,2006-12-14
18.70795249938965,2006-12-15
18.9278621673584,2006-12-18
19.140731811523438,2006-12-19
19.351839065551758,2006-12-20
18.75544548034668,2006-12-21
18.33675193786621,2006-12-22
18.55313491821289,2006-12-26
18.815265655517578,2006-12-27
19.175920486450195,2006-12-28
18.982393264770508,2006-12-29
20.358137130737305,2007-01-03
21.28878402709961,2007-01-04
21.913318634033203,2007-01-05
22.112117767333984,2007-01-08
21.929155349731445,2007-01-09
23.793964385986328,2007-01-10
24.020906448364258,2007-01-11
23.702486038208008,2007-01-12
22.727855682373047,2007-01-16
23.43683433532715,2007-01-17
22.727855682373047,2007-01-18
22.326745986938477,2007-01-19
21.832395553588867,2007-01-22
22.782392501831055,2007-01-23
23.99628448486328,2007-01-24
23.176464080810547,2007-01-25
23.779895782470703,2007-01-26
22.8492488861084,2007-01-29
23.123680114746094,2007-01-30
22.967119216918945,2007-01-31
23.846736907958984,2007-02-01
25.064157485961914,2007-02-02
25.262954711914062,2007-02-05
25.132761001586914,2007-02-06
26.045820236206055,2007-02-07
26.749523162841797,2007-02-08
26.27627944946289,2007-02-09
25.257671356201172,2007-02-12
26.5401668548584,2007-02-13
26.677392959594727,2007-02-14
27.282577514648438,2007-02-15
27.852581024169922,2007-02-16
28.603775024414062,2007-02-20
28.827205657958984,2007-02-21
28.25016975402832,2007-02-22
28.48943328857422,2007-02-23
27.657299041748047,2007-02-26
25.435354232788086,2007-02-27
26.524335861206055,2007-02-28
26.490907669067383,2007-03-01
24.37980079650879,2007-03-02
24.121192932128906,2007-03-05
25.05711555480957,2007-03-06
22.712024688720703,2007-03-07
23.1096134185791,2007-03-08
23.046281814575195,2007-03-09
23.653223037719727,2007-03-12
22.69618797302246,2007-03-13
23.209888458251953,2007-03-14
22.536100387573242,2007-03-15
22.23349952697754,2007-03-16
22.516740798950195,2007-03-19
22.851003646850586,2007-03-20
22.826377868652344,2007-03-21
22.38831901550293,2007-03-22
21.73740005493164,2007-03-23
21.260637283325195,2007-03-26
21.62831687927246,2007-03-27
21.455915451049805,2007-03-28
21.633602142333984,2007-03-29
21.499893188476562,2007-03-30
22.495630264282227,2007-04-02
21.75322723388672,2007-04-03
22.147294998168945,2007-04-04
22.673315048217773,2007-04-05
22.606464385986328,2007-04-09
22.50970458984375,2007-04-10
22.33378028869629,2007-04-11
22.282760620117188,2007-04-12
22.833410263061523,2007-04-13
22.872114181518555,2007-04-16
23.077953338623047,2007-04-17
23.028688430786133,2007-04-18
22.817577362060547,2007-04-19
23.54414939880371,2007-04-20
23.283777236938477,2007-04-23
22.89850616455078,2007-04-24
22.960081100463867,2007-04-25
22.724336624145508,2007-04-26
22.30035400390625,2007-04-27
22.342580795288086,2007-04-30
21.642396926879883,2007-05-01
22.38831901550293,2007-05-02
23.70600700378418,2007-05-03
24.348129272460938,2007-05-04
24.126468658447266,2007-05-07
23.697206497192383,2007-05-08
24.198593139648438,2007-05-09
23.723590850830078,2007-05-10
24.726375579833984,2007-05-11
24.418508529663086,2007-05-14
24.158130645751953,2007-05-15
24.244340896606445,2007-05-16
24.594425201416016,2007-05-17
24.4853572845459,2007-05-18
25.699243545532227,2007-05-21
26.635173797607422,2007-05-22
26.119712829589844,2007-05-23
25.009611129760742,2007-05-24
25.50748634338379,2007-05-25
25.9930362701416,2007-05-29
26.161935806274414,2007-05-30
25.498687744140625,2007-05-31
25.152111053466797,2007-06-01
26.33081817626953,2007-06-04
26.17072105407715,2007-06-05
26.914892196655273,2007-06-06
25.810081481933594,2007-06-07
25.620075225830078,2007-06-08
26.246376037597656,2007-06-11
26.209426879882812,2007-06-12
25.998315811157227,2007-06-13
27.249149322509766,2007-06-14
27.616836547851562,2007-06-15
27.16822052001953,2007-06-18
27.497207641601562,2007-06-19
27.813867568969727,2007-06-20
27.893037796020508,2007-06-21
27.3599853515625,2007-06-22
26.255168914794922,2007-06-25
25.60776138305664,2007-06-26
26.573591232299805,2007-06-27
26.17599868774414,2007-06-28
26.010629653930664,2007-06-29
25.51099967956543,2007-07-02
26.191837310791016,2007-07-03
26.707304000854492,2007-07-05
27.46026039123535,2007-07-06
27.58165168762207,2007-07-09
27.396928787231445,2007-07-10
29.391935348510742,2007-07-11
29.729705810546875,2007-07-12
29.398962020874023,2007-07-13
29.90386962890625,2007-07-16
29.353219985961914,2007-07-17
28.66358757019043,2007-07-18
28.385629653930664,2007-07-19
28.190353393554688,2007-07-20
27.46026039123535,2007-07-23
26.00007438659668,2007-07-24
25.289339065551758,2007-07-25
25.744991302490234,2007-07-26
26.635173797607422,2007-07-27
27.514799118041992,2007-07-30
26.587665557861328,2007-07-31
26.388872146606445,2007-08-01
26.772388458251953,2007-08-02
27.085538864135742,2007-08-03
27.01869010925293,2007-08-06
27.593961715698242,2007-08-07
28.12701988220215,2007-08-08
27.092573165893555,2007-08-09
26.573591232299805,2007-08-10
25.861099243164062,2007-08-13
25.178504943847656,2007-08-14
23.574054718017578,2007-08-15
22.782392501831055,2007-08-16
23.493133544921875,2007-08-17
24.219711303710938,2007-08-20
23.779895782470703,2007-08-21
24.423782348632812,2007-08-22
24.550447463989258,2007-08-23
25.069429397583008,2007-08-24
24.661279678344727,2007-08-27
23.732391357421875,2007-08-28
24.562759399414062,2007-08-29
24.585634231567383,2007-08-30
25.66230010986328,2007-08-31
26.008880615234375,2007-09-04
24.78618812561035,2007-09-05
24.290077209472656,2007-09-06
23.369993209838867,2007-09-07
23.248592376708984,2007-09-10
23.125446319580078,2007-09-11
23.116653442382812,2007-09-12
22.70673942565918,2007-09-13
22.467487335205078,2007-09-14
22.25461196899414,2007-09-17
23.864337921142578,2007-09-18
23.151836395263672,2007-09-19
23.81684112548828,2007-09-20
23.83091163635254,2007-09-21
24.948041915893555,2007-09-24
26.591184616088867,2007-09-25
26.723127365112305,2007-09-26
26.8216495513916,2007-09-27
26.723127365112305,2007-09-28
27.092573165893555,2007-10-01
27.20693016052246,2007-10-02
27.01517105102539,2007-10-03
27.12775993347168,2007-10-04
27.754058837890625,2007-10-05
28.353965759277344,2007-10-08
28.779705047607422,2007-10-09
28.623136520385742,2007-10-10
27.514799118041992,2007-10-11
28.375072479248047,2007-10-12
27.6801700592041,2007-10-15
27.34063148498535,2007-10-16
27.796281814575195,2007-10-17
28.47887420654297,2007-10-18
28.843032836914062,2007-10-19
28.382108688354492,2007-10-22
29.648775100708008,2007-10-23
30.871461868286133,2007-10-24
29.671642303466797,2007-10-25
29.951377868652344,2007-10-26
30.440448760986328,2007-10-29
30.06923484802246,2007-10-30
31.313032150268555,2007-10-31
30.315540313720703,2007-11-01
30.72193145751953,2007-11-02
30.75006866455078,2007-11-05
31.37459945678711,2007-11-06
30.507286071777344,2007-11-07
30.092105865478516,2007-11-08
29.105167388916016,2007-11-09
28.385629653930664,2007-11-12
29.537948608398438,2007-11-13
30.107946395874023,2007-11-14
30.347206115722656,2007-11-15
30.7940616607666,2007-11-16
31.71061897277832,2007-11-19
29.837017059326172,2007-11-20
29.062952041625977,2007-11-21
29.555540084838867,2007-11-23
28.744518280029297,2007-11-26
28.23082160949707,2007-11-27
29.838775634765625,2007-11-28
29.766643524169922,2007-11-29
29.37257194519043,2007-11-30
28.62841033935547,2007-12-03
28.5985050201416,2007-12-04
30.171283721923828,2007-12-05
30.75536346435547,2007-12-06
30.883777618408203,2007-12-07
31.019243240356445,2007-12-10
30.113222122192383,2007-12-11
30.818674087524414,2007-12-12
31.8109188079834,2007-12-13
32.674705505371094,2007-12-14
31.722942352294922,2007-12-17
31.293672561645508,2007-12-18
32.6993293762207,2007-12-19
33.13210678100586,2007-12-20
32.80136489868164,2007-12-21
33.892112731933594,2007-12-24
34.21757888793945,2007-12-26
33.36080551147461,2007-12-27
33.32563018798828,2007-12-28
33.86571502685547,2007-12-31
32.63424301147461,2008-01-02
31.649051666259766,2008-01-03
30.046367645263672,2008-01-04
28.87822723388672,2008-01-07
29.04535675048828,2008-01-08
28.646005630493164,2008-01-09
30.519609451293945,2008-01-10
30.456281661987305,2008-01-11
30.34192657470703,2008-01-14
28.732202529907227,2008-01-15
26.119712829589844,2008-01-16
23.037479400634766,2008-01-17
24.383310317993164,2008-01-18
24.2548885345459,2008-01-22
25.22775650024414,2008-01-23
26.490907669067383,2008-01-24
25.569055557250977,2008-01-25
24.67359161376953,2008-01-28
24.962114334106445,2008-01-29
24.341094970703125,2008-01-30
24.48711395263672,2008-01-31
23.82915687561035,2008-02-01
23.969884872436523,2008-02-04
21.929155349731445,2008-02-05
20.389806747436523,2008-02-06
22.938962936401367,2008-02-07
22.48331642150879,2008-02-08
22.896743774414062,2008-02-11
23.496658325195312,2008-02-12
24.221466064453125,2008-02-13
23.46674156188965,2008-02-14
23.28554344177246,2008-02-15
22.444616317749023,2008-02-19
23.628597259521484,2008-02-20
23.496658325195312,2008-02-21
23.662019729614258,2008-02-22
24.552202224731445,2008-02-25
23.839706420898438,2008-02-26
23.69016456604004,2008-02-27
23.565269470214844,2008-02-28
22.923131942749023,2008-02-29
23.385826110839844,2008-03-03
23.815078735351562,2008-03-04
24.07720375061035,2008-03-05
23.299617767333984,2008-03-06
23.20285415649414,2008-03-07
21.626558303833008,2008-03-10
24.152854919433594,2008-03-11
23.50193214416504,2008-03-12
24.327016830444336,2008-03-13
23.104333877563477,2008-03-14
21.535078048706055,2008-03-17
23.35414695739746,2008-03-18
21.554431915283203,2008-03-19
21.964338302612305,2008-03-20
22.407670974731445,2008-03-24
23.21692657470703,2008-03-25
23.54591178894043,2008-03-26
23.077953338623047,2008-03-27
22.826377868652344,2008-03-28
22.958322525024414,2008-03-31
24.473041534423828,2008-04-01
26.00359344482422,2008-04-02
26.256925582885742,2008-04-03
25.94026756286621,2008-04-04
26.371280670166016,2008-04-07
26.045820236206055,2008-04-08
25.752016067504883,2008-04-09
26.417022705078125,2008-04-10
26.015905380249023,2008-04-11
25.90507698059082,2008-04-14
26.07572364807129,2008-04-15
26.7706298828125,2008-04-16
27.65554428100586,2008-04-17
27.562299728393555,2008-04-18
28.068958282470703,2008-04-21
26.43989372253418,2008-04-22
26.647485733032227,2008-04-23
27.799795150756836,2008-04-24
28.243133544921875,2008-04-25
27.185815811157227,2008-04-28
26.69674301147461,2008-04-29
27.294893264770508,2008-04-30
28.14812660217285,2008-05-01
28.345169067382812,2008-05-02
28.5985050201416,2008-05-05
29.054149627685547,2008-05-06
28.102392196655273,2008-05-07
28.098873138427734,2008-05-08
27.542938232421875,2008-05-09
27.896554946899414,2008-05-12
28.271272659301758,2008-05-13
28.375072479248047,2008-05-14
27.97220802307129,2008-05-15
27.18229866027832,2008-05-16
26.87795066833496,2008-05-19
26.49442481994629,2008-05-20
25.211925506591797,2008-05-21
25.194337844848633,2008-05-22
25.10637664794922,2008-05-23
24.64720344543457,2008-05-27
24.488876342773438,2008-05-28
24.87590980529785,2008-05-29
24.312944412231445,2008-05-30
23.600446701049805,2008-06-02
23.245073318481445,2008-06-03
22.70673942565918,2008-06-04
24.036746978759766,2008-06-05
22.537857055664062,2008-06-06
22.35137176513672,2008-06-09
22.04701805114746,2008-06-10
20.60443115234375,2008-06-11
20.437301635742188,2008-06-12
21.638879776000977,2008-06-13
21.603689193725586,2008-06-16
21.65822410583496,2008-06-17
21.872861862182617,2008-06-18
23.33656120300293,2008-06-19
22.814062118530273,2008-06-20
22.627578735351562,2008-06-23
22.585346221923828,2008-06-24
22.733131408691406,2008-06-25
21.46470832824707,2008-06-26
20.89998435974121,2008-06-27
20.055545806884766,2008-06-30
20.275447845458984,2008-07-01
19.01758575439453,2008-07-02
18.64813232421875,2008-07-03
18.245262145996094,2008-07-07
18.692119598388672,2008-07-08
16.781566619873047,2008-07-09
15.006471633911133,2008-07-10
15.551844596862793,2008-07-11
14.973042488098145,2008-07-14
15.199994087219238,2008-07-15
16.491289138793945,2008-07-16
15.9054594039917,2008-07-17
15.736567497253418,2008-07-18
15.745356559753418,2008-07-21
17.101747512817383,2008-07-22
16.712949752807617,2008-07-23
16.012767791748047,2008-07-24
18.10276985168457,2008-07-25
17.416650772094727,2008-07-28
18.34906578063965,2008-07-29
18.329713821411133,2008-07-30
17.55739402770996,2008-07-31
16.92405891418457,2008-08-01
15.03110408782959,2008-08-04
15.678512573242188,2008-08-05
14.883321762084961,2008-08-06
14.865729331970215,2008-08-07
15.428691864013672,2008-08-08
15.266846656799316,2008-08-11
14.635270118713379,2008-08-12
14.55610179901123,2008-08-13
15.342489242553711,2008-08-14
15.2967529296875,2008-08-15
14.520915031433105,2008-08-18
14.601846694946289,2008-08-19
15.053973197937012,2008-08-20
14.804155349731445,2008-08-21
15.499068260192871,2008-08-22
14.94489574432373,2008-08-25
14.907952308654785,2008-08-26
15.48146915435791,2008-08-27
15.937128067016602,2008-08-28
15.486750602722168,2008-08-29
16.17989730834961,2008-09-02
16.324153900146484,2008-09-03
15.92128849029541,2008-09-04
17.20026397705078,2008-09-05
17.516939163208008,2008-09-08
15.544806480407715,2008-09-09
15.9441556930542,2008-09-10
16.259065628051758,2008-09-11
15.991658210754395,2008-09-12
13.660639762878418,2008-09-15
13.365083694458008,2008-09-16
11.728970527648926,2008-09-17
13.240177154541016,2008-09-18
15.236939430236816,2008-09-19
13.3298978805542,2008-09-22
13.63425064086914,2008-09-23
13.212029457092285,2008-09-24
14.056473731994629,2008-09-25
13.87175178527832,2008-09-26
11.414067268371582,2008-09-29
14.193692207336426,2008-09-30
14.941375732421875,2008-10-01
14.035359382629395,2008-10-02
13.759159088134766,2008-10-03
14.353789329528809,2008-10-06
14.872767448425293,2008-10-07
14.543789863586426,2008-10-08
12.094898223876953,2008-10-09
13.018507957458496,2008-10-10
15.150729179382324,2008-10-13
14.84814167022705,2008-10-14
12.518879890441895,2008-10-15
13.694066047668457,2008-10-16
14.795360565185547,2008-10-17
14.195454597473145,2008-10-20
13.593790054321289,2008-10-21
12.073789596557617,2008-10-22
11.338420867919922,2008-10-23
10.476383209228516,2008-10-24
9.549254417419434,2008-10-27
11.312031745910645,2008-10-28
10.870455741882324,2008-10-29
15.30554485321045,2008-10-30
15.052212715148926,2008-10-31
14.802392959594727,2008-11-03
16.280183792114258,2008-11-04
14.408323287963867,2008-11-05
13.29823112487793,2008-11-06
14.11100959777832,2008-11-07
12.846101760864258,2008-11-10
12.90943717956543,2008-11-11
11.876750946044922,2008-11-12
13.146937370300293,2008-11-13
12.466104507446289,2008-11-14
11.461565971374512,2008-11-17
11.387681007385254,2008-11-18
10.254716873168945,2008-11-19
8.917679786682129,2008-11-20
10.29166030883789,2008-11-21
11.641011238098145,2008-11-24
12.086104393005371,2008-11-25
13.092394828796387,2008-11-26
12.948139190673828,2008-11-28
10.673417091369629,2008-12-01
11.051660537719727,2008-12-02
11.753607749938965,2008-12-03
11.697306632995605,2008-12-04
12.599808692932129,2008-12-05
14.311568260192871,2008-12-08
13.544527053833008,2008-12-09
13.628974914550781,2008-12-10
12.960453987121582,2008-12-11
13.509345054626465,2008-12-12
12.518879890441895,2008-12-15
14.103972434997559,2008-12-16
14.40480899810791,2008-12-17
14.34850788116455,2008-12-18
14.10925006866455,2008-12-19
13.898140907287598,2008-12-22
13.702862739562988,2008-12-23
13.437213897705078,2008-12-24
13.479437828063965,2008-12-26
13.435456275939941,2008-12-29
14.091657638549805,2008-12-30
14.503323554992676,2008-12-31
14.878045082092285,2009-01-02
12.842583656311035,2009-01-05
11.011197090148926,2009-01-06
11.27332592010498,2009-01-07
11.39999008178711,2009-01-08
11.238142967224121,2009-01-09
10.7754545211792,2009-01-12
10.877493858337402,2009-01-13
10.377870559692383,2009-01-14
10.099900245666504,2009-01-15
10.143885612487793,2009-01-16
8.958141326904297,2009-01-20
9.753326416015625,2009-01-21
9.346939086914062,2009-01-22
9.96268081665039,2009-01-23
9.813142776489258,2009-01-26
10.231843948364258,2009-01-27
10.87573528289795,2009-01-28
10.196659088134766,2009-01-29
10.015456199645996,2009-01-30
9.667123794555664,2009-02-02
10.363788604736328,2009-02-03
10.411287307739258,2009-02-04
10.8053617477417,2009-02-05
11.166011810302734,2009-02-06
10.953140258789062,2009-02-09
10.808884620666504,2009-02-10
11.058696746826172,2009-02-11
10.903882026672363,2009-02-12
11.104438781738281,2009-02-13
10.261754989624023,2009-02-17
10.228325843811035,2009-02-18
9.936286926269531,2009-02-19
10.210732460021973,2009-02-20
9.461289405822754,2009-02-23
9.967954635620117,2009-02-24
10.346197128295898,2009-02-25
10.37962532043457,2009-02-26
9.987305641174316,2009-02-27
9.290645599365234,2009-03-02
9.607308387756348,2009-03-03
10.092862129211426,2009-03-04
10.205453872680664,2009-03-05
10.624160766601562,2009-03-06
10.745552062988281,2009-03-09
10.647029876708984,2009-03-10
11.028792381286621,2009-03-11
11.741287231445312,2009-03-12
12.038601875305176,2009-03-13
12.086104393005371,2009-03-16
12.701845169067383,2009-03-17
13.67999267578125,2009-03-18
13.009711265563965,2009-03-19
12.605082511901855,2009-03-20
13.99489974975586,2009-03-23
13.479437828063965,2009-03-24
13.43017578125,2009-03-25
14.232398986816406,2009-03-26
13.829526901245117,2009-03-27
12.854899406433105,2009-03-30
13.101194381713867,2009-03-31
12.956934928894043,2009-04-01
13.757399559020996,2009-04-02
15.001197814941406,2009-04-03
14.499802589416504,2009-04-06
14.860455513000488,2009-04-07
15.3460054397583,2009-04-08
15.678512573242188,2009-04-09
16.03915786743164,2009-04-13
15.097951889038086,2009-04-14
15.270358085632324,2009-04-15
14.983603477478027,2009-04-16
15.233413696289062,2009-04-17
14.8076753616333,2009-04-20
15.611661911010742,2009-04-21
14.550822257995605,2009-04-22
14.89564323425293,2009-04-23
14.846380233764648,2009-04-24
15.428691864013672,2009-04-27
14.742581367492676,2009-04-28
15.32490348815918,2009-04-29
15.411102294921875,2009-04-30
14.980087280273438,2009-05-01
15.90896987915039,2009-05-04
17.94443702697754,2009-05-05
17.202024459838867,2009-05-06
16.741100311279297,2009-05-07
17.114063262939453,2009-05-08
16.234432220458984,2009-05-11
16.976844787597656,2009-05-12
16.992673873901367,2009-05-13
17.726280212402344,2009-05-14
17.05073356628418,2009-05-15
18.227672576904297,2009-05-18
18.310365676879883,2009-05-19
17.295276641845703,2009-05-20
17.356843948364258,2009-05-21
17.504623413085938,2009-05-22
17.95850944519043,2009-05-26
18.028879165649414,2009-05-27
18.947216033935547,2009-05-28
18.963041305541992,2009-05-29
19.357114791870117,2009-06-01
20.257858276367188,2009-06-02
19.79165267944336,2009-06-03
21.065357208251953,2009-06-04
20.20683479309082,2009-06-05
20.778594970703125,2009-06-08
20.731098175048828,2009-06-09
20.18572425842285,2009-06-10
20.51470947265625,2009-06-11
20.424985885620117,2009-06-12
19.893693923950195,2009-06-15
19.631563186645508,2009-06-16
19.174158096313477,2009-06-17
19.8637752532959,2009-06-18
20.278966903686523,2009-06-19
18.65341567993164,2009-06-22
18.853967666625977,2009-06-23
19.79692840576172,2009-06-24
20.015077590942383,2009-06-25
20.410907745361328,2009-06-26
20.822574615478516,2009-06-29
20.09776496887207,2009-06-30
19.65443229675293,2009-07-01
19.200542449951172,2009-07-02
19.365909576416016,2009-07-06
17.246007919311523,2009-07-07
14.98888111114502,2009-07-08
15.099711418151855,2009-07-09
14.900917053222656,2009-07-10
15.660913467407227,2009-07-13
15.001197814941406,2009-07-14
16.06201934814453,2009-07-15
15.838601112365723,2009-07-16
16.009252548217773,2009-07-17
16.29776382446289,2009-07-20
15.963506698608398,2009-07-21
15.78230094909668,2009-07-22
16.47193717956543,2009-07-23
16.38220977783203,2009-07-24
16.44906234741211,2009-07-27
16.0233211517334,2009-07-28
16.361101150512695,2009-07-29
16.878326416015625,2009-07-30
16.547584533691406,2009-07-31
