CINF,Date
0.4362393021583557,1980-03-17
0.4362393021583557,1980-03-18
0.4362393021583557,1980-03-19
0.4362393021583557,1980-03-20
0.4362393021583557,1980-03-21
0.41367560625076294,1980-03-24
0.40615400671958923,1980-03-25
0.40615400671958923,1980-03-26
0.39111095666885376,1980-03-27
0.35350465774536133,1980-03-28
0.35350465774536133,1980-03-31
0.35726508498191833,1980-04-01
0.36102601885795593,1980-04-02
0.36102601885795593,1980-04-03
0.36102601885795593,1980-04-07
0.3647865653038025,1980-04-08
0.3647865653038025,1980-04-09
0.37230804562568665,1980-04-10
0.37230804562568665,1980-04-11
0.36854708194732666,1980-04-14
0.36854708194732666,1980-04-15
0.37230804562568665,1980-04-16
0.37230804562568665,1980-04-17
0.37230804562568665,1980-04-18
0.37230804562568665,1980-04-21
0.37230804562568665,1980-04-22
0.37230804562568665,1980-04-23
0.37230804562568665,1980-04-24
0.37230804562568665,1980-04-25
0.3760682940483093,1980-04-28
0.37230804562568665,1980-04-29
0.3798294961452484,1980-04-30
0.38358980417251587,1980-05-01
0.38358980417251587,1980-05-02
0.39487168192863464,1980-05-05
0.41367560625076294,1980-05-06
0.41367560625076294,1980-05-07
0.4099145531654358,1980-05-08
0.40615400671958923,1980-05-09
0.40615400671958923,1980-05-12
0.39863264560699463,1980-05-13
0.40239331126213074,1980-05-14
0.40615400671958923,1980-05-15
0.4099145531654358,1980-05-16
0.40615400671958923,1980-05-19
0.40615400671958923,1980-05-20
0.40615400671958923,1980-05-21
0.40615400671958923,1980-05-22
0.40615400671958923,1980-05-23
0.41367560625076294,1980-05-27
0.41367560625076294,1980-05-28
0.4099145531654358,1980-05-29
0.4099145531654358,1980-05-30
0.4099145531654358,1980-06-02
0.4099145531654358,1980-06-03
0.4211966097354889,1980-06-04
0.4211966097354889,1980-06-05
0.4249572157859802,1980-06-06
0.4249572157859802,1980-06-09
0.4249572157859802,1980-06-10
0.4625643789768219,1980-06-11
0.4738460183143616,1980-06-12
0.4926496744155884,1980-06-13
0.49641022086143494,1980-06-16
0.4926496744155884,1980-06-17
0.4926496744155884,1980-06-18
0.4926496744155884,1980-06-19
0.4926496744155884,1980-06-20
0.49641022086143494,1980-06-23
0.49641022086143494,1980-06-24
0.5039315819740295,1980-06-25
0.5039315819740295,1980-06-26
0.5039315819740295,1980-06-27
0.5039315819740295,1980-06-30
0.5039315819740295,1980-07-01
0.5039315819740295,1980-07-02
0.5076925158500671,1980-07-03
0.5114532709121704,1980-07-07
0.5114532709121704,1980-07-08
0.5114532709121704,1980-07-09
0.5114532709121704,1980-07-10
0.5114532709121704,1980-07-11
0.5114532709121704,1980-07-14
0.5114532709121704,1980-07-15
0.5114532709121704,1980-07-16
0.5076925158500671,1980-07-17
0.5076925158500671,1980-07-18
0.5076925158500671,1980-07-21
0.5039315819740295,1980-07-22
0.5039315819740295,1980-07-23
0.5001708269119263,1980-07-24
0.5039315819740295,1980-07-25
0.5039315819740295,1980-07-28
0.5076925158500671,1980-07-29
0.5039315819740295,1980-07-30
0.5001708269119263,1980-07-31
0.49641022086143494,1980-08-01
0.4851286709308624,1980-08-04
0.4776073396205902,1980-08-05
0.4794875681400299,1980-08-06
0.4813676178455353,1980-08-07
0.4813676178455353,1980-08-08
0.4813676178455353,1980-08-11
0.4851286709308624,1980-08-12
0.4851286709308624,1980-08-13
0.49641022086143494,1980-08-14
0.5001708269119263,1980-08-15
0.49641022086143494,1980-08-18
0.49641022086143494,1980-08-19
0.5001708269119263,1980-08-20
0.5152137875556946,1980-08-21
0.5152137875556946,1980-08-22
0.5264960527420044,1980-08-25
0.5302568674087524,1980-08-26
0.5302568674087524,1980-08-27
0.5340172648429871,1980-08-28
0.5340172648429871,1980-08-29
0.5340172648429871,1980-09-02
0.5340172648429871,1980-09-03
0.5415385961532593,1980-09-04
0.5490602254867554,1980-09-05
0.55282062292099,1980-09-08
0.55282062292099,1980-09-09
0.5565819144248962,1980-09-10
0.5603420734405518,1980-09-11
0.5641025304794312,1980-09-12
0.5829062461853027,1980-09-15
0.6054700016975403,1980-09-16
0.6054700016975403,1980-09-17
0.616752028465271,1980-09-18
0.616752028465271,1980-09-19
0.6054700016975403,1980-09-22
0.5791454911231995,1980-09-23
0.5791454911231995,1980-09-24
0.5716240406036377,1980-09-25
0.5641025304794312,1980-09-26
0.5565819144248962,1980-09-29
0.5565819144248962,1980-09-30
0.5678632259368896,1980-10-01
0.5678632259368896,1980-10-02
0.5678632259368896,1980-10-03
0.5603420734405518,1980-10-06
0.5641025304794312,1980-10-07
0.5603420734405518,1980-10-08
0.5603420734405518,1980-10-09
0.5415385961532593,1980-10-10
0.5565819144248962,1980-10-13
0.5603420734405518,1980-10-14
0.5415385961532593,1980-10-15
0.5340172648429871,1980-10-16
0.5340172648429871,1980-10-17
0.5302568674087524,1980-10-20
0.5264960527420044,1980-10-21
0.5302568674087524,1980-10-22
0.5227352976799011,1980-10-23
0.5152137875556946,1980-10-24
0.5227352976799011,1980-10-27
0.5227352976799011,1980-10-28
0.5377780795097351,1980-10-29
0.5227352976799011,1980-10-30
0.5227352976799011,1980-10-31
0.5152137875556946,1980-11-03
0.518974244594574,1980-11-05
0.5001708269119263,1980-11-06
0.5001708269119263,1980-11-07
0.49641022086143494,1980-11-10
0.5076925158500671,1980-11-11
0.5076925158500671,1980-11-12
0.4926496744155884,1980-11-13
0.4926496744155884,1980-11-14
0.5001708269119263,1980-11-17
0.5076925158500671,1980-11-18
0.5039315819740295,1980-11-19
0.5039315819740295,1980-11-20
0.5076925158500671,1980-11-21
0.5152137875556946,1980-11-24
0.518974244594574,1980-11-25
0.518974244594574,1980-11-26
0.5152137875556946,1980-11-28
0.5152137875556946,1980-12-01
0.518974244594574,1980-12-02
0.518974244594574,1980-12-03
0.5227352976799011,1980-12-04
0.5227352976799011,1980-12-05
0.5227352976799011,1980-12-08
0.5227352976799011,1980-12-09
0.5227352976799011,1980-12-10
0.5227352976799011,1980-12-11
0.5227352976799011,1980-12-12
0.5227352976799011,1980-12-15
0.5227352976799011,1980-12-16
0.5227352976799011,1980-12-17
0.5227352976799011,1980-12-18
0.5264960527420044,1980-12-19
0.5227352976799011,1980-12-22
0.5264960527420044,1980-12-23
0.5264960527420044,1980-12-24
0.5302568674087524,1980-12-26
0.5340172648429871,1980-12-29
0.55282062292099,1980-12-30
0.55282062292099,1980-12-31
0.5565819144248962,1981-01-02
0.575384795665741,1981-01-05
0.575384795665741,1981-01-06
0.5641025304794312,1981-01-07
0.5565819144248962,1981-01-08
0.5490602254867554,1981-01-09
0.5641025304794312,1981-01-12
0.5641025304794312,1981-01-13
0.5678632259368896,1981-01-14
0.5678632259368896,1981-01-15
0.5678632259368896,1981-01-16
0.5678632259368896,1981-01-19
0.5452991724014282,1981-01-20
0.5452991724014282,1981-01-21
0.5452991724014282,1981-01-22
0.5452991724014282,1981-01-23
0.5452991724014282,1981-01-26
0.5452991724014282,1981-01-27
0.5452991724014282,1981-01-28
0.5452991724014282,1981-01-29
0.55282062292099,1981-01-30
0.5452991724014282,1981-02-02
0.5490602254867554,1981-02-03
0.5490602254867554,1981-02-04
0.55282062292099,1981-02-05
0.55282062292099,1981-02-06
0.5565819144248962,1981-02-09
0.55282062292099,1981-02-10
0.55282062292099,1981-02-11
0.5603420734405518,1981-02-12
0.5603420734405518,1981-02-13
0.5641025304794312,1981-02-17
0.5641025304794312,1981-02-18
0.5678632259368896,1981-02-19
0.5716240406036377,1981-02-20
0.5716240406036377,1981-02-23
0.5829062461853027,1981-02-24
0.5829062461853027,1981-02-25
0.586667001247406,1981-02-26
0.5904271602630615,1981-02-27
0.5904271602630615,1981-03-02
0.5941883325576782,1981-03-03
0.5941883325576782,1981-03-04
0.5941883325576782,1981-03-05
0.5941883325576782,1981-03-06
0.5941883325576782,1981-03-09
0.60170978307724,1981-03-10
0.6054700016975403,1981-03-11
0.60170978307724,1981-03-12
0.6054700016975403,1981-03-13
0.6054700016975403,1981-03-16
0.6054700016975403,1981-03-17
