EQIX,Date
23.17119789123535,2004-04-28
23.42591094970703,2004-04-29
22.53055763244629,2004-04-30
24.159183502197266,2004-05-03
23.155757904052734,2004-05-04
23.263813018798828,2004-05-05
23.256105422973633,2004-05-06
23.240659713745117,2004-05-07
21.959383010864258,2004-05-10
22.461090087890625,2004-05-11
22.414775848388672,2004-05-12
22.63861656188965,2004-05-13
21.84359359741211,2004-05-14
21.503982543945312,2004-05-17
21.71238899230957,2004-05-18
22.090595245361328,2004-05-19
22.329875946044922,2004-05-20
22.700361251831055,2004-05-21
23.34872817993164,2004-05-24
24.76123046875,2004-05-25
24.768949508666992,2004-05-26
24.328990936279297,2004-05-27
24.35213851928711,2004-05-28
24.892444610595703,2004-06-01
24.136024475097656,2004-06-02
23.72693634033203,2004-06-03
24.552824020385742,2004-06-04
24.583698272705078,2004-06-07
24.568260192871094,2004-06-08
24.004806518554688,2004-06-09
24.645444869995117,2004-06-10
23.742372512817383,2004-06-14
24.34442901611328,2004-06-15
24.699478149414062,2004-06-16
24.545108795166016,2004-06-17
24.699478149414062,2004-06-18
25.08540153503418,2004-06-21
25.278371810913086,2004-06-22
26.243202209472656,2004-06-23
25.50221061706543,2004-06-24
25.996200561523438,2004-06-25
25.602550506591797,2004-06-28
26.08110809326172,2004-06-29
26.196882247924805,2004-06-30
25.87270736694336,2004-07-01
25.324689865112305,2004-07-02
23.881309509277344,2004-07-06
23.81184196472168,2004-07-07
22.87788963317871,2004-07-08
23.395034790039062,2004-07-09
23.00910758972168,2004-07-12
22.96279525756836,2004-07-13
23.34872817993164,2004-07-14
22.69264793395996,2004-07-15
22.67721176147461,2004-07-16
22.04428482055664,2004-07-19
22.38390350341797,2004-07-20
21.72782325744629,2004-07-21
21.83588218688965,2004-07-22
21.72782325744629,2004-07-23
20.523723602294922,2004-07-26
21.76641845703125,2004-07-27
21.73554229736328,2004-07-28
24.5296688079834,2004-07-29
25.08540153503418,2004-07-30
24.768949508666992,2004-08-02
24.251798629760742,2004-08-03
23.935340881347656,2004-08-04
23.85043716430664,2004-08-05
23.155757904052734,2004-08-06
22.93191909790039,2004-08-09
23.541688919067383,2004-08-10
22.53827476501465,2004-08-11
23.03226661682129,2004-08-12
22.970516204833984,2004-08-13
23.155757904052734,2004-08-16
23.310134887695312,2004-08-17
24.47563934326172,2004-08-18
25.046812057495117,2004-08-19
25.39415740966797,2004-08-20
25.01593780517578,2004-08-23
24.521953582763672,2004-08-24
24.822975158691406,2004-08-25
24.421606063842773,2004-08-26
24.105146408081055,2004-08-27
24.35213851928711,2004-08-30
24.537385940551758,2004-08-31
24.591419219970703,2004-09-01
24.568260192871094,2004-09-02
24.26723289489746,2004-09-03
24.07427978515625,2004-09-07
23.53396987915039,2004-09-08
23.626588821411133,2004-09-09
23.665185928344727,2004-09-10
23.495380401611328,2004-09-13
23.178913116455078,2004-09-14
23.896747589111328,2004-09-15
23.91990089416504,2004-09-16
23.927616119384766,2004-09-17
23.395034790039062,2004-09-20
23.742372512817383,2004-09-21
24.043397903442383,2004-09-22
24.136024475097656,2004-09-23
23.91217613220215,2004-09-24
23.387319564819336,2004-09-27
23.927616119384766,2004-09-28
23.503103256225586,2004-09-29
23.750093460083008,2004-09-30
24.26723289489746,2004-10-01
25.108564376831055,2004-10-04
25.834108352661133,2004-10-05
25.9344539642334,2004-10-06
26.027074813842773,2004-10-07
25.50992774963379,2004-10-08
25.91901397705078,2004-10-11
27.2080135345459,2004-10-12
27.10767936706543,2004-10-13
26.8684024810791,2004-10-14
26.822084426879883,2004-10-15
27.400981903076172,2004-10-18
28.404401779174805,2004-10-19
27.894975662231445,2004-10-20
29.006446838378906,2004-10-21
28.018470764160156,2004-10-22
27.400981903076172,2004-10-25
28.882949829101562,2004-10-26
30.017587661743164,2004-10-27
29.531309127807617,2004-10-28
29.09135627746582,2004-10-29
28.674549102783203,2004-11-01
28.250028610229492,2004-11-02
28.55877113342285,2004-11-03
28.55877113342285,2004-11-04
28.296340942382812,2004-11-05
28.643674850463867,2004-11-08
29.145376205444336,2004-11-09
29.099071502685547,2004-11-10
29.909513473510742,2004-11-11
31.175378799438477,2004-11-12
30.951526641845703,2004-11-15
30.689096450805664,2004-11-16
30.874338150024414,2004-11-17
29.90180778503418,2004-11-18
29.855499267578125,2004-11-19
29.191699981689453,2004-11-22
29.26116943359375,2004-11-23
29.392377853393555,2004-11-24
28.852079391479492,2004-11-26
29.716577529907227,2004-11-29
30.009864807128906,2004-11-30
29.986709594726562,2004-12-01
30.56559181213379,2004-12-02
30.310894012451172,2004-12-03
30.39578628540039,2004-12-06
29.96354866027832,2004-12-07
29.716577529907227,2004-12-08
29.816905975341797,2004-12-09
30.326330184936523,2004-12-10
29.73199462890625,2004-12-13
30.334043502807617,2004-12-14
30.117935180664062,2004-12-15
30.16424560546875,2004-12-16
30.388080596923828,2004-12-17
30.06389808654785,2004-12-20
30.55017852783203,2004-12-21
30.78944969177246,2004-12-22
31.93951988220215,2004-12-23
32.95064926147461,2004-12-27
33.14360809326172,2004-12-28
33.2671012878418,2004-12-29
33.2671012878418,2004-12-30
32.989253997802734,2004-12-31
33.3597412109375,2005-01-03
32.719093322753906,2005-01-04
32.03986358642578,2005-01-05
32.31000518798828,2005-01-06
31.962665557861328,2005-01-07
32.587867736816406,2005-01-10
32.240543365478516,2005-01-11
32.41034698486328,2005-01-12
31.677078247070312,2005-01-13
32.00898361206055,2005-01-14
32.54157257080078,2005-01-18
32.42578125,2005-01-19
32.33315658569336,2005-01-20
32.2868537902832,2005-01-21
31.954957962036133,2005-01-24
31.653921127319336,2005-01-25
31.8546085357666,2005-01-26
32.063011169433594,2005-01-27
31.646211624145508,2005-01-28
32.371742248535156,2005-01-31
33.120460510253906,2005-02-01
33.9000358581543,2005-02-02
33.76110076904297,2005-02-03
34.695045471191406,2005-02-04
33.98494338989258,2005-02-07
34.64873504638672,2005-02-08
34.116146087646484,2005-02-09
34.23193359375,2005-02-10
33.86144256591797,2005-02-11
33.93863296508789,2005-02-14
33.722503662109375,2005-02-15
32.8271484375,2005-02-16
33.08186721801758,2005-02-17
33.390602111816406,2005-02-18
32.98152160644531,2005-02-22
34.17790985107422,2005-02-23
33.79196548461914,2005-02-24
33.529544830322266,2005-02-25
33.79969787597656,2005-02-28
33.40604019165039,2005-03-01
33.776527404785156,2005-03-02
34.031246185302734,2005-03-03
35.71390914916992,2005-03-04
34.50209045410156,2005-03-07
33.514102935791016,2005-03-08
32.99696350097656,2005-03-09
32.34086990356445,2005-03-10
32.40262222290039,2005-03-11
32.364051818847656,2005-03-14
32.147911071777344,2005-03-15
32.1865119934082,2005-03-16
31.514976501464844,2005-03-17
31.514976501464844,2005-03-18
31.646211624145508,2005-03-21
31.391498565673828,2005-03-22
31.4532413482666,2005-03-23
32.17878723144531,2005-03-24
31.877765655517578,2005-03-28
31.954957962036133,2005-03-29
33.128170013427734,2005-03-30
32.68049240112305,2005-03-31
31.723384857177734,2005-04-01
31.445531845092773,2005-04-04
31.113624572753906,2005-04-05
31.06730842590332,2005-04-06
30.812597274780273,2005-04-07
30.09477424621582,2005-04-08
29.68568992614746,2005-04-11
30.048460006713867,2005-04-12
29.855499267578125,2005-04-13
29.94811248779297,2005-04-14
29.52359962463379,2005-04-15
29.909513473510742,2005-04-18
31.098182678222656,2005-04-19
30.843463897705078,2005-04-20
31.553579330444336,2005-04-21
31.306594848632812,2005-04-22
31.592178344726562,2005-04-25
31.260282516479492,2005-04-26
30.071611404418945,2005-04-27
28.875234603881836,2005-04-28
26.999624252319336,2005-04-29
27.995325088500977,2005-05-02
26.99190330505371,2005-05-03
27.547632217407227,2005-05-04
27.146265029907227,2005-05-05
27.462736129760742,2005-05-06
26.29722023010254,2005-05-09
25.587120056152344,2005-05-10
25.262935638427734,2005-05-11
24.39845085144043,2005-05-12
24.784379959106445,2005-05-13
26.08110809326172,2005-05-16
25.857267379760742,2005-05-17
27.400981903076172,2005-05-18
28.07250213623047,2005-05-19
27.995325088500977,2005-05-20
28.46615982055664,2005-05-23
28.172840118408203,2005-05-24
28.026187896728516,2005-05-25
29.122220993041992,2005-05-26
29.384660720825195,2005-05-27
29.407819747924805,2005-05-31
30.05617332458496,2005-06-01
29.917240142822266,2005-06-02
29.33063316345215,2005-06-03
28.944690704345703,2005-06-06
28.736295700073242,2005-06-07
28.535612106323242,2005-06-08
28.350364685058594,2005-06-09
28.296340942382812,2005-06-10
28.1419677734375,2005-06-13
28.38896942138672,2005-06-14
28.70542335510254,2005-06-15
33.63759994506836,2005-06-16
34.04668045043945,2005-06-17
33.56813430786133,2005-06-20
33.68391799926758,2005-06-21
33.86144256591797,2005-06-22
32.989253997802734,2005-06-23
32.2868537902832,2005-06-24
32.611026763916016,2005-06-27
33.730220794677734,2005-06-28
33.676212310791016,2005-06-29
33.45235824584961,2005-06-30
33.08958053588867,2005-07-01
33.313419342041016,2005-07-05
33.04328155517578,2005-07-06
33.352020263671875,2005-07-07
34.31684112548828,2005-07-08
34.432613372802734,2005-07-11
34.394020080566406,2005-07-12
34.370880126953125,2005-07-13
34.14702224731445,2005-07-14
34.394020080566406,2005-07-15
33.55270004272461,2005-07-18
33.86915969848633,2005-07-19
34.116146087646484,2005-07-20
33.80740737915039,2005-07-21
34.50209045410156,2005-07-22
34.339996337890625,2005-07-25
34.8031120300293,2005-07-26
34.8031120300293,2005-07-27
34.370880126953125,2005-07-28
34.24736785888672,2005-07-29
33.699344635009766,2005-08-01
33.514102935791016,2005-08-02
33.57585144042969,2005-08-03
33.243953704833984,2005-08-04
31.57674789428711,2005-08-05
31.283443450927734,2005-08-08
30.866626739501953,2005-08-09
30.75084686279297,2005-08-10
31.175378799438477,2005-08-11
30.218271255493164,2005-08-12
30.527013778686523,2005-08-15
30.874338150024414,2005-08-16
31.005577087402344,2005-08-17
30.681381225585938,2005-08-18
30.295454025268555,2005-08-19
29.909513473510742,2005-08-22
29.909513473510742,2005-08-23
30.13335609436035,2005-08-24
30.141080856323242,2005-08-25
30.187395095825195,2005-08-26
30.102497100830078,2005-08-29
30.09477424621582,2005-08-30
30.079330444335938,2005-08-31
29.63165855407715,2005-09-01
29.546751022338867,2005-09-02
29.7474365234375,2005-09-06
29.863204956054688,2005-09-07
32.07072830200195,2005-09-08
32.83486557006836,2005-09-09
33.34428787231445,2005-09-12
32.47209548950195,2005-09-13
32.232818603515625,2005-09-14
32.03986358642578,2005-09-15
32.66506576538086,2005-09-16
32.03213119506836,2005-09-19
31.777420043945312,2005-09-20
31.57674789428711,2005-09-21
31.82372283935547,2005-09-22
31.445531845092773,2005-09-23
32.53384780883789,2005-09-26
32.51068115234375,2005-09-27
32.163360595703125,2005-09-28
32.232818603515625,2005-09-29
32.147911071777344,2005-09-30
32.21738815307617,2005-10-03
31.738828659057617,2005-10-04
30.665937423706055,2005-10-05
30.357202529907227,2005-10-06
28.713146209716797,2005-10-07
28.234590530395508,2005-10-10
28.018470764160156,2005-10-11
27.864107131958008,2005-10-12
27.864107131958008,2005-10-13
28.1419677734375,2005-10-14
28.666831970214844,2005-10-17
28.442989349365234,2005-10-18
28.527902603149414,2005-10-19
27.88726043701172,2005-10-20
27.25433921813965,2005-10-21
27.709732055664062,2005-10-24
28.126529693603516,2005-10-25
29.346071243286133,2005-10-26
29.593061447143555,2005-10-27
27.794631958007812,2005-10-28
28.47386932373047,2005-10-31
28.38896942138672,2005-11-01
28.666831970214844,2005-11-02
29.207128524780273,2005-11-03
28.852079391479492,2005-11-04
29.56218910217285,2005-11-07
28.852079391479492,2005-11-08
27.509044647216797,2005-11-09
27.779193878173828,2005-11-10
27.88726043701172,2005-11-11
27.593944549560547,2005-11-14
27.87181854248047,2005-11-15
27.864107131958008,2005-11-16
28.82892417907715,2005-11-17
28.906116485595703,2005-11-18
30.418956756591797,2005-11-21
31.314311981201172,2005-11-22
31.84688377380371,2005-11-23
31.707956314086914,2005-11-25
31.592178344726562,2005-11-28
31.406936645507812,2005-11-29
30.812597274780273,2005-11-30
31.514976501464844,2005-12-01
31.445531845092773,2005-12-02
31.020992279052734,2005-12-05
31.484115600585938,2005-12-06
31.406936645507812,2005-12-07
31.93951988220215,2005-12-08
32.37947463989258,2005-12-09
32.8271484375,2005-12-12
32.526119232177734,2005-12-13
32.5647087097168,2005-12-14
32.07845687866211,2005-12-15
31.877765655517578,2005-12-16
31.028722763061523,2005-12-19
31.283443450927734,2005-12-20
31.38377571105957,2005-12-21
31.653921127319336,2005-12-22
31.414644241333008,2005-12-23
31.460956573486328,2005-12-27
31.507266998291016,2005-12-28
31.460956573486328,2005-12-29
31.460956573486328,2005-12-30
31.978107452392578,2006-01-03
32.765403747558594,2006-01-04
33.382877349853516,2006-01-05
33.56813430786133,2006-01-06
34.04668045043945,2006-01-09
33.9000358581543,2006-01-10
34.6718864440918,2006-01-11
34.98834991455078,2006-01-12
35.497772216796875,2006-01-13
35.79108428955078,2006-01-17
35.94546127319336,2006-01-18
36.539791107177734,2006-01-19
35.61355972290039,2006-01-20
35.65986633300781,2006-01-23
35.94546127319336,2006-01-24
36.16156768798828,2006-01-25
35.97632598876953,2006-01-26
36.58609390258789,2006-01-27
36.36997604370117,2006-01-30
36.223331451416016,2006-01-31
36.31595993041992,2006-02-01
35.98404312133789,2006-02-02
35.88371658325195,2006-02-03
35.8759880065918,2006-02-06
36.038082122802734,2006-02-07
37.049217224121094,2006-02-08
36.47031784057617,2006-02-09
36.66328811645508,2006-02-10
34.71049118041992,2006-02-13
34.695045471191406,2006-02-14
34.79539489746094,2006-02-15
36.31595993041992,2006-02-16
36.20017623901367,2006-02-17
35.59812545776367,2006-02-21
36.48576354980469,2006-02-22
37.08780288696289,2006-02-23
38.99431610107422,2006-02-24
40.26015853881836,2006-02-27
40.476261138916016,2006-02-28
40.792728424072266,2006-03-01
40.530296325683594,2006-03-02
39.9900016784668,2006-03-03
40.02859878540039,2006-03-06
39.21042251586914,2006-03-07
39.14095687866211,2006-03-08
39.87421417236328,2006-03-09
41.3253059387207,2006-03-10
42.421356201171875,2006-03-13
42.83816146850586,2006-03-14
42.57573318481445,2006-03-15
41.942806243896484,2006-03-16
43.2626838684082,2006-03-17
42.830440521240234,2006-03-20
42.6915168762207,2006-03-21
43.417049407958984,2006-03-22
44.40503692626953,2006-03-23
45.18461608886719,2006-03-24
45.22319793701172,2006-03-27
44.99937438964844,2006-03-28
45.55509567260742,2006-03-29
47.72402572631836,2006-03-30
49.56875991821289,2006-03-31
47.93241882324219,2006-04-03
45.94103240966797,2006-04-04
44.81411361694336,2006-04-05
46.31151580810547,2006-04-06
45.547386169433594,2006-04-07
43.71806335449219,2006-04-10
43.22408676147461,2006-04-11
43.91102981567383,2006-04-12
44.266090393066406,2006-04-13
43.826148986816406,2006-04-17
44.11172103881836,2006-04-18
44.266090393066406,2006-04-19
44.04225540161133,2006-04-20
44.39731216430664,2006-04-21
43.602294921875,2006-04-24
44.63658142089844,2006-04-25
43.55598831176758,2006-04-26
47.85523223876953,2006-04-27
50.865478515625,2006-04-28
49.097930908203125,2006-05-01
48.519046783447266,2006-05-02
47.500186920166016,2006-05-03
49.314056396484375,2006-05-04
48.71199417114258,2006-05-05
49.8311882019043,2006-05-08
49.73856735229492,2006-05-09
50.325191497802734,2006-05-10
48.27204895019531,2006-05-11
48.69656753540039,2006-05-12
48.51131820678711,2006-05-15
48.92811965942383,2006-05-16
47.77805709838867,2006-05-17
46.05681228637695,2006-05-18
43.97278594970703,2006-05-19
44.08856964111328,2006-05-22
43.42477798461914,2006-05-23
42.64520263671875,2006-05-24
42.22066116333008,2006-05-25
45.39301300048828,2006-05-26
44.497657775878906,2006-05-30
44.983917236328125,2006-05-31
46.64342498779297,2006-06-01
47.106529235839844,2006-06-02
46.041378021240234,2006-06-05
45.56282043457031,2006-06-06
45.33126449584961,2006-06-07
44.181190490722656,2006-06-08
43.34758377075195,2006-06-09
40.429962158203125,2006-06-12
38.00632095336914,2006-06-13
37.80564498901367,2006-06-14
39.364784240722656,2006-06-15
38.338226318359375,2006-06-16
37.056922912597656,2006-06-19
36.81766891479492,2006-06-20
39.33391571044922,2006-06-21
38.90939712524414,2006-06-22
39.843345642089844,2006-06-23
39.596351623535156,2006-06-26
39.21814727783203,2006-06-27
39.45741271972656,2006-06-28
41.83474349975586,2006-06-29
42.34416580200195,2006-06-30
42.37504577636719,2006-07-03
40.97798156738281,2006-07-05
40.584327697753906,2006-07-06
39.912818908691406,2006-07-07
38.90939712524414,2006-07-10
39.07148742675781,2006-07-11
39.1100959777832,2006-07-12
37.23446273803711,2006-07-13
36.192447662353516,2006-07-14
35.79108428955078,2006-07-17
36.41628646850586,2006-07-18
37.998600006103516,2006-07-19
36.647857666015625,2006-07-20
36.184730529785156,2006-07-21
37.31937026977539,2006-07-24
38.515743255615234,2006-07-25
38.66240310668945,2006-07-26
37.828792572021484,2006-07-27
39.11780548095703,2006-07-28
40.429962158203125,2006-07-31
39.1100959777832,2006-08-01
40.16752624511719,2006-08-02
38.97886657714844,2006-08-03
38.3845329284668,2006-08-04
37.66670227050781,2006-08-07
38.53890609741211,2006-08-08
38.77047348022461,2006-08-09
38.747310638427734,2006-08-10
38.63153076171875,2006-08-11
38.84764862060547,2006-08-14
44.76780700683594,2006-08-15
45.616844177246094,2006-08-16
45.825252532958984,2006-08-17
45.87928771972656,2006-08-18
44.266090393066406,2006-08-21
44.096290588378906,2006-08-22
43.1005973815918,2006-08-23
44.69062805175781,2006-08-24
43.85700988769531,2006-08-25
43.94963836669922,2006-08-28
44.273807525634766,2006-08-29
45.053401947021484,2006-08-30
44.51309585571289,2006-08-31
45.408443450927734,2006-09-01
47.61595916748047,2006-09-05
45.99506378173828,2006-09-06
46.566226959228516,2006-09-07
47.314945220947266,2006-09-08
48.02504348754883,2006-09-11
47.708587646484375,2006-09-12
48.7891845703125,2006-09-13
47.268638610839844,2006-09-14
47.523345947265625,2006-09-15
47.893836975097656,2006-09-18
46.566226959228516,2006-09-19
47.05249786376953,2006-09-20
46.3423957824707,2006-09-21
45.9719123840332,2006-09-22
48.4881591796875,2006-09-25
47.515625,2006-09-26
46.033653259277344,2006-09-27
46.31924819946289,2006-09-28
46.388710021972656,2006-09-29
46.02593994140625,2006-10-02
45.47019958496094,2006-10-03
47.23774337768555,2006-10-04
49.1905632019043,2006-10-05
48.57306671142578,2006-10-06
49.097930908203125,2006-10-09
48.071353912353516,2006-10-10
47.793495178222656,2006-10-11
49.391239166259766,2006-10-12
49.792606353759766,2006-10-13
50.078189849853516,2006-10-16
49.94697189331055,2006-10-17
50.456398010253906,2006-10-18
51.35177230834961,2006-10-19
51.88433837890625,2006-10-20
52.424652099609375,2006-10-23
52.54815673828125,2006-10-24
52.77198791503906,2006-10-25
54.531829833984375,2006-10-26
53.127052307128906,2006-10-27
53.181068420410156,2006-10-30
52.795143127441406,2006-10-31
51.722251892089844,2006-11-01
51.94609832763672,2006-11-02
52.23939514160156,2006-11-03
52.802860260009766,2006-11-06
53.505245208740234,2006-11-07
53.94520568847656,2006-11-08
54.037845611572266,2006-11-09
54.03012466430664,2006-11-10
54.022396087646484,2006-11-13
55.959754943847656,2006-11-14
56.40745162963867,2006-11-15
55.797672271728516,2006-11-16
55.92890930175781,2006-11-17
57.56523895263672,2006-11-20
59.00859069824219,2006-11-21
59.38679504394531,2006-11-22
58.676692962646484,2006-11-24
57.07893371582031,2006-11-27
56.592681884765625,2006-11-28
57.62697982788086,2006-11-29
59.054908752441406,2006-11-30
57.7581901550293,2006-12-01
58.915958404541016,2006-12-04
58.83109664916992,2006-12-05
60.76073455810547,2006-12-06
60.529151916503906,2006-12-07
60.16637420654297,2006-12-08
61.23926544189453,2006-12-11
61.15437316894531,2006-12-12
62.381614685058594,2006-12-13
63.686058044433594,2006-12-14
63.215240478515625,2006-12-15
60.2976188659668,2006-12-18
60.18954849243164,2006-12-19
59.43315505981445,2006-12-20
58.59177780151367,2006-12-21
58.19040298461914,2006-12-22
58.676692962646484,2006-12-26
60.32075881958008,2006-12-27
58.94685745239258,2006-12-28
58.36795425415039,2006-12-29
58.18271255493164,2007-01-03
59.58747863769531,2007-01-04
58.79248046875,2007-01-05
58.65353775024414,2007-01-08
60.34391784667969,2007-01-09
61.63291931152344,2007-01-10
63.5780143737793,2007-01-11
63.238372802734375,2007-01-12
63.34645462036133,2007-01-16
62.983680725097656,2007-01-17
61.39365005493164,2007-01-18
64.07200622558594,2007-01-19
63.10715866088867,2007-01-22
64.05655670166016,2007-01-23
64.07972717285156,2007-01-24
63.56257247924805,2007-01-25
63.053131103515625,2007-01-26
63.253807067871094,2007-01-29
64.50424194335938,2007-01-30
64.8901596069336,2007-01-31
64.21864318847656,2007-02-01
64.1877670288086,2007-02-02
63.82498550415039,2007-02-05
63.34645462036133,2007-02-06
65.29924774169922,2007-02-07
62.39704513549805,2007-02-08
61.81045150756836,2007-02-09
61.8336296081543,2007-02-12
64.48881530761719,2007-02-13
66.75808715820312,2007-02-14
66.39527893066406,2007-02-15
67.15170288085938,2007-02-16
67.39098358154297,2007-02-20
67.2906494140625,2007-02-21
68.20142364501953,2007-02-22
68.37897491455078,2007-02-23
68.35581970214844,2007-02-26
65.09856414794922,2007-02-27
63.809547424316406,2007-02-28
64.17234802246094,2007-03-01
62.04198455810547,2007-03-02
61.06174850463867,2007-03-05
63.956214904785156,2007-03-06
62.77528381347656,2007-03-07
64.5891342163086,2007-03-08
64.23406982421875,2007-03-09
63.94850540161133,2007-03-12
62.59773254394531,2007-03-13
63.28468322753906,2007-03-14
64.13372039794922,2007-03-15
62.95280838012695,2007-03-16
65.22205352783203,2007-03-19
66.83524322509766,2007-03-20
68.3635482788086,2007-03-21
69.18167114257812,2007-03-22
69.3437728881836,2007-03-23
69.46727752685547,2007-03-26
66.51876831054688,2007-03-27
65.92445373535156,2007-03-28
66.24864196777344,2007-03-29
66.09426879882812,2007-03-30
66.27950286865234,2007-04-02
66.84297180175781,2007-04-03
66.96644592285156,2007-04-04
67.8849868774414,2007-04-05
68.61051940917969,2007-04-09
68.927001953125,2007-04-10
67.9389877319336,2007-04-11
68.50244903564453,2007-04-12
68.0933609008789,2007-04-13
68.6954116821289,2007-04-16
68.47929382324219,2007-04-17
67.40642547607422,2007-04-18
65.98622131347656,2007-04-19
66.12512969970703,2007-04-20
67.19800567626953,2007-04-23
67.5685043334961,2007-04-24
66.48790740966797,2007-04-25
67.35242462158203,2007-04-26
68.30179595947266,2007-04-27
64.42705535888672,2007-04-30
63.98708724975586,2007-05-01
64.61231231689453,2007-05-02
65.152587890625,2007-05-03
63.933048248291016,2007-05-04
62.99137496948242,2007-05-07
62.8061637878418,2007-05-08
62.39704513549805,2007-05-09
62.56688690185547,2007-05-10
63.701499938964844,2007-05-11
62.914188385009766,2007-05-14
60.36705780029297,2007-05-15
60.405662536621094,2007-05-16
62.7058219909668,2007-05-17
63.747806549072266,2007-05-18
64.92874145507812,2007-05-21
64.82842254638672,2007-05-22
63.485382080078125,2007-05-23
62.77528381347656,2007-05-24
63.40046691894531,2007-05-25
64.44248962402344,2007-05-29
65.29924774169922,2007-05-30
67.44500732421875,2007-05-31
66.79663848876953,2007-06-01
66.77350616455078,2007-06-04
67.71517181396484,2007-06-05
67.25203704833984,2007-06-06
66.07881927490234,2007-06-07
67.73062896728516,2007-06-08
66.557373046875,2007-06-11
65.0908432006836,2007-06-12
66.46475982666016,2007-06-13
67.43730926513672,2007-06-14
67.94671630859375,2007-06-15
67.52991485595703,2007-06-18
66.44931030273438,2007-06-19
65.1294174194336,2007-06-20
65.63113403320312,2007-06-21
64.95191192626953,2007-06-22
64.88245391845703,2007-06-25
66.87383270263672,2007-06-26
67.92357635498047,2007-06-27
69.768310546875,2007-06-28
70.60189819335938,2007-06-29
74.08300018310547,2007-07-02
72.9329605102539,2007-07-03
74.24510192871094,2007-07-05
74.0135269165039,2007-07-06
73.98265075683594,2007-07-09
70.78715515136719,2007-07-10
70.3626480102539,2007-07-11
71.9758071899414,2007-07-12
71.7519760131836,2007-07-13
70.94152069091797,2007-07-16
71.23485565185547,2007-07-17
70.60964965820312,2007-07-18
72.9329605102539,2007-07-19
71.5358657836914,2007-07-20
70.52474212646484,2007-07-23
68.08564758300781,2007-07-24
68.3635482788086,2007-07-25
69.93814086914062,2007-07-26
69.61394500732422,2007-07-27
68.51017761230469,2007-07-30
67.08222961425781,2007-07-31
67.10540008544922,2007-08-01
68.51017761230469,2007-08-02
66.83524322509766,2007-08-03
67.86954498291016,2007-08-06
70.81031799316406,2007-08-07
74.21420288085938,2007-08-08
74.86257934570312,2007-08-09
72.73224639892578,2007-08-10
72.30770111083984,2007-08-13
68.64140319824219,2007-08-14
68.34036254882812,2007-08-15
66.3644027709961,2007-08-16
67.5685043334961,2007-08-17
67.52220153808594,2007-08-20
68.01619720458984,2007-08-21
68.22457885742188,2007-08-22
66.40299987792969,2007-08-23
67.90039825439453,2007-08-24
68.24002075195312,2007-08-27
66.27180480957031,2007-08-28
68.42527770996094,2007-08-29
66.62683868408203,2007-08-30
68.31719970703125,2007-08-31
69.38238525390625,2007-09-04
69.18167114257812,2007-09-05
67.27519989013672,2007-09-06
68.25544738769531,2007-09-07
67.6302719116211,2007-09-10
67.18258666992188,2007-09-11
64.46563720703125,2007-09-12
63.222957611083984,2007-09-13
66.61141204833984,2007-09-14
67.06678771972656,2007-09-17
66.52649688720703,2007-09-18
66.21776580810547,2007-09-19
64.87471771240234,2007-09-20
65.85497283935547,2007-09-21
69.42868041992188,2007-09-24
69.42098236083984,2007-09-25
68.76490783691406,2007-09-26
69.83777618408203,2007-09-27
68.45614624023438,2007-09-28
70.99554443359375,2007-10-01
70.72540283203125,2007-10-02
71.3428955078125,2007-10-03
70.16967010498047,2007-10-04
72.25366973876953,2007-10-05
72.05300903320312,2007-10-08
73.31111907958984,2007-10-09
75.36428833007812,2007-10-10
74.60012817382812,2007-10-11
75.65758514404297,2007-10-12
76.01264190673828,2007-10-15
76.59925842285156,2007-10-16
78.41312408447266,2007-10-17
78.01174926757812,2007-10-18
75.78881072998047,2007-10-19
78.93028259277344,2007-10-22
81.708984375,2007-10-23
77.91913604736328,2007-10-24
74.87030029296875,2007-10-25
77.0546646118164,2007-10-26
78.73729705810547,2007-10-29
76.89256286621094,2007-10-30
90.0450439453125,2007-10-31
88.25434875488281,2007-11-01
88.52448272705078,2007-11-02
86.76463317871094,2007-11-05
87.75263214111328,2007-11-06
89.20372009277344,2007-11-07
88.03048706054688,2007-11-08
84.21749114990234,2007-11-09
77.64127349853516,2007-11-12
83.82384490966797,2007-11-13
80.39680480957031,2007-11-14
77.95773315429688,2007-11-15
80.55117797851562,2007-11-16
77.9654541015625,2007-11-19
77.9808578491211,2007-11-20
77.55635833740234,2007-11-21
79.13096618652344,2007-11-23
77.1627197265625,2007-11-26
77.18587493896484,2007-11-27
82.11032104492188,2007-11-28
81.19184112548828,2007-11-29
80.35820007324219,2007-11-30
79.99543762207031,2007-12-03
78.3050537109375,2007-12-04
82.76640319824219,2007-12-05
85.2594985961914,2007-12-06
82.5888671875,2007-12-07
80.54346466064453,2007-12-10
76.93115997314453,2007-12-11
76.64557647705078,2007-12-12
75.70389556884766,2007-12-13
76.0975570678711,2007-12-14
72.02984619140625,2007-12-17
74.71592712402344,2007-12-18
73.92091369628906,2007-12-19
75.54949188232422,2007-12-20
78.54435729980469,2007-12-21
79.50143432617188,2007-12-24
80.75959014892578,2007-12-26
78.7681884765625,2007-12-27
78.81449127197266,2007-12-28
78.01174926757812,2007-12-31
76.1207046508789,2008-01-02
76.89256286621094,2008-01-03
73.07185363769531,2008-01-04
68.54104614257812,2008-01-07
67.76148986816406,2008-01-08
66.43389129638672,2008-01-09
67.86954498291016,2008-01-10
66.98190307617188,2008-01-11
